DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,
10.25,9.25,9.65,0.00,5.76,0.00,7.05,18.05,12.05,0.00,0.00,13.68,0.00,12.11,9.05,9.25,0.00,0.00,9.65,15.26,
0.00,9.90,14.65,11.05,5.50,12.95,8.45,19.05,10.38,8.25,0.00,9.62,11.90,0.00,0.00,9.62,0.00,0.00,9.45,15.62,
7.79,7.07,4.62,0.00,13.07,11.33,0.00,5.50,0.00,8.67,0.00,13.07,0.00,0.00,6.67,0.00,9.87,0.00,7.73,0.00,
6.19,13.29,8.59,8.00,0.00,0.00,11.76,5.50,0.00,0.00,15.06,7.53,8.00,9.41,11.76,0.00,10.47,8.59,0.00,0.00,
10.45,19.05,10.38,14.19,0.00,7.05,16.25,9.05,0.00,15.62,6.55,6.45,0.00,11.05,0.00,13.05,9.90,0.00,0.00,0.00,
7.07,10.81,0.00,0.00,0.00,0.00,0.00,14.06,10.81,0.00,6.53,0.00,0.00,0.00,3.69,7.73,0.00,0.00,8.56,6.53,
10.32,18.00,12.58,18.00,0.00,15.36,15.92,22.03,20.16,25.30,24.05,29.68,0.00,0.00,16.97,12.40,17.69,17.73,12.50,17.19,
16.64,12.71,0.00,0.00,7.77,12.71,23.04,8.96,11.60,15.44,12.88,18.00,15.44,0.00,0.00,5.50,0.00,0.00,21.20,11.52,
9.38,0.00,0.00,0.00,0.00,10.38,15.44,5.59,14.40,10.79,6.52,6.23,11.52,0.00,21.20,18.00,12.80,21.20,0.00,12.24,
26.92,7.58,30.05,7.31,0.00,12.41,18.66,28.26,0.00,33.28,8.91,0.00,0.00,20.97,34.33,9.30,0.00,0.00,0.00,14.45,
0.00,20.62,19.32,14.12,11.44,25.21,0.00,6.57,16.74,13.56,10.00,25.03,0.00,20.17,10.91,13.22,0.00,0.00,0.00,13.56,
11.18,26.52,19.13,15.25,8.64,20.23,16.90,9.42,0.00,13.94,20.44,17.96,28.69,0.00,22.67,19.13,21.58,0.00,40.09,25.94,
0.00,0.00,13.07,0.00,2.92,0.00,0.00,13.07,6.36,5.36,8.67,6.67,0.00,7.73,6.53,0.00,0.00,0.00,9.87,0.00,
5.61,0.00,0.00,11.39,0.00,8.95,10.21,0.00,0.00,8.53,0.00,15.26,8.63,13.68,6.06,5.31,0.00,0.00,5.61,13.68,
6.31,13.29,8.19,0.00,0.00,0.00,7.81,4.53,0.00,0.00,15.06,7.53,8.00,9.41,11.76,9.41,0.00,8.59,0.00,0.00,
19.32,6.74,22.76,21.12,13.08,0.00,30.05,9.41,0.00,14.71,7.51,0.00,38.02,14.26,22.92,26.82,19.23,17.49,16.26,0.00,
17.80,17.15,20.81,24.90,23.39,11.60,0.00,12.50,24.02,20.61,18.90,14.26,25.02,22.08,33.35,25.49,15.31,0.00,23.52,0.00,
23.45,16.90,0.00,9.85,0.00,14.11,9.04,13.79,14.14,12.18,10.12,0.00,0.00,0.00,14.62,8.96,6.89,27.03,17.93,25.17,
17.24,7.65,16.25,8.53,0.00,14.19,11.05,0.00,7.45,0.00,11.90,0.00,9.75,0.00,7.65,7.37,0.00,0.00,0.00,10.38,
13.63,0.00,34.09,12.22,0.00,30.31,25.52,21.36,0.00,74.71,11.43,7.88,41.60,28.42,31.34,27.76,30.04,43.58,32.96,25.35,
12.88,10.83,0.00,27.48,15.11,34.36,15.22,9.08,23.57,0.00,14.65,27.91,0.00,23.11,11.69,24.30,0.00,23.69,0.00,13.72,
0.00,7.45,0.00,0.00,0.00,0.00,0.00,2.67,0.00,4.55,4.73,0.00,0.00,5.27,0.00,3.30,5.30,0.00,0.00,0.00,
15.10,22.50,13.81,18.50,0.00,16.03,6.89,20.26,30.15,0.00,17.27,16.38,32.03,0.00,12.97,12.78,17.79,0.00,19.32,17.15,
10.08,8.42,5.42,5.08,0.00,6.08,0.00,0.00,0.00,7.08,0.00,0.00,0.00,6.18,5.10,5.08,0.00,0.00,0.00,0.00,
9.94,13.58,13.25,0.00,0.00,14.65,11.05,9.65,9.25,0.00,12.05,0.00,6.95,9.47,9.58,7.05,9.25,0.00,0.00,0.00,
8.21,11.81,25.04,0.00,0.00,7.76,8.19,19.93,0.00,0.00,8.35,15.19,0.00,13.58,6.96,6.00,0.00,8.64,0.00,0.00,
8.55,22.39,0.00,19.84,0.00,13.72,26.79,43.84,25.17,0.00,22.60,0.00,0.00,30.05,21.78,32.00,0.00,31.78,62.02,34.45,
37.77,32.90,14.56,15.69,12.15,24.72,15.02,17.74,0.00,33.84,46.01,14.03,34.01,15.79,56.72,27.91,24.95,0.00,36.29,23.49,
0.00,6.31,0.00,14.06,0.00,0.00,0.00,13.29,7.31,0.00,0.00,7.31,8.59,7.53,10.81,5.81,0.00,8.00,10.47,0.00,
13.29,5.08,0.00,0.00,0.00,0.00,0.00,5.19,0.00,0.00,0.00,0.00,0.00,9.31,6.27,10.47,11.33,0.00,0.00,0.00,
5.58,0.00,7.25,0.00,0.00,0.00,5.72,10.38,0.00,0.00,0.00,15.62,0.00,12.95,7.68,9.90,0.00,0.00,12.95,11.06,
0.00,0.00,4.59,8.63,0.00,0.00,0.00,5.94,0.00,10.21,8.72,0.00,0.00,11.17,6.39,11.39,9.47,0.00,11.16,0.00,
4.55,9.09,0.00,0.00,0.00,9.09,0.00,3.30,0.00,0.00,0.00,5.27,7.45,4.50,7.45,4.73,0.00,0.00,0.00,0.00,
10.08,7.08,5.42,0.00,0.00,0.00,0.00,6.08,0.00,0.00,8.42,6.08,0.00,4.73,4.73,7.08,0.00,0.00,8.42,0.00,
0.00,8.42,0.00,5.42,0.00,0.00,3.09,10.08,0.00,6.50,5.08,0.00,7.08,0.00,4.18,0.00,0.00,0.00,0.00,0.00,
6.36,6.07,12.07,0.00,0.00,6.07,0.00,8.93,0.00,0.00,3.58,0.00,6.93,0.00,8.93,3.42,0.00,0.00,0.00,10.36,
9.09,6.18,4.55,5.27,0.00,0.00,0.00,6.50,0.00,0.00,5.27,0.00,0.00,4.10,4.73,6.18,0.00,0.00,0.00,0.00,
0.00,13.29,0.00,0.00,0.00,0.00,7.06,2.64,0.00,0.00,15.06,7.53,8.00,8.56,11.76,9.41,6.19,8.59,0.00,0.00,
5.42,0.00,0.00,5.08,0.00,6.18,2.50,0.00,0.00,0.00,4.18,6.08,0.00,0.00,8.42,10.08,0.00,0.00,0.00,0.00,
7.31,13.29,8.59,0.00,0.00,0.00,7.06,4.53,0.00,0.00,15.06,7.53,8.00,9.41,11.76,9.56,0.00,8.59,0.00,0.00,
0.00,15.06,0.00,4.36,0.00,0.00,0.00,0.00,13.29,0.00,4.69,6.13,0.00,4.81,11.76,0.00,0.00,0.00,5.56,11.76,
5.27,9.09,0.00,0.00,0.00,0.00,0.00,3.30,5.27,0.00,0.00,0.00,7.45,4.73,7.45,4.10,0.00,0.00,0.00,9.09,
3.09,4.77,12.07,0.00,0.00,0.00,0.00,0.00,0.00,6.93,6.07,0.00,9.38,0.00,0.00,3.85,0.00,0.00,7.79,0.00,
15.40,12.02,35.43,21.83,0.00,24.29,0.00,14.74,46.29,17.50,17.14,21.44,29.88,50.66,25.32,22.58,13.77,61.36,20.63,19.01,
8.06,0.00,0.00,8.28,0.00,6.12,6.31,9.39,0.00,0.00,9.31,0.00,12.31,0.00,12.72,0.00,8.28,0.00,8.12,0.00,
8.00,9.38,11.08,0.00,0.00,9.38,6.92,3.58,0.00,11.08,0.00,0.00,0.00,6.15,5.75,0.00,5.54,5.69,0.00,0.00,
6.18,5.08,0.00,7.08,0.00,5.08,4.91,10.08,0.00,5.42,0.00,0.00,6.08,8.42,0.00,0.00,0.00,0.00,6.08,0.00,
23.52,15.41,38.79,25.41,26.00,30.32,13.41,18.84,53.34,18.27,9.34,22.17,0.00,35.89,23.74,11.58,34.27,49.80,23.90,35.89,
7.79,12.07,6.36,6.93,0.00,0.00,12.07,8.93,0.00,9.38,6.36,0.00,0.00,6.93,6.07,4.77,0.00,0.00,0.00,10.36,
24.56,30.01,34.14,22.89,0.00,28.91,19.25,12.93,41.01,71.73,24.96,18.21,20.91,18.20,25.60,12.27,40.23,32.94,24.04,33.70,
0.00,0.00,0.00,6.18,0.00,9.09,0.00,3.33,0.00,6.50,4.73,0.00,0.00,4.73,5.27,5.27,0.00,0.00,0.00,0.00,
0.00,13.29,7.53,0.00,0.00,0.00,8.00,2.58,0.00,0.00,15.06,0.00,8.00,9.41,11.76,9.56,7.65,8.59,0.00,0.00,
10.22,22.46,0.00,0.00,0.00,26.04,24.18,3.86,0.00,13.46,10.00,6.08,15.19,14.46,20.89,20.89,13.18,0.00,0.00,13.46,
17.51,13.92,13.64,22.92,0.00,25.36,8.79,17.54,35.03,0.00,11.42,6.61,25.47,13.19,0.00,13.26,25.30,19.46,18.36,18.38,
0.00,16.04,7.28,17.19,0.00,20.89,9.27,0.00,0.00,18.18,7.44,0.00,7.92,0.00,9.92,8.81,15.18,0.00,0.00,0.00,
0.00,7.45,0.00,0.00,0.00,7.45,0.00,5.27,0.00,4.55,4.73,0.00,0.00,5.27,3.33,0.00,0.00,0.00,0.00,5.30,
35.48,10.89,25.79,13.78,22.47,11.71,9.46,39.63,19.66,42.79,15.45,25.33,35.48,33.10,0.00,16.62,21.34,15.18,32.51,17.22,
27.09,26.96,67.97,19.73,0.00,30.76,15.87,15.22,32.24,71.65,25.40,21.53,32.97,31.22,17.30,21.76,44.92,44.07,30.23,31.83,
15.26,0.00,9.65,12.32,0.00,5.50,8.17,0.00,9.05,0.00,9.25,14.65,0.00,0.00,9.05,4.61,0.00,0.00,0.00,8.63,
10.13,10.99,62.40,31.19,0.00,22.61,39.31,27.49,26.83,83.15,17.65,38.76,57.55,44.31,15.04,8.99,23.90,33.38,74.27,40.97,
15.71,13.89,15.43,19.46,25.47,0.00,0.00,9.74,21.89,0.00,16.17,17.58,0.00,21.03,22.92,14.11,13.62,0.00,0.00,8.12,
0.00,7.33,7.81,0.00,5.73,12.31,0.00,0.00,0.00,0.00,7.31,0.00,0.00,7.07,7.73,7.20,0.00,0.00,4.93,9.56,
13.07,0.00,0.00,9.87,0.00,0.00,0.00,3.69,6.67,0.00,11.33,0.00,7.73,11.33,13.07,4.79,6.53,0.00,7.07,7.73,
9.74,12.12,15.03,20.14,0.00,30.36,13.64,22.03,20.14,21.66,10.38,28.69,0.00,0.00,16.32,0.00,15.37,0.00,12.91,0.00,
0.00,6.07,12.07,5.54,0.00,0.00,4.15,5.54,0.00,6.93,0.00,0.00,0.00,4.58,0.00,0.00,6.07,0.00,12.07,0.00,
0.00,9.38,5.69,9.38,0.00,0.00,0.00,8.00,0.00,0.00,4.42,0.00,0.00,6.92,4.91,0.00,0.00,0.00,5.69,6.08,
21.12,12.05,22.62,19.39,0.00,0.00,6.19,26.82,0.00,18.21,0.00,15.50,0.00,28.26,20.49,19.02,20.26,0.00,38.02,0.00,
24.18,24.50,28.94,16.41,0.00,26.26,8.64,16.40,0.00,25.49,15.78,22.18,0.00,33.33,13.90,17.43,0.00,0.00,14.41,21.65,
0.00,45.47,0.00,23.98,5.40,28.57,10.57,7.96,27.21,27.96,27.13,22.38,0.00,0.00,10.86,31.89,17.06,0.00,26.09,20.94,
0.00,5.69,0.00,5.69,0.00,0.00,0.00,4.92,0.00,11.08,5.54,5.75,6.92,8.00,0.00,8.00,11.08,0.00,6.15,0.00,
0.00,4.69,13.29,0.00,0.00,8.06,0.00,16.06,11.39,7.65,0.00,0.00,0.00,0.00,2.46,0.00,0.00,0.00,8.72,9.39,
0.00,8.42,0.00,0.00,0.00,0.00,0.00,5.30,0.00,5.08,0.00,0.00,5.08,6.08,4.91,7.45,0.00,0.00,0.00,10.08,
6.94,7.28,10.25,13.25,0.00,0.00,9.65,0.00,0.00,0.00,14.65,7.17,0.00,9.25,0.00,8.32,0.00,8.63,0.00,8.63,
0.00,4.10,0.00,5.30,0.00,0.00,4.73,7.45,0.00,0.00,0.00,4.55,6.18,5.30,0.00,9.09,0.00,0.00,0.00,0.00,
5.06,10.47,0.00,0.00,0.00,8.00,6.31,0.00,15.06,0.00,8.59,7.65,9.31,7.53,9.56,4.81,0.00,0.00,0.00,13.29,
7.45,7.45,5.27,0.00,0.00,5.27,0.00,0.00,0.00,0.00,4.10,0.00,0.00,4.73,3.30,9.09,0.00,0.00,0.00,9.09,
9.87,11.33,6.53,0.00,0.00,0.00,11.33,13.07,0.00,8.93,7.73,4.64,4.64,8.67,9.87,0.00,7.73,0.00,0.00,0.00,
5.69,9.38,0.00,0.00,0.00,0.00,6.92,6.92,9.38,11.08,0.00,0.00,5.54,6.15,3.09,11.08,0.00,5.69,0.00,0.00,
11.35,10.36,31.93,39.18,56.49,28.35,11.57,24.23,48.30,42.01,20.56,41.49,33.50,0.00,15.81,21.92,38.60,56.89,41.73,25.01,
21.89,21.03,9.03,12.79,0.00,18.69,24.40,18.00,0.00,17.36,14.30,22.03,12.74,0.00,27.60,28.69,13.27,17.14,19.31,19.03,
17.17,16.03,47.93,32.11,12.74,32.43,49.36,20.75,53.48,23.84,32.91,47.01,31.84,74.30,31.33,9.90,17.22,41.51,42.21,17.78,
23.52,16.39,33.67,25.41,26.00,30.32,14.07,18.33,53.34,15.97,9.86,14.05,0.00,29.93,23.74,16.60,34.23,49.80,23.90,39.89,
8.42,7.08,0.00,0.00,0.00,0.00,6.50,4.73,0.00,0.00,5.08,0.00,6.08,8.42,5.42,0.00,5.42,0.00,0.00,0.00,
6.08,0.00,0.00,0.00,0.00,0.00,1.17,3.45,8.42,10.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
10.29,13.18,6.48,0.00,0.00,10.00,12.65,16.04,0.00,0.00,19.46,0.00,18.30,10.59,0.00,14.42,18.52,0.00,0.00,0.00,
15.14,9.45,0.00,12.77,6.42,10.23,12.77,10.05,0.00,9.24,12.67,6.48,18.23,0.00,0.00,13.86,16.59,0.00,0.00,10.05,
8.41,0.00,19.22,7.32,14.78,9.90,0.00,5.24,14.78,11.30,10.05,10.87,0.00,21.04,13.59,8.14,0.00,0.00,0.00,12.70,
7.91,7.74,18.50,0.00,10.72,0.00,28.38,10.41,13.76,13.52,10.78,0.00,0.00,0.00,16.03,8.45,17.74,0.00,30.15,24.06,
11.29,16.15,17.64,17.61,0.00,23.79,16.15,10.73,15.33,0.00,4.82,0.00,0.00,30.15,22.50,10.23,17.79,26.74,20.26,0.00,
18.54,18.54,11.04,0.00,6.15,8.59,7.39,0.00,0.00,14.54,16.09,0.00,0.00,11.04,17.04,15.91,12.04,0.00,20.21,7.22,
4.08,5.69,6.15,0.00,0.00,11.08,0.00,5.27,0.00,8.00,5.69,0.00,0.00,0.00,0.00,6.15,0.00,0.00,8.42,0.00,
12.39,27.16,17.68,9.10,0.00,13.10,0.00,19.63,29.03,0.00,10.50,13.77,0.00,16.84,0.00,7.68,13.59,19.74,12.83,9.63,
18.00,11.46,9.83,6.52,7.23,0.00,12.24,0.00,0.00,0.00,7.38,0.00,5.39,11.60,0.00,14.21,0.00,16.64,0.00,14.04,
13.67,8.63,30.57,27.02,10.11,18.26,12.53,8.47,0.00,18.90,31.57,12.30,22.04,0.00,16.70,12.12,0.00,0.00,33.33,26.43,
12.77,12.59,23.64,22.43,28.54,34.29,25.61,11.31,50.36,27.19,14.91,19.12,35.15,34.24,10.29,14.65,42.07,53.22,25.33,14.20,
11.08,0.00,0.00,6.92,0.00,0.00,0.00,6.08,0.00,6.15,4.91,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.75,
0.00,0.00,0.00,0.00,0.00,2.89,0.00,3.71,0.00,0.00,0.00,0.00,0.00,3.30,0.00,4.73,0.00,0.00,0.00,0.00,
0.00,10.36,0.00,0.00,0.00,9.38,0.00,0.00,6.07,0.00,12.07,0.00,0.00,6.36,4.58,6.36,6.92,0.00,6.07,6.93,
4.21,0.00,0.00,0.00,0.00,13.07,0.00,8.67,9.87,0.00,7.50,0.00,6.93,8.67,6.67,4.93,11.33,6.67,0.00,0.00,
20.48,35.60,64.80,36.19,19.59,22.48,26.61,37.60,0.00,18.10,19.72,8.71,0.00,26.85,20.06,28.31,16.87,48.07,35.25,14.76,
7.45,6.18,0.00,8.42,0.00,0.00,5.42,5.08,0.00,0.00,0.00,0.00,0.00,5.42,9.09,4.18,0.00,0.00,0.00,0.00,
15.12,9.18,9.73,22.92,0.00,20.02,12.82,25.41,22.63,15.64,10.92,30.49,17.32,23.46,32.62,29.07,24.39,0.00,32.00,39.02,
6.36,6.67,6.36,0.00,0.00,0.00,13.07,6.07,0.00,0.00,3.54,11.33,0.00,9.87,8.67,8.67,0.00,0.00,0.00,0.00,
10.69,15.37,10.48,11.31,0.00,0.00,0.00,9.42,8.46,14.03,10.89,20.03,0.00,16.83,14.43,9.68,21.72,26.17,16.83,0.00,
0.00,0.00,7.79,6.93,0.00,12.07,4.31,0.00,0.00,0.00,5.75,4.77,0.00,0.00,7.85,12.07,8.93,0.00,0.00,0.00,
0.00,12.34,11.89,18.97,12.76,23.64,37.03,7.45,0.00,9.68,12.87,23.41,22.67,16.76,13.62,13.03,0.00,0.00,0.00,18.51,
15.62,5.79,9.45,7.45,0.00,0.00,17.24,11.05,0.00,0.00,9.62,0.00,0.00,12.05,14.19,5.53,11.90,0.00,19.05,0.00,
4.10,0.00,0.00,0.00,0.00,0.00,0.00,5.27,0.00,0.00,3.78,0.00,0.00,0.00,0.00,2.44,0.00,7.45,6.18,0.00,
12.32,20.60,17.90,8.51,0.00,13.64,36.31,19.66,32.98,11.50,20.73,12.21,22.69,15.85,0.00,15.03,30.29,17.37,26.54,20.12,
0.00,7.65,8.00,14.06,0.00,0.00,0.00,7.31,7.65,0.00,0.00,7.31,8.59,7.53,10.81,5.81,0.00,8.00,10.47,0.00,
12.18,13.03,0.00,11.70,11.58,0.00,26.74,4.89,0.00,11.09,14.73,20.06,20.26,17.21,14.09,12.23,0.00,0.00,0.00,19.70,
0.00,9.41,4.93,0.00,0.00,0.00,8.56,15.06,0.00,0.00,0.00,0.00,0.00,7.31,7.65,8.06,10.47,0.00,5.56,12.31,
0.00,3.27,0.00,6.08,0.00,0.00,0.00,10.08,0.00,0.00,0.00,5.08,3.27,8.42,8.42,4.73,0.00,0.00,0.00,6.08,
13.59,22.83,12.90,16.83,9.59,22.83,14.43,7.96,14.90,0.00,8.15,26.17,0.00,18.18,24.43,16.83,0.00,0.00,11.10,8.96,
0.00,7.50,7.07,0.00,5.21,7.07,13.07,0.00,0.00,8.67,0.00,0.00,0.00,6.36,7.73,9.87,0.00,0.00,4.79,11.33,
18.16,17.73,66.54,26.18,20.08,32.28,28.99,15.01,0.00,19.51,26.53,9.75,0.00,27.28,16.66,18.62,16.79,32.08,23.07,20.99,
9.39,0.00,0.00,11.39,0.00,0.00,14.28,7.33,0.00,0.00,9.39,7.06,0.00,10.28,8.72,11.76,0.00,14.28,7.06,0.00,
12.60,27.82,18.34,9.90,0.00,15.75,5.98,0.00,32.56,47.72,20.38,16.08,37.65,43.89,35.73,33.53,17.71,0.00,42.98,19.66,
8.73,10.46,0.00,0.00,0.00,16.90,0.00,4.80,19.10,0.00,14.46,23.45,0.00,17.93,17.75,7.78,20.41,27.03,11.81,13.79,
5.77,10.23,0.00,11.54,0.00,9.50,5.05,0.00,0.00,0.00,22.04,0.00,11.04,0.00,5.24,0.00,0.00,0.00,0.00,11.14,
9.70,19.70,20.75,4.72,0.00,13.52,0.00,16.90,0.00,0.00,11.32,13.89,17.93,13.18,0.00,0.00,9.61,0.00,8.44,17.75,
4.77,4.53,0.00,0.00,0.00,0.00,0.00,9.56,12.07,0.00,0.00,0.00,0.00,7.06,11.33,9.56,0.00,0.00,0.00,4.40,
14.46,19.10,12.39,8.89,0.00,14.14,11.46,21.86,27.03,0.00,10.68,8.22,23.45,10.68,0.00,13.11,17.89,20.41,12.18,17.93,
0.00,7.65,11.76,0.00,0.00,0.00,9.41,0.00,10.47,0.00,14.06,0.00,8.00,7.53,8.00,3.08,9.41,0.00,0.00,13.29,
0.00,20.66,0.00,8.17,0.00,15.10,9.97,0.00,0.00,23.28,5.35,15.03,0.00,0.00,13.30,5.78,10.26,30.03,21.91,17.66,
4.67,11.04,12.80,8.71,0.00,11.84,7.71,0.00,0.00,0.00,9.05,10.88,18.00,11.04,0.00,23.04,15.44,0.00,23.04,0.00,
0.00,9.38,0.00,0.00,0.00,9.38,0.00,0.00,5.54,6.92,11.08,0.00,0.00,6.15,4.91,6.92,5.42,0.00,5.69,0.00,
12.72,14.28,8.28,9.41,0.00,0.00,6.47,0.00,0.00,0.00,13.29,8.72,0.00,5.65,12.72,8.00,11.39,0.00,11.39,8.72,
6.50,4.73,0.00,0.00,0.00,0.00,2.38,9.09,0.00,4.73,3.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
14.31,7.97,13.46,0.00,0.00,9.76,11.40,0.00,0.00,18.93,11.53,21.11,14.28,35.91,28.75,34.80,0.00,0.00,0.00,10.50,
12.59,7.28,0.00,14.88,0.00,0.00,16.24,9.79,0.00,0.00,10.80,13.70,0.00,10.50,8.12,19.93,17.26,0.00,7.92,0.00,
8.59,0.00,0.00,13.68,0.00,0.00,0.00,6.50,12.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.95,
9.39,8.63,12.32,8.95,0.00,0.00,0.00,15.26,8.63,11.16,8.72,8.53,10.21,13.68,9.47,7.17,0.00,0.00,6.94,0.00,
9.96,46.64,34.10,36.94,0.00,14.94,10.09,12.75,45.45,0.00,21.83,21.12,55.05,0.00,14.58,15.44,34.06,86.14,49.58,66.58,
10.47,0.00,11.76,0.00,0.00,7.06,0.00,11.33,0.00,8.00,15.06,9.41,0.00,11.76,5.19,5.19,0.00,0.00,4.81,0.00,
0.00,7.45,0.00,0.00,0.00,0.00,0.00,5.30,0.00,4.10,0.00,0.00,0.00,5.27,4.10,6.50,0.00,0.00,0.00,9.09,
0.00,7.72,0.00,11.65,0.00,0.00,9.05,8.95,0.00,0.00,9.47,10.25,14.65,6.06,0.00,8.63,9.25,0.00,0.00,0.00,
0.00,0.00,0.00,4.08,0.00,11.08,0.00,8.00,0.00,0.00,9.38,3.11,11.08,6.15,0.00,0.00,0.00,0.00,6.92,0.00,
0.00,4.79,0.00,12.07,0.00,0.00,0.00,5.42,0.00,0.00,9.87,6.67,0.00,7.07,4.64,7.73,0.00,0.00,0.00,6.53,
38.99,16.77,50.58,44.94,0.00,14.12,8.58,15.62,0.00,35.62,18.99,16.99,35.03,81.28,23.80,23.64,22.32,44.06,35.44,14.17,
19.36,11.76,8.74,9.91,0.00,14.97,17.69,22.23,30.36,0.00,10.50,0.00,0.00,13.83,16.79,30.36,25.69,0.00,8.41,12.86,
12.05,6.42,9.25,16.25,0.00,0.00,0.00,14.65,0.00,0.00,12.05,0.00,0.00,0.00,8.72,4.35,7.89,9.47,14.65,11.05,
14.65,4.50,10.21,7.89,0.00,9.05,10.25,0.00,0.00,16.25,12.05,0.00,11.05,16.25,15.26,6.42,0.00,0.00,9.25,13.25,
6.36,12.07,12.07,7.79,0.00,0.00,10.36,3.25,0.00,0.00,5.54,0.00,0.00,7.79,0.00,5.08,6.93,0.00,0.00,0.00,
0.00,6.08,0.00,0.00,0.00,10.08,0.00,3.45,0.00,7.08,0.00,0.00,0.00,0.00,2.57,0.00,0.00,8.42,0.00,0.00,
0.00,0.00,0.00,8.42,0.00,10.08,0.00,3.10,0.00,0.00,6.08,5.08,0.00,5.27,7.08,3.82,0.00,0.00,0.00,0.00,
0.00,8.42,0.00,0.00,0.00,0.00,0.00,7.45,0.00,0.00,0.00,4.10,3.27,2.90,0.00,0.00,0.00,0.00,10.08,0.00,
9.09,4.73,0.00,5.27,0.00,0.00,0.00,6.18,6.18,4.55,0.00,0.00,0.00,9.09,5.10,0.00,0.00,0.00,4.73,5.27,
8.56,13.29,10.81,10.81,0.00,0.00,0.00,5.56,0.00,0.00,8.00,13.29,7.65,10.47,9.41,0.00,8.00,7.65,0.00,8.59,
26.74,19.77,28.08,36.19,19.59,14.07,20.88,0.00,56.91,14.45,31.17,12.57,21.48,27.65,15.27,13.10,21.99,48.07,27.39,17.42,
7.23,13.54,16.09,11.75,0.00,0.00,12.00,12.04,0.00,0.00,5.15,11.04,14.54,0.00,11.04,12.71,0.00,0.00,11.54,0.00,
17.04,15.24,20.41,11.32,0.00,0.00,0.00,5.04,8.52,13.59,6.40,20.41,0.00,0.00,13.79,11.32,12.75,25.17,16.00,0.00,
11.39,8.06,0.00,11.76,0.00,0.00,8.00,14.28,0.00,0.00,16.06,6.12,10.28,12.72,8.28,0.00,8.72,0.00,4.69,9.39,
11.22,10.14,18.65,27.61,0.00,11.19,18.34,22.76,34.13,12.29,11.47,18.34,0.00,0.00,24.97,30.66,23.82,0.00,18.13,25.69,
8.75,0.00,0.00,9.92,0.00,10.68,18.30,0.00,12.89,0.00,11.96,0.00,14.14,0.00,7.93,7.35,0.00,0.00,13.59,15.24,
26.46,22.35,31.41,19.07,0.00,22.12,24.67,20.76,31.64,46.11,28.10,10.92,24.68,20.32,19.07,16.63,43.15,25.67,21.79,54.99,
13.44,19.92,0.00,21.74,14.77,43.06,36.63,12.53,58.90,44.34,28.83,68.32,67.01,44.70,31.62,15.76,12.48,46.90,0.00,15.20,
10.57,25.02,19.35,12.55,0.00,13.23,6.55,37.02,35.93,45.38,20.21,15.37,22.58,41.19,35.68,38.32,29.64,0.00,46.85,29.51,
0.00,7.28,0.00,13.19,12.50,0.00,0.00,3.85,0.00,10.32,21.48,12.59,9.58,12.81,0.00,11.54,0.00,0.00,0.00,17.26,
8.17,13.09,0.00,22.70,0.00,32.02,10.25,16.54,29.05,27.19,10.02,19.40,28.81,19.33,23.48,22.15,29.36,0.00,0.00,0.00,
7.65,0.00,0.00,13.29,0.00,5.19,9.41,7.53,8.00,0.00,2.79,0.00,0.00,0.00,6.31,15.06,15.06,9.41,11.76,0.00,
6.07,6.07,12.07,2.75,0.00,0.00,7.79,6.36,0.00,6.93,0.00,0.00,10.36,6.62,0.00,0.00,8.93,0.00,0.00,12.07,
16.32,8.23,24.78,23.28,9.74,23.81,10.45,8.43,0.00,10.52,9.45,19.53,0.00,0.00,0.00,15.70,26.41,12.19,0.00,9.30,
7.25,12.06,28.16,24.78,0.00,23.28,17.66,15.55,0.00,18.53,10.74,16.91,0.00,0.00,18.53,8.04,10.52,30.03,0.00,0.00,
0.00,28.16,11.03,17.87,0.00,18.53,17.66,8.55,21.91,10.26,7.77,15.41,30.03,23.28,26.41,9.35,14.00,11.29,0.00,0.00,
8.68,20.97,15.03,0.00,25.47,0.00,25.30,10.11,21.89,0.00,7.59,31.35,15.19,29.68,22.92,8.06,13.54,0.00,0.00,33.14,
0.00,0.00,6.18,0.00,0.00,0.00,0.00,6.18,7.45,9.09,9.09,5.27,4.73,5.27,0.00,4.55,4.10,0.00,0.00,0.00,
5.57,9.79,0.00,16.55,25.80,13.53,16.61,49.87,34.23,0.00,16.16,30.08,31.82,31.51,33.86,16.71,25.21,52.66,30.66,36.30,
43.19,14.92,34.59,25.65,16.68,25.39,14.62,13.75,34.36,35.61,26.29,30.19,49.79,18.39,22.87,15.91,29.10,0.00,21.31,17.88,
10.23,11.86,0.00,6.45,0.00,6.95,6.65,0.00,0.00,0.00,7.26,18.23,11.14,0.00,12.77,0.00,10.59,0.00,20.05,14.55,
13.92,12.87,19.19,27.61,0.00,15.71,13.39,0.00,0.00,35.13,10.00,8.40,13.76,23.64,0.00,11.35,18.72,19.79,22.67,25.36,
