,Levitt_alpha,y
Neg_2905,1.5575,0
Neg_1488,-1.32647,0
Neg_180,0.28633,0
Neg_557,-0.57293,0
Neg_1595,-1.27006,0
Neg_1103,1.30125,0
Neg_510,-0.46485,0
Neg_2472,-0.29835,0
Neg_122,-0.9591,0
Neg_2290,-0.43409,0
Neg_2696,-1.17699,0
Neg_1289,1.11105,0
Neg_1936,-0.77972,0
Neg_2265,-0.55206,0
Neg_2555,-0.56827,0
Neg_1580,0.10981,0
Neg_2082,0.19347,0
Neg_1591,-1.04434,0
Neg_1470,-1.11674,0
Neg_1509,-0.74193,0
Neg_77,-0.89535,0
Neg_1247,-0.94454,0
Neg_2122,-0.64677,0
Neg_1953,-0.7971,0
Neg_2894,-1.09299,0
Neg_1260,-0.06481,0
Neg_2719,-0.28188,0
Neg_2111,-1.34175,0
Neg_1531,-0.13034,0
Neg_1519,-1.16487,0
Neg_2540,-0.34939,0
Neg_2113,-0.22686,0
Neg_1965,0.56985,0
Neg_48,-0.23991,0
Neg_625,-0.54147,0
Neg_2721,-0.57118,0
Neg_2716,-1.02278,0
Neg_1116,-1.05457,0
Neg_2714,-0.6115,0
Neg_729,-0.8331,0
Neg_770,-0.78215,0
Neg_1441,0.35127,0
Neg_1629,-0.27782,0
Neg_65,-0.56903,0
Neg_2121,-0.43749,0
Neg_271,-0.30812,0
Neg_2572,-0.12879,0
Neg_2089,-0.4691,0
Neg_655,-0.69717,0
Neg_806,0.22621,0
Neg_1034,-0.56497,0
Neg_2211,0.19586,0
Neg_393,-0.81216,0
Neg_2684,-0.91277,0
Neg_2028,-0.0927,0
Neg_1695,-1.08729,0
Neg_1024,0.68624,0
Neg_881,0.62338,0
Neg_2862,-0.19442,0
Neg_632,-0.30591,0
Neg_665,-0.21418,0
Neg_1699,-0.93525,0
Neg_1752,-0.62219,0
Neg_1536,-0.54996,0
Neg_1132,-0.78836,0
Neg_692,-0.92464,0
Neg_2046,-0.03058,0
Neg_866,-0.73914,0
Neg_719,0.20969,0
Neg_2407,-0.34197,0
Neg_668,-0.19676,0
Neg_2488,-0.76069,0
Neg_359,-0.58249,0
Neg_1168,-1.23025,0
Neg_578,-0.94343,0
Neg_2655,0.58749,0
Neg_1419,0.06263,0
Neg_426,0.44098,0
Neg_1644,-0.20376,0
Neg_643,0.98197,0
Neg_1902,-0.42017,0
Neg_385,0.71351,0
Neg_2361,-0.22766,0
Neg_907,-0.36609,0
Neg_399,-0.45543,0
Neg_1577,-1.32163,0
Neg_2127,-0.74444,0
Neg_73,-1.07262,0
Neg_2598,-0.76256,0
Neg_516,-0.10426,0
Neg_1466,-0.48907,0
Neg_672,-0.97833,0
Neg_630,-0.8144,0
Neg_39,-0.50862,0
Neg_2465,-0.27852,0
Neg_2722,-0.83256,0
Neg_2105,-1.27186,0
Neg_1077,1.23374,0
Neg_2550,0.43743,0
Neg_1756,-0.02743,0
Neg_172,-0.95672,0
Neg_1428,0.06362,0
Neg_797,-1.14673,0
Neg_2239,-0.38714,0
Neg_1268,0.03908,0
Neg_112,-0.87345,0
Neg_2432,-0.58842,0
Neg_1624,-0.67903,0
Neg_1571,0.23486,0
Neg_753,1.25661,0
Neg_1875,0.59108,0
Neg_2353,-0.90173,0
Neg_1805,-0.35477,0
Neg_1530,-0.20377,0
Neg_357,-0.38332,0
Neg_695,-0.4396,0
Neg_551,-0.16017,0
Neg_2897,-0.39199,0
Neg_438,-0.94018,0
Neg_858,-1.28982,0
Neg_1072,-0.68682,0
Neg_698,0.14121,0
Neg_2433,0.45639,0
Neg_186,0.04814,0
Neg_1915,-0.91391,0
Neg_2470,-0.60546,0
Neg_1547,0.32413,0
Neg_313,-0.7156,0
Neg_1232,-0.51555,0
Neg_2015,-0.9649,0
Neg_1413,-1.03939,0
Neg_1495,-0.52999,0
Neg_2297,0.73064,0
Neg_416,-0.78582,0
Neg_1252,-0.20072,0
Neg_1013,-0.80619,0
Neg_1631,-0.34016,0
Neg_874,-0.49708,0
Neg_1984,1.11898,0
Neg_1431,-0.74533,0
Neg_505,1.7549,0
Neg_2401,-1.13487,0
Neg_2119,-0.4525,0
Neg_1685,-0.96562,0
Neg_2727,0.0659,0
Neg_1640,-0.26473,0
Neg_1134,-0.59184,0
Neg_799,-0.72475,0
Neg_790,-0.48891,0
Neg_2135,-0.79316,0
Neg_2208,-0.85862,0
Neg_1475,0.21908,0
Neg_1085,-0.90962,0
Neg_1713,-0.59737,0
Neg_309,-0.89644,0
Neg_1162,-0.88038,0
Neg_2075,0.34102,0
Neg_1698,-0.86843,0
Neg_518,3.58794,0
Neg_1163,0.15765,0
Neg_1359,-1.02338,0
Neg_1119,-1.11089,0
Neg_2643,-0.61891,0
Neg_277,-0.62541,0
Neg_1587,-0.13912,0
Neg_2585,-1.05435,0
Neg_1060,0.21229,0
Neg_330,-1.11092,0
Neg_1369,-0.66675,0
Neg_2785,-0.1981,0
Neg_2535,0.43139,0
Neg_1564,-0.31371,0
Neg_2036,-0.62351,0
Neg_1200,-0.6729,0
Neg_1709,-0.82462,0
Neg_1329,-0.49368,0
Neg_32,0.55197,0
Neg_776,1.05082,0
Neg_437,-1.08085,0
Neg_2653,-1.21607,0
Neg_95,-0.79847,0
Neg_1757,-1.01546,0
Neg_780,-0.65765,0
Neg_1804,-0.32941,0
Neg_1545,-1.03588,0
Neg_2797,-1.19329,0
Neg_430,-1.26452,0
Neg_1573,-0.26147,0
Neg_1378,-0.92747,0
Neg_473,-0.72357,0
Neg_649,-0.42877,0
Neg_524,-0.71118,0
Neg_1517,-0.31501,0
Neg_880,-0.23226,0
Neg_1693,-0.98735,0
Neg_1092,-0.42677,0
Neg_1226,-0.33568,0
Neg_246,-0.43705,0
Neg_442,-0.28218,0
Neg_2422,-0.95679,0
Neg_2661,-0.81267,0
Neg_2189,-0.99652,0
Neg_673,0.27279,0
Neg_2244,-0.15613,0
Neg_613,-0.46176,0
Neg_1133,0.02884,0
Neg_1919,-0.71563,0
Neg_1393,-0.0067,0
Neg_1980,-0.26383,0
Neg_195,-1.32231,0
Neg_2354,-0.3454,0
Neg_2388,-0.45465,0
Neg_1181,2.09141,0
Neg_1550,0.26164,0
Neg_2158,-0.68376,0
Neg_2197,-0.35444,0
Neg_2274,-0.8143,0
Neg_2679,0.22502,0
Neg_1439,-0.60661,0
Neg_2281,-0.8105,0
Neg_2841,0.32394,0
Neg_2266,-1.021,0
Neg_571,-0.55207,0
Neg_1009,-0.67296,0
Neg_1655,-0.78708,0
Neg_1487,-0.08204,0
Neg_28,-0.4784,0
Neg_2509,-0.75443,0
Neg_2175,0.74186,0
Neg_2232,-0.83594,0
Neg_201,1.86508,0
Neg_1333,-0.62786,0
Neg_2778,-0.63027,0
Neg_1704,-0.16997,0
Neg_2156,-0.61926,0
Neg_1706,0.85778,0
Neg_143,-0.64944,0
Neg_2595,-0.54874,0
Neg_166,-0.47662,0
Neg_2209,0.56461,0
Neg_1608,-0.85926,0
Neg_1581,0.32799,0
Neg_1609,-0.38484,0
Neg_865,-0.6387,0
Neg_666,-0.0789,0
Neg_1267,-0.04291,0
Neg_639,-0.5741,0
Neg_1590,-0.62232,0
Neg_1701,0.77053,0
Neg_1093,-1.25755,0
Neg_752,-0.12233,0
Neg_1210,-0.17768,0
Neg_2603,-1.19324,0
Neg_463,-1.03697,0
Neg_972,-0.84797,0
Neg_1224,-0.47622,0
Neg_1027,-0.17284,0
Neg_2430,-0.6605,0
Neg_282,-1.3357,0
Neg_421,-0.5487,0
Neg_986,-0.67042,0
Neg_1349,-0.76716,0
Neg_495,-0.94664,0
Neg_2223,-0.98818,0
Neg_2245,-0.71523,0
Neg_522,-0.2299,0
Neg_490,-1.34983,0
Neg_153,-0.72796,0
Neg_1916,0.04688,0
Neg_2569,-0.86686,0
Neg_1724,1.06512,0
Neg_220,-0.63497,0
Neg_573,2.32816,0
Neg_2008,-0.45866,0
Neg_2076,-0.36615,0
Neg_1440,-0.19444,0
Neg_1258,-0.83318,0
Neg_2009,-1.01019,0
Neg_486,-0.12974,0
Neg_555,-1.26098,0
Neg_232,2.66738,0
Neg_1407,-0.79498,0
Neg_637,-0.89693,0
Neg_2372,0.38576,0
Neg_338,-0.87784,0
Neg_192,-0.58773,0
Neg_1926,-1.09155,0
Neg_1337,-1.03435,0
Neg_2531,-0.15051,0
Neg_765,-1.11554,0
Neg_98,0.30851,0
Neg_2026,-1.32078,0
Neg_1650,-0.34213,0
Neg_386,0.11286,0
Neg_14,-0.81171,0
Neg_1660,-0.61336,0
Neg_2005,-1.02557,0
Neg_2292,0.26424,0
Neg_117,0.04518,0
Neg_424,0.66247,0
Neg_2444,0.40672,0
Neg_1668,-0.2827,0
Neg_1025,0.22424,0
Neg_164,-0.78676,0
Neg_2016,-0.51003,0
Neg_2102,-0.80168,0
Neg_247,0.80469,0
Neg_488,-0.74086,0
Neg_679,0.33816,0
Neg_818,-0.72609,0
Neg_2499,-0.73785,0
Neg_1976,-0.77185,0
Neg_2906,-0.21114,0
Neg_1983,0.20389,0
Neg_2100,-1.11096,0
Neg_2451,-0.42803,0
Neg_888,-0.42265,0
Neg_402,-0.725,0
Neg_569,1.00117,0
Neg_1480,-0.67569,0
Neg_2632,-0.99823,0
Neg_1799,-0.91777,0
Neg_1198,-0.43376,0
Neg_105,-0.76414,0
Neg_536,-1.34814,0
Neg_382,-0.70204,0
Neg_2073,-0.95937,0
Neg_530,-0.88784,0
Neg_1566,0.27837,0
Neg_1996,-0.17153,0
Neg_827,0.75431,0
Neg_800,-0.83534,0
Neg_1849,0.35771,0
Neg_6,0.57717,0
Neg_174,-0.55203,0
Neg_2072,0.20766,0
Neg_1934,-0.11826,0
Neg_615,-0.50653,0
Neg_425,-0.83079,0
Neg_1646,-0.82523,0
Neg_738,-1.21863,0
Neg_1286,-0.49587,0
Neg_963,-1.26557,0
Neg_2190,-0.64451,0
Neg_212,-0.96918,0
Neg_730,-0.67523,0
Neg_319,-0.93252,0
Neg_1401,0.63453,0
Neg_1035,0.1502,0
Neg_1190,-0.56103,0
Neg_1508,-0.24708,0
Neg_1653,-0.63205,0
Neg_2304,-1.21346,0
Neg_1355,0.80624,0
Neg_1434,0.38342,0
Neg_2485,-0.07317,0
Neg_367,-1.12728,0
Neg_1625,-0.74714,0
Neg_2700,-0.70671,0
Neg_150,-0.59673,0
Neg_30,-0.72082,0
Neg_452,-0.83393,0
Neg_905,-0.8431,0
Neg_2519,0.09321,0
Neg_1361,-0.72413,0
Neg_2014,-0.486,0
Neg_2510,-0.56191,0
Neg_2920,-1.39607,0
Neg_1963,0.04974,0
Neg_311,-0.59993,0
Neg_134,-0.49397,0
Neg_194,-0.50432,0
Neg_947,-0.98156,0
Neg_1215,-0.28627,0
Neg_882,-0.51519,0
Neg_1465,2.40436,0
Neg_1711,-0.64512,0
Neg_956,-0.68552,0
Neg_99,-0.52002,0
Neg_2313,-0.87215,0
Neg_1819,-0.13848,0
Neg_1891,-0.63924,0
Neg_119,-0.46551,0
Neg_2288,-0.36462,0
Neg_2253,-0.24799,0
Neg_2736,-0.40255,0
Neg_2730,-1.25199,0
Neg_2856,-0.65737,0
Neg_1186,0.72835,0
Neg_850,0.41989,0
Neg_1774,-0.04126,0
Neg_1923,1.31965,0
Neg_1266,-0.48331,0
Neg_652,-1.02333,0
Neg_1259,-0.04049,0
Neg_2822,1.79508,0
Neg_804,-0.91802,0
Neg_1565,-0.63843,0
Neg_1331,1.75496,0
Neg_1375,-0.37012,0
Neg_1537,1.59227,0
Neg_304,-1.16821,0
Neg_1554,0.45488,0
Neg_466,-0.09404,0
Neg_1562,1.43493,0
Neg_2565,-0.9274,0
Neg_394,-0.66939,0
Neg_2558,-0.55891,0
Neg_544,-0.26637,0
Neg_179,-0.47189,0
Neg_1057,0.1429,0
Neg_2837,-0.25401,0
Neg_1053,0.12949,0
Neg_2283,-0.42065,0
Neg_1612,-0.73323,0
Neg_700,-1.056,0
Neg_2176,0.32989,0
Neg_1761,1.6289,0
Neg_2213,-1.21269,0
Neg_1829,-0.17787,0
Neg_1338,-0.71825,0
Neg_1346,-0.51491,0
Neg_441,-1.24704,0
Neg_1743,-0.79046,0
Neg_2367,-0.40065,0
Neg_337,0.06424,0
Neg_1371,-0.51563,0
Neg_2743,0.07085,0
Neg_500,-0.38097,0
Neg_408,1.86955,0
Neg_2761,0.08947,0
Neg_2584,-0.33161,0
Neg_142,-1.0249,0
Neg_225,1.26526,0
Neg_1476,-0.95716,0
Neg_1498,-0.27362,0
Neg_1385,-0.94986,0
Neg_2698,-0.89584,0
Neg_295,-0.87727,0
Neg_2362,-1.34908,0
Neg_867,-0.60057,0
Neg_1314,0.93935,0
Neg_1398,0.10513,0
Neg_817,-0.5745,0
Neg_1403,-0.67587,0
Neg_959,-0.0672,0
Neg_108,1.30496,0
Neg_2110,-0.41578,0
Neg_2117,-0.15946,0
Neg_2310,-0.78497,0
Neg_1813,1.47989,0
Neg_869,-1.00746,0
Neg_1682,-0.7143,0
Neg_902,-0.14522,0
Neg_1135,-0.32475,0
Neg_485,-0.72903,0
Neg_1645,-0.68605,0
Neg_221,-1.28907,0
Neg_838,0.1695,0
Neg_2064,0.32701,0
Neg_1339,-0.84345,0
Neg_2271,-0.50421,0
Neg_1951,-0.29564,0
Neg_1856,-1.12309,0
Neg_1003,-0.84306,0
Neg_1901,-0.14563,0
Neg_1563,-1.03645,0
Neg_2201,0.04651,0
Neg_2575,-0.57311,0
Neg_1221,-0.7595,0
Neg_340,-0.34086,0
Neg_1074,3.72648,0
Neg_1374,0.01473,0
Neg_2571,-0.42874,0
Neg_1183,-0.29688,0
Neg_2870,-1.12597,0
Neg_1083,-0.33432,0
Neg_167,1.02815,0
Neg_344,2.47321,0
Neg_1326,-0.00284,0
Neg_1370,1.23282,0
Neg_2695,-0.88785,0
Neg_1058,-0.82754,0
Neg_1678,1.06728,0
Neg_610,0.08968,0
Neg_897,-0.63194,0
Neg_132,0.11223,0
Neg_677,-0.19578,0
Neg_813,-0.67527,0
Neg_1019,0.51177,0
Neg_828,-1.08962,0
Neg_1816,-0.44981,0
Neg_253,-0.61641,0
Neg_1690,-0.34467,0
Neg_467,-0.97401,0
Neg_1677,-0.52947,0
Neg_1184,-0.60102,0
Neg_2363,-1.25557,0
Neg_2801,-0.12663,0
Neg_1607,0.38666,0
Neg_2193,-0.8155,0
Neg_427,-0.05346,0
Neg_792,-0.55701,0
Neg_1150,-0.43042,0
Neg_1620,0.59604,0
Neg_329,3.25554,0
Neg_412,-0.33505,0
Neg_2107,-1.10055,0
Neg_1347,-1.22982,0
Neg_2649,0.78265,0
Neg_1559,-0.38955,0
Neg_176,-0.1199,0
Neg_826,-0.18237,0
Neg_1461,0.61292,0
Neg_281,-0.00639,0
Neg_2733,-1.02338,0
Neg_2492,-0.71987,0
Neg_623,-0.26979,0
Neg_2280,0.03015,0
Neg_751,-1.30048,0
Neg_2711,-0.06602,0
Neg_844,-0.99416,0
Neg_2577,-1.16459,0
Neg_1087,-0.65719,0
Neg_388,0.36575,0
Neg_670,-0.84932,0
Neg_1159,-0.46007,0
Neg_2772,-1.04267,0
Neg_1736,-0.28955,0
Neg_339,-0.02268,0
Neg_2366,-0.47642,0
Neg_331,-0.80827,0
Neg_1388,0.47785,0
Neg_2112,-1.08295,0
Neg_1610,-0.37488,0
Neg_2146,-0.6411,0
Neg_525,-0.70742,0
Neg_2300,-0.06288,0
Neg_714,-0.77943,0
Neg_236,-0.2222,0
Neg_1515,1.61114,0
Neg_985,-1.06832,0
Neg_198,-0.76917,0
Neg_2591,-0.29548,0
Neg_1102,-0.14909,0
Neg_1654,-0.63179,0
Neg_2167,-1.0183,0
Neg_1270,-0.26331,0
Neg_590,-1.11034,0
Neg_1115,-0.85543,0
Neg_2846,0.01085,0
Neg_1838,-0.3915,0
Neg_548,0.38678,0
Neg_2526,-0.43044,0
Neg_1922,-0.47601,0
Neg_2471,-1.24296,0
Neg_1459,-0.51365,0
Neg_2356,0.82046,0
Neg_801,-0.6247,0
Neg_553,-0.88695,0
Neg_1811,-0.41461,0
Neg_1158,-0.74952,0
Neg_391,1.77132,0
Neg_269,1.09058,0
Neg_2109,-0.76639,0
Neg_1279,-0.80551,0
Neg_197,-0.83036,0
Neg_2312,0.06386,0
Neg_1754,-0.81371,0
Neg_61,1.42484,0
Neg_587,0.17998,0
Neg_35,-0.034,0
Neg_1452,-0.6073,0
Neg_341,0.3084,0
Neg_709,-1.2219,0
Neg_1623,0.10678,0
Neg_1835,0.54807,0
Neg_1499,-0.20579,0
Neg_2701,0.0575,0
Neg_185,-0.95783,0
Neg_532,0.30281,0
Neg_1049,-0.8154,0
Neg_2203,0.72631,0
Neg_351,-0.26545,0
Neg_1511,-0.91409,0
Neg_432,-0.09873,0
Neg_1708,-1.20851,0
Neg_1616,-0.69563,0
Neg_316,0.30475,0
Neg_1845,-0.62711,0
Neg_1042,-0.59291,0
Neg_2467,-0.06705,0
Neg_76,-0.74369,0
Neg_383,0.80718,0
Neg_1783,-0.80484,0
Neg_2387,-0.22842,0
Neg_161,-1.12806,0
Neg_297,0.58884,0
Neg_1854,0.61956,0
Neg_1749,0.1383,0
Neg_1467,-0.35394,0
Neg_1234,1.37646,0
Neg_969,-0.33031,0
Neg_2061,-0.76088,0
Neg_241,0.12962,0
Neg_350,-0.63812,0
Neg_124,-0.23377,0
Neg_2482,-0.80723,0
Neg_1086,-0.6626,0
Neg_2791,0.20306,0
Neg_1879,-1.39063,0
Neg_1827,-0.22086,0
Neg_622,-0.40855,0
Neg_658,-0.41753,0
Neg_791,-0.42067,0
Neg_1472,-0.78223,0
Neg_196,-0.82027,0
Neg_1282,0.15326,0
Neg_944,-0.29826,0
Neg_2374,0.05988,0
Neg_1523,-1.05319,0
Neg_883,-0.5896,0
Neg_498,-0.95136,0
Neg_547,0.2242,0
Neg_1867,-1.05809,0
Neg_2901,-0.61392,0
Neg_1209,-0.947,0
Neg_663,1.22074,0
Neg_52,0.18036,0
Neg_2436,0.96311,0
Neg_942,0.99749,0
Neg_2853,-1.14594,0
Neg_2596,-0.67582,0
Neg_2788,0.7127,0
Neg_1613,-0.5004,0
Neg_376,-0.28216,0
Neg_1539,-0.62496,0
Neg_2129,-0.97184,0
Neg_1776,-1.0746,0
Neg_2748,1.28809,0
Neg_2084,-1.06726,0
Neg_934,2.03562,0
Neg_2877,-0.76576,0
Neg_1288,-0.66379,0
Neg_2819,-0.76634,0
Neg_1930,0.38603,0
Neg_2505,-0.854,0
Neg_1975,-0.54478,0
Neg_2331,0.06614,0
Neg_1728,-0.28548,0
Neg_1310,-1.08121,0
Neg_852,-0.61353,0
Neg_2633,-0.94523,0
Neg_1747,-0.23887,0
Neg_812,-0.90359,0
Neg_2030,0.14726,0
Neg_1551,0.47349,0
Neg_1679,-0.89498,0
Neg_1249,-0.88948,0
Neg_243,0.39549,0
Neg_2817,-1.35414,0
Neg_554,-1.16771,0
Neg_756,-0.62768,0
Neg_276,-1.25819,0
Neg_2656,0.91064,0
Neg_480,0.10741,0
Neg_1664,-0.55231,0
Neg_149,-0.36339,0
Neg_2104,-0.16065,0
Neg_657,0.70707,0
Neg_946,-1.14012,0
Neg_2273,-0.14347,0
Neg_550,1.00395,0
Neg_2142,-0.63284,0
Neg_987,-0.50905,0
Neg_207,-0.70052,0
Neg_1126,-0.30185,0
Neg_2865,-0.90985,0
Neg_2504,-0.5619,0
Neg_2,0.74188,0
Neg_2607,-0.92284,0
Neg_137,-0.54223,0
Neg_1020,-0.93201,0
Neg_1755,-0.56801,0
Neg_1942,0.18268,0
Neg_1684,0.05447,0
Neg_1807,-0.107,0
Neg_2548,-0.67852,0
Neg_1931,-1.17388,0
Neg_368,-0.93112,0
NP01383,-1.08892,1
NP06615,0.23457,1
NP07289,-0.78571,1
NP10706,0.06717,1
NP06413,-0.54279,1
NP07002,2.09858,1
NP06013,2.84228,1
NP07905,-0.90929,1
NP06037,2.06073,1
NP06312,1.45754,1
NP09289,1.23618,1
NP01011,0.08211,1
NP01453,0.73685,1
NP06668,-0.27662,1
NP02209,-0.598,1
NP01806,-0.12536,1
NP09844,2.46583,1
NP02902,2.70728,1
NP01105,2.24579,1
NP06071,-0.19713,1
NP07560,-0.09849,1
NP00803,2.46457,1
NP02175,-0.45684,1
NP11065,-0.88875,1
NP06911,-0.15743,1
NP04654,-0.65975,1
NP00357,-0.08457,1
NP05821,2.34967,1
NP09379,-0.86731,1
NP01973,1.64028,1
NP10650,0.54308,1
NP09728,-0.58228,1
NP11120,0.37715,1
NP08528,-0.23446,1
NP10951,-1.31714,1
NP03962,-0.48367,1
NP05936,-0.32106,1
NP08204,-0.19313,1
NP08996,-0.13177,1
NP07496,-0.10851,1
NP09370,3.26977,1
NP07908,0.36252,1
NP06403,-0.64655,1
NP06054,-0.26917,1
NP04810,1.06355,1
NP11371,0.0979,1
NP07837,0.19786,1
NP09481,0.31055,1
NP02239,-0.78705,1
NP07453,0.86142,1
NP04764,-0.31451,1
NP04158,0.54184,1
NP06987,-0.4953,1
NP01433,-0.86156,1
NP04534,0.16172,1
NP07086,0.9683,1
NP05516,-0.34279,1
NP05063,-0.57606,1
NP07269,-0.05419,1
NP02755,0.64054,1
NP05160,-0.1226,1
NP06035,1.41122,1
NP09486,-0.67427,1
NP11162,-1.19539,1
NP04918,-0.10441,1
NP02297,-0.7516,1
NP04799,-0.57293,1
NP06246,-0.62165,1
NP06774,-0.21535,1
NP05423,1.17794,1
NP05932,0.48282,1
NP06294,0.17976,1
NP02530,-0.5897,1
NP10595,-0.69607,1
NP03760,1.7664,1
NP09525,0.14672,1
NP08660,0.32534,1
NP07479,-0.94459,1
NP07037,0.55375,1
NP07434,2.43421,1
NP09477,1.69615,1
NP06784,-1.16186,1
NP07355,0.42543,1
NP06870,2.72436,1
NP09352,1.39342,1
NP07707,0.27577,1
NP09784,-0.14381,1
NP01353,-0.28286,1
NP09887,0.17029,1
NP04674,-1.20116,1
NP09161,-1.21541,1
NP05120,-0.95453,1
NP05410,3.52011,1
NP09361,-0.62821,1
NP09284,0.71706,1
NP08168,-0.10555,1
NP00761,-0.31929,1
NP02104,0.34248,1
NP03207,0.95696,1
NP11365,-0.30809,1
NP02019,-0.52568,1
NP02207,-0.12779,1
NP05328,-0.34728,1
NP04642,-0.6202,1
NP07101,0.96807,1
NP07414,0.67971,1
NP00909,-0.6087,1
NP08937,0.81627,1
NP07140,1.23056,1
NP07351,2.07374,1
NP07928,0.06955,1
NP09752,0.51065,1
NP10729,1.04246,1
NP10907,0.89975,1
NP10303,-0.40173,1
NP03765,1.69721,1
NP09802,0.64645,1
NP03485,0.56153,1
NP02446,0.877,1
NP07268,2.02485,1
NP07668,0.91168,1
NP04708,0.80619,1
NP05887,2.55567,1
NP09362,0.22854,1
NP01350,-0.76566,1
NP02533,-0.194,1
NP05110,-0.82549,1
NP04072,1.5424,1
NP06286,0.45645,1
NP05525,-0.1248,1
NP08523,0.64601,1
NP09921,-0.37439,1
NP07040,2.45856,1
NP01821,0.14522,1
NP09789,1.10647,1
NP00034,-0.14364,1
NP07665,0.66573,1
NP06185,0.75544,1
NP07813,0.53134,1
NP01054,-0.68989,1
NP09908,-0.89784,1
NP05451,-0.19275,1
NP08483,-1.15829,1
NP00352,-0.50922,1
NP03774,1.78007,1
NP06815,-0.49648,1
NP04705,2.0237,1
NP03766,0.83158,1
NP11075,0.29325,1
NP04789,-0.61672,1
NP09791,0.87821,1
NP06287,0.74544,1
NP08651,1.09059,1
NP06344,-0.26641,1
NP07954,0.61758,1
NP10623,-0.86921,1
NP04197,0.23657,1
NP08666,-0.06382,1
NP02281,-0.4547,1
NP02028,-0.61228,1
NP05644,-0.63412,1
NP02242,-0.95655,1
NP07290,0.68176,1
NP04798,1.74948,1
NP06231,0.33718,1
NP07262,-0.89816,1
NP07626,0.95809,1
NP08057,0.32664,1
NP06826,0.93159,1
NP07336,1.0198,1
NP04359,0.26124,1
NP05295,-0.05292,1
NP04666,-1.32812,1
NP06429,-0.20954,1
NP07720,-0.25131,1
NP01893,-0.64183,1
NP07432,0.00894,1
NP08838,0.07805,1
NP07048,3.47138,1
NP07092,1.67478,1
NP11347,-0.19908,1
NP03368,2.39533,1
NP06836,-0.89432,1
NP09588,3.2164,1
NP07359,-0.45848,1
NP05728,-0.82717,1
NP02023,-0.52678,1
NP03799,0.92351,1
NP01356,-0.92732,1
NP08565,-0.70143,1
NP06625,1.14699,1
NP05092,-0.54199,1
NP06869,0.28821,1
NP00041,-0.87255,1
NP06243,-1.02925,1
NP11322,-1.06503,1
NP06806,-0.684,1
NP06903,0.92923,1
NP10783,-0.93423,1
NP02526,0.06089,1
NP09356,-0.33116,1
NP02520,2.44345,1
NP01819,-0.21856,1
NP06169,2.16536,1
NP01411,0.02359,1
NP01226,0.46081,1
NP01741,1.16615,1
NP07230,-0.06902,1
NP01768,-0.82791,1
NP10810,-0.5816,1
NP02079,0.34741,1
NP02177,-0.85486,1
NP04276,-0.50495,1
NP08176,-0.1039,1
NP04628,-0.62657,1
NP04221,1.03698,1
NP01529,-0.93166,1
NP09265,2.22306,1
NP10292,0.14516,1
NP02816,0.56825,1
NP01352,-0.90678,1
NP08544,0.44551,1
NP11369,-0.31583,1
NP06971,-0.70098,1
NP03791,-0.54312,1
NP07383,1.74999,1
NP07439,2.04796,1
NP01250,-0.6242,1
NP01533,-0.34552,1
NP05506,0.00364,1
NP08518,2.88129,1
NP07575,2.37049,1
NP02125,-1.07712,1
NP09051,-1.40844,1
NP08487,0.37444,1
NP01898,0.14306,1
NP03523,2.43821,1
NP07577,1.01137,1
NP01295,-0.26659,1
NP02584,-0.11508,1
NP06557,0.20291,1
NP08704,0.12331,1
NP03762,1.58466,1
NP01775,0.19256,1
NP06703,-1.07684,1
NP08253,-0.1228,1
NP06706,-0.82936,1
NP09779,2.42846,1
NP06981,0.87869,1
NP04814,1.19982,1
NP07571,-0.31894,1
NP06573,0.96362,1
NP01420,0.32236,1
NP08587,-0.05025,1
NP03846,-0.11443,1
NP09154,-0.87863,1
NP04206,-0.27677,1
NP05003,-0.00625,1
NP07241,1.83368,1
NP07494,-1.00037,1
NP01247,-0.55668,1
NP07861,2.1577,1
NP02789,-0.89107,1
NP06857,0.28147,1
NP01386,-0.60867,1
NP06420,1.88877,1
NP08245,-0.792,1
NP06575,-0.8434,1
NP07273,0.97748,1
NP06252,1.0062,1
NP09210,0.56202,1
NP07421,0.40181,1
NP08446,-0.67466,1
NP06432,-0.0953,1
NP09755,0.831,1
NP04054,-0.05449,1
NP00885,-0.55906,1
NP03057,-0.70929,1
NP04287,-0.52938,1
NP07623,-0.50775,1
NP07387,1.16502,1
NP01494,-0.82597,1
NP05413,-0.80945,1
NP04195,0.70861,1
NP03592,-0.71044,1
NP09722,0.96874,1
NP02008,-0.65635,1
NP02984,0.17422,1
NP05732,0.17181,1
NP08167,-0.36668,1
NP06962,0.17195,1
NP01695,0.4543,1
NP05218,-0.10522,1
NP04802,-0.07531,1
NP06862,-0.24516,1
NP03744,3.83487,1
NP08202,-0.28736,1
NP05004,0.48935,1
NP10833,4.48011,1
NP05208,0.17115,1
NP01752,-0.3265,1
NP02251,-0.02499,1
NP09152,-1.00173,1
NP01292,-0.39641,1
NP06275,4.09902,1
NP09386,1.21912,1
NP07274,1.87893,1
NP07232,1.60525,1
NP08056,1.77373,1
NP02561,-0.94021,1
NP07940,0.30494,1
NP02883,0.49634,1
NP08546,-0.0606,1
NP05089,1.86621,1
NP03759,1.31664,1
NP06758,-0.81464,1
NP11314,0.01563,1
NP03367,-0.4478,1
NP09774,0.99424,1
NP01528,0.09512,1
NP01731,0.57466,1
NP01535,-0.52173,1
NP04211,-0.24572,1
NP05642,0.36226,1
NP05184,-0.00398,1
