,Moran_CIDH920105.lag1,Moran_CIDH920105.lag2,Moran_CIDH920105.lag3,Moran_BHAR880101.lag1,Moran_BHAR880101.lag2,Moran_BHAR880101.lag3,Moran_CHAM820101.lag1,Moran_CHAM820101.lag2,Moran_CHAM820101.lag3,Moran_CHAM820102.lag1,Moran_CHAM820102.lag2,Moran_CHAM820102.lag3,Moran_CHOC760101.lag1,Moran_CHOC760101.lag2,Moran_CHOC760101.lag3,Moran_BIGC670101.lag1,Moran_BIGC670101.lag2,Moran_BIGC670101.lag3,Moran_CHAM810101.lag1,Moran_CHAM810101.lag2,Moran_CHAM810101.lag3,Moran_DAYM780201.lag1,Moran_DAYM780201.lag2,Moran_DAYM780201.lag3,y
NP00816,-1.49429,-1.15201,-0.24766,-0.91593,-2.32936,0.40946,-0.99658,-2.04814,-0.02396,-1.31639,-2.84215,0.5863,-0.82945,-2.03279,-0.3157,-0.85295,-2.00021,-0.54389,1.28095,-0.10706,0.16913,-1.41527,0.84965,-0.7979,1
NP09425,1.12245,1.84297,0.40384,0.88296,-0.57315,0.43215,-1.14796,-0.87526,1.15155,2.43647,0.89782,1.31951,-1.29588,-1.10847,0.98165,-1.18373,-0.55156,0.76296,0.33546,-1.31115,0.37442,-1.02723,2.15873,-0.62123,1
NP04226,-0.36344,-0.17659,0.16017,-0.71617,-0.23449,-0.34108,-2.19077,0.93894,-0.38039,-0.23722,0.41141,-0.62536,-2.18577,1.02092,-0.27171,-2.19782,0.82428,-0.69565,-1.18964,2.04018,-2.08356,-1.23561,0.03299,0.66915,1
NP05118,-0.6067,-0.03422,0.31691,0.30748,-0.29918,0.01581,0.51579,0.26327,0.73875,-0.15803,-0.06716,0.56224,1.04208,0.3407,0.55041,0.30823,-0.07604,0.68684,0.61701,0.14082,0.74171,-0.07395,0.19189,0.98762,1
NP06833,0.56097,0.6256,0.0352,1.52029,0.22646,-0.65653,1.33709,2.14925,1.23563,1.42154,0.20705,0.15054,0.81873,1.98517,1.151,1.18916,1.4979,0.75179,0.86868,-0.015,0.6356,1.14982,0.96158,-1.08214,1
NP02512,-1.72891,1.03799,-1.05866,0.24786,1.25939,0.31599,-1.01203,0.75657,-1.75259,-0.26745,-1.05415,-0.67933,-0.82779,0.51151,-1.60832,-1.1521,0.87287,-1.55623,-0.07209,0.23145,-0.39267,-1.30623,0.9241,-0.96267,1
NP07204,-1.05841,-1.84001,2.65069,-0.9179,-0.08832,0.61606,1.0252,-0.32392,1.07601,1.26295,-0.9735,1.09386,1.0517,-0.08927,1.30745,0.85914,-0.26628,1.9743,0.79542,-0.4082,2.08804,-0.26109,-2.00098,0.93753,1
NP07097,0.02193,-0.8748,-0.10226,-0.42261,0.03386,0.9089,-0.82674,-1.02061,2.29142,-1.56165,1.6359,-2.14422,-1.09691,-0.12841,1.62949,-0.36637,0.20409,0.91805,-1.2887,1.84979,-1.67418,0.15543,-0.42846,0.79027,1
NP03243,0.37714,1.63688,0.32086,-0.60502,0.00481,-0.65216,-1.28641,3.10425,-1.26074,-1.79918,0.14924,-0.44394,-1.91013,3.46238,-1.48891,-1.14864,3.41243,-1.34999,-0.81007,1.84647,0.15563,1.42831,0.2229,-0.34927,1
NP07647,0.50749,-0.66203,0.14767,0.78932,-0.47674,-0.35993,1.31447,-0.09708,1.35231,-0.59667,-2.00094,0.66638,0.96516,-0.53281,1.38229,1.42286,-0.1646,1.24121,0.77955,-0.45216,0.33929,0.70637,-0.79485,-0.23112,1
NP02151,-0.65636,-1.16601,-0.44829,-0.25926,-0.53275,0.68516,-0.21951,-1.52024,-0.28328,-1.36899,-2.23941,2.96225,0.23192,-2.1753,0.13812,-0.31291,-1.50255,-0.42506,0.01401,-0.14819,-0.03715,-1.62223,-1.20681,-0.56473,1
NP05505,1.49813,1.55089,2.62955,0.48372,-0.36161,1.30202,-1.27158,-0.26988,-2.24995,-0.96205,0.50639,0.44158,-1.41807,0.08908,-1.59037,-1.09153,-0.35363,-1.50721,-1.34013,-0.51256,0.57337,-0.65334,1.17913,-2.06413,1
NP09430,0.38817,-0.86294,-0.74974,0.40724,-0.6003,-0.55585,1.49241,-0.02736,0.89966,0.22092,-0.47007,-0.41926,1.35078,0.10962,0.53818,1.50022,-0.06634,0.22989,0.68725,0.17517,-0.53304,0.34786,0.56543,-0.36775,1
NP08550,-0.25687,0.61926,0.93974,0.41175,0.30657,0.75006,0.89519,1.04755,0.19423,0.39335,0.50102,-0.43097,0.88485,1.05723,-0.13684,0.50272,1.13628,0.13047,0.08664,0.75015,-0.59859,-0.20087,0.10947,0.3522,1
NP05710,0.46391,0.38489,0.43524,-1.0169,1.20789,-0.63149,-0.77211,0.13679,-1.27811,-0.16744,-1.45411,-0.87294,-0.75327,-0.35441,-1.52972,-0.28525,-0.60961,-0.9858,-0.31718,-2.68562,-0.44493,-0.91708,0.40519,0.34229,1
NP04627,0.36356,0.02094,-0.56821,0.3086,1.0305,0.68076,0.24882,-0.17129,-1.66989,0.15006,-0.03178,-0.45482,0.04905,-0.41162,-1.54368,0.50026,-0.4901,-1.59496,1.63565,0.35466,0.04781,0.98837,-0.24858,0.15885,1
NP05857,-0.25593,-0.65461,0.05554,-0.01139,1.72141,-0.81442,-0.89962,-1.61368,2.90937,-1.14547,0.66578,2.55342,-1.08922,-1.86988,2.80597,-1.27639,-1.68383,2.70744,-0.81737,-2.25835,2.30062,-0.34599,-1.20374,1.63502,1
NP02798,-0.11419,-2.22673,1.41155,0.0123,-0.92351,-0.15386,0.40467,0.20212,-1.23627,-0.05392,0.34255,-0.61611,0.12117,0.38398,-1.89734,0.0165,-0.27169,-0.91632,-0.37436,-1.16583,0.38193,0.14111,-0.70524,2.465,1
NP01463,0.83406,-2.43287,-0.33854,-0.01818,-1.05657,-0.922,-0.60061,-1.65029,0.54105,0.92626,-0.494,-1.32905,-1.14611,-0.41915,0.82658,-0.02284,-2.33515,0.02603,0.47255,-1.55704,0.90811,0.9493,-0.21647,-1.17928,1
NP08440,-1.3198,-1.24853,2.04277,0.14418,-0.54558,1.57338,-2.4996,-1.42397,3.34774,1.3018,0.68478,-0.20118,-2.1185,-1.37201,3.3474,-2.18242,-1.29482,3.1485,1.11766,-0.12069,-1.12195,-1.98583,-1.49659,2.47375,1
NP05125,-0.60832,-0.83094,-0.73718,0.20651,-0.75406,-1.77817,-0.20598,-1.15591,-0.77557,1.93549,1.13946,0.9762,-0.35534,-0.91732,-1.02069,-0.20398,-1.14225,-0.40937,-0.03909,-1.54997,0.31329,-0.41947,-0.1789,-0.38383,1
NP02516,-1.54716,2.15742,-0.78999,-0.72056,1.53591,0.11334,-0.80634,0.78253,-1.55877,-0.20064,-0.7089,-0.1523,-0.5729,0.61077,-1.26457,-1.20106,1.06189,-1.34601,-0.35851,0.29915,-0.54759,-0.20481,0.74308,-0.76745,1
NP08488,-1.29464,-1.53063,1.61533,2.29645,-0.90616,0.1175,-0.98077,-1.23388,2.75191,0.26693,0.00264,-1.13454,-1.19168,-1.54455,3.01496,-1.42273,-0.8874,2.62019,1.74902,-0.17812,0.15426,0.07787,-1.77668,2.10566,1
NP07435,-0.31409,-0.75674,1.06001,1.07867,0.49926,1.48483,0.97518,-0.12608,-1.1001,0.64959,-0.72302,-0.11704,1.23861,-0.16469,-1.39729,0.04187,-0.34629,-0.43987,-1.70563,-1.50637,1.71775,-0.26471,-0.78695,0.19111,1
NP05161,-0.26446,-0.64455,0.59818,0.34269,0.2526,-0.53939,-0.57319,-0.04509,0.39708,0.64199,-0.4142,-0.56185,-0.43788,0.19883,-0.0211,-0.60027,0.00798,0.73471,-0.49605,-0.11397,1.24642,0.88566,-0.59724,0.23682,1
NP01753,-2.65522,0.35177,0.9079,-2.23049,-0.6797,2.1465,-1.69582,0.2306,0.10039,-1.96204,1.86628,-0.15166,-1.50656,0.07792,0.6062,-1.85625,-0.47766,0.73975,-0.57954,-2.08509,0.39148,-3.07501,1.80415,-1.42858,1
NP07386,-1.22823,2.44181,-1.5909,0.38959,0.92255,-0.2327,-1.43981,2.49363,-1.70994,-2.26427,1.64681,0.31346,-1.10026,2.20636,-0.97299,-1.95524,2.18965,-1.32999,-1.13166,-1.48756,0.54795,-1.14154,1.97695,-2.38065,1
NP01780,-1.09826,-0.57802,0.1237,-0.0751,0.14977,0.35454,-0.01148,-0.00991,1.26629,-0.52544,-0.59396,1.3155,-0.0629,-0.22233,1.41291,-0.59644,-0.22609,1.29104,-0.97838,-0.7011,0.63977,-1.11052,-0.34054,1.00614,1
NP02795,-2.83343,2.76099,-1.18108,-2.90736,1.51762,-0.63726,2.60707,-0.56985,-0.51132,-2.50794,0.95527,-1.21033,2.21956,-1.34455,-0.44532,1.8449,-0.54064,-1.0277,-1.35953,-0.20253,-0.03167,0.45402,0.56388,-2.8564,1
NP06822,0.86777,1.34738,-0.40559,1.38568,0.5214,-1.31801,0.73604,1.46519,1.06494,1.58921,-1.02172,-0.62608,0.35551,1.43913,1.05254,0.59304,1.57262,0.87078,-1.08554,1.37205,-1.58275,1.41031,1.2071,0.95376,1
NP03585,2.03954,1.91946,0.51077,0.23169,0.04079,0.41007,0.68335,-0.06509,0.73653,1.24173,1.8072,0.71005,-0.49252,-0.82164,0.87232,1.01855,-0.31353,0.55616,-1.33776,0.50853,-0.85016,1.56879,0.60827,1.00659,1
NP01787,0.42748,-1.25496,-1.08409,0.21205,-0.36146,0.28187,0.26223,-0.68815,-0.71891,-0.21831,-0.97732,-0.23846,0.3298,-0.72706,-0.78357,0.27923,-0.82353,-0.48835,0.63293,-1.92623,-0.0442,-0.90382,-0.33373,-0.42821,1
NP09754,1.12469,1.1534,0.13807,0.3459,-1.25161,-0.55469,0.83266,2.2733,0.24016,0.63312,0.93866,-1.10895,-0.07767,2.23338,-0.49482,0.64496,2.27145,-0.01495,-0.60596,1.55625,-1.1501,0.49222,1.90712,0.37752,1
NP10353,0.86764,-0.56769,0.36153,0.67451,-0.53308,0.21438,2.03956,0.23871,0.18725,-0.07802,-0.5488,1.01705,2.50965,0.26685,-0.36471,2.15809,0.21063,-0.09012,1.48247,-1.34364,-1.61885,-0.70512,-1.40871,0.79449,1
NP06051,-0.68827,1.47146,0.24399,-1.65021,0.74976,-0.4066,-3.01812,2.35148,-2.35791,-2.0833,2.53651,-0.93239,-3.10108,2.72544,-2.08346,-3.26972,2.6897,-2.28372,-2.72626,3.23717,-1.98285,1.10052,0.54647,-0.21717,1
NP07544,0.1685,-1.08084,0.00366,1.03967,0.70339,0.43117,0.70664,-0.30172,-0.4142,-2.16218,1.63779,-0.742,0.50517,0.11624,-0.40811,0.83969,-0.05766,-0.42463,-1.16565,0.17609,1.06947,-0.00977,-0.81435,0.05615,1
NP02590,0.29711,0.35443,0.42191,-0.79657,0.49419,1.01379,0.05354,0.30771,1.41168,-1.08521,0.54824,0.27809,0.40424,0.53415,1.15863,0.58701,0.5813,1.42593,0.81935,0.63451,1.38151,-1.12347,0.33829,0.19337,1
NP08653,-1.93381,-0.50036,2.69362,-0.36355,-0.68277,3.26254,-0.27839,0.73804,-0.18478,-1.81503,-1.3511,2.78769,-0.70564,0.77782,0.10336,-0.61999,0.05925,0.52344,-2.5601,-1.17142,3.12032,3.47463,0.85329,-1.31334,1
NP07126,0.86034,-1.19462,-0.49045,1.134,-0.88689,0.05157,0.71734,-1.54194,-1.01004,-0.79842,0.6475,-0.11794,0.44762,-1.18862,-1.32366,0.7638,-1.69705,-1.22832,0.55967,-2.13583,0.97566,1.25109,-1.38368,-1.95993,1
NP05953,-2.16911,-0.27959,0.75583,-1.65895,-1.80231,4.25413,-1.639,1.11208,-1.79024,0.09758,-2.6335,-0.24313,-1.97734,1.13051,-1.63669,-1.27181,-0.32755,-0.60696,0.01209,-2.58485,1.20382,0.11358,0.39057,0.42901,1
NP09299,2.63409,1.53595,-0.46875,2.4199,0.76891,-1.29202,0.70531,-1.14153,0.59604,-1.48565,2.54966,-3.55218,0.7258,-1.38495,0.86125,0.91011,-0.98264,0.58205,-0.60116,-0.54662,-0.49435,0.55246,2.7993,1.01042,1
NP05755,-2.6883,0.78443,0.10227,-1.97496,0.42633,-1.61732,0.23069,0.40824,0.3323,0.1454,-1.51358,0.01923,0.23469,0.64552,-0.41917,-0.47364,-0.23838,0.41194,-1.62529,-0.60926,-0.81905,-1.68772,-1.71742,1.67847,1
NP04443,0.17664,-1.70523,-0.5626,0.18594,-1.77513,-0.8788,-0.0302,-0.3078,-1.37637,0.04222,-0.86456,0.65652,-0.47675,0.14241,-0.85962,0.32304,-0.02638,-1.03286,-0.88068,0.55276,0.64243,-0.40641,-0.54277,-1.66025,1
NP02567,0.78318,0.24645,-0.35151,0.14776,-0.42194,-0.32934,0.0042,-0.64961,0.39703,-2.2937,2.04804,-0.15411,0.06701,-0.61858,0.95071,0.57514,-0.48881,0.82044,1.93393,0.43542,1.16265,-1.23885,0.4129,-0.61188,1
NP01899,-2.4254,1.80964,-0.44696,-2.40408,0.45722,-0.02447,-0.27018,0.87223,-1.11749,-0.41245,0.7641,0.28259,-0.24553,0.27523,-0.79818,-0.52407,0.7989,-1.24833,-1.04434,-1.24611,-0.87026,-0.5031,0.83383,-0.37173,1
NP06697,-1.2233,0.12516,0.68701,-0.53028,-0.29228,1.23631,0.02409,-0.35173,0.92191,-0.73066,-0.55588,0.00981,-0.01951,-0.29186,1.03509,-0.29129,0.2049,1.06291,-1.14369,0.87352,0.64951,1.83958,0.53285,-0.79789,1
NP02899,0.9131,-0.25689,-1.52408,-1.20111,0.00943,0.51133,-0.11864,0.04901,1.09628,-0.40961,1.99381,-3.30111,-0.23113,-0.5048,0.80338,-0.24129,-0.17683,0.62597,-0.22262,-0.12815,-1.61361,1.50991,-0.14206,-0.61042,1
NP11102,0.25446,0.59165,-0.51685,0.31471,-0.12763,-0.08179,0.09292,0.23329,-0.06276,0.07608,0.19044,-0.58303,-0.04317,0.4407,0.05598,-0.43893,0.29732,0.03106,-0.5421,0.39981,-0.57766,-0.12988,0.45099,0.35592,1
NP08577,-0.96694,-1.11295,2.24233,0.4378,-0.3573,1.61401,-0.47984,-0.43969,1.9685,-0.67751,-1.2436,1.08743,0.08354,-0.11622,1.60309,-0.39188,-0.29873,1.84411,1.32331,0.27151,-0.11798,1.73324,-1.32383,-0.81866,1
NP05163,0.74039,0.14424,-0.21602,0.44124,0.07954,0.00749,0.07233,1.00578,-0.69913,-0.22002,-1.31418,-0.64952,0.20593,0.59319,-1.07336,0.85974,1.07571,-0.64249,1.16308,1.31077,-0.4983,0.1165,0.18769,0.01759,1
NP07254,-2.658,-0.78694,3.34243,-2.98973,0.60983,1.28293,-1.36628,-0.32893,1.80978,-0.50928,-0.86061,0.96594,-0.76818,0.1499,1.13767,-1.53221,-0.0625,1.65808,-1.10843,1.15185,0.46314,-0.11846,-0.55151,2.29739,1
NP01737,-2.13601,0.27853,-0.76315,-1.9672,1.29095,0.57674,-0.39903,0.07863,0.90252,-0.61992,0.1662,-1.02921,0.14146,0.08454,1.23728,-0.24495,-0.03599,1.15342,0.53672,-0.89355,1.00939,-1.80612,-1.15737,1.05848,1
NP06997,1.29817,0.12674,1.01922,1.18965,-0.04648,-0.11409,-0.70007,-1.05195,1.63488,-1.0462,-0.64613,-0.64186,-0.64603,-0.76959,1.412,-1.27456,-1.20183,1.504,-1.65845,-1.14289,1.89219,0.60538,0.60118,0.5169,1
NP08773,1.91382,0.4294,-0.27366,0.83238,-0.29425,1.18789,0.62915,1.50048,1.01588,0.35457,-0.82644,-0.37318,0.87631,1.43712,1.38945,0.74575,0.76089,1.23552,-0.19005,-0.63742,2.14496,0.43565,-3.78701,-1.50707,1
NP04758,0.08903,-1.18868,-1.49619,0.35147,-2.41808,-0.38721,-1.38764,1.06802,0.92303,0.4437,-0.03585,-0.57061,-1.80426,0.33798,0.79212,-1.48973,0.70276,0.78714,-0.92414,0.66197,-0.26437,1.4506,-1.59485,-1.09087,1
NP06993,-0.07629,0.26016,-0.90619,-0.61982,-0.63253,-1.21425,-0.8902,0.25281,-2.3786,0.67448,-0.67075,-0.31564,-1.15343,0.42537,-2.15086,-1.07099,0.42643,-2.0185,-1.50404,0.18977,-0.85796,0.7855,-1.75823,-1.67893,1
NP00915,1.33156,-0.00489,0.0935,0.79747,0.65477,-1.22178,1.87482,0.89912,0.30045,0.47096,-0.54843,-0.76519,0.51734,1.36452,0.26752,1.00028,0.886,0.26291,-0.42395,2.48724,-0.13093,0.38049,0.1431,0.67837,1
NP09273,-1.46106,-0.71663,0.28674,1.3399,-2.60733,-1.8852,-1.09013,0.42101,-0.46085,0.64638,-0.72134,-0.74807,0.32286,-0.01449,-1.22179,-1.17271,0.15349,-0.47826,-1.07085,-0.62413,0.48893,-2.28444,0.69837,-0.51962,1
NP02146,-0.44114,-0.05614,-0.61256,-0.22839,-0.40396,-0.42252,0.00078,-0.43736,-0.3618,0.56602,-0.4631,-0.11468,0.04536,-0.3973,-0.48524,-0.23608,-0.48775,-0.55131,-0.61019,-0.27641,-0.92493,-0.69251,-0.0342,0.05531,1
NP04386,-0.11652,-1.84517,-0.87381,-0.20525,-1.37354,-0.17384,-0.11433,-1.30244,-0.47504,-0.21957,0.43475,-0.05609,-0.34527,-0.93507,-0.18366,-0.05586,-1.31904,-0.09311,-0.97013,-1.45169,0.8438,1.06734,0.82804,-0.09009,1
NP01766,-0.07251,0.74767,0.08497,-0.5764,0.79529,0.23857,0.42419,0.08604,-0.23666,0.09768,-0.21104,0.65096,0.25572,-0.16679,-0.45286,0.43068,-0.08676,-0.46848,-0.45523,-0.72909,0.25198,0.19495,0.06003,0.50909,1
NP09159,0.50666,-0.2585,0.62834,0.37733,0.36293,0.61548,0.72982,0.41219,1.12773,0.00782,-0.01717,0.31646,0.29243,0.07349,1.16308,0.50509,0.06942,1.25529,-0.20059,-0.7201,1.0262,0.30917,-0.09957,-0.71293,1
NP09213,1.05283,1.03057,-0.79742,-2.4282,1.99525,-0.34722,1.49236,0.07969,0.64627,-2.28039,2.30848,-2.37468,0.61805,-0.18213,0.25458,1.19282,0.31022,0.35635,-0.91835,1.55249,-1.5069,2.17518,-0.00494,-0.33619,1
NP01354,-1.92423,-0.32563,2.50104,-0.29898,-0.8367,1.25693,0.10956,1.30712,-0.05575,-1.88973,-0.23477,2.31811,-0.23064,1.21402,-0.50085,0.1816,0.32347,0.77745,0.54084,-1.44616,0.45514,0.47086,0.46076,2.0602,1
NP07938,-0.9526,1.92535,-1.22752,-0.94302,0.78012,-1.07082,0.73747,-0.94835,0.3391,1.77961,0.50536,-1.26592,0.57375,-0.58321,0.2421,0.68185,-0.49415,0.3535,1.24358,1.19934,-0.85111,-0.60029,-0.46881,0.76371,1
NP04053,-0.69852,-0.92448,0.82802,-0.44217,-2.88307,1.1897,-1.60328,-0.46368,2.25584,-1.00031,0.05339,1.18399,-1.62578,-0.53469,2.00462,-1.39716,-0.3354,2.0647,-1.41742,-0.53146,0.1482,-0.15033,0.87316,0.27489,1
NP01335,0.32265,-1.60219,-0.03755,0.4196,-1.77957,0.60191,0.11137,-0.30515,-0.342,0.56514,-0.84666,0.17028,0.15052,0.055,-0.32079,0.17061,0.07013,-0.12714,-0.04189,-0.06923,0.22016,-0.52786,-1.15564,0.19036,1
NP08478,-1.42101,0.48711,0.87575,-1.19282,1.75268,-0.14031,-2.19583,0.81838,-0.57146,-1.67186,2.04869,-1.34429,-2.07595,0.76323,-0.22432,-2.19539,1.15159,-0.553,0.16053,2.86827,0.01196,0.59385,0.71952,-0.39225,1
NP06594,-0.58517,-1.16635,0.13476,-0.1048,-0.92504,-0.30603,0.648,0.16419,0.28979,-0.72497,-0.47618,0.61063,0.70988,0.24197,0.42286,0.14051,0.01163,0.18279,-0.97941,0.09599,0.38912,-0.18316,0.22794,-0.49351,1
NP04031,0.59329,0.88493,-0.5295,0.25904,0.26693,-0.09199,0.04284,0.41434,0.48388,0.58104,0.88515,0.94099,0.12864,0.68749,0.51022,0.05066,0.51852,0.34503,0.44161,0.57851,0.01128,0.59301,0.16771,-0.74185,1
NP02947,-1.77825,-1.6323,2.86948,-1.56086,-1.03468,2.72391,-0.69718,-0.77505,0.51712,0.92314,-1.41053,0.21072,-0.71914,-0.79037,0.03372,-0.6658,-1.26731,0.65669,-0.8253,-1.99458,0.96871,1.08519,-0.50446,0.04539,1
NP10278,-0.65028,-0.01708,0.85317,-0.29825,0.80733,1.81033,1.11321,-0.04057,0.25916,0.7143,-0.50895,0.26468,1.48163,-0.3358,-0.38488,0.86584,-0.2578,0.10734,0.32868,-1.1554,-1.50171,0.66549,-1.25532,0.05069,1
NP01146,0.66429,-1.14183,-0.25139,0.36078,-1.90933,-0.46416,-1.11288,-0.94105,-0.05385,-0.41174,-3.06466,3.01816,-1.29126,-1.06946,0.80931,-0.93864,-1.98313,0.97298,-0.65015,-4.13112,1.99741,-0.85552,-1.10056,0.25198,1
NP06417,0.43573,-0.84542,0.24408,-0.83002,0.77772,-0.32298,-0.30982,-0.4121,-0.20926,0.30056,-1.04154,0.6499,-0.16675,-0.32418,-0.01716,-0.00015,-0.88784,0.52326,0.59299,-1.00218,0.43684,-0.05731,-1.74789,-0.81513,1
NP01304,-0.07288,-0.14471,0.21005,-1.02161,-0.05236,1.03648,-0.05451,0.44058,0.16829,0.73396,0.21717,0.67792,-0.08325,0.60168,0.34893,0.14656,0.68601,0.20936,-0.14493,-0.15015,1.1982,1.18119,0.87218,-0.4935,1
NP01346,0.17646,-2.40378,-0.14683,-0.02482,-1.64956,-0.18751,-0.14275,-0.02311,0.17418,0.33199,-1.03056,-0.03242,-0.05223,0.31571,0.11661,-0.06507,0.45957,0.24441,-0.45896,0.79543,0.19626,-0.56515,-1.39241,0.4264,1
NP06649,-0.8835,-0.29009,2.4467,-0.84875,1.45547,-0.04202,-0.35095,-0.36304,1.52055,-0.07201,0.01551,-0.58463,0.01212,-0.40494,1.56635,-0.18522,-0.70978,1.94105,-0.41547,-0.45076,1.35412,0.85981,1.03101,-0.67908,1
NP07354,-0.54942,1.61368,-0.93551,0.0672,2.0352,0.09705,0.95633,1.6198,-1.70938,1.23749,-1.08853,1.6895,1.45995,1.57439,-1.22096,1.39599,1.77599,-1.19858,3.55837,2.18916,0.56732,-0.11245,2.23955,-1.39809,1
NP04997,-0.83758,-1.88292,0.78294,-0.66922,-1.08963,0.48333,-0.12676,-1.1046,-0.70342,0.29457,-0.76307,-1.04417,0.21973,-0.72806,-1.80482,-0.37069,-0.96379,-0.42395,-1.09932,0.16492,0.20336,-0.53567,-1.60049,1.14778,1
NP04093,0.28556,2.19498,1.96613,-1.1154,0.9215,2.4067,-0.08038,1.82679,-0.78566,0.11622,-0.50402,-1.13786,-0.9947,1.1594,-1.64245,0.13156,1.03081,-0.46147,-0.01603,-2.89812,-0.94575,3.05998,2.58334,0.56598,1
NP07814,-0.69978,-0.80171,0.45434,-0.97618,-0.25184,-1.2214,-0.1829,-0.44549,-0.29037,-0.47935,-0.13361,1.94154,-0.22385,-0.20343,0.10217,-0.51909,-0.64402,0.43802,-1.12946,0.08669,1.64988,-0.46961,-0.52085,-0.76712,1
NP01885,-1.82773,-0.78797,0.56189,-1.20455,0.85183,-1.0914,-1.44982,-0.65769,0.55629,0.60542,-2.05988,-0.83775,-1.24334,-1.03295,0.74185,-1.19971,-1.11889,0.65351,-0.70628,-1.61514,-0.21452,-0.12265,-2.28711,-0.35356,1
NP00806,-0.75637,-2.09044,1.312,-0.32863,-1.81592,0.73166,-1.07113,-2.62679,0.58995,-1.23532,-1.19246,-0.15606,-0.92379,-3.00249,0.54945,-0.95172,-3.00474,0.64,-0.08921,-3.52081,-0.31814,-1.44135,-1.72925,1.54636,1
NP00865,-1.90488,-0.7845,0.4618,-1.49595,-0.31161,0.14702,-0.50222,-3.09397,1.15328,0.61133,-2.17874,-1.13856,-0.46592,-3.38059,1.33398,-0.32774,-3.46557,1.48646,0.3949,-2.3043,0.40851,-0.99407,-0.1931,0.20471,1
NP09881,-0.1195,0.03585,0.15858,-0.12586,-0.16256,-0.29735,1.62296,1.84255,0.73087,1.03235,0.92259,-0.28944,1.94416,1.92464,0.87446,1.3088,1.86258,0.71206,1.37729,1.82427,0.58771,-0.22512,0.26069,1.6418,1
NP09311,2.34155,0.40696,-1.78598,0.7386,-0.62936,-2.54592,2.10424,-1.49242,0.31839,2.21453,-2.22628,-2.74866,1.50272,-2.11327,0.37254,1.9906,-1.4152,0.03984,-0.44209,-2.49505,-0.5295,1.10618,0.85414,1.61254,1
NP02017,0.76077,-0.45659,0.35729,1.15192,0.52438,0.16512,0.71645,0.86688,0.73512,1.6787,1.50715,0.44868,1.38411,1.11553,0.62363,0.8787,0.8114,0.63682,0.97684,1.33896,0.11326,0.14138,-0.42543,1.65785,1
NP08581,-0.96391,-1.89146,1.66267,0.71297,-1.25224,0.57272,-0.75358,-0.62976,2.58874,-0.384,-0.65532,0.73203,-0.15172,-0.4139,2.39878,-0.73561,-0.76862,2.57191,0.19329,-1.32453,0.98858,-0.68962,-1.42182,0.48454,1
NP09916,1.82538,1.39806,0.16498,0.2245,0.92515,1.76427,-0.51251,1.42533,0.43073,0.47063,-0.80595,-0.90575,-0.42132,0.71978,0.02958,-0.08363,0.76658,0.79502,0.15148,-0.58597,0.62634,0.1564,1.4806,-0.53275,1
NP06427,-0.67175,-0.91162,1.46156,-0.26269,-1.17373,-0.36314,-0.53764,-1.69274,1.42273,-0.92293,-0.66303,-0.20075,-0.30906,-1.56083,1.42397,-0.62687,-1.62611,1.74397,-0.61908,-0.47257,0.31278,0.40516,0.94451,-1.25207,1
NP00053,-0.71831,0.57556,0.98285,-1.00839,0.82038,0.94912,0.61662,0.02542,-0.44179,0.28058,0.40773,-0.39894,0.62088,-0.12282,-0.59178,1.01528,0.22668,-0.72249,0.57467,0.33486,-0.93263,-0.17448,0.61042,1.12734,1
NP09298,2.59056,1.27175,-0.68681,1.9968,0.00682,-0.90494,1.77986,-1.61954,-0.15028,0.46859,-1.20363,-0.1995,1.34396,-2.13024,0.01688,2.01469,-1.53678,-0.75381,0.44719,-1.27939,-1.05611,1.54437,0.38107,0.1692,1
NP09909,-1.4988,2.25251,-1.24982,0.37214,2.00036,-0.29076,-1.89697,1.56617,-2.13787,-0.45842,-0.74606,-0.5959,-1.89171,1.30905,-1.93367,-2.13881,1.78299,-1.77912,-1.74696,0.79788,-0.13695,0.17962,0.96822,0.96689,1
NP09305,-0.21473,-0.46062,1.58065,0.88928,0.37031,0.61623,0.1521,1.96943,-0.89018,-1.56515,-0.8233,1.56903,0.17066,2.02778,-1.41895,0.37386,0.90881,-0.26406,-0.17084,0.4458,0.4832,-0.73941,-0.27064,0.31316,1
NP00055,0.28666,1.04229,0.94133,-0.80057,0.1022,0.30568,0.57503,0.04066,0.34493,-0.35974,1.2897,-0.15194,0.37188,-0.14206,0.61143,0.52019,-0.23517,0.52551,0.15574,-0.67225,1.02846,-0.55032,-0.03252,0.32939,1
NP07581,0.02041,0.40362,1.56209,0.88499,-0.56043,0.42924,1.55965,1.36989,1.03065,0.8058,0.89597,0.59236,1.20963,1.54018,1.32482,1.69503,1.40739,1.30534,-0.13955,-0.11922,1.85182,1.67012,0.31498,1.11161,1
NP04791,-0.91861,0.37629,0.53897,0.60982,1.02924,1.5238,-0.36473,-0.80127,0.74032,1.45877,0.46092,0.31118,-0.22513,-1.04483,0.46734,-0.55609,-0.56315,0.70592,-0.92174,0.09578,0.79625,-1.2688,-1.41079,1.44551,1
NP10722,1.64148,-0.38747,0.03843,-0.50974,2.45177,-1.27254,1.33208,-1.61511,-2.97215,-0.34437,-0.85155,0.70437,1.07673,-0.88086,-2.69815,1.10113,-1.80379,-2.69271,-2.41795,1.00102,-1.23671,-1.68645,0.66337,-0.97988,1
