,Refractivity,y
Neg_2905,0.94923,0
Neg_1488,-0.11585,0
Neg_180,-0.54532,0
Neg_557,-0.95385,0
Neg_1595,-0.12891,0
Neg_1103,0.25435,0
Neg_510,-0.41836,0
Neg_2472,-0.80343,0
Neg_122,0.01439,0
Neg_2290,0.13424,0
Neg_2696,-0.98346,0
Neg_1289,-0.24139,0
Neg_1936,-0.77295,0
Neg_2265,-0.38303,0
Neg_2555,-1.04868,0
Neg_1580,0.75372,0
Neg_2082,-0.35904,0
Neg_1591,-0.69448,0
Neg_1470,-0.67195,0
Neg_1509,-0.3868,0
Neg_77,-0.27212,0
Neg_1247,-0.70122,0
Neg_2122,-0.81526,0
Neg_1953,-0.63338,0
Neg_2894,-0.96543,0
Neg_1260,-0.23936,0
Neg_2719,-1.22864,0
Neg_2111,-0.98508,0
Neg_1531,-0.15535,0
Neg_1519,-0.72861,0
Neg_2540,1.49286,0
Neg_2113,-1.11914,0
Neg_1965,-0.80192,0
Neg_48,-0.20273,0
Neg_625,-0.69186,0
Neg_2721,-0.09036,0
Neg_2716,-0.91762,0
Neg_1116,0.18176,0
Neg_2714,-0.72642,0
Neg_729,-0.7054,0
Neg_770,1.62027,0
Neg_1441,-0.06655,0
Neg_1629,-0.25521,0
Neg_65,-0.97578,0
Neg_2121,-0.14012,0
Neg_271,-0.03898,0
Neg_2572,-1.05306,0
Neg_2089,-1.10867,0
Neg_655,-1.25528,0
Neg_806,0.53711,0
Neg_1034,-0.36949,0
Neg_2211,-0.86278,0
Neg_393,-0.5272,0
Neg_2684,-0.87989,0
Neg_2028,-0.82716,0
Neg_1695,-0.61808,0
Neg_1024,0.06089,0
Neg_881,-0.22853,0
Neg_2862,-0.57087,0
Neg_632,0.02096,0
Neg_665,0.0208,0
Neg_1699,-1.25625,0
Neg_1752,0.17877,0
Neg_1536,-1.04657,0
Neg_1132,-0.89283,0
Neg_692,-0.12987,0
Neg_2046,-0.3921,0
Neg_866,-1.17244,0
Neg_719,-0.13237,0
Neg_2407,-0.94297,0
Neg_668,-0.45942,0
Neg_2488,-0.12058,0
Neg_359,-0.90447,0
Neg_1168,0.75713,0
Neg_578,-0.89015,0
Neg_2655,-0.63044,0
Neg_1419,0.11595,0
Neg_426,-0.54463,0
Neg_1644,-0.59907,0
Neg_643,1.52621,0
Neg_1902,-0.59144,0
Neg_385,0.8704,0
Neg_2361,-0.77192,0
Neg_907,-0.41619,0
Neg_399,-0.89704,0
Neg_1577,-0.70949,0
Neg_2127,-0.75027,0
Neg_73,-0.46275,0
Neg_2598,-0.23488,0
Neg_516,-0.30322,0
Neg_1466,-1.09457,0
Neg_672,-0.56881,0
Neg_630,-0.89159,0
Neg_39,-1.15211,0
Neg_2465,0.32801,0
Neg_2722,-0.62106,0
Neg_2105,-0.00702,0
Neg_1077,-0.51936,0
Neg_2550,-0.65648,0
Neg_1756,1.68054,0
Neg_172,-0.84703,0
Neg_1428,0.27585,0
Neg_797,-1.0189,0
Neg_2239,-1.29188,0
Neg_1268,0.30532,0
Neg_112,-0.98376,0
Neg_2432,-0.865,0
Neg_1624,-0.59769,0
Neg_1571,0.26138,0
Neg_753,-0.95046,0
Neg_1875,1.01332,0
Neg_2353,1.08175,0
Neg_1805,-1.19283,0
Neg_1530,-0.53188,0
Neg_357,-0.37298,0
Neg_695,-0.61072,0
Neg_551,-0.71882,0
Neg_2897,-0.62977,0
Neg_438,-0.63984,0
Neg_858,-0.8461,0
Neg_1072,0.35462,0
Neg_698,0.04999,0
Neg_2433,0.31202,0
Neg_186,-0.07042,0
Neg_1915,-0.8606,0
Neg_2470,-0.01341,0
Neg_1547,0.37414,0
Neg_313,-0.84762,0
Neg_1232,0.04887,0
Neg_2015,-0.33675,0
Neg_1413,-0.80129,0
Neg_1495,-0.70078,0
Neg_2297,0.46369,0
Neg_416,-0.31765,0
Neg_1252,-1.06279,0
Neg_1013,-1.24462,0
Neg_1631,-0.00947,0
Neg_874,-1.10414,0
Neg_1984,0.02599,0
Neg_1431,-1.18454,0
Neg_505,0.8991,0
Neg_2401,-0.76388,0
Neg_2119,-0.28315,0
Neg_1685,-0.67805,0
Neg_2727,-0.37038,0
Neg_1640,-0.82408,0
Neg_1134,-1.14531,0
Neg_799,-1.16497,0
Neg_790,-0.26946,0
Neg_2135,-0.51002,0
Neg_2208,-0.17116,0
Neg_1475,-1.07609,0
Neg_1085,0.01426,0
Neg_1713,-0.84834,0
Neg_309,-0.74361,0
Neg_1162,-0.2677,0
Neg_2075,-0.00708,0
Neg_1698,-0.45624,0
Neg_518,1.29859,0
Neg_1163,-0.8125,0
Neg_1359,-0.12792,0
Neg_1119,-0.55595,0
Neg_2643,-0.92273,0
Neg_277,-0.7875,0
Neg_1587,-0.47416,0
Neg_2585,-0.57114,0
Neg_1060,-0.77232,0
Neg_330,-0.93057,0
Neg_1369,-0.67309,0
Neg_2785,0.2597,0
Neg_2535,-0.15173,0
Neg_1564,-0.43786,0
Neg_2036,-0.23714,0
Neg_1200,-1.04045,0
Neg_1709,-0.85078,0
Neg_1329,-1.26665,0
Neg_32,0.63357,0
Neg_776,-0.47612,0
Neg_437,-0.93139,0
Neg_2653,-0.30091,0
Neg_95,-0.77345,0
Neg_1757,0.12348,0
Neg_780,-0.01636,0
Neg_1804,-0.52183,0
Neg_1545,-0.82681,0
Neg_2797,-1.24124,0
Neg_430,-1.10317,0
Neg_1573,1.33416,0
Neg_1378,-0.62868,0
Neg_473,-0.61642,0
Neg_649,-0.57216,0
Neg_524,-1.1351,0
Neg_1517,-0.51775,0
Neg_880,-1.12138,0
Neg_1693,-0.08788,0
Neg_1092,-0.59892,0
Neg_1226,-0.90032,0
Neg_246,-0.56443,0
Neg_442,-0.77392,0
Neg_2422,-0.40938,0
Neg_2661,-0.85652,0
Neg_2189,-0.6497,0
Neg_673,0.41261,0
Neg_2244,-0.81008,0
Neg_613,-0.86083,0
Neg_1133,-0.80668,0
Neg_1919,-0.91368,0
Neg_1393,-0.9085,0
Neg_1980,-0.63351,0
Neg_195,-0.33322,0
Neg_2354,-0.67208,0
Neg_2388,-0.72701,0
Neg_1181,1.58143,0
Neg_1550,-0.68849,0
Neg_2158,-0.46587,0
Neg_2197,-0.25601,0
Neg_2274,-0.95079,0
Neg_2679,-0.38887,0
Neg_1439,-0.37766,0
Neg_2281,0.2252,0
Neg_2841,0.51699,0
Neg_2266,-0.46285,0
Neg_571,-1.15793,0
Neg_1009,-0.60053,0
Neg_1655,-0.27171,0
Neg_1487,0.08598,0
Neg_28,-1.06834,0
Neg_2509,-0.72529,0
Neg_2175,-0.69392,0
Neg_2232,-0.77468,0
Neg_201,0.31139,0
Neg_1333,-0.10206,0
Neg_2778,-0.9891,0
Neg_1704,-0.52092,0
Neg_2156,-1.15725,0
Neg_1706,1.04225,0
Neg_143,-0.73,0
Neg_2595,-1.26239,0
Neg_166,0.02687,0
Neg_2209,-0.6413,0
Neg_1608,-0.49973,0
Neg_1581,-0.418,0
Neg_1609,0.17812,0
Neg_865,-0.36678,0
Neg_666,-0.90847,0
Neg_1267,-1.28948,0
Neg_639,0.30769,0
Neg_1590,-0.48302,0
Neg_1701,-0.21059,0
Neg_1093,-0.2008,0
Neg_752,-0.19875,0
Neg_1210,0.17014,0
Neg_2603,-0.44526,0
Neg_463,0.41304,0
Neg_972,-1.16654,0
Neg_1224,2.56896,0
Neg_1027,0.21868,0
Neg_2430,0.01111,0
Neg_282,-0.7687,0
Neg_421,-0.5268,0
Neg_986,-0.10142,0
Neg_1349,-0.70948,0
Neg_495,0.38524,0
Neg_2223,0.25189,0
Neg_2245,-0.70556,0
Neg_522,-0.19767,0
Neg_490,-0.30824,0
Neg_153,-0.3054,0
Neg_1916,-0.33515,0
Neg_2569,-0.96507,0
Neg_1724,1.38377,0
Neg_220,-0.90255,0
Neg_573,1.15517,0
Neg_2008,-0.78209,0
Neg_2076,-1.27585,0
Neg_1440,-0.2167,0
Neg_1258,-0.73078,0
Neg_2009,-0.47715,0
Neg_486,-0.60859,0
Neg_555,-0.74889,0
Neg_232,-0.31722,0
Neg_1407,-1.07607,0
Neg_637,0.31394,0
Neg_2372,-0.54981,0
Neg_338,-0.80047,0
Neg_192,0.48449,0
Neg_1926,-0.55068,0
Neg_1337,-0.84302,0
Neg_2531,-0.28479,0
Neg_765,-0.10512,0
Neg_98,-0.11766,0
Neg_2026,-0.6373,0
Neg_1650,-0.65055,0
Neg_386,-0.52197,0
Neg_14,-0.53144,0
Neg_1660,-0.53637,0
Neg_2005,0.29762,0
Neg_2292,0.57171,0
Neg_117,0.22898,0
Neg_424,0.36119,0
Neg_2444,-0.80136,0
Neg_1668,0.51291,0
Neg_1025,0.21023,0
Neg_164,-0.61529,0
Neg_2016,-0.29381,0
Neg_2102,-0.45277,0
Neg_247,-0.33401,0
Neg_488,-0.13867,0
Neg_679,-0.5239,0
Neg_818,-1.10981,0
Neg_2499,-1.13918,0
Neg_1976,-0.29758,0
Neg_2906,-0.4707,0
Neg_1983,1.08085,0
Neg_2100,-0.2195,0
Neg_2451,-0.28678,0
Neg_888,0.40698,0
Neg_402,-0.53244,0
Neg_569,0.30039,0
Neg_1480,-0.98386,0
Neg_2632,-0.68991,0
Neg_1799,-1.16133,0
Neg_1198,-0.77536,0
Neg_105,-0.49119,0
Neg_536,-0.3884,0
Neg_382,0.20112,0
Neg_2073,1.61941,0
Neg_530,-1.27006,0
Neg_1566,-0.09627,0
Neg_1996,-0.62056,0
Neg_827,-0.70895,0
Neg_800,-1.17553,0
Neg_1849,-0.30376,0
Neg_6,-0.09461,0
Neg_174,-0.57642,0
Neg_2072,-0.5515,0
Neg_1934,-0.33333,0
Neg_615,0.72858,0
Neg_425,-0.21922,0
Neg_1646,-0.59101,0
Neg_738,-0.81188,0
Neg_1286,0.75738,0
Neg_963,-1.09927,0
Neg_2190,-0.64555,0
Neg_212,0.00074,0
Neg_730,-0.03104,0
Neg_319,-0.46148,0
Neg_1401,-0.27184,0
Neg_1035,-0.28323,0
Neg_1190,-0.14204,0
Neg_1508,-0.5739,0
Neg_1653,-0.12789,0
Neg_2304,-0.19617,0
Neg_1355,0.25724,0
Neg_1434,-0.60432,0
Neg_2485,0.79694,0
Neg_367,-0.48077,0
Neg_1625,-0.70094,0
Neg_2700,-0.64001,0
Neg_150,-0.52683,0
Neg_30,-0.01284,0
Neg_452,-0.22538,0
Neg_905,-0.63852,0
Neg_2519,0.05776,0
Neg_1361,-0.64485,0
Neg_2014,-0.3477,0
Neg_2510,-0.57158,0
Neg_2920,-0.51857,0
Neg_1963,-0.22196,0
Neg_311,-0.55608,0
Neg_134,-0.5378,0
Neg_194,-1.05256,0
Neg_947,0.3207,0
Neg_1215,1.19036,0
Neg_882,-0.00985,0
Neg_1465,-0.17082,0
Neg_1711,-1.04462,0
Neg_956,-0.93624,0
Neg_99,-0.84375,0
Neg_2313,-1.13098,0
Neg_1819,-0.67874,0
Neg_1891,-0.16158,0
Neg_119,-1.28911,0
Neg_2288,-0.17182,0
Neg_2253,-0.85784,0
Neg_2736,-0.91196,0
Neg_2730,-0.8328,0
Neg_2856,-0.29046,0
Neg_1186,-0.36173,0
Neg_850,-0.55601,0
Neg_1774,-0.74202,0
Neg_1923,-0.91421,0
Neg_1266,-0.72023,0
Neg_652,-1.04944,0
Neg_1259,-0.80097,0
Neg_2822,0.12273,0
Neg_804,-0.23348,0
Neg_1565,-1.08174,0
Neg_1331,0.27587,0
Neg_1375,-0.422,0
Neg_1537,-0.36368,0
Neg_304,-0.94008,0
Neg_1554,0.33217,0
Neg_466,-0.33833,0
Neg_1562,-0.37561,0
Neg_2565,-0.51442,0
Neg_394,0.54488,0
Neg_2558,-0.29261,0
Neg_544,-1.1264,0
Neg_179,-0.57651,0
Neg_1057,0.13232,0
Neg_2837,-0.66493,0
Neg_1053,-0.44514,0
Neg_2283,-0.80861,0
Neg_1612,0.36374,0
Neg_700,-0.5077,0
Neg_2176,-0.21432,0
Neg_1761,0.95408,0
Neg_2213,-1.08272,0
Neg_1829,-0.10769,0
Neg_1338,-0.01752,0
Neg_1346,-0.75385,0
Neg_441,-1.23652,0
Neg_1743,-0.39877,0
Neg_2367,-0.4553,0
Neg_337,-1.17795,0
Neg_1371,-0.50369,0
Neg_2743,-0.66103,0
Neg_500,0.4669,0
Neg_408,0.75065,0
Neg_2761,-1.13788,0
Neg_2584,-0.14524,0
Neg_142,-1.11099,0
Neg_225,-0.37158,0
Neg_1476,-0.27136,0
Neg_1498,-0.28111,0
Neg_1385,-0.74607,0
Neg_2698,-0.68115,0
Neg_295,-0.9039,0
Neg_2362,-0.23664,0
Neg_867,-0.15493,0
Neg_1314,0.13256,0
Neg_1398,-0.67738,0
Neg_817,1.00087,0
Neg_1403,-0.0479,0
Neg_959,0.35173,0
Neg_108,-0.28525,0
Neg_2110,-0.56931,0
Neg_2117,-0.97075,0
Neg_2310,-0.41554,0
Neg_1813,0.17388,0
Neg_869,-0.9074,0
Neg_1682,-0.03119,0
Neg_902,-0.68596,0
Neg_1135,0.08164,0
Neg_485,-1.1751,0
Neg_1645,-0.72776,0
Neg_221,-0.69317,0
Neg_838,-0.51572,0
Neg_2064,-0.94944,0
Neg_1339,-0.35429,0
Neg_2271,0.45797,0
Neg_1951,-1.17911,0
Neg_1856,-0.53518,0
Neg_1003,-0.97,0
Neg_1901,-0.41402,0
Neg_1563,-0.65194,0
Neg_2201,-0.78148,0
Neg_2575,-0.68658,0
Neg_1221,-1.14229,0
Neg_340,-0.40942,0
Neg_1074,0.58842,0
Neg_1374,-0.13919,0
Neg_2571,0.19778,0
Neg_1183,-0.5095,0
Neg_2870,-0.73776,0
Neg_1083,0.54783,0
Neg_167,-0.39894,0
Neg_344,1.51098,0
Neg_1326,-0.25502,0
Neg_1370,2.5574,0
Neg_2695,-0.78536,0
Neg_1058,1.20895,0
Neg_1678,-0.62718,0
Neg_610,-0.31553,0
Neg_897,-0.74072,0
Neg_132,-0.6405,0
Neg_677,-0.09447,0
Neg_813,0.01182,0
Neg_1019,-0.93259,0
Neg_828,-0.67596,0
Neg_1816,-1.07844,0
Neg_253,-0.54388,0
Neg_1690,-0.85828,0
Neg_467,-0.55897,0
Neg_1677,-0.37082,0
Neg_1184,-0.61002,0
Neg_2363,-0.401,0
Neg_2801,0.79698,0
Neg_1607,-0.11913,0
Neg_2193,-0.21489,0
Neg_427,-1.14667,0
Neg_792,-0.58481,0
Neg_1150,-0.49271,0
Neg_1620,0.0782,0
Neg_329,1.41085,0
Neg_412,0.04182,0
Neg_2107,-0.41423,0
Neg_1347,-0.77944,0
Neg_2649,0.6393,0
Neg_1559,-0.67968,0
Neg_176,-0.85554,0
Neg_826,-0.3019,0
Neg_1461,0.53516,0
Neg_281,-0.34916,0
Neg_2733,0.31606,0
Neg_2492,-0.18048,0
Neg_623,-0.40573,0
Neg_2280,0.24337,0
Neg_751,-0.29797,0
Neg_2711,-0.36119,0
Neg_844,1.08612,0
Neg_2577,-0.6276,0
Neg_1087,-0.71323,0
Neg_388,-0.17914,0
Neg_670,-1.15281,0
Neg_1159,0.4008,0
Neg_2772,-1.24998,0
Neg_1736,0.28456,0
Neg_339,-0.18384,0
Neg_2366,-0.01842,0
Neg_331,-0.28447,0
Neg_1388,0.27451,0
Neg_2112,-0.67954,0
Neg_1610,-0.70162,0
Neg_2146,-1.14149,0
Neg_525,-0.50109,0
Neg_2300,-0.67407,0
Neg_714,-0.99287,0
Neg_236,0.51494,0
Neg_1515,1.01358,0
Neg_985,-0.44364,0
Neg_198,-0.64331,0
Neg_2591,0.08371,0
Neg_1102,-0.21308,0
Neg_1654,-0.89564,0
Neg_2167,-0.92406,0
Neg_1270,0.10392,0
Neg_590,-0.84667,0
Neg_1115,-1.18922,0
Neg_2846,-0.12986,0
Neg_1838,0.06655,0
Neg_548,-1.08796,0
Neg_2526,-1.16625,0
Neg_1922,-0.98546,0
Neg_2471,-0.24378,0
Neg_1459,-0.36737,0
Neg_2356,-0.48459,0
Neg_801,-1.13077,0
Neg_553,-0.43275,0
Neg_1811,-0.01899,0
Neg_1158,-0.79022,0
Neg_391,0.00855,0
Neg_269,0.59361,0
Neg_2109,-1.10979,0
Neg_1279,-0.08076,0
Neg_197,0.5444,0
Neg_2312,-0.64589,0
Neg_1754,-0.44531,0
Neg_61,0.57915,0
Neg_587,-0.02777,0
Neg_35,-0.6273,0
Neg_1452,0.29709,0
Neg_341,0.20039,0
Neg_709,0.56115,0
Neg_1623,0.03378,0
Neg_1835,0.40082,0
Neg_1499,-0.54158,0
Neg_2701,-1.05312,0
Neg_185,-0.59522,0
Neg_532,-0.21608,0
Neg_1049,-0.24811,0
Neg_2203,-0.64875,0
Neg_351,-0.70356,0
Neg_1511,-0.81412,0
Neg_432,-0.04788,0
Neg_1708,-0.56509,0
Neg_1616,-0.3015,0
Neg_316,0.59898,0
Neg_1845,0.56371,0
Neg_1042,-0.51918,0
Neg_2467,0.22733,0
Neg_76,-0.58907,0
Neg_383,1.22472,0
Neg_1783,-0.55906,0
Neg_2387,-0.66305,0
Neg_161,-0.32943,0
Neg_297,0.75087,0
Neg_1854,0.24458,0
Neg_1749,2.07344,0
Neg_1467,-0.97214,0
Neg_1234,0.34402,0
Neg_969,-0.55325,0
Neg_2061,-0.80961,0
Neg_241,0.55303,0
Neg_350,-0.898,0
Neg_124,-0.28072,0
Neg_2482,-1.19145,0
Neg_1086,-0.62817,0
Neg_2791,-0.14191,0
Neg_1879,-0.55255,0
Neg_1827,-0.95756,0
Neg_622,1.86492,0
Neg_658,-0.4497,0
Neg_791,-0.49056,0
Neg_1472,-0.8804,0
Neg_196,-0.71898,0
Neg_1282,0.1131,0
Neg_944,0.04402,0
Neg_2374,-0.93807,0
Neg_1523,-0.64394,0
Neg_883,-0.81286,0
Neg_498,-0.42394,0
Neg_547,-0.16953,0
Neg_1867,-0.85448,0
Neg_2901,-0.40733,0
Neg_1209,-0.50798,0
Neg_663,0.4571,0
Neg_52,-0.96535,0
Neg_2436,-0.32737,0
Neg_942,-0.72037,0
Neg_2853,-0.25079,0
Neg_2596,-0.49679,0
Neg_2788,0.35582,0
Neg_1613,0.3607,0
Neg_376,-1.245,0
Neg_1539,-0.78104,0
Neg_2129,-0.3182,0
Neg_1776,-1.16483,0
Neg_2748,-0.84238,0
Neg_2084,0.87115,0
Neg_934,0.97414,0
Neg_2877,-0.40232,0
Neg_1288,-1.08759,0
Neg_2819,-0.5086,0
Neg_1930,1.87643,0
Neg_2505,-0.91613,0
Neg_1975,0.27562,0
Neg_2331,0.32202,0
Neg_1728,-0.63837,0
Neg_1310,0.01035,0
Neg_852,-0.01258,0
Neg_2633,-0.43044,0
Neg_1747,0.13553,0
Neg_812,-0.87931,0
Neg_2030,-1.02686,0
Neg_1551,0.75535,0
Neg_1679,-0.51477,0
Neg_1249,0.01558,0
Neg_243,-0.87102,0
Neg_2817,-0.86107,0
Neg_554,-0.61144,0
Neg_756,-0.60371,0
Neg_276,-0.97326,0
Neg_2656,0.75156,0
Neg_480,2.229,0
Neg_1664,-0.74595,0
Neg_149,0.0392,0
Neg_2104,0.0468,0
Neg_657,-0.55169,0
Neg_946,-0.93987,0
Neg_2273,1.204,0
Neg_550,0.12222,0
Neg_2142,-0.63017,0
Neg_987,-0.19282,0
Neg_207,-0.20252,0
Neg_1126,-0.17924,0
Neg_2865,-0.28849,0
Neg_2504,-0.74502,0
Neg_2,-0.53604,0
Neg_2607,-0.29983,0
Neg_137,-0.2338,0
Neg_1020,-0.3067,0
Neg_1755,-0.46601,0
Neg_1942,-0.41521,0
Neg_1684,0.19573,0
Neg_1807,-0.8553,0
Neg_2548,-0.86264,0
Neg_1931,-0.34952,0
Neg_368,-0.59997,0
NP01383,-0.71686,1
NP06615,0.53734,1
NP07289,-0.86002,1
NP10706,2.1249,1
NP06413,1.66304,1
NP07002,0.09411,1
NP06013,0.94857,1
NP07905,-0.49552,1
NP06037,1.6355,1
NP06312,2.19539,1
NP09289,-0.01509,1
NP01011,0.58951,1
NP01453,0.13868,1
NP06668,0.16795,1
NP02209,0.02343,1
NP01806,-1.18459,1
NP09844,1.67228,1
NP02902,0.80149,1
NP01105,4.96529,1
NP06071,0.93203,1
NP07560,-0.43626,1
NP00803,6.7133,1
NP02175,-0.25829,1
NP11065,-0.25293,1
NP06911,-0.00858,1
NP04654,-1.04138,1
NP00357,1.37542,1
NP05821,1.05311,1
NP09379,-0.45442,1
NP01973,0.24702,1
NP10650,1.40089,1
NP09728,2.60005,1
NP11120,0.4381,1
NP08528,-0.91147,1
NP10951,1.67006,1
NP03962,-0.21447,1
NP05936,0.33989,1
NP08204,1.19392,1
NP08996,-0.52503,1
NP07496,-0.4102,1
NP09370,0.9186,1
NP07908,-0.50614,1
NP06403,0.43539,1
NP06054,0.012,1
NP04810,-1.00442,1
NP11371,-1.01645,1
NP07837,0.80948,1
NP09481,0.39387,1
NP02239,1.36789,1
NP07453,0.54554,1
NP04764,-0.71085,1
NP04158,0.4871,1
NP06987,0.0689,1
NP01433,0.1043,1
NP04534,-0.33667,1
NP07086,2.3574,1
NP05516,-0.06597,1
NP05063,0.45916,1
NP07269,0.28846,1
NP02755,0.01358,1
NP05160,-0.92149,1
NP06035,1.09209,1
NP09486,1.25992,1
NP11162,-0.45701,1
NP04918,-0.20204,1
NP02297,-0.0633,1
NP04799,-0.02701,1
NP06246,-0.63864,1
NP06774,-0.34677,1
NP05423,-0.75377,1
NP05932,0.45256,1
NP06294,-0.53821,1
NP02530,-0.13631,1
NP10595,-0.55021,1
NP03760,-0.08127,1
NP09525,1.77476,1
NP08660,1.16782,1
NP07479,1.69176,1
NP07037,0.11998,1
NP07434,1.12748,1
NP09477,2.26784,1
NP06784,0.06711,1
NP07355,-0.46429,1
NP06870,1.00659,1
NP09352,1.05734,1
NP07707,-1.0353,1
NP09784,0.76445,1
NP01353,-1.10021,1
NP09887,-0.1319,1
NP04674,-0.61262,1
NP09161,-0.50629,1
NP05120,0.77579,1
NP05410,0.78951,1
NP09361,1.69568,1
NP09284,0.47405,1
NP08168,-1.09522,1
NP00761,0.53255,1
NP02104,0.56959,1
NP03207,1.1757,1
NP11365,-0.44877,1
NP02019,-1.13329,1
NP02207,0.65688,1
NP05328,0.12405,1
NP04642,-0.26384,1
NP07101,0.56988,1
NP07414,0.05699,1
NP00909,1.7691,1
NP08937,-0.36487,1
NP07140,1.78103,1
NP07351,0.00521,1
NP07928,-0.73896,1
NP09752,0.05303,1
NP10729,0.74107,1
NP10907,1.19688,1
NP10303,-1.07285,1
NP03765,0.07477,1
NP09802,0.96792,1
NP03485,0.77256,1
NP02446,0.09064,1
NP07268,0.9238,1
NP07668,-0.29203,1
NP04708,0.79306,1
NP05887,1.71507,1
NP09362,1.60115,1
NP01350,-0.92922,1
NP02533,-0.38162,1
NP05110,-0.75464,1
NP04072,-0.45184,1
NP06286,-0.09468,1
NP05525,0.46983,1
NP08523,0.29332,1
NP09921,-0.24544,1
NP07040,0.61207,1
NP01821,-0.20387,1
NP09789,2.62989,1
NP00034,-0.71049,1
NP07665,-0.09996,1
NP06185,3.34249,1
NP07813,-0.87392,1
NP01054,-0.06825,1
NP09908,-1.08255,1
NP05451,0.40845,1
NP08483,0.63181,1
NP00352,0.09513,1
NP03774,-0.13628,1
NP06815,-0.91127,1
NP04705,1.28052,1
NP03766,-0.67368,1
NP11075,0.92209,1
NP04789,-0.37429,1
NP09791,3.59678,1
NP06287,1.16672,1
NP08651,-0.08101,1
NP06344,1.02289,1
NP07954,-0.45466,1
NP10623,-0.30921,1
NP04197,-0.3602,1
NP08666,-0.39361,1
NP02281,-0.40907,1
NP02028,-0.51542,1
NP05644,-0.30664,1
NP02242,0.14563,1
NP07290,1.32307,1
NP04798,1.08249,1
NP06231,5.06626,1
NP07262,0.77673,1
NP07626,0.30327,1
NP08057,1.05375,1
NP06826,0.29366,1
NP07336,-0.15425,1
NP04359,-0.17681,1
NP05295,-0.11278,1
NP04666,-1.22161,1
NP06429,0.78343,1
NP07720,-0.88497,1
NP01893,-0.56918,1
NP07432,-0.40144,1
NP08838,-0.04035,1
NP07048,1.52608,1
NP07092,0.43379,1
NP11347,-1.10091,1
NP03368,-0.00193,1
NP06836,0.69521,1
NP09588,2.71967,1
NP07359,0.98428,1
NP05728,1.62467,1
NP02023,0.49728,1
NP03799,-0.56367,1
NP01356,-0.66969,1
NP08565,-0.94357,1
NP06625,1.29036,1
NP05092,-0.15308,1
NP06869,-0.00802,1
NP00041,-1.20264,1
NP06243,0.14871,1
NP11322,-0.16737,1
NP06806,-0.08667,1
NP06903,-0.22867,1
NP10783,0.90909,1
NP02526,0.25206,1
NP09356,0.80285,1
NP02520,0.86965,1
NP01819,-0.75152,1
NP06169,0.32207,1
NP01411,0.52777,1
NP01226,-0.42326,1
NP01741,2.04594,1
NP07230,-0.14774,1
NP01768,-0.68402,1
NP10810,-0.21334,1
NP02079,1.03166,1
NP02177,-0.88028,1
NP04276,0.30011,1
NP08176,-1.02115,1
NP04628,-0.65264,1
NP04221,-0.86256,1
NP01529,-0.36985,1
NP09265,0.98985,1
NP10292,0.98553,1
NP02816,-0.25157,1
NP01352,-0.53778,1
NP08544,1.46187,1
NP11369,-0.58443,1
NP06971,0.85517,1
NP03791,-0.27482,1
NP07383,2.72767,1
NP07439,1.37152,1
NP01250,-0.23607,1
NP01533,-0.8398,1
NP05506,0.36916,1
NP08518,1.75758,1
NP07575,-0.37929,1
NP02125,-0.31851,1
NP09051,-0.90019,1
NP08487,0.84653,1
NP01898,3.28083,1
NP03523,0.32847,1
NP07577,0.03222,1
NP01295,-0.73833,1
NP02584,0.16304,1
NP06557,0.18138,1
NP08704,-0.06166,1
NP03762,-1.02662,1
NP01775,0.74624,1
NP06703,-0.17683,1
NP08253,-0.47172,1
NP06706,-0.78023,1
NP09779,2.28544,1
NP06981,-0.41786,1
NP04814,0.36875,1
NP07571,-0.98163,1
NP06573,0.36779,1
NP01420,-0.54017,1
NP08587,0.57968,1
NP03846,2.44613,1
NP09154,-0.44373,1
NP04206,-0.41173,1
NP05003,0.97995,1
NP07241,-0.79099,1
NP07494,0.01369,1
NP01247,-1.06515,1
NP07861,-0.56914,1
NP02789,-0.67782,1
NP06857,1.60649,1
NP01386,-0.75199,1
NP06420,4.40692,1
NP08245,-0.65291,1
NP06575,-0.05714,1
NP07273,2.1521,1
NP06252,-0.01844,1
NP09210,-0.06784,1
NP07421,-0.41667,1
NP08446,0.49034,1
NP06432,-0.09031,1
NP09755,0.00509,1
NP04054,0.15922,1
NP00885,5.1267,1
NP03057,-0.72043,1
NP04287,0.55944,1
NP07623,-0.19573,1
NP07387,2.80603,1
NP01494,-0.61755,1
NP05413,-0.54773,1
NP04195,0.36093,1
NP03592,-0.53657,1
NP09722,0.74838,1
NP02008,-1.05041,1
NP02984,0.31584,1
NP05732,-0.47608,1
NP08167,-0.66273,1
NP06962,1.04942,1
NP01695,0.78352,1
NP05218,-0.34102,1
NP04802,0.6661,1
NP06862,2.04586,1
NP03744,0.64724,1
NP08202,1.56078,1
NP05004,0.18232,1
NP10833,3.08936,1
NP05208,0.95894,1
NP01752,1.01995,1
NP02251,-0.90789,1
NP09152,0.08016,1
NP01292,0.82502,1
NP06275,0.53544,1
NP09386,-0.07192,1
NP07274,1.33836,1
NP07232,1.03957,1
NP08056,0.57522,1
NP02561,-0.66631,1
NP07940,0.58713,1
NP02883,0.439,1
NP08546,0.0499,1
NP05089,2.77206,1
NP03759,-0.17802,1
NP06758,-0.92678,1
NP11314,-0.44862,1
NP03367,0.32676,1
NP09774,2.74544,1
NP01528,-0.39831,1
NP01731,2.0804,1
NP01535,-0.13956,1
NP04211,-0.46611,1
NP05642,-0.56933,1
NP05184,-0.01196,1
