,Aromaticity,y
Neg_2082,2.37436,0
Neg_1591,0.4771,0
Neg_1470,-0.28501,0
Neg_1509,-0.21074,0
Neg_77,-0.57546,0
Neg_1247,0.39791,0
Neg_2122,-0.916,0
Neg_1953,-0.43066,0
Neg_2894,-0.33061,0
Neg_1260,-0.31896,0
Neg_2719,1.41246,0
Neg_2111,0.29771,0
Neg_1531,-0.15406,0
Neg_1519,-0.43066,0
Neg_2540,0.14276,0
Neg_2113,2.83607,0
Neg_1965,-1.47323,0
Neg_48,-0.81365,0
Neg_625,-0.00415,0
Neg_2721,-0.93457,0
Neg_2716,-0.89609,0
Neg_1116,1.06618,0
Neg_2714,0.61191,0
Neg_729,-1.19461,0
Neg_770,-0.00415,0
Neg_1441,-1.47323,0
Neg_1629,0.54675,0
Neg_65,-0.93457,0
Neg_2121,-0.00415,0
Neg_271,0.66109,0
Neg_2572,-1.093,0
Neg_2089,0.35619,0
Neg_655,0.34249,0
Neg_806,0.46595,0
Neg_1034,0.05129,0
Neg_2211,0.19029,0
Neg_393,0.0806,0
Neg_2684,-0.84363,0
Neg_2028,-1.04797,0
Neg_1695,0.4771,0
Neg_1024,-0.31896,0
Neg_881,-0.78558,0
Neg_2862,-0.79042,0
Neg_632,0.22781,0
Neg_665,0.68142,0
Neg_1699,-0.52265,0
Neg_1752,-0.31896,0
Neg_1536,0.29771,0
Neg_1132,-0.83534,0
Neg_692,0.42793,0
Neg_2046,-0.66524,0
Neg_866,0.17015,0
Neg_719,-1.10596,0
Neg_2407,-1.47323,0
Neg_668,-0.78558,0
Neg_2488,-0.12658,0
Neg_359,1.68849,0
Neg_1168,2.22046,0
Neg_578,0.01084,0
Neg_2655,0.58348,0
Neg_1419,0.0658,0
Neg_426,-1.47323,0
Neg_1644,-0.70371,0
Neg_643,0.63458,0
Neg_1902,-0.7999,0
Neg_385,-0.31896,0
Neg_2361,0.60447,0
Neg_907,0.69253,0
Neg_399,-0.7999,0
Neg_1577,0.37361,0
Neg_2127,-0.05924,0
Neg_73,0.73812,0
Neg_2598,0.09063,0
Neg_516,-1.47323,0
Neg_1466,-0.96824,0
Neg_672,-0.08014,0
Neg_630,-0.92233,0
Neg_39,-0.18044,0
Neg_2465,-0.12658,0
Neg_2722,-0.31896,0
Neg_2105,-0.73869,0
Neg_1077,0.14276,0
Neg_2550,0.03001,0
Neg_1756,-0.2762,0
Neg_172,0.09063,0
Neg_1428,0.54675,0
Neg_797,-0.6913,0
Neg_2239,-0.03039,0
Neg_1268,-0.59973,0
Neg_112,-0.67521,0
Neg_2432,-1.12941,0
Neg_1624,0.7712,0
Neg_1571,2.74239,0
Neg_753,-1.47323,0
Neg_1875,-0.00415,0
Neg_2353,0.22781,0
Neg_1805,-1.23204,0
Neg_1530,-1.12571,0
Neg_357,-0.30505,0
Neg_695,0.70563,0
Neg_551,-0.12658,0
Neg_2897,-0.26124,0
Neg_438,0.02614,0
Neg_858,-0.7999,0
Neg_1072,-0.08014,0
Neg_698,-0.59973,0
Neg_2433,-0.87472,0
Neg_186,-0.54093,0
Neg_1915,-0.34204,0
Neg_2470,-0.39591,0
Neg_1547,-0.00415,0
Neg_313,0.07399,0
Neg_1232,0.32231,0
Neg_2015,0.3476,0
Neg_1413,-0.59973,0
Neg_1495,-0.57546,0
Neg_2297,-1.47323,0
Neg_416,1.66897,0
Neg_1252,-0.92544,0
Neg_1013,-0.33521,0
Neg_1631,-1.47323,0
Neg_874,0.17574,0
Neg_1984,-0.77063,0
Neg_1431,-1.02435,0
Neg_505,-1.47323,0
Neg_2401,-0.43066,0
Neg_2119,-1.31163,0
Neg_1685,2.14881,0
Neg_2727,-0.35876,0
Neg_1640,0.36777,0
Neg_1134,-0.68495,0
Neg_799,-0.02066,0
Neg_790,0.66109,0
Neg_2135,-0.64875,0
Neg_2208,0.46595,0
Neg_1475,-1.47323,0
Neg_1085,0.77688,0
Neg_1713,1.14087,0
Neg_309,-0.44175,0
Neg_1162,-0.96824,0
Neg_2075,1.95462,0
Neg_1698,-1.16833,0
Neg_518,-0.12658,0
Neg_1163,-0.15789,0
Neg_1359,-0.0557,0
Neg_1119,-0.04736,0
Neg_2643,1.18319,0
Neg_277,-0.59498,0
Neg_1587,-0.84363,0
Neg_2585,-0.98354,0
Neg_1060,-1.47323,0
Neg_330,0.21009,0
Neg_1369,-0.12658,0
Neg_2785,0.03001,0
Neg_2535,-0.54981,0
Neg_1564,-1.2606,0
Neg_2036,-0.28501,0
Neg_1200,-0.98354,0
Neg_1709,-0.47571,0
Neg_1329,-0.14502,0
Neg_32,-0.43066,0
Neg_776,0.71054,0
Neg_437,0.2459,0
Neg_2653,0.03502,0
Neg_95,-0.12658,0
Neg_1757,0.19848,0
Neg_780,-0.37142,0
Neg_1804,-0.38135,0
Neg_1545,0.21009,0
Neg_2797,-1.47323,0
Neg_430,0.22781,0
Neg_1573,0.95075,0
Neg_1378,-0.81365,0
Neg_473,0.01518,0
Neg_649,-1.47323,0
Neg_524,0.23781,0
Neg_1517,-1.47323,0
Neg_880,-0.23016,0
Neg_1693,-0.19745,0
Neg_1092,1.10298,0
Neg_1226,-0.24368,0
Neg_246,1.0129,0
Neg_442,0.99828,0
Neg_2422,-0.57546,0
Neg_2661,0.15908,0
Neg_2189,0.0658,0
Neg_673,-0.52265,0
Neg_2244,1.15745,0
Neg_613,-0.79042,0
Neg_1133,-0.19745,0
Neg_1919,-0.39591,0
Neg_1393,-1.47323,0
Neg_1980,-1.47323,0
Neg_195,-1.24879,0
Neg_2354,-1.08847,0
Neg_2388,0.68142,0
Neg_1181,0.63458,0
Neg_1550,-0.46324,0
Neg_2158,0.71054,0
Neg_2197,-0.00415,0
Neg_2274,-0.02066,0
Neg_2679,-1.23903,0
Neg_1439,-0.0368,0
Neg_2281,-0.69444,0
Neg_2841,2.37436,0
Neg_2266,0.28966,0
Neg_571,-0.66524,0
Neg_1009,-0.25362,0
Neg_1655,-0.12658,0
Neg_1487,1.22008,0
Neg_28,-0.50364,0
Neg_2509,-0.12658,0
Neg_2175,-0.16297,0
Neg_2232,-0.5337,0
Neg_201,-1.47323,0
Neg_1333,-0.88202,0
Neg_2778,0.97524,0
Neg_1704,0.4771,0
Neg_2156,-0.26124,0
Neg_1706,0.71054,0
Neg_143,-1.0423,0
Neg_2595,-1.03648,0
Neg_166,0.45631,0
Neg_2209,0.75572,0
Neg_1608,0.45056,0
Neg_1581,-1.3049,0
Neg_1609,-0.41933,0
Neg_865,0.91101,0
Neg_666,-1.09742,0
Neg_1267,-0.23016,0
Neg_639,0.78915,0
Neg_1590,1.44085,0
Neg_1701,0.0658,0
Neg_1093,-0.8517,0
Neg_752,0.26706,0
Neg_1210,0.61191,0
Neg_2603,-1.26868,0
Neg_463,-0.70371,0
Neg_972,-0.249,0
Neg_1224,1.46493,0
Neg_1027,0.90822,0
Neg_2430,-0.63738,0
Neg_282,0.75572,0
Neg_421,-0.97601,0
Neg_986,-0.33253,0
Neg_1349,-0.12658,0
Neg_495,1.11235,0
Neg_2223,0.54675,0
Neg_2245,-0.16297,0
Neg_522,-0.00415,0
Neg_490,0.28328,0
Neg_153,-0.43066,0
Neg_1916,-0.31896,0
Neg_2569,-0.79282,0
Neg_1724,-0.04736,0
Neg_220,0.75572,0
Neg_573,-1.47323,0
Neg_2008,-0.58533,0
Neg_2076,-0.46324,0
Neg_1440,-0.37765,0
Neg_1258,-0.58533,0
Neg_2009,-1.47323,0
Neg_486,-0.59973,0
Neg_555,-0.5337,0
Neg_232,-1.47323,0
Neg_1407,0.25818,0
Neg_637,2.19947,0
Neg_2372,-0.70371,0
Neg_338,0.07399,0
Neg_192,0.49216,0
Neg_1926,-1.21673,0
Neg_1337,-0.70371,0
Neg_2531,0.88342,0
Neg_765,-0.21402,0
Neg_98,2.11785,0
Neg_2026,0.32231,0
Neg_1650,0.34249,0
Neg_386,-0.62271,0
Neg_14,-0.17301,0
Neg_1660,-0.00415,0
Neg_2005,-0.54981,0
Neg_2292,-0.20579,0
Neg_117,-0.31896,0
Neg_424,-0.75502,0
Neg_2444,-1.47323,0
Neg_1668,-0.33521,0
Neg_1025,-0.87472,0
Neg_164,0.0658,0
Neg_2016,-0.46324,0
Neg_2102,-0.916,0
Neg_247,-0.52265,0
Neg_488,0.95075,0
Neg_679,-0.2762,0
Neg_818,-1.47323,0
Neg_2499,0.03001,0
Neg_1976,-0.43066,0
Neg_2906,1.33718,0
Neg_1983,1.75875,0
Neg_2100,0.21009,0
Neg_2451,-1.47323,0
Neg_888,-0.96022,0
Neg_402,0.93356,0
Neg_569,1.46493,0
Neg_1480,0.46595,0
Neg_2632,-0.61366,0
Neg_1799,-0.45261,0
Neg_1198,0.43815,0
Neg_105,0.54675,0
Neg_536,3.9134,0
Neg_382,-1.05888,0
Neg_2073,0.27378,0
Neg_530,-1.19461,0
Neg_1566,-1.47323,0
Neg_1996,-0.46324,0
Neg_827,-0.77063,0
Neg_800,-0.12658,0
Neg_1849,-0.50364,0
Neg_6,-0.19745,0
Neg_174,-1.47323,0
Neg_2072,-0.2762,0
Neg_1934,-1.47323,0
Neg_615,-0.23016,0
Neg_425,-0.75502,0
Neg_1646,-0.00415,0
Neg_738,-1.47323,0
Neg_1286,0.0658,0
Neg_963,-1.22839,0
Neg_2190,-0.23016,0
Neg_212,-0.66524,0
Neg_730,-0.249,0
Neg_319,0.63458,0
Neg_1401,-0.8517,0
Neg_1035,-0.6913,0
Neg_1190,-0.50364,0
Neg_1508,-1.07909,0
Neg_1653,0.71794,0
Neg_2304,0.19848,0
Neg_1355,-1.47323,0
Neg_1434,0.98588,0
Neg_2485,0.0658,0
Neg_367,-0.00415,0
Neg_1625,-0.44721,0
Neg_2700,-1.47323,0
Neg_150,0.12,0
Neg_30,-0.85957,0
Neg_452,-0.26984,0
Neg_905,1.0129,0
Neg_2519,-0.62271,0
Neg_1361,-1.47323,0
Neg_2014,0.09787,0
Neg_2510,0.14276,0
Neg_2920,0.46595,0
Neg_1963,0.22781,0
Neg_311,0.62157,0
Neg_134,-0.49385,0
Neg_194,-1.23903,0
Neg_947,0.41559,0
Neg_1215,-0.15406,0
Neg_882,1.05175,0
Neg_1465,-1.47323,0
Neg_1711,-0.6913,0
Neg_956,-0.81365,0
Neg_99,-0.59498,0
Neg_2313,-0.50364,0
Neg_1819,-0.0368,0
Neg_1891,-0.98354,0
Neg_119,-0.48385,0
Neg_2288,-0.38135,0
Neg_2253,0.12,0
Neg_2736,-1.2039,0
Neg_2730,-0.14242,0
Neg_2856,0.10763,0
Neg_1186,-0.66524,0
Neg_850,-1.03648,0
Neg_1774,-1.47323,0
Neg_1923,-0.12658,0
Neg_1266,-1.01803,0
Neg_652,0.54675,0
Neg_1259,-0.82684,0
Neg_2822,0.32231,0
Neg_804,0.48554,0
Neg_1565,-0.45261,0
Neg_1331,-1.47323,0
Neg_1375,-0.7999,0
Neg_1537,-1.47323,0
Neg_304,-0.30223,0
Neg_1554,0.14276,0
Neg_466,-1.47323,0
Neg_1562,0.14276,0
Neg_2565,1.29703,0
Neg_394,-1.07422,0
Neg_2558,-0.65708,0
Neg_544,-0.23016,0
Neg_179,-1.06924,0
Neg_1057,0.22781,0
Neg_2837,-0.29491,0
Neg_1053,1.22008,0
Neg_2283,-0.8517,0
Neg_1612,-0.06803,0
Neg_700,0.2459,0
Neg_2176,-0.35876,0
Neg_1761,0.83532,0
Neg_2213,0.19029,0
Neg_1829,1.17988,0
Neg_1338,-0.41357,0
Neg_1346,-0.31896,0
Neg_441,-1.47323,0
Neg_1743,0.21009,0
Neg_2367,0.73039,0
Neg_337,0.18419,0
Neg_1371,-0.98354,0
Neg_2743,-1.47323,0
Neg_500,1.11235,0
Neg_408,-1.47323,0
Neg_2761,-0.03039,0
Neg_2584,1.22008,0
Neg_142,-0.01884,0
Neg_225,-1.47323,0
Neg_1476,2.34954,0
Neg_1498,-1.00483,0
Neg_1385,-0.43066,0
Neg_2698,0.46595,0
Neg_295,1.03434,0
Neg_2362,0.46595,0
Neg_867,-0.21074,0
Neg_1314,-0.52265,0
Neg_1398,-0.06803,0
Neg_817,-0.70371,0
Neg_1403,0.0577,0
Neg_959,-0.62271,0
Neg_108,1.75875,0
Neg_2110,-0.82684,0
Neg_2117,0.01845,0
Neg_2310,-1.47323,0
Neg_1813,0.14276,0
Neg_869,0.63458,0
Neg_1682,-0.37765,0
Neg_902,0.93869,0
Neg_1135,-0.62271,0
Neg_485,-0.31896,0
Neg_1645,0.78568,0
Neg_221,-0.96824,0
Neg_838,0.65307,0
Neg_2064,-0.66524,0
Neg_1339,-0.82684,0
Neg_2271,-0.63738,0
Neg_1951,-0.55506,0
Neg_1856,-1.22462,0
Neg_1003,-0.48787,0
Neg_1901,-1.04797,0
Neg_1563,-1.26336,0
Neg_2201,1.0277,0
Neg_2575,1.53326,0
Neg_1221,-0.81365,0
Neg_340,0.7712,0
Neg_1074,-1.47323,0
Neg_1374,-1.47323,0
Neg_2571,-0.31896,0
Neg_1183,-0.98844,0
Neg_2870,0.63458,0
Neg_1083,0.60447,0
Neg_167,-0.916,0
Neg_344,-1.47323,0
Neg_1326,0.32231,0
Neg_1370,0.68142,0
Neg_2695,-0.69444,0
Neg_1058,0.73039,0
Neg_1678,0.95075,0
Neg_610,0.49749,0
Neg_897,-0.65501,0
Neg_132,-0.20579,0
Neg_677,-0.43066,0
Neg_813,-0.89609,0
Neg_1019,0.78164,0
Neg_828,0.14276,0
Neg_1816,0.60447,0
Neg_253,-1.08384,0
Neg_1690,0.14276,0
Neg_467,-0.75502,0
Neg_1677,-0.46324,0
Neg_1184,-0.57546,0
Neg_2363,-0.78558,0
Neg_2801,-0.52265,0
Neg_1607,0.17015,0
Neg_2193,-0.6913,0
Neg_427,-1.21259,0
Neg_792,0.14276,0
Neg_1150,0.28328,0
Neg_1620,-1.47323,0
Neg_329,-1.47323,0
Neg_412,-0.29491,0
Neg_2107,-0.05258,0
Neg_1347,0.61191,0
Neg_2649,1.37851,0
Neg_1559,2.46315,0
Neg_176,0.69456,0
Neg_826,1.22008,0
Neg_1461,-0.66524,0
Neg_281,-0.00415,0
Neg_2733,-0.67848,0
Neg_2492,0.09063,0
Neg_623,0.14276,0
Neg_2280,-0.09792,0
Neg_751,-0.25362,0
Neg_2711,0.26439,0
Neg_844,0.46595,0
Neg_2577,-0.916,0
Neg_1087,1.02572,0
Neg_388,-0.52265,0
Neg_670,0.05129,0
Neg_1159,0.74875,0
Neg_2772,-0.64875,0
Neg_1736,-0.0368,0
Neg_339,0.30258,0
Neg_2366,-0.00415,0
Neg_331,-1.14344,0
Neg_1388,-0.1907,0
Neg_2112,0.09787,0
Neg_1610,0.09063,0
Neg_2146,-0.82684,0
Neg_525,-0.96824,0
Neg_2300,1.95462,0
Neg_714,-0.81365,0
Neg_236,-0.71574,0
Neg_1515,0.48554,0
Neg_985,-0.0881,0
Neg_198,0.58348,0
Neg_2591,-0.52265,0
Neg_1102,-0.74966,0
Neg_1654,-0.31896,0
Neg_2167,-0.40775,0
Neg_1270,0.19848,0
Neg_590,-1.30313,0
Neg_1115,0.92083,0
Neg_2846,-0.57546,0
Neg_1838,0.45893,0
Neg_548,-1.47323,0
Neg_2526,-0.7999,0
Neg_1922,-0.23016,0
Neg_2471,0.32231,0
Neg_1459,1.26573,0
Neg_2356,-1.47323,0
Neg_801,0.01084,0
Neg_553,1.63444,0
Neg_1811,-0.21074,0
Neg_1158,0.66558,0
Neg_391,-0.46324,0
Neg_269,-0.12658,0
Neg_2109,0.34063,0
Neg_1279,0.37842,0
Neg_197,-1.47323,0
Neg_2312,-1.22839,0
Neg_1754,0.30041,0
Neg_61,-1.47323,0
Neg_587,0.27378,0
Neg_35,0.25818,0
Neg_1452,-1.47323,0
Neg_341,1.9896,0
Neg_709,0.32231,0
Neg_1623,-0.73869,0
Neg_1835,0.22781,0
Neg_1499,1.07833,0
Neg_2701,-1.07909,0
Neg_185,-0.77063,0
Neg_532,-1.47323,0
Neg_1049,0.41559,0
Neg_2203,0.45056,0
Neg_351,0.34063,0
Neg_1511,0.18419,0
Neg_432,-1.47323,0
Neg_1708,-0.82684,0
Neg_1616,-0.8517,0
Neg_316,2.74239,0
Neg_1845,-0.46324,0
Neg_1042,-1.26336,0
Neg_2467,-0.55852,0
Neg_76,-1.08847,0
Neg_383,-0.62271,0
Neg_1783,-0.86343,0
Neg_2387,-1.12941,0
Neg_161,-1.26336,0
Neg_297,0.54675,0
Neg_1854,-0.99794,0
Neg_1749,0.98588,0
Neg_1467,-0.72161,0
Neg_1234,-0.39591,0
Neg_969,-0.99794,0
Neg_2061,1.09766,0
Neg_241,-0.49385,0
Neg_350,-0.46324,0
Neg_124,-1.47323,0
Neg_2482,-0.59498,0
Neg_1086,0.28328,0
Neg_2791,-1.02435,0
Neg_1879,-0.64025,0
Neg_1827,0.19848,0
Neg_622,0.19848,0
Neg_658,-1.47323,0
Neg_791,1.60484,0
Neg_1472,-0.63157,0
Neg_196,-0.06803,0
Neg_1282,0.18419,0
Neg_944,0.89688,0
Neg_2374,-1.47323,0
Neg_1523,-0.18779,0
Neg_883,-1.15004,0
Neg_498,-0.63157,0
Neg_547,0.18419,0
Neg_1867,-0.21074,0
Neg_2901,-0.83951,0
Neg_1209,0.41782,0
Neg_663,-0.81365,0
Neg_52,0.30258,0
Neg_2436,-0.04736,0
Neg_942,-0.46324,0
Neg_2853,-0.06803,0
Neg_2596,0.41209,0
Neg_2788,-1.01152,0
Neg_1613,0.0658,0
Neg_376,-0.20223,0
Neg_1539,-0.18044,0
Neg_2129,1.30425,0
Neg_1776,0.21792,0
Neg_2748,-1.47323,0
Neg_2084,-0.00415,0
Neg_934,0.68142,0
Neg_2877,0.60447,0
Neg_1288,-1.47323,0
Neg_2819,-0.87472,0
Neg_1930,0.22781,0
Neg_2505,-0.62271,0
Neg_1975,-0.50364,0
Neg_2331,-1.47323,0
Neg_1728,0.92083,0
Neg_1310,0.14276,0
Neg_852,0.22781,0
Neg_2633,-0.06803,0
Neg_1747,0.80281,0
Neg_812,-0.66524,0
Neg_2030,-0.59973,0
Neg_1551,0.32231,0
Neg_1679,0.35933,0
Neg_1249,1.22008,0
Neg_243,-0.73869,0
Neg_2817,1.03434,0
Neg_554,-1.21673,0
Neg_756,-0.7999,0
Neg_276,-1.0535,0
Neg_2656,-0.12658,0
Neg_480,0.68142,0
Neg_1664,-0.2908,0
Neg_149,-0.04736,0
Neg_2104,-0.916,0
Neg_657,-0.00415,0
Neg_946,-0.916,0
Neg_2273,-0.57546,0
Neg_550,3.01563,0
Neg_2142,0.28966,0
Neg_987,0.42793,0
Neg_207,0.32231,0
Neg_1126,0.52182,0
Neg_2865,-1.11009,0
Neg_2504,0.83532,0
Neg_2,-0.39591,0
Neg_2607,-0.7603,0
Neg_137,0.19848,0
Neg_1020,-0.82684,0
Neg_1755,-1.12941,0
Neg_1942,1.1332,0
Neg_1684,-1.47323,0
Neg_1807,-0.81365,0
Neg_2548,-0.18044,0
Neg_1931,-0.33921,0
Neg_368,-1.47323,0
NP01383,0.39137,1
NP06615,-0.55852,1
NP07289,2.93401,1
NP10706,1.46493,1
NP06413,0.32231,1
NP07002,1.0129,1
NP06013,3.49904,1
NP07905,-1.47323,1
NP06037,2.25597,1
NP06312,1.75875,1
NP09289,1.22008,1
NP01011,-0.23016,1
NP01453,-1.47323,1
NP06668,-1.47323,1
NP02209,-0.18044,1
NP01806,-0.62271,1
NP09844,1.22008,1
NP02902,-0.12658,1
NP01105,1.46493,1
NP06071,0.83532,1
NP07560,0.68142,1
NP00803,1.46493,1
NP02175,-0.93457,1
NP11065,0.0477,1
NP06911,-0.64452,1
NP04654,-0.53643,1
NP00357,0.18419,1
NP05821,3.49904,1
NP09379,-0.47878,1
NP01973,-0.73869,1
NP10650,-0.39591,1
NP09728,0.83532,1
NP11120,-0.64452,1
NP08528,-0.98354,1
NP10951,-0.00415,1
NP03962,-0.77063,1
NP05936,0.03001,1
NP08204,3.05154,1
NP08996,0.54675,1
NP07496,-0.20579,1
NP09370,0.22781,1
NP07908,-1.47323,1
NP06403,0.75572,1
NP06054,-0.8517,1
NP04810,0.63458,1
NP11371,-0.19745,1
NP07837,-0.00415,1
NP09481,-0.77063,1
NP02239,0.14276,1
NP07453,1.22008,1
NP04764,-0.70371,1
NP04158,1.0129,1
NP06987,1.05175,1
NP01433,-1.17942,1
NP04534,-1.47323,1
NP07086,1.9896,1
NP05516,-1.05888,1
NP05063,0.19029,1
NP07269,0.19848,1
NP02755,0.32231,1
NP05160,-0.23016,1
NP06035,2.25597,1
NP09486,0.68142,1
NP11162,-0.77818,1
NP04918,0.68142,1
NP02297,-0.57546,1
NP04799,-0.59973,1
NP06246,-0.16297,1
NP06774,-1.47323,1
NP05423,0.54675,1
NP05932,-0.00415,1
NP06294,-0.35876,1
NP02530,0.83532,1
NP10595,-0.21635,1
NP03760,-0.35876,1
NP09525,1.55675,1
NP08660,0.83532,1
NP07479,-0.00415,1
NP07037,1.46493,1
NP07434,-0.66524,1
NP09477,0.54675,1
NP06784,0.32231,1
NP07355,-1.47323,1
NP06870,1.0129,1
NP09352,0.22781,1
NP07707,0.7712,1
NP09784,1.07833,1
NP01353,0.7712,1
NP09887,-0.59973,1
NP04674,-0.33521,1
NP09161,-0.66524,1
NP05120,-0.59973,1
NP05410,-0.62271,1
NP09361,-0.23016,1
NP09284,-0.52265,1
NP08168,-1.47323,1
NP00761,1.46493,1
NP02104,-0.82684,1
NP03207,1.22008,1
NP11365,0.90322,1
NP02019,-1.47323,1
NP02207,-0.62271,1
NP05328,-0.23016,1
NP04642,-0.52265,1
NP07101,-0.43066,1
NP07414,-0.66524,1
NP00909,2.3291,1
NP08937,-0.46324,1
NP07140,-1.47323,1
NP07351,1.55675,1
NP07928,-0.59973,1
NP09752,-0.00415,1
NP10729,0.68142,1
NP10907,-0.62271,1
NP10303,-0.70371,1
NP03765,-0.35876,1
NP09802,0.03001,1
NP03485,2.3291,1
NP02446,-0.04736,1
NP07268,2.56674,1
NP07668,-1.47323,1
NP04708,0.42793,1
NP05887,2.25597,1
NP09362,-0.2762,1
NP01350,0.32231,1
NP02533,0.32231,1
NP05110,-0.916,1
NP04072,1.22008,1
NP06286,-0.62271,1
NP05525,0.63458,1
NP08523,0.68142,1
NP09921,-1.04797,1
NP07040,1.46493,1
NP01821,-0.59973,1
NP09789,2.93401,1
NP00034,0.21792,1
NP07665,-0.66524,1
NP06185,1.46493,1
NP07813,1.31296,1
NP01054,2.77937,1
NP09908,-1.12193,1
NP05451,1.37851,1
NP08483,2.93401,1
NP00352,-0.06803,1
NP03774,-0.35876,1
NP06815,-0.12658,1
NP04705,-0.52265,1
NP03766,0.14276,1
NP11075,1.9896,1
NP04789,-0.73869,1
NP09791,1.46493,1
NP06287,-0.23016,1
NP08651,-0.12658,1
NP06344,-0.39591,1
NP07954,-0.70371,1
NP10623,-0.52265,1
NP04197,-0.23016,1
NP08666,0.95075,1
NP02281,-0.49385,1
NP02028,-1.16247,1
NP05644,-0.93457,1
NP02242,-0.52265,1
NP07290,1.22008,1
NP04798,-1.47323,1
NP06231,2.56674,1
NP07262,1.22008,1
NP07626,0.95075,1
NP08057,-0.23016,1
NP06826,1.37851,1
NP07336,0.68142,1
NP04359,-0.0881,1
NP05295,3.14388,1
NP04666,-0.02608,1
NP06429,-0.31896,1
NP07720,0.58973,1
NP01893,-0.70371,1
NP07432,-0.73869,1
NP08838,-1.47323,1
NP07048,1.46493,1
NP07092,-1.47323,1
NP11347,0.37361,1
NP03368,-0.7999,1
NP06836,2.40514,1
NP09588,2.25597,1
NP07359,1.07833,1
NP05728,-0.46324,1
NP02023,-0.44175,1
NP03799,-1.47323,1
NP01356,0.57232,1
NP08565,-0.62271,1
NP06625,-0.73869,1
NP05092,0.32231,1
NP06869,0.68142,1
NP00041,-0.17301,1
NP06243,-1.04797,1
NP11322,0.40038,1
NP06806,0.09063,1
NP06903,-1.47323,1
NP10783,0.68142,1
NP02526,2.11785,1
NP09356,0.68142,1
NP02520,0.42793,1
NP01819,-0.59973,1
NP06169,0.42793,1
NP01411,-1.47323,1
NP01226,-0.8856,1
NP01741,1.46493,1
NP07230,-0.7999,1
NP01768,-0.70371,1
NP10810,-0.00415,1
NP02079,-1.10596,1
NP02177,-0.49385,1
NP04276,1.31296,1
NP08176,-0.00415,1
NP04628,0.09063,1
NP04221,-0.93457,1
NP01529,-0.35876,1
NP09265,-0.87472,1
NP10292,0.75572,1
NP02816,1.46493,1
NP01352,0.80573,1
NP08544,-0.95195,1
NP11369,0.0577,1
NP06971,-0.39591,1
NP03791,-0.39591,1
NP07383,0.54675,1
NP07439,1.07833,1
NP01250,-0.0881,1
NP01533,-0.2762,1
NP05506,0.73039,1
NP08518,1.0129,1
NP07575,-1.47323,1
NP02125,-1.47323,1
NP09051,-0.17301,1
NP08487,-0.23016,1
NP01898,0.68142,1
NP03523,-0.00415,1
NP07577,-0.23016,1
NP01295,-1.47323,1
NP02584,0.0658,1
NP06557,-0.00415,1
NP08704,-1.47323,1
NP03762,-0.23016,1
NP01775,0.54675,1
NP06703,-1.07909,1
NP08253,-1.27373,1
NP06706,-0.49385,1
NP09779,1.0129,1
NP06981,-1.47323,1
NP04814,-0.06803,1
NP07571,0.32231,1
NP06573,-0.00415,1
NP01420,-0.57546,1
NP08587,0.83532,1
NP03846,1.46493,1
NP09154,-0.16297,1
NP04206,-0.06803,1
NP05003,0.19848,1
NP07241,0.0658,1
NP07494,-0.77063,1
NP01247,-0.43734,1
NP07861,-0.00415,1
NP02789,-0.00415,1
NP06857,2.93401,1
NP01386,0.46595,1
NP06420,1.22008,1
NP08245,-0.80913,1
NP06575,-1.47323,1
NP07273,-0.39591,1
NP06252,-0.00415,1
NP09210,-1.47323,1
NP07421,1.9896,1
NP08446,-1.47323,1
NP06432,-0.82684,1
NP09755,-1.47323,1
NP04054,-1.47323,1
NP00885,2.93401,1
NP03057,0.0658,1
NP04287,0.97524,1
NP07623,0.71054,1
NP07387,0.54675,1
NP01494,-0.3458,1
NP05413,-0.20579,1
NP04195,-0.16297,1
NP03592,-0.00415,1
NP09722,-0.31896,1
NP02008,-0.18044,1
NP02984,-0.39591,1
NP05732,1.60484,1
NP08167,-1.47323,1
NP06962,1.46493,1
NP01695,-0.40775,1
NP05218,0.92083,1
NP04802,-0.57546,1
NP06862,1.0129,1
NP03744,-1.47323,1
NP08202,0.90322,1
NP05004,1.22008,1
NP10833,1.0129,1
NP05208,-0.7999,1
NP01752,1.46493,1
NP02251,-1.47323,1
NP09152,-0.02299,1
NP01292,-0.66524,1
NP06275,-1.47323,1
NP09386,-0.52265,1
NP07274,2.56674,1
NP07232,-1.47323,1
NP08056,-0.31896,1
NP02561,-0.62271,1
NP07940,-1.47323,1
NP02883,1.55675,1
NP08546,-0.98354,1
NP05089,0.14276,1
NP03759,0.19848,1
NP06758,-1.47323,1
NP11314,0.14276,1
NP03367,-0.7999,1
NP09774,1.0129,1
NP01528,-0.31896,1
NP01731,1.46493,1
NP01535,-0.35876,1
NP04211,-0.06803,1
NP05642,1.46493,1
NP05184,-0.12658,1
NP04629,-0.30223,1
NP06902,-0.12658,1
NP06823,0.97524,1
NP09803,0.40582,1
NP01323,0.74045,1
NP03420,-1.47323,1
NP03500,0.83532,1
NP04372,-0.39591,1
NP00804,1.46493,1
NP00052,-0.78558,1
NP04822,-0.18044,1
NP04668,-0.10375,1
NP04716,-0.06803,1
NP01901,0.68142,1
NP06751,-1.03648,1
NP01483,-1.47323,1
NP01036,2.25597,1
NP01104,2.25597,1
NP06288,1.07833,1
NP04658,0.17015,1
NP07081,1.0129,1
NP05991,-0.39591,1
NP01733,-1.47323,1
NP09655,-0.46324,1
