,Janin,y
Neg_1595,-0.6409,0
Neg_1103,1.22918,0
Neg_510,-0.12999,0
Neg_2472,-1.01534,0
Neg_122,-0.98694,0
Neg_2290,0.93648,0
Neg_2696,-0.15836,0
Neg_1289,1.1446,0
Neg_1936,-0.66687,0
Neg_2265,1.78502,0
Neg_2555,0.76795,0
Neg_1580,-0.83639,0
Neg_2082,0.82457,0
Neg_1591,-1.0337,0
Neg_1470,0.00122,0
Neg_1509,-1.10418,0
Neg_77,1.38231,0
Neg_1247,-1.06787,0
Neg_2122,-0.80608,0
Neg_1953,-0.244,0
Neg_2894,-0.77972,0
Neg_1260,-0.86634,0
Neg_2719,-0.23808,0
Neg_2111,-0.27967,0
Neg_1531,-0.182,0
Neg_1519,-0.2187,0
Neg_2540,0.92822,0
Neg_2113,-0.19431,0
Neg_1965,-0.69905,0
Neg_48,-1.19894,0
Neg_625,-1.19523,0
Neg_2721,0.0204,0
Neg_2716,-0.58876,0
Neg_1116,-0.97737,0
Neg_2714,-0.26471,0
Neg_729,-0.74374,0
Neg_770,0.71475,0
Neg_1441,0.48349,0
Neg_1629,0.12612,0
Neg_65,-0.5662,0
Neg_2121,-0.90678,0
Neg_271,-0.71696,0
Neg_2572,-0.43744,0
Neg_2089,-0.91714,0
Neg_655,-1.1463,0
Neg_806,0.70044,0
Neg_1034,-0.28126,0
Neg_2211,0.39659,0
Neg_393,0.13885,0
Neg_2684,-0.89509,0
Neg_2028,-0.68166,0
Neg_1695,-1.04174,0
Neg_1024,2.59433,0
Neg_881,0.89722,0
Neg_2862,-0.18037,0
Neg_632,2.12924,0
Neg_665,-1.45269,0
Neg_1699,-1.11317,0
Neg_1752,-0.08207,0
Neg_1536,0.57607,0
Neg_1132,-0.66392,0
Neg_692,-0.78978,0
Neg_2046,-0.7443,0
Neg_866,0.04592,0
Neg_719,0.83498,0
Neg_2407,0.23477,0
Neg_668,-0.80846,0
Neg_2488,-0.80869,0
Neg_359,-1.13965,0
Neg_1168,-1.10111,0
Neg_578,-1.11721,0
Neg_2655,-0.37144,0
Neg_1419,0.15688,0
Neg_426,-0.67153,0
Neg_1644,0.57133,0
Neg_643,0.7283,0
Neg_1902,-0.04525,0
Neg_385,-0.47095,0
Neg_2361,-0.52754,0
Neg_907,-0.77239,0
Neg_399,-0.26927,0
Neg_1577,-1.01452,0
Neg_2127,0.29942,0
Neg_73,-0.67201,0
Neg_2598,-1.16553,0
Neg_516,-0.52609,0
Neg_1466,0.07714,0
Neg_672,0.60669,0
Neg_630,-0.22051,0
Neg_39,0.49019,0
Neg_2465,0.24305,0
Neg_2722,-0.52584,0
Neg_2105,-0.45365,0
Neg_1077,-0.17837,0
Neg_2550,-0.19614,0
Neg_1756,0.26658,0
Neg_172,0.47437,0
Neg_1428,-0.49232,0
Neg_797,-0.35883,0
Neg_2239,-0.3816,0
Neg_1268,1.39247,0
Neg_112,-0.42103,0
Neg_2432,-0.45297,0
Neg_1624,0.70431,0
Neg_1571,1.40923,0
Neg_753,-0.40511,0
Neg_1875,-1.31341,0
Neg_2353,-0.72165,0
Neg_1805,-0.52012,0
Neg_1530,-1.36595,0
Neg_357,0.13303,0
Neg_695,-0.35227,0
Neg_551,-0.27249,0
Neg_2897,-0.44106,0
Neg_438,-0.2816,0
Neg_858,-0.92116,0
Neg_1072,0.84633,0
Neg_698,-1.1481,0
Neg_2433,-0.75698,0
Neg_186,-0.92442,0
Neg_1915,-0.07451,0
Neg_2470,1.13457,0
Neg_1547,-0.57118,0
Neg_313,-1.10577,0
Neg_1232,-1.32395,0
Neg_2015,-0.92587,0
Neg_1413,-0.32389,0
Neg_1495,-0.52361,0
Neg_2297,0.92002,0
Neg_416,-0.13013,0
Neg_1252,-0.5483,0
Neg_1013,-0.66576,0
Neg_1631,1.51749,0
Neg_874,-0.25161,0
Neg_1984,0.18303,0
Neg_1431,2.02391,0
Neg_505,1.54949,0
Neg_2401,-1.36977,0
Neg_2119,-1.31451,0
Neg_1685,-0.78712,0
Neg_2727,-0.20441,0
Neg_1640,-0.14344,0
Neg_1134,-0.42973,0
Neg_799,-1.07411,0
Neg_790,-0.78397,0
Neg_2135,-1.1051,0
Neg_2208,-0.54961,0
Neg_1475,-0.59738,0
Neg_1085,-0.39764,0
Neg_1713,-1.51898,0
Neg_309,-0.86581,0
Neg_1162,-0.01076,0
Neg_2075,0.0077,0
Neg_1698,-1.00854,0
Neg_518,1.72569,0
Neg_1163,1.22538,0
Neg_1359,0.52369,0
Neg_1119,-0.01047,0
Neg_2643,-1.33782,0
Neg_277,-0.97123,0
Neg_1587,-0.92111,0
Neg_2585,-0.19635,0
Neg_1060,-1.37073,0
Neg_330,-0.15956,0
Neg_1369,-1.06222,0
Neg_2785,-1.03729,0
Neg_2535,0.29321,0
Neg_1564,-1.19043,0
Neg_2036,-0.08617,0
Neg_1200,-0.92334,0
Neg_1709,-1.07228,0
Neg_1329,-1.14722,0
Neg_32,-1.15929,0
Neg_776,-0.68048,0
Neg_437,-0.73457,0
Neg_2653,0.02954,0
Neg_95,1.13937,0
Neg_1757,-0.22994,0
Neg_780,-1.25899,0
Neg_1804,-1.2447,0
Neg_1545,-0.50786,0
Neg_2797,-1.53444,0
Neg_430,0.82091,0
Neg_1573,0.14981,0
Neg_1378,-0.35377,0
Neg_473,0.21548,0
Neg_649,0.26187,0
Neg_524,-0.81395,0
Neg_1517,-0.98421,0
Neg_880,-0.39445,0
Neg_1693,-0.97108,0
Neg_1092,-0.22748,0
Neg_1226,-0.8245,0
Neg_246,-1.33991,0
Neg_442,-1.36743,0
Neg_2422,-0.71647,0
Neg_2661,-1.13556,0
Neg_2189,-1.4129,0
Neg_673,-1.09237,0
Neg_2244,-0.28842,0
Neg_613,0.18382,0
Neg_1133,-0.54511,0
Neg_1919,0.16567,0
Neg_1393,0.42244,0
Neg_1980,-0.58146,0
Neg_195,0.22601,0
Neg_2354,-0.50766,0
Neg_2388,-0.13605,0
Neg_1181,-0.15082,0
Neg_1550,-0.26981,0
Neg_2158,0.21257,0
Neg_2197,-0.98564,0
Neg_2274,-0.45237,0
Neg_2679,-0.57355,0
Neg_1439,-0.70023,0
Neg_2281,-0.03422,0
Neg_2841,2.72252,0
Neg_2266,-0.6196,0
Neg_571,-0.30197,0
Neg_1009,-0.98179,0
Neg_1655,-0.08569,0
Neg_1487,0.75617,0
Neg_28,-1.00044,0
Neg_2509,-1.03026,0
Neg_2175,-0.31422,0
Neg_2232,-1.44942,0
Neg_201,0.83035,0
Neg_1333,-0.98325,0
Neg_2778,0.85974,0
Neg_1704,-0.8755,0
Neg_2156,0.11198,0
Neg_1706,1.0626,0
Neg_143,-0.75644,0
Neg_2595,-0.26025,0
Neg_166,0.9404,0
Neg_2209,0.93248,0
Neg_1608,-0.82473,0
Neg_1581,-0.81878,0
Neg_1609,-0.89861,0
Neg_865,-1.17026,0
Neg_666,-0.59309,0
Neg_1267,2.15193,0
Neg_639,1.10949,0
Neg_1590,-1.30762,0
Neg_1701,0.74648,0
Neg_1093,-0.57454,0
Neg_752,-1.24016,0
Neg_1210,-0.83565,0
Neg_2603,-1.10027,0
Neg_463,-0.85764,0
Neg_972,0.15248,0
Neg_1224,0.61839,0
Neg_1027,-1.16935,0
Neg_2430,-1.36407,0
Neg_282,-0.83811,0
Neg_421,-1.08083,0
Neg_986,-0.12653,0
Neg_1349,-0.67737,0
Neg_495,-0.76077,0
Neg_2223,-0.376,0
Neg_2245,0.68225,0
Neg_522,0.08126,0
Neg_490,-0.87282,0
Neg_153,-0.78625,0
Neg_1916,-0.2777,0
Neg_2569,-0.32214,0
Neg_1724,-0.87724,0
Neg_220,1.25473,0
Neg_573,1.58031,0
Neg_2008,-0.19639,0
Neg_2076,-0.23693,0
Neg_1440,0.29814,0
Neg_1258,-0.93511,0
Neg_2009,0.80825,0
Neg_486,-0.05975,0
Neg_555,0.08076,0
Neg_232,1.66005,0
Neg_1407,0.18194,0
Neg_637,0.57457,0
Neg_2372,0.99791,0
Neg_338,-0.48543,0
Neg_192,-0.80268,0
Neg_1926,-0.49115,0
Neg_1337,-0.78513,0
Neg_2531,-0.79508,0
Neg_765,-0.86438,0
Neg_98,-0.19115,0
Neg_2026,-0.79459,0
Neg_1650,-0.78103,0
Neg_386,-0.26433,0
Neg_14,0.92297,0
Neg_1660,-1.15035,0
Neg_2005,-1.16222,0
Neg_2292,0.12826,0
Neg_117,-0.5973,0
Neg_424,-0.10218,0
Neg_2444,-0.87829,0
Neg_1668,-1.0289,0
Neg_1025,0.65066,0
Neg_164,-1.2619,0
Neg_2016,-0.85977,0
Neg_2102,-0.14282,0
Neg_247,-0.36047,0
Neg_488,0.54522,0
Neg_679,-0.63394,0
Neg_818,-0.41044,0
Neg_2499,1.35494,0
Neg_1976,-0.43807,0
Neg_2906,-0.37917,0
Neg_1983,0.42135,0
Neg_2100,-0.6073,0
Neg_2451,-1.11086,0
Neg_888,-0.1261,0
Neg_402,-0.55742,0
Neg_569,-1.20956,0
Neg_1480,-0.5558,0
Neg_2632,-0.40585,0
Neg_1799,-1.21555,0
Neg_1198,-0.69811,0
Neg_105,2.85873,0
Neg_536,-0.03829,0
Neg_382,1.37135,0
Neg_2073,-1.19326,0
Neg_530,-0.53764,0
Neg_1566,0.85761,0
Neg_1996,2.31346,0
Neg_827,0.12867,0
Neg_800,-0.37775,0
Neg_1849,-0.56738,0
Neg_6,0.33845,0
Neg_174,-0.27802,0
Neg_2072,2.02173,0
Neg_1934,-0.93598,0
Neg_615,-0.06769,0
Neg_425,-1.31607,0
Neg_1646,0.16515,0
Neg_738,1.99503,0
Neg_1286,1.82915,0
Neg_963,-1.14182,0
Neg_2190,-0.2393,0
Neg_212,0.40342,0
Neg_730,-0.343,0
Neg_319,-0.8621,0
Neg_1401,-0.92283,0
Neg_1035,-0.68646,0
Neg_1190,-0.76033,0
Neg_1508,-1.05841,0
Neg_1653,-1.01945,0
Neg_2304,-1.05313,0
Neg_1355,2.3979,0
Neg_1434,-0.41454,0
Neg_2485,-0.26431,0
Neg_367,0.53416,0
Neg_1625,-0.51787,0
Neg_2700,0.5199,0
Neg_150,-0.84109,0
Neg_30,-0.14996,0
Neg_452,-0.50627,0
Neg_905,-0.25772,0
Neg_2519,1.43002,0
Neg_1361,-0.25491,0
Neg_2014,-1.56179,0
Neg_2510,0.42478,0
Neg_2920,1.1483,0
Neg_1963,1.44097,0
Neg_311,-0.37372,0
Neg_134,-0.65053,0
Neg_194,0.30621,0
Neg_947,-0.83698,0
Neg_1215,0.44053,0
Neg_882,0.25471,0
Neg_1465,1.40912,0
Neg_1711,0.9173,0
Neg_956,0.41687,0
Neg_99,-0.50256,0
Neg_2313,-1.23236,0
Neg_1819,-0.26799,0
Neg_1891,0.25603,0
Neg_119,-0.89353,0
Neg_2288,-0.04478,0
Neg_2253,0.27317,0
Neg_2736,-0.62252,0
Neg_2730,-1.16136,0
Neg_2856,-0.82646,0
Neg_1186,-1.23473,0
Neg_850,-0.72881,0
Neg_1774,-0.88934,0
Neg_1923,1.3066,0
Neg_1266,-0.18935,0
Neg_652,-0.85639,0
Neg_1259,-0.41911,0
Neg_2822,-0.54893,0
Neg_804,0.19338,0
Neg_1565,0.33057,0
Neg_1331,1.98824,0
Neg_1375,-0.06906,0
Neg_1537,-0.17675,0
Neg_304,0.58079,0
Neg_1554,0.04668,0
Neg_466,-0.03078,0
Neg_1562,-0.33719,0
Neg_2565,-0.91735,0
Neg_394,-0.27971,0
Neg_2558,0.83028,0
Neg_544,-1.13777,0
Neg_179,0.58263,0
Neg_1057,-0.52969,0
Neg_2837,1.2746,0
Neg_1053,-0.47799,0
Neg_2283,-1.10531,0
Neg_1612,-0.03066,0
Neg_700,-1.20663,0
Neg_2176,0.66275,0
Neg_1761,-0.42346,0
Neg_2213,-0.47234,0
Neg_1829,-0.03772,0
Neg_1338,0.31854,0
Neg_1346,-1.23241,0
Neg_441,0.14818,0
Neg_1743,-1.39275,0
Neg_2367,-0.68807,0
Neg_337,1.74766,0
Neg_1371,-0.63996,0
Neg_2743,1.23063,0
Neg_500,-0.41316,0
Neg_408,-0.23853,0
Neg_2761,-0.87372,0
Neg_2584,-0.38572,0
Neg_142,-0.51602,0
Neg_225,-0.14022,0
Neg_1476,0.42969,0
Neg_1498,-0.79124,0
Neg_1385,1.08638,0
Neg_2698,-1.0247,0
Neg_295,-0.75313,0
Neg_2362,0.10636,0
Neg_867,-0.08179,0
Neg_1314,0.06303,0
Neg_1398,-0.12446,0
Neg_817,-0.41804,0
Neg_1403,-1.03509,0
Neg_959,-1.15804,0
Neg_108,0.59734,0
Neg_2110,0.98369,0
Neg_2117,-0.20836,0
Neg_2310,1.27704,0
Neg_1813,-0.78006,0
Neg_869,0.86361,0
Neg_1682,-0.7688,0
Neg_902,-0.95015,0
Neg_1135,-1.10372,0
Neg_485,2.35811,0
Neg_1645,-0.97002,0
Neg_221,-0.87345,0
Neg_838,0.29744,0
Neg_2064,-0.46046,0
Neg_1339,-0.61193,0
Neg_2271,-0.44422,0
Neg_1951,-0.94364,0
Neg_1856,-1.06793,0
Neg_1003,-0.88967,0
Neg_1901,-0.7769,0
Neg_1563,-1.36962,0
Neg_2201,-0.55138,0
Neg_2575,0.07126,0
Neg_1221,0.90788,0
Neg_340,1.02713,0
Neg_1074,0.75416,0
Neg_1374,0.99041,0
Neg_2571,-0.09873,0
Neg_1183,-0.48885,0
Neg_2870,-0.81283,0
Neg_1083,-0.29718,0
Neg_167,1.24226,0
Neg_344,0.10629,0
Neg_1326,0.06861,0
Neg_1370,-0.40637,0
Neg_2695,-0.90329,0
Neg_1058,-0.00356,0
Neg_1678,-0.22831,0
Neg_610,-0.93804,0
Neg_897,-0.14814,0
Neg_132,-0.57469,0
Neg_677,2.56727,0
Neg_813,-1.0182,0
Neg_1019,-1.31449,0
Neg_828,-0.56983,0
Neg_1816,0.17761,0
Neg_253,-0.96264,0
Neg_1690,-0.22866,0
Neg_467,-0.38055,0
Neg_1677,-0.26456,0
Neg_1184,0.24518,0
Neg_2363,-1.12038,0
Neg_2801,-0.18951,0
Neg_1607,-1.13915,0
Neg_2193,-0.60079,0
Neg_427,-0.43912,0
Neg_792,-0.67541,0
Neg_1150,0.65744,0
Neg_1620,2.7428,0
Neg_329,2.13121,0
Neg_412,-0.6036,0
Neg_2107,-0.46872,0
Neg_1347,-1.22615,0
Neg_2649,0.91562,0
Neg_1559,-0.83029,0
Neg_176,-0.20222,0
Neg_826,-0.48039,0
Neg_1461,1.19336,0
Neg_281,1.27766,0
Neg_2733,-0.95207,0
Neg_2492,-0.88676,0
Neg_623,-1.18138,0
Neg_2280,-0.46981,0
Neg_751,0.01518,0
Neg_2711,-0.15666,0
Neg_844,1.3477,0
Neg_2577,-0.10192,0
Neg_1087,-1.05925,0
Neg_388,-1.04802,0
Neg_670,-0.70131,0
Neg_1159,-1.05933,0
Neg_2772,-1.10357,0
Neg_1736,0.74796,0
Neg_339,-1.1862,0
Neg_2366,-1.34471,0
Neg_331,-0.01672,0
Neg_1388,-0.51937,0
Neg_2112,-0.64742,0
Neg_1610,0.56973,0
Neg_2146,-0.951,0
Neg_525,-0.8251,0
Neg_2300,0.63068,0
Neg_714,-1.21061,0
Neg_236,-0.9993,0
Neg_1515,0.31327,0
Neg_985,-0.7233,0
Neg_198,0.03906,0
Neg_2591,2.93273,0
Neg_1102,-1.0015,0
Neg_1654,-0.4061,0
Neg_2167,0.114,0
Neg_1270,0.94365,0
Neg_590,-0.26388,0
Neg_1115,-1.14197,0
Neg_2846,-0.202,0
Neg_1838,-0.86831,0
Neg_548,0.19564,0
Neg_2526,-0.56676,0
Neg_1922,-0.43384,0
Neg_2471,0.67939,0
Neg_1459,-1.06133,0
Neg_2356,-1.52353,0
Neg_801,0.53537,0
Neg_553,-0.08876,0
Neg_1811,-0.32407,0
Neg_1158,-0.48201,0
Neg_391,1.21943,0
Neg_269,-0.08884,0
Neg_2109,-1.26821,0
Neg_1279,-0.62472,0
Neg_197,1.09618,0
Neg_2312,0.62589,0
Neg_1754,-0.4554,0
Neg_61,-0.76058,0
Neg_587,-1.13558,0
Neg_35,-0.93634,0
Neg_1452,1.43706,0
Neg_341,-0.78858,0
Neg_709,0.31999,0
Neg_1623,-1.08923,0
Neg_1835,-0.17504,0
Neg_1499,-0.46825,0
Neg_2701,1.07486,0
Neg_185,0.13445,0
Neg_532,1.7389,0
Neg_1049,-0.94013,0
Neg_2203,-0.77199,0
Neg_351,-0.71692,0
Neg_1511,-1.0663,0
Neg_432,-0.60835,0
Neg_1708,-0.04202,0
Neg_1616,-1.01825,0
Neg_316,0.8661,0
Neg_1845,0.35693,0
Neg_1042,-1.15641,0
Neg_2467,-0.49111,0
Neg_76,0.29,0
Neg_383,-1.23642,0
Neg_1783,0.06336,0
Neg_2387,-0.60163,0
Neg_161,-0.22863,0
Neg_297,-0.25123,0
Neg_1854,-0.85948,0
Neg_1749,0.43689,0
Neg_1467,-0.95893,0
Neg_1234,0.43543,0
Neg_969,-1.09469,0
Neg_2061,0.37446,0
Neg_241,-0.30928,0
Neg_350,-0.85525,0
Neg_124,-0.31296,0
Neg_2482,-0.72916,0
Neg_1086,1.01872,0
Neg_2791,-1.00834,0
Neg_1879,-1.12476,0
Neg_1827,0.06028,0
Neg_622,0.23867,0
Neg_658,-0.51836,0
Neg_791,-0.55845,0
Neg_1472,-1.40159,0
Neg_196,-1.36359,0
Neg_1282,-0.71705,0
Neg_944,-1.32777,0
Neg_2374,-0.08802,0
Neg_1523,-0.92343,0
Neg_883,-0.1442,0
Neg_498,-0.9151,0
Neg_547,-0.43089,0
Neg_1867,-1.17701,0
Neg_2901,-0.75991,0
Neg_1209,-1.23881,0
Neg_663,-1.01654,0
Neg_52,-0.1198,0
Neg_2436,1.2839,0
Neg_942,-0.93494,0
Neg_2853,-0.98208,0
Neg_2596,-1.41526,0
Neg_2788,0.5143,0
Neg_1613,-1.23659,0
Neg_376,-1.06027,0
Neg_1539,0.58908,0
Neg_2129,-0.35848,0
Neg_1776,-0.59176,0
Neg_2748,0.27269,0
Neg_2084,-0.14581,0
Neg_934,-0.2398,0
Neg_2877,-1.24813,0
Neg_1288,-0.39079,0
Neg_2819,-0.20852,0
Neg_1930,-0.66719,0
Neg_2505,0.29411,0
Neg_1975,-0.31893,0
Neg_2331,2.33005,0
Neg_1728,0.20053,0
Neg_1310,-1.33707,0
Neg_852,-0.93241,0
Neg_2633,-0.80474,0
Neg_1747,0.04607,0
Neg_812,-0.08883,0
Neg_2030,-0.7451,0
Neg_1551,-0.69325,0
Neg_1679,-1.09223,0
Neg_1249,-1.03159,0
Neg_243,-0.23533,0
Neg_2817,-0.01137,0
Neg_554,-0.63641,0
Neg_756,-0.59221,0
Neg_276,-1.02028,0
Neg_2656,-0.43024,0
Neg_480,0.50259,0
Neg_1664,-1.15005,0
Neg_149,-0.90021,0
Neg_2104,-0.07394,0
Neg_657,-1.18545,0
Neg_946,-1.12414,0
Neg_2273,0.85494,0
Neg_550,-1.33881,0
Neg_2142,-0.80065,0
Neg_987,0.21606,0
Neg_207,-0.00667,0
Neg_1126,0.23506,0
Neg_2865,-0.80668,0
Neg_2504,0.42797,0
Neg_2,1.00231,0
Neg_2607,-0.94947,0
Neg_137,0.05106,0
Neg_1020,-0.55481,0
Neg_1755,0.40229,0
Neg_1942,-1.15073,0
Neg_1684,1.17018,0
Neg_1807,-0.57245,0
Neg_2548,-1.02135,0
Neg_1931,-0.90073,0
Neg_368,0.62545,0
NP01383,-0.96803,1
NP06615,-1.04303,1
NP07289,0.0479,1
NP10706,-0.07513,1
NP06413,-0.40715,1
NP07002,0.27547,1
NP06013,1.83068,1
NP07905,0.34354,1
NP06037,0.86515,1
NP06312,1.77533,1
NP09289,0.24277,1
NP01011,-0.09056,1
NP01453,1.2991,1
NP06668,0.05692,1
NP02209,-0.15985,1
NP01806,0.34585,1
NP09844,1.03899,1
NP02902,2.94005,1
NP01105,1.87835,1
NP06071,-0.71083,1
NP07560,-0.58844,1
NP00803,-0.08226,1
NP02175,-0.22388,1
NP11065,-0.51922,1
NP06911,0.71909,1
NP04654,-0.67268,1
NP00357,0.95645,1
NP05821,-0.3172,1
NP09379,-0.2037,1
NP01973,-0.02996,1
NP10650,2.15213,1
NP09728,0.28104,1
NP11120,-1.46022,1
NP08528,-0.51947,1
NP10951,1.32589,1
NP03962,-0.26597,1
NP05936,0.61527,1
NP08204,-0.53599,1
NP08996,-0.24282,1
NP07496,-1.16359,1
NP09370,0.58669,1
NP07908,1.93216,1
NP06403,-0.72118,1
NP06054,1.80629,1
NP04810,0.45394,1
NP11371,-0.32825,1
NP07837,0.07259,1
NP09481,0.52665,1
NP02239,0.57948,1
NP07453,2.40057,1
NP04764,-0.3655,1
NP04158,0.48702,1
NP06987,-0.31992,1
NP01433,0.30517,1
NP04534,-0.91753,1
NP07086,0.94969,1
NP05516,-0.00505,1
NP05063,0.42324,1
NP07269,-0.84376,1
NP02755,0.55614,1
NP05160,-0.1503,1
NP06035,1.38228,1
NP09486,1.3078,1
NP11162,-0.0079,1
NP04918,-1.32105,1
NP02297,2.17125,1
NP04799,0.65797,1
NP06246,0.51164,1
NP06774,2.32535,1
NP05423,1.22238,1
NP05932,0.70941,1
NP06294,-1.06748,1
NP02530,2.07859,1
NP10595,-0.62451,1
NP03760,0.07346,1
NP09525,-0.87808,1
NP08660,-1.15535,1
NP07479,1.38971,1
NP07037,-0.29359,1
NP07434,0.31285,1
NP09477,1.2873,1
NP06784,0.40165,1
NP07355,-1.53954,1
NP06870,0.924,1
NP09352,1.37986,1
NP07707,0.09239,1
NP09784,-0.7237,1
NP01353,-0.46939,1
NP09887,-1.07499,1
NP04674,0.00783,1
NP09161,-1.30396,1
NP05120,-0.0334,1
NP05410,0.27423,1
NP09361,1.55678,1
NP09284,1.6324,1
NP08168,0.60712,1
NP00761,1.12792,1
NP02104,-0.60856,1
NP03207,2.34417,1
NP11365,-1.01953,1
NP02019,-0.22733,1
NP02207,0.00021,1
NP05328,-1.49707,1
NP04642,0.30221,1
NP07101,-0.12591,1
NP07414,-0.49551,1
NP00909,0.42288,1
NP08937,0.668,1
NP07140,2.16675,1
NP07351,1.5946,1
NP07928,-0.61804,1
NP09752,2.38569,1
NP10729,-0.69915,1
NP10907,-1.15814,1
NP10303,-0.28834,1
NP03765,0.19855,1
NP09802,0.77003,1
NP03485,3.31208,1
NP02446,-0.61768,1
NP07268,0.11794,1
NP07668,-0.12433,1
NP04708,-1.07523,1
NP05887,-0.2389,1
NP09362,0.36458,1
NP01350,-1.15971,1
NP02533,2.92041,1
NP05110,0.24554,1
NP04072,0.25262,1
NP06286,0.25848,1
NP05525,0.73021,1
NP08523,-0.01587,1
NP09921,-0.13754,1
NP07040,0.33195,1
NP01821,0.05928,1
NP09789,1.82422,1
NP00034,0.2515,1
NP07665,0.66169,1
NP06185,1.65935,1
NP07813,0.51322,1
NP01054,-0.16938,1
NP09908,0.70662,1
NP05451,-0.22365,1
NP08483,1.97591,1
NP00352,-0.29499,1
NP03774,-0.38679,1
NP06815,-1.39203,1
NP04705,-1.21618,1
NP03766,-0.67573,1
NP11075,0.99191,1
NP04789,0.70552,1
NP09791,2.14519,1
NP06287,-0.32337,1
NP08651,1.55196,1
NP06344,1.80345,1
NP07954,1.60298,1
NP10623,-0.47494,1
NP04197,0.73509,1
NP08666,0.23848,1
NP02281,-0.40732,1
NP02028,-0.54902,1
NP05644,0.92978,1
NP02242,-1.38808,1
NP07290,0.30484,1
NP04798,2.16231,1
NP06231,1.29799,1
NP07262,-0.83878,1
NP07626,1.47767,1
NP08057,2.73536,1
NP06826,-0.46396,1
NP07336,0.63698,1
NP04359,-0.08666,1
NP05295,0.15109,1
NP04666,-0.34815,1
NP06429,1.29067,1
NP07720,0.06255,1
NP01893,0.14427,1
NP07432,-0.38606,1
NP08838,1.46397,1
NP07048,-0.79931,1
NP07092,0.03047,1
NP11347,-1.02034,1
NP03368,1.35647,1
NP06836,-1.29062,1
NP09588,0.16749,1
NP07359,-0.68502,1
NP05728,1.15852,1
NP02023,-0.55733,1
NP03799,2.49533,1
NP01356,-0.70744,1
NP08565,-1.11069,1
NP06625,-1.21078,1
NP05092,-0.68764,1
NP06869,0.8979,1
NP00041,-1.22559,1
NP06243,-0.05949,1
NP11322,-1.06052,1
NP06806,-1.31634,1
NP06903,0.03778,1
NP10783,1.35139,1
NP02526,4.31256,1
NP09356,-1.09828,1
NP02520,3.983,1
NP01819,-0.1909,1
NP06169,-0.93642,1
NP01411,0.1657,1
NP01226,0.39543,1
NP01741,-0.26446,1
NP07230,0.23584,1
NP01768,-1.27425,1
NP10810,-0.44628,1
NP02079,0.64136,1
NP02177,-0.01321,1
NP04276,0.19581,1
NP08176,0.14166,1
NP04628,-0.62899,1
NP04221,0.49024,1
NP01529,0.07073,1
NP09265,0.01341,1
NP10292,1.68993,1
NP02816,1.6573,1
NP01352,-0.96911,1
NP08544,0.24781,1
NP11369,0.50312,1
NP06971,0.95386,1
NP03791,-0.2299,1
NP07383,0.86432,1
NP07439,1.65531,1
NP01250,-1.08409,1
NP01533,0.10358,1
NP05506,-0.35002,1
NP08518,-0.94654,1
NP07575,0.2229,1
NP02125,1.1216,1
NP09051,0.77233,1
NP08487,0.87676,1
NP01898,0.25634,1
NP03523,2.90155,1
NP07577,0.63015,1
NP01295,0.17685,1
NP02584,-0.55539,1
NP06557,0.03632,1
NP08704,1.59253,1
NP03762,0.0202,1
NP01775,-0.24995,1
NP06703,-0.5108,1
NP08253,-0.61448,1
NP06706,0.10415,1
NP09779,0.52658,1
NP06981,-0.22904,1
NP04814,2.22077,1
NP07571,0.77044,1
NP06573,0.35035,1
NP01420,1.6065,1
NP08587,0.21552,1
NP03846,-1.04097,1
NP09154,-0.21886,1
NP04206,-0.61964,1
NP05003,-1.38066,1
NP07241,0.71266,1
NP07494,0.4609,1
NP01247,-1.21385,1
NP07861,-0.46339,1
NP02789,1.27566,1
NP06857,2.02387,1
NP01386,-0.83452,1
NP06420,0.03891,1
NP08245,0.03306,1
NP06575,-0.43714,1
NP07273,0.49395,1
NP06252,1.31503,1
NP09210,-0.42481,1
NP07421,0.99749,1
NP08446,2.14512,1
NP06432,0.23773,1
NP09755,0.50824,1
NP04054,1.33046,1
NP00885,1.22255,1
NP03057,0.01026,1
NP04287,0.41737,1
NP07623,0.25009,1
NP07387,0.64446,1
NP01494,0.0635,1
NP05413,1.21036,1
NP04195,-0.88578,1
NP03592,0.92391,1
NP09722,1.93836,1
NP02008,-0.35171,1
NP02984,-1.45201,1
NP05732,0.56788,1
NP08167,0.04796,1
NP06962,-0.07408,1
NP01695,-0.20733,1
NP05218,-0.54102,1
NP04802,0.17774,1
NP06862,-0.59653,1
NP03744,0.79553,1
NP08202,0.44607,1
NP05004,-0.2918,1
NP10833,0.16989,1
NP05208,0.01697,1
NP01752,-0.6806,1
NP02251,2.30553,1
NP09152,0.09681,1
NP01292,-0.82067,1
NP06275,1.31151,1
NP09386,-0.3036,1
NP07274,0.23603,1
NP07232,0.68616,1
NP08056,1.90249,1
NP02561,0.64192,1
NP07940,0.35866,1
NP02883,1.73244,1
NP08546,-0.35789,1
NP05089,2.0325,1
NP03759,0.02299,1
NP06758,-1.26498,1
NP11314,0.55961,1
NP03367,-0.21507,1
NP09774,0.89245,1
NP01528,-0.06218,1
NP01731,-0.83922,1
NP01535,0.1928,1
NP04211,-0.61943,1
NP05642,2.20648,1
NP05184,-1.30689,1
NP04629,0.38587,1
NP06902,-0.48127,1
NP06823,-0.92582,1
NP09803,0.61731,1
NP01323,-0.91291,1
NP03420,1.93251,1
NP03500,-0.03981,1
NP04372,-0.35486,1
NP00804,-1.06407,1
NP00052,0.09649,1
