,Charge_density,Charge_phys,Charge_acid,y
Neg_944,0.20635,-1.32206,-1.31683,0
Neg_2374,0.2822,0.52594,0.43308,0
Neg_1523,-0.29845,-1.24113,-0.81893,0
Neg_883,-1.54513,-0.84033,-0.69378,0
Neg_498,-0.15725,-0.92821,-1.23578,0
Neg_547,-0.42505,-0.9831,-1.14272,0
Neg_1867,-2.10637,-0.17961,-0.364,0
Neg_2901,-0.31543,0.02816,-0.04788,0
Neg_1209,0.02031,-0.3042,-0.03815,0
Neg_663,0.65272,-0.9435,-0.94114,0
Neg_52,0.20964,-0.66849,-1.00788,0
Neg_2436,-0.89068,0.87691,0.7722,0
Neg_942,-0.88572,1.05899,0.94813,0
Neg_2853,-0.3687,-0.40047,-0.46204,0
Neg_2596,0.33487,-0.90744,-0.65031,0
Neg_2788,-0.63292,-0.79198,-0.84033,0
Neg_1613,0.39161,-1.0296,-0.96511,0
Neg_376,0.53364,-0.61308,-0.70809,0
Neg_1539,-0.3281,-1.05175,-1.09133,0
Neg_2129,0.52413,-0.45772,-0.51735,0
Neg_1776,0.74229,-1.29016,-1.37398,0
Neg_2748,-1.36048,-0.5161,-0.57376,0
Neg_2084,0.86104,-0.98108,-1.02304,0
Neg_934,0.85361,-0.44255,-0.5027,0
Neg_2877,0.22292,-0.65985,-0.01868,0
Neg_1288,1.80265,-0.66011,-0.71291,0
Neg_2819,-1.08106,-0.82951,-0.87659,0
Neg_1930,-0.31722,1.46267,1.33818,0
Neg_2505,-0.28473,0.05657,-0.16946,0
Neg_1975,-0.10525,-0.10944,0.0646,0
Neg_2331,-1.14341,1.78878,2.97411,0
Neg_1728,-0.61125,-1.16114,-1.04367,0
Neg_1310,-0.13596,0.54012,0.44679,0
Neg_852,-0.69793,-1.18598,-0.63514,0
Neg_2633,-0.26224,1.09238,1.68278,0
Neg_1747,0.31493,-0.26831,-0.66128,0
Neg_812,-0.04534,-0.82321,-0.40874,0
Neg_2030,-0.28931,-1.06812,-0.96211,0
Neg_1551,0.40792,-0.42269,-0.25547,0
Neg_1679,-0.76438,0.1035,0.25262,0
Neg_1249,0.3393,-0.76556,-0.35027,0
Neg_243,-0.23541,-0.41868,0.96113,0
Neg_2817,0.28982,-0.69016,-0.74194,0
Neg_554,-0.7805,-1.08571,-1.20783,0
Neg_756,-0.72516,-1.08797,-1.289,0
Neg_276,-0.05937,-0.68035,-0.88362,0
Neg_2656,-0.04952,-0.52752,-0.58479,0
Neg_480,0.26221,0.85361,1.94212,0
Neg_1664,0.65349,-0.46811,0.06523,0
Neg_149,0.00407,0.19368,1.04722,0
Neg_2104,0.03857,-0.36967,0.00189,0
Neg_657,0.81769,-0.51142,-0.51834,0
Neg_946,-0.69516,-0.73479,-0.81311,0
Neg_2273,-0.34967,-0.28839,-0.35374,0
Neg_550,0.97574,1.2656,1.14777,0
Neg_2142,-0.44576,0.37313,0.70009,0
Neg_987,0.56201,0.31534,0.67774,0
Neg_207,-1.21868,0.00256,-0.24275,0
Neg_1126,-1.25776,-0.506,-0.564,0
Neg_2865,-0.88907,-0.50553,-0.65503,0
Neg_2504,1.58396,1.42596,1.30271,0
Neg_2,1.35961,-0.15838,-0.4579,0
Neg_2607,-0.41029,0.18137,0.15756,0
Neg_137,-0.03115,-1.32979,-1.35997,0
Neg_1020,0.0795,-0.79686,-0.84505,0
Neg_1755,-0.31165,-0.7248,-0.58703,0
Neg_1942,-1.08471,-0.23165,-0.68915,0
Neg_1684,-0.3183,2.03592,1.89208,0
Neg_1807,-0.29592,0.55518,0.83096,0
Neg_2548,-0.46947,-0.76123,-0.79289,0
Neg_1931,-0.61849,0.61892,0.77417,0
Neg_368,-1.60799,2.54799,2.38685,0
NP01383,-0.47477,-0.87771,-0.92316,1
NP06615,1.30903,-0.21614,-0.17721,1
NP07289,2.16981,-0.85095,-0.8973,1
NP10706,-0.31826,0.92898,0.82251,1
NP06413,0.23088,-0.01943,-0.09386,1
NP07002,1.16542,0.02146,0.01708,1
NP06013,2.6669,-0.27836,-0.34406,1
NP07905,-3.66385,0.87461,0.76998,1
NP06037,-0.31868,0.09539,0.01708,1
NP06312,1.49127,1.17698,1.86966,1
NP09289,-0.80327,1.5928,1.46392,1
NP01011,0.41267,1.50695,1.38096,1
NP01453,0.23438,-0.01943,-0.09386,1
NP06668,2.07951,0.29737,0.21224,1
NP02209,0.81179,-0.09532,-0.1672,1
NP01806,1.20308,-0.27851,0.13275,1
NP09844,1.12296,2.03802,1.8941,1
NP02902,0.50686,-0.32028,-0.38455,1
NP01105,0.44235,-0.85095,-0.8973,1
NP06071,0.43758,2.70942,2.11277,1
NP07560,-0.88504,0.26958,0.18538,1
NP00803,0.53734,2.05544,1.91093,1
NP02175,-0.60237,0.20244,-0.31611,1
NP11065,-0.97662,-0.8917,-0.66911,1
NP06911,-1.25856,-0.7022,-0.75358,1
NP04654,0.34718,-0.05178,-0.2009,1
NP00357,0.38479,-0.25952,-0.32585,1
NP05821,0.20083,-0.32556,-0.38966,1
NP09379,-2.1981,-0.85479,-0.90102,1
NP01973,-0.31627,-1.01203,-1.05295,1
NP10650,1.61996,-0.11863,-0.18972,1
NP09728,-0.31647,0.15081,0.07062,1
NP11120,-0.83606,0.17489,0.09389,1
NP08528,0.24561,-1.07006,-0.74344,1
NP10951,1.55323,0.38724,0.29907,1
NP03962,0.37523,-0.42377,-0.43507,1
NP05936,1.05711,0.76212,0.1019,1
NP08204,1.0075,0.92233,0.81609,1
NP08996,0.15574,0.30732,0.0556,1
NP07496,-0.68547,-0.75125,-0.73764,1
NP09370,-0.78951,1.14375,1.03003,1
NP07908,-1.99616,0.38724,0.29907,1
NP06403,0.63236,-0.15436,-0.69153,1
NP06054,1.88566,-0.52526,-0.58262,1
NP04810,0.02025,-0.7119,-0.76295,1
NP11371,0.84276,-1.27141,-1.23016,1
NP07837,2.66855,0.7886,0.68687,1
NP09481,-0.09077,1.48728,1.10402,1
NP02239,-0.26732,-0.38234,-0.96364,1
NP07453,1.25432,0.22915,0.14632,1
NP04764,-0.91559,-0.35155,-0.41477,1
NP04158,-1.63116,0.33917,-0.30739,1
NP06987,1.59382,0.91468,0.80869,1
NP01433,0.24879,-0.42327,-0.1484,1
NP04534,1.54131,-0.30701,-0.37173,1
NP07086,-1.0775,1.42596,1.30271,1
NP05516,-0.42558,-1.42816,-1.34591,1
NP05063,-0.23344,-0.14684,-0.21698,1
NP07269,0.32739,-0.44037,-0.67873,1
NP02755,0.14088,4.04583,3.83411,1
NP05160,0.17003,-0.60039,-0.33083,1
NP06035,-0.31857,0.09539,0.01708,1
NP09486,0.30951,0.27864,0.19414,1
NP11162,-0.83481,-1.22996,-1.41059,1
NP04918,-0.29687,-0.06995,-0.48315,1
NP02297,-2.71123,-0.62042,-0.67456,1
NP04799,-1.10445,-0.25941,-0.183,1
NP06246,-1.01282,-1.19076,-1.22564,1
NP06774,1.79511,2.59744,2.43463,1
NP05423,-1.06099,2.29801,2.14531,1
NP05932,0.59646,1.77595,1.64088,1
NP06294,-1.62632,-0.33782,-0.40151,1
NP02530,0.89611,1.23907,1.12214,1
NP10595,-0.11489,-1.00999,-1.05098,1
NP03760,0.11795,-0.43008,0.46803,1
NP09525,0.2724,1.09862,0.98642,1
NP08660,0.34722,-0.4902,-0.54874,1
NP07479,0.10061,0.35842,0.27122,1
NP07037,0.52012,2.05544,1.91093,1
NP07434,2.06641,-0.89856,-1.18376,1
NP09477,0.99489,-0.20558,-0.27373,1
NP06784,1.50436,-0.86644,-0.91227,1
NP07355,-2.20603,1.80706,1.67094,1
NP06870,-0.31738,2.49564,2.33627,1
NP09352,0.66797,-0.38115,-0.18037,1
NP07707,0.23409,-0.28766,-0.00915,1
NP09784,-0.31676,3.04962,2.87154,1
NP01353,-0.59691,-0.84679,-0.65165,1
NP09887,0.64096,-1.31391,-1.34463,1
NP04674,-0.41946,0.53938,0.44607,1
NP09161,-0.67764,-1.29422,-1.40568,1
NP05120,0.72829,-0.02915,-0.57125,1
NP05410,-1.39677,1.65257,1.52167,1
NP09361,0.08986,-0.21763,0.31667,1
NP09284,0.27185,0.16103,0.67477,1
NP08168,-2.77585,-0.25511,0.21378,1
NP00761,1.46258,0.36364,0.82251,1
NP02104,-0.80925,0.10777,-0.55945,1
NP03207,0.42699,-0.32028,-0.38455,1
NP11365,0.1919,-0.89754,-0.85715,1
NP02019,-1.71363,-1.11475,-0.69978,1
NP02207,-0.31673,1.23077,1.11412,1
NP05328,0.57235,-1.10085,-1.37123,1
NP04642,-0.29717,-1.02487,-1.0198,1
NP07101,-0.35627,0.05341,-0.02348,1
NP07414,-0.31676,1.09375,0.98172,1
NP00909,1.17565,0.25655,-0.35639,1
NP08937,2.2243,0.07036,-0.00711,1
NP07140,2.28856,1.75834,1.62387,1
NP07351,0.88611,1.75206,1.89676,1
NP07928,-1.02024,0.76654,0.66556,1
NP09752,-0.23932,1.46721,0.82251,1
NP10729,-0.31789,-0.11863,-0.18972,1
NP10907,1.84989,0.33297,0.24663,1
NP10303,-1.19822,-0.89763,-0.94241,1
NP03765,0.1236,-0.43008,0.46803,1
NP09802,-0.54671,-0.8101,-0.85784,1
NP03485,1.18734,1.18375,1.06868,1
NP02446,-1.1011,-0.0657,-0.31583,1
NP07268,-0.83094,-0.61765,-0.67189,1
NP07668,-1.30422,1.12524,0.12175,1
NP04708,-0.21681,0.89705,1.11089,1
NP05887,-0.97867,0.22143,1.38096,1
NP09362,0.07795,0.54258,0.58379,1
NP01350,-0.84086,-1.18171,-1.1296,1
NP02533,0.71027,2.28534,2.13306,1
NP05110,-0.67934,-0.33828,-0.40195,1
NP04072,-0.24679,2.28158,0.70358,1
NP06286,-0.27183,0.63959,1.35508,1
NP05525,0.17829,-0.92017,-1.22943,1
NP08523,-0.98948,1.23024,1.1136,1
NP09921,0.73077,-0.98007,-0.54898,1
NP07040,0.503,2.05544,1.91093,1
NP01821,0.71494,-0.24044,-0.30741,1
NP09789,1.18671,0.38724,0.29907,1
NP00034,-0.09671,-0.26758,-0.33364,1
NP07665,-0.27056,3.08511,2.21424,1
NP06185,1.91863,0.13421,0.05459,1
NP07813,0.611,-0.12007,0.22657,1
NP01054,1.01798,-0.59244,-0.64753,1
NP09908,0.46994,-1.42594,-1.45288,1
NP05451,-0.05046,-0.15406,-0.22396,1
NP08483,1.20522,0.38724,0.29907,1
NP00352,0.26024,-1.04327,-1.08313,1
NP03774,0.43616,0.19294,0.46803,1
NP06815,1.01763,0.51918,-0.39122,1
NP04705,1.23807,0.00651,-0.06881,1
NP03766,0.41042,-1.09273,-0.7196,1
NP11075,0.29164,-0.5907,-0.19062,1
NP04789,-0.29074,-0.6804,-0.6205,1
NP09791,1.2558,0.38724,0.29907,1
NP06287,-1.80221,-0.27836,-0.34406,1
NP08651,0.43664,0.72575,0.62615,1
NP06344,0.89679,4.01089,4.21831,1
NP07954,0.66375,-0.26675,-0.79732,1
NP10623,-1.37585,1.83191,1.69496,1
NP04197,-0.78814,-0.28331,0.10962,1
NP08666,-0.31627,-0.12038,-0.19141,1
NP02281,-0.3161,-0.52486,-0.58223,1
NP02028,-2.2723,-1.05527,-1.07742,1
NP05644,-0.64315,-1.21966,-1.07415,1
NP02242,-1.94532,1.22343,1.10702,1
NP07290,1.31088,0.22915,0.14632,1
NP04798,-0.69335,-0.67858,-1.34299,1
NP06231,0.49408,1.12978,1.28526,1
NP07262,-1.00983,0.55049,0.45681,1
NP07626,-0.31758,0.86596,0.76163,1
NP08057,-1.06045,0.91563,0.80961,1
NP06826,1.27852,-1.08347,-1.12198,1
NP07336,-0.9163,1.23024,1.1136,1
NP04359,-1.05006,0.07235,-0.00519,1
NP05295,2.1101,0.40639,0.31757,1
NP04666,-0.01501,-0.19872,-0.28802,1
NP06429,1.32702,1.23234,1.11563,1
NP07720,-1.45329,-0.98607,-0.47693,1
NP01893,-2.89607,-0.07437,-0.47386,1
NP07432,-0.31668,-0.89068,-0.93569,1
NP08838,1.55984,0.38724,0.29907,1
NP07048,0.65689,-1.50977,-1.53388,1
NP07092,-1.07514,0.8908,2.33158,1
NP11347,-0.48608,-0.30564,-0.37042,1
NP03368,-0.31703,0.20594,0.1239,1
NP06836,0.37224,-0.57985,-0.63536,1
NP09588,0.44438,0.69426,1.89208,1
NP07359,0.75846,-0.4115,-0.4727,1
NP05728,0.99914,-0.20558,-0.27373,1
NP02023,-0.91161,0.33693,-0.05792,1
NP03799,1.77375,0.85706,0.75303,1
NP01356,-0.56457,-0.94367,-1.01862,1
NP08565,0.42188,-1.18542,-0.93039,1
NP06625,1.07218,0.32996,0.24373,1
NP05092,-0.36605,-0.8142,-0.8618,1
NP06869,0.41928,1.70624,1.59719,1
NP00041,0.08678,-1.16879,-1.20441,1
NP06243,0.22284,1.18391,0.98073,1
NP11322,0.30778,0.0642,0.21912,1
NP06806,0.17603,-1.21803,-0.99764,1
NP06903,0.79861,0.66897,0.57128,1
NP10783,-3.89064,1.96159,1.82025,1
NP02526,0.66294,3.67523,4.37537,1
NP09356,-0.91764,1.27682,1.15861,1
NP02520,0.74468,0.25998,0.17611,1
NP01819,0.46952,0.31556,0.23753,1
NP06169,-0.83904,0.89246,1.69496,1
NP01411,0.86402,1.70869,1.57589,1
NP01226,1.37579,-0.31446,-0.19287,1
NP01741,0.58768,1.39662,1.27436,1
NP07230,-1.8574,1.52705,1.40039,1
NP01768,0.32063,-1.31711,-1.1412,1
NP10810,-3.46655,0.50632,0.94296,1
NP02079,0.40219,0.66902,1.02307,1
NP02177,-1.17415,0.1437,0.06375,1
NP04276,-0.87938,-1.10472,-0.52676,1
NP08176,-2.83794,-0.53487,-0.5919,1
NP04628,0.12972,-0.52799,-0.28332,1
NP04221,-1.55094,0.33794,0.25143,1
NP01529,0.43864,0.17608,0.52375,1
NP09265,-1.07486,0.10846,0.0297,1
NP10292,1.43508,2.00416,2.47946,1
NP02816,0.567,2.05544,1.91093,1
NP01352,-0.4536,-0.51177,-0.23866,1
NP08544,0.02847,-0.20141,0.2435,1
NP11369,0.33505,-0.49179,-0.35938,1
NP06971,0.94709,0.34275,0.25609,1
NP03791,-0.26837,-0.4068,-0.55473,1
NP07383,-0.19701,-0.39125,-0.67189,1
NP07439,-0.31774,0.4103,0.32135,1
NP01250,-1.4206,-0.78203,-0.83072,1
NP01533,0.85848,-0.01126,0.32952,1
NP05506,0.4624,-0.36059,-0.4235,1
NP08518,0.45226,1.65178,1.52091,1
NP07575,0.51408,-0.32028,-0.38455,1
NP02125,0.07983,2.76054,1.976,1
NP09051,-0.50972,-0.45278,-0.48018,1
NP08487,0.3715,-0.95231,-0.99524,1
NP01898,0.40479,-1.20248,-0.16389,1
NP03523,0.52615,-0.21214,-0.28007,1
NP07577,-0.57337,-0.5042,-0.56227,1
NP01295,1.20617,-0.82877,-0.87588,1
NP02584,-0.8055,-0.42643,0.33145,1
NP06557,-0.15823,0.62783,2.63977,1
NP08704,1.62991,0.38724,0.29907,1
NP03762,0.15939,-0.36581,0.1791,1
NP01775,-0.32818,0.14916,0.22553,1
NP06703,0.14798,-0.1979,0.17574,1
NP08253,-1.64107,-0.86712,-1.0178,1
NP06706,0.8533,-0.42852,-0.48914,1
NP09779,1.02096,1.18346,1.0684,1
NP06981,-0.70216,-0.79022,-0.83862,1
NP04814,-0.33103,-1.18823,-0.81741,1
NP07571,-0.07069,-0.54242,-0.59919,1
NP06573,0.51945,2.22661,2.07632,1
NP01420,0.71275,1.12993,1.01668,1
NP08587,1.08466,-0.01926,-0.09371,1
NP03846,-1.03717,2.39205,3.74388,1
NP09154,-0.46414,-0.39328,-0.6486,1
NP04206,-0.17493,-0.68933,-0.99019,1
NP05003,0.02661,0.66173,0.17681,1
NP07241,-1.66269,-0.59,-0.87712,1
NP07494,-1.51421,0.08391,0.00598,1
NP01247,-1.82271,-0.72444,-0.72668,1
NP07861,-0.84626,-0.49931,-0.89356,1
NP02789,2.37307,1.39662,1.27436,1
NP06857,-0.31732,2.22661,2.07632,1
NP01386,-0.23155,-0.78751,-0.64695,1
NP06420,1.28316,0.14906,0.14632,1
NP08245,-0.87154,-0.99129,-1.04777,1
NP06575,2.19066,1.50214,1.37631,1
NP07273,0.38216,-1.37066,-0.18972,1
NP06252,-0.31855,0.38724,0.29907,1
NP09210,-0.31704,1.59831,1.46924,1
NP07421,1.00007,-0.01926,-0.09371,1
NP08446,0.55675,2.22661,2.07632,1
NP06432,0.89457,-0.26818,-0.33422,1
NP09755,1.49327,0.19754,-1.53388,1
NP04054,1.261,0.13309,0.0535,1
NP00885,1.88475,1.67314,1.54155,1
NP03057,1.13103,0.68518,0.58695,1
NP04287,0.50189,0.07396,0.31131,1
NP07623,0.42167,0.54692,0.21167,1
NP07387,-1.38178,0.50003,-0.42572,1
NP01494,0.41355,-1.14572,-0.60223,1
NP05413,-0.4962,1.10115,0.98887,1
NP04195,0.22789,-0.58492,-0.20375,1
NP03592,-2.3188,1.08225,0.97061,1
NP09722,1.77079,-0.01926,-0.09371,1
NP02008,-0.6913,0.65582,0.55858,1
NP02984,-2.0891,1.85135,1.71374,1
NP05732,1.22185,-0.23233,-0.29958,1
NP08167,-2.55209,-0.77165,-0.9436,1
NP06962,-0.31955,0.38724,0.29907,1
NP01695,0.93187,-0.0487,0.44657,1
NP05218,1.2478,0.03913,-0.03729,1
NP04802,-1.37431,0.30957,0.84556,1
NP06862,0.38215,2.86013,2.68844,1
NP03744,-3.17022,2.14521,1.99767,1
NP08202,-0.85738,-0.32422,-0.38836,1
NP05004,0.31001,0.4322,-0.07041,1
NP10833,1.59089,4.49308,4.26625,1
NP05208,-0.00726,0.2908,0.20588,1
NP01752,-0.22956,0.4292,1.27436,1
NP02251,-2.37457,3.57506,3.37923,1
NP09152,-0.20603,-0.36386,-0.58154,1
NP01292,-0.85401,-0.46642,-0.52576,1
NP06275,0.69322,-1.33588,0.14632,1
NP09386,1.26246,0.63619,0.53961,1
NP07274,-1.35068,0.10044,0.02196,1
NP07232,0.46412,0.435,0.34522,1
NP08056,-2.32187,1.07186,0.96057,1
NP02561,1.10145,-1.06861,-1.1992,1
NP07940,0.42911,-1.50977,-1.53388,1
NP02883,0.82605,2.87257,2.70046,1
NP08546,-0.28602,-0.57344,-0.11359,1
NP05089,0.12995,-0.4225,-0.48332,1
NP03759,0.1098,-0.43008,0.46803,1
NP06758,-0.79796,-0.79717,-0.34063,1
NP11314,0.84593,0.43462,0.14127,1
NP03367,-1.92181,-0.4234,-0.4842,1
NP09774,0.39793,0.55379,0.45999,1
NP01528,0.88213,-0.06478,0.26297,1
NP01731,0.54148,1.39662,1.27436,1
NP01535,0.8314,-0.11461,0.20101,1
NP04211,-0.54457,-0.73815,-1.28166,1
NP05642,-0.24265,0.26092,1.45146,1
NP05184,-0.03175,0.522,0.42928,1
NP04629,-0.55972,-0.91833,-0.9874,1
NP06902,-1.82374,1.52343,1.39689,1
NP06823,1.0889,-0.50786,-0.18426,1
NP09803,-0.31535,-0.57236,-0.62812,1
NP01323,-0.35384,-0.82871,-0.73877,1
NP03420,0.89509,-0.20558,-0.27373,1
NP03500,-0.31717,1.58295,1.4544,1
NP04372,0.36042,0.58037,0.53843,1
NP00804,2.16882,-0.21214,-0.28007,1
NP00052,0.10596,-0.80606,-0.60098,1
NP04822,-0.38067,-0.40815,0.25027,1
NP04668,0.04101,-0.49145,-0.48236,1
NP04716,-0.81981,-0.83357,-0.88052,1
NP01901,1.68966,0.54299,1.52284,1
NP06751,-0.43034,0.03153,0.20045,1
NP01483,-0.43806,-0.2514,-0.318,1
NP01036,2.2902,0.09539,0.01708,1
NP01104,2.28859,0.09539,0.01708,1
NP06288,-1.77286,0.33297,0.24663,1
NP04658,0.1368,-0.43626,-0.97306,1
NP07081,-1.08967,1.65178,1.52091,1
NP05991,0.30688,0.62158,0.52549,1
NP01733,-4.09169,3.65465,3.45614,1
NP09655,-0.3176,0.61439,0.51854,1
NP08571,0.14586,-0.56459,-0.62061,1
NP10815,-3.2772,0.34133,0.25471,1
NP06996,0.80324,-0.30082,0.80213,1
NP00805,0.48851,2.05544,1.91093,1
NP06921,0.97727,-0.01926,-0.09371,1
NP06419,1.74345,-0.68771,-0.73958,1
NP02694,-0.31852,2.22661,2.07632,1
NP06307,0.42666,0.55049,0.45681,1
NP06406,-0.55071,-0.05064,-0.22651,1
NP05169,-0.31683,-0.12038,-0.19141,1
NP05236,2.12115,0.24735,-0.263,1
NP05768,-0.2779,1.55435,1.31971,1
NP06636,0.61884,0.60909,0.51343,1
NP08573,0.73532,-0.18591,0.69512,1
NP08547,0.05794,-0.42498,-0.2508,1
NP11283,1.01304,-1.0959,-1.25146,1
NP08606,0.58386,2.28425,2.13201,1
NP08081,-0.00448,-0.95776,-1.00051,1
NP04273,-3.38757,1.75834,1.62387,1
NP09580,-1.03358,-0.07925,-0.15167,1
NP01484,0.14185,-0.81197,-1.24032,1
NP01249,-1.4111,-1.05501,-1.09448,1
NP09891,0.36958,-0.52908,-0.88348,1
NP07407,-1.87241,0.37059,0.28298,1
NP04362,-0.28793,0.64212,1.0098,1
NP05197,0.67419,1.17832,1.06343,1
NP06313,2.2436,-0.01926,-0.09371,1
NP00714,-2.12516,1.30811,1.18884,1
NP07718,0.54477,-0.49412,-0.55253,1
NP02640,3.12166,2.51136,2.35146,1
NP08455,-0.98012,-0.36632,-0.42904,1
NP08580,-0.31874,-0.11863,-0.18972,1
NP09912,-0.31514,-1.19596,-1.23067,1
NP10736,-1.70525,-0.15205,-0.22201,1
NP08878,1.53496,0.22915,0.14632,1
NP06311,1.59712,1.17698,1.86966,1
NP07012,1.46389,0.37083,0.28322,1
NP08430,0.24592,1.52195,1.39546,1
NP10370,1.30389,0.38724,0.29907,1
NP02602,1.68043,0.91784,0.81175,1
NP02971,1.21162,1.4079,1.28526,1
NP02108,-1.50256,1.07498,0.60546,1
NP06879,1.2296,0.74918,1.52167,1
NP01248,-1.73204,-0.04335,0.1141,1
NP11334,1.41757,-0.16102,0.09174,1
NP04384,-0.06535,-0.21751,0.03767,1
NP05921,-1.47844,0.0401,-0.03634,1
NP02026,-2.54525,-0.8245,-0.79361,1
NP04052,2.20702,1.79917,1.66332,1
NP10757,-1.12556,0.92898,0.82251,1
NP00032,-0.19775,0.27208,0.26065,1
NP06350,-0.31523,1.32846,1.20851,1
NP04300,-0.76718,-0.21701,0.19846,1
NP07879,0.34216,-0.98608,-1.02787,1
NP07628,0.02259,-0.42262,0.18144,1
NP10725,-0.39366,0.70021,0.60147,1
NP04981,-0.29805,-0.79125,-0.6183,1
NP07459,0.34089,-0.11863,-0.18972,1
NP04344,-0.86567,-0.95558,-1.41369,1
NP00953,0.79212,2.0457,1.90152,1
NP06977,-2.2396,-1.32359,-0.44317,1
NP01426,0.23203,-0.71678,-0.76766,1
NP04701,-0.53238,-0.12705,-0.19786,1
NP07826,2.07009,2.50002,2.3405,1
NP06985,-0.60675,-0.65479,-0.14208,1
NP05220,-0.41372,0.0827,0.00481,1
NP08261,0.52665,-1.34926,0.01708,1
NP07074,0.26711,1.91095,1.77132,1
NP02467,1.83319,3.92255,3.71499,1
NP04788,-0.39556,1.2784,1.75102,1
NP06026,-0.90919,-0.25477,0.4041,1
NP07663,-0.54064,-0.68967,-0.28679,1
NP05437,-1.75459,1.53469,1.40777,1
NP07412,0.70416,-0.98594,-0.97441,1
NP11344,-0.35173,-0.30035,-0.3653,1
NP03637,1.11101,0.66897,0.57128,1
NP04728,-0.89645,0.36208,0.27476,1
NP07812,0.13067,0.44738,0.35718,1
NP05024,0.0403,-0.58111,-0.60036,1
NP01709,2.96663,0.38724,0.29907,1
NP11285,0.45251,0.11908,0.03996,1
NP07339,0.43665,0.22915,0.14632,1
NP11277,0.49551,-1.28073,-1.35737,1
NP07899,-0.31868,-0.01926,-0.09371,1
NP07409,0.01866,0.21113,0.12891,1
NP07545,-0.62009,0.62798,0.53167,1
NP06924,2.76135,-0.2823,-0.34786,1
NP07075,-0.31877,0.83308,0.72985,1
NP02817,0.56848,2.05544,1.91093,1
NP02939,-0.31734,1.82086,1.68427,1
NP01022,-2.49287,1.3131,1.19366,1
NP06306,-0.99874,0.33399,0.24762,1
NP06666,2.11474,0.29737,0.21224,1
NP06871,-1.07341,3.92255,3.71499,1
NP08549,0.13493,-0.18872,0.05689,1
NP06244,0.38248,0.60364,0.50816,1
NP01990,-0.31581,-0.27793,-0.34364,1
NP01191,0.41292,1.65178,1.52091,1
NP01499,0.70142,-1.03655,-1.33188,1
NP02442,-0.59907,-0.85457,-1.42887,1
NP05191,-0.35892,0.10733,0.02861,1
NP01742,-0.23178,0.4292,1.27436,1
NP06910,-1.67418,0.25045,0.1669,1
NP06710,0.50572,-0.39732,-0.459,1
NP04686,0.33957,1.32846,1.20851,1
NP07666,-0.74626,2.29581,1.5786,1
NP10291,1.15348,2.0264,1.88287,1
NP08767,1.6049,0.38724,0.29907,1
NP07348,-0.22925,0.36364,0.82251,1
NP07474,0.75184,2.06941,1.92443,1
NP06622,0.97952,0.32996,0.24373,1
NP04635,-0.43346,-1.09572,-1.22903,1
NP10080,0.39292,1.00072,3.00748,1
NP03078,1.03928,2.49291,2.58182,1
NP02599,-1.86689,2.24493,3.15627,1
NP06785,-1.36651,0.70886,0.60983,1
NP01571,1.46378,0.38724,0.29907,1
NP01568,0.56296,-1.32007,0.29907,1
NP05802,0.15763,-0.85422,-0.90047,1
NP08617,1.29514,0.09539,0.01708,1
NP04231,-2.40309,-0.15942,-0.22913,1
NP04884,-0.87335,-0.65511,-0.70808,1
NP02940,0.55383,1.77595,1.64088,1
NP01777,-0.01957,-0.84515,-0.66873,1
NP05394,-1.70525,2.26861,2.1169,1
NP02547,-0.33422,0.46136,1.26038,1
NP07926,-1.21,1.65338,2.06562,1
NP07909,-0.84287,-0.31038,0.13072,1
NP09535,-1.25443,-0.59389,-0.64893,1
NP00792,-0.317,0.24736,0.16392,1
NP01299,-0.9502,1.49094,1.36549,1
NP11401,1.14953,-0.63504,-0.68868,1
NP06352,0.05859,0.54496,0.45146,1
NP03786,-1.08256,-1.11717,-1.27172,1
NP06901,-1.20835,1.66904,3.23136,1
NP11047,0.4429,0.38724,0.29907,1
NP09986,0.43908,1.19383,3.35681,1
NP08988,0.4093,0.43748,0.34761,1
NP09933,-0.92002,-0.18375,0.50806,1
NP06304,-3.33944,1.40215,1.27971,1
NP07275,-1.59743,1.88414,1.74541,1
NP01865,0.40057,-1.38001,-1.4085,1
NP06569,0.65874,-1.50977,-1.53388,1
NP02884,-1.79532,0.8572,1.59505,1
NP00963,0.79069,-0.7719,-0.28093,1
NP07179,-0.31844,3.22428,3.0403,1
NP09336,0.3819,1.47124,1.34647,1
NP10752,1.96068,-0.85095,-0.8973,1
NP04715,-0.9345,0.77466,0.02591,1
NP09439,-0.31676,1.82669,1.68991,1
NP01359,-0.24817,-0.80016,-0.84823,1
NP07224,1.04107,0.10185,0.22669,1
NP07167,0.22253,-1.50977,-1.53388,1
NP05478,-0.87774,0.39249,0.30414,1
NP04711,0.0279,1.55109,0.7779,1
NP09658,0.82801,1.83191,1.69496,1
NP02007,-0.68336,0.65582,0.55858,1
NP04352,-0.28888,-0.04251,0.28446,1
NP05470,0.1707,1.39745,1.27516,1
NP01290,-0.97922,0.16687,0.08614,1
NP02074,-1.33808,0.79445,2.45567,1
NP01735,0.5753,2.22661,2.07632,1
NP11305,0.50582,-0.03786,0.08969,1
NP07495,-0.49232,-0.17659,-0.47815,1
NP10593,-0.01633,-0.50143,-0.55959,1
NP03840,1.31995,0.64833,1.07124,1
NP00002,-2.33667,0.51768,-0.06748,1
NP10305,1.20149,-0.84528,-0.89183,1
NP10274,0.93647,-1.359,-1.3882,1
NP05164,-0.39736,-0.05538,-0.44313,1
