,SEP_A,SEP_C,SEP_D,SEP_E,SEP_F,SEP_G,SEP_H,SEP_I,SEP_K,SEP_L,SEP_M,SEP_N,SEP_P,SEP_Q,SEP_R,SEP_S,SEP_T,SEP_V,SEP_W,SEP_Y,y
NP08988,0.17803,0.71361,0.42346,-0.45138,-0.32719,-0.88187,-1.02133,-0.48933,-0.73503,0.57868,-0.32252,1.20568,-0.4139,0.24921,-0.43308,-1.06225,0.29481,0.45787,-0.71764,-0.74835,1
NP09933,0.17803,0.71361,-0.67014,-1.10101,0.31162,0.83592,-1.02133,-0.98811,0.30643,-0.29988,-2.51811,-0.97401,0.04156,-0.3886,-0.43308,0.40532,0.29481,0.45787,0.68408,1.02527,1
NP06304,1.75043,0.71361,-2.42744,-1.75065,1.33216,-0.09125,0.93717,-1.87483,-0.62011,-0.75826,0.88092,1.20568,-0.29822,-0.75418,1.73448,2.02496,1.3319,1.46592,0.68408,1.02527,1
NP07275,1.75043,0.71361,-0.63997,-1.31526,1.33216,1.77748,0.93717,-0.95644,1.24734,-1.43054,0.88092,-1.96118,-0.38498,1.26815,1.73448,2.02496,-1.84269,-0.62713,0.68408,-1.23963,1
NP01865,1.75043,-2.93463,1.41148,1.45606,-1.11402,-0.47937,0.93717,1.19701,1.24734,2.20591,0.88092,-2.32447,-0.68862,1.26815,1.73448,-1.37401,1.3319,1.46592,0.68408,-2.69682,1
NP06569,1.75043,0.71361,1.41148,1.45606,1.33216,-1.4353,0.93717,-1.28896,1.24734,-0.19292,0.88092,1.20568,-1.86702,-1.1742,1.73448,2.02496,1.3319,1.46592,0.68408,1.02527,1
NP02884,-0.45683,0.71361,-0.8436,-1.52259,1.33216,-0.37156,-1.81209,1.19701,1.24734,-1.61389,0.88092,1.20568,1.58144,1.26815,1.73448,-0.24863,1.3319,-0.8349,0.68408,-1.46445,1
NP00963,0.45117,0.71361,0.08407,1.45606,-0.03895,-1.15499,-1.619,1.19701,-0.01678,-0.48323,-0.73592,-0.18426,-0.42835,-0.89418,-0.44878,-0.65163,1.3319,0.11159,0.68408,-1.28959,1
NP07179,1.75043,0.71361,1.41148,-1.52259,1.33216,1.77748,0.93717,1.19701,1.24734,-0.07833,-1.86587,-2.74303,1.58144,1.26815,-0.61371,-0.24863,1.3319,1.46592,0.68408,-3.13814,1
NP09336,1.75043,0.71361,1.41148,-0.42374,-0.78683,-1.93123,0.93717,1.19701,1.24734,0.12794,-1.61783,-0.94242,-0.38498,1.26815,-0.40166,-1.02423,1.3319,1.46592,-2.22637,1.02527,1
NP10752,1.75043,0.71361,1.41148,1.45606,-2.15014,-0.47937,0.93717,1.19701,1.24734,-0.19292,-2.00366,1.20568,-1.65013,-2.2087,-1.77602,2.02496,1.3319,1.46592,0.68408,1.02527,1
NP04715,-0.25751,-1.50635,-0.63997,-0.92824,1.33216,-0.1775,-1.56383,1.19701,1.24734,0.12794,-0.69917,1.20568,0.33797,-1.41532,-0.40166,2.02496,-0.82144,-0.62713,-1.15635,-0.40695,1
NP09439,1.75043,0.71361,-1.24333,-0.97662,-1.41006,1.77748,0.93717,1.19701,-1.2809,-0.48323,0.88092,-0.62652,-0.0958,1.26815,-0.08752,0.26084,-0.50477,-1.24273,0.68408,-0.90656,1
NP01359,-0.35348,-1.61245,-0.50421,-0.29934,-0.38173,0.19624,0.93717,-1.05936,-0.33281,0.26545,0.13681,-2.07175,1.58144,-0.1397,-0.50376,1.40904,-0.10102,0.84262,-1.66996,-0.10718,1
NP07224,1.75043,0.71361,0.11424,0.26737,-0.00779,-0.1775,-1.56383,-0.95644,1.24734,0.12794,0.88092,1.20568,-1.31758,1.26815,-1.75246,-1.02423,-0.82144,0.14237,0.68408,-0.40695,1
NP07167,1.75043,0.71361,1.41148,1.45606,1.33216,-1.7228,0.93717,1.19701,1.24734,2.20591,-1.17687,1.20568,-0.03796,1.26815,1.73448,0.32167,1.3319,1.46592,-2.97538,-2.91332,1
NP05478,1.75043,0.71361,1.41148,-0.90751,1.33216,-0.68062,0.93717,-0.57642,1.24734,-1.40762,0.88092,1.20568,-0.03796,1.26815,1.73448,-2.01274,-0.44144,-0.25777,0.68408,1.02527,1
NP04711,-0.79641,-1.50635,-0.63997,0.26737,1.33216,-0.1775,-1.56383,1.19701,1.24734,-0.42975,0.88092,1.20568,0.33797,-1.41532,-0.97496,2.02496,-0.82144,-0.62713,-1.15635,-0.40695,1
NP09658,-0.02128,0.71361,-0.39862,1.45606,-0.53753,-1.39936,0.93717,1.19701,-0.47646,0.37241,-1.32386,1.20568,-0.15363,-0.59861,-0.15035,-1.33599,-0.56811,1.46592,-1.88396,1.02527,1
NP02007,0.37735,0.71361,0.00865,-1.4673,1.33216,-0.86031,0.93717,1.19701,1.24734,-0.02485,0.88092,-0.26324,-1.07178,-0.17859,-1.14774,-0.1954,1.3319,-0.78103,-1.30615,-0.52352,1
NP04352,-0.56756,0.71361,-1.37155,0.39868,-0.57649,0.6778,-0.46964,-1.28896,-1.403,-0.19292,-0.52462,-0.72919,1.58144,0.07809,1.73448,0.86155,-1.58936,0.28858,-0.95304,1.02527,1
NP05470,-0.45683,0.71361,-0.8436,-0.61033,1.33216,1.77748,0.93717,-1.58981,-1.2809,-1.08676,-0.44195,-0.62652,1.58144,-1.46977,-0.61371,0.92999,1.3319,0.35783,0.68408,-0.1738,1
NP01290,-1.01787,0.71361,1.41148,-1.67463,1.33216,-0.91781,0.93717,1.19701,1.24734,-0.65894,0.88092,1.20568,-0.22593,1.26815,-0.22889,-1.95952,1.3319,1.46592,0.68408,1.02527,1
NP02074,-0.50851,0.71361,1.41148,-2.04091,1.33216,0.36155,-2.58445,1.19701,1.24734,0.70091,0.88092,1.20568,0.15723,1.26815,-0.66868,-1.31318,1.3319,1.46592,0.68408,-2.16391,1
NP01735,-0.56756,0.71361,-0.95674,1.45606,-1.11402,-1.89529,0.93717,-1.28896,1.24734,-0.19292,0.88092,1.20568,1.58144,1.26815,-0.73151,2.02496,-1.15394,1.46592,0.68408,-1.58936,1
NP11305,-0.38301,-1.11459,-0.53438,0.50234,0.25708,1.77748,0.18319,-1.09103,-1.37427,1.15165,0.12762,-0.24744,-0.28376,-0.97974,-0.0247,0.06314,-1.17769,-0.5194,-0.19333,-0.12383,1
NP07495,0.31829,0.71361,-0.05169,-0.29243,0.41289,0.92936,-0.14782,-0.33891,0.3998,-0.10889,0.88092,-0.79237,-0.60909,-1.08864,0.21091,-1.08506,-1.39144,0.5579,0.68408,-1.49776,1
NP10593,-0.53803,0.71361,-0.54946,-0.3408,-0.22592,0.59874,0.93717,1.19701,0.06941,-1.08676,0.21949,-0.3738,-0.49342,-1.31421,-1.17915,0.04793,0.03356,0.91188,-0.62134,0.42574,1
NP03840,-1.57892,0.71361,1.41148,1.45606,-0.03895,-1.68686,-0.68112,-0.1964,-1.2809,-1.47638,0.88092,1.20568,0.30905,-0.89418,1.73448,0.68666,1.3319,1.46592,0.68408,1.02527,1
NP00002,1.75043,0.71361,-2.26906,-1.41201,-0.8881,1.77748,-1.68336,1.19701,-0.79967,2.20591,0.88092,1.20568,-1.41879,1.26815,1.73448,-1.13068,1.3319,-0.72717,0.68408,1.02527,1
NP10305,-1.39436,-1.14724,1.41148,0.48161,-0.95821,-0.33563,0.93717,1.19701,-0.86432,-0.44503,0.88092,0.09215,-0.06688,-1.01863,-0.57444,-0.21061,0.21564,0.38092,-0.82464,1.02527,1
NP10274,0.4807,-1.50635,1.41148,-0.42374,-0.78683,-0.1775,0.93717,1.19701,-1.23062,0.8919,0.88092,-0.94242,0.33797,-0.06969,-0.40166,-1.02423,-0.82144,0.14237,-1.15635,-0.40695,1
NP05164,0.91625,-2.73875,-1.09249,0.17061,-0.11685,0.44062,-0.10185,-1.43147,-0.08861,-0.33044,-0.15716,0.31327,0.76451,-0.17859,-0.55873,-0.1954,-0.14061,0.03464,0.68408,1.02527,1
NP07609,-0.84808,0.71361,-0.8436,-0.14729,0.21034,0.74249,-0.38689,-0.63976,0.21306,-0.07833,0.88092,-0.62652,-0.96333,0.14809,-1.02994,0.26084,0.19189,0.35783,0.68408,-1.46445,1
NP11303,0.34782,-0.8371,-0.25532,0.38485,0.12465,0.95092,0.93717,-0.55267,-1.18035,0.75439,0.88092,-0.75288,-0.56571,-1.50088,-0.41737,0.34448,-1.48644,-0.23468,-0.04353,-0.26539,1
NP09756,-1.2541,0.71361,0.28016,0.41941,1.33216,-0.83156,-0.44206,0.00945,-0.47646,-0.90341,0.88092,0.02107,-0.15363,0.10143,0.55646,-1.70858,0.14439,1.46592,0.68408,1.02527,1
NP02692,-0.56756,0.71361,-0.95674,-0.714,-1.11402,1.77748,0.93717,1.19701,1.24734,2.20591,0.88092,-1.27411,-2.11282,1.26815,-0.73151,-0.36268,1.3319,-0.95032,0.68408,1.02527,1
NP02701,-0.09511,0.71361,-1.4168,-1.13557,-1.58924,-0.01938,-1.36154,1.19701,1.24734,-0.65894,0.88092,-1.75585,-0.22593,1.26815,-0.22889,0.12397,1.3319,1.46592,0.68408,1.02527,1
NP04768,1.75043,-3.07337,-0.21761,-1.38437,1.33216,0.22499,0.93717,1.19701,1.24734,-0.93397,0.88092,1.20568,1.58144,-0.41194,1.73448,0.3825,-1.29644,-1.08883,0.68408,-1.73924,1
NP09527,-0.35348,0.71361,1.41148,1.45606,-0.8881,-1.2053,0.93717,1.19701,1.24734,0.02862,0.88092,1.20568,-1.94654,-0.94863,-0.50376,-0.14217,1.3319,-0.72717,-2.36547,1.02527,1
NP08706,-0.56756,0.71361,1.41148,1.45606,1.33216,-1.4353,0.93717,-1.28896,1.24734,-0.19292,-2.00366,-1.27411,-0.68862,1.26815,-0.73151,-0.36268,1.3319,-0.95032,0.68408,1.02527,1
NP08540,-0.56756,0.71361,-0.43633,-0.714,1.33216,-0.47937,-0.46964,-0.0143,1.24734,-0.94161,0.88092,-0.72919,0.47533,1.26815,-0.18962,-1.10787,-0.60769,0.28858,-0.95304,-0.24874,1
NP00936,1.75043,0.71361,1.41148,-0.27169,-0.61544,-0.91781,0.93717,1.19701,-1.4461,-0.65894,-1.41572,1.20568,-0.22593,-0.67639,1.73448,-0.82653,1.3319,-0.45784,0.68408,-2.09729,1
NP05697,-1.01787,-2.34699,1.41148,-0.75546,1.33216,0.65624,-1.36154,1.19701,1.24734,-0.23876,0.88092,-0.02632,1.58144,-0.67639,-1.54827,0.12397,-0.64727,0.26549,0.68408,-1.05644,1
NP00648,1.75043,0.71361,-0.95674,-0.714,-2.15014,-0.47937,-1.95001,1.19701,1.24734,-0.19292,-2.00366,1.20568,1.58144,1.26815,-1.77602,-0.36268,1.3319,1.46592,0.68408,1.02527,1
NP11033,1.75043,0.71361,-0.47404,-0.27169,-0.61544,-0.01938,-1.36154,1.19701,1.24734,2.20591,-1.41572,1.20568,-1.12961,-0.67639,-1.21057,-0.82653,-0.64727,-0.45784,-1.99096,1.02527,1
NP06167,1.75043,0.71361,-1.24333,1.45606,1.33216,0.10999,0.93717,1.19701,-0.419,0.43352,0.88092,-1.57421,-0.96333,-0.53639,1.73448,-1.25235,-2.08019,1.46592,-1.79836,-0.90656,1
NP08769,-0.35348,0.71361,1.41148,1.45606,-1.90085,-1.72998,0.93717,1.19701,1.24734,0.02862,0.88092,-1.04508,-0.47896,1.26815,-0.50376,-0.14217,-0.92436,-0.72717,0.68408,1.02527,1
NP04403,-1.01787,0.71361,-0.8436,0.13606,1.33216,-1.47842,-0.81905,0.27863,-0.12452,-0.88813,0.88092,0.28958,0.74282,-0.21748,0.23447,-0.24863,1.3319,-0.8349,0.68408,0.05936,1
NP06568,1.75043,0.71361,1.41148,1.45606,1.33216,-0.47937,0.93717,-1.28896,-1.00797,-0.19292,0.88092,1.20568,-2.1562,-1.1742,-0.73151,2.02496,1.3319,1.46592,0.68408,1.02527,1
NP01734,1.75043,0.71361,-0.63997,-2.21369,1.33216,1.77748,0.93717,1.19701,1.24734,2.20591,0.88092,1.20568,1.58144,-1.8509,-0.40166,-1.59453,1.3319,-1.61979,0.68408,1.02527,1
NP10596,-0.53803,0.71361,-0.54946,-0.5274,-0.22592,0.33999,0.27514,0.62698,-0.81404,-0.87285,0.21949,-0.0895,-0.6597,-0.75418,-1.02994,0.26084,0.36606,1.46592,-0.62134,0.00939,1
NP04653,-1.22457,0.71361,-0.25532,0.66129,1.33216,-0.19188,-1.09489,1.19701,0.13405,-0.37628,0.25623,0.29748,-1.11515,-0.45083,-0.76292,-0.3931,-0.63144,0.58099,-1.34895,0.45904,1
NP05247,-0.70044,0.71361,1.41148,1.45606,-0.35057,-1.17655,0.93717,-1.43147,-0.30408,2.20591,-1.10338,-0.50016,0.01987,-1.31421,0.03813,-0.49956,1.3319,-1.08883,-1.62716,1.02527,1
NP05117,1.75043,-3.07337,1.41148,-0.56196,1.33216,0.44062,0.93717,-0.27557,-0.08861,-0.02485,-0.82778,-0.26324,-0.52957,-1.00308,0.27373,0.61062,-1.57353,0.03464,0.68408,-0.52352,1
NP00023,1.75043,0.71361,1.41148,1.45606,-1.11402,1.77748,0.93717,1.19701,-1.00797,-1.20899,0.88092,-1.27411,1.58144,-2.2087,-0.73151,-0.36268,-2.20686,1.46592,0.68408,1.02527,1
NP06906,-1.31316,0.71361,1.41148,1.45606,-0.8881,-0.27094,-1.68336,-1.05936,-0.79967,0.02862,0.88092,1.20568,-0.47896,1.26815,1.73448,-1.13068,-1.95353,1.46592,0.68408,1.02527,1
NP03639,-1.35007,0.71361,-0.27795,-1.44656,-0.41289,1.77748,0.93717,-0.57642,1.24734,2.20591,0.88092,1.20568,-1.8381,1.26815,-0.9514,-0.5756,-0.44144,1.46592,0.68408,-0.83994,1
NP09868,-0.50851,0.71361,-0.52684,-0.32007,1.33216,0.36155,0.93717,-0.83768,0.38544,-1.14788,-0.22147,-0.82396,0.15723,-0.73084,-1.509,0.07074,1.3319,-0.05,0.68408,0.02605,1
NP01674,1.75043,0.71361,1.41148,-0.51358,-1.90085,-0.27094,0.93717,1.19701,1.24734,0.02862,0.88092,1.20568,-2.19957,1.26815,-0.50376,2.02496,-1.95353,-0.72717,0.68408,1.02527,1
NP11020,-0.89976,0.71361,0.04636,-1.70227,1.33216,-0.27094,0.93717,1.19701,1.24734,-0.53671,0.88092,-0.22375,-1.41879,-0.94863,0.313,2.02496,-0.10102,-1.2966,0.68408,1.02527,1
NP02603,-0.77426,0.71361,-1.16791,-0.09201,-0.41289,0.16749,-1.12248,1.19701,1.24734,0.49464,-1.17687,-1.49524,1.58144,-1.99869,1.73448,2.02496,-1.99311,1.46592,-1.71276,1.02527,1
NP07633,1.75043,0.71361,-0.47404,-0.27169,-0.61544,1.77748,0.93717,1.19701,1.24734,-0.65894,0.88092,-0.76867,-1.69351,-0.67639,-1.82314,-0.82653,1.3319,1.46592,0.68408,-1.05644,1
NP08511,1.75043,0.71361,-0.54946,1.45606,-0.69334,-1.88092,0.93717,1.19701,1.24734,-0.75826,0.88092,-0.84765,1.58144,1.26815,1.73448,-1.84546,-0.72644,-0.53479,0.68408,1.02527,1
NP07054,-1.72656,0.71361,1.41148,-1.13557,-0.99717,-0.37156,0.93717,-0.31515,1.24734,-0.07833,0.88092,-0.30273,-0.58017,-0.21748,0.23447,-0.82653,1.3319,1.46592,0.68408,-0.56516,1
NP07643,-1.1729,0.71361,-0.33829,-0.14729,1.33216,0.74249,0.93717,0.05695,1.24734,0.43352,-1.86587,0.06845,-1.28143,-1.05753,-1.02994,2.02496,-0.50477,0.35783,0.68408,-1.90577,1
NP11179,0.31091,-2.64081,-0.70785,-0.48593,0.78683,-0.96093,0.93717,0.25488,0.74456,0.71619,0.88092,-0.05791,-0.77537,0.72368,-0.26815,-0.28664,-0.46519,-0.49632,0.68408,-0.30702,1
NP01673,-0.56756,0.71361,1.41148,1.45606,-1.11402,-0.47937,0.93717,-1.28896,-1.00797,-0.19292,0.88092,1.20568,-0.68862,1.26815,-1.77602,-0.36268,1.3319,-0.95032,0.68408,1.02527,1
NP06966,-2.00708,0.71361,1.41148,1.45606,1.33216,-1.01124,0.93717,1.19701,1.24734,-1.33887,0.88092,1.20568,-0.29822,1.26815,-0.30742,-0.92538,-0.72644,-0.53479,0.68408,1.02527,1
NP07418,1.75043,0.71361,-1.83916,-1.52259,1.33216,-1.3203,0.93717,-1.1702,1.24734,-0.07833,0.88092,1.20568,1.58144,1.26815,-0.61371,-0.24863,-1.03519,-0.8349,0.68408,1.02527,1
NP09936,-1.54939,0.71361,1.41148,1.45606,-1.11402,-0.47937,0.93717,1.19701,1.24734,-0.19292,-2.00366,1.20568,-1.65013,1.26815,-1.77602,2.02496,1.3319,1.46592,0.68408,-1.58936,1
NP04770,-0.40516,0.71361,-1.35647,-0.56196,1.33216,1.77748,0.93717,-0.27557,-0.08861,-1.33887,0.88092,-1.10037,0.23676,1.26815,0.27373,-0.76569,-1.57353,1.46592,0.68408,-0.52352,1
NP09132,-0.16893,0.71361,-0.54946,1.45606,-0.69334,-1.01124,-1.45349,-0.86144,-1.53947,2.20591,-2.68347,1.20568,-0.29822,1.26815,-0.30742,2.02496,1.3319,1.46592,-2.09796,-1.13971,1
NP08375,-0.56756,0.71361,-2.44252,-0.714,-2.15014,1.77748,0.93717,-1.28896,1.24734,2.20591,0.88092,-1.27411,1.58144,1.26815,-0.73151,-0.36268,1.3319,1.46592,0.68408,1.02527,1
NP01754,-0.56756,0.71361,-1.95983,1.45606,-2.15014,-1.4353,0.93717,1.19701,1.24734,-0.19292,-2.00366,1.20568,-0.68862,1.26815,1.73448,-0.36268,1.3319,1.46592,0.68408,1.02527,1
NP08312,1.75043,0.71361,-1.71849,-0.51358,-2.46955,-1.2053,-1.68336,1.19701,1.24734,0.02862,0.88092,-1.04508,1.58144,1.26815,-0.50376,-0.14217,1.3319,1.46592,0.68408,1.02527,1
NP07670,-1.23196,-0.59225,0.20474,0.3503,1.33216,-0.96093,-1.40752,1.19701,0.09814,-0.03249,0.88092,1.20568,-1.49109,0.02364,0.0774,-0.87215,0.57189,0.23471,-1.02795,1.02527,1
NP01618,-0.45683,0.71361,1.41148,1.45606,-2.0255,-0.37156,0.93717,1.19701,1.24734,2.20591,0.88092,1.20568,-2.23572,1.26815,-0.61371,-0.24863,-1.03519,-0.8349,0.68408,1.02527,1
NP06591,1.75043,-1.32679,0.23491,1.45606,0.11686,-1.22687,-0.49723,-0.03806,-1.05106,0.29601,-1.41572,1.20568,0.45364,0.05476,-1.21057,-1.41963,1.3319,-0.45784,0.68408,1.02527,1
NP02843,-1.54939,0.71361,1.41148,1.45606,-1.11402,-0.47937,0.93717,-1.28896,1.24734,-0.19292,0.88092,1.20568,-0.68862,1.26815,-1.77602,-1.37401,1.3319,1.46592,0.68408,1.02527,1
NP02646,0.03777,0.71361,1.41148,1.45606,-0.47521,-0.7525,-1.19603,-1.58981,1.24734,-0.48323,0.88092,-0.62652,-0.0958,1.26815,-1.65036,-0.65163,1.3319,-0.31933,-1.79836,1.02527,1
NP06872,1.75043,0.71361,1.41148,1.45606,-2.37606,-0.1775,0.93717,1.19701,-0.7063,2.20591,0.88092,1.20568,-1.31758,-1.8509,1.73448,-1.02423,1.3319,1.46592,0.68408,-2.9383,1
NP08429,1.75043,0.71361,-0.95674,1.45606,1.33216,-2.03904,-1.95001,-2.34193,1.24734,-1.20899,0.88092,1.20568,1.58144,1.26815,1.73448,-0.36268,1.3319,1.46592,0.68408,1.02527,1
NP04293,-0.53065,0.71361,-0.91903,-0.20258,0.1636,0.0525,-0.44206,0.00945,-0.97205,0.37241,0.88092,1.20568,-0.15363,-1.13531,1.73448,-0.73528,-1.11436,0.31166,-0.92094,-0.97317,1
NP02027,-1.40174,0.71361,0.54414,-1.64698,0.43626,-1.44968,-0.12024,1.19701,-0.10297,1.32736,-0.17553,1.20568,-0.84766,-1.02641,-0.20533,1.1505,-0.15644,1.46592,-0.54644,1.02527,1
NP07794,-0.56756,0.71361,-0.11957,-0.714,-1.72167,-0.47937,0.93717,1.19701,1.24734,2.20591,0.88092,1.20568,0.11386,1.26815,-2.0823,-1.37401,1.3319,-0.95032,0.68408,1.02527,1
NP07491,1.75043,0.71361,-1.16791,-1.20468,0.25708,0.78561,-0.33172,1.19701,0.25615,-0.73534,0.88092,-1.07667,-0.03796,-0.97974,-0.0247,-0.17259,0.23939,-0.75795,0.68408,-1.38118,1
NP06866,-0.40516,0.71361,-0.79081,0.17061,-0.11685,-0.32125,0.93717,-1.11478,-1.38864,-0.59782,0.88092,1.20568,-0.52957,1.26815,0.27373,-1.50328,-0.14061,1.46592,0.68408,1.02527,1
NP07941,-0.45683,0.71361,-1.83916,1.45606,1.33216,1.77748,0.93717,-1.1702,-0.90023,-0.07833,-1.86587,1.20568,1.58144,1.26815,-2.41215,-0.24863,1.3319,1.46592,0.68408,1.02527,1
NP10923,1.75043,0.71361,-0.63997,1.45606,-1.79179,-1.10468,0.93717,-0.95644,-0.7063,0.12794,0.88092,1.20568,-0.38498,1.26815,-1.41476,2.02496,-0.82144,-0.62713,0.68408,-1.23963,1
NP07443,-1.51248,0.71361,1.41148,1.45606,-0.53753,-1.39936,-1.26959,1.19701,-0.47646,-0.56727,0.88092,1.20568,-0.15363,-1.55533,1.73448,-0.73528,1.3319,-0.38089,0.68408,1.02527,1
NP07634,-0.16893,0.71361,-0.54946,1.45606,-0.69334,1.77748,0.93717,-0.86144,-0.62011,-0.75826,-1.50759,1.20568,-0.29822,-0.75418,-1.31266,-0.92538,1.3319,1.46592,0.68408,-1.13971,1
NP01455,-0.84808,0.71361,-0.33829,-0.14729,1.33216,0.10999,0.93717,-0.63976,1.24734,-1.08676,-1.25036,-1.57421,-0.0958,1.26815,-0.08752,-0.65163,1.3319,-1.24273,0.68408,1.02527,1
NP10719,1.75043,0.71361,-0.95674,1.45606,-1.11402,-0.47937,0.93717,1.19701,-1.00797,-0.19292,-2.00366,1.20568,-1.65013,1.26815,-0.73151,-0.36268,1.3319,1.46592,0.68408,-1.58936,1
NP00927,1.75043,0.71361,1.41148,-0.714,-2.15014,-0.47937,-1.95001,1.19701,1.24734,-0.19292,0.88092,1.20568,-0.68862,-1.1742,-0.73151,-0.36268,1.3319,1.46592,0.68408,-1.58936,1
NP10664,-1.67488,0.71361,-0.79081,-0.56196,1.33216,1.77748,0.93717,1.19701,-0.08861,-1.02564,0.88092,-0.26324,0.23676,-1.00308,1.73448,-0.1954,-0.97978,0.03464,0.68408,-1.40617,1
NP09364,-1.01787,0.71361,-1.4168,1.45606,-0.15581,-1.3203,-0.81905,1.19701,-0.12452,-0.65894,0.88092,-0.30273,0.20061,1.26815,-0.61371,-0.24863,1.3319,-0.00383,-1.35965,1.02527,1
NP06632,0.25186,-1.84913,-0.11957,1.45606,-0.24929,-1.89529,0.93717,-0.41016,-0.21071,-0.19292,-2.00366,1.20568,0.11386,1.26815,0.14023,-0.36268,1.3319,-0.09617,0.68408,1.02527,1
NP05107,0.59882,-1.32679,-0.47404,-0.27169,1.33216,-0.01938,-2.00518,-0.78226,0.12687,-0.98744,0.88092,-0.76867,1.58144,0.05476,-0.77863,0.12397,1.3319,-0.99649,-0.98515,1.02527,1
NP05858,-1.35007,-2.07766,-0.27795,1.45606,-1.33215,0.16749,0.93717,-1.51064,-0.36154,2.20591,0.88092,1.20568,-0.03796,1.26815,-1.56397,2.02496,1.3319,-1.766,0.68408,1.02527,1
NP04088,1.75043,0.71361,-1.71849,1.45606,-0.8881,-0.27094,-1.68336,1.19701,1.24734,0.02862,0.88092,-1.04508,1.58144,-1.9598,-0.50376,-1.13068,1.3319,1.46592,0.68408,-1.34788,1
NP07667,-1.28363,0.71361,-0.21761,-0.8384,-0.35057,0.22499,-2.11552,1.19701,-0.30408,0.55576,0.88092,1.20568,-0.81875,1.26815,0.03813,-0.49956,-0.37811,-0.19621,-1.62716,1.02527,1
NP03469,1.75043,0.71361,-1.51485,1.45606,-1.69051,-1.88092,0.93717,1.19701,1.24734,2.20591,-1.50759,-1.85852,1.58144,1.26815,-0.30742,-0.92538,1.3319,-0.53479,0.68408,1.02527,1
NP05651,0.6874,-1.17988,0.32542,0.46087,1.33216,-0.37156,0.93717,0.05695,-0.90023,0.43352,0.88092,-1.15565,-1.73689,1.26815,-1.02994,0.92999,0.19189,1.46592,-3.55319,-0.1738,1
NP09797,0.01563,-2.34699,-0.36091,0.59909,1.33216,-0.12,-0.20299,0.21529,-0.64884,0.18906,-0.25821,0.62917,0.11386,-0.31082,0.76065,-1.07746,-0.75811,-0.77334,-0.64274,-0.00726,1
NP03273,-0.56756,0.71361,-0.95674,1.45606,-1.11402,-0.47937,0.93717,1.19701,1.24734,-1.20899,0.88092,1.20568,-0.68862,1.26815,-2.27864,2.02496,-1.15394,1.46592,0.68408,1.02527,1
NP01808,-0.81856,-0.89423,-0.52684,-0.65871,-0.20255,-0.06969,-0.87421,1.19701,-0.59856,0.24253,-0.92883,-0.35011,-0.27654,0.33477,-0.28386,1.11248,-0.70269,-0.51171,-0.59994,1.02527,1
NP07331,1.75043,-2.80404,1.41148,1.45606,-0.99717,-0.37156,0.93717,1.19701,1.24734,-0.07833,0.88092,-1.15565,-0.58017,1.26815,-1.65036,-0.24863,1.3319,1.46592,0.68408,-2.56359,1
NP05131,-0.02128,0.71361,-0.91903,1.45606,-1.07507,0.69936,0.93717,1.19701,0.16996,-0.15473,0.88092,0.02107,-0.65247,-1.13531,-0.69224,-0.32466,-0.56811,-0.91185,-0.92094,-0.97317,1
NP01851,1.75043,0.71361,-0.73802,-2.20678,1.33216,1.77748,0.93717,-1.05936,1.24734,0.02862,0.88092,-1.04508,-0.47896,1.26815,1.73448,-0.14217,-0.92436,-0.72717,0.68408,1.02527,1
NP08997,0.74646,0.71361,1.41148,-1.41201,0.27266,-0.27094,-0.31333,0.12029,-0.79967,1.16692,-1.14013,0.13163,-0.47896,1.26815,-0.91214,-0.14217,-0.92436,-0.72717,-0.77114,-0.80663,1
NP09782,-0.70044,0.71361,-1.09249,-1.38437,-0.35057,0.22499,0.93717,-0.51308,1.24734,2.20591,0.88092,1.20568,0.01987,-1.31421,-0.87287,-1.10027,1.3319,1.46592,-1.62716,-0.77333,1
NP00713,-0.45683,0.71361,1.41148,-0.61033,-2.0255,-1.81623,-1.81209,-1.1702,1.24734,2.20591,0.88092,-2.19811,1.58144,1.26815,-0.61371,2.02496,1.3319,1.46592,0.68408,1.02527,1
NP08201,0.01563,0.71361,-1.69586,-0.48593,0.4908,-0.78125,-0.05587,1.19701,-0.44055,-0.51379,-0.11123,-1.01349,1.58144,-0.11636,-0.11109,-0.68205,-0.89269,1.46592,0.68408,0.12597,1
NP07511,-0.35348,0.71361,1.41148,-0.51358,1.33216,1.77748,-1.68336,-1.05936,-0.79967,-0.96452,0.88092,-1.04508,-0.47896,1.26815,-1.52471,2.02496,1.3319,-0.72717,0.68408,-1.34788,1
NP07051,0.25186,0.71361,-1.54502,0.05312,1.33216,-0.47937,-0.92938,-1.90649,1.24734,-0.19292,-0.98395,-1.27411,0.11386,1.26815,0.14023,-0.36268,1.3319,-0.09617,0.68408,-0.66508,1
NP09843,-0.35348,0.71361,-1.71849,-0.51358,-0.8881,1.77748,0.93717,1.19701,1.24734,2.20591,-1.73725,-1.04508,-1.41879,-1.9598,-0.50376,2.02496,-0.92436,1.46592,0.68408,1.02527,1
NP01301,1.75043,0.71361,1.41148,-0.03672,1.33216,-0.60875,0.93717,1.19701,1.24734,-0.93397,0.88092,-0.50016,0.01987,1.26815,-1.49329,-1.9367,-1.29644,-0.19621,0.68408,1.02527,1
NP07261,1.75043,0.71361,-0.54946,1.45606,-2.28258,-1.01124,0.93717,1.19701,-0.62011,2.20591,-1.50759,1.20568,-0.29822,1.26815,-0.30742,-0.92538,1.3319,-2.10458,0.68408,1.02527,1
