,Moran_CIDH920105.lag1,Moran_CIDH920105.lag2,Moran_CIDH920105.lag3,Moran_BHAR880101.lag1,Moran_BHAR880101.lag2,Moran_BHAR880101.lag3,Moran_CHAM820101.lag1,Moran_CHAM820101.lag2,Moran_CHAM820101.lag3,Moran_CHAM820102.lag1,Moran_CHAM820102.lag2,Moran_CHAM820102.lag3,Moran_CHOC760101.lag1,Moran_CHOC760101.lag2,Moran_CHOC760101.lag3,Moran_BIGC670101.lag1,Moran_BIGC670101.lag2,Moran_BIGC670101.lag3,Moran_CHAM810101.lag1,Moran_CHAM810101.lag2,Moran_CHAM810101.lag3,Moran_DAYM780201.lag1,Moran_DAYM780201.lag2,Moran_DAYM780201.lag3,y
peptide_nm_436,-1.77647,1.35837,-0.31335,1.42631,1.12417,-0.84102,-1.29262,1.85893,-1.16967,-0.25955,0.22586,-1.98568,-1.37582,2.04784,-1.51458,-2.20921,2.72898,-1.59902,-1.26006,2.55527,-0.71482,-1.6771,1.24937,0.01391,0
peptide_nm_437,0.29855,-0.00884,-1.0909,2.6537,1.49667,0.22439,1.05188,-0.44909,-0.64041,1.04447,-0.56247,-1.81207,0.80468,-0.54815,-0.55458,1.42028,-1.10892,-1.4834,-0.19142,0.23987,-2.66978,2.44369,0.38564,0.99585,0
peptide_nm_438,0.16546,-0.67252,-2.75586,1.74183,-1.69664,-3.10321,0.15769,-2.68261,-0.99365,-0.68512,-0.51776,2.9105,-0.69714,-2.72501,-0.24292,0.23406,-3.41963,-0.00013,-0.42632,-2.54153,1.14338,-1.77134,-0.04839,0.07158,0
peptide_nm_439,-1.05908,1.13669,-1.1415,-1.23798,0.26686,-0.4854,-1.02953,1.7031,0.27857,1.30709,0.71058,-0.01508,-0.8232,1.51826,0.13644,-1.69796,1.55892,0.28906,-2.0424,1.12027,-0.47172,-0.33353,-0.86133,0.26234,0
peptide_nm_440,-0.41214,1.05458,-1.40006,-0.69505,0.29358,-1.83894,0.05211,0.54828,-2.21163,-1.46645,0.4375,-0.43771,-0.11605,0.31459,-1.60259,0.19073,0.4987,-2.05771,-1.28274,1.91333,-1.9842,0.54232,0.81287,-1.80725,0
peptide_nm_441,0.77135,0.1199,-1.17507,-0.38336,-0.14978,-0.77602,-1.72576,-0.02943,0.6182,-0.47941,0.35863,0.77138,-1.192,-0.61883,0.43774,-1.42608,0.0859,0.94788,0.22117,-0.07861,0.26815,0.28444,-1.742,-0.39569,0
peptide_nm_442,0.28546,0.59561,0.08773,0.54265,0.81826,0.69322,-0.7226,2.40094,-3.17976,1.22038,-1.04765,-1.50729,-0.89821,2.24442,-3.51415,-0.83469,2.33458,-3.46572,-1.21752,0.56305,0.33929,-0.21297,1.10841,0.18884,0
peptide_pm_1,-0.28523,-0.66665,0.16553,-0.86105,0.20905,-0.31004,-0.7663,-0.14066,0.6039,0.1465,0.23746,-0.71951,-0.74215,-0.00627,0.50879,-0.66769,-0.20058,0.6911,-0.93593,-0.59753,0.68949,-0.78802,0.37176,-1.44222,1
peptide_pm_2,-0.28264,-1.14891,1.1398,-0.07747,-0.60482,1.6149,0.32836,-0.82351,0.30536,-0.22325,-1.47283,1.52676,0.42431,-0.61341,-0.27608,0.47611,-1.10767,0.06527,0.58198,-1.17214,1.02733,0.66347,-0.95887,0.26731,1
peptide_pm_3,-1.55158,-1.14976,3.65258,-1.51148,-1.52669,4.03636,-1.70837,-2.00025,4.19885,-1.60869,-1.58958,3.91603,-1.74901,-1.94763,4.25045,-1.59616,-1.92995,4.23212,-1.66138,-1.61098,4.32869,-1.46393,-1.80793,4.09936,1
peptide_pm_4,0.62921,-2.49171,-0.27235,0.54362,-3.03645,-0.1647,0.62236,-3.73642,-0.18637,0.67008,-3.16869,-0.16293,0.61275,-3.6558,-0.19431,0.70287,-3.63718,-0.18335,0.81013,-3.19009,-0.19857,0.67663,-3.41049,-0.07068,1
peptide_pm_5,0.34022,0.71966,-1.15581,-0.13997,0.72707,-1.4145,0.34323,-0.05699,0.06193,-0.86773,0.99148,-0.76268,0.17477,-0.42693,0.35361,0.51394,-0.37727,0.26631,-1.39456,0.51837,-0.07407,-0.02304,0.45738,-0.99765,1
peptide_pm_6,-0.62593,-0.25994,0.40465,0.17194,-0.36359,0.75343,-1.12313,1.50979,-1.30258,-0.42488,0.0706,-0.92627,-1.03765,1.58992,-0.90717,-1.09547,1.68394,-1.25615,-1.27822,1.70403,-0.87533,-0.57411,0.82528,-1.63951,1
peptide_pm_7,-0.62235,0.03685,1.57417,0.80898,1.21612,-0.5248,0.53407,1.73489,1.46304,-0.02056,0.5722,1.04051,0.87259,2.05812,1.22377,0.30531,1.40262,1.25169,-0.70564,1.13864,0.98843,-1.94841,0.7988,1.01749,1
peptide_pm_8,0.50561,-0.09312,0.58096,1.08938,0.12539,0.41058,0.88125,0.02011,1.56253,-0.40954,0.37236,0.14284,0.63961,0.06696,1.2477,0.8243,0.37827,1.2411,-0.24987,0.51553,-0.15696,1.66271,-0.59187,0.51304,1
peptide_pm_9,-0.16513,-1.2919,0.26261,-0.03183,-2.07943,0.33249,0.17971,-1.47182,0.4053,-0.20789,-1.4419,0.63879,0.66532,-1.29328,0.17749,-0.03514,-1.09164,0.76397,0.239,-0.54569,0.07623,-1.27854,-0.06768,0.88989,1
peptide_pm_10,0.40054,0.64024,-0.40895,-0.71504,0.54598,-0.62539,0.27758,-0.767,-0.1373,0.3268,0.10378,-0.2374,0.35468,-0.6991,-0.21105,0.33194,-0.5215,0.02981,0.51694,0.96934,0.45854,0.32116,1.1189,0.45119,1
peptide_pm_11,-0.70793,-0.91022,0.74579,-0.66941,-0.93129,0.63863,-1.20177,0.99885,0.06302,0.03178,0.34189,1.32806,-1.25585,0.95053,-0.02039,-0.71892,-0.18595,0.40754,-1.11218,-0.33945,0.7373,-0.43186,-0.81032,0.70026,1
peptide_pm_12,-0.18929,-1.08579,1.10398,-0.11023,-0.5899,1.47744,0.62434,-0.66277,0.61821,0.03049,-0.92627,1.21473,0.67057,-0.53526,0.23964,0.65838,-0.73853,0.4181,0.05815,-1.35233,1.04949,1.31573,-0.88478,0.34232,1
peptide_pm_13,3.22454,1.52266,-0.59942,2.98936,1.47992,-0.51479,3.39611,1.45724,-0.5518,3.382,1.55515,-0.50284,3.42345,1.4541,-0.56471,3.4389,1.46992,-0.55131,3.75143,1.53374,-0.57584,3.22407,1.38349,-0.41819,1
peptide_pm_14,0.67371,0.56854,-0.59671,-0.79522,1.11576,-1.14023,0.7158,0.48022,0.34949,-0.93641,1.06796,-1.18901,0.22488,0.23928,0.88788,0.82781,0.01914,0.78121,-0.34107,0.05971,0.97637,0.10745,-0.24002,-0.60603,1
peptide_pm_15,-0.67659,-0.70204,0.73149,-0.53571,-1.0664,1.41035,0.73748,-0.03107,-0.62727,-0.33615,0.61269,-0.80947,0.46468,0.22608,-0.68113,0.46433,-0.07449,-0.68228,0.6632,0.39519,-0.47296,0.35909,-0.72989,-0.40339,1
peptide_pm_16,-0.13895,-0.4519,-0.17654,0.00701,-1.91834,0.55468,-1.5193,0.74926,0.67674,-0.41458,0.77963,-0.34172,-1.52916,0.77392,0.74888,-1.25743,1.0426,0.42886,-0.13743,-0.10136,0.3984,1.05319,1.24456,0.24743,1
peptide_pm_17,0.64409,-1.60185,0.18149,-0.81038,-1.80803,1.40611,0.34444,-0.34236,0.10512,0.65593,-1.55626,0.19387,-0.2427,-0.21617,0.32292,0.48321,-0.65893,0.11373,0.44783,-1.19224,0.27819,1.26231,-0.80108,-0.83311,1
peptide_pm_18,0.45977,0.28704,-1.9742,0.7915,-0.7857,-1.66665,-0.91087,-1.14335,2.07797,0.83159,-1.68143,-1.16589,-1.06917,-1.34353,2.11314,-1.10749,-0.96009,1.9133,0.01688,0.0188,0.59064,0.43734,-1.84159,-0.82742,1
peptide_pm_19,-1.07879,-0.40588,1.19724,0.17289,-0.76579,0.91396,-0.54401,0.06199,1.10257,-0.94658,-0.15248,0.25019,-0.56886,0.25052,0.79364,-0.53091,0.46333,0.21046,-0.3132,1.84281,-1.6223,-0.02024,0.17881,-0.29473,1
peptide_pm_20,2.63281,1.34037,1.83855,3.33944,2.82527,2.10454,-0.59967,-2.4056,2.90282,0.71925,-0.53293,1.92097,-0.19846,-1.80948,2.82707,-0.47837,-1.94744,2.42454,-1.92824,0.23915,1.45871,-0.6528,-1.83703,2.01721,1
peptide_pm_21,-0.1634,-1.06033,1.21718,-0.14061,-0.62266,1.60094,0.43317,-0.55309,0.4661,0.44914,-1.12698,1.33905,0.37564,-0.46733,0.09769,0.45829,-0.83839,0.43694,0.37576,-1.38752,1.50787,1.2589,-0.96777,0.54218,1
peptide_pm_22,1.70345,0.49721,-1.80721,1.74041,-0.00342,-1.38622,0.24501,1.74232,-0.34033,1.66516,0.44687,-2.2069,-0.15502,1.85128,-0.61573,-0.71982,2.08935,-0.80972,-0.81507,0.98869,-0.73327,-0.70851,1.55631,-1.49822,1
peptide_pm_23,-0.10565,-0.73297,-0.1787,-0.16667,-1.06317,0.65713,1.50701,-1.11739,-0.91198,0.00089,0.67135,-0.10798,1.27384,-0.67539,-1.072,1.38179,-0.85134,-0.86115,1.11758,-0.36535,-0.66185,0.71554,-0.0544,-1.11457,1
peptide_pm_24,0.22927,-2.25298,-0.24865,0.12353,-2.53406,-0.27868,-0.20419,0.34025,0.43894,0.22511,-2.7535,-0.21919,-0.07304,-0.34322,1.01875,-0.13445,0.39211,0.2639,0.44571,-2.55103,1.08213,0.1077,-2.00636,-0.41726,1
peptide_pm_25,-1.29714,0.37904,-0.08941,-1.15373,0.21022,0.21347,0.04082,-0.04431,0.90154,-0.30246,1.21951,-0.72026,0.03802,0.05616,0.67328,-0.26116,-0.14438,0.93718,0.03347,0.38404,-0.07074,-0.79337,0.34216,-0.13566,1
peptide_pm_26,-0.98211,0.23273,-0.15857,1.1818,1.03399,-0.53388,-0.34572,1.27225,1.3211,-1.07765,-0.17734,1.83154,0.07477,1.30115,0.66999,-0.54391,1.17974,1.75349,-0.30741,0.24732,1.43653,-1.30232,-0.38184,2.40761,1
peptide_pm_27,-0.17369,-0.46681,-1.38943,0.38338,-0.36048,-1.54835,-1.261,-0.40724,0.93193,-0.21941,0.15584,-0.74744,-1.54037,-0.25509,1.09838,-1.1667,-0.12258,1.04657,-1.37799,0.64298,0.81307,0.87825,0.68854,-0.84559,1
peptide_pm_28,2.4362,1.85234,1.94855,3.37634,2.78132,2.05327,-0.33261,-1.69511,2.44798,0.77026,0.34881,1.59687,0.11651,-1.25033,2.31664,0.07913,-1.08928,1.67173,-0.99795,1.19208,0.09573,-0.03206,-0.84265,1.22616,1
peptide_pm_29,-0.07251,-1.71507,2.09271,-0.31703,-0.8134,-0.12877,0.89606,-1.98882,0.93959,-0.87923,-1.40545,1.5582,1.06544,-1.88606,0.89543,0.67672,-2.11262,1.21005,0.84506,-1.78863,0.80049,-1.72095,2.17272,-0.44205,1
peptide_pm_30,-0.88479,-0.47789,1.07704,-0.49619,0.52098,-0.14578,0.39048,-0.10212,0.22322,-1.15193,0.41115,0.44778,0.88512,-0.5323,0.2511,0.5786,0.75665,-0.10457,-0.18069,0.13898,-0.93145,-0.49192,1.20324,-0.84206,1
peptide_pm_31,0.04248,-0.97812,-0.1989,0.24725,-0.27114,-0.67561,-0.44435,-0.01663,-0.9532,0.35511,0.14009,-0.21369,-0.92229,0.31559,-0.28171,-0.55326,0.14304,-0.60487,-0.95651,0.55326,0.29551,0.40348,0.93903,-0.86062,1
peptide_pm_32,1.02653,0.70372,-1.08081,-0.35981,0.6345,-0.02302,2.69404,0.8957,1.60477,-0.96821,-0.73624,-1.04977,2.64457,0.82581,1.41309,3.23348,1.4422,1.10347,1.23226,1.24322,-0.12985,1.45768,0.35256,-0.53099,1
peptide_pm_33,0.44209,-0.06451,0.16225,0.02047,-0.81312,0.76977,-0.03266,-1.04441,0.29709,-0.06368,-0.77555,-0.93061,-0.09493,-0.99422,0.40501,0.28978,-1.20876,0.12589,0.00238,-0.78875,0.81115,1.7754,0.41457,0.05736,1
peptide_pm_34,-0.73391,0.66619,0.92361,-0.18092,-0.34819,0.94889,-0.29398,-0.44049,-0.5939,-0.27707,-0.96606,0.68062,-0.23423,-0.63352,-0.72916,0.0258,0.08104,-1.16456,0.0414,0.99537,-0.53782,1.97536,-0.12325,0.66394,1
peptide_pm_35,0.23942,-1.73072,0.62592,0.40762,-0.99359,-0.3509,1.28362,-1.40564,0.41624,-0.78668,-1.64382,0.98601,0.92208,-1.51704,0.24603,1.08051,-2.05542,0.41426,-0.36617,-1.73767,0.54097,-1.55517,2.12834,-0.06539,1
peptide_pm_36,0.69741,-0.64216,0.50944,-0.37626,-0.60661,1.48214,-0.23052,0.12261,-0.92398,1.42998,1.41083,-1.41553,-0.47465,0.09223,-1.0748,-0.03045,0.16262,-1.00449,1.34173,0.13257,-1.22615,0.17332,-0.04722,-0.69075,1
peptide_pm_37,1.03005,-0.14696,0.62957,0.81944,-0.82388,0.44025,-0.57336,-0.02554,0.07462,0.09406,-1.02478,-0.69617,-0.65803,0.0824,0.00011,-0.34501,-0.25445,-0.04519,0.15045,-0.57523,0.76256,0.95005,1.21769,0.46333,1
peptide_pm_38,0.12283,-1.94031,1.19097,-1.21046,-0.24022,-0.49105,0.24696,0.09211,-1.47478,0.47036,-2.28797,1.25674,0.10663,0.05519,-1.16582,0.29869,-0.37465,-0.46425,-0.49659,-1.22629,1.96349,-0.93127,0.92154,-2.14091,1
peptide_pm_39,0.30686,-0.4455,-0.5836,-0.08561,-0.5716,0.61405,1.02418,-0.29395,-0.77596,0.57721,-0.10028,-0.4725,0.7693,-0.03767,-0.85498,0.86001,-0.36599,-0.89337,1.1531,-0.71547,-0.87508,0.3383,-1.2405,-0.74262,1
peptide_pm_40,-1.54933,1.38004,-0.03422,-0.08494,1.17879,0.48945,-0.55752,0.7001,-0.04943,-1.04343,1.30779,-0.1919,-0.24017,0.80891,-0.00303,-0.40006,1.09971,-0.2264,-1.20045,1.70574,-0.95239,-1.1315,0.33557,0.05156,1
peptide_pm_41,1.7259,0.42531,-1.94099,1.57007,-0.04391,-1.96076,0.22658,1.75209,-0.36067,2.09056,1.03661,-1.34093,-0.23848,1.90752,-0.71466,-0.72982,2.09603,-0.82948,-0.81507,0.98869,-0.73327,-0.70851,1.55631,-1.49822,1
peptide_pm_42,-0.26214,0.09412,1.03099,-0.33578,-0.56505,1.19859,-0.17417,-0.70495,0.39634,-0.28594,-0.33624,0.17581,-0.36439,-0.47549,0.02563,-0.36362,-0.60664,0.13801,-0.14006,-0.25018,-0.61211,-0.5341,-0.28364,1.61929,1
peptide_pm_43,0.59343,-2.02978,0.17631,0.17206,-2.7336,0.22904,-1.89432,1.7093,-0.84893,-0.66992,-1.27369,-0.63204,-1.92549,1.81787,-1.12899,-1.14582,1.25906,-1.05764,0.35969,-1.16655,0.01221,-0.6552,-0.61024,0.53148,1
peptide_pm_44,2.20889,0.87348,-1.55502,2.0923,0.39982,-1.19551,1.26614,1.38592,-0.52856,2.07503,0.6328,-2.00814,0.99893,1.46911,-0.71881,0.64871,1.58129,-1.00601,1.35993,0.93537,-1.0489,-0.58324,1.44944,-1.28708,1
peptide_pm_45,0.04312,0.64115,-1.45618,-0.84956,0.5903,-1.47466,-0.08049,0.108,0.04514,-0.71365,0.61028,-1.14456,-0.03254,-0.14584,0.23234,-0.085,-0.03475,0.41774,-0.19685,-0.08288,-0.36436,-1.43506,0.68548,-0.51363,1
peptide_pm_46,-1.84045,1.45027,0.21432,-2.18292,1.82654,-0.14861,-0.69231,1.22317,-2.10517,-2.43195,0.78538,0.7658,0.11354,0.83461,-2.32003,-1.66343,1.09166,-1.10314,-0.41497,-1.25925,0.97314,-1.08087,1.52339,-1.02836,1
peptide_pm_47,-0.20818,1.16648,-0.7704,-0.66106,0.64928,-1.42015,-0.12725,0.1893,0.01897,-0.64227,0.54178,-1.13907,-0.25016,-0.21489,0.29438,-0.09797,0.11669,0.35774,-0.27239,0.17188,-0.54565,-1.49898,0.76084,-0.38663,1
peptide_pm_48,1.38807,0.6816,-0.70279,-0.26305,0.41735,-0.93333,1.16163,0.73312,-0.33307,-0.40633,0.95782,-0.85236,0.93058,0.47937,-0.18129,1.29031,0.51129,-0.03507,-0.08201,0.93452,0.30739,-0.06588,0.06447,-0.54037,1
peptide_pm_49,-0.4484,-0.22158,-0.12821,0.14593,-1.26321,-0.20834,0.20252,-1.58411,1.17136,0.46534,-1.42141,-0.41019,0.09299,-1.50417,1.37678,0.35315,-1.52323,0.98633,0.24097,-0.99607,0.51943,3.1007,1.52166,-0.08536,1
peptide_pm_50,-0.39614,-0.34427,-0.14526,0.02362,-1.0957,-0.14622,-0.17018,-1.22194,1.55957,0.67326,-0.76434,0.17884,-0.42951,-1.18399,1.8045,-0.02032,-1.10831,1.4372,-0.05913,-0.65097,0.81948,3.1007,1.52166,-0.08536,1
peptide_pm_51,-0.24501,-0.78416,0.28628,-1.147,0.7764,-0.53732,-0.26972,-0.30986,-0.33063,0.53467,0.6533,-0.66779,-0.30273,-0.23292,-0.62576,-0.4489,-0.5805,-0.45754,-0.08272,-0.12369,-0.63011,0.32259,-0.48202,0.70486,1
peptide_pm_52,0.16889,-0.73671,-0.76554,0.01221,-0.76286,0.79521,0.09455,0.78928,-0.18507,0.74497,-0.91445,0.19747,-0.11118,0.53491,-0.39621,0.11614,0.5726,-0.80995,1.07874,-0.46986,-1.19475,-0.12582,0.144,0.87709,1
peptide_pm_53,0.44401,-1.67315,0.14344,0.92996,0.2432,0.2614,-0.14308,-1.60338,0.74199,0.40348,-0.11448,-0.44895,-0.19266,-1.39242,0.56062,-0.14744,-1.7549,0.76566,0.35886,-0.40442,-0.0859,1.61343,0.38467,-0.04518,1
peptide_pm_54,-0.77602,0.39624,-0.8492,-0.21743,-0.64414,-1.00894,-0.7071,-0.00315,1.10934,-0.56689,-0.05148,-1.99202,-0.74866,-0.31421,0.75747,-1.17574,0.10564,0.76752,-0.14798,0.46774,0.14424,-0.16046,-1.00526,-1.68029,1
peptide_pm_55,0.32706,-1.22872,0.84691,0.36851,-0.62611,0.45875,1.62143,-0.58507,-0.94903,0.38506,0.52824,-0.55155,0.75704,0.32992,-0.52335,0.85386,0.35664,-0.76796,0.13449,0.5084,-0.2744,0.11162,-0.87926,1.01713,1
peptide_pm_56,-0.25492,1.02012,-1.34221,-0.59296,0.43639,-1.5363,-0.08481,0.12233,0.25903,-0.54807,0.56878,-1.17659,-0.04317,-0.11808,0.26186,-0.11056,0.14821,0.49908,-0.5153,0.6055,-0.90025,-1.16777,0.65063,-0.56736,1
peptide_pm_57,-0.60598,-1.35839,1.13009,-0.99318,-1.79752,1.62361,1.08834,0.61316,-0.27202,-1.06715,-1.43449,1.44502,1.80356,0.36149,-0.5256,0.8675,0.62327,-0.18495,-0.47878,-1.83881,1.50052,-0.89709,-1.58194,1.37876,1
peptide_pm_58,0.19674,0.71956,-1.45151,-0.11214,-0.16564,-1.19215,-0.14427,0.01926,0.20372,-0.86269,0.4839,-1.09613,-0.12958,-0.17983,0.51742,-0.07187,0.05877,0.65284,-0.26146,0.28448,-0.41736,-1.14736,0.52859,-0.61072,1
peptide_pm_59,-0.66065,-1.02309,0.95867,-0.7168,-0.33003,0.02792,-1.30399,0.81457,-0.05164,0.00829,0.55942,1.41541,-1.26225,0.75902,-0.06377,-0.75139,-0.59562,0.2814,-0.52568,-1.07529,1.28588,-0.51001,-0.43298,-0.14766,1
peptide_pm_60,0.76993,-1.61487,-0.07321,-0.34044,-1.61424,1.01278,0.04041,-0.66101,-1.20981,0.75161,-1.65324,-0.17884,-0.58173,-0.46753,-1.08806,0.36189,-0.89451,-1.21495,0.80353,-1.53269,-0.7491,1.2651,-0.82565,-0.71509,1
peptide_pm_61,0.00913,0.30452,0.04327,0.24556,0.36972,0.29169,-0.14091,-0.79025,-0.31139,0.29554,0.38473,0.06433,-0.32086,-1.02321,-0.36643,0.00758,-0.67928,-0.52032,0.02775,0.06941,-0.00316,-0.02273,-0.58305,0.78283,1
peptide_pm_62,-0.27464,0.13617,0.11414,0.53495,0.00533,-0.35762,-0.83847,1.34266,-0.02725,-0.79133,0.81494,0.97371,-0.96577,1.28383,-0.26522,-1.09028,0.78821,0.32858,0.33148,-1.28467,-0.1068,0.07644,0.74171,0.16703,1
peptide_pm_63,-0.05441,-0.59003,-0.79362,0.1014,-0.96036,-0.84887,-0.48676,-1.96912,0.87623,0.36237,-0.31929,-0.87863,-0.60905,-1.79613,0.87145,-0.16995,-2.27727,0.60399,0.2518,-1.94678,-0.96276,0.30033,-0.21676,-0.10823,1
peptide_pm_64,-0.39993,-1.5608,0.41403,-0.377,-1.76791,0.32008,-0.34686,-0.45955,0.59603,-0.37363,-1.94255,0.40797,-0.56562,-1.19696,1.56125,-0.20751,-0.30097,0.346,-0.64337,-2.4904,2.24957,-0.1625,-1.37837,-0.10922,1
peptide_pm_65,0.42289,-0.92457,0.82133,-0.05628,-1.13885,1.5732,-0.50132,0.31693,-1.65536,1.73906,0.16111,0.51526,-1.22094,0.0466,-0.64035,-0.03904,0.12803,-0.79084,0.34961,0.55118,0.19319,1.45207,0.31248,-0.56038,1
peptide_pm_66,1.22763,0.37974,1.91006,2.90122,1.69076,1.26805,0.40557,-1.29749,1.08085,0.14511,-0.99559,1.75324,0.73749,-0.99951,0.83203,0.7465,-1.02809,0.89336,0.90656,-0.64991,0.86153,0.52112,-1.11836,1.09306,1
peptide_pm_67,-1.82834,0.49206,-1.47434,-1.9395,0.48751,-1.43983,-0.95148,-2.10773,-0.22924,-2.019,0.46369,-1.4134,-0.42656,-2.8406,0.01816,-0.99585,-1.81121,-0.30922,0.53857,-3.14962,-0.02683,-1.9613,0.19454,-1.10587,1
peptide_pm_68,-0.18828,-1.75767,0.86717,0.11474,-2.10251,0.57251,0.07363,-1.86074,0.18803,0.99199,-1.81141,-0.14997,-0.12015,-1.77274,-0.01778,-0.1501,-1.84532,0.22643,-0.04869,-0.78655,-0.34887,-0.46963,-1.46037,1.68817,1
peptide_pm_69,1.01305,0.50296,1.9834,1.00206,0.93856,0.08914,-0.32166,0.90265,2.43302,-0.05728,0.00638,0.79146,0.35346,1.34127,2.4178,-0.65294,0.10126,2.81291,-0.63022,-1.00908,2.32501,-0.91989,0.40311,1.05945,1
peptide_pm_70,1.09705,0.46097,0.09457,-0.03561,0.80109,-0.88984,1.80722,0.28708,-0.18611,0.25011,1.25233,-0.72303,1.65651,0.10958,-0.24565,1.65929,0.10572,0.24494,0.83415,-0.19073,0.79297,-0.58477,-0.37468,0.31663,1
peptide_pm_71,-1.04713,1.13456,-0.65458,-0.95913,1.14455,-0.39906,0.48161,1.07608,0.96177,-1.06309,0.53429,-1.17548,0.07353,0.84668,0.81053,0.46379,1.1793,0.57562,-0.61807,1.0487,-1.53847,-0.20086,0.8139,0.18624,1
peptide_pm_72,0.79614,-0.32143,-0.08253,0.56931,-0.0599,-1.64899,1.73152,0.77968,0.85147,0.20929,0.60977,-0.37808,1.53062,0.53945,0.84857,1.65895,0.56002,0.80343,0.66554,-0.05491,0.04736,1.09261,0.02772,-1.65243,1
peptide_pm_73,-0.08063,0.41818,-0.11025,-0.62452,-0.47513,-0.12168,-1.11971,-0.14709,-0.36034,-0.23768,0.58402,-0.04005,-0.93698,-0.54435,-0.16703,-0.51979,-0.58844,-0.1371,-1.00724,-1.01406,0.86378,1.59594,-0.0091,0.49058,1
peptide_pm_74,-0.96018,0.23879,1.20141,-0.41464,-0.6876,1.34308,-0.93292,0.95688,-1.20558,0.4661,-0.0945,1.534,-1.08337,0.65715,-0.67851,-0.52262,0.72455,-0.98418,-0.81999,-0.29368,0.23451,0.98613,-0.25754,-1.168,1
peptide_pm_75,0.08753,-1.66082,1.50049,0.23048,-0.50303,-1.3722,-0.79127,-0.38518,-0.89089,0.28873,-1.22953,0.66194,-0.78564,-1.261,-0.78109,-0.58361,-0.17862,-0.65666,0.175,-2.0239,-0.21165,0.30229,0.95612,-2.51698,1
peptide_pm_76,-1.00541,-0.01388,-0.9817,-1.18582,-0.36735,-0.95977,0.81097,-0.16535,-0.24655,-0.12556,-1.46395,-0.13786,0.73782,-0.30028,-0.10919,1.22609,0.69704,-0.56511,0.73384,0.41912,-0.26666,-0.36762,-1.11606,1.92359,1
peptide_pm_77,-0.10452,-0.61776,0.68535,0.11803,-0.70993,0.56231,0.55147,0.65158,0.46595,-0.62446,0.93052,-0.62397,0.23103,0.70522,0.51523,0.37582,0.88252,0.35766,0.71587,0.91945,0.3773,-0.00502,0.66548,0.5436,1
peptide_pm_78,0.73598,-0.67401,-1.62021,1.27246,-1.17318,-1.43015,-2.06045,0.15419,0.58853,-0.36483,-0.3499,-0.69591,-2.10452,0.20012,0.65754,-1.71121,0.21716,0.17871,0.49558,0.02912,-0.8265,0.13501,0.33975,-1.62792,1
peptide_pm_79,-0.07632,-0.94042,1.12566,-0.22124,-1.0204,1.20107,0.58179,-0.18208,0.22827,-0.12392,-0.35203,-0.16841,0.1329,-0.27854,0.49149,0.26684,-0.27362,0.62332,-0.49795,0.24428,0.68965,0.721,0.22862,-0.16943,1
peptide_pm_80,2.28784,0.81114,-1.62989,2.11646,0.39272,-1.25692,0.31244,0.02589,0.89045,2.08615,0.59729,-1.99902,0.02331,0.08437,0.78054,0.02014,0.19179,0.25028,1.21043,-0.13886,-0.83593,-0.62082,1.1191,-1.0897,1
peptide_pm_81,-0.35459,-1.02008,1.0273,-0.6094,-0.6703,1.42907,0.21842,-0.2192,-0.46485,-0.95058,-1.23804,1.3452,0.77448,0.31797,-0.95077,-0.18185,-0.52567,-0.60417,-0.04869,0.43178,0.87967,0.08526,0.85562,0.06325,1
peptide_pm_82,0.74175,-1.65907,0.2734,0.58507,-2.03297,0.10467,0.56493,-1.20961,-0.43436,-0.44376,-1.48203,0.69083,0.1319,-1.0369,-0.33746,0.51097,-1.79242,-0.53105,-0.14334,-1.80606,-0.18675,0.35792,-1.2449,-0.96745,1
peptide_pm_83,0.54514,-0.27915,-0.68607,0.73639,-0.7581,-0.5122,-1.87847,0.85618,-1.1122,0.51266,-1.00793,-1.15663,-1.97083,0.9727,-1.24049,-1.81673,1.5065,-1.47099,-0.14519,0.98997,-0.21933,-0.05273,-1.56927,0.23324,1
peptide_pm_84,2.4362,1.55307,1.57533,3.37634,2.82194,2.10146,-0.33261,-1.55903,2.59454,0.77026,0.10568,1.32909,0.11651,-1.04062,2.54932,0.07913,-0.84315,1.94316,-0.99795,1.14662,0.04016,-0.03206,-0.70976,1.37359,1
peptide_pm_85,0.10195,-2.0867,0.95165,-0.55202,-2.0189,1.58417,-0.94351,-2.22263,1.27712,-0.4223,-2.82484,1.71402,-0.92828,-2.09667,1.19412,-0.64493,-2.4617,1.46442,0.2687,-1.57466,0.60636,0.15664,-1.22988,0.33494,1
peptide_pm_86,-0.85524,1.15349,-0.40691,-0.11584,1.07298,-0.07002,-0.38218,0.87434,-0.46739,-0.44508,1.3756,-0.6753,-0.19007,0.91242,-0.23328,-0.29173,1.20937,-0.4638,-1.1971,1.70288,-0.95568,-0.76972,0.5187,-0.22404,1
peptide_pm_87,0.24022,-1.96122,0.74269,0.3882,-2.27498,0.66864,-0.15093,-1.51723,0.77139,0.13114,-2.7678,0.2141,-0.43219,-1.1228,0.32189,-0.26463,-1.53177,-0.0682,-0.17056,-0.84208,-0.82548,0.12715,-2.20557,-0.32031,1
peptide_pm_88,0.14192,0.46067,-0.67252,-0.18037,-0.73174,-0.55424,-0.44045,0.44026,0.16711,-0.57087,0.49709,-0.45924,-0.57058,0.50981,0.23436,-0.48933,0.78762,0.15388,-0.32183,0.46944,-0.41102,-0.62285,-0.25211,0.0794,1
