,GAAC_alphatic,GAAC_aromatic,GAAC_postivecharge,GAAC_negativecharge,GAAC_uncharge,y
peptide_pm_278,1.55248,-1.13166,1.12351,-0.80945,-1.54355,1
peptide_pm_279,-0.74639,0.15647,0.91773,-0.80945,0.45425,1
peptide_pm_280,1.22407,0.58585,-1.55173,-0.80945,0.16885,1
peptide_pm_281,-0.95023,-0.7467,-0.99823,-0.42725,2.80634,1
peptide_pm_282,1.55248,-1.13166,1.12351,-0.80945,-1.54355,1
peptide_pm_283,-1.239,2.30335,0.30036,-0.80945,0.16885,1
peptide_pm_284,0.02772,-0.60005,2.65222,-0.80945,-1.54355,1
peptide_pm_285,0.69861,-0.75953,-0.48163,-0.43999,0.43522,1
peptide_pm_286,1.62872,-0.73295,0.16807,-0.80945,-1.01353,1
peptide_pm_287,1.55248,-0.51145,0.67764,-0.80945,-1.54355,1
peptide_pm_288,1.80361,-0.47496,-1.07963,-0.80945,-0.23407,1
peptide_pm_289,0.02772,-0.06844,1.50569,-0.80945,-0.83685,1
peptide_pm_290,-0.99269,-0.2729,0.60904,-0.38315,1.02505,1
peptide_pm_291,1.28565,-0.43392,-1.05012,-0.80945,0.31155,1
peptide_pm_292,0.19406,-0.11677,2.09633,-0.80945,-1.54355,1
peptide_pm_293,2.2093,-0.2729,-0.93436,-0.80945,-0.97275,1
peptide_pm_294,-2.22423,0.58585,1.53509,-0.80945,1.31045,1
peptide_pm_295,-1.239,2.30335,0.30036,-0.80945,0.16885,1
peptide_pm_296,-0.74639,0.15647,0.91773,0.46946,-0.40195,1
peptide_pm_297,-1.64951,1.65929,0.4547,-0.80945,0.92991,1
peptide_pm_298,-0.9703,2.9279,1.36672,-0.80945,-1.54355,1
peptide_pm_299,-1.11585,1.65929,1.95953,-0.80945,-1.07978,1
peptide_pm_300,-0.25377,2.30335,-0.317,-0.80945,-0.40195,1
peptide_pm_301,-0.38812,0.89812,2.09633,-0.80945,-1.54355,1
peptide_pm_302,0.27168,-1.13166,1.65856,-0.80945,-0.55417,1
peptide_pm_303,-0.50008,-0.2729,0.60904,-0.80945,0.73965,1
peptide_pm_304,-0.7156,0.26382,0.95631,-0.80945,0.31155,1
peptide_pm_305,-0.15525,-0.3874,0.58846,-0.80945,0.43522,1
peptide_pm_306,0.34593,0.80987,-0.15595,-0.32754,-0.57568,1
peptide_pm_307,0.19406,-0.11677,2.09633,-0.80945,-1.54355,1
peptide_pm_308,-0.58218,-0.3874,-0.74916,-0.43999,1.9193,1
peptide_pm_309,1.22407,0.58585,-0.93436,-0.80945,-0.40195,1
peptide_pm_310,0.73145,0.58585,0.30036,-0.80945,-0.97275,1
peptide_pm_311,1.90825,-1.13166,-0.21411,-0.80945,-0.71907,1
peptide_pm_312,0.19406,0.89812,1.36672,-0.80945,-1.54355,1
peptide_pm_313,-0.50008,-0.2729,0.60904,-0.80945,0.73965,1
peptide_pm_314,-1.43605,1.1011,1.65856,-0.80945,-0.05947,1
peptide_pm_315,-1.43605,1.84535,1.65856,-0.07052,-1.04886,1
peptide_pm_316,-0.93796,1.34918,2.01526,-0.80945,-1.13131,1
peptide_pm_317,-1.00911,-1.13166,1.12351,-0.80945,1.42461,1
peptide_pm_318,0.48515,-0.43392,-0.04691,-0.11671,-0.15223,1
peptide_pm_319,-0.38812,3.94279,-0.09251,-0.80945,-1.54355,1
peptide_pm_320,0.23884,-0.2729,2.15245,-0.80945,-1.54355,1
peptide_pm_321,0.80535,-0.01528,0.4547,-0.80945,-0.80151,1
peptide_pm_322,-0.7294,-0.7467,-1.27498,-0.04504,2.55046,1
peptide_pm_323,0.94258,-0.33424,0.16807,-0.80945,-0.4835,1
peptide_pm_324,1.24753,0.46317,0.35916,-0.80945,-1.54355,1
peptide_pm_325,-0.81296,0.07524,0.8343,0.68838,-0.34025,1
peptide_pm_326,1.55248,-0.60005,-0.4052,-0.80945,-0.4835,1
peptide_pm_327,0.23884,0.58585,-0.93436,-0.80945,0.73965,1
peptide_pm_328,2.2093,-1.13166,-0.93436,-0.80945,-0.40195,1
peptide_pm_329,0.62436,0.32449,0.19299,-0.32754,-0.8983,1
peptide_pm_330,0.12937,-0.51145,2.01526,-0.80945,-1.13131,1
peptide_pm_331,-2.71684,4.45023,2.46113,-0.80945,-1.54355,1
peptide_pm_332,1.22407,-0.2729,0.91773,-0.80945,-1.54355,1
peptide_pm_333,-0.50008,0.15647,0.60904,-0.80945,0.45425,1
peptide_pm_334,-1.73161,3.16211,0.91773,-0.80945,-0.40195,1
peptide_pm_335,-0.04852,0.72897,-0.21411,-0.34762,0.00236,1
peptide_pm_336,-1.239,0.58585,1.53509,-0.80945,0.16885,1
peptide_pm_337,0.39861,-0.52821,-0.03335,-0.21032,0.06086,1
peptide_pm_338,0.02772,1.52639,0.35916,-0.80945,-0.83685,1
peptide_pm_339,0.48515,0.39068,0.63711,-0.80945,-0.86897,1
peptide_pm_340,0.21832,0.26382,-0.21411,-0.80945,0.31155,1
peptide_pm_341,0.19406,0.39068,1.00191,-0.80945,-0.86897,1
peptide_pm_342,1.03722,-0.7467,0.10877,-0.80945,-0.26418,1
peptide_pm_343,1.71668,-0.2729,-0.93436,-0.80945,-0.40195,1
peptide_pm_344,-0.95023,-0.36174,-0.99823,-0.42725,2.55046,1
peptide_pm_345,-0.00747,-0.2729,-0.317,0.46946,0.16885,1
peptide_pm_346,0.23884,0.58585,1.53509,-0.80945,-1.54355,1
peptide_pm_347,0.19406,0.39068,1.00191,-0.80945,-0.86897,1
peptide_pm_348,-0.24258,-0.37049,-0.09251,0.19818,0.48019,1
peptide_pm_349,0.73145,-0.2729,1.53509,-0.80945,-1.54355,1
peptide_pm_350,-0.25377,2.30335,-0.317,-0.80945,-0.40195,1
peptide_pm_351,-0.88713,1.65929,1.3146,-0.4136,-1.01353,1
peptide_pm_352,0.57169,-0.82993,-0.03335,-0.50989,0.26141,1
peptide_pm_353,1.71668,-0.2729,-0.93436,-0.80945,-0.40195,1
peptide_pm_354,-1.11585,1.1011,1.65856,-0.80945,-0.43049,1
peptide_pm_355,0.19406,-0.11677,2.09633,-0.80945,-1.54355,1
peptide_pm_356,1.85743,-0.73295,-0.4052,-0.80945,-0.74851,1
peptide_pm_357,0.35707,0.65455,0.69547,-0.80945,-0.94992,1
peptide_pm_358,1.55248,-1.13166,-0.4052,-0.28165,-0.4835,1
peptide_pm_359,-0.88713,0.46317,0.74134,-0.80945,0.57656,1
peptide_pm_360,0.63762,-0.06844,-0.02302,0.24616,-0.83685,1
peptide_pm_361,0.21069,0.14421,0.51203,-0.49277,-0.4835,1
peptide_pm_362,-0.7156,0.26382,0.95631,-0.80945,0.31155,1
peptide_pm_363,0.5995,-0.9323,0.02475,-0.01774,-0.08598,1
peptide_pm_364,-1.239,2.30335,0.30036,-0.80945,0.16885,1
peptide_pm_365,1.68589,-1.13166,-0.54851,-0.80945,-0.15223,1
peptide_pm_366,0.2968,0.83842,1.28088,-0.80945,-1.54355,1
peptide_pm_367,1.66483,-1.13166,0.98271,-0.80945,-1.54355,1
peptide_pm_368,-1.55248,2.9279,2.09633,-0.80945,-1.54355,1
peptide_pm_369,-0.58218,-0.3874,-0.74916,-0.43999,1.9193,1
peptide_pm_370,0.75198,-0.20134,-0.21411,-0.80945,0.00236,1
peptide_pm_371,-2.04274,3.56888,0.98271,-0.80945,-0.37191,1
peptide_pm_372,-1.43605,1.84535,2.19361,-0.80945,-1.04886,1
peptide_pm_373,-0.83332,1.49512,1.75298,-0.80945,-1.10706,1
peptide_pm_374,1.41476,-0.77153,0.26053,-0.45191,-1.06482,1
peptide_pm_375,1.12555,0.65455,-0.26761,-0.80945,-0.94992,1
peptide_pm_376,-1.36864,2.98132,1.82752,-0.80945,-1.54355,1
peptide_pm_377,1.06733,-0.62421,-0.82212,-0.80945,0.48019,1
peptide_pm_378,-1.36864,1.80618,1.40512,-0.22609,-0.76246,1
peptide_pm_379,1.62872,-0.73295,-0.4052,-0.4136,-0.74851,1
peptide_pm_380,0.48515,-0.20134,-0.21411,-0.80945,0.31155,1
peptide_pm_381,-0.44446,-0.41141,-0.77505,-0.45191,1.8076,1
peptide_pm_382,1.28565,-1.13166,-0.54851,-0.80945,0.31155,1
peptide_pm_383,0.69861,-0.3874,0.05342,-0.80945,-0.05947,1
peptide_pm_384,-1.11585,0.96155,0.95631,-0.80945,0.31155,1
peptide_pm_385,-0.58218,2.5896,1.12351,-0.80945,-1.54355,1
peptide_pm_386,0.35707,0.65455,0.69547,-0.80945,-0.94992,1
peptide_pm_387,0.19406,0.39068,1.00191,-0.80945,-0.86897,1
peptide_pm_388,1.42691,-0.47496,-0.13542,-0.15746,-1.10706,1
peptide_pm_389,1.32778,-0.54409,0.1379,-0.80945,-0.76246,1
peptide_pm_390,-0.25377,2.30335,-0.317,-0.80945,-0.40195,1
peptide_pm_391,0.2968,0.83842,1.28088,-0.80945,-1.54355,1
peptide_pm_392,0.37473,-1.13166,0.66226,-0.80945,0.24758,1
peptide_pm_393,0.35707,0.65455,0.69547,-0.80945,-0.94992,1
peptide_pm_394,1.28565,-0.43392,-0.54851,-0.80945,-0.15223,1
peptide_pm_395,1.62872,-0.73295,-0.11856,-0.80945,-0.74851,1
peptide_pm_396,-1.239,2.30335,0.30036,-0.80945,0.16885,1
peptide_pm_397,0.8854,-0.43392,0.95631,-0.80945,-1.07978,1
peptide_pm_398,2.48639,-1.13166,-1.05012,-0.80945,-0.616,1
peptide_pm_399,1.71668,-0.2729,-0.93436,-0.80945,-0.40195,1
peptide_pm_400,-1.19209,0.46317,1.12351,-0.28165,0.22321,1
peptide_pm_401,1.81931,-1.13166,-0.21411,-0.80945,-0.616,1
peptide_pm_402,-1.73161,3.16211,0.91773,-0.80945,-0.40195,1
peptide_pm_403,-0.93796,1.34918,-0.65998,1.65364,-0.30682,1
peptide_pm_404,1.71668,-0.2729,-0.93436,-0.80945,-0.40195,1
peptide_pm_405,0.99073,-0.54409,-0.70692,-0.22609,0.01864,1
peptide_pm_406,1.71668,-0.2729,-0.93436,-0.80945,-0.40195,1
peptide_pm_407,0.12937,1.34918,1.12351,-0.80945,-1.54355,1
peptide_pm_408,0.27168,-0.3874,1.12351,-0.80945,-0.55417,1
peptide_pm_409,-2.00529,1.96939,1.56939,-0.80945,0.10542,1
peptide_pm_410,1.76594,-0.57347,-1.15044,-0.80945,-0.05947,1
peptide_pm_411,0.12937,-0.51145,2.01526,-0.80945,-1.13131,1
peptide_pm_412,0.19406,-0.11677,2.09633,-0.80945,-1.54355,1
peptide_pm_413,-0.88713,0.99478,1.88787,-0.80945,-0.83685,1
peptide_pm_414,0.84092,-0.71818,-0.06548,-0.80945,0.10542,1
peptide_pm_415,-0.44446,-0.41141,-0.77505,-0.45191,1.8076,1
peptide_pm_416,-1.64951,0.72897,2.46113,-0.80945,-0.30682,1
peptide_pm_417,-1.11585,1.65929,1.12351,-0.80945,-0.30682,1
peptide_pm_418,0.34593,-0.16089,1.23983,-0.80945,-0.8983,1
peptide_pm_419,0.19406,-0.11677,2.09633,-0.80945,-1.54355,1
peptide_pm_420,0.77624,-1.13166,-0.09251,-0.80945,0.48019,1
peptide_pm_421,-2.00529,1.96939,1.56939,-0.80945,0.10542,1
peptide_pm_422,-0.58218,2.5896,0.4547,-0.80945,-0.92519,1
peptide_pm_423,0.25643,-1.13166,0.74134,-0.80945,0.31155,1
peptide_pm_424,-1.239,2.30335,0.30036,-0.80945,0.16885,1
peptide_pm_425,0.20671,-0.40358,0.19299,0.39532,-0.41436,1
peptide_pm_426,-1.29374,1.34918,-0.21411,1.65364,-0.30682,1
peptide_pm_427,-1.34456,1.26058,0.74134,-0.80945,0.57656,1
peptide_pm_428,-0.58218,2.5896,1.12351,-0.80945,-1.54355,1
peptide_pm_429,-1.11585,0.72897,0.4547,-0.80945,0.92991,1
peptide_pm_430,1.55248,-1.13166,1.12351,-0.80945,-1.54355,1
peptide_pm_431,2.29497,-0.64627,-1.20278,-0.80945,-0.57568,1
peptide_pm_432,-0.36872,-0.3874,-1.2842,-0.43999,2.16665,1
peptide_pm_433,0.35707,0.65455,0.69547,-0.80945,-0.94992,1
peptide_pm_434,1.85743,-1.13166,-0.78737,-0.80945,-0.13014,1
peptide_pm_435,0.75198,0.26382,1.12351,-0.80945,-1.54355,1
peptide_pm_436,1.12555,-1.13166,1.65856,-0.80945,-1.54355,1
peptide_pm_437,0.73145,-0.70228,-0.00832,-0.80945,0.16885,1
peptide_pm_438,0.48515,-0.43392,0.4547,-0.46308,-0.38412,1
peptide_pm_439,-1.11585,1.1011,1.65856,-0.80945,-0.43049,1
peptide_pm_440,-0.74639,0.58585,1.84377,-0.80945,-0.68735,1
peptide_pm_441,0.57169,-0.52821,0.18356,-0.50989,-0.13969,1
peptide_pm_442,0.19406,0.39068,1.00191,-0.80945,-0.86897,1
