,MSW__1,MSW__2,MSW__3,MSW__4,MSW__5,MSW__6,MSW__7,MSW__8,MSW__9,MSW__10,MSW__11,MSW__12,MSW__13,MSW__14,MSW__15,MSW__16,MSW__17,MSW__18,MSW__19,MSW__20,MSW__21,MSW__22,MSW__23,MSW__24,MSW__25,MSW__26,MSW__27,MSW__28,MSW__29,MSW__30,y
peptide_nm_432,0.96107,-0.58108,-0.73902,-0.82156,-1.12181,-0.09877,1.74895,0.6974,0.06125,-1.36205,0.70439,0.86634,-0.0853,-0.63234,0.11977,1.09182,0.22252,-0.37433,-0.90967,0.26981,-0.46501,-1.40119,-1.81434,-1.45604,-1.51983,0.16689,2.00019,1.59515,1.6888,1.85792,0
peptide_nm_433,-1.31569,0.34518,0.5169,0.24084,0.20894,-0.95481,-0.07329,-0.22659,0.33477,0.20058,1.58195,0.49717,0.39417,1.0661,-0.65371,-0.84616,-0.12964,-0.03094,-0.8986,-1.56341,-1.73316,-0.40611,0.20348,-1.29027,1.34228,2.42112,-0.11225,0.00672,1.42502,-0.29369,0
peptide_nm_434,-0.37413,-0.60518,-0.05485,-0.82189,0.0816,0.27084,-0.39653,0.59786,-0.04695,-0.07448,0.20013,0.19646,-0.45733,-1.1287,0.20382,-0.0523,-0.14413,-0.34635,-0.51931,-0.00716,-0.17394,-0.33621,-0.34788,0.53727,0.96486,1.30059,0.23926,-0.59648,-0.02139,0.29217,0
peptide_nm_435,-0.83047,0.1531,0.46621,0.08919,0.36185,-0.70812,0.00504,-0.84326,-0.71438,-0.80298,0.78845,0.09071,-0.78425,-0.0687,0.20165,-0.88317,0.2187,0.60775,0.29515,-0.18307,-0.69959,-0.07063,0.45174,-0.11728,0.52055,2.6217,-1.4063,0.07751,-0.0613,-0.99722,0
peptide_nm_436,1.9341,-0.76206,-2.36626,-1.48566,-0.40752,1.62243,0.75841,0.39932,0.0807,0.74871,-1.0302,-1.54067,0.6954,-0.43041,-0.01168,0.06449,1.02552,1.52426,1.65766,0.90493,-1.90703,-1.19864,-1.02571,-1.54466,-0.63168,-0.27767,0.35393,1.07167,0.74449,0.37714,0
peptide_nm_437,1.27535,0.55587,0.68181,1.04584,1.29647,-1.32477,-0.68559,0.10036,-1.56989,-2.54385,1.19749,1.63032,0.04905,1.24548,0.76346,0.65784,0.66384,-0.60314,0.43499,1.19058,-0.17222,-1.69741,-0.14731,1.14013,0.4675,0.69161,0.33267,-0.75022,0.29149,0.72616,0
peptide_nm_438,0.02158,1.01114,1.48407,0.19274,0.75979,-0.90614,-0.67455,-1.64378,-0.03903,-0.40781,1.57216,-1.3692,-0.384,-1.13712,3.25448,-1.82773,-0.53191,0.03492,-1.85108,-1.48068,0.01458,2.34333,-0.06554,1.29366,-1.67491,1.14506,-2.1239,-1.13549,-0.77866,1.4419,0
peptide_nm_439,-1.20267,0.36218,0.50156,0.51124,0.13051,-0.37167,-0.10298,-0.72557,-0.41338,-0.50727,0.54376,0.00942,0.97843,-0.2194,-0.51866,0.00765,-0.55346,0.35381,0.22278,-1.13158,-0.46971,1.1003,-0.04097,0.48267,1.62799,1.06244,-1.43045,0.42875,0.08967,-0.16627,0
peptide_nm_440,-1.08743,-0.45052,-0.94292,-0.86438,-1.11573,1.71588,2.42461,0.97449,-0.50882,1.01662,-0.8905,-2.04827,-2.02765,-2.10109,-1.32828,1.62635,-0.30969,-0.80347,-1.53827,-2.16574,1.10075,0.54406,0.5489,-0.62614,0.56787,-0.22438,0.45089,0.49436,0.70338,0.49115,0
peptide_nm_441,-1.29736,-0.0589,0.18517,-1.3628,-0.03472,-0.53213,-0.32484,-0.40946,-0.09416,-0.4025,0.42149,0.30422,0.53687,-0.40749,0.58495,-0.29882,0.58333,1.0766,0.28059,-0.34713,-0.72304,-1.05952,-0.13426,0.33827,0.02717,-0.35904,0.42902,0.26497,0.82627,0.38319,0
peptide_nm_442,-1.49075,-1.45464,-0.5619,-0.55523,-1.29667,-0.01014,2.0902,1.18734,0.93834,-0.17966,-0.66999,0.43314,-1.01886,0.11964,-0.2731,2.24437,-3.33053,2.02199,-3.65959,0.70844,2.96316,-1.18264,2.47515,-0.76966,3.24747,-0.13583,-0.20921,1.32039,-0.13652,0.69119,0
peptide_pm_1,0.33989,1.11501,1.22502,1.18496,1.29626,-0.66547,-0.63682,-0.0924,0.19931,-0.20631,0.7522,0.74726,1.27422,0.53412,0.84821,-0.92619,-0.96322,-1.17333,-0.42664,-0.32845,0.55201,-0.78841,0.0237,0.27625,-0.18107,-0.39967,0.16879,0.03549,-0.14228,-0.76409,1
peptide_pm_2,1.0014,0.19797,0.07492,0.65574,0.72082,-0.3948,-1.35631,-0.91738,-0.39303,-1.06708,-0.02123,0.64513,-0.11828,-0.07978,1.03505,0.28492,1.20529,1.13711,1.46301,1.25722,-1.75606,0.25667,-0.46107,-0.7464,-0.18016,0.40734,-0.67984,-0.80928,-0.6515,-0.37611,1
peptide_pm_3,0.44224,-1.05001,-1.76018,2.16771,-0.99106,4.58163,2.30238,1.41662,4.79543,1.88628,-3.14886,-0.26302,0.28058,-3.39303,-0.37626,0.95325,1.18889,0.78277,2.52066,1.13955,-0.53479,1.22246,1.26675,-0.59137,0.83218,-1.84164,-1.65849,-1.65185,0.79813,-1.52442,1
peptide_pm_4,-0.45664,1.7664,1.71854,1.62021,1.66595,-0.9487,-0.91743,-0.42984,-0.78876,-1.17846,-1.62232,-2.37184,-2.72252,-2.38879,-1.6578,-1.45061,-0.01204,-0.80588,-0.19963,0.59015,1.14881,2.04696,2.83773,2.0323,0.74766,-1.88797,-0.41025,-1.51957,-0.50227,0.65447,1
peptide_pm_5,0.65836,0.44852,0.22358,0.27611,1.27021,-0.67564,-0.83409,-0.7679,-0.66334,-0.34561,1.40075,1.13069,1.11461,1.75947,0.99883,-0.5992,0.3805,0.36712,0.58085,0.18902,-1.37219,-1.04249,-1.03821,-1.2106,-1.21677,-0.22616,1.21737,1.59652,1.28465,1.18403,1
peptide_pm_6,-0.57472,-0.37351,-0.00036,-0.67173,0.24919,0.84118,0.58654,-0.20563,0.42509,0.3158,-1.1417,-1.98096,-0.25126,-1.53277,-1.37399,-1.52232,-0.89122,-0.69491,-0.62826,-0.85305,0.8976,0.83291,2.2382,0.80751,1.30874,-0.58445,-1.39361,-0.84211,-0.48131,-0.1994,1
peptide_pm_7,1.09607,1.17125,1.37254,1.73432,1.33694,-0.89192,-1.10139,-1.61307,-1.85155,-1.97681,0.30189,-0.17912,0.39864,0.40471,-0.22503,-0.52555,0.36432,0.54838,0.93985,0.46435,0.24411,0.30263,0.68886,1.0603,1.36458,0.09414,0.86894,0.54538,-0.49117,-1.21258,1
peptide_pm_8,-0.30619,0.4105,0.33035,0.59236,0.6807,-0.1351,-0.76527,-0.23458,0.01005,-0.45471,0.67587,1.12389,0.48153,1.33778,1.37164,0.04706,-0.1111,-0.17707,0.13782,-0.4512,-0.40881,-0.15384,-0.42527,0.16677,-0.44663,0.25306,0.86354,0.90401,0.49342,0.81028,1
peptide_pm_9,-0.01516,0.77929,0.82734,0.79134,0.77198,-0.72034,0.06074,-1.07996,-0.36253,-0.28975,0.03344,0.25055,-0.59895,-0.52243,-0.24641,-0.38874,0.29473,0.03049,0.12392,0.79198,-0.35042,-0.36619,-0.51388,-0.25773,0.36658,-0.92018,0.27372,-0.07626,0.52441,-0.20555,1
peptide_pm_10,-0.11361,-0.31348,-0.13328,-0.11774,0.61614,0.61015,-0.13009,0.07924,-0.34528,-0.46421,-0.00419,-0.37735,-1.11327,0.21232,0.51805,-0.69576,-0.30709,-0.41054,-0.12736,0.29119,-0.1311,-0.19033,0.28017,1.12313,0.07895,-0.68397,-0.69329,-0.97309,-0.67546,0.44619,1
peptide_pm_11,0.73208,-1.55706,-0.4762,-0.93832,-1.84668,0.86533,0.93271,2.29757,-0.51346,0.8327,-0.68273,-0.46259,1.41086,-1.255,-0.36262,1.94019,-1.69045,-1.86418,-0.28506,0.36372,1.10854,0.37392,-0.7333,0.65008,-0.01043,0.49222,0.13592,-0.03675,-0.51062,-0.03928,1
peptide_pm_12,0.94011,0.15849,0.04239,0.64977,0.67991,0.09252,-0.80339,-0.67101,-0.02088,-0.4086,0.03746,0.67063,-0.32611,-0.40234,0.93128,-0.61345,0.4457,0.53995,0.49169,0.04883,-1.40388,0.16387,-0.64646,-0.29564,0.19072,0.67639,-0.49167,-0.57146,-0.87366,-0.87275,1
peptide_pm_13,-0.07613,2.10151,2.24188,2.10596,1.99967,-1.33526,-1.91454,-1.92201,-1.96722,-1.75055,-1.26333,-1.41346,-1.17879,-1.23826,-1.24379,-0.8947,1.13031,1.12759,0.91478,0.62809,0.95676,0.92361,0.92226,1.42614,1.63332,-2.25104,-0.00863,-0.44437,-1.09228,-1.23738,1
peptide_pm_14,0.77682,0.4173,0.88129,1.10219,0.75205,-0.91237,-0.61811,-0.70643,-1.0742,-0.60103,1.63667,1.68975,1.33355,1.90252,1.75763,-0.51122,0.26455,0.04411,0.38201,-0.20121,-1.14955,-1.00617,-0.91488,-0.95989,-0.948,-0.08266,1.30535,1.63474,1.30955,1.43719,1
peptide_pm_15,-0.2948,0.63709,1.07623,0.63552,0.64224,-0.57832,-0.14797,0.21308,-0.06709,-0.25392,0.29527,0.71382,0.02455,0.54666,-0.59431,-0.64502,-1.0567,-1.30368,-0.45098,-0.52983,0.92279,0.37841,0.26946,-1.0351,1.12976,0.18138,-0.77428,0.2408,-0.51855,-0.0317,1
peptide_pm_16,0.07536,-0.12043,-0.15733,-0.04575,-0.19765,0.55708,-0.58591,0.25812,-0.00971,-0.35592,-0.71947,-1.52268,-0.35153,-0.2382,-0.85096,-1.45808,-0.31366,-0.81397,-0.35897,0.14702,0.6838,0.65756,1.47357,0.92722,0.55334,0.09615,-1.47189,-0.45472,-0.68887,-0.97696,1
peptide_pm_17,0.21024,1.54373,1.76303,1.66624,1.83233,-1.42184,-1.04199,-0.935,-1.29996,-1.46069,1.29952,1.96257,2.03793,1.31353,1.83156,-0.53396,0.30518,-0.15815,-0.27912,0.12961,-0.50576,-1.59112,-1.43702,-0.47562,-0.24452,-0.11495,0.93103,0.77003,0.44905,0.85605,1
peptide_pm_18,-0.59509,-1.72676,-1.09334,-1.26109,-0.53439,2.01028,0.60427,1.09381,1.04678,1.94641,-1.54918,0.10643,-2.43588,0.08714,-0.65532,-1.57599,-0.20766,0.18268,-0.25943,-0.21182,1.64282,1.72589,0.65543,2.51322,1.34228,1.19246,-1.81155,-0.74772,-1.45965,0.62541,1
peptide_pm_19,0.40988,-1.47779,-0.64481,-0.27219,-2.26846,1.47128,0.42138,-0.42995,0.69847,0.20076,-2.12078,-1.09286,-1.00699,-0.92667,-1.36003,-0.41589,0.36001,0.2669,0.83512,0.59784,-0.17475,0.82758,1.04897,0.67435,0.40661,-1.21879,-1.21014,-1.16363,-0.80524,-0.56626,1
peptide_pm_20,0.45607,-0.82653,-1.09599,1.83407,-0.84845,0.98673,0.07737,-0.45151,0.33195,-0.11287,-1.09698,-0.98429,-1.13065,-0.53279,0.19681,-1.31227,0.46407,0.26588,0.44588,0.41609,0.3623,-0.20717,-0.3403,-0.05178,-0.02569,-1.26558,0.45518,0.46186,0.20925,-0.58464,1
peptide_pm_21,0.98643,0.1906,0.06733,0.6518,0.71438,-0.16102,-1.09256,-0.67365,-0.39147,-0.84536,0.19623,0.8634,0.08614,-0.09062,1.23866,-0.11463,0.93269,0.87729,0.90116,0.77748,-1.76403,0.06469,-0.51623,-0.64429,-0.38253,0.707,-0.67176,-0.81536,-0.26246,0.02364,1
peptide_pm_22,-0.00826,-0.79924,0.35709,-0.74167,-1.34947,1.03252,0.38294,1.02319,0.80772,1.07476,-0.49458,-1.08295,-0.7763,-0.98048,-0.35674,-1.37647,-0.40184,0.57708,-0.45713,-0.02885,1.04761,0.1328,1.11154,0.93227,2.43179,0.50416,0.30593,-0.54959,-1.83041,-2.51025,1
peptide_pm_23,0.00929,0.66378,0.6074,0.36966,0.35137,-0.50322,-0.08457,-0.49442,-0.43245,-0.23233,0.59179,1.01435,0.81817,0.80478,0.55702,-0.2192,-0.36489,-0.96567,-0.35163,-0.09065,-0.00466,-0.07203,-0.50132,-0.64388,0.31553,0.21311,0.28807,0.34135,-0.12073,0.53996,1
peptide_pm_24,0.26064,0.38906,1.01743,0.88779,0.59489,-0.04385,-0.30411,-0.64039,-0.76545,-0.03043,-1.91161,-1.921,-1.15236,-1.02178,-1.73807,-0.76165,0.31212,-0.78728,-0.1137,1.10624,0.692,1.62642,2.51384,1.96956,0.58455,-1.86023,-0.76131,-1.68341,-0.60109,0.51837,1
peptide_pm_25,0.04984,1.05692,1.40384,0.88426,1.04057,-0.84584,-0.58765,-0.59946,-0.70659,-0.82175,1.16735,1.27243,1.11568,1.71575,0.75851,-0.8441,-0.40331,-0.45575,0.36702,-0.24007,-0.60796,-0.2754,-0.46622,-0.85524,-0.07607,0.63431,0.23923,0.54258,0.95591,0.92719,1
peptide_pm_26,0.60613,1.71068,2.15003,1.86309,1.97618,-1.11987,-0.74466,-0.97786,-0.79385,-0.69428,0.21554,0.09411,0.28677,-0.79231,0.25704,-1.45294,-0.31621,-0.3434,-0.30174,-0.30029,0.40121,0.20302,0.37253,1.27539,-0.32461,-1.43707,-0.60782,-0.82434,-0.58515,-1.24655,1
peptide_pm_27,-0.64322,-0.54774,-0.39512,-0.77749,0.55478,0.52427,0.38859,-0.26142,0.14132,0.71817,0.37849,-1.05474,0.24777,-0.72152,-0.23558,-0.88908,0.29348,0.10353,0.18736,0.37421,-1.17979,0.51071,0.00983,0.24124,-0.38585,0.9054,-1.38517,0.00186,-0.04951,-1.10897,1
peptide_pm_28,0.44462,-0.82641,-1.10187,1.82812,-0.84598,1.1655,0.30907,-0.29289,0.4985,0.05597,-0.93069,-0.79725,-0.99981,-0.38513,0.3469,-1.61782,0.18454,0.18776,0.20218,0.07048,0.35621,-0.15624,-0.18277,-0.02191,0.12231,-1.03643,0.6975,0.46672,0.09159,-0.6219,1
peptide_pm_29,1.07994,2.23429,2.13295,2.31639,2.38638,-2.33455,-2.30637,-1.68755,-1.88162,-1.81093,1.14308,1.43556,2.04816,1.46216,1.89752,0.87625,1.57439,0.68048,1.1694,1.50279,-0.24696,-0.92565,-1.61256,-1.45352,-1.74743,-1.44743,0.34264,0.31887,0.82028,0.40303,1
peptide_pm_30,0.67657,-1.36365,-0.44158,-0.74493,-1.63328,1.37573,-0.28503,0.14913,0.50896,-0.55564,-2.18639,-0.18958,-1.91067,-0.93116,-0.22944,-0.42463,0.30865,0.30447,0.76103,0.47021,0.03629,1.13239,1.01909,0.80881,0.83968,-1.42049,-1.26695,-0.95871,-0.74078,-0.96854,1
peptide_pm_31,-0.11365,-1.03052,-0.06379,-0.68231,-0.72775,0.59119,0.81313,0.52577,-0.5503,0.7096,-0.08281,-0.17232,-0.52594,-0.51881,0.231,-0.71409,-0.50786,-1.10457,-0.70565,-0.53464,0.18441,-0.7127,0.17823,-0.58914,0.23848,-0.06618,-0.77782,0.1892,0.07623,-1.01032,1
peptide_pm_32,0.59512,-0.6676,-0.83386,1.06138,-1.07436,1.24286,-0.31663,-0.07929,0.39523,-0.94049,-0.18724,1.91398,0.29591,-0.23947,2.08679,-1.04651,-0.19115,-0.32015,-0.50717,-0.89373,1.00418,1.54021,1.35687,0.63837,2.13649,0.42082,0.87256,1.0534,0.82383,0.41965,1
peptide_pm_33,-1.26758,0.58072,0.64412,0.59668,0.34984,-0.0937,-0.19427,-1.19398,-0.82768,-0.73352,0.05096,-0.24306,0.05121,-0.23629,-0.16202,0.06132,0.58571,0.65197,0.78632,0.44928,0.17399,0.33594,-0.17672,0.18052,-0.25236,-0.84678,-0.66792,-0.90745,-0.46212,0.11972,1
peptide_pm_34,-0.29777,0.51831,-0.04172,0.26047,0.31293,-0.44267,-0.83102,0.06968,-0.44272,-0.12727,-0.22885,-1.34299,-1.56716,-0.32602,0.0041,-0.98455,-0.4071,0.3956,-0.0576,-0.40328,0.88912,0.67625,0.8168,0.62377,0.8364,1.01489,-0.11812,-1.91326,-0.92725,-0.63527,1
peptide_pm_35,1.29868,1.66694,1.84226,1.74497,1.34722,-1.45137,-1.11991,-0.64598,-0.82211,-0.51694,1.27008,1.69658,1.49272,1.89284,1.43194,0.62785,0.89643,0.35257,0.63666,0.95424,-0.6057,-1.10279,-1.54311,-1.53757,-0.93679,-1.01737,0.93045,0.86932,0.95515,0.97869,1
peptide_pm_36,0.2739,0.95967,1.19047,0.83273,1.03569,0.02161,-0.54046,-0.96643,-0.18008,-0.57801,0.08939,0.35332,-0.22844,0.84993,0.15259,-0.80853,-0.5911,-1.43651,-0.38902,-0.19606,0.99967,1.43182,0.17971,-0.5492,0.58974,-0.53513,-1.3136,-0.5072,-0.90061,0.96263,1
peptide_pm_37,-0.03319,0.84694,0.6819,0.76209,0.62476,-0.36416,-0.43157,-1.19686,-1.00501,-1.0428,0.30043,0.17392,0.3387,0.16178,0.07381,0.0464,0.71255,0.5733,0.93781,0.68903,-0.44805,-0.1721,-0.16603,-0.04197,-0.29169,-0.4303,-0.57763,-0.4429,-0.18068,0.44253,1
peptide_pm_38,1.16724,0.69226,1.26947,0.68494,0.5204,-0.40746,-0.64564,-1.42774,-1.79671,-1.12578,0.35158,0.16192,-0.50271,-1.21351,0.42189,0.00856,0.51622,-0.2677,0.96145,1.06936,-0.0498,-0.33735,0.1496,0.32387,-0.62426,-0.5059,-1.07473,-0.19562,-1.17896,-0.05808,1
peptide_pm_39,-0.18219,0.46434,1.09961,0.23245,0.77097,-0.35886,-0.10384,-0.19114,-0.39771,-0.62381,0.4185,0.70114,0.41545,1.21792,0.31983,-0.30397,-0.49122,-0.6656,-0.26218,-0.57259,0.05061,-0.05884,0.05325,-0.65218,0.1681,0.08806,-0.01782,0.07855,-0.47336,0.76113,1
peptide_pm_40,1.68121,-1.08062,-0.5396,0.13249,0.86519,0.59628,-1.32398,-0.5179,0.07349,-0.87989,-0.00787,0.77912,0.70943,-0.12756,0.55593,0.5013,0.56868,1.00426,0.94807,-0.06337,-0.57813,-0.50412,-0.2374,-0.65777,-0.45152,-0.23807,0.40223,-0.2504,0.13646,0.18318,1
peptide_pm_41,0.33519,-0.87122,0.47779,-0.82564,-1.37975,1.02927,0.42306,1.12604,0.85021,1.12001,-0.43222,-1.12222,-0.80036,-1.02621,-0.17852,-1.59897,-0.43297,0.49298,-0.49396,-0.07067,1.20177,0.17072,1.1325,0.9743,2.2557,0.43436,0.27311,-0.56861,-1.86636,-2.36443,1
peptide_pm_42,0.68398,0.62297,0.23631,0.62708,0.34997,0.31117,0.02075,-0.40224,0.14634,-0.53652,0.51154,-0.53942,0.25221,1.16358,-0.22907,-0.22427,0.18027,-0.05565,0.18786,-0.4305,-0.09581,-0.77381,-0.49937,-1.01343,-1.33289,0.47952,0.31925,0.13043,0.3478,0.06547,1
peptide_pm_43,0.3275,-1.75829,-1.27459,-1.87494,1.86898,1.17112,-0.61701,0.77425,2.04856,0.93182,-1.20369,-0.80084,0.73773,-3.00008,-1.45434,-1.54713,-0.25046,-0.84244,-0.2283,0.20016,1.61768,0.87946,1.78669,2.02475,0.14064,0.48489,-1.19271,-1.2505,-0.73402,-0.89873,1
peptide_pm_44,-1.07016,-0.22981,-0.35416,-0.27485,-0.9627,0.66619,0.40891,0.44811,0.44162,0.55527,-0.1674,-0.4896,-0.37906,-0.5296,-1.25746,-1.96333,-0.70596,-0.06432,-1.03206,-0.56273,1.85999,0.53713,1.12074,0.94922,2.05467,1.07418,0.24809,-0.54921,-1.75039,-1.73694,1
peptide_pm_45,-0.87484,0.43598,-0.0795,-0.06008,0.30107,-0.44834,0.00604,0.23056,-0.40473,-0.45942,1.29808,0.90488,1.33818,1.08251,1.18226,-0.64873,-0.18023,-0.49714,-0.22676,-0.02243,-1.13778,-0.38319,-0.9075,-0.84931,-0.6049,0.64358,0.97976,1.75976,1.6034,1.29721,1
peptide_pm_46,0.69628,-1.04899,-0.88686,-2.34417,-1.70065,0.99345,-0.16628,1.0341,1.28894,0.39256,-1.34897,-0.5446,-0.48255,-1.31217,-1.04863,1.44334,2.26198,2.61753,2.40338,1.97234,-0.8645,-0.29394,-0.46999,-0.70729,-0.52541,-0.43842,-0.06691,-1.4803,-0.61053,-0.44981,1
peptide_pm_47,-1.22648,0.16028,-0.36279,-0.17368,-0.00059,-0.26906,0.1453,0.35008,-0.13941,-0.26412,1.22892,0.49906,0.96403,0.75138,1.03896,-0.8497,-0.17637,-0.69429,-0.39306,-0.02582,-1.04725,-0.02755,-0.48648,-0.55773,-0.52965,0.62078,0.83499,1.57241,1.45033,1.2139,1
peptide_pm_48,0.45203,0.35421,0.61911,0.45505,0.98998,-0.37366,-0.55886,-0.23779,-0.9206,0.03599,1.11916,1.60102,0.43306,0.76733,0.93805,-1.09488,-0.01386,0.10281,-0.1928,-0.20027,-0.98507,-0.35693,-0.2347,-0.64407,-0.79847,0.12822,0.58739,0.96009,0.62844,0.37875,1
peptide_pm_49,-0.14503,1.73625,1.74383,1.59785,1.76081,-0.98728,-0.61273,-0.60721,-0.63723,-0.9231,0.18364,0.11626,-0.01953,-0.2519,0.04566,-1.10444,-0.55808,-0.46908,-0.44625,0.02306,0.74602,0.19382,0.27873,1.15433,-0.13429,-1.08066,-0.56583,-1.33992,-0.30557,0.00128,1
peptide_pm_50,-0.08974,1.76961,1.79644,1.64228,1.8065,-0.86807,-0.53187,-0.37157,-0.3664,-0.84607,-0.0814,-0.07397,-0.48952,-0.80553,-0.16773,-1.42202,-0.69589,-0.93988,-0.73057,-0.18509,1.06376,0.06267,0.77926,1.43911,-0.24914,-1.08066,-1.12978,-1.53018,-0.01908,-0.6931,1
peptide_pm_51,0.71067,0.46535,0.25219,0.16338,0.44693,-0.4051,1.10376,0.45227,0.5263,-0.17491,1.06777,0.90664,0.87515,1.30118,1.26656,0.60676,-1.2866,-0.52523,-1.04219,-0.37629,0.02826,-0.8209,-0.49562,-0.4374,-0.72735,0.94969,1.63181,1.60116,1.73077,1.51138,1
peptide_pm_52,-0.44186,0.84164,0.80525,0.73235,0.82069,-0.97803,-0.61677,-0.10108,-0.25137,-1.07921,-0.17517,-0.71974,-0.59788,-0.0825,-0.2087,-0.14425,0.17186,-0.47702,-0.44214,0.8085,0.57323,0.87825,1.25625,0.81876,0.7772,1.11448,-1.08992,-1.73732,-1.10167,-0.6152,1
peptide_pm_53,0.81818,0.69276,-0.45376,-0.3645,-0.22115,-0.14204,-0.84704,-1.00843,-1.02018,-2.025,0.86025,0.43889,0.55653,0.9255,0.44443,1.7006,2.50232,2.43263,2.65916,2.15619,-1.65117,-1.92357,-1.80536,-1.6435,-1.67379,-0.79975,0.99678,0.69911,0.73036,0.83657,1
peptide_pm_54,-0.18576,-1.83613,-1.90926,0.1635,-1.33584,2.08352,0.47319,0.88884,1.75238,1.29018,-1.52622,-0.26065,-1.89735,-0.21931,-0.94314,-1.50876,-0.39623,0.21348,-0.0827,-0.41717,1.32664,1.86112,0.64239,1.45251,0.75528,0.49066,-1.5026,-0.72252,-2.1798,1.30233,1
peptide_pm_55,-1.55834,-0.66173,-2.33499,-0.6695,-0.53511,2.24749,0.93854,-0.25966,1.96174,2.19652,-2.80764,-1.15744,0.83359,-2.21842,-2.19734,-1.52434,-0.30779,-0.82734,0.11082,0.38393,0.74507,2.26876,2.32116,0.98928,0.74554,-0.1646,-1.12724,-1.30818,0.81345,0.08276,1
peptide_pm_56,-0.93495,0.32483,-0.02322,0.10749,0.06773,-0.45909,-0.06366,-0.02656,-0.56519,-0.17031,1.31812,0.86362,1.17671,1.08002,0.81328,-0.5418,-0.03814,-0.23472,-0.06496,-0.07731,-1.29896,-0.46402,-0.92769,-0.79278,-0.39278,0.66829,1.04909,1.67544,1.6996,1.29604,1
peptide_pm_57,-0.30951,1.1035,1.31802,1.14946,1.15267,-0.39283,-1.12083,-0.74713,-0.57823,-0.72016,-1.71762,-1.38392,-1.50943,-1.86228,-1.53589,-1.08223,0.16468,-0.2488,0.27761,0.45973,0.72864,1.81401,1.93914,1.55491,1.37111,-1.70055,-0.74305,-1.00571,-0.6488,-0.63829,1
peptide_pm_58,-1.2096,0.03688,-0.53555,-0.32267,-0.1939,-0.09802,-0.06901,0.31535,0.36303,-0.0032,0.9669,0.35575,0.96171,0.53967,0.98971,-0.12127,-0.08147,-0.9275,-0.49426,-0.35422,-0.68544,-0.04234,-0.80427,-0.60442,-0.72835,0.66503,0.79188,1.62591,1.60146,1.20155,1
peptide_pm_59,0.60569,-1.68363,-0.63659,-1.03072,-1.65313,0.88047,0.94164,2.4927,-0.77378,0.91172,-0.84839,-0.39417,1.22065,-1.49981,-0.19967,1.97928,-1.70264,-1.9352,-0.1721,0.39802,1.27244,0.30931,-0.70781,0.80214,0.20775,0.32701,0.159,-0.30282,-0.73509,-0.20333,1
peptide_pm_60,0.3459,1.67606,1.91235,1.80772,1.90443,-1.4845,-1.30105,-1.19374,-1.51777,-1.67886,1.01483,1.39027,1.45274,0.91565,1.16109,-0.58282,0.48605,0.03224,0.05248,0.32768,-0.62491,-1.45504,-1.3115,0.0703,0.20797,-0.25236,0.31471,0.17378,-1.14837,-0.65684,1
peptide_pm_61,-0.63741,0.73419,0.77299,0.7077,0.89739,-0.49798,0.02692,-0.07029,-0.35806,-0.21468,0.45805,0.12629,0.08468,0.54365,0.80441,-0.77677,-0.24673,-0.33807,-0.54516,-0.90358,-0.08259,-0.38225,0.38097,0.60797,0.11156,-0.57516,-0.51386,-0.61682,-0.68464,0.65407,1
peptide_pm_62,1.86267,-1.46123,-0.04688,-1.12651,-0.28485,0.7955,-0.4079,0.21172,0.54873,0.0161,-0.29142,-1.65721,0.8045,-2.74324,-0.1913,-0.39221,0.45624,0.57695,0.6834,0.38311,0.37941,1.53469,0.50934,1.25691,0.9183,0.83678,-1.67254,0.20577,-1.69148,-1.70497,1
peptide_pm_63,0.28253,1.77771,1.37218,1.41728,2.06291,-1.55454,-1.46464,-0.61702,-0.74224,-1.74767,2.29948,1.04613,1.69209,2.56793,2.60746,-0.23104,-0.02268,-0.52018,-0.39456,0.82094,-0.98844,-0.16287,-0.94094,-0.81507,-2.68231,2.28862,1.36546,0.17586,1.57928,1.63167,1
peptide_pm_64,0.26064,0.27415,0.13461,1.02956,0.43552,-0.04385,0.14828,-0.9946,-0.94263,0.5096,-1.91161,-2.42733,-0.89822,-0.98097,-2.41994,-0.76165,-0.06533,-0.20784,0.35871,0.56966,0.692,2.15228,2.21453,1.85421,1.30902,-1.86023,-0.86807,-1.53261,-0.47738,0.37764,1
peptide_pm_65,-1.17572,0.2861,-1.00933,-1.80903,-1.81606,1.52542,0.94245,-0.04456,0.59852,0.7437,-2.36824,-2.27635,-0.09781,-1.28573,-1.17768,-2.21231,-0.49546,-0.92106,-0.46432,-0.26934,1.26692,1.84937,1.97442,1.65955,1.5333,-0.22935,-1.05701,-1.3716,0.75811,0.0198,1
peptide_pm_66,0.72675,-0.10956,-1.01407,0.97415,0.20424,1.70549,0.29888,-0.20382,0.99744,0.5543,0.1851,-0.40576,-0.41578,-0.30756,-0.50765,-2.36751,-0.47868,-0.53156,-0.16843,-0.39301,0.10166,-0.30195,-0.49473,-0.25081,-0.22977,-0.40923,1.30534,0.68632,0.40558,-0.10519,1
peptide_pm_67,1.93088,-1.42538,-2.82169,-0.30973,2.82434,0.61888,0.50811,0.24997,-2.26281,0.05842,-1.73116,-1.55588,-0.72667,1.03333,-1.57599,1.16002,1.40647,2.17413,1.1991,2.56276,-0.28792,1.43075,0.15057,0.99115,-0.3463,-2.42529,-1.52812,-0.74405,-1.2773,0.15819,1
