,CTDC_hydrophobicity_PRAM900101.G1,CTDC_hydrophobicity_PRAM900101.G2,CTDC_hydrophobicity_PRAM900101.G3,CTDC_hydrophobicity_ARGP820101.G1,CTDC_hydrophobicity_ARGP820101.G2,CTDC_hydrophobicity_ARGP820101.G3,CTDC_hydrophobicity_ZIMJ680101.G1,CTDC_hydrophobicity_ZIMJ680101.G2,CTDC_hydrophobicity_ZIMJ680101.G3,CTDC_hydrophobicity_PONP930101.G1,CTDC_hydrophobicity_PONP930101.G2,CTDC_hydrophobicity_PONP930101.G3,CTDC_hydrophobicity_CASG920101.G1,CTDC_hydrophobicity_CASG920101.G2,CTDC_hydrophobicity_CASG920101.G3,CTDC_hydrophobicity_ENGD860101.G1,CTDC_hydrophobicity_ENGD860101.G2,CTDC_hydrophobicity_ENGD860101.G3,CTDC_hydrophobicity_FASG890101.G1,CTDC_hydrophobicity_FASG890101.G2,CTDC_hydrophobicity_FASG890101.G3,CTDC_normwaalsvolume.G1,CTDC_normwaalsvolume.G2,CTDC_normwaalsvolume.G3,CTDC_polarity.G1,CTDC_polarity.G2,CTDC_polarity.G3,CTDC_polarizability.G1,CTDC_polarizability.G2,CTDC_polarizability.G3,CTDC_charge.G1,CTDC_charge.G2,CTDC_charge.G3,CTDC_secondarystruct.G1,CTDC_secondarystruct.G2,CTDC_secondarystruct.G3,CTDC_solventaccess.G1,CTDC_solventaccess.G2,CTDC_solventaccess.G3,y
peptide_nm_418,-0.11315,0.26145,-0.17259,-0.42959,0.86184,-0.35713,0.2879,-0.19134,-0.18746,-1.04584,1.05965,0.19311,-0.54823,1.20983,-0.84047,0.37691,-0.43535,0.0341,-0.88224,0.368,0.54823,-0.35735,0.58057,-0.13512,0.19311,0.04856,-0.25949,-0.4243,0.62881,-0.13512,-0.25651,0.27492,-0.01774,0.05761,-0.02118,-0.05696,-0.1201,-0.11315,0.27396,0
peptide_nm_419,1.59001,-0.72913,-0.69788,0.41891,0.86184,-1.32024,1.55996,-0.77509,-1.25503,-0.09469,1.05965,-0.87452,0.56572,0.17439,-0.84047,0.90558,-0.43535,-0.51722,1.95045,-1.55888,-0.56572,0.10458,-0.48144,0.28749,-0.87452,-0.4672,1.44806,0.55838,-0.9654,0.28749,0.31322,-2.05175,2.35739,0.88815,-1.1042,-0.05696,-1.10582,1.59001,-0.34448,0
peptide_nm_420,-2.03846,1.70425,0.07864,0.62181,0.1142,-0.81775,0.41695,0.18937,-0.69804,-0.4462,0.28233,0.23953,-0.49979,0.73713,-0.32714,-1.82975,1.64124,0.29778,-1.54731,1.17785,0.49979,1.16902,-0.34292,-0.7966,0.23953,1.75279,-2.18977,1.39152,-0.50331,-0.7966,-1.39597,2.01993,-0.80945,-1.58542,1.10892,1.0122,0.32991,-2.03846,1.80659,0
peptide_nm_421,-0.68087,2.7379,-2.27375,1.2674,-0.12077,-1.32024,1.55996,-0.77509,-1.25503,0.85646,0.48293,-1.40834,0.00874,0.69211,-0.84047,0.37691,1.81225,-2.17119,-0.3157,0.368,-0.00874,1.95229,-1.54346,-0.55773,-1.40834,1.59582,-0.25949,2.0324,-1.49681,-0.55773,-1.39597,1.43826,-0.01774,-0.77294,0.52033,0.51492,-1.59869,-0.68087,2.74769,0
peptide_nm_422,-1.50091,1.63726,-0.34768,0.60746,-0.66666,-0.03609,0.2879,-0.58051,0.1684,0.48657,-0.02972,-0.51864,0.00874,0.00182,-0.01194,-0.73919,0.93819,-0.14967,-1.25993,1.43849,-0.00874,1.38771,-0.54044,-0.83947,-0.51864,1.59582,-1.20813,0.77675,0.2155,-0.83947,-1.39597,1.56752,-0.19368,-0.58837,-0.08135,0.89617,-0.50343,-1.50091,2.26668,0
peptide_nm_423,1.22873,1.25203,-2.46476,-0.08247,0.86184,-0.75113,0.01806,0.65776,-0.6242,1.46173,0.74507,-2.33038,2.13537,-1.09638,-1.06644,2.58774,-0.33318,-2.37167,2.10496,0.07605,-2.13537,0.44052,-1.92964,1.1327,-2.33038,0.6112,1.81027,-0.0223,-1.40019,1.1327,1.50447,-1.31145,-0.30564,0.32187,-1.49802,1.13878,-2.62922,1.22873,1.96059,0
peptide_nm_424,-0.07653,0.46915,-0.42676,0.21363,0.08526,-0.32606,0.38364,-0.36081,-0.15302,0.10474,0.25968,-0.35793,0.38605,0.15769,-0.61998,0.06993,0.1628,-0.23267,-0.27915,0.76166,-0.38605,0.29829,-0.20737,-0.10786,-0.35793,0.54767,-0.22277,0.32063,-0.21115,-0.10786,-0.10948,-0.08158,0.26319,-0.03616,0.01375,0.03527,-0.67656,-0.07653,0.93229,0
peptide_nm_425,0.12589,-0.39025,0.29741,0.17329,0.31882,-0.5092,0.44411,0.20807,-0.74934,-0.0196,-0.12415,0.13692,0.21395,0.25614,-0.54612,-0.0683,-0.05089,0.12115,0.34029,-0.13907,-0.21395,-0.16286,0.52468,-0.26858,0.13692,-0.11431,-0.01983,-0.08812,0.43303,-0.26858,-0.13657,0.30554,-0.22609,-0.40138,-0.19218,0.75571,-0.30168,0.12589,0.24141,0
peptide_nm_426,1.59001,-0.19257,-1.26694,0.52497,0.57524,-1.15972,1.02993,-0.23998,-1.07711,0.85646,0.53099,-1.45282,0.98345,-0.60219,-0.37442,0.90558,0.17338,-1.11449,1.38391,-0.43487,-0.98345,-0.31886,-0.12744,0.39314,-1.45282,0.09154,1.44806,0.10798,-0.61113,0.39314,0.59808,-1.71244,1.4997,1.02658,-0.60782,-0.77181,-0.6951,1.59001,-0.85984,0
peptide_nm_427,-0.39701,0.16858,0.18855,0.89619,-1.50256,0.45551,0.65891,-1.17642,0.24624,0.44033,-0.8147,0.25983,0.00874,0.30382,-0.37442,-0.2509,0.33727,-0.06927,-0.35111,0.40814,-0.00874,0.22006,0.87927,-0.9011,0.25983,0.01632,-0.29507,0.46625,0.62881,-0.9011,-1.14671,0.74753,0.57604,-0.66912,0.18188,0.72937,-0.33572,-0.39701,0.85374,0
peptide_nm_428,1.22873,0.30647,-1.46193,2.07733,-1.63934,-0.75113,1.09739,-0.82816,-0.6242,1.46173,-0.35595,-1.31128,1.78093,-1.09638,-0.671,1.24202,0.02439,-1.31914,1.02339,0.89351,-1.78093,-0.44134,1.11158,-0.48089,-1.31128,-0.04522,1.44806,-0.0223,0.62881,-0.48089,-0.67086,-0.57114,1.70962,0.05761,-0.80883,0.77486,-1.37466,1.22873,0.3864,0
peptide_nm_429,0.50618,-0.3239,-0.12483,0.99743,-0.7014,-0.44468,1.09739,-0.45668,-0.96388,-0.05146,0.37807,-0.29218,1.07206,-0.43746,-0.671,0.56915,0.02439,-0.61746,-0.41871,1.71097,-1.07206,-0.44134,1.4495,-0.74983,-0.29218,-0.04522,0.36144,-0.64764,1.64331,-0.74983,-0.67086,1.27962,-0.80945,-0.73518,-0.11964,1.13878,0.19354,0.50618,-0.79425,0
peptide_nm_430,1.09325,-0.48149,-0.50089,0.15375,0.43195,-0.59791,-0.08312,0.61132,-0.45435,0.0242,0.19456,-0.20725,0.4961,0.30382,-0.91815,1.83077,-1.62938,-0.31047,0.88819,-0.43487,-0.4961,-0.58832,-0.74694,1.1327,-0.20725,-1.11189,1.44806,-0.60856,-0.76613,1.1327,0.09957,-1.54279,1.96153,0.42097,-0.76576,0.22898,-1.84512,1.09325,1.1243,0
peptide_nm_431,-1.62707,0.42654,1.05309,0.27749,-0.28454,-0.03609,-0.13613,0.39241,-0.18746,-0.25322,-0.67052,0.90486,-0.54823,0.69211,-0.21907,-1.7378,0.87575,0.95297,-0.69339,0.1539,0.54823,0.25855,0.58057,-0.6986,0.90486,0.73623,-1.77732,0.3946,0.45167,-0.6986,-1.01615,1.63215,-0.80945,-1.18821,0.33982,1.27742,0.70134,-1.62707,0.89239,0
peptide_nm_432,-0.71075,1.06955,-0.4767,0.17329,0.31882,-0.5092,0.13168,0.20807,-0.35603,-0.0196,-0.12415,0.13692,-1.01726,1.78205,-1.004,0.32126,-0.05089,-0.28509,-1.32951,0.33419,1.01726,0.85825,0.13341,-0.89137,0.13692,0.26572,-0.43923,0.63596,0.43303,-0.89137,-1.39597,1.16273,0.35728,-0.70737,1.00483,-0.08706,-0.30168,-0.71075,1.15278,0
peptide_nm_433,0.45457,1.74732,-2.27375,2.1159,-1.10338,-1.32024,1.55996,-0.77509,-1.25503,2.75876,-0.67052,-2.47596,3.35058,-1.89649,-1.46187,0.37691,1.81225,-2.17119,2.51699,1.01029,-3.35058,1.49036,-1.01245,-0.55773,-2.47596,2.11157,0.30969,1.54106,-0.9654,-0.55773,0.31322,-0.88841,0.77397,-0.35766,-1.1042,1.65868,-2.58441,0.45457,2.74769,0
peptide_nm_434,0.09974,1.03534,-1.19034,0.71058,-0.21289,-0.59791,0.4734,-0.15485,-0.45435,0.85646,-0.05775,-0.90788,0.98345,-0.82869,-0.10256,0.44299,0.5831,-1.03408,0.64033,0.40814,-0.98345,0.82634,-1.44389,0.39314,-0.90788,0.69325,0.20297,0.89617,-1.46359,0.39314,0.09957,-0.27039,0.22967,-0.66912,0.18188,0.72937,-1.41386,0.09974,1.66543,0
peptide_nm_435,0.26533,1.08693,-1.39826,0.56032,0.37053,-0.9992,1.55996,-1.16426,-0.89918,0.06383,1.63638,-1.58627,1.30835,-0.34333,-1.04761,0.37691,0.87575,-1.25232,0.81737,0.5821,-1.30835,0.5665,-0.48144,-0.13512,-1.58627,1.08006,0.49942,0.72216,-0.61113,-0.13512,0.50313,-0.30675,-0.28165,0.19603,-0.74319,0.51492,-1.27011,0.26533,1.30468,0
peptide_nm_436,-1.39052,1.68541,-0.50089,-0.9599,0.43195,0.66619,-1.19618,1.1221,0.47977,-0.39193,0.19456,0.25983,-1.45331,1.66284,-0.37442,1.36818,-0.64606,-0.79288,-1.59041,0.12714,1.45331,-0.18413,-0.74694,0.76292,0.25983,-0.20932,-0.04605,-1.03848,0.16383,0.76292,-0.89745,1.51097,-0.80945,-0.30575,0.18188,0.22898,-0.98261,-1.39052,2.74769,0
peptide_nm_437,-0.68087,0.75674,-0.17259,-0.42959,0.37053,0.12443,-0.13613,-0.19134,0.34632,-0.09469,-0.0938,0.19311,-0.54823,0.69211,-0.21907,-0.15177,0.12655,0.0341,0.25084,-0.91658,0.54823,0.5665,-0.48144,-0.13512,0.19311,0.56431,-0.82868,0.55838,-0.434,-0.13512,-0.25651,0.27492,-0.01774,-0.35766,-0.02118,0.51492,-0.61296,-0.68087,1.51082,0
peptide_nm_438,0.26533,1.25203,-1.57336,0.27749,0.86184,-1.15972,2.26666,-1.94259,-1.07711,-0.25322,2.2131,-1.76421,0.00874,0.00182,-0.01194,-0.328,1.81225,-1.43609,1.38391,-1.55888,-0.00874,1.02843,-0.12744,-0.83947,-1.76421,1.59582,0.11997,1.54106,-0.61113,-0.83947,-0.0666,-0.69452,1.03787,1.02658,-0.9237,-0.43822,-0.1201,0.26533,-0.13833,0
peptide_nm_439,0.86745,0.62166,-1.46193,0.99743,-0.38875,-0.75113,0.55773,-0.0852,-0.6242,2.06701,-0.72295,-1.65098,2.13537,-1.42584,-0.671,0.90558,0.38196,-1.31914,2.10496,0.07605,-2.13537,0.73448,-0.9159,0.05697,-1.65098,0.9394,0.72365,0.60304,-0.72386,0.05697,0.41681,-0.94129,0.70199,0.05761,-1.15343,1.13878,-2.00194,0.86745,1.56704,0
peptide_nm_440,1.79917,0.33965,-2.02492,1.73631,-1.49125,-0.5092,0.75655,-0.65219,-0.35603,2.08294,-1.39902,-1.04309,1.44515,-0.50682,-1.004,3.04812,-1.29298,-1.91003,2.42753,-1.08561,-1.44515,-0.16286,-0.25786,0.35421,-1.04309,-0.87437,2.07716,-0.08812,-0.35009,0.35421,-0.97617,-1.40885,3.2741,-0.09539,-0.59119,0.75571,-3.20698,1.79917,2.06415,0
peptide_nm_441,1.22873,-0.3239,-0.79338,1.53738,-1.3267,-0.44468,0.55773,-0.45668,-0.28451,1.76437,-1.08996,-0.97158,1.78093,-1.09638,-0.671,1.24202,-0.69076,-0.61746,0.30234,1.71097,-1.78093,-0.44134,2.12532,-1.28769,-0.97158,-0.04522,1.08586,-0.64764,2.31964,-1.28769,-0.67086,0.53932,0.19818,-0.73518,-0.80883,1.86663,-1.06102,1.22873,-0.00715,0
peptide_nm_442,1.28431,-1.14823,0.02945,1.03896,-0.4609,-0.72756,0.05958,0.57203,-0.59807,0.60038,-1.20288,0.43948,0.30865,-0.18403,-0.12347,1.19026,-1.51592,0.24615,0.46874,-0.17548,-0.30865,0.28224,-0.31805,-0.00509,0.43948,-1.45903,1.14158,0.21822,-0.22961,-0.00509,-0.78241,-0.48572,1.74838,-0.61322,-0.43773,1.30675,-1.44704,1.28431,0.41667,0
peptide_pm_1,-1.24859,0.09635,1.05309,0.27749,0.043,-0.35713,-0.70149,1.17075,-0.18746,-1.20437,0.48293,0.90486,-0.17691,-0.34333,0.60947,-1.7378,0.50115,1.32052,-1.07109,1.01029,0.17691,0.5665,0.22657,-0.6986,0.90486,0.39239,-1.39786,0.3946,0.45167,-0.6986,-0.25651,0.85659,-0.80945,-1.18821,0.70083,0.89617,2.01564,-1.24859,-1.16905,1
peptide_pm_2,-0.24417,-0.08145,0.3123,-0.10324,-0.19635,0.30965,-0.8537,0.88636,0.2642,1.11254,-1.51343,0.15204,0.30865,-0.18403,-0.12347,-0.51778,0.29944,0.24615,0.77379,-0.52133,-0.30865,-0.46395,-0.31805,0.67759,0.15204,-0.07046,-0.08436,-0.04635,-0.80189,0.67759,0.75147,-0.17251,-0.80945,0.28122,0.14544,-0.54086,-0.65087,-0.24417,1.08267,1
peptide_pm_3,0.26533,-2.21501,2.10367,-1.70233,-0.28454,2.21119,-2.68026,0.78158,2.6594,-0.25322,-1.82397,1.97249,-1.29086,-2.41421,4.33788,-0.328,-2.12105,2.42316,0.06199,-1.55888,1.29086,-2.20507,-2.60547,4.09096,1.97249,-2.01446,0.11997,-1.89832,-3.09102,4.09096,1.26277,-0.69452,-0.80945,-0.91136,2.86686,-1.7726,1.02992,0.26533,-1.58134,1
peptide_pm_4,1.59001,-2.21501,0.87799,-1.70233,0.86184,1.08755,-2.68026,2.14367,1.4139,0.85646,-1.82397,0.72692,0.00874,1.20983,-1.46187,0.90558,-2.12105,1.13675,1.38391,-1.55888,-0.00874,-2.20507,1.11158,1.1327,0.72692,-2.01446,1.44806,-1.89832,0.62881,1.1327,2.59213,-2.05175,-0.80945,2.96451,-2.18722,-1.7726,-0.1201,1.59001,-1.58134,1
peptide_pm_5,-1.32429,0.55862,0.63286,0.47548,-0.05526,-0.48554,0.09002,0.50917,-0.57891,-0.03128,-0.74742,0.72692,-0.5111,-0.48139,1.14801,-1.06815,0.50115,0.62218,-1.52432,1.13875,0.5111,1.45957,0.12037,-1.43112,0.72692,0.63308,-1.47375,0.1653,1.62076,-1.43112,-1.39597,1.74848,-0.43999,-1.88033,1.60334,0.89617,0.56991,-1.32429,0.72747,1
peptide_pm_6,1.02229,-0.56404,-0.34768,-0.85383,1.68068,-0.67817,-1.26685,2.33825,-0.54332,0.38088,0.09844,-0.51864,0.56572,-0.68848,0.1952,0.37691,-0.24805,-0.14967,0.81737,-0.27429,-0.56572,-0.66531,-1.54346,1.83705,-0.51864,-0.29528,0.87888,-0.26052,-2.02821,1.83705,2.0224,-1.47008,-0.80945,0.74973,-0.38219,-0.62884,0.04419,1.02229,-1.16905,1
peptide_pm_7,-0.29243,-0.39025,0.68446,-0.76452,0.68083,0.20047,-0.18076,0.20807,0.03729,-1.07087,0.72576,0.53025,-0.60686,0.25614,0.36963,-0.8474,0.36314,0.52739,-0.07716,-0.61234,0.60686,-0.50323,0.52468,0.04282,0.53025,-0.11431,-0.43923,-0.08812,0.04147,0.04282,0.70303,-0.12306,-0.80945,0.2106,0.20682,-0.50845,1.15097,-0.29243,-1.12566,1
peptide_pm_8,-0.74766,1.45597,-0.85237,0.39395,0.45723,-0.89534,0.98628,-0.26001,-1.00384,-0.12267,1.2632,-1.03153,-0.2206,0.99665,-0.95013,-1.05363,2.04362,-0.90639,-0.71561,0.55691,0.2206,1.21864,-0.85627,-0.43343,-1.03153,1.59582,-0.66127,1.74337,-1.34051,-0.43343,-0.45759,0.82238,-0.48346,0.91258,-0.84937,-0.35972,0.28579,-0.74766,0.45585,1
peptide_pm_9,-0.11315,-0.72913,0.87799,-0.00534,-0.61207,0.60599,-0.56015,-0.19134,0.88011,-0.09469,-0.67052,0.72692,-0.54823,0.69211,-0.21907,-0.68045,-0.43535,1.13675,-1.44878,1.01029,0.54823,-0.81928,1.64259,-0.55773,0.72692,-0.4672,-0.25949,-0.4243,1.16021,-0.55773,-0.25651,0.85659,-0.80945,0.05761,-0.02118,-0.05696,0.86563,-0.11315,-0.96291,1
peptide_pm_10,0.56811,0.16239,-0.69788,-0.17504,1.35314,-1.12762,0.03348,1.09292,-1.04152,0.19065,0.48293,-0.661,-0.10265,0.69211,-0.71619,0.16544,0.35131,-0.51722,0.13753,-0.27429,0.10265,-0.17258,-0.26904,0.37201,-0.661,0.25486,0.42353,0.26357,-0.75284,0.37201,0.42716,-0.07408,-0.49277,0.8051,-0.23779,-0.8576,0.17562,0.56811,-0.83922,1
peptide_pm_11,0.26533,-1.44456,1.28655,0.27749,-1.04879,0.71301,0.61769,-0.58051,-0.24677,0.11667,-1.37541,1.14211,-0.42446,-0.40085,0.95469,-0.328,0.06412,0.27913,0.94327,-1.55888,0.42446,-0.0494,-0.12744,0.14662,1.14211,-1.21217,0.11997,0.01244,-0.19782,0.14662,-0.50972,-0.69452,1.65364,-0.58837,0.33982,0.45137,0.26324,0.26533,-0.61934,1
peptide_pm_12,0.06153,0.45194,-0.53625,-0.33168,0.86184,-0.46825,-0.39706,1.20069,-0.59807,1.11254,-0.5818,-0.71027,0.30865,-0.18403,-0.12347,-0.23311,0.90457,-0.64445,1.07885,-0.86718,-0.30865,0.03351,-1.17584,0.90514,-0.71027,0.48496,0.22213,0.48279,-1.66032,0.90514,1.05825,-0.48572,-0.80945,0.50482,-0.14615,-0.54086,-0.65087,0.06153,0.74967,1
peptide_pm_13,0.7952,-2.21501,1.6134,-1.70233,0.17401,1.76174,-2.68026,1.32642,2.1612,0.19065,-1.82397,1.47426,-0.77102,1.93464,-1.46187,0.16544,-2.12105,1.9086,0.59076,-1.55888,0.77102,-2.20507,1.85499,0.54105,1.47426,-2.01446,0.65121,-1.89832,1.37278,0.54105,1.79451,-1.23742,-0.80945,2.96451,-2.18722,-1.7726,0.56991,0.7952,-1.58134,1
peptide_pm_14,-1.58922,0.55862,0.87799,0.67346,-0.28454,-0.48554,-0.30573,0.78158,-0.3298,-0.25322,-0.74742,0.97604,-0.25118,-0.96459,1.438,-1.31486,0.23893,1.13675,-1.25993,1.13875,0.25118,1.45957,0.12037,-1.43112,0.97604,0.63308,-1.73937,0.1653,1.62076,-1.43112,-1.39597,1.74848,-0.43999,-2.46171,1.85605,1.42992,0.79991,-1.58922,0.72747,1
peptide_pm_15,0.17071,-0.23384,0.09006,-0.21746,1.10749,-0.83868,-0.13613,0.97617,-0.72125,-0.09469,0.19456,-0.0738,-0.26974,0.43325,-0.21907,-0.41611,0.12655,0.30976,-0.03243,-0.27429,0.26974,0.5665,-0.48144,-0.13512,-0.0738,0.04856,0.0251,0.55838,-0.434,-0.13512,0.31322,-0.30675,-0.01774,0.26524,-0.29194,-0.05696,0.37277,0.17071,-0.65369,1
peptide_pm_16,0.36723,0.18525,-0.53625,-0.78857,1.12639,-0.20895,-0.62538,0.88636,-0.02322,-0.42394,0.97092,-0.42283,0.00874,0.09474,-0.12347,0.33624,-0.00312,-0.34758,0.46874,-0.52133,-0.00874,-0.46395,-0.88991,1.1327,-0.42283,-0.07046,0.52861,-0.04635,-1.37418,1.1327,1.36502,-0.79893,-0.80945,0.72843,-0.43773,-0.54086,0.14529,0.36723,-0.58234,1
peptide_pm_17,-1.39052,0.81865,0.41836,0.52497,-1.28762,0.66619,0.2879,-1.43181,0.94683,-0.39193,0.19456,0.25983,-0.47861,1.20983,-0.91815,-1.86997,1.32059,0.65434,-1.09469,0.68915,0.47861,0.62425,1.11158,-1.45577,0.25983,1.14453,-1.54016,1.11113,0.62881,-1.45577,-0.89745,1.51097,-0.80945,0.42097,-1.23958,0.72937,1.17367,-1.39052,0.04204,1
peptide_pm_18,0.96253,-1.12015,0.29741,-1.38973,2.12888,-0.5092,0.13168,0.6382,-0.74934,-2.12214,1.57567,0.92359,-0.19646,-1.26978,1.74325,1.10036,-1.29298,0.12115,0.75774,-1.08561,0.19646,-0.50323,-2.2142,2.22259,0.92359,-1.63443,0.81896,-1.53628,-1.13321,2.22259,1.96243,-1.40885,-0.80945,-0.40138,1.80285,-1.35122,-0.30168,0.96253,-0.66997,1
peptide_pm_19,0.70689,-1.05933,0.46943,-1.70233,0.86184,1.08755,-2.02067,1.68964,0.99873,0.48657,-0.92685,0.31173,-0.42446,-0.40085,0.95469,0.90558,-1.24698,0.27913,0.50263,-1.05932,0.42446,-1.48651,-0.95345,2.11879,0.31173,-1.21217,1.00536,-1.51617,-1.02445,2.11879,1.70589,-1.14693,-0.80945,1.02658,-0.08135,-1.32781,-0.1201,0.70689,-0.61934,1
peptide_pm_20,0.42117,-0.58346,0.22911,-1.70233,1.46874,0.49269,-0.93428,0.94183,0.31493,-0.12267,0.07583,0.0675,-1.13796,0.99665,0.07335,-0.18287,0.19266,0.00167,0.21751,-1.55888,1.13796,-0.68342,-0.85627,1.30672,0.0675,-0.3155,0.27621,-0.27979,-1.34051,1.30672,1.41916,-0.8542,-0.80945,1.93855,-0.84937,-1.7726,0.89462,0.42117,-1.58134,1
peptide_pm_21,-0.24417,0.45194,-0.2534,-0.10324,0.33274,-0.20895,-0.39706,0.88636,-0.31064,1.11254,-0.89234,-0.42283,0.30865,-0.18403,-0.12347,-0.51778,0.90457,-0.34758,0.77379,-0.52133,-0.30865,0.03351,-0.88991,0.67759,-0.42283,0.48496,-0.08436,0.48279,-1.37418,0.67759,0.75147,-0.17251,-0.80945,0.28122,0.14544,-0.54086,-0.65087,-0.24417,1.08267,1
peptide_pm_22,-0.11315,-1.22443,1.40328,-1.27808,2.33575,-0.83868,-0.56015,1.55992,-0.72125,-2.47257,1.05965,1.79455,-1.1052,-0.86105,2.26654,-0.15177,-1.55915,1.68807,-0.3157,-0.91658,1.1052,0.10458,-1.54346,1.1327,1.79455,-1.4987,-0.25949,-1.40698,0.09741,1.1327,0.88295,-0.30675,-0.80945,-1.18821,2.68636,-1.20072,0.86563,-0.11315,-0.96291,1
peptide_pm_23,-0.69808,0.5166,0.09802,0.45748,0.34076,-0.85328,-0.16182,1.02923,-0.73742,-0.25322,0.37807,-0.06571,0.12689,0.00182,-0.14375,-1.00086,0.73953,0.31812,-0.41871,0.62102,-0.12689,0.73448,-0.35271,-0.39125,-0.06571,0.6112,-0.60445,0.81149,-0.38569,-0.39125,-0.18745,0.53932,-0.47358,-0.38283,0.11009,0.41094,0.61173,-0.69808,-0.00715,1
peptide_pm_24,1.22873,-2.21501,1.21227,-1.70233,0.54919,1.394,-2.14059,1.77219,1.07421,0.55382,-1.82397,1.06662,-0.34569,0.88037,-0.671,0.56915,-1.4059,0.7859,1.02339,-1.55888,0.34569,-2.20507,0.77367,1.40163,1.06662,-2.01446,1.08586,-1.89832,0.29064,1.40163,2.22958,-1.6816,-0.80945,2.43598,-1.49802,-1.7726,0.19354,1.22873,-1.58134,1
peptide_pm_25,-0.45723,0.5166,-0.12483,0.63746,-0.07611,-0.64898,0.37784,0.03863,-0.51097,0.55382,-0.35595,-0.29218,0.12689,0.44109,-0.671,-1.00086,0.97792,0.08422,-0.17836,0.34854,-0.12689,0.93045,0.09784,-0.92911,-0.29218,0.83,-0.60445,1.01994,0.0652,-0.92911,-0.42916,0.78609,-0.47358,-0.20666,-0.5791,0.89617,0.19354,-0.45723,0.25521,1
peptide_pm_26,-0.11315,-0.23384,0.3527,-1.27808,0.86184,0.60599,-0.56015,-0.19134,0.88011,-0.57027,0.48293,0.19311,-1.66217,1.72755,-0.21907,-0.68045,0.12655,0.58542,-0.88224,-0.91658,1.66217,-0.35735,1.11158,-0.55773,0.19311,0.04856,-0.25949,0.06704,0.62881,-0.55773,0.31322,0.27492,-0.80945,1.7187,-1.1042,-1.20072,1.35849,-0.11315,-1.58134,1
peptide_pm_27,-0.5139,1.86386,-1.50126,-0.30481,0.25493,0.09611,-0.2359,0.46109,-0.12466,1.44393,-0.39912,-1.25133,1.61414,-1.56149,0.07335,1.12328,0.6554,-1.81445,0.21751,1.6148,-1.61414,1.97946,-2.60547,0.26263,-1.25133,1.80819,-0.66127,0.12484,-0.46526,0.26263,0.48079,0.10384,-0.80945,-1.13935,0.04252,1.52412,-1.5407,-0.5139,2.49304,1
peptide_pm_28,0.42117,-0.17557,-0.20349,-1.70233,1.87334,0.09611,-0.58509,0.94183,-0.12466,-0.12267,0.55078,-0.37211,-1.13796,0.99665,0.07335,-0.18287,0.6554,-0.45236,0.21751,-1.55888,1.13796,-0.30301,-1.29357,1.30672,-0.37211,0.10923,0.27621,0.12484,-1.77814,1.30672,1.41916,-0.8542,-0.80945,1.93855,-0.84937,-1.7726,0.89462,0.42117,-1.58134,1
peptide_pm_29,-2.38403,0.09635,2.10367,-0.21746,-2.57729,2.77301,-1.19618,-1.94259,3.28215,-1.36289,-0.47828,1.97249,-1.29086,0.60582,0.71303,-2.17837,-0.1544,2.42316,-1.92089,0.68915,1.29086,-0.0494,2.3506,-1.82556,1.97249,0.39239,-2.53623,-0.17863,2.48872,-1.82556,-1.39597,2.01993,-0.80945,-0.42688,-0.29194,0.89617,2.17993,-2.38403,-0.13833,1
peptide_pm_30,0.70689,-1.44456,0.87799,-1.70233,0.86184,1.08755,-2.02067,1.68964,0.99873,0.11667,-0.92685,0.72692,-0.85766,0.00182,0.95469,0.49439,-1.24698,0.70794,0.50263,-1.55888,0.85766,-1.84579,-0.54044,2.11879,0.72692,-1.61331,1.00536,-1.51617,-1.02445,2.11879,1.70589,-1.14693,-0.80945,1.34957,-0.08135,-1.7726,0.26324,0.70689,-1.10034,1
peptide_pm_31,-0.65619,0.79981,-0.2411,0.36357,-0.18485,-0.2315,-0.09925,0.18937,-0.04821,-0.4462,0.98443,-0.41033,0.17826,-0.83854,0.80759,-0.86434,0.95719,-0.03781,-0.16791,0.39593,-0.17826,0.3255,-0.98936,0.4896,-0.41033,0.81098,-0.45747,0.79337,-1.4737,0.4896,-0.0088,0.24963,-0.32754,-0.32155,-0.20953,0.6641,0.62991,-0.65619,-0.07559,1
peptide_pm_32,-0.93893,0.93684,-0.12483,-1.16238,2.42508,-1.05758,1.09739,0.28628,-1.64324,-1.86729,2.58011,-0.29218,-2.47231,1.53929,0.91075,-0.77657,1.45468,-0.61746,-1.13976,-1.55888,2.47231,1.9103,-1.92964,-0.21196,-0.29218,0.6112,-0.36298,1.22839,-1.06202,-0.21196,-0.67086,0.53932,0.19818,0.8504,-0.11964,-1.04476,1.4481,-0.93893,-0.79425,1
peptide_pm_33,-0.32342,0.35317,-0.07531,0.05751,-1.04879,0.9627,-0.26176,-1.03453,1.27551,-0.00662,0.26932,-0.24185,0.44195,0.53871,-1.13967,-0.05387,-0.08156,0.1362,-0.23177,0.77241,-0.44195,0.19012,0.69858,-0.7299,-0.24185,0.65982,-0.4703,-0.11494,1.04212,-0.7299,-0.21431,0.8135,-0.80945,1.02658,-1.90643,0.59964,0.5188,-0.32342,-0.29867,1
