,CKSAAGP_alphaticr.alphaticr.gap0,CKSAAGP_alphaticr.aromatic.gap0,CKSAAGP_alphaticr.postivecharger.gap0,CKSAAGP_alphaticr.negativecharger.gap0,CKSAAGP_alphaticr.uncharger.gap0,CKSAAGP_aromatic.alphaticr.gap0,CKSAAGP_aromatic.aromatic.gap0,CKSAAGP_aromatic.postivecharger.gap0,CKSAAGP_aromatic.negativecharger.gap0,CKSAAGP_aromatic.uncharger.gap0,CKSAAGP_postivecharger.alphaticr.gap0,CKSAAGP_postivecharger.aromatic.gap0,CKSAAGP_postivecharger.postivecharger.gap0,CKSAAGP_postivecharger.negativecharger.gap0,CKSAAGP_postivecharger.uncharger.gap0,CKSAAGP_negativecharger.alphaticr.gap0,CKSAAGP_negativecharger.aromatic.gap0,CKSAAGP_negativecharger.postivecharger.gap0,CKSAAGP_negativecharger.negativecharger.gap0,CKSAAGP_negativecharger.uncharger.gap0,CKSAAGP_uncharger.alphaticr.gap0,CKSAAGP_uncharger.aromatic.gap0,CKSAAGP_uncharger.postivecharger.gap0,CKSAAGP_uncharger.negativecharger.gap0,CKSAAGP_uncharger.uncharger.gap0,CKSAAGP_alphaticr.alphaticr.gap1,CKSAAGP_alphaticr.aromatic.gap1,CKSAAGP_alphaticr.postivecharger.gap1,CKSAAGP_alphaticr.negativecharger.gap1,CKSAAGP_alphaticr.uncharger.gap1,CKSAAGP_aromatic.alphaticr.gap1,CKSAAGP_aromatic.aromatic.gap1,CKSAAGP_aromatic.postivecharger.gap1,CKSAAGP_aromatic.negativecharger.gap1,CKSAAGP_aromatic.uncharger.gap1,CKSAAGP_postivecharger.alphaticr.gap1,CKSAAGP_postivecharger.aromatic.gap1,CKSAAGP_postivecharger.postivecharger.gap1,CKSAAGP_postivecharger.negativecharger.gap1,CKSAAGP_postivecharger.uncharger.gap1,CKSAAGP_negativecharger.alphaticr.gap1,CKSAAGP_negativecharger.aromatic.gap1,CKSAAGP_negativecharger.postivecharger.gap1,CKSAAGP_negativecharger.negativecharger.gap1,CKSAAGP_negativecharger.uncharger.gap1,CKSAAGP_uncharger.alphaticr.gap1,CKSAAGP_uncharger.aromatic.gap1,CKSAAGP_uncharger.postivecharger.gap1,CKSAAGP_uncharger.negativecharger.gap1,CKSAAGP_uncharger.uncharger.gap1,CKSAAGP_alphaticr.alphaticr.gap2,CKSAAGP_alphaticr.aromatic.gap2,CKSAAGP_alphaticr.postivecharger.gap2,CKSAAGP_alphaticr.negativecharger.gap2,CKSAAGP_alphaticr.uncharger.gap2,CKSAAGP_aromatic.alphaticr.gap2,CKSAAGP_aromatic.aromatic.gap2,CKSAAGP_aromatic.postivecharger.gap2,CKSAAGP_aromatic.negativecharger.gap2,CKSAAGP_aromatic.uncharger.gap2,CKSAAGP_postivecharger.alphaticr.gap2,CKSAAGP_postivecharger.aromatic.gap2,CKSAAGP_postivecharger.postivecharger.gap2,CKSAAGP_postivecharger.negativecharger.gap2,CKSAAGP_postivecharger.uncharger.gap2,CKSAAGP_negativecharger.alphaticr.gap2,CKSAAGP_negativecharger.aromatic.gap2,CKSAAGP_negativecharger.postivecharger.gap2,CKSAAGP_negativecharger.negativecharger.gap2,CKSAAGP_negativecharger.uncharger.gap2,CKSAAGP_uncharger.alphaticr.gap2,CKSAAGP_uncharger.aromatic.gap2,CKSAAGP_uncharger.postivecharger.gap2,CKSAAGP_uncharger.negativecharger.gap2,CKSAAGP_uncharger.uncharger.gap2,CKSAAGP_alphaticr.alphaticr.gap3,CKSAAGP_alphaticr.aromatic.gap3,CKSAAGP_alphaticr.postivecharger.gap3,CKSAAGP_alphaticr.negativecharger.gap3,CKSAAGP_alphaticr.uncharger.gap3,CKSAAGP_aromatic.alphaticr.gap3,CKSAAGP_aromatic.aromatic.gap3,CKSAAGP_aromatic.postivecharger.gap3,CKSAAGP_aromatic.negativecharger.gap3,CKSAAGP_aromatic.uncharger.gap3,CKSAAGP_postivecharger.alphaticr.gap3,CKSAAGP_postivecharger.aromatic.gap3,CKSAAGP_postivecharger.postivecharger.gap3,CKSAAGP_postivecharger.negativecharger.gap3,CKSAAGP_postivecharger.uncharger.gap3,CKSAAGP_negativecharger.alphaticr.gap3,CKSAAGP_negativecharger.aromatic.gap3,CKSAAGP_negativecharger.postivecharger.gap3,CKSAAGP_negativecharger.negativecharger.gap3,CKSAAGP_negativecharger.uncharger.gap3,CKSAAGP_uncharger.alphaticr.gap3,CKSAAGP_uncharger.aromatic.gap3,CKSAAGP_uncharger.postivecharger.gap3,CKSAAGP_uncharger.negativecharger.gap3,CKSAAGP_uncharger.uncharger.gap3,CKSAAGP_alphaticr.alphaticr.gap4,CKSAAGP_alphaticr.aromatic.gap4,CKSAAGP_alphaticr.postivecharger.gap4,CKSAAGP_alphaticr.negativecharger.gap4,CKSAAGP_alphaticr.uncharger.gap4,CKSAAGP_aromatic.alphaticr.gap4,CKSAAGP_aromatic.aromatic.gap4,CKSAAGP_aromatic.postivecharger.gap4,CKSAAGP_aromatic.negativecharger.gap4,CKSAAGP_aromatic.uncharger.gap4,CKSAAGP_postivecharger.alphaticr.gap4,CKSAAGP_postivecharger.aromatic.gap4,CKSAAGP_postivecharger.postivecharger.gap4,CKSAAGP_postivecharger.negativecharger.gap4,CKSAAGP_postivecharger.uncharger.gap4,CKSAAGP_negativecharger.alphaticr.gap4,CKSAAGP_negativecharger.aromatic.gap4,CKSAAGP_negativecharger.postivecharger.gap4,CKSAAGP_negativecharger.negativecharger.gap4,CKSAAGP_negativecharger.uncharger.gap4,CKSAAGP_uncharger.alphaticr.gap4,CKSAAGP_uncharger.aromatic.gap4,CKSAAGP_uncharger.postivecharger.gap4,CKSAAGP_uncharger.negativecharger.gap4,CKSAAGP_uncharger.uncharger.gap4,CKSAAGP_alphaticr.alphaticr.gap5,CKSAAGP_alphaticr.aromatic.gap5,CKSAAGP_alphaticr.postivecharger.gap5,CKSAAGP_alphaticr.negativecharger.gap5,CKSAAGP_alphaticr.uncharger.gap5,CKSAAGP_aromatic.alphaticr.gap5,CKSAAGP_aromatic.aromatic.gap5,CKSAAGP_aromatic.postivecharger.gap5,CKSAAGP_aromatic.negativecharger.gap5,CKSAAGP_aromatic.uncharger.gap5,CKSAAGP_postivecharger.alphaticr.gap5,CKSAAGP_postivecharger.aromatic.gap5,CKSAAGP_postivecharger.postivecharger.gap5,CKSAAGP_postivecharger.negativecharger.gap5,CKSAAGP_postivecharger.uncharger.gap5,CKSAAGP_negativecharger.alphaticr.gap5,CKSAAGP_negativecharger.aromatic.gap5,CKSAAGP_negativecharger.postivecharger.gap5,CKSAAGP_negativecharger.negativecharger.gap5,CKSAAGP_negativecharger.uncharger.gap5,CKSAAGP_uncharger.alphaticr.gap5,CKSAAGP_uncharger.aromatic.gap5,CKSAAGP_uncharger.postivecharger.gap5,CKSAAGP_uncharger.negativecharger.gap5,CKSAAGP_uncharger.uncharger.gap5,y
peptide_pm_249,0.14521,-0.68562,-0.12044,-0.64811,0.79348,0.62053,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,2.45941,-0.42706,0.88118,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.21741,1.04417,-0.72645,-0.50514,0.3021,-0.1206,0.87581,-0.18198,-0.6297,0.78757,-0.70926,-0.27957,0.84584,-0.29322,-0.60162,-0.97483,-0.48976,2.24902,-0.37427,2.78699,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,0.93039,-0.53484,-0.66926,-0.51101,-0.58048,0.25228,0.92237,0.20921,-0.64523,0.04585,-0.80005,-0.33651,1.22006,-0.29523,-0.55197,-1.01702,-0.48313,0.38459,-0.38151,2.66794,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,0.07069,-0.48969,0.7644,-0.43638,-0.66605,0.29224,1.10345,1.83922,-0.57719,-1.00624,-0.87534,-0.33873,1.72598,-0.24543,-0.48201,-0.89788,-0.41254,-0.61673,-0.39573,2.41453,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,-0.38967,1.04482,-0.44638,0.42808,0.16222,-0.60726,1.17336,-0.52997,1.3123,-0.62155,-0.33931,1.16306,-0.27934,-0.44415,-0.9654,-0.42718,-0.52747,-0.3637,1.00144,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,2.01236,1.39771,-0.45474,-0.53597,-1.1654,1.31797,2.61799,-0.59145,1.44545,-0.6148,-0.24834,-0.49316,-0.24915,2.00742,-0.88474,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,0.32467,-0.45603,1.68642,-0.39973,-0.58661,1
peptide_pm_250,0.10344,-0.68562,2.31925,-0.64811,-1.37673,-0.76325,-0.31118,0.31922,-0.32148,-0.51381,2.50373,0.33449,2.37263,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,-0.90711,-0.73181,3.22792,-0.6297,-1.21021,-0.70926,-0.27957,0.23253,-0.29322,-0.60162,3.26965,-0.48976,1.04963,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-1.22922,-0.53484,-0.66926,-0.51101,-0.58048,0.39469,-0.71529,1.00677,-0.64523,-1.0603,0.14483,-0.33651,-0.49013,-0.29523,-0.55197,1.62318,-0.48313,3.69096,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-1.10976,-0.48969,-0.71564,-0.43638,-0.66605,0.64412,-0.71485,0.47921,-0.57719,-1.00624,-0.00305,-0.33873,-0.44999,-0.24543,-0.48201,1.38385,-0.41254,3.03584,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,-0.38967,-0.75388,-0.44638,-0.63774,-0.511,-0.60726,2.807,-0.52997,-1.12355,-0.62155,-0.33931,0.30403,-0.27934,-0.44415,3.08701,-0.42718,1.32287,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,-0.6224,-0.45474,-0.53597,-0.14256,-0.56849,1.86539,-0.59145,-0.95583,-0.6148,-0.24834,0.30935,-0.24915,-0.52469,1.93491,-0.43135,2.6662,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,-0.45603,-0.59803,-0.39973,-0.58661,1
peptide_pm_251,-0.89069,-0.68562,-0.1855,-0.64811,0.6488,-0.76325,-0.31118,-0.52241,-0.32148,2.53688,0.81772,0.85144,1.2791,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.6938,0.93546,0.90082,-0.50514,-0.63352,-0.19891,0.76098,-0.24158,-0.6297,-1.21021,0.82552,-0.27957,0.74508,-0.29322,-0.60162,-0.27752,0.89751,0.7712,-0.37427,2.53924,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-1.22922,-0.53484,0.79417,-0.51101,1.10885,-0.83216,-0.71529,-1.04409,-0.64523,0.98182,-0.80005,-0.33651,1.08851,-0.29523,1.66765,0.09999,2.92044,0.30898,-0.38151,0.82207,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-0.02011,-0.48969,2.01674,-0.43638,-0.66605,-1.29122,0.95193,0.29221,-0.57719,0.07024,0.65117,-0.33873,1.54465,-0.24543,-0.48201,1.76414,-0.41254,-0.61673,-0.39573,3.58249,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,1.31398,0.89493,-0.44638,-0.63774,-1.18421,1.03403,-0.01474,-0.52997,-0.01635,-0.62155,1.90026,-0.555,-0.27934,-0.44415,0.8766,-0.42718,1.15466,-0.3637,2.26995,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,1.21406,-0.45474,0.46885,-1.1654,-0.56849,1.18805,-0.59145,0.12475,-0.6148,-0.24834,-0.49316,-0.24915,1.75421,0.00815,1.48224,1.00542,-0.31177,1.3177,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,0.19068,1.51157,-0.59803,-0.39973,-0.58661,1
peptide_pm_252,0.74671,-0.68562,3.00236,-0.64811,-1.37673,1.17404,-0.31118,-0.52241,-0.32148,-0.51381,1.78116,1.54071,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,0.36667,1.59031,1.39399,-0.6297,-1.21021,1.67818,-0.27957,-0.56477,-0.29322,-0.60162,2.27927,-0.48976,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-1.22922,-0.53484,-0.66926,-0.51101,-0.58048,1.8187,1.7412,-1.04409,-0.64523,-1.0603,-0.80005,-0.33651,2.07516,-0.29523,-0.55197,0.79812,-0.48313,0.87608,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-1.10976,-0.48969,-0.71564,-0.43638,-0.66605,1.19707,-0.71485,1.22722,-0.57719,-1.00624,1.74154,-0.33873,-0.44999,-0.24543,-0.48201,-0.89788,2.79485,0.75299,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,-0.38967,-0.75388,-0.44638,-0.63774,-0.06219,2.40178,0.81033,-0.52997,-1.12355,2.12192,-0.33931,-0.555,-0.27934,-0.44415,2.41161,-0.42718,-0.52747,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,-0.6224,-0.45474,-0.53597,1.42581,-0.56849,1.18805,-0.59145,-0.95583,-0.6148,-0.24834,-0.49316,-0.24915,-0.52469,2.68682,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,-0.45603,-0.59803,-0.39973,-0.58661,1
peptide_pm_253,-0.77373,-0.68562,-1.09631,-0.64811,1.15518,0.85116,-0.31118,2.84414,-0.32148,1.39288,-1.10916,1.19608,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,5.12077,-0.72645,-0.50514,-0.63352,-1.21695,3.06802,-1.01632,-0.6297,-0.0297,-0.70926,3.93418,1.10231,-0.29322,1.86648,-0.97483,-0.48976,-0.50958,-0.37427,1.36808,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,0.04691,-0.53484,3.05584,-0.51101,-0.58048,-1.31413,1.2499,1.96383,-0.64523,-1.0603,1.27869,1.7111,-0.49013,-0.29523,2.33354,-1.01702,1.72919,-0.59839,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-1.10976,2.64372,1.06041,-0.43638,0.5201,-1.29122,1.50752,2.47389,-0.57719,-1.00624,-0.87534,1.98721,2.20953,-0.24543,2.4032,0.8768,-0.41254,-0.61673,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,1.88186,-0.75388,-0.44638,0.66493,-1.18421,1.64952,-1.00483,-0.52997,0.39886,1.43605,2.7401,1.59257,-0.27934,-0.44415,-0.9654,-0.42718,-0.52747,-0.3637,1.38904,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,2.63041,1.90273,-0.45474,-0.53597,-1.1654,1.85697,-0.95686,-0.59145,0.58785,-0.6148,-0.24834,1.68508,-0.24915,2.73089,-0.88474,2.30235,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,0.70748,-0.45603,2.33912,-0.39973,-0.58661,1
peptide_pm_254,-0.89069,-0.68562,-0.1855,-0.64811,0.6488,-0.76325,-0.31118,-0.52241,-0.32148,2.53688,0.81772,0.85144,1.2791,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.28751,0.93546,0.90082,-0.50514,0.23972,-0.70793,0.76098,-0.24158,-0.6297,-0.28267,0.82552,-0.27957,0.74508,-0.29322,-0.60162,-0.27752,0.89751,0.7712,-0.37427,2.53924,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-1.22922,-0.53484,0.79417,-0.51101,1.10885,-0.83216,-0.71529,-1.04409,-0.64523,0.98182,-0.80005,-0.33651,1.08851,-0.29523,1.66765,0.09999,2.92044,0.30898,-0.38151,0.82207,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-1.10976,-0.48969,2.01674,-0.43638,0.24638,-1.29122,0.95193,0.29221,-0.57719,0.07024,-0.87534,-0.33873,1.54465,-0.24543,1.6819,1.76414,-0.41254,-0.61673,-0.39573,3.58249,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,1.31398,0.89493,-0.44638,-0.63774,-1.18421,1.03403,-0.01474,-0.52997,-0.01635,-0.62155,1.90026,-0.555,-0.27934,-0.44415,-0.0444,-0.42718,1.15466,-0.3637,3.67942,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,1.21406,-0.45474,0.46885,-1.1654,-0.56849,1.18805,-0.59145,0.12475,-0.6148,-0.24834,-0.49316,-0.24915,1.75421,-0.88474,1.48224,1.00542,-0.31177,3.26513,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,0.19068,1.51157,-0.59803,-0.39973,-0.58661,1
peptide_pm_255,1.1477,0.84761,0.85544,-0.64811,-1.37673,-0.76325,-0.31118,0.9204,-0.32148,-0.51381,0.95535,-0.5271,0.3765,-0.42706,0.88118,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.21741,-0.58647,-0.72645,-0.50514,-0.63352,-0.1206,0.87581,2.32103,-0.6297,-1.21021,-0.70926,-0.27957,-0.56477,-0.29322,1.48677,2.02896,-0.48976,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-0.14942,-0.53484,-0.66926,-0.51101,-0.58048,0.25228,-0.71529,1.46251,-0.64523,0.04585,0.93223,-0.33651,-0.49013,-0.29523,-0.55197,2.61325,-0.48313,0.38459,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-1.10976,-0.48969,0.7644,-0.43638,-0.66605,1.34788,-0.71485,-1.01679,-0.57719,0.1681,0.78995,-0.33873,-0.44999,-0.24543,-0.48201,0.55413,-0.41254,1.12655,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,-0.38967,1.04482,-0.44638,-0.63774,1.50865,-0.60726,0.08426,-0.52997,-1.12355,-0.62155,-0.33931,1.16306,-0.27934,-0.44415,1.0608,-0.42718,1.32287,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,0.16833,-0.45984,-0.6224,-0.45474,-0.53597,0.27416,-0.56849,1.42637,-0.59145,-0.95583,-0.6148,-0.24834,1.20103,-0.24915,-0.52469,2.09156,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,0.32467,-0.45603,-0.59803,-0.39973,-0.58661,1
peptide_pm_256,-0.81871,-0.68562,-0.04537,-0.64811,0.96042,-0.76325,-0.31118,-0.52241,-0.32148,3.00622,-1.10916,1.06352,1.57818,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.99574,1.1696,1.15117,-0.50514,-0.63352,-0.62309,1.00978,-0.11245,-0.6297,-1.21021,1.08132,-0.27957,0.96339,-0.29322,-0.60162,-0.97483,1.12872,0.98466,-0.37427,1.19728,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-0.05943,-0.53484,1.03808,-0.51101,1.39041,-0.74453,-0.71529,-1.04409,-0.64523,0.14641,-0.80005,-0.33651,1.37554,-0.29523,2.07122,0.30308,1.52807,-0.59839,-0.38151,1.10974,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,0.178,-0.48969,4.12813,-0.43638,-0.66605,-1.29122,-0.71485,2.12482,-0.57719,-1.00624,0.95648,-0.33873,1.94358,-0.24543,-0.48201,0.69933,-0.41254,-0.61673,-0.39573,2.72599,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,0.35521,1.65471,1.22469,-0.44638,-0.63774,-1.18421,-0.60726,0.20528,-0.52997,-1.12355,1.20743,2.39795,-0.555,-0.27934,-0.44415,1.28594,-0.42718,-0.52747,-0.3637,1.17371,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,3.86673,-0.45474,0.69214,-1.1654,-0.56849,0.38371,-0.59145,-0.95583,-0.6148,-0.24834,1.4128,-0.24915,2.32394,1.34748,-0.43135,-0.49719,-0.31177,1.80456,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,0.49215,2.00348,-0.59803,-0.39973,-0.58661,1
peptide_pm_257,-0.60665,-0.68562,-1.09631,0.17539,1.33603,-0.76325,-0.31118,-0.52241,-0.32148,0.30334,-1.10916,-0.5271,-0.14422,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,0.58614,1.35968,0.22885,0.1453,-0.50514,3.57678,-0.42514,-0.73181,-1.01632,-0.6297,1.67548,0.08655,-0.27957,-0.56477,-0.29322,-0.60162,-0.97483,-0.48976,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,0.67151,0.3305,0.53047,0.84838,0.54773,3.36131,-1.07315,-0.71529,-0.46564,0.16025,2.00288,-0.80005,-0.33651,-0.49013,-0.29523,0.55784,-1.01702,-0.48313,-0.59839,-0.38151,-0.7601,0.25515,-0.28084,-0.42205,-0.27205,-0.46037,1.61436,0.71546,-0.03255,-0.43638,2.98366,-0.82674,-0.71485,-0.38847,-0.57719,2.09403,-0.87534,-0.33873,-0.44999,-0.24543,0.55666,-0.89788,-0.41254,-0.61673,-0.39573,-0.70002,0.30661,-0.31128,-0.32663,-0.2865,-0.45368,0.62208,0.42808,0.03755,0.5345,3.11393,-0.6232,0.145,-1.00483,0.24567,0.90633,-0.62155,-0.33931,0.16086,-0.27934,-0.44415,-0.9654,-0.42718,-0.52747,-0.3637,-0.54897,0.2148,-0.28281,-0.3398,-0.23983,-0.37297,0.47866,-0.45984,0.21931,-0.45474,4.06943,-0.32044,-0.56849,-0.95686,0.21441,0.92344,-0.6148,-0.24834,0.16978,-0.24915,-0.52469,-0.88474,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,0.69406,0.03339,0.39945,0.29589,-0.39973,3.95931,1
peptide_pm_258,-0.35603,0.08099,0.3675,0.99889,0.25092,-0.07136,-0.31118,-0.52241,-0.32148,-0.51381,-0.0769,-0.5271,-0.66495,-0.42706,1.68475,-0.628,-0.30483,-0.41086,-0.27412,1.6807,1.35968,-0.58647,1.01705,-0.50514,-0.63352,-0.42514,-0.73181,-0.21288,0.09221,1.67548,-0.70926,-0.27957,-0.56477,1.39763,-0.60162,-0.25169,-0.48976,0.15453,-0.37427,0.98854,0.89777,-0.31424,-0.36969,-0.26509,-0.47704,1.3703,-0.53484,0.84838,-0.51101,-0.58048,0.37278,-0.71529,-0.46564,0.16025,0.47129,-0.80005,-0.33651,-0.49013,-0.29523,0.55784,0.65849,-0.48313,-0.14471,-0.38151,-0.7601,-0.57987,-0.28084,2.28236,-0.27205,-0.46037,-0.56494,-0.48969,-0.03255,0.54735,1.1588,0.33446,-0.71485,0.23985,0.26608,0.02718,-0.14261,-0.33873,-0.44999,-0.24543,-0.48201,0.37989,-0.41254,-0.23321,-0.39573,-0.01482,-0.54595,-0.31128,-0.32663,-0.2865,1.70315,-0.44541,-0.38967,0.82898,-0.44638,0.76914,-0.06219,-0.60726,-0.09725,0.24567,0.90633,-0.62155,-0.33931,0.16086,-0.27934,-0.44415,-0.9654,-0.42718,0.24351,-0.3637,1.38904,0.2148,-0.28281,1.37392,-0.23983,-0.37297,2.0303,-0.45984,-0.6224,-0.45474,-0.53597,-0.32044,-0.56849,0.442,0.21441,0.92344,-0.6148,-0.24834,-0.49316,-0.24915,0.46613,0.2799,-0.43135,-0.49719,-0.31177,-0.62973,1.09669,-0.24109,-0.31874,-0.26764,-0.42689,0.03339,-0.45603,1.1898,-0.39973,0.4236,1
peptide_pm_259,1.19327,-0.68562,0.76672,-0.64811,-1.37673,-0.76325,-0.31118,0.39574,1.9986,-0.51381,0.20462,-0.5271,0.66054,-0.42706,1.31949,0.38663,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,1.48889,-0.72645,-0.50514,-0.63352,0.47979,-0.73181,1.56616,-0.6297,-0.59185,1.33712,-0.27957,-0.56477,-0.29322,-0.60162,0.41979,1.35993,-0.50958,-0.37427,-0.68146,0.34343,-0.31424,-0.36969,-0.26509,-0.47704,-1.22922,-0.53484,0.30636,0.85023,-0.58048,-0.061,0.26731,1.96383,-0.64523,-0.39661,1.27869,-0.33651,-0.49013,-0.29523,-0.55197,1.16115,-0.48313,-0.0086,1.45803,-0.7601,-0.57987,-0.28084,1.33581,-0.27205,-0.46037,0.30678,-0.48969,-0.71564,-0.43638,-0.66605,-0.0689,0.33785,0.63669,0.53238,-0.32636,0.08877,-0.33873,0.80978,-0.24543,-0.48201,2.46467,-0.41254,-0.1121,-0.39573,-0.70002,-0.54595,-0.31128,1.35426,-0.2865,-0.45368,0.42544,-0.38967,-0.75388,-0.44638,-0.63774,0.68583,0.39575,0.20528,0.50422,-1.12355,0.29294,-0.33931,0.39948,-0.27934,-0.44415,0.7231,-0.42718,0.5005,-0.3637,0.31237,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-0.38337,-0.45984,0.49988,-0.45474,-0.53597,0.7399,-0.56849,0.93571,0.49884,-0.95583,0.51341,-0.24834,-0.49316,-0.24915,-0.52469,0.16572,0.69429,0.3867,-0.31177,0.51582,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-0.30586,-0.45603,0.61138,-0.39973,-0.58661,1
peptide_pm_260,-0.48134,0.65595,0.61147,0.79302,0.5222,1.65836,-0.31118,-0.52241,-0.32148,-0.51381,-0.20593,-0.5271,0.24632,-0.42706,-0.72594,0.76712,-0.30483,-0.41086,-0.27412,-0.50842,0.57113,-0.58647,-0.72645,-0.50514,0.18515,0.20831,-0.73181,-0.29323,-0.6297,1.38691,-0.70926,-0.27957,0.65776,2.75031,-0.60162,0.32681,-0.48976,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,2.33459,-0.26509,-0.47704,0.64244,1.38272,-0.66926,-0.51101,-0.58048,0.47606,-0.71529,1.10443,-0.64523,-0.11217,0.68476,-0.33651,-0.49013,-0.29523,-0.55197,0.0202,-0.48313,-0.59839,-0.38151,0.70906,-0.57987,-0.28084,2.08918,-0.27205,-0.46037,-0.09795,1.74846,-0.71564,-0.43638,0.1812,0.04863,0.82372,0.19152,-0.57719,-0.01256,-0.87534,-0.33873,1.39122,-0.24543,-0.48201,0.33074,-0.41254,-0.61673,-0.39573,0.61768,1.0936,-0.31128,-0.32663,-0.2865,-0.45368,0.04728,-0.38967,0.7681,-0.44638,0.26411,-0.06219,0.89726,-1.00483,-0.52997,1.92127,-0.62155,-0.33931,0.87672,-0.27934,-0.44415,0.7231,-0.42718,-0.52747,-0.3637,-0.54897,1.0261,-0.28281,-0.3398,-0.23983,-0.37297,-0.03856,-0.45984,1.06102,-0.45474,-0.53597,1.19024,-0.56849,0.0181,-0.59145,0.02651,1.1288,-0.24834,-0.49316,-0.24915,-0.52469,-0.07302,-0.43135,-0.49719,-0.31177,1.14066,-0.56156,-0.24109,-0.31874,-0.26764,1.91692,-1.0152,1.3327,-0.59803,-0.39973,-0.58661,1
