,Z3__1,Z3__2,Z3__3,Z3__4,Z3__5,Z3__6,Z3__7,Z3__8,Z3__9,Z3__10,Z3__11,Z3__12,Z3__13,Z3__14,Z3__15,Z3__16,Z3__17,Z3__18,Z3__19,Z3__20,Z3__21,Z3__22,Z3__23,Z3__24,Z3__25,Z3__26,Z3__27,Z3__28,Z3__29,Z3__30,y
peptide_pm_20,0.6734,3.17059,1.80983,1.63439,0.90773,-0.07355,0.83593,1.39096,-0.08544,-0.46403,-1.45895,-1.45634,-1.53008,-1.4387,-0.79283,-1.11134,-0.4392,-0.84307,0.94183,-0.6407,-0.72611,-1.66213,-1.55331,-0.60523,-1.0988,0.37114,2.45434,2.36073,1.50376,0.59106,1
peptide_pm_21,0.02769,-0.44726,-1.03795,0.79462,0.38596,-0.11191,-1.00154,0.54217,0.41823,-0.2592,-0.809,1.04587,-0.36749,-0.91768,0.2115,-0.93842,-0.22405,-0.59478,-0.54482,0.6695,-0.01032,-0.41524,0.35279,0.17713,-0.1946,0.05275,0.24724,0.62739,0.61582,0.07778,1
peptide_pm_22,-0.7993,-0.36061,0.75792,-1.41488,-0.96728,0.0755,2.15722,0.30361,0.77061,-1.48386,-0.87777,-3.81839,1.17013,-2.32396,3.08484,0.54545,0.44132,0.75311,-0.01252,-1.15459,-2.88707,1.14686,-0.17554,1.77186,1.27716,3.40119,-0.78547,1.45612,-3.88922,-2.68769,1
peptide_pm_23,-0.57129,-0.24645,-0.66408,-0.04431,0.66241,-0.63861,-1.23479,0.65334,0.13234,-0.36617,0.41398,0.70731,-0.77713,0.0699,-0.02214,1.41117,1.75496,0.5199,0.01948,0.4109,-0.01558,0.1662,-0.69378,0.96664,-0.02746,0.0509,-1.03454,0.28722,-0.47795,0.5686,1
peptide_pm_24,1.69836,0.39397,-2.96576,-0.28067,3.11679,0.97961,0.67159,-1.91135,-0.17675,1.8374,-1.38007,1.01347,2.2782,0.90345,-0.92256,-1.13368,-0.29859,-0.82691,0.20443,0.14683,-0.89401,-0.65125,-1.18136,-2.17889,-1.92702,1.14232,2.60776,1.98607,2.32096,2.78385,1
peptide_pm_25,-0.52334,-0.98969,-0.28896,0.34033,-0.29382,0.03272,-0.87113,-0.28296,-0.10274,-0.56271,0.72734,-0.28219,-0.54759,0.17311,0.03437,-0.38851,0.42833,0.30274,0.16422,0.40764,0.18269,-0.02736,0.72297,-0.97486,0.80248,-0.1561,-1.17167,-0.84884,0.0021,-0.21254,1
peptide_pm_26,0.33045,-0.90805,-0.11011,-0.4022,-0.42699,1.81393,-0.26713,0.48648,-0.86693,0.76392,0.31964,-0.09216,-0.39613,1.81924,-0.13451,-1.38426,-0.35961,0.05696,-0.59729,-0.19595,0.04457,0.23087,0.03902,1.32206,1.17857,-0.38271,0.73403,0.45208,0.48345,-0.46347,1
peptide_pm_27,-1.98504,-0.04638,-0.22131,-0.78272,-0.01926,-1.56658,-0.50757,0.33494,1.00408,-1.26628,-1.40591,0.61437,1.6114,-1.07737,-0.68962,-0.06678,-1.55724,-1.08827,0.51489,0.16786,-0.77555,-0.89041,-0.1302,1.0602,1.01826,1.67187,-1.27532,-3.12053,0.27957,-0.44027,1
peptide_pm_28,0.25739,2.61689,2.0388,1.48986,0.74223,-0.24776,1.03585,1.08634,-0.32047,0.05426,-1.61279,-1.38677,-1.39953,-1.4929,-0.49719,-1.04935,-0.4238,-0.8322,0.92675,-0.83759,-0.79751,-1.79216,-1.4546,-0.45733,-1.03353,0.33543,2.48953,2.14948,1.27674,0.45883,1
peptide_pm_29,1.62545,2.03645,0.14046,2.61459,1.6562,0.38517,1.60228,2.85906,2.21146,2.26239,2.05561,0.09229,-0.96965,1.17474,1.00323,0.84337,3.32194,1.98595,1.93818,1.61172,1.12997,0.42892,0.61152,1.18664,0.3471,-1.31947,-0.54709,-0.85547,0.25223,-0.28293,1
peptide_pm_30,1.71715,-1.28919,-0.66039,1.66526,-0.0526,0.26007,-0.14795,-0.80354,0.34375,0.27618,-1.50234,0.80626,1.21663,0.18452,0.25264,-1.17462,0.0124,-0.77137,-0.33546,0.05929,-0.64527,-1.20286,0.07943,-0.74559,-1.59886,0.67416,0.62185,1.09892,0.98017,0.4652,1
peptide_pm_31,0.30717,-0.22527,-1.44435,-0.11314,0.55937,-1.56088,1.67835,-0.63532,0.45792,0.33945,-0.1784,-0.2537,0.57918,-1.35478,-0.34974,1.73615,-0.60995,0.59211,0.33422,-1.22484,-0.3823,2.27438,0.42345,0.85538,1.23663,-0.74004,-0.71311,-0.11858,0.04939,-0.64686,1
peptide_pm_32,-1.31174,0.19818,-0.3883,-0.60592,-0.26491,-0.45141,-2.375,-0.77544,0.45054,-0.33322,0.67338,1.2713,0.5768,1.13543,-0.52489,-0.62177,0.31152,-0.69704,0.56942,-0.53107,-0.3832,-1.52977,-1.94043,0.2354,-1.64978,1.12157,-0.56827,0.39808,-0.09749,0.97189,1
peptide_pm_33,0.01702,0.10257,0.28425,-0.3783,0.32634,-0.47507,0.4995,0.52972,-0.06452,1.14758,-0.07528,0.18077,-0.78027,0.78898,0.22627,0.48561,-0.54741,-0.34373,1.6849,0.20519,-0.18202,-0.24771,0.86573,1.31699,0.07702,-0.38724,0.01701,-0.72492,-0.51667,0.51947,1
peptide_pm_34,-0.22415,-0.98339,-0.14479,1.04558,-0.31033,0.9823,-0.25426,-1.37024,0.8758,0.87773,-0.82853,0.24908,0.28027,-0.66989,-0.2978,1.45864,-1.29929,-2.16727,-0.19032,0.93108,-1.38191,0.39266,3.14459,1.30546,-0.44924,0.68761,1.78403,0.54088,0.5319,0.38418,1
peptide_pm_35,1.02603,1.95089,-0.11443,1.15361,1.7036,-0.27214,1.26805,2.32514,2.7353,2.63519,1.55271,0.12057,-1.18984,0.73386,1.27037,0.88443,2.63415,2.50244,1.66471,1.95703,1.15256,0.39361,1.32557,0.70572,0.05709,-1.38167,-0.57197,-0.65597,-0.05495,-0.05812,1
peptide_pm_36,0.17855,0.3897,-0.89578,-0.12838,0.36474,-0.00709,-1.16849,-0.26519,1.28458,0.46728,0.02148,1.63118,-0.55478,-0.84497,-0.67079,0.29422,-0.49234,-0.15249,-0.8107,1.18636,0.03882,0.98008,1.48276,0.1514,-0.18005,-0.26335,-0.50969,0.32875,-0.09865,1.03231,1
peptide_pm_37,-0.285,0.48535,-0.18511,0.01681,0.36276,0.17108,0.33089,0.01541,-0.23763,0.92741,0.02299,-0.24313,-0.76389,0.81707,0.33768,0.3081,-0.58405,-0.07826,1.01801,0.40946,0.20144,-0.12077,0.04633,1.64476,0.52644,-0.35279,0.03912,-0.5639,-0.4842,0.37041,1
peptide_pm_38,1.38172,0.81164,-1.86443,1.06244,2.21731,0.23072,1.60723,0.9741,0.75453,1.46334,0.27254,-0.42038,0.65423,1.72281,-0.45578,-0.04627,0.30386,0.20523,-0.23657,-0.61072,-0.17553,0.36765,1.25455,1.40055,1.14469,-0.67966,-0.07366,0.24362,0.07651,0.45248,1
peptide_pm_39,-0.44628,-0.0027,-0.70388,-0.31127,0.13004,-0.39061,-1.22433,0.15676,-0.0867,0.58315,0.35845,0.41551,-0.22402,-0.03438,-0.0921,1.03777,1.18991,0.44456,-0.29619,0.66501,-0.15483,1.15852,-0.28363,0.77321,0.0595,0.01823,-1.27,0.42865,-0.26709,0.67399,1
peptide_pm_40,0.73607,-0.46296,1.18234,0.75891,-0.30784,-1.83912,1.63477,-0.6235,1.07461,0.7195,-0.19854,0.6216,0.99369,0.3796,0.27451,2.18777,-0.47355,0.74639,-0.19978,0.48224,0.67595,-1.16837,0.3601,0.2878,-0.23781,-0.59706,0.34221,-0.26454,0.52623,0.29027,1
peptide_pm_41,-1.4404,-0.27794,0.64464,-1.33472,-0.69844,0.22669,2.00373,0.63684,0.60996,-1.04188,-0.77753,-3.1917,1.17181,-1.43862,2.38406,0.6893,0.379,0.89665,-0.08388,-0.96884,-2.92888,1.45809,-0.17467,2.13317,0.95133,3.39197,-0.92167,1.45576,-4.00832,-2.5815,1
peptide_pm_42,0.50134,0.02806,-0.21636,0.56479,-0.41532,-1.39698,0.58078,1.62811,0.59899,1.09372,0.07567,-0.28089,0.45627,0.10974,-1.35814,0.65438,0.33231,0.41204,-0.10949,-0.18117,0.00725,0.80799,0.79811,0.75831,1.11519,-0.64502,-0.12798,-0.43431,-0.25285,-0.0769,1
peptide_pm_43,-0.8543,0.12899,-1.03495,-0.31122,1.21398,0.61609,-0.80993,0.5162,-0.19017,0.22027,-1.78617,-1.63236,0.41385,0.73146,-1.45912,1.3452,-3.12443,2.0286,-2.45901,-0.7263,-2.26056,-0.62753,-1.58114,-0.34602,0.82214,1.18806,2.37417,1.09038,1.73974,1.79236,1
peptide_pm_44,-1.10001,-0.09428,0.70884,-1.22846,-1.03177,-0.71416,0.16084,-0.64081,0.01829,-1.15025,-0.68335,-2.82105,1.1102,-1.26361,2.71057,2.64253,2.72676,1.42331,-0.82231,-1.48385,-2.90613,0.46242,-1.31719,-0.34411,-1.68642,2.6487,-1.08931,0.99594,-3.19885,-1.49025,1
peptide_pm_45,-1.64996,0.40836,0.39802,-0.92247,-0.67875,-1.76676,-0.68097,0.54669,-0.79073,-0.82826,0.61704,-0.68269,0.35968,0.62853,0.64343,1.4957,1.24928,0.98765,0.18837,0.97323,0.06303,-1.70905,-0.93408,-2.04984,-0.6026,1.16407,-1.20502,0.39345,0.67548,-0.29137,1
peptide_pm_46,1.42322,1.26747,2.23857,0.84608,-0.41412,-1.33003,0.75545,-0.21022,-1.16368,-2.30863,-1.32668,-0.51,0.42586,0.20247,-0.67227,0.09239,1.98997,0.53367,-1.25082,-1.15872,0.28548,-0.25924,-0.27418,0.64429,0.24206,0.64045,0.02039,-3.29863,0.36161,1.185,1
peptide_pm_47,-1.79206,0.68717,0.62457,-0.53721,-0.48229,-1.9108,-1.31683,-0.13367,-0.83804,-0.88277,0.51171,-0.48661,0.43128,0.51438,1.19977,1.44547,0.73285,0.52398,0.0268,0.4903,-0.00011,-1.84001,-1.00724,-2.17876,-0.35335,1.14086,-1.05431,0.34238,0.62625,-0.12949,1
peptide_pm_48,-1.44103,0.93516,0.6562,-0.53687,-0.53425,-0.92959,-0.5589,-0.43334,-0.01262,0.3627,0.48921,-0.12988,-0.97446,0.06404,-0.29836,0.45411,0.44566,0.29226,-0.49139,0.42601,-0.27696,-1.9635,-0.90988,-0.90603,-0.34973,1.25154,-1.07507,-0.55119,-0.18665,-0.27486,1
peptide_pm_49,0.23014,-0.02174,-0.13901,-0.37379,0.85736,0.21197,1.37668,0.13184,-0.6717,1.48318,0.11829,0.04576,-0.29581,0.25991,-0.32946,0.97962,0.10422,-0.49248,2.19157,0.37109,-0.13837,0.47153,2.45535,0.871,0.68793,-0.15114,0.92378,0.00536,0.35828,0.66335,1
peptide_pm_50,0.37737,-0.22245,-0.72816,-0.50235,0.68788,0.40028,1.27384,-0.06355,-0.55115,1.28306,-0.10131,-0.47868,0.36659,0.6942,-0.99546,1.0164,-0.05891,-0.54215,2.20222,0.17849,-0.50818,2.0683,2.77615,1.11422,2.56086,0.02191,1.13308,0.64408,1.42169,0.85978,1
peptide_pm_51,-0.16367,-0.38473,-0.72742,-0.23604,0.50419,-0.58885,0.15208,-0.21641,0.9953,0.27082,1.18644,0.16314,-0.56554,-0.09278,0.1101,0.73023,0.67477,0.04078,0.5699,0.50526,1.03117,0.40401,-0.46822,-0.24483,-0.11484,-1.08704,-0.30833,-0.43024,-0.24369,-0.68284,1
peptide_pm_52,0.40713,0.2662,-1.43146,-0.80062,0.79118,1.16108,-0.51157,-0.20713,0.78025,-0.02526,-0.94773,-0.08343,1.1541,-0.56348,-0.34123,0.13154,-0.50236,-0.93054,-0.23978,-0.52201,-1.26259,0.56301,1.45879,0.69166,0.38054,0.93944,1.13079,0.98398,1.16335,1.32677,1
peptide_pm_53,0.85623,1.1476,-0.58573,0.80459,1.16349,-0.60891,0.42364,1.30231,0.90234,1.01267,0.72158,0.27176,0.20748,0.68389,0.35535,-0.65775,-0.27415,-0.38014,0.32328,-0.24569,1.00227,-0.28996,-0.41591,-0.26133,0.36624,-1.43401,-0.11956,-0.14182,-0.42407,-0.54567,1
peptide_pm_54,-0.53764,-1.32339,0.71845,-0.81887,-0.31485,-0.49954,-0.02392,0.77294,-0.90643,1.26684,-1.87702,-0.90757,0.7136,1.37812,-0.78187,0.54327,-0.52268,-0.45987,0.15039,0.52976,-3.17196,-0.61573,-0.14317,2.69572,-2.57452,3.27728,-1.99515,-2.7339,-3.01298,3.465,1
peptide_pm_55,0.97029,-0.65907,-1.80735,1.15238,0.45342,0.17615,0.02343,0.25207,0.07606,-0.41677,-3.97104,0.76891,2.15638,-2.86552,-2.02847,-1.35404,1.24084,1.13464,1.10975,1.02637,-2.55401,-1.95981,-2.41843,-2.57186,-1.78312,2.40266,0.70625,0.17709,3.27244,2.4027,1
peptide_pm_56,-1.86495,0.48428,0.57056,-0.73458,-0.72386,-1.75253,-0.69216,0.32012,-0.93256,-1.20119,0.53987,-0.39895,0.39679,0.58567,0.30868,1.59518,1.16261,0.90182,0.55854,0.78178,0.25659,-1.50961,-0.47398,-1.8803,-0.64461,1.21327,-1.72336,0.38839,0.49449,-0.40813,1
peptide_pm_57,1.21995,-0.24025,-1.43208,0.83338,1.06304,1.4295,-0.18154,-1.14794,0.42115,0.59286,-1.54237,0.87496,1.28617,0.97079,0.71647,-1.41969,-0.06497,-0.70608,-0.33465,-0.10198,-1.06372,-1.06734,-0.8814,-0.6165,-0.70099,1.39346,2.47599,2.3595,1.69653,1.37515,1
peptide_pm_58,-1.41575,0.43786,0.41277,-1.03526,-0.85587,-2.05414,-0.54902,0.60407,-0.47396,-0.69875,0.56857,-0.63339,0.30623,1.05443,0.07782,1.42375,0.55269,0.41317,0.04076,0.43529,0.15733,-1.53946,-1.07297,-2.33198,-0.07334,1.2748,-1.42409,-0.01179,0.68309,-0.31742,1
peptide_pm_59,1.90122,-0.78988,-1.88832,1.20102,1.85137,-1.08463,0.10119,-0.63319,-0.20808,0.50701,0.90713,0.64124,-2.41517,-0.13277,1.03918,-0.51091,-0.84904,0.44762,-0.51656,-0.90481,0.70111,-0.32732,-0.74417,1.42694,0.94501,0.21012,-0.82292,-1.27347,-0.02803,-0.24392,1
peptide_pm_60,0.33601,0.11627,-1.53598,-0.13245,1.02174,0.57211,1.41295,0.8736,-0.11884,0.70719,0.87532,-0.39149,-0.30738,0.97498,0.09552,-0.5163,-0.10896,0.82188,-0.07855,0.77739,0.38498,1.21155,0.75685,1.69754,0.48895,-0.84083,-0.02191,0.10751,0.11277,-0.1386,1
peptide_pm_61,-0.59373,0.09354,-0.02524,-0.14346,-0.29854,-0.35103,-0.10605,-0.15132,-0.3191,0.34304,0.02324,0.02819,0.15711,-0.19312,-0.3056,0.61208,0.13821,-0.09738,0.73146,1.8299,-0.04613,1.29376,1.37258,1.36737,-0.11701,-0.07686,-0.34757,0.20191,-0.29023,0.62628,1
peptide_pm_62,-0.743,-0.48198,0.3129,-0.72039,-0.81103,0.27298,-0.50543,0.95233,-1.39986,-0.48727,-0.95264,0.58445,0.80123,0.30182,1.02537,1.28244,-1.24784,1.55075,-1.47268,-0.3735,-1.46364,1.9398,-0.28909,1.71905,1.44462,1.48467,0.37977,-0.30951,0.99453,-0.22568,1
peptide_pm_63,-0.54209,-0.14267,-0.39044,-1.23201,-0.1456,-1.45011,-2.37863,1.56694,0.51972,-0.23878,0.80293,0.21852,-1.25015,-0.39163,-0.25261,2.73239,1.5981,2.93602,2.69354,3.32017,-0.11984,1.7712,1.65715,0.62854,2.32649,-0.98898,-0.24246,-0.82707,0.49881,-0.35339,1
peptide_pm_64,1.69836,-0.86907,-1.98676,1.01477,2.00407,0.97961,0.0758,-2.58238,0.29037,1.11175,-1.38007,1.51923,2.22871,1.47872,-0.17642,-1.13368,-0.50439,-1.01353,0.45364,-0.11262,-0.89401,-0.43758,-1.12374,-1.89689,-1.63189,1.14232,2.81402,1.56421,2.13019,2.996,1
peptide_pm_65,0.67234,-0.15854,-1.19448,0.71529,0.07799,0.88395,-0.63524,-0.12736,1.10077,0.71067,-3.44641,-0.15292,0.51554,-1.35928,-0.54132,-1.27523,-0.17527,0.22571,0.47294,0.3634,-2.71441,-0.99187,-1.90857,-3.2248,-2.51757,2.15887,2.90132,1.50841,3.12766,2.24169,1
peptide_pm_66,-1.11555,0.91553,0.54319,0.9007,0.04997,-1.04247,0.77733,1.06512,-0.53946,-0.20764,-1.44283,-0.91904,-0.78575,-0.73173,-0.27796,-0.93765,-0.0026,-0.79249,-0.05338,-0.57486,-0.54032,-0.73225,-0.31146,0.43315,0.81175,-0.48426,1.2524,0.42541,0.09079,-0.41169,1
peptide_pm_67,2.8517,1.25648,2.11808,0.66838,3.86654,-0.87005,1.83321,-2.06413,-1.71197,-0.31987,-0.13216,3.3961,0.50443,1.38639,-0.1898,-0.37298,-0.23201,-2.32035,-0.39866,2.26346,0.70813,0.32573,-1.42907,-2.13353,0.22409,-0.1955,-0.22848,0.43647,0.32883,1.5032,1
peptide_pm_68,1.77035,0.83034,-1.72954,1.1211,2.48764,-1.08375,3.21298,-0.05019,-3.27504,0.22091,0.10377,0.29232,0.59231,1.72533,-0.43714,0.51327,-0.76804,-2.37218,-0.80126,0.42409,0.11204,1.47143,-0.05369,-0.0836,-1.02239,-0.53342,-0.61214,0.87025,-0.32794,0.7997,1
peptide_pm_69,0.63033,1.5635,0.68561,1.8571,-0.57364,0.40148,2.06505,-0.06002,-0.30604,-0.15997,-0.74599,-0.42594,-0.37698,0.80255,1.71905,0.13215,0.29179,0.86626,1.11554,-0.35249,-0.99321,-1.01337,-1.42742,-0.86565,0.41741,0.18089,2.52118,1.74925,0.9268,0.30881,1
peptide_pm_70,-1.32634,0.87971,0.4906,-0.0916,-0.96781,-0.99575,-0.98266,-0.00829,-0.1177,0.35903,0.90054,-0.25845,-0.70154,-0.28825,-0.18009,0.61962,1.38715,0.50027,-0.59216,-0.04045,-0.14212,-1.64033,-0.32256,-1.57546,-0.42532,0.95722,-0.87153,-0.11768,-0.453,-0.435,1
peptide_pm_71,-1.59365,-0.65184,0.68349,-0.8513,-0.88579,-0.97437,-0.49746,0.02519,-0.25436,0.16415,-0.18956,1.36359,-1.22055,1.19315,-0.21852,-0.64896,-0.12292,0.02958,0.18138,-0.34808,-0.93934,-1.19507,0.82469,-1.05298,-0.22522,1.79364,-2.50053,0.81908,-0.62991,-0.68301,1
peptide_pm_72,-0.33469,1.14501,-0.07766,0.36324,0.36629,0.45127,0.33869,0.76078,1.26004,1.18435,0.02895,-0.83352,-0.30263,1.575,-0.71787,-0.6009,0.49582,0.38365,0.59214,-0.31944,-0.09242,0.47496,1.09795,1.06192,1.06882,0.33501,-0.10391,-0.89595,-0.13671,-0.80347,1
peptide_pm_73,1.80567,0.78188,1.16555,0.86474,2.03968,-3.28986,2.72139,-0.78748,-2.35296,0.0521,-0.93001,1.08932,-0.48922,2.19686,-1.7819,0.94561,-2.0157,-0.95028,-0.39683,0.07977,0.22668,-0.94828,1.8975,-2.8096,1.82017,-0.64886,-1.08955,-0.08308,-0.8013,0.5088,1
peptide_pm_74,1.77048,-0.32025,0.31473,2.43792,-0.91712,-1.81939,-1.05158,-1.86536,0.37751,-0.51681,-1.8929,1.48356,1.94134,-0.66236,2.04233,0.84265,0.12944,0.8571,0.77238,0.43583,-0.61983,-0.20494,-1.68032,-2.92573,-0.95098,0.54467,-0.30123,-0.1942,1.55971,-0.52289,1
peptide_pm_75,2.021,0.45069,-2.10916,1.33757,2.05004,0.52036,-0.0499,-2.19383,-0.10846,2.49086,-1.71948,0.81249,1.54829,-0.2377,-1.01086,-1.01515,-0.24632,-1.16406,-0.90994,0.95672,-0.86593,-1.44097,-0.35564,-1.03483,-1.5051,1.10422,2.05376,1.24917,1.94961,2.46922,1
peptide_pm_76,0.56518,-0.51505,-1.05338,-0.84933,1.50495,1.33427,-0.19744,-1.73499,0.45336,1.064,-1.06348,0.36714,1.88065,-0.51402,-0.19572,0.6049,-0.0322,-2.22886,-0.41513,0.23884,-2.13801,0.58516,1.27065,-1.26299,-1.68564,0.93664,1.76089,1.33004,1.66301,1.81076,1
peptide_pm_77,-0.95484,-0.29035,-0.33666,0.4061,0.14361,0.42493,-0.3434,-1.02373,1.2442,0.80978,-0.94572,0.19237,-0.30316,-1.46374,-1.40859,0.42093,-0.25626,-0.71266,0.10242,-0.58369,-1.21833,1.24715,0.41521,0.06933,-0.95061,0.43961,-0.80662,1.25972,-0.30513,1.23763,1
peptide_pm_78,-0.94248,0.1298,-0.52603,-1.52697,-0.096,-0.79589,0.05518,-0.24194,1.75491,-1.22622,-0.97944,1.50762,2.26018,-0.62868,-1.60821,0.20404,-2.30254,0.19415,0.38718,-1.0765,-0.53475,0.31902,-0.12514,0.21599,0.85898,1.507,0.60154,-2.79864,-1.73666,-0.59658,1
peptide_pm_79,-0.31627,-0.59824,-0.53279,0.49799,-0.61597,-1.35814,-0.67451,0.00668,0.28616,0.62965,-0.43715,0.30971,-0.06696,-0.67901,-0.19451,0.64023,0.38335,-0.64554,0.34169,-0.19496,0.1721,0.4125,-0.19001,0.51823,0.54937,-0.63869,-0.1148,-0.82911,0.20058,0.0784,1
peptide_pm_80,-1.02565,-0.12641,0.74193,-1.20574,-1.02306,-0.00177,0.74027,-0.12378,0.851,-1.17262,-1.05814,-3.11615,0.90793,-1.743,2.82122,1.96441,0.30139,-0.84605,1.19469,-1.87839,-3.31477,1.15867,2.04915,-0.93195,0.4722,3.06459,-0.94354,-0.00951,-2.58227,-2.26426,1
peptide_pm_81,1.90823,0.10761,-0.52046,1.79772,0.65482,1.79618,-0.19398,-0.13061,1.06271,-0.54024,-0.16787,0.69147,1.62379,0.87492,1.86483,-1.30041,-0.52453,-0.22792,-0.36418,-0.685,-0.02677,-0.31833,-0.55448,0.9464,1.05382,0.19728,1.52571,1.03496,0.68785,0.25172,1
peptide_pm_82,1.209,1.87258,-0.77874,0.51839,1.69773,-0.22171,1.39422,2.22914,1.99158,1.39143,1.09193,-0.18499,-0.85079,1.63447,1.56644,0.76836,1.1429,1.3214,0.11049,0.48271,0.75248,1.36456,1.67544,1.46722,-0.21986,-0.90354,-0.40825,-0.03269,0.06712,-0.73294,1
peptide_pm_83,-1.68231,0.33258,0.65733,-0.73483,-1.13106,0.64369,0.22622,-0.36802,-0.02036,-0.71576,-1.33727,-0.99183,-0.58707,0.21143,-0.16038,0.15845,-1.70557,-0.14112,-1.44642,0.48567,-3.00517,1.3864,-1.49506,0.44518,-0.40843,3.08366,-2.32032,-1.72415,-2.01779,1.74612,1
peptide_pm_84,0.25739,2.61689,1.81534,1.18582,0.49614,-0.24776,0.69294,1.38937,0.02268,-0.33695,-1.61279,-1.62681,-1.52722,-1.65262,-1.01845,-1.04935,-0.4238,-0.78431,0.98268,-0.78273,-0.79751,-1.58242,-1.6797,-0.67951,-0.81983,0.33543,2.48953,2.36696,1.44976,0.64014,1
peptide_pm_85,0.82621,0.05171,-1.88592,0.91317,1.84218,-0.81185,1.9352,2.14783,-1.02445,-0.60662,1.0963,-0.35036,-0.27132,1.19883,0.46915,0.74742,-0.21084,-0.16193,0.78196,0.18337,0.78068,1.18461,0.83429,0.45624,-0.85358,-1.20159,-0.28546,-0.05897,-0.12819,0.05788,1
peptide_pm_86,0.444,0.0355,0.86807,-0.01394,0.04841,-1.12684,1.9582,-1.14441,1.37415,1.05183,-0.35419,-0.08758,0.68243,0.51381,-0.5851,1.87866,-0.44266,0.97558,-0.33566,0.33959,0.28373,-0.46391,0.52451,0.23186,0.1704,-0.30585,0.96631,0.0131,0.45008,0.8396,1
peptide_pm_87,2.09745,0.69592,-2.28368,1.25009,3.0834,-0.85234,2.736,-0.43421,-3.653,0.46223,-0.84801,0.22677,1.57944,1.72312,-0.8291,0.81363,-1.15236,-1.17863,0.07162,1.96208,-0.90543,2.61504,-0.57666,-0.67783,-2.01597,0.0195,-0.29002,0.0542,-0.74726,1.465,1
peptide_pm_88,-1.43539,0.53601,0.40985,-0.76451,-0.89369,-2.05759,-0.46375,0.43639,-0.22192,-0.81934,0.5578,-0.53511,0.29829,0.56954,0.27028,1.24332,0.64938,0.60142,-0.04566,-0.50796,0.34773,-2.0971,-0.51349,-2.51204,0.05293,1.38787,-1.4784,1.78405,-0.55694,1.43772,1
peptide_pm_89,1.24722,0.41445,-1.22865,2.02634,2.15346,0.80778,1.33962,2.09375,1.925,1.2181,1.46329,1.37612,0.25078,-0.00529,1.52458,-0.1362,1.54908,1.77812,1.5327,1.2115,0.80058,1.44876,1.07317,1.87044,1.07464,-0.99431,-0.07178,0.36146,-0.05595,0.51778,1
peptide_pm_90,0.19938,-3.13749,1.72387,-1.56669,-0.48392,1.71175,-1.03106,0.66481,-0.82094,0.6561,-2.30364,1.90138,-1.76771,1.4199,0.358,-0.26143,0.80551,1.09076,1.06183,0.97968,-2.83487,-2.43524,-3.71343,-1.2488,-2.65829,1.72849,1.67826,3.75117,2.22178,1.80381,1
peptide_pm_91,1.57481,1.64181,0.8937,1.45027,0.21408,-1.77096,-0.72165,-2.63577,-1.14118,-0.5839,-2.13461,0.04877,1.3362,0.90647,1.10806,0.89844,0.60033,0.03977,-0.98884,2.5081,-1.19094,-0.18849,1.25168,-0.00692,-0.45685,0.54201,2.17171,0.14383,-0.62348,-1.10743,1
peptide_pm_92,-0.38439,-0.9005,-0.006,-0.52799,0.34881,-1.72768,1.14966,0.40877,0.23819,0.19886,-0.35907,0.18736,0.05642,0.29709,-0.9135,2.19636,1.56202,1.02035,-0.73862,1.469,-0.51243,1.0468,1.04201,0.64365,1.44907,-0.54498,-0.44207,-0.07886,0.3246,-0.02577,1
peptide_pm_93,0.07133,-1.83903,0.13632,-0.46239,0.33224,0.45083,0.08191,-1.3453,0.39077,-1.49124,-0.76843,0.78348,0.48869,-1.94124,0.5684,0.44947,-0.23461,-0.15362,-0.19735,-1.73916,-0.17715,1.20111,-0.75394,0.7081,1.90934,0.45055,0.60564,0.30362,1.08233,0.86139,1
peptide_pm_94,0.49966,-0.97927,-0.45525,1.87434,-0.1949,0.50558,0.74391,0.85014,0.61119,1.49906,1.48855,0.01709,-0.15358,0.3957,1.50508,-0.0008,1.35294,1.57993,-0.27189,0.59461,1.10267,1.61135,0.4226,1.67435,0.69883,-0.88659,-0.14884,-0.23842,0.31536,-0.04987,1
peptide_pm_95,0.33802,0.15817,-1.34199,0.59892,1.29043,0.90972,-0.82381,-0.89857,1.32091,0.78201,0.21839,0.07069,-0.00733,-0.87362,0.38689,-0.02553,0.41412,-0.58969,0.03339,-0.53504,0.89272,-0.21019,0.64886,-0.39131,0.04103,-0.37757,-0.64778,0.57317,-0.00288,-0.11571,1
peptide_pm_96,-1.36901,0.34127,0.15093,-0.13857,-0.76683,-0.77911,-0.74631,0.60951,0.43429,-0.05599,1.22662,-0.35443,-0.83206,0.5296,-0.92089,0.79208,0.64547,1.1598,1.00035,0.9267,0.15248,-1.7056,-0.48904,-1.21796,-1.71757,0.99998,-0.85794,-0.38997,-0.26277,-0.12478,1
peptide_pm_97,-0.30466,-0.22751,-1.13455,0.10657,0.69317,0.6743,0.26056,0.22684,0.07356,0.04282,-0.71721,0.53303,-0.52258,-0.41741,-0.90491,0.30481,0.77123,0.35427,0.15342,-0.75031,-1.16502,0.33621,0.01435,-1.05541,-1.56484,0.3223,-0.53066,1.11357,-0.72973,1.02837,1
