,GDPC_alphaticr.alphaticr,GDPC_alphaticr.aromatic,GDPC_alphaticr.postivecharger,GDPC_alphaticr.negativecharger,GDPC_alphaticr.uncharger,GDPC_aromatic.alphaticr,GDPC_aromatic.aromatic,GDPC_aromatic.postivecharger,GDPC_aromatic.negativecharger,GDPC_aromatic.uncharger,GDPC_postivecharger.alphaticr,GDPC_postivecharger.aromatic,GDPC_postivecharger.postivecharger,GDPC_postivecharger.negativecharger,GDPC_postivecharger.uncharger,GDPC_negativecharger.alphaticr,GDPC_negativecharger.aromatic,GDPC_negativecharger.postivecharger,GDPC_negativecharger.negativecharger,GDPC_negativecharger.uncharger,GDPC_uncharger.alphaticr,GDPC_uncharger.aromatic,GDPC_uncharger.postivecharger,GDPC_uncharger.negativecharger,GDPC_uncharger.uncharger,y
peptide_pm_12,-0.51643,-0.68562,1.08965,-0.64811,-0.76907,0.01167,-0.31118,1.09353,-0.32148,-0.51381,0.04697,0.30003,0.50148,-0.42706,2.87402,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.09125,1.23985,-0.72645,-0.50514,-0.10957,1
peptide_pm_13,2.65143,-0.68562,-0.12044,-0.64811,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.0769,-0.5271,3.50087,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_14,-0.3906,0.05456,-1.09631,0.14699,1.76633,0.57282,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,0.5484,1.26905,0.20074,-0.72645,-0.50514,2.97992,1
peptide_pm_15,0.46081,0.10939,-0.0843,1.05989,-0.25144,-0.76325,-0.31118,0.22571,-0.32148,-0.51381,0.49657,-0.5271,-0.66495,-0.42706,1.77403,0.19874,-0.30483,1.00331,-0.27412,-0.50842,-0.17847,-0.58647,1.08163,-0.50514,-0.63352,1
peptide_pm_16,-0.23573,0.17299,2.18263,-0.64811,-0.76907,1.5615,-0.31118,-0.52241,-0.32148,-0.51381,1.20309,0.30003,1.66791,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,0.32669,-0.72645,-0.50514,-0.63352,1
peptide_pm_17,1.91627,-0.68562,-0.1855,-0.64811,0.6488,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.14572,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.6938,-0.58647,-0.72645,-0.50514,1.11297,1
peptide_pm_18,-1.35851,-0.68562,-0.3373,-0.64811,-0.53276,-0.76325,-0.31118,2.84414,-0.32148,2.02844,0.49657,1.77047,0.95509,-0.42706,0.52405,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,3.21836,0.62961,-0.50514,-0.63352,1
peptide_pm_19,-0.94572,0.57704,1.31467,-0.64811,-1.37673,0.37634,-0.31118,0.66578,-0.32148,0.83209,1.44112,3.12197,1.05039,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,0.70938,-0.50514,-0.63352,1
peptide_pm_20,0.39584,3.33911,-1.09631,-0.64811,-1.37673,2.86917,-0.31118,-0.52241,-0.32148,-0.51381,-0.20593,-0.5271,3.89141,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_21,-0.51643,-0.68562,1.08965,-0.64811,-0.76907,0.01167,-0.31118,1.09353,-0.32148,-0.51381,-0.53109,0.30003,-0.08174,-0.42706,3.77401,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.49754,1.23985,-0.72645,-0.50514,-0.10957,1
peptide_pm_22,-0.81871,-0.68562,-0.04537,-0.64811,-0.20816,-0.76325,-0.31118,-0.52241,-0.32148,4.76624,-1.10916,1.06352,1.57818,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.99574,1.1696,1.15117,-0.50514,-0.63352,1
peptide_pm_23,0.61513,-0.01483,0.18452,0.07245,0.5222,-0.76325,-0.31118,0.10881,-0.32148,-0.51381,0.24568,-0.5271,-0.20931,-0.42706,0.68029,-0.628,-0.30483,-0.41086,-0.27412,0.44932,1.03112,-0.58647,0.03633,-0.50514,-0.63352,1
peptide_pm_24,0.04497,-0.68562,1.63614,-0.64811,-1.37673,1.17404,-0.31118,-0.52241,-0.32148,-0.51381,1.78116,1.54071,2.25112,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_25,0.39584,-0.68562,-0.66937,0.07245,0.99693,-0.76325,-0.31118,0.10881,-0.32148,-0.51381,-0.65754,-0.5271,-0.66495,-0.42706,1.38341,-0.628,-0.30483,-0.41086,-0.27412,0.44932,1.03112,0.12693,0.79912,-0.50514,0.59448,1
peptide_pm_26,1.88028,-0.68562,1.00557,-0.64811,-0.20816,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,1.11416,-0.5271,0.45662,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.13654,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_27,-1.35851,-0.68562,-1.09631,-0.64811,0.5222,-0.76325,-0.31118,-0.52241,-0.32148,2.34622,-0.20593,-0.5271,-0.66495,-0.42706,2.08653,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.34884,2.26715,5.37581,-0.50514,1.00382,1
peptide_pm_28,0.39584,3.33911,-1.09631,-0.64811,-1.37673,2.86917,-0.31118,-0.52241,-0.32148,-0.51381,-0.20593,-0.5271,3.89141,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_29,3.1071,-0.68562,-1.09631,-0.64811,1.38535,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.40747,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_30,-0.53294,0.57704,1.31467,-0.64811,-1.37673,0.37634,-0.31118,1.85398,-0.32148,-0.51381,1.44112,3.12197,1.05039,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_31,0.23635,0.29007,2.00874,0.39998,-1.37673,1.87851,-0.31118,-0.52241,-0.32148,-0.51381,-0.45227,1.35273,-0.66495,-0.42706,1.31949,0.38663,-0.30483,-0.41086,-0.27412,-0.50842,-0.59974,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_32,0.04497,1.4609,0.26991,-0.64811,0.14241,-0.76325,-0.31118,1.49752,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,1.52403,1.60419,-0.30483,-0.41086,-0.27412,-0.50842,1.6751,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_33,0.80069,0.13996,0.4801,-0.64811,0.37613,-0.01813,-0.31118,-0.52241,-0.32148,-0.51381,0.55833,-0.5271,-0.66495,-0.42706,0.13943,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.13654,-0.58647,0.21236,-0.50514,0.87787,1
peptide_pm_34,0.46081,-0.68562,1.93974,-0.64811,-0.81409,-0.04573,-0.31118,-0.52241,-0.32148,-0.51381,2.1023,0.23876,0.95509,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.72364,-0.58647,-0.72645,-0.50514,-0.14839,1
peptide_pm_35,2.73497,-0.68562,-1.09631,-0.64811,1.15518,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_36,1.37047,1.6994,1.18073,-0.64811,-1.37673,-0.76325,-0.31118,0.59977,-0.32148,-0.51381,1.29944,-0.5271,-0.66495,1.55222,-0.72594,0.61211,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_37,0.80069,0.13996,0.4801,-0.64811,0.37613,-0.01813,-0.31118,-0.52241,-0.32148,-0.51381,1.11416,-0.5271,-0.66495,-0.42706,0.13943,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.70267,-0.58647,1.15117,-0.50514,0.37407,1
peptide_pm_38,1.5654,1.10315,0.04221,-0.64811,-0.11078,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,1.29944,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,1.30764,-0.50514,-0.63352,1
peptide_pm_39,0.39584,-0.08937,0.42171,-0.00761,0.31121,-0.76325,-0.31118,0.03868,-0.32148,-0.51381,0.09514,-0.5271,-0.25994,-0.42706,1.14904,-0.628,-0.30483,-0.41086,-0.27412,0.34291,1.18445,-0.58647,-0.04842,-0.50514,-0.26967,1
peptide_pm_40,1.22684,2.70362,-1.09631,-0.64811,-0.57718,1.27601,-0.31118,1.60383,-0.32148,-0.51381,0.41206,-0.5271,0.10244,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,0.61505,-0.72645,-0.50514,-0.63352,1
peptide_pm_41,-0.81871,-0.68562,-0.04537,-0.64811,-0.20816,-0.76325,-0.31118,-0.52241,-0.32148,4.76624,-1.10916,1.06352,1.57818,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.99574,1.1696,1.15117,-0.50514,-0.63352,1
peptide_pm_42,0.98062,0.20876,0.04221,-0.64811,-0.74376,0.04396,1.16879,-0.52241,-0.32148,1.39288,0.09514,-0.5271,-0.05743,1.0574,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.6555,0.36474,0.2906,-0.50514,-0.08774,1
peptide_pm_43,-1.35851,4.22072,0.46509,-0.64811,-1.37673,1.4508,-0.31118,1.78608,-0.32148,-0.51381,2.19406,-0.5271,2.25112,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_44,0.29264,-0.68562,-0.29265,-0.64811,0.4105,-0.76325,-0.31118,-0.52241,-0.32148,2.17798,-0.25906,0.68926,1.05039,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.4629,0.75641,0.70938,-0.50514,-0.63352,1
peptide_pm_45,-0.60665,-0.68562,-1.09631,0.17539,1.33603,-0.76325,-0.31118,-0.52241,-0.32148,0.30334,-1.10916,-0.5271,-0.66495,-0.42706,0.07762,-0.628,-0.30483,-0.41086,-0.27412,0.58614,1.35968,0.22885,0.1453,-0.50514,3.57678,1
peptide_pm_46,-0.18895,-0.68562,-1.09631,-0.64811,-0.11078,-0.76325,-0.31118,1.16086,-0.32148,3.29956,-1.10916,2.91925,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,1.31594,-0.72645,-0.50514,-0.63352,1
peptide_pm_47,-0.85727,-0.68562,-1.09631,0.17539,1.33603,-0.76325,-0.31118,-0.52241,-0.32148,0.30334,-1.10916,-0.5271,-0.66495,-0.42706,0.07762,0.16921,-0.30483,-0.41086,-0.27412,0.58614,0.83398,0.22885,0.1453,0.48444,3.57678,1
peptide_pm_48,-0.87455,0.05456,-1.09631,0.14699,1.24249,-0.09521,-0.31118,0.17411,-0.32148,-0.51381,-0.61083,-0.5271,-0.66495,-0.42706,0.82577,-0.628,-0.30483,-0.41086,-0.27412,0.5484,1.26905,0.20074,0.95693,-0.50514,2.07656,1
peptide_pm_49,1.94379,-0.68562,1.31467,-0.64811,-0.48312,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,1.44112,-0.5271,0.19272,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.40295,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_50,1.94379,-0.68562,2.11833,-0.64811,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,2.29121,-0.5271,0.19272,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_51,0.64646,-0.17455,-0.44573,1.54789,0.07007,0.15927,0.53451,-0.52241,-0.32148,0.03096,-0.76507,-0.5271,-0.66495,0.4212,-0.19023,0.43495,1.6194,0.49825,-0.27412,-0.50842,0.48352,-0.58647,-0.72645,-0.50514,-0.00977,1
peptide_pm_52,-0.27891,-0.68562,1.00557,-0.64811,0.37613,-0.01813,-0.31118,-0.52241,-0.32148,-0.51381,1.11416,-0.5271,1.0174,0.94321,0.13943,0.23054,-0.30483,-0.41086,-0.27412,-0.50842,-0.70267,0.29157,1.15117,-0.50514,-0.63352,1
peptide_pm_53,0.29264,1.8397,-1.09631,-0.64811,0.4105,0.37634,1.77818,-0.52241,-0.32148,0.83209,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.32876,-0.58647,-0.72645,-0.50514,1.67802,1
peptide_pm_54,-1.35851,0.57704,-1.09631,-0.64811,-0.48312,-0.76325,-0.31118,3.04218,-0.32148,2.17798,0.59103,1.90562,0.19272,-0.42706,0.59757,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,2.09929,2.1452,-0.50514,-0.63352,1
peptide_pm_55,-1.35851,-0.68562,-1.09631,-0.64811,-1.37673,-0.76325,3.24074,3.51745,-0.32148,-0.51381,-1.10916,3.60852,3.70916,-0.42706,1.52403,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,1.71446,-0.50514,-0.63352,1
peptide_pm_56,-0.60665,-0.68562,-1.09631,0.17539,0.79348,-0.76325,-0.31118,-0.52241,-0.32148,0.30334,-1.10916,-0.5271,-0.66495,-0.42706,0.07762,-0.628,-0.30483,-0.41086,-0.27412,0.58614,1.88538,0.22885,0.1453,-0.50514,3.57678,1
peptide_pm_57,0.04497,-0.68562,1.63614,-0.64811,-0.61716,-0.76325,-0.31118,0.48755,-0.32148,-0.51381,1.78116,0.50681,2.25112,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.53283,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_58,-0.85727,-0.68562,-1.09631,0.17539,1.33603,-0.07136,-0.31118,-0.52241,-0.32148,0.30334,-1.10916,-0.5271,-0.66495,0.84534,-0.72594,0.16921,-0.30483,-0.41086,-0.27412,0.58614,0.30829,1.04417,0.1453,-0.50514,3.57678,1
peptide_pm_59,-0.94572,0.57704,-0.29265,-0.64811,0.4105,1.51592,-0.31118,0.66578,2.68098,-0.51381,-1.10916,-0.5271,-0.66495,1.66865,-0.72594,1.99811,4.44916,-0.41086,-0.27412,-0.50842,-1.26881,0.75641,-0.72645,2.75467,-0.63352,1
peptide_pm_60,0.98062,-0.68562,0.72532,-0.64811,0.6488,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.81772,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.6938,-0.58647,-0.72645,-0.50514,1.11297,1
peptide_pm_61,0.78569,-0.08937,0.80122,-0.00761,-0.53276,-0.76325,-0.31118,-0.52241,-0.32148,0.12175,0.09514,-0.5271,-0.66495,0.56258,0.52405,0.61211,-0.30483,-0.41086,-0.27412,-0.50842,-0.04218,-0.58647,-0.04842,-0.50514,0.45804,1
peptide_pm_62,-0.3059,1.4609,0.95302,-0.64811,-1.37673,1.17404,-0.31118,0.48755,-0.32148,0.6302,0.336,1.54071,0.06407,-0.42706,0.39905,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.53283,0.55498,-0.72645,-0.50514,-0.63352,1
peptide_pm_63,-0.08262,-0.68562,0.14571,-0.64811,2.76639,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.20462,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,2.74562,-0.58647,-0.72645,-0.50514,0.55727,1
peptide_pm_64,-0.65677,-0.68562,3.00236,-0.64811,-1.37673,1.17404,-0.31118,-0.52241,-0.32148,-0.51381,1.78116,1.54071,2.25112,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_65,-1.35851,-0.68562,1.63614,-0.64811,-1.37673,-0.76325,3.24074,1.49752,-0.32148,-0.51381,1.78116,1.54071,3.70916,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_66,1.27301,2.89192,-0.52705,-0.64811,-1.37673,2.46557,1.16879,-0.52241,-0.32148,-0.51381,-0.50701,-0.5271,1.76511,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_67,0.39584,-0.68562,2.31925,-0.64811,-1.37673,4.07997,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,4.64242,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_68,0.39584,-0.68562,0.04221,-0.64811,1.15518,2.46557,-0.31118,-0.52241,-0.32148,-0.51381,0.09514,1.19608,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,1.31594,1.30764,-0.50514,-0.63352,1
peptide_pm_69,1.1477,-0.68562,-0.12044,-0.64811,-0.29163,0.62053,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,2.45941,-0.42706,0.88118,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,1.04417,-0.72645,-0.50514,0.3021,1
peptide_pm_70,-0.67941,0.0068,-1.09631,0.0957,1.56355,-0.13831,0.8346,-0.52241,1.32503,-0.51381,-0.64298,-0.5271,-0.66495,-0.42706,-0.00014,0.09206,-0.30483,-0.41086,-0.27412,0.48022,1.10531,0.14995,0.84833,-0.50514,1.47917,1
peptide_pm_71,-1.08861,-0.68562,-1.09631,0.23874,-0.20816,-0.76325,-0.31118,1.03138,-0.32148,1.24621,-1.10916,0.26821,-0.66495,-0.42706,1.00481,-0.628,-0.30483,-0.41086,-0.27412,0.67034,0.4296,2.04764,1.15117,-0.50514,2.38926,1
peptide_pm_72,1.08232,0.24765,-0.5023,-0.64811,0.60476,0.07905,-0.31118,-0.52241,-0.32148,0.48098,0.1475,-0.5271,-0.03102,-0.42706,0.25231,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.01115,-0.58647,1.39608,-0.50514,-0.63352,1
peptide_pm_73,-0.65677,3.60742,-1.09631,-0.64811,0.14241,5.04862,-0.31118,1.49752,-0.32148,-0.51381,-1.10916,1.54071,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,1.71446,-0.50514,-0.63352,1
peptide_pm_74,-1.35851,1.6994,0.42171,-0.64811,-0.53276,2.46557,3.6354,1.72196,-0.32148,-0.51381,0.49657,2.91925,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,0.62961,-0.50514,-0.63352,1
peptide_pm_75,-0.65677,1.4609,0.26991,-0.64811,-1.37673,1.17404,-0.31118,1.49752,-0.32148,-0.51381,1.78116,1.54071,2.25112,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_76,0.74671,-0.68562,1.63614,-0.64811,-0.61716,-0.76325,-0.31118,-0.52241,-0.32148,0.6302,1.78116,-0.5271,0.79309,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.53283,0.55498,-0.72645,-0.50514,-0.63352,1
peptide_pm_77,-0.51643,-0.68562,1.08965,-0.64811,-0.16142,0.01167,-0.31118,0.28556,-0.32148,-0.51381,-0.53109,0.30003,-0.66495,0.99802,1.97403,0.26488,-0.30483,-0.41086,-0.27412,-0.50842,0.49754,0.32669,1.22627,-0.50514,-0.10957,1
peptide_pm_78,-0.94572,-0.68562,0.51101,-0.64811,-0.48312,0.37634,-0.31118,-0.52241,-0.32148,2.17798,-0.25906,-0.5271,-0.66495,-0.42706,1.92109,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,3.44217,2.1452,-0.50514,0.9075,1
peptide_pm_79,0.39584,0.20876,0.04221,0.31264,-0.11078,0.04396,1.16879,-0.52241,-0.32148,0.43953,-0.50701,0.33449,-0.05743,-0.42706,-0.72594,0.30208,-0.30483,-0.41086,-0.27412,-0.50842,-0.04218,-0.58647,0.2906,-0.50514,0.45804,1
peptide_pm_80,-0.53294,-0.68562,0.51101,-0.64811,0.4105,-0.76325,-0.31118,-0.52241,-0.32148,2.17798,0.59103,0.68926,1.05039,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.4629,0.75641,0.70938,-0.50514,-0.63352,1
peptide_pm_81,-0.04275,0.65595,0.61147,-0.64811,0.5222,0.44756,-0.31118,0.74004,-0.32148,-0.51381,0.69729,-0.5271,1.1576,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.57113,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_82,1.5654,-0.68562,0.04221,-0.64811,1.15518,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,0.09514,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_83,-1.35851,-0.68562,-0.29265,-0.64811,0.4105,-0.76325,-0.31118,0.66578,-0.32148,0.83209,0.59103,-0.5271,0.19272,-0.42706,1.92109,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.40295,2.09929,3.58103,-0.50514,0.13699,1
peptide_pm_84,0.39584,3.33911,-1.09631,-0.64811,-1.37673,2.86917,-0.31118,-0.52241,-0.32148,-0.51381,-0.20593,-0.5271,3.89141,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_85,1.44844,-0.68562,-0.1855,-0.64811,0.6488,0.52828,-0.31118,-0.52241,-0.32148,-0.51381,-0.14572,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.28751,0.93546,-0.72645,-0.50514,1.11297,1
peptide_pm_86,1.22684,1.57388,-0.37725,-0.64811,-0.57718,1.27601,-0.31118,0.54071,-0.32148,-0.51381,0.41206,-0.5271,0.86983,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,0.61505,-0.72645,-0.50514,-0.63352,1
peptide_pm_87,-0.18895,-0.68562,1.18073,-0.64811,-1.37673,2.46557,2.64875,-0.52241,-0.32148,1.39288,0.09514,2.91925,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,1.30764,-0.50514,-0.63352,1
peptide_pm_88,-0.87455,-0.68562,-1.09631,0.14699,0.71864,-0.09521,-0.31118,-0.52241,-0.32148,0.27517,-0.61083,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,0.90578,-0.27412,1.60522,0.2539,0.98794,-0.72645,1.40578,3.4316,1
peptide_pm_89,1.83121,-0.68562,0.14571,-0.64811,0.00431,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,1.31949,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.40747,-0.58647,-0.72645,-0.50514,0.55727,1
peptide_pm_90,-1.35851,-0.68562,1.38773,-0.64811,-1.37673,-0.76325,-0.31118,4.9865,-0.32148,-0.51381,1.5184,5.11237,0.66054,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_91,-1.35851,2.89192,1.18073,-0.64811,-1.37673,4.07997,5.60868,-0.52241,-0.32148,-0.51381,-1.10916,1.19608,1.76511,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_92,1.24052,0.10939,0.42171,-0.64811,-0.25144,-0.04573,-0.31118,0.22571,-0.32148,-0.51381,-0.03867,0.23876,-0.66495,0.89246,0.10738,-0.628,-0.30483,-0.41086,0.8126,-0.50842,-0.17847,-0.58647,0.17759,-0.50514,-0.63352,1
peptide_pm_93,-0.35603,-0.68562,1.83131,-0.64811,-0.29163,-0.76325,-0.31118,0.9204,-0.32148,-0.51381,-0.0769,-0.5271,0.3765,-0.42706,2.48831,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.83398,1.04417,-0.72645,-0.50514,-0.63352,1
peptide_pm_94,1.88028,-0.68562,-0.04537,-0.64811,-0.20816,-0.76325,-0.31118,-0.52241,3.60481,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,1.00481,1.08907,-0.30483,-0.41086,-0.27412,-0.50842,0.99574,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_95,-0.35603,0.33653,0.85544,-0.64811,-0.65333,-0.76325,1.38021,1.40133,-0.32148,-0.51381,0.95535,-0.5271,0.72366,-0.42706,1.41689,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.83398,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_96,-0.63258,0.05456,-1.09631,0.14699,1.76633,0.57282,-0.31118,-0.52241,-0.32148,-0.51381,-0.61083,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,0.90578,-0.27412,0.5484,1.26905,0.20074,-0.72645,0.45032,2.07656,1
peptide_pm_97,0.16701,-0.68562,0.09171,-0.64811,-0.71623,0.07905,-0.31118,0.35582,-0.32148,0.48098,-0.48083,1.271,-0.03102,1.12194,0.25231,0.34252,-0.30483,-0.41086,-0.27412,-0.50842,-0.62883,0.40609,1.39608,-0.50514,-0.06401,1
peptide_pm_98,-0.27891,-0.68562,2.05651,-0.64811,-0.20816,0.72698,-0.31118,-0.52241,-0.32148,-0.51381,1.11416,-0.5271,0.45662,-0.42706,1.00481,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.13654,1.1696,-0.72645,-0.50514,-0.63352,1
peptide_pm_99,1.76033,0.10939,0.42171,0.20589,-0.25144,-0.04573,-0.31118,-0.52241,-0.32148,-0.51381,0.49657,-0.5271,-0.12494,-0.42706,-0.72594,0.19874,-0.30483,-0.41086,-0.27412,-0.50842,-0.17847,-0.58647,-0.72645,-0.50514,-0.63352,1
