,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y,y
peptide_nm_231,-1.34184,-0.96082,-0.76643,1.09445,1.79018,-0.68665,0.90502,-1.44572,-0.60849,0.64478,-0.04018,0.13784,1.62389,0.7568,-0.91026,-1.13441,0.92891,-0.71188,1.39399,-1.30882,0
peptide_nm_232,1.55022,0.64656,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.13784,1.62389,0.7568,1.00738,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_233,0.38993,0.64656,1.18552,1.09445,-0.5586,1.28645,2.05811,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,0.7568,1.00738,-1.13441,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_234,0.38993,1.7235,-0.76643,1.09445,1.79018,1.28645,0.90502,0.48997,-0.60849,0.64478,-0.04018,-1.36215,-0.55316,0.7568,-0.91026,-1.13441,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_235,-1.34184,0.64656,-0.76643,1.86227,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,1.26821,-1.36215,1.62389,-1.11359,1.00738,-1.13441,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_236,0.96142,-0.96082,2.16149,-0.8251,-0.5586,1.28645,0.90502,0.48997,1.52179,1.9453,-0.04018,0.13784,1.62389,-1.11359,1.00738,0.69228,0.92891,-0.71188,1.39399,-1.30882,0
peptide_nm_237,-1.34184,-0.96082,-0.76643,-0.8251,-0.5586,1.28645,0.90502,1.12875,-0.60849,0.64478,-0.04018,-1.36215,-0.55316,-1.11359,2.2922,-1.13441,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_238,0.38993,-0.96082,-0.76643,1.09445,-0.5586,-0.68665,-0.81602,-1.44572,-0.60849,-1.2963,-0.04018,0.13784,1.62389,0.7568,1.00738,0.69228,-0.95204,-0.71188,1.39399,-1.30882,0
peptide_nm_239,0.38993,0.64656,1.18552,1.09445,-0.5586,3.25956,-0.81602,0.48997,1.52179,-1.2963,-0.04018,-1.36215,-0.55316,-1.11359,1.00738,-1.13441,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_240,0.38993,0.64656,1.18552,-0.8251,-0.5586,1.28645,-0.81602,0.48997,-0.60849,0.64478,-0.04018,0.88783,3.08252,0.7568,1.00738,-1.13441,0.92891,1.32246,1.39399,0.61723,0
peptide_nm_241,0.38993,0.64656,-0.76643,1.09445,-0.5586,-0.68665,3.55541,1.78689,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,0.7568,1.00738,-1.13441,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_242,-1.34184,0.64656,-0.76643,1.09445,-0.5586,1.28645,-0.81602,-1.44572,1.52179,1.9453,0.74095,-1.36215,1.62389,0.7568,-0.91026,1.29509,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_243,0.38993,0.64656,1.18552,2.05422,1.79018,-0.68665,0.90502,1.78689,-0.60849,0.64478,-1.99301,0.13784,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,1.39399,1.25283,0
peptide_nm_244,-1.34184,0.64656,2.49332,1.09445,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,-1.2963,1.26821,0.13784,-0.55316,0.7568,-0.91026,-1.13441,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_245,0.38993,0.64656,-0.76643,1.09445,-0.5586,-0.68665,0.90502,-1.44572,1.52179,-1.2963,-0.04018,0.13784,1.62389,-1.11359,1.00738,-1.13441,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_246,0.38993,-0.96082,1.18552,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,0.74095,0.13784,1.62389,-1.11359,1.00738,-1.13441,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_247,0.38993,0.64656,1.18552,-0.8251,-0.5586,1.28645,-0.81602,0.48997,-0.60849,0.64478,-1.99301,0.13784,-0.55316,-1.11359,1.00738,-1.13441,0.92891,1.32246,-0.69549,0.61723,0
peptide_nm_248,0.38993,0.64656,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,1.52179,0.64478,-0.04018,0.13784,1.62389,-1.11359,-0.91026,-1.13441,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_249,0.38993,-0.96082,-0.76643,1.09445,1.79018,1.28645,0.90502,0.48997,1.52179,0.64478,-0.04018,-1.36215,1.62389,-1.11359,1.00738,0.69228,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_250,0.38993,0.64656,1.18552,-0.8251,-0.5586,-0.68665,0.90502,0.48997,1.52179,-1.2963,-0.04018,0.13784,-0.55316,-1.11359,1.00738,-1.13441,0.92891,1.32246,-0.69549,0.61723,0
peptide_nm_251,0.38993,-0.96082,-0.76643,-0.8251,-0.5586,1.28645,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,-0.91026,0.69228,-0.95204,-0.71188,-0.69549,1.58026,0
peptide_nm_252,0.38993,-0.96082,-0.76643,1.86227,-0.5586,1.28645,-0.81602,-1.44572,-0.60849,-1.2963,-0.04018,-1.36215,1.62389,-1.11359,1.00738,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_253,-1.34184,0.64656,-0.76643,-0.8251,-0.5586,-0.68665,0.90502,0.48997,-0.60849,-1.2963,-0.04018,-1.36215,1.62389,0.7568,-0.91026,-1.13441,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_254,0.38993,0.64656,1.18552,1.7279,1.79018,-0.68665,1.59343,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,2.43873,1.09875,0
peptide_nm_255,0.38993,0.64656,1.18552,-0.8251,-0.5586,1.28645,0.90502,0.48997,1.52179,-1.2963,-1.99301,0.13784,-0.55316,0.7568,-0.91026,-1.13441,0.92891,1.32246,1.39399,0.61723,0
peptide_nm_256,-1.34184,-0.96082,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,-0.04018,1.14283,1.62389,0.7568,-0.91026,-1.13441,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_257,0.38993,-0.96082,1.18552,-0.8251,1.79018,-0.68665,0.90502,0.48997,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,-1.11359,1.00738,2.51898,-0.95204,1.32246,1.39399,0.61723,0
peptide_nm_258,-1.34184,-0.96082,1.18552,1.09445,-0.5586,1.28645,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,0.7568,1.00738,-1.13441,-0.95204,1.32246,-0.69549,0.61723,0
peptide_nm_259,0.38993,0.64656,-0.76643,1.09445,-0.5586,1.28645,0.90502,-1.44572,-0.60849,1.28533,-0.04018,0.13784,1.62389,-1.11359,1.00738,-1.13441,0.92891,1.32246,1.39399,0.61723,0
peptide_nm_260,0.38993,1.45025,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,-0.04018,-1.36215,-0.55316,-1.11359,1.00738,0.69228,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_261,1.37704,-0.96082,-0.76643,1.09445,1.79018,-0.68665,0.90502,1.45782,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,-0.91026,0.69228,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_262,-1.34184,-0.96082,1.18552,1.09445,-0.5586,-0.68665,-0.81602,-1.44572,-0.60849,1.42121,0.93623,0.13784,1.62389,1.50495,1.00738,1.60563,-0.95204,-0.71188,1.39399,-1.30882,0
peptide_nm_263,0.38993,-0.96082,-0.76643,1.09445,1.79018,1.28645,0.90502,0.48997,1.52179,0.64478,-0.04018,0.13784,-0.55316,0.7568,-0.91026,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_264,0.38993,0.64656,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,1.00738,0.69228,0.92891,1.32246,-0.69549,-1.30882,0
peptide_nm_265,1.55022,-0.96082,-0.76643,-0.8251,-0.5586,1.28645,-0.81602,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,-0.91026,0.69228,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_266,0.38993,0.64656,-0.76643,-0.8251,-0.5586,1.28645,-0.81602,0.48997,-0.60849,-1.2963,-1.99301,0.13784,1.62389,-1.11359,1.00738,0.69228,-0.95204,1.32246,-0.69549,0.61723,0
peptide_nm_267,-1.34184,-0.96082,-0.76643,-0.8251,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,-0.04018,-1.36215,-0.55316,0.7568,1.00738,0.69228,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_268,-1.34184,-0.96082,1.18552,1.09445,-0.5586,-0.68665,1.88601,0.48997,-0.60849,0.64478,-1.99301,1.14283,-0.55316,-1.11359,-0.91026,1.60563,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_269,1.25582,0.64656,1.18552,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.13784,1.62389,-1.11359,-0.91026,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_270,0.38993,0.64656,-0.76643,-0.8251,-0.5586,1.28645,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,-0.91026,-1.13441,0.92891,1.32246,1.39399,-1.30882,0
peptide_nm_271,0.38993,0.64656,1.18552,1.09445,-0.5586,1.28645,0.90502,0.48997,-0.60849,-1.2963,-1.99301,0.13784,-0.55316,-1.11359,-0.91026,-1.13441,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_272,0.38993,-0.96082,1.18552,-0.8251,-0.5586,-0.68665,-0.81602,1.59332,-0.60849,-1.2963,-1.99301,0.13784,-0.55316,0.7568,-0.91026,-1.13441,-0.95204,-0.71188,1.39399,-1.30882,0
peptide_nm_273,0.38993,0.64656,-0.76643,-0.8251,1.79018,1.28645,-0.81602,0.48997,-0.60849,1.61531,7.24387,-1.36215,-0.55316,-1.11359,-0.91026,-1.13441,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_274,0.38993,0.64656,-0.76643,-0.8251,1.79018,1.28645,0.90502,1.45782,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_275,-1.34184,-0.96082,1.18552,1.09445,-0.5586,1.28645,-0.81602,0.48997,-0.60849,-1.2963,-0.04018,-1.36215,1.62389,-1.11359,1.00738,-1.13441,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_276,0.38993,-0.96082,-0.76643,-0.8251,-0.5586,1.28645,-0.81602,-1.44572,-0.60849,-1.2963,7.49774,-1.36215,-0.55316,-1.11359,-0.91026,-1.13441,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_277,0.96142,0.64656,-0.76643,1.7279,1.79018,1.28645,1.40412,2.21274,1.52179,0.64478,-0.04018,0.13784,1.62389,1.69199,1.00738,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_278,0.38993,-0.96082,-0.76643,-0.8251,-0.5586,1.28645,-0.81602,0.48997,1.52179,-1.2963,-1.99301,-1.36215,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_279,1.37704,-0.96082,-0.76643,1.09445,1.79018,-0.68665,-0.81602,0.48997,1.52179,-1.2963,-0.04018,-1.36215,-0.55316,0.7568,1.00738,0.69228,-0.95204,-0.71188,1.39399,-1.30882,0
peptide_nm_280,1.08264,0.64656,1.18552,1.09445,1.79018,1.28645,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,1.00738,0.69228,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_281,0.38993,0.64656,-0.76643,1.09445,-0.5586,2.60843,0.90502,-1.44572,-0.60849,0.64478,-0.04018,-1.36215,-0.55316,-1.11359,-0.91026,-1.13441,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_282,0.38993,-0.96082,-0.76643,1.09445,-0.5586,-0.68665,-0.81602,0.48997,1.52179,0.64478,-0.04018,-1.36215,1.62389,0.7568,-0.91026,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_283,-1.34184,0.64656,-0.76643,-0.8251,-0.5586,-0.68665,0.90502,0.48997,1.52179,-1.2963,-1.99301,0.13784,-0.55316,-1.11359,-0.91026,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_284,-1.34184,-0.96082,1.18552,-0.8251,-0.5586,1.28645,1.76553,0.48997,1.52179,0.64478,0.74095,-1.36215,1.62389,-1.11359,1.00738,0.69228,0.92891,1.32246,-0.69549,0.61723,0
peptide_nm_285,0.38993,-0.96082,1.18552,1.09445,-0.5586,-0.68665,0.90502,0.48997,1.52179,0.64478,-0.04018,-1.36215,-0.55316,0.7568,1.00738,0.69228,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_286,0.38993,-0.96082,1.18552,1.09445,-0.5586,1.28645,0.90502,-1.44572,1.52179,0.64478,1.26821,0.13784,1.62389,0.7568,-0.91026,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_287,1.55022,0.64656,-0.76643,-0.8251,-0.5586,1.28645,-0.81602,0.48997,-0.60849,-1.2963,1.26821,-1.36215,-0.55316,-1.11359,1.9662,-1.13441,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_288,-1.34184,-0.96082,-0.76643,1.09445,-0.5586,1.28645,0.90502,0.48997,1.52179,0.64478,-0.04018,-1.36215,-0.55316,0.7568,1.00738,1.91617,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_289,0.38993,-0.96082,-0.76643,1.09445,1.79018,1.28645,-0.81602,0.48997,-0.60849,0.64478,-0.04018,0.13784,1.62389,0.7568,1.00738,-1.13441,-0.95204,1.32246,-0.69549,0.61723,0
peptide_nm_290,-1.34184,0.64656,1.18552,-0.8251,-0.5586,1.28645,0.90502,-1.44572,1.52179,3.22641,-0.04018,0.13784,-0.55316,-1.11359,1.00738,-1.13441,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_291,1.25582,-0.96082,-0.76643,-0.8251,-0.5586,1.28645,-0.81602,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,-0.91026,1.60563,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_292,0.38993,1.45025,-0.76643,1.09445,-0.5586,1.28645,0.90502,-1.44572,-0.60849,-1.2963,-1.99301,0.13784,-0.55316,-1.11359,1.00738,-1.13441,0.92891,-0.71188,1.39399,-1.30882,0
peptide_nm_293,0.38993,-0.96082,-0.76643,-0.8251,-0.5586,-0.68665,1.76553,-1.44572,-0.60849,0.64478,1.26821,0.13784,1.62389,-1.11359,-0.91026,-1.13441,0.92891,1.32246,-0.69549,-1.30882,0
peptide_nm_294,0.38993,-0.96082,1.18552,-0.8251,-0.5586,1.28645,0.90502,-1.44572,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,-1.11359,1.77443,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_295,0.38993,0.64656,-0.76643,1.09445,1.79018,1.28645,0.90502,0.48997,-0.60849,0.64478,0.93623,-1.36215,1.62389,-1.11359,-0.91026,0.69228,-0.95204,-0.71188,-0.69549,1.38765,0
peptide_nm_296,0.38993,-0.96082,-0.76643,-0.8251,1.79018,1.28645,0.90502,1.12875,-0.60849,0.64478,-0.04018,0.13784,-0.55316,0.7568,-0.91026,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_297,0.38993,1.7235,-0.76643,1.86227,-0.5586,1.28645,0.90502,0.48997,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,0.7568,-0.91026,0.69228,0.92891,-0.71188,2.43873,0.61723,0
peptide_nm_298,0.38993,0.64656,-0.76643,1.09445,-0.5586,1.28645,1.76553,0.48997,1.52179,0.64478,-1.99301,0.88783,1.62389,-1.11359,1.00738,0.69228,0.92891,-0.71188,1.39399,-1.30882,0
peptide_nm_299,0.38993,-0.96082,1.18552,-0.8251,1.79018,-0.68665,-0.81602,0.48997,-0.60849,-1.2963,-1.99301,-1.36215,-0.55316,-1.11359,-0.91026,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_300,1.25582,0.64656,1.18552,-0.8251,-0.5586,1.28645,0.90502,-1.44572,-0.60849,-1.2963,-0.04018,-1.36215,1.62389,0.7568,1.00738,3.615,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_301,0.38993,-0.96082,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,1.52179,0.64478,0.93623,0.88783,-0.55316,0.7568,1.00738,-1.13441,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_302,1.08264,0.64656,-0.76643,1.09445,-0.5586,-0.68665,0.90502,-1.44572,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,-0.91026,0.69228,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_303,0.38993,-0.96082,-0.76643,1.09445,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,-1.2963,-0.04018,1.14283,-0.55316,-1.11359,1.00738,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_304,0.70165,0.64656,1.18552,1.09445,1.79018,1.28645,1.40412,0.48997,1.52179,0.64478,-0.04018,0.13784,1.62389,0.7568,1.42926,0.69228,1.86938,-0.71188,1.39399,1.4647,0
peptide_nm_305,0.38993,-0.96082,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,-1.2963,-0.04018,-1.36215,-0.55316,-1.11359,-0.91026,-1.13441,-0.95204,-0.71188,-0.69549,1.90769,0
peptide_nm_306,0.38993,0.64656,-0.76643,-0.8251,-0.5586,-0.68665,0.90502,0.48997,1.52179,0.64478,0.74095,-1.36215,-0.55316,-1.11359,1.00738,-1.13441,0.92891,1.32246,1.39399,1.90769,0
peptide_nm_307,-1.34184,-0.96082,-0.76643,-0.8251,1.79018,1.28645,-0.81602,-1.44572,-0.60849,0.64478,-0.04018,0.13784,-0.55316,0.7568,1.00738,-1.13441,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_308,0.38993,0.64656,-0.76643,-0.8251,-0.5586,1.28645,0.90502,0.48997,-0.60849,0.64478,-1.99301,-1.36215,-0.55316,0.7568,-0.91026,0.69228,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_309,0.38993,0.64656,-0.76643,-0.8251,-0.5586,1.28645,1.59343,1.45782,1.52179,0.64478,-0.04018,0.13784,1.62389,0.7568,1.00738,0.69228,0.92891,1.32246,-0.69549,0.61723,0
peptide_nm_310,0.38993,-0.96082,1.18552,-0.8251,-0.5586,1.28645,0.90502,1.45782,1.52179,0.64478,0.60425,0.13784,1.62389,-1.11359,1.00738,0.69228,-0.95204,-0.71188,-0.69549,1.58026,0
peptide_nm_311,0.38993,0.64656,1.18552,-0.8251,-0.5586,1.28645,-0.81602,0.48997,-0.60849,-1.2963,-0.04018,0.63283,-0.55316,-1.11359,1.00738,-1.13441,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_312,0.38993,-0.96082,1.18552,1.09445,-0.5586,1.28645,0.90502,-1.44572,-0.60849,0.64478,-0.04018,0.13784,1.62389,0.7568,1.00738,0.69228,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_313,0.38993,-0.96082,-0.76643,1.09445,-0.5586,-0.68665,-0.81602,0.48997,1.52179,-1.2963,-1.99301,-1.36215,1.62389,1.69199,1.00738,-1.13441,2.18914,-0.71188,-0.69549,0.61723,0
peptide_nm_314,-1.34184,0.64656,-0.76643,1.09445,1.79018,1.28645,0.90502,0.48997,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,-1.11359,-0.91026,0.69228,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_315,0.38993,-0.96082,1.18552,-0.8251,1.79018,2.60843,0.90502,0.48997,1.52179,0.64478,-1.99301,0.13784,-0.55316,0.7568,1.00738,0.69228,-0.95204,2.68548,1.39399,0.61723,0
peptide_nm_316,-1.34184,-0.96082,1.18552,1.09445,-0.5586,-0.68665,0.90502,2.69666,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,0.7568,1.00738,0.69228,0.92891,1.32246,-0.69549,-1.30882,0
peptide_nm_317,-1.34184,0.64656,1.18552,-0.8251,-0.5586,-0.68665,0.90502,-1.44572,-0.60849,0.64478,0.60425,-1.36215,1.62389,-1.11359,1.6402,-1.13441,0.92891,1.32246,-0.69549,0.61723,0
peptide_nm_318,0.38993,0.64656,-0.76643,-0.8251,-0.5586,1.28645,-0.81602,0.48997,-0.60849,0.64478,0.93623,-1.36215,-0.55316,2.00996,1.00738,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_319,1.55022,0.64656,-0.76643,-0.8251,1.79018,1.28645,1.59343,0.48997,1.52179,-1.2963,-0.04018,0.13784,-0.55316,0.7568,2.2922,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_320,0.38993,-0.96082,1.18552,1.09445,-0.5586,1.28645,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.13784,1.62389,-1.11359,1.00738,-1.13441,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_321,0.38993,0.64656,1.18552,-0.8251,-0.5586,1.28645,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.13784,1.62389,-1.11359,1.00738,0.69228,0.92891,1.32246,-0.69549,0.61723,0
peptide_nm_322,-1.34184,0.64656,1.18552,-0.8251,-0.5586,-0.68665,-0.81602,1.45782,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,0.7568,-0.91026,-1.13441,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_323,0.38993,-0.96082,-0.76643,1.09445,-0.5586,1.28645,0.90502,0.48997,-0.60849,-1.2963,-0.04018,-1.36215,1.62389,0.7568,1.00738,1.60563,-0.95204,-0.71188,-0.69549,1.58026,0
peptide_nm_324,0.38993,0.64656,1.18552,1.09445,-0.5586,1.28645,-0.81602,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,1.00738,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_325,0.38993,0.64656,-0.76643,1.09445,-0.5586,-0.68665,0.90502,-1.44572,1.52179,0.64478,0.93623,1.14283,-0.55316,-1.11359,1.00738,0.69228,0.92891,1.32246,-0.69549,0.61723,0
peptide_nm_326,0.38993,0.64656,3.13746,1.09445,-0.5586,1.28645,-0.81602,0.48997,1.52179,0.64478,-0.04018,1.14283,-0.55316,-1.11359,-0.91026,0.69228,0.92891,-0.71188,1.39399,-1.30882,0
peptide_nm_327,0.38993,0.64656,1.18552,1.09445,-0.5586,1.28645,1.40412,0.48997,1.52179,0.64478,1.07293,0.13784,-0.55316,0.7568,1.00738,1.05762,1.54962,1.32246,1.39399,1.17579,0
peptide_nm_328,1.25582,3.21836,-0.76643,1.09445,-0.5586,1.28645,0.90502,0.48997,-0.60849,-1.2963,-0.04018,-1.36215,1.62389,-1.11359,-0.91026,-1.13441,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_329,0.38993,0.64656,-0.76643,1.09445,-0.5586,1.28645,-0.81602,0.48997,1.52179,0.64478,-0.04018,-1.36215,-0.55316,-1.11359,1.00738,-1.13441,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_330,0.38993,-0.96082,-0.76643,1.09445,-0.5586,1.28645,2.05811,0.48997,1.52179,0.64478,-0.04018,0.13784,1.62389,0.7568,1.00738,1.42296,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_331,0.38993,-0.96082,-0.76643,1.09445,-0.5586,1.28645,0.90502,0.48997,-0.60849,-1.2963,-0.04018,0.13784,1.62389,0.7568,-0.91026,-1.13441,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_332,0.82288,0.64656,1.18552,1.09445,1.79018,-0.68665,0.90502,1.05132,1.52179,-1.2963,1.34633,-1.36215,1.62389,2.00996,2.54149,0.69228,1.75653,1.32246,1.39399,1.17579,0
peptide_nm_333,0.38993,0.64656,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,1.26821,0.13784,-0.55316,0.7568,-0.91026,-1.13441,1.86938,-0.71188,-0.69549,-1.30882,0
peptide_nm_334,0.38993,-0.96082,-0.76643,-0.8251,1.79018,1.28645,0.90502,0.48997,1.52179,0.64478,-1.99301,0.13784,-0.55316,0.7568,-0.91026,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_335,1.55022,0.64656,-0.76643,-0.8251,1.79018,1.28645,0.90502,1.45782,1.52179,-1.2963,-0.04018,-1.36215,-0.55316,0.7568,-0.91026,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_336,0.38993,0.64656,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,1.52179,0.64478,-0.04018,0.13784,1.62389,0.7568,-0.91026,0.69228,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_337,0.38993,0.64656,1.18552,-0.8251,-0.5586,-0.68665,1.59343,0.48997,-0.60849,1.28533,-0.04018,0.13784,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_338,0.38993,0.64656,1.18552,1.09445,-0.5586,1.28645,-0.81602,0.48997,1.52179,-1.2963,-0.04018,0.13784,1.62389,0.7568,-0.91026,0.69228,0.92891,1.32246,1.39399,0.61723,0
peptide_nm_339,0.38993,0.64656,1.18552,1.09445,1.79018,1.28645,0.90502,0.48997,1.52179,0.64478,-0.04018,0.13784,-0.55316,-1.11359,1.00738,0.69228,0.92891,-0.71188,-0.69549,1.90769,0
peptide_nm_340,-1.34184,0.64656,1.18552,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,-0.91026,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_341,-1.34184,-0.96082,1.18552,2.05422,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,0.7568,1.00738,0.69228,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_342,1.55022,0.64656,-0.76643,-0.8251,-0.5586,1.28645,0.90502,-1.44572,-0.60849,0.64478,-0.04018,-1.36215,1.62389,0.7568,1.00738,0.69228,-0.95204,-0.71188,1.39399,1.58026,0
peptide_nm_343,0.38993,1.45025,1.18552,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,0.7568,-0.91026,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_344,0.38993,1.7235,-0.76643,1.09445,-0.5586,2.60843,0.90502,-1.44572,-0.60849,1.61531,-0.04018,0.13784,1.62389,0.7568,-0.91026,-1.13441,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_345,0.96142,0.64656,1.18552,1.09445,-0.5586,-0.68665,0.90502,0.48997,1.52179,0.64478,-0.04018,0.13784,-0.55316,0.7568,-0.91026,-1.13441,0.92891,1.32246,-0.69549,-1.30882,0
