,NMBroto_CIDH920105.lag1,NMBroto_CIDH920105.lag2,NMBroto_CIDH920105.lag3,NMBroto_BHAR880101.lag1,NMBroto_BHAR880101.lag2,NMBroto_BHAR880101.lag3,NMBroto_CHAM820101.lag1,NMBroto_CHAM820101.lag2,NMBroto_CHAM820101.lag3,NMBroto_CHAM820102.lag1,NMBroto_CHAM820102.lag2,NMBroto_CHAM820102.lag3,NMBroto_CHOC760101.lag1,NMBroto_CHOC760101.lag2,NMBroto_CHOC760101.lag3,NMBroto_BIGC670101.lag1,NMBroto_BIGC670101.lag2,NMBroto_BIGC670101.lag3,NMBroto_CHAM810101.lag1,NMBroto_CHAM810101.lag2,NMBroto_CHAM810101.lag3,NMBroto_DAYM780201.lag1,NMBroto_DAYM780201.lag2,NMBroto_DAYM780201.lag3,y
peptide_pm_2,-0.61055,-1.31607,0.77189,-0.2747,-0.58802,0.96682,-0.28988,-0.94531,-0.34483,-0.05098,-0.30028,0.31901,-0.21775,-0.84822,-0.64704,0.10613,-0.79166,-0.20176,0.41643,-0.25045,0.49384,0.0593,-1.051,-0.13497,1
peptide_pm_3,0.54676,0.13951,3.62765,1.20624,0.39275,5.64899,3.31944,2.3767,3.28715,-0.33466,-0.41669,0.27699,2.58866,2.23046,2.21157,3.30737,2.71324,2.95892,0.12934,0.20159,-0.09816,2.06418,1.78447,2.16362,1
peptide_pm_4,0.3564,-1.37235,-0.31145,0.10263,-1.23776,-0.21266,-0.00066,-0.14891,-0.19084,-0.07722,-0.6057,-0.01383,0.19283,-0.30963,-0.03232,1.4711,1.23833,1.17374,2.02097,0.52799,1.43848,1.75893,1.42678,1.65852,1
peptide_pm_5,-0.00926,0.39637,-1.35389,-0.40761,0.31713,-1.42542,0.57056,0.1821,0.17846,-1.81503,1.14077,-1.18051,0.74419,0.21753,0.68364,0.55075,-0.03112,0.28295,-1.25144,0.20468,-0.31345,-0.78149,-0.11673,-1.90473,1
peptide_pm_6,-0.76783,-0.32831,-0.03645,-0.19052,-0.70373,0.44277,-1.59959,0.65307,-1.72734,0.18994,0.33372,0.23167,-1.69454,1.06821,-1.50688,-1.59173,1.13443,-1.67489,-1.55597,1.43552,-1.1331,-0.0978,0.35059,-0.34965,1
peptide_pm_7,-0.48952,0.07643,1.78665,0.3607,0.71677,-0.86572,-0.094,1.0587,0.91897,0.12585,0.32764,0.36858,0.32272,1.67833,0.79562,-0.28269,0.82554,0.77005,-1.05677,0.9925,1.04411,-1.42998,0.05632,0.15584,1
peptide_pm_8,0.15962,-0.14768,0.18483,0.73958,-0.16467,0.1635,1.10663,0.25308,1.70291,0.13867,0.35629,0.35662,1.0074,0.39741,1.5572,0.73292,0.34446,1.24719,-0.47428,0.33095,-0.32188,0.42198,-0.80886,-0.14354,1
peptide_pm_9,-0.2876,-1.36286,-0.0834,-0.20249,-1.41763,-0.00688,-0.26666,-0.93821,-0.05648,-0.04947,-0.20052,0.22521,0.03018,-0.9829,-0.10443,-0.50141,-1.11543,-0.02382,0.12267,-0.68635,-0.15661,-1.66344,-0.60836,0.25276,1
peptide_pm_10,0.01305,0.34495,-0.60939,-0.80535,0.20096,-0.73627,-0.16036,-0.87036,-0.47403,0.05567,-0.03703,0.05528,-0.14577,-1.07665,-0.6058,-0.25097,-0.86008,-0.4497,0.10968,0.49345,0.0535,-0.32529,0.11139,-0.23922,1
peptide_pm_11,-1.1339,-1.48687,0.73995,-0.9913,-1.43987,0.51835,-1.82138,0.61258,-0.32279,0.02752,0.1513,0.8484,-1.43871,0.40038,-0.3936,-0.80098,-0.45423,0.12004,0.28692,0.45961,0.51932,-0.66558,-1.19333,0.52683,1
peptide_pm_12,-0.49342,-1.06122,0.58011,-0.30642,-0.6057,0.9064,-0.08356,-1.02763,-0.05873,0.21778,0.13102,0.49032,-0.03878,-0.96575,-0.32818,0.00405,-1.01151,-0.15752,-0.04709,-0.42134,0.14062,0.33297,-1.13705,-0.26237,1
peptide_pm_13,2.5272,1.58837,0.49983,1.37889,0.99475,0.28328,-0.03542,-0.13504,-0.36026,0.10381,-0.03658,-0.12818,0.23487,-0.03421,-0.4309,1.39091,1.15227,1.0301,3.85078,3.06228,3.01504,2.2569,2.14809,2.3134,1
peptide_pm_14,0.38666,0.28219,-0.90568,-0.93572,0.76613,-1.22382,1.03536,0.76291,0.86986,-1.93411,1.30097,-1.87394,1.25261,1.16379,1.78206,0.97196,0.48142,1.10152,-0.60877,-0.1201,0.98041,-0.51919,-0.85226,-1.25787,1
peptide_pm_15,-0.83319,-0.67557,0.21993,-0.74947,-1.18058,0.96857,0.27656,-0.18456,-0.5674,-0.52337,-0.0078,-0.54826,0.10241,-0.04657,-0.65916,-0.09547,-0.3979,-0.89143,0.19539,0.0722,-0.62689,-0.319,-1.07739,-0.83594,1
peptide_pm_16,-0.39952,-0.49353,-0.45331,-0.27952,-1.95851,0.27077,-2.02494,0.0565,0.03208,-0.18999,0.40395,0.03339,-2.2567,0.19842,0.24464,-1.77162,0.47488,-0.06152,-0.55972,-0.46674,0.07835,0.22738,0.30125,-0.17615,1
peptide_pm_17,0.21425,-1.75942,-0.15776,-0.91669,-1.64443,0.8454,1.11905,0.63665,0.62897,0.26692,-0.13504,0.26145,1.06061,1.04549,1.04503,0.41451,-0.50395,-0.02028,-0.03135,-2.35045,0.06144,0.46179,-1.31785,-1.35062,1
peptide_pm_18,0.31397,0.29926,-1.39899,0.56958,-1.55253,-2.60364,0.05634,-0.25847,2.48714,1.36185,-5.86381,-2.03218,-0.74361,-1.1796,2.49714,-0.71651,-0.55625,1.49033,-0.08372,-0.00374,-0.012,2.05928,1.235,1.52714,1
peptide_pm_19,-0.63893,-0.13779,1.01523,0.17358,-0.4636,1.0594,0.04377,0.26373,0.788,-0.23164,-0.08373,0.18555,0.1425,0.39535,0.51567,0.78432,0.97518,0.82212,0.1193,0.83225,-0.52783,0.75302,0.90664,0.83545,1
peptide_pm_20,1.72147,0.97517,1.07458,2.61063,2.37862,2.07296,-1.02659,-2.489,2.11695,0.03513,-0.18718,0.36779,-0.53453,-1.83584,1.67825,-0.44044,-1.62446,1.80438,-0.46431,0.23119,0.50546,0.0301,-0.64576,1.2284,1
peptide_pm_21,-0.50352,-1.1433,0.73756,-0.31472,-0.60616,0.98419,-0.24628,-0.90856,-0.20501,0.18179,-0.03276,0.42788,-0.26091,-0.86609,-0.43206,-0.13481,-1.00644,-0.14517,0.08805,-0.48533,0.39441,0.32023,-1.21003,-0.09885,1
peptide_pm_22,1.25591,0.66771,-0.98443,1.7729,-0.43041,-2.08983,-0.23831,1.21617,-0.53658,3.47182,0.99365,-3.81218,-0.80425,1.58758,-1.12003,-1.08498,1.19406,-1.05524,-0.43837,0.32845,-0.56466,1.62136,2.05746,1.28795,1
peptide_pm_23,-0.44942,-0.87585,-0.48726,-0.45929,-1.34525,0.38137,1.29646,-0.62354,-0.55943,-0.20428,0.12375,-0.04915,1.51575,-0.41994,-0.7449,1.03757,-0.94881,-1.01759,1.01627,-0.9119,-1.16798,-0.0357,-0.43608,-1.09311,1
peptide_pm_24,0.44795,-1.47901,-0.28557,0.15407,-1.38472,-0.27593,0.49698,0.2482,0.30341,-0.17233,-0.68618,-0.04849,0.61028,0.23786,0.61927,2.11397,1.58884,1.60024,1.64687,0.49033,1.48782,2.22711,1.55204,1.82457,1
peptide_pm_25,-1.26244,0.17454,-0.32278,-1.13097,-0.0782,-0.10778,0.48771,0.31843,0.87564,-0.35045,0.56839,-0.33389,0.51437,0.43271,0.88488,-0.25106,-0.13727,0.70236,-0.2717,0.05741,-0.32909,-1.39389,-0.20551,-0.65319,1
peptide_pm_26,-0.81798,0.14383,-0.31067,0.60598,0.748,0.03514,-0.25572,0.4323,0.5577,-0.00336,0.14898,0.4892,-0.18131,0.40565,0.15342,-0.87042,0.34401,0.72653,0.24894,0.36209,0.85323,-1.43389,-0.81785,1.27524,1
peptide_pm_27,-0.21176,-0.1495,-0.94484,0.45202,0.03365,-1.04198,-1.83709,-0.96765,0.34072,-0.81533,-0.40301,-1.3232,-2.04716,-0.84305,0.68536,-1.44024,-0.53492,0.48829,0.44915,1.19109,1.08803,0.63103,0.52967,-0.59174,1
peptide_pm_28,1.38233,1.12826,0.94211,2.66955,2.38779,2.08131,-0.96448,-2.18983,1.90137,0.14206,0.13963,0.42242,-0.41838,-1.65365,1.45175,-0.3131,-1.35954,1.14573,-0.30218,0.39939,-0.14239,-0.03864,-0.53738,0.54334,1
peptide_pm_29,0.58059,-1.53757,3.02589,-0.33517,-0.57839,-0.16563,0.68153,-0.69282,0.51448,-0.25868,-0.60235,0.62434,1.38112,-0.49401,1.03651,0.07101,-2.25529,0.61427,0.90376,-4.55194,1.61711,-1.21729,1.05476,-0.69036,1
peptide_pm_30,-0.27039,-0.02227,1.18064,0.02316,0.68251,0.43614,0.6517,0.07055,0.1826,-0.27544,-0.07829,0.0466,0.81731,0.02482,0.19743,1.49303,1.16024,0.84014,0.62517,0.69211,0.34077,0.73756,1.0332,0.47582,1
peptide_pm_31,-0.37063,-1.35836,-0.54855,-0.07244,-0.76021,-1.13836,-0.8145,-0.31697,-1.30285,0.21289,0.23814,0.23032,-1.39625,0.15837,-0.5368,-1.21962,-0.25179,-1.13719,-1.69889,0.57076,0.383,-0.25042,0.10742,-0.95908,1
peptide_pm_32,0.57616,0.47116,-0.78634,1.90147,2.19267,1.90659,3.07043,0.84635,1.8702,-1.57559,-2.12171,-1.19812,2.63021,0.92581,1.54912,3.05359,1.51146,1.33901,0.21822,0.3186,-0.23078,0.88814,-0.08757,-0.89922,1
peptide_pm_33,0.02838,-0.23167,-0.2075,-0.2379,-1.00845,0.56781,-0.28328,-0.8744,0.06529,0.35739,0.04064,0.19912,-0.20866,-0.9775,0.40765,-0.29583,-1.49757,-0.3133,-0.61529,-1.73993,0.87185,0.94617,0.41613,0.25716,1
peptide_pm_34,-0.94346,0.36525,0.49709,0.28121,0.03512,1.1808,-0.91478,-0.98329,-1.15741,0.20581,-0.42218,0.84558,-0.91951,-1.46396,-1.41707,-0.56413,-0.42807,-1.60373,-0.49594,0.79298,-1.04326,0.347,-0.25954,-0.05749,1
peptide_pm_35,0.64586,-1.54919,0.94053,0.03652,-1.28962,-0.65003,1.29532,-0.45962,0.56183,-0.05267,-0.46361,0.53768,1.58977,-0.16548,0.9203,0.66751,-2.09021,0.10184,-1.34556,-3.79271,0.57239,-1.27191,0.92274,-0.48017,1
peptide_pm_36,0.29015,-0.53014,0.02101,-0.35819,-0.62996,1.16254,-0.36141,-0.00161,-0.75889,0.23612,0.40735,-0.09458,-0.58753,-0.06276,-0.92681,-0.57708,-0.27125,-1.34922,0.83116,-0.2222,-1.5156,-0.17967,-0.34272,-0.67742,1
peptide_pm_37,0.58946,-0.2825,0.23252,0.4269,-1.011,0.15512,-0.63292,-0.21729,-0.09107,0.63498,0.27715,0.52354,-0.69432,-0.09422,-0.02333,-0.76547,-0.59579,-0.42029,-0.33877,-1.15327,0.61013,0.0888,0.24941,-0.1236,1
peptide_pm_38,0.42557,-2.10703,1.42504,-1.54004,-0.59435,-0.78352,-0.28422,-0.39034,-1.82678,0.23666,-0.36849,0.50588,-0.28947,-0.34152,-1.4308,-0.3543,-0.92063,-1.00109,-0.68902,-1.67804,2.09958,-1.09698,0.08784,-1.91106,1
peptide_pm_39,-0.04655,-0.61917,-0.83684,-0.32805,-0.76943,0.39034,0.79914,-0.11022,-0.46767,0.08088,-0.36901,-0.17784,0.84453,0.10917,-0.58221,0.45262,-0.52903,-1.03603,0.90325,-1.32502,-1.40115,-0.30389,-1.35291,-1.02707,1
peptide_pm_40,-1.00627,1.44605,0.36083,-0.23281,0.95972,0.38825,-1.7066,0.25958,-0.75995,-0.31837,0.34977,0.05393,-1.13259,0.46628,-0.58078,-1.1643,0.7995,-0.84217,-1.92762,1.60979,-1.52999,-0.19991,0.32712,0.29853,1
peptide_pm_41,1.20422,0.60822,-1.03494,1.34774,-0.46419,-2.5934,-0.25176,1.24637,-0.55058,5.14503,3.44669,-2.13114,-0.92247,1.78162,-1.24529,-1.10448,1.22307,-1.07652,-0.43837,0.32845,-0.56466,1.62136,2.05746,1.28795,1
peptide_pm_42,-0.65619,-0.21795,0.70291,-0.72834,-0.99057,1.00247,-0.4999,-0.91471,0.30267,0.05626,0.05885,0.27838,-0.46681,-0.51772,0.13876,-0.95703,-1.06912,-0.17631,-0.51249,-0.5899,-0.93527,-0.93792,-0.75523,0.8058,1
peptide_pm_43,0.17192,-1.38064,-0.17928,0.46395,-1.30592,0.54155,-1.54911,1.38989,-0.70836,-1.74924,-4.39156,-1.21179,-1.91803,2.13006,-1.10267,-0.60684,1.10262,-0.62572,-0.05442,-1.24771,-0.27489,0.79046,0.71383,0.84218,1
peptide_pm_44,1.26761,0.51613,-1.31151,2.40085,0.01248,-1.99363,0.94236,0.93827,-1.3299,3.06251,0.55442,-3.50173,1.15294,1.70743,-1.73104,0.31297,1.23287,-1.70765,1.9368,1.01094,-1.38445,1.5917,2.01501,1.51387,1
peptide_pm_45,-0.12312,0.47301,-1.37805,-0.90553,0.50216,-1.51988,0.86745,0.80854,0.63459,-1.80415,0.05354,-1.99067,1.53755,1.26013,1.32606,1.01373,0.97425,1.11861,0.68529,0.72791,0.369,-1.88948,0.23274,-1.03923,1
peptide_pm_46,-0.5614,1.93954,0.98111,-3.05717,1.78842,-0.50857,0.72662,2.3163,-1.06675,-1.42676,1.12545,1.05368,0.82636,1.25785,-1.3409,0.43649,1.80944,0.56819,-0.47358,-1.09933,0.50934,1.67118,2.55489,1.61636,1
peptide_pm_47,-0.07988,1.02195,-0.5535,-0.67088,0.62736,-1.41127,0.86317,0.88274,0.63646,-1.69926,-0.10026,-1.99143,1.23684,1.08061,1.26874,1.08617,1.14107,1.12726,0.82806,1.15855,0.37793,-2.00276,0.28885,-0.93849,1
peptide_pm_48,0.92632,0.34798,-0.98377,-0.41596,0.13594,-1.05257,1.06962,0.52494,-0.25566,-1.25603,0.99343,-1.43444,1.21832,0.61863,0.0567,1.12235,0.42122,-0.04777,-0.09421,0.62054,0.043,-0.75074,-0.54932,-1.20872,1
peptide_pm_49,-0.48732,-0.25357,-0.3771,-0.1848,-1.23999,-0.41951,0.04985,-0.99756,0.78685,0.35523,-0.13336,0.37727,0.04265,-1.36292,1.32412,-0.2552,-1.88871,0.53099,-0.33299,-2.29694,0.46424,1.2494,0.65874,0.05631,1
peptide_pm_50,-0.49242,-0.37622,-0.41242,-0.27523,-1.05319,-0.37761,-0.3425,-0.95578,0.91333,0.16954,0.03388,0.29785,-0.63087,-1.36627,1.53552,-0.64487,-1.57944,0.92298,-0.71908,-1.65557,0.88487,1.2494,0.65874,0.05631,1
peptide_pm_51,-0.69299,-1.18715,-0.02332,-1.55695,0.44774,-0.88496,0.17872,0.05561,0.0902,0.09558,0.16493,-0.03593,0.21424,0.16236,-0.11893,-0.26334,-0.36727,-0.24957,-0.40892,-0.41155,-0.88242,0.01891,-0.48904,0.40477,1
peptide_pm_52,-0.2274,-1.06873,-1.12763,0.31802,-0.26802,0.91252,-0.4797,-0.01941,-0.66571,0.40333,0.0351,0.41697,-0.63468,-0.12871,-0.82177,-0.31504,0.01031,-0.92875,0.66003,-0.64565,-1.22906,-0.53148,-0.37324,-0.03904,1
peptide_pm_53,0.4058,-2.20666,0.15651,0.53132,-0.10139,-0.04957,-0.5449,-1.44359,0.19592,0.1095,-0.05134,0.09554,-0.42186,-1.23748,0.2147,-0.66965,-1.83817,0.14634,0.0507,-0.6213,-0.24746,0.54822,-0.20387,-0.49754,1
peptide_pm_54,-0.39377,0.46004,-0.55226,-0.67112,-1.24178,-1.60685,-0.1496,0.37723,1.24502,-0.83234,-0.4443,-3.06228,-0.70925,-0.32881,0.74596,-0.92363,0.12645,0.49635,-0.13844,0.14508,-0.14893,2.19037,1.77278,1.60163,1
peptide_pm_55,-0.06673,-0.79603,0.16276,0.00437,-0.98549,0.0923,1.76538,1.11008,0.96076,0.68098,0.38748,0.22372,1.6915,1.62269,1.34147,1.84111,1.79662,1.54935,0.00183,0.13791,-0.23057,1.08769,1.06807,1.1368,1
peptide_pm_56,-0.28622,0.71713,-1.16976,-0.68263,0.20974,-1.63823,0.82977,0.64547,0.87029,-1.54739,-0.04048,-2.02615,1.44335,1.02152,1.54001,0.95011,0.86169,1.26577,0.6503,1.27011,0.21711,-1.47717,0.23501,-0.91658,1
peptide_pm_57,-0.35178,-0.79468,0.63784,-0.65951,-1.04558,0.71836,0.36648,0.05308,-0.26507,-0.35883,-0.59708,0.38245,0.61628,0.13636,-0.20954,1.54677,1.16193,0.97976,0.96319,0.185,1.62559,1.82598,1.48264,1.86959,1
peptide_pm_58,-0.02465,0.51719,-1.43376,-0.28506,-0.30814,-1.39117,0.45371,0.44552,0.4531,-1.98247,-0.21032,-1.88059,1.06732,0.8549,1.24037,0.69181,0.74347,1.02307,0.60641,1.09916,0.29373,-1.25678,0.17454,-0.89649,1
peptide_pm_59,-1.06619,-1.71097,1.16115,-1.13645,-0.80396,-0.26981,-1.83935,0.44052,-0.39755,0.05369,0.35916,0.91339,-1.35985,0.25606,-0.37862,-0.7216,-0.72614,0.10145,0.58852,0.36615,0.93038,-0.87261,-0.90133,-0.51063,1
peptide_pm_60,0.31597,-1.68421,-0.38014,-0.47508,-1.23212,0.46744,0.32002,-0.05605,-0.60313,0.2258,-0.18922,0.15829,0.05241,0.07991,-0.56169,-0.10187,-0.97742,-1.4054,0.49959,-1.89684,-0.76896,0.45176,-1.32786,-1.23168,1
peptide_pm_61,-0.32512,0.03879,-0.27791,-0.10394,0.03667,-0.02564,0.07682,-0.3415,-0.01203,-0.08883,-0.09652,0.03617,-0.18532,-0.82099,-0.14996,-0.31672,-0.79772,-0.65983,-0.42438,-0.31319,-0.26085,-0.54735,-0.87582,0.01887,1
peptide_pm_62,0.31945,0.43634,0.32755,0.18132,-0.38177,-0.70736,-1.00942,1.25475,-0.15213,-1.80718,0.70955,1.40025,-1.26305,1.27973,-0.43605,-1.01452,0.47487,0.15985,0.00043,-0.55335,-0.25773,0.61997,0.62721,0.32432,1
peptide_pm_63,-0.08018,-0.63686,-0.73218,1.15266,0.48281,0.85395,1.13132,-0.17928,1.95373,0.86413,1.02332,0.8446,1.59737,0.17386,2.72676,0.77534,-1.24749,1.65087,0.40999,-3.29501,-1.18454,-0.32087,-0.66722,-0.51359,1
peptide_pm_64,-0.2407,-0.75674,0.42615,-0.24873,-0.76304,0.22868,0.51248,0.32838,0.28638,-0.2243,-0.58,0.00673,0.60865,0.23488,0.6211,2.14243,1.85327,1.5674,1.04362,0.52596,2.1753,2.05821,1.96736,2.03477,1
peptide_pm_65,-0.01202,-0.52845,0.10721,-0.33181,-1.12755,1.01333,0.21209,0.33901,-0.12692,0.4822,0.31854,0.31786,0.26586,0.55991,0.66172,0.96792,0.80807,0.92991,0.13543,0.17289,-0.0923,0.78258,0.4873,0.58882,1
peptide_pm_66,0.35401,0.23712,0.50073,3.18766,2.72163,2.85997,0.43408,-1.60177,1.42222,0.56736,0.50759,0.78319,0.68853,-1.17377,0.94416,0.69811,-1.19788,1.1167,0.33737,0.25578,0.15253,-0.16953,-1.07033,0.2435,1
peptide_pm_67,1.24005,2.34219,0.65713,0.57994,1.95945,0.42945,1.15486,0.26347,0.44101,-0.35596,-0.0596,-0.17516,1.04435,-0.32494,0.38587,3.00139,2.59826,2.06918,2.03615,0.71124,2.09491,3.27069,3.5627,2.89951,1
peptide_pm_68,-0.18984,-2.02668,0.97974,-0.16529,-2.65519,0.43353,-0.13786,-2.49498,-0.26084,-0.00164,-0.88969,-0.08088,-0.56967,-2.55999,-0.5936,0.0427,-1.68765,0.10971,-0.0364,-0.88026,-0.3199,0.73109,-0.20629,2.08974,1
peptide_pm_69,0.82668,0.2168,2.05006,0.66381,0.65128,-0.05657,-0.78333,0.33669,1.8239,0.02418,0.10248,0.37846,-0.13279,0.8166,1.84105,-0.67923,-0.05167,2.17254,-0.40262,-0.84776,2.10145,-0.99721,-0.16478,0.22452,1
peptide_pm_70,0.65912,0.15343,-0.24838,-0.21973,0.49909,-1.00601,1.60556,0.41765,0.11384,-0.11694,1.94983,-1.13897,2.02727,0.55699,0.33518,1.52113,0.2782,0.37013,0.68543,-0.29829,0.69789,-1.10489,-0.89287,-0.11108,1
peptide_pm_71,-1.18005,0.69524,-0.85234,-1.13778,0.70835,-0.62297,-0.0009,0.30923,0.25929,-2.31071,0.39584,-2.05579,-0.14955,0.3939,0.40592,0.06687,0.53105,0.13777,-0.13865,0.53297,-0.55555,-0.48796,0.49439,-0.00592,1
peptide_pm_72,0.66757,-0.28411,-0.07971,0.14102,-0.26548,-1.47367,1.00145,0.37838,0.47877,-0.10678,0.14842,-0.27951,0.92629,0.31336,0.56711,0.83882,0.09266,0.29391,0.18092,-0.25802,-0.22552,0.11269,-0.48941,-1.5968,1
peptide_pm_73,0.22119,0.69915,0.62385,-0.29583,-0.07048,0.90956,-2.32694,-0.45749,0.00766,-0.24335,-0.09287,-0.1093,-1.98378,-1.38269,-0.23699,-1.08007,-0.93037,0.44199,-1.12685,-1.11527,0.42065,1.81264,1.06329,1.92786,1
peptide_pm_74,0.45614,0.97513,2.14805,-0.60376,-1.03653,1.54909,2.62937,3.73505,2.24765,-0.11109,-0.74709,0.88374,1.88406,2.82239,2.1536,2.49452,2.67898,2.21976,0.1269,0.20231,0.25639,1.35278,0.57839,0.19309,1
peptide_pm_75,0.6242,-0.97941,1.73022,0.08699,-0.39075,-1.02792,0.7518,0.30167,0.19596,-0.15425,-0.41174,0.04553,0.89966,0.26709,0.43849,2.35453,1.75253,1.77341,1.12784,0.49906,0.91714,1.31196,1.193,0.21932,1
peptide_pm_76,-0.96669,-0.10863,-0.9939,-1.54451,-0.58205,-1.16614,0.19138,-0.54097,-0.53079,0.49215,-0.14603,0.64855,0.14133,-0.86279,-0.49794,0.57297,0.2823,-0.53666,0.40685,0.13207,-0.463,0.42823,0.27324,0.95189,1
peptide_pm_77,-0.09566,-0.25192,0.46105,-0.09073,-0.9364,0.62109,-0.00817,0.10129,-0.01633,0.7703,1.49341,0.88355,-0.35323,0.18806,0.06258,-0.13905,0.37369,-0.06324,0.18261,0.35335,-0.01391,-0.13928,0.29958,0.25997,1
peptide_pm_78,0.29499,-0.59644,-1.50368,0.95164,-1.39871,-1.62576,-2.59715,-0.43668,-0.05611,-1.21789,-2.07605,-1.28522,-2.67483,-0.42822,0.11454,-1.91139,-0.31077,-0.38925,0.40023,0.20929,-0.29209,0.54477,0.73218,-0.24178,1
peptide_pm_79,-0.37983,-0.9195,0.62795,-0.53397,-1.26163,0.85729,0.44235,-0.3088,0.32347,0.23843,0.10013,0.32898,0.03877,-0.42527,0.65633,-0.12007,-0.59282,0.5061,-0.70288,0.01572,0.58675,-0.06337,-0.36912,-0.66937,1
peptide_pm_80,1.27367,0.49364,-1.27328,2.3693,-0.00671,-2.05533,-0.35507,-0.56803,0.52677,3.10438,0.40867,-3.60385,-0.68393,-0.67651,0.50671,-0.5876,-0.37263,-0.31276,1.11636,-0.44018,-1.20774,1.41977,1.78589,1.37692,1
peptide_pm_81,0.32429,-0.54433,1.76479,-0.57306,-0.51549,0.57598,-0.25997,-0.35129,-0.59584,-0.18985,-0.2911,0.137,-0.0507,-0.17015,-0.64989,0.42611,0.29129,0.07631,1.6116,1.618,1.99045,-0.48723,0.06942,-0.50885,1
peptide_pm_82,0.79762,-1.50881,0.37733,0.21043,-2.24441,-0.1938,0.28337,-0.78644,-0.50448,-0.03287,-0.49654,0.38432,0.36087,-0.54921,-0.19686,-0.11493,-2.03014,-0.99174,-0.931,-3.78974,-0.62046,0.3984,-0.51241,-0.47023,1
peptide_pm_83,0.08382,-0.29778,-0.82547,0.50371,-0.82433,-0.73843,-1.76761,0.35608,-1.1702,0.91978,-3.57347,-1.58532,-2.36452,0.61548,-1.58267,-1.57711,0.66543,-1.33146,-0.20063,0.33408,-0.34896,0.74373,-0.17626,0.82455,1
peptide_pm_84,1.38233,1.00251,0.78071,2.66955,2.39955,2.0958,-0.96448,-2.04025,2.07565,0.14206,0.0086,0.32538,-0.41838,-1.44109,1.68017,-0.3131,-1.04849,1.50533,-0.30218,0.43652,-0.09691,-0.03864,-0.33241,0.77798,1
peptide_pm_85,-0.30058,-2.51746,0.79732,-0.79902,-2.05673,1.16515,-1.06985,-2.1449,0.85964,-0.09675,-0.78996,0.38645,-0.67894,-1.88709,1.0345,-1.22617,-2.99743,1.05931,-0.24774,-2.84662,0.56912,-0.40553,-1.70079,-0.02478,1
peptide_pm_86,-0.67479,1.08853,-0.19341,-0.40014,0.75451,-0.30266,-1.31045,0.39942,-1.27451,-0.08494,0.40583,0.01627,-0.97168,0.55707,-0.83211,-1.0144,0.81323,-1.11064,-1.92038,1.60406,-1.53295,-0.14175,0.33085,0.07064,1
peptide_pm_87,0.6193,-1.90179,1.05828,0.04352,-3.78486,0.6652,0.15139,-1.2127,1.11854,0.12971,-1.10377,0.19647,-0.57194,-1.34414,0.15395,-0.00224,-1.03545,0.07641,-0.39477,-0.97661,-0.99475,0.17106,-0.88113,0.2355,1
peptide_pm_88,0.00582,0.37475,-0.67209,-0.25862,-0.76205,-0.60671,0.20095,0.69958,0.38232,-1.60982,-0.19127,-0.952,0.60429,1.33742,0.8855,0.37947,1.19983,0.60736,0.59765,1.31819,0.34387,-0.74189,-0.49822,-0.20709,1
peptide_pm_89,0.06704,-2.46711,1.59902,-0.52603,-0.23069,0.02357,-0.46508,-0.59103,-0.27458,-0.11186,-0.48192,0.14364,-0.41382,-0.54687,-0.20289,-1.24832,-1.58217,-0.44658,-1.13593,-2.72094,2.55692,-0.45861,-1.17124,-1.25165,1
peptide_pm_90,-2.22944,1.57447,-0.99242,-1.65309,0.63545,-1.20866,2.529,1.84161,2.45572,-2.80621,-0.40367,-1.72648,2.77426,2.31825,2.58968,2.4662,2.03097,2.15756,0.23011,0.78222,-0.02767,0.77398,0.99839,0.69625,1
peptide_pm_91,1.5493,1.25205,1.42459,3.58179,1.298,1.01955,1.82341,1.5156,-0.42168,0.41726,-0.17879,0.04429,1.12473,0.59911,-0.90996,0.7189,0.69879,-0.28493,0.07768,-0.04775,-0.14714,0.55932,0.63081,0.51372,1
peptide_pm_92,-0.58327,-0.06269,-0.05793,-0.53406,-0.871,0.1927,0.00698,0.35298,-1.25066,0.55914,0.38484,0.29885,0.53526,0.69978,-1.13388,-0.51733,0.15056,-1.14808,-0.79345,0.30435,-0.03425,0.06522,-0.5465,-0.1287,1
peptide_pm_93,-1.97689,1.03041,-1.16402,-0.44777,0.92911,-0.55098,-0.96581,0.48376,-1.72961,0.05063,0.50417,0.21528,-0.96581,0.8003,-1.69797,-1.47547,1.1392,-2.04347,-1.19451,1.02733,-1.43226,-1.05058,-1.02279,-1.64421,1
peptide_pm_94,-1.28866,-1.33675,1.76021,-1.45293,-0.92446,1.87091,-0.20628,0.29213,0.3176,0.20191,0.13738,0.09827,0.04443,0.41844,0.07035,-1.18375,-0.35672,0.17873,-1.34333,-0.73482,0.21321,-0.25309,-0.03363,0.33269,1
peptide_pm_95,0.8529,-0.49033,0.7295,0.49535,0.91432,-0.7298,0.63557,0.05762,-0.36919,0.46999,0.03872,0.4762,0.33881,0.04026,-0.33163,0.25291,0.22603,-0.56953,0.15558,0.01092,-0.83147,-0.33207,-0.33472,-0.46053,1
peptide_pm_96,0.754,0.06426,-0.8544,-0.22721,0.06173,-0.64115,1.01129,0.41876,0.26911,-1.37227,1.74485,-0.76218,1.16589,0.56661,0.73367,0.98,-0.06823,0.39606,-0.31834,-0.7997,0.77997,-1.28453,-0.72223,-0.52613,1
