,formula_C,formula_H,formula_N,formula_O,formula_S,y
peptide_pm_277,-0.05455,0.1623,0.24514,-0.42816,-0.62772,1
peptide_pm_278,-0.39408,-0.10109,-0.33791,-0.63333,-0.62772,1
peptide_pm_279,0.83671,0.92612,0.53667,0.39253,-0.62772,1
peptide_pm_280,-0.77606,-0.83857,-1.06673,-0.8385,-0.62772,1
peptide_pm_281,0.26376,0.24131,0.53667,0.80288,3.60878,1
peptide_pm_282,-0.33042,0.00427,-0.62944,-0.8385,-0.62772,1
peptide_pm_283,-0.22432,-0.52251,-0.62944,-0.97529,-0.62772,1
peptide_pm_284,0.53962,0.93928,0.31802,-0.42816,-0.62772,1
peptide_pm_285,0.70939,0.92612,0.53667,0.87127,0.07836,1
peptide_pm_286,0.62451,0.87344,0.53667,0.18736,-0.62772,1
peptide_pm_287,0.15765,0.42568,-0.33791,-0.63333,-0.62772,1
peptide_pm_288,-0.33042,-0.23278,-0.7752,-0.63333,-0.62772,1
peptide_pm_289,0.3062,0.43885,0.31802,-0.29138,0.78445,1
peptide_pm_290,0.4123,0.5047,1.55701,0.52931,1.49053,1
peptide_pm_291,-0.54263,-0.483,-0.70232,-0.49655,-0.62772,1
peptide_pm_292,-0.73361,-0.58835,-0.84808,-1.11207,-0.62772,1
peptide_pm_293,-0.79728,-0.73321,-0.92096,-0.97529,-0.62772,1
peptide_pm_294,-0.75483,-0.70688,-0.33791,-0.70172,0.78445,1
peptide_pm_295,-0.22432,-0.52251,-0.33791,-0.97529,-0.62772,1
peptide_pm_296,0.81549,0.82076,0.53667,0.5977,-0.62772,1
peptide_pm_297,-0.79728,-0.87808,-0.55656,-0.97529,2.19661,1
peptide_pm_298,-0.50019,-0.66737,-0.84808,-1.11207,-0.62772,1
peptide_pm_299,0.07277,-0.03524,-0.26503,-0.77011,-0.62772,1
peptide_pm_300,-0.47897,-0.66737,-0.55656,-0.8385,-0.62772,1
peptide_pm_301,-0.71239,-0.62786,-0.92096,-1.04368,-0.62772,1
peptide_pm_302,-0.58507,-0.3118,-0.33791,-0.70172,-0.62772,1
peptide_pm_303,0.60329,0.76808,0.3909,0.39253,-0.62772,1
peptide_pm_304,-0.52141,-0.45666,0.17226,-0.70172,2.19661,1
peptide_pm_305,-0.54263,-0.44349,-0.19215,-0.56494,-0.62772,1
peptide_pm_306,0.17887,0.0306,0.09938,0.11897,0.07836,1
peptide_pm_307,-0.73361,-0.58835,-0.84808,-1.11207,-0.62772,1
peptide_pm_308,0.62451,0.66273,0.3909,0.80288,3.60878,1
peptide_pm_309,-0.77606,-0.8254,-0.99385,-0.8385,-0.62772,1
peptide_pm_310,-0.64873,-0.64103,-0.84808,-0.90689,-0.62772,1
peptide_pm_311,-0.4153,-0.20644,-0.48368,-0.56494,-0.62772,1
peptide_pm_312,-0.71239,-0.64103,-0.99385,-1.04368,-0.62772,1
peptide_pm_313,0.62451,0.79442,0.3909,0.39253,-0.62772,1
peptide_pm_314,0.26376,0.22814,0.02649,-0.22299,-0.62772,1
peptide_pm_315,-0.05455,-0.1801,-0.19215,-0.63333,-0.62772,1
peptide_pm_316,0.22131,0.1623,-0.04639,-0.56494,-0.62772,1
peptide_pm_317,-0.69117,-0.483,-0.55656,-0.49655,-0.62772,1
peptide_pm_318,0.9216,1.07098,0.75531,0.87127,0.78445,1
peptide_pm_319,-0.54263,-0.89125,-0.92096,-1.11207,-0.62772,1
peptide_pm_320,-0.47897,-0.28546,-0.62944,-0.97529,-0.62772,1
peptide_pm_321,0.03033,0.13596,-0.19215,-0.35977,-0.62772,1
peptide_pm_322,0.24254,0.18864,0.3909,0.87127,3.60878,1
peptide_pm_323,-0.64873,-0.54884,-0.7752,-0.77011,-0.62772,1
peptide_pm_324,0.24254,0.08328,0.09938,-0.42816,-0.62772,1
peptide_pm_325,2.10995,2.21671,2.28582,1.69196,-0.62772,1
peptide_pm_326,-0.26676,-0.12743,-0.33791,-0.35977,1.49053,1
peptide_pm_327,-0.71239,-0.75955,-0.92096,-0.70172,-0.62772,1
peptide_pm_328,-0.9246,-0.78589,-0.92096,-0.90689,-0.62772,1
peptide_pm_329,0.22131,0.1623,0.09938,-0.01781,0.07836,1
peptide_pm_330,0.13643,0.41251,-0.11927,-0.63333,-0.62772,1
peptide_pm_331,0.3062,-0.02207,0.82819,-0.77011,-0.62772,1
peptide_pm_332,-0.69117,-0.53568,-0.84808,-0.97529,-0.62772,1
peptide_pm_333,0.64573,0.6759,0.46378,0.39253,-0.62772,1
peptide_pm_334,-0.09699,-0.46983,-0.19215,-0.97529,-0.62772,1
peptide_pm_335,0.43352,0.30716,0.02649,0.18736,-0.62772,1
peptide_pm_336,-0.43653,-0.46983,-0.33791,-0.97529,-0.62772,1
peptide_pm_337,1.43089,1.57141,1.33836,1.35,1.49053,1
peptide_pm_338,0.39108,0.21497,0.68243,-0.22299,0.78445,1
peptide_pm_339,0.22131,0.09645,0.60955,-0.22299,-0.62772,1
peptide_pm_340,0.47596,0.49153,0.17226,-0.0862,0.78445,1
peptide_pm_341,0.39108,0.25448,0.60955,-0.22299,-0.62772,1
peptide_pm_342,0.47596,0.6759,0.60955,0.46092,-0.62772,1
peptide_pm_343,-0.77606,-0.70688,-1.06673,-0.90689,-0.62772,1
peptide_pm_344,0.47596,0.42568,0.53667,0.87127,3.60878,1
peptide_pm_345,0.66695,0.70224,0.31802,0.66609,0.07836,1
peptide_pm_346,-0.52141,-0.41715,-0.33791,-0.97529,-0.62772,1
peptide_pm_347,0.34864,0.2018,0.60955,-0.22299,-0.62772,1
peptide_pm_348,2.42826,2.44058,2.21294,2.37586,-0.62772,1
peptide_pm_349,-0.47897,-0.29863,-0.70232,-0.97529,-0.62772,1
peptide_pm_350,-0.47897,-0.66737,-0.70232,-0.8385,-0.62772,1
peptide_pm_351,1.23991,1.07098,1.1926,0.39253,0.07836,1
peptide_pm_352,1.34601,1.58458,1.41124,1.28161,1.49053,1
peptide_pm_353,-0.79728,-0.73321,-0.92096,-0.90689,-0.62772,1
peptide_pm_354,0.28498,0.21497,0.09938,-0.29138,-0.62772,1
peptide_pm_355,-0.73361,-0.58835,-0.84808,-1.11207,-0.62772,1
peptide_pm_356,0.56085,0.75491,0.46378,0.25575,0.07836,1
peptide_pm_357,0.53962,0.32033,0.53667,0.05058,-0.62772,1
peptide_pm_358,-0.26676,-0.04841,-0.33791,-0.22299,1.49053,1
peptide_pm_359,-0.71239,-0.68054,-0.19215,-0.8385,2.19661,1
peptide_pm_360,0.09399,0.07011,0.02649,-0.01781,0.78445,1
peptide_pm_361,1.47333,1.47923,1.41124,1.07644,0.07836,1
peptide_pm_362,-0.54263,-0.483,0.17226,-0.70172,2.19661,1
peptide_pm_363,3.53174,3.94188,3.52481,2.92299,1.49053,1
peptide_pm_364,-0.26676,-0.53568,-0.41079,-0.90689,-0.62772,1
peptide_pm_365,-0.64873,-0.45666,-0.70232,-0.56494,-0.62772,1
peptide_pm_366,-0.28798,-0.3118,-0.33791,-0.70172,-0.62772,1
peptide_pm_367,0.17887,0.59688,-0.26503,-0.56494,-0.62772,1
peptide_pm_368,-0.43653,-0.6542,-0.04639,-1.11207,-0.62772,1
peptide_pm_369,0.56085,0.58371,0.53667,0.87127,3.60878,1
peptide_pm_370,0.36986,0.47836,-0.04639,-0.1546,0.78445,1
peptide_pm_371,0.32742,-0.06158,-0.26503,-0.49655,0.78445,1
peptide_pm_372,-0.03333,-0.11426,-0.11927,-0.77011,-0.62772,1
peptide_pm_373,0.13643,0.0306,-0.19215,-0.70172,-0.62772,1
peptide_pm_374,0.81549,0.99196,0.90107,0.52931,0.07836,1
peptide_pm_375,0.3062,0.18864,0.09938,0.05058,-0.62772,1
peptide_pm_376,0.58207,0.18864,0.24514,-0.49655,-0.62772,1
peptide_pm_377,-0.07577,0.04377,-0.11927,-0.01781,-0.62772,1
peptide_pm_378,0.47596,0.29399,0.24514,-0.29138,-0.62772,1
peptide_pm_379,0.53962,0.70224,0.46378,0.39253,-0.62772,1
peptide_pm_380,0.36986,0.47836,-0.04639,-0.0862,0.78445,1
peptide_pm_381,0.64573,0.63639,0.53667,0.87127,3.60878,1
peptide_pm_382,-0.62751,-0.43032,-0.70232,-0.49655,-0.62772,1
peptide_pm_383,-0.58507,-0.45666,-0.70232,-0.63333,-0.62772,1
peptide_pm_384,-0.4153,-0.46983,0.24514,-0.70172,2.19661,1
peptide_pm_385,0.03033,-0.11426,0.17226,-0.8385,-0.62772,1
peptide_pm_386,0.5184,0.29399,0.53667,0.05058,-0.62772,1
peptide_pm_387,0.34864,0.2018,0.46378,-0.22299,-0.62772,1
peptide_pm_388,-0.33042,-0.1801,-0.62944,-0.49655,-0.62772,1
peptide_pm_389,-0.3092,-0.16694,0.02649,-0.49655,-0.62772,1
peptide_pm_390,-0.45775,-0.6542,-0.7752,-0.90689,-0.62772,1
peptide_pm_391,-0.22432,-0.23278,-0.33791,-0.70172,-0.62772,1
peptide_pm_392,0.66695,1.05781,0.97395,0.5977,-0.62772,1
peptide_pm_393,0.58207,0.37301,0.53667,0.05058,-0.62772,1
peptide_pm_394,-0.50019,-0.40398,-0.70232,-0.56494,-0.62772,1
peptide_pm_395,0.58207,0.79442,0.53667,0.25575,-0.62772,1
peptide_pm_396,-0.22432,-0.52251,-0.33791,-0.97529,-0.62772,1
peptide_pm_397,-0.4153,-0.25912,-0.48368,-0.70172,-0.62772,1
peptide_pm_398,-0.9246,-0.8254,-0.70232,-0.63333,-0.62772,1
peptide_pm_399,-0.77606,-0.70688,-0.92096,-0.90689,-0.62772,1
peptide_pm_400,0.26376,0.22814,0.46378,0.05058,0.07836,1
peptide_pm_401,0.03033,0.29399,0.09938,-0.01781,-0.62772,1
peptide_pm_402,-0.2031,-0.52251,-0.04639,-0.97529,-0.62772,1
peptide_pm_403,0.05155,-0.24595,-0.26503,0.05058,0.07836,1
peptide_pm_404,-0.77606,-0.70688,-1.06673,-0.90689,-0.62772,1
peptide_pm_405,-0.33042,-0.23278,-0.48368,-0.1546,-0.62772,1
peptide_pm_406,-0.86094,-0.81223,-0.92096,-0.90689,-0.62772,1
peptide_pm_407,-0.88216,-0.91758,-1.06673,-1.24885,-0.62772,1
peptide_pm_408,-0.50019,-0.35131,-0.55656,-0.70172,-0.62772,1
peptide_pm_409,0.05155,-0.10109,0.68243,-0.49655,2.19661,1
peptide_pm_410,-0.16066,-0.07475,-0.48368,-0.29138,-0.62772,1
peptide_pm_411,-0.01211,0.21497,0.3909,-0.49655,-0.62772,1
peptide_pm_412,-0.79728,-0.62786,-0.92096,-1.11207,-0.62772,1
peptide_pm_413,0.5184,0.45202,0.3909,-0.29138,-0.62772,1
peptide_pm_414,0.64573,0.78125,0.60955,0.18736,-0.62772,1
peptide_pm_415,0.75183,0.79442,0.68243,0.87127,3.60878,1
peptide_pm_416,-1.4339,-1.39168,-1.35825,-1.38563,-0.62772,1
peptide_pm_417,-0.58507,-0.62786,-0.19215,-0.77011,-0.62772,1
peptide_pm_418,0.39108,0.51787,0.46378,-0.1546,0.78445,1
peptide_pm_419,-0.73361,-0.58835,-0.84808,-1.11207,-0.62772,1
peptide_pm_420,-1.00948,-0.8254,-0.99385,-0.90689,-0.62772,1
peptide_pm_421,0.05155,-0.10109,0.53667,-0.49655,2.19661,1
peptide_pm_422,-0.47897,-0.8254,-0.55656,-0.97529,-0.62772,1
peptide_pm_423,0.60329,0.99196,0.90107,0.52931,-0.62772,1
peptide_pm_424,-0.22432,-0.52251,-0.33791,-0.97529,-0.62772,1
peptide_pm_425,2.55559,2.75665,2.21294,2.23908,1.49053,1
peptide_pm_426,0.07277,-0.20644,-0.19215,0.05058,0.07836,1
peptide_pm_427,-0.60629,-0.69371,-0.11927,-0.8385,2.19661,1
peptide_pm_428,-0.86094,-0.95709,-0.70232,-1.24885,-0.62772,1
peptide_pm_429,-0.88216,-0.87808,-0.55656,-0.97529,2.19661,1
peptide_pm_430,-1.09437,-0.89125,-1.21249,-1.24885,-0.62772,1
peptide_pm_431,-0.24554,-0.15377,-0.19215,-0.0862,0.78445,1
peptide_pm_432,0.53962,0.51787,0.46378,0.93966,3.60878,1
peptide_pm_433,0.5184,0.29399,0.53667,0.05058,-0.62772,1
peptide_pm_434,-0.39408,-0.25912,-0.33791,-0.29138,0.78445,1
peptide_pm_435,0.58207,0.24131,0.82819,-0.22299,-0.62772,1
peptide_pm_436,-1.60366,-1.48386,-1.5769,-1.52241,-0.62772,1
peptide_pm_437,0.53962,0.74175,0.68243,0.25575,-0.62772,1
peptide_pm_438,1.17624,1.41338,0.90107,0.73448,-0.62772,1
peptide_pm_439,0.34864,0.29399,0.09938,-0.29138,-0.62772,1
peptide_pm_440,1.11258,1.1895,1.11972,-0.01781,-0.62772,1
peptide_pm_441,1.34601,1.58458,1.55701,1.14483,1.49053,1
peptide_pm_442,0.36986,0.22814,0.60955,-0.22299,-0.62772,1
