,Cougar__1,Cougar__2,Cougar__3,Cougar__4,Cougar__5,Cougar__6,Cougar__7,Cougar__8,Cougar__9,Cougar__10,Cougar__11,Cougar__12,Cougar__13,Cougar__14,Cougar__15,Cougar__16,Cougar__17,Cougar__18,Cougar__19,Cougar__20,Cougar__21,Cougar__22,Cougar__23,Cougar__24,Cougar__25,Cougar__26,Cougar__27,Cougar__28,Cougar__29,Cougar__30,y
peptide_nm_422,-0.35542,-0.48263,-0.81667,-0.65292,-0.96101,1.04361,1.23531,0.76376,1.0466,1.08564,-0.98985,-0.66813,-0.61523,-0.14499,-0.19368,-1.56123,0.38711,0.54346,0.18543,-0.44888,0.8149,0.72215,0.74863,0.71664,0.66087,-0.52688,-0.7371,-0.2641,-0.68,-0.25796,0
peptide_nm_423,2.00426,2.1621,2.04205,2.36087,2.47757,-1.78867,-3.18199,-2.95007,-2.25281,-2.80864,0.72971,1.27356,0.84865,0.79868,1.17894,0.7553,1.19572,1.60378,-0.13289,0.56683,-2.47693,-2.55291,-2.65923,-2.78473,-2.24572,0.08016,-0.2081,-0.40337,-0.36237,-0.48679,0
peptide_nm_424,0.34862,0.56949,0.40562,0.40272,0.38102,-0.20085,0.02491,-0.1691,-0.49864,-0.25117,0.03448,0.13871,0.42714,0.38523,0.42062,0.13379,0.23408,-0.20379,-0.07626,-0.42238,-0.0601,0.08107,-0.47055,-0.2005,-0.11311,-0.0457,-0.32226,-0.03206,-0.06155,-0.14321,0
peptide_nm_425,0.50391,0.28934,0.19728,0.75418,0.01413,-0.31923,-0.15375,-0.06269,-0.92271,0.99586,0.20376,0.17062,0.16432,0.58054,0.20058,0.3914,0.27651,-0.51661,-0.98076,-1.58189,0.02409,-0.18511,-0.42028,-0.94306,0.00181,0.21516,0.04606,0.00977,0.17515,0.03436,0
peptide_nm_426,0.28702,0.09702,0.31244,-0.21548,-0.20365,-1.26987,-0.69998,-1.22483,0.50487,0.40767,0.79026,0.58029,0.69789,0.67383,0.55389,0.36595,0.43206,1.22443,-0.39996,-1.47821,-1.34645,-1.46465,-1.49902,-1.62613,-1.13969,0.79115,0.89448,0.92258,0.98511,0.7458,0
peptide_nm_427,-0.11022,-0.10244,-0.17701,0.1989,-0.15718,0.50554,0.688,0.58766,0.12818,1.0696,0.16326,0.14567,0.08266,0.09159,-0.05128,-0.71503,-0.21198,-0.05647,0.466,-0.2125,0.40095,0.40118,0.37453,0.23032,0.31304,0.41076,0.44432,0.40927,0.37698,0.21874,0
peptide_nm_428,1.38137,1.06338,1.88164,1.34142,1.46748,-0.07849,-0.85486,-1.22242,-0.76198,-0.8633,2.10748,1.89449,2.04523,1.64329,1.76566,-1.0474,0.04316,0.77487,0.50255,-0.18812,-0.94256,-1.02897,-1.03869,-0.65967,-0.44404,2.10357,2.15857,2.11275,2.08358,1.89159,0
peptide_nm_429,1.26872,1.58603,1.5075,2.03222,1.11599,-0.06467,-0.77631,-0.09775,0.10694,1.01328,0.97601,1.44182,1.31173,2.0998,2.61489,-0.06679,-0.86804,0.64946,-0.12397,0.04583,0.03278,-0.1726,-1.40593,-1.41097,-0.89616,0.91254,0.63822,0.34775,-0.01488,0.4568,0
peptide_nm_430,0.69522,0.33027,-0.51777,-0.1692,-0.72452,-1.2603,-1.71073,-1.43971,-0.40244,0.92547,0.50881,0.99048,0.57313,-0.30959,0.4658,0.41343,0.31964,1.23035,-1.3957,-1.34814,-1.23951,-1.37657,-1.34229,-0.67057,-1.00835,1.55827,0.68861,1.014,1.29991,0.91716,0
peptide_nm_431,-0.19377,-0.52112,-0.2688,-0.12797,-0.48658,1.32264,1.74281,1.28257,1.76751,1.68924,-0.45393,-0.06892,0.01036,0.37579,-0.07744,-0.89285,0.13798,1.30045,-0.08032,0.17074,1.73425,1.41748,1.25026,0.95625,1.15827,-0.34798,-0.11238,0.0015,-0.00118,-0.22666,0
peptide_nm_432,-1.29142,-0.71669,-0.47136,-0.43528,-0.78146,0.73712,0.08396,-0.23125,0.01844,0.66734,-0.68262,-0.31757,0.01521,-0.13816,-0.4765,-1.41122,-0.03093,0.66968,-0.37087,-0.39399,0.55327,0.34661,0.32621,0.18574,0.31381,0.46412,0.39499,0.28998,0.57017,0.5044,0
peptide_nm_433,2.47524,2.81023,2.63833,2.81705,2.85897,-1.01633,-1.79647,-2.03771,-2.67507,-1.86804,1.87749,1.90052,2.4307,2.67524,2.93342,-0.55177,-0.48821,0.53608,0.4355,0.59662,-1.63374,-2.02323,-1.22911,-1.60322,-1.55752,0.45436,0.36705,0.90377,0.96848,0.89305,0
peptide_nm_434,0.69527,0.93735,0.81134,0.92996,1.03083,-0.43639,-1.2833,-1.00514,-0.43159,-0.48098,0.54692,0.53266,0.50516,0.50035,0.50034,-0.3027,0.25226,0.10534,-0.4578,-0.34814,-0.76657,-0.85269,-0.76206,-0.84611,-0.89103,0.23689,0.25352,0.04678,0.27414,0.35247,0
peptide_nm_435,1.46119,1.8702,1.60377,1.26528,1.12315,-1.5489,-1.83791,-1.83797,-0.96855,-0.3815,0.59496,0.71693,0.79544,0.52045,0.47926,1.38416,0.76061,1.37608,-0.49331,-0.21754,-1.28625,-1.43965,-1.44819,-1.10573,-0.85884,-0.29794,-0.36839,-0.40084,-0.54017,-0.37283,0
peptide_nm_436,-1.52316,-0.88342,-0.95483,-1.37323,-1.61739,0.74006,0.04134,-0.55668,0.02148,0.23995,-2.11027,-1.62441,-1.2929,-1.28084,-1.39109,-1.49058,-0.42435,0.27156,0.23849,-1.08024,0.26254,0.38696,0.19198,0.01238,0.48287,-0.31868,-0.91021,-0.65991,-1.0327,-0.83549,0
peptide_nm_437,0.24093,0.60345,0.09995,-0.29265,-0.80948,0.30514,-0.99701,-0.32406,0.18095,1.41487,-0.27665,-0.01456,-0.36757,-0.36125,-0.3102,-0.01403,0.025,0.09478,-0.61551,-0.54764,0.41982,0.7112,0.99161,0.41839,0.68521,-0.49222,-0.53958,-0.14663,-0.36817,-0.66206,0
peptide_nm_438,0.93092,0.73678,-0.04709,0.2764,1.9722,-0.68218,-1.04716,-0.17382,0.78775,-5.16094,0.83423,-0.01929,-0.65925,-1.11418,-0.46246,0.79528,-1.51158,-0.39141,-2.78239,1.27832,-0.55225,-0.71665,1.25179,0.28968,-0.20227,0.09231,-0.32049,-0.09673,0.19451,0.7296,0
peptide_nm_439,1.62278,1.31227,1.43298,1.41647,1.70233,-0.84268,-1.10409,-0.93451,-1.34468,-0.87158,1.08658,1.40956,0.77733,0.61887,0.82735,-0.3042,0.29977,0.14133,0.22936,-0.49137,-1.35755,-1.70277,-0.8779,-0.86246,-0.99076,0.44315,0.02797,-0.31023,0.04074,-0.13755,0
peptide_nm_440,1.24065,0.93519,1.13878,0.68693,1.24775,-0.90504,-1.09345,-1.28728,-0.78434,-0.75321,1.92692,1.88411,2.17276,1.56423,1.94092,-1.40516,0.28828,0.59303,0.01934,-0.16046,-1.91023,-1.86075,-2.1737,-1.56338,-1.72027,2.81039,2.66988,2.85096,2.50021,2.2567,0
peptide_nm_441,1.4271,2.13995,2.11477,1.94101,1.51563,0.22891,0.14427,0.12655,1.56959,0.86623,1.36661,1.92315,1.88812,0.93729,1.16514,-0.77632,0.43815,-0.07596,-0.80686,-0.99196,-0.46314,-0.81617,-1.99959,-1.42299,-0.42159,0.82321,0.42019,0.45372,0.29444,0.05873,0
peptide_nm_442,0.36259,0.43797,0.52573,0.92453,0.73032,-0.17159,-0.31783,0.06449,-0.02359,-0.02253,1.16215,1.26737,1.64243,1.26741,1.79869,-0.89407,0.42054,-0.24478,-0.24327,0.41363,-0.67093,-0.72995,-1.39746,-1.33034,-1.56446,2.09202,2.08811,2.21974,2.16903,2.1717,0
peptide_pm_1,0.73262,0.34686,0.62456,0.61053,0.57028,1.56566,1.29631,1.3034,0.91446,0.87656,0.89444,0.71793,0.8662,0.85877,0.71105,-0.47065,0.75912,-0.04032,-0.14752,-0.19145,1.57786,1.29097,1.35732,1.25692,1.15442,0.28454,0.492,0.46354,0.58632,0.51741,1
peptide_pm_2,-0.74113,-0.69446,-0.79863,-0.40755,-0.75906,-0.06643,0.56091,0.17201,-0.68921,0.2877,-0.51723,-0.73772,-0.75922,-0.63023,-0.71611,-0.13769,-0.60328,-0.75028,0.63194,0.15897,-0.20841,-0.02619,0.05512,-0.40757,-0.46937,-0.50537,-0.26427,-0.25227,-0.23692,-0.20229,1
peptide_pm_3,-2.51778,-2.91617,-2.82201,-1.43748,-3.03067,-0.68014,1.58943,1.55308,-1.88136,1.76679,-2.53439,-2.92936,-2.53967,-2.29436,-2.74031,1.04377,-1.91925,-1.53189,4.48881,-1.41214,0.23593,0.64209,0.21112,-0.09183,0.36074,-1.95268,-1.85013,-1.66903,-1.53456,-1.85481,1
peptide_pm_4,-1.18286,-0.56955,-0.97405,-0.64555,-0.22488,-0.90462,-1.01941,0.1041,-0.81328,-1.75709,-0.62794,-0.75981,-0.98839,-0.74719,-0.46968,1.0863,0.32964,-3.21355,-0.52735,2.96486,-1.13551,-0.58612,0.19862,-0.46633,-1.18426,-0.87735,-0.54647,-0.62115,-0.56383,-0.44867,1
peptide_pm_5,-0.52178,-0.45001,-0.22552,-0.82641,-0.59985,1.21409,0.63895,0.50074,1.06315,0.86681,-0.65031,-0.80608,-0.64941,-0.87511,-0.87542,-1.53388,0.40497,0.51993,-0.22942,-0.06002,1.08839,0.61108,0.53696,0.60555,0.75487,-0.69525,-0.50359,-0.59236,-0.79211,-0.70553,1
peptide_pm_6,-0.08751,-0.39914,-0.68137,-0.26625,-0.63924,-0.52213,-0.80944,0.20295,-1.05426,-0.5546,0.14757,-0.20754,-0.32045,-0.04976,-0.18747,0.52836,-0.28761,-0.88593,1.19455,0.26365,-0.69792,-0.21191,-0.03835,-0.60078,-0.00776,0.04365,0.20197,0.19646,0.07605,0.04457,1
peptide_pm_7,0.23997,0.16323,0.19096,-0.50941,-0.18955,0.22915,-0.36453,-0.26027,0.22582,-0.54539,0.17134,-0.01807,-0.00874,-0.39191,-0.48978,1.11182,2.27499,1.31316,1.17083,-0.51725,0.57791,0.81528,1.06904,1.57291,1.96242,-0.41571,-0.19043,-0.10156,-0.27117,-0.2316,1
peptide_pm_8,-0.69309,-0.49075,-0.71234,-0.62041,-0.60129,0.63217,-0.02389,0.40725,0.49552,0.0385,-0.21331,-0.31032,-0.28467,-0.58476,-0.37475,-1.03252,-0.02911,-0.22708,-0.06556,0.03399,0.48121,0.66276,0.56513,0.54246,0.49597,0.45604,0.5783,0.66034,0.63519,0.56568,1
peptide_pm_9,-1.09335,-0.74673,-0.9986,-0.59166,-0.74196,0.79772,1.01566,1.42653,0.64246,-0.18554,-0.57315,-0.69216,-0.79823,-0.58154,-0.90204,-0.19493,0.27907,-0.77931,0.2232,0.46946,0.88555,0.8273,0.52427,0.67159,1.25243,-0.58917,-0.31093,-0.24709,-0.07691,-0.25783,1
peptide_pm_10,-0.71536,-0.91642,-0.46723,-0.85768,-0.40868,-0.08608,0.25619,-0.01072,-0.20863,-0.70944,0.00125,-0.35826,-0.02031,-0.30394,-0.1645,-0.35866,0.14756,-0.80776,-0.43439,0.9208,-0.15701,-0.25175,-0.26548,-0.0033,0.02747,0.53991,0.63743,0.69265,0.52859,0.6247,1
peptide_pm_11,-0.47429,-1.18106,-1.04536,-0.5334,-0.5045,-0.44909,0.63598,0.79177,-0.96703,-0.42264,-0.07279,-0.47492,-0.52561,-0.4785,-0.04797,-0.1015,-0.64444,-0.87549,0.26219,0.68941,-0.10919,0.22044,0.65095,0.467,-0.1187,0.45529,0.38062,0.46731,0.6537,0.80464,1
peptide_pm_12,-0.7029,-0.70475,-0.80558,-0.43231,-0.72481,-0.33088,0.13275,-0.10594,-0.86344,-0.18531,-0.48111,-0.66637,-0.73174,-0.59084,-0.64373,-0.15645,-0.48982,-0.52533,0.37287,0.03905,-0.55739,-0.45689,-0.32917,-0.82737,-0.7909,-0.40043,-0.13991,-0.11912,-0.11323,-0.07886,1
peptide_pm_13,-1.62712,-0.88503,-1.1748,-1.66234,-1.67255,-0.28362,-0.677,-0.00828,1.22949,1.23436,-1.06706,-1.17613,-1.35641,-1.7208,-1.68741,0.86516,3.21338,1.42571,-0.88963,-1.11042,-0.26152,-0.00286,0.46599,1.11886,1.02294,-1.16217,-0.89376,-1.03233,-1.26735,-1.19209,1
peptide_pm_14,0.31694,0.0087,0.55745,-0.00353,0.40586,1.52588,0.82784,0.88847,1.29753,1.21664,0.02686,0.02444,0.14173,0.25364,0.41397,-1.40224,0.52161,0.72203,0.2195,-0.27424,1.38485,1.0575,0.89652,0.93496,1.14629,-0.41872,-0.51787,-0.61811,-0.5516,-0.35864,1
peptide_pm_15,-0.53453,-0.66333,-0.81066,-0.0891,-0.38127,-0.07422,0.37248,-0.03469,-1.15759,-0.03863,-0.13153,-0.37541,-0.41804,-0.0548,-0.23649,-0.08624,-0.99214,0.12591,-0.04911,0.13356,-0.04817,-0.05046,0.25424,0.10458,-0.06289,0.02132,0.22588,0.17758,0.22243,0.11856,1
peptide_pm_16,0.13943,0.07278,-0.42964,0.2688,0.37896,-0.45649,-0.98973,0.06752,-0.24298,-1.67075,0.14962,0.28903,0.12661,0.22316,0.01766,0.84213,-0.1911,-0.833,0.1957,0.96684,-0.51019,-0.64715,-0.14118,-0.59364,-0.18445,-0.19041,-0.08957,-0.09884,-0.07448,-0.07589,1
peptide_pm_17,-0.37754,-0.34957,-0.55367,-0.17296,0.01673,1.37694,0.72318,1.45136,0.6167,0.89346,-0.16813,-0.2309,-0.32421,-0.40167,-0.18385,-0.8147,0.30981,0.01628,0.15841,0.45164,1.43287,1.29508,1.57534,1.37015,1.14163,-0.69864,-0.36625,-0.39261,-0.47157,-0.40004,1
peptide_pm_18,0.60036,0.02014,-0.5988,-0.72037,-0.00624,-3.09291,-1.76381,-1.23795,-0.55144,-2.02442,-0.31844,-0.33739,-0.41963,-0.59432,-0.7753,3.16538,-0.85295,1.14144,-1.95107,1.42827,-2.02422,-2.20261,-1.86875,-1.54076,-0.97752,-1.28701,-0.96334,-0.92144,-1.01914,-0.90902,1
peptide_pm_19,-1.31763,-1.1882,-1.53603,-1.29028,-1.64203,-0.51986,-0.24599,0.59486,-0.18304,-0.25246,-1.45987,-1.02364,-1.61297,-1.45314,-1.03612,0.58247,-1.30787,-0.92021,1.03732,-0.41879,-0.6585,-0.53109,0.14172,-0.12329,-0.24788,-0.95304,-1.01955,-1.02119,-1.05965,-1.13753,1
peptide_pm_20,-2.05075,-1.19778,-1.25007,-1.4327,-1.76622,-0.38583,-1.1607,-0.7865,0.02586,0.69297,-1.61325,-1.47273,-1.38888,-1.33375,-1.35015,0.3363,3.47649,2.40507,1.48843,0.38321,-0.17975,-0.48055,-0.72364,-0.72522,-0.74958,-1.15905,-0.81033,-0.80868,-0.86568,-0.9043,1
peptide_pm_21,-0.75983,-0.74437,-0.84378,-0.4406,-0.78911,-0.12383,0.39674,0.08278,-0.7252,0.15249,-0.52809,-0.72817,-0.765,-0.65243,-0.70277,-0.27273,-0.49909,-0.6601,0.51155,0.11622,-0.30196,-0.17306,-0.0844,-0.51494,-0.54186,-0.45041,-0.19555,-0.18374,-0.17209,-0.14274,1
peptide_pm_22,-0.21165,-0.12144,-0.81934,-1.16651,-1.10796,-1.74396,-2.53557,-1.63362,-0.06886,-0.33508,-0.77446,-1.18713,-1.48534,-1.30842,-1.21145,2.10607,2.18748,0.64336,-2.24171,-2.28946,-0.65109,-0.24016,-0.30118,-0.74954,-0.84381,-1.24597,-0.85999,-0.9609,-1.05828,-1.03394,1
peptide_pm_23,0.21045,0.01655,-0.35732,0.21059,-0.05471,0.83639,0.85255,0.47508,0.02298,0.18791,0.55322,0.46046,0.38922,0.29421,0.29975,-0.68682,-0.48589,0.05658,-0.29186,0.4777,0.63293,0.53981,0.54225,0.42317,0.26753,0.64313,0.86621,0.79542,0.72628,0.77286,1
peptide_pm_24,-1.46586,-1.05853,-1.17051,-0.8354,-0.63487,-0.73956,-0.25602,1.13021,-0.41288,-1.46492,-0.98058,-0.90954,-0.95507,-0.92273,-1.01943,0.87871,-0.13701,-3.10877,-0.01354,2.73003,-0.78204,-0.94795,-0.91164,-0.90418,-0.75683,-0.89083,-0.5582,-0.53559,-0.45942,-0.56602,1
peptide_pm_25,-0.48645,-0.57512,-0.27965,-0.26403,-0.2322,0.4022,0.74968,0.27749,-0.07629,0.20468,-0.13566,-0.31121,-0.24466,-0.0715,-0.38186,-0.89768,-0.38335,-0.11885,0.24335,-0.33967,0.32712,0.38353,0.38707,0.31871,0.41512,-0.36643,-0.14924,-0.1239,-0.0233,-0.15875,1
peptide_pm_26,-1.69866,-1.00557,-1.14087,-1.4211,-1.81139,0.77954,0.49759,0.72053,0.43852,1.12028,-1.16928,-1.06015,-1.19648,-1.35757,-1.70167,0.08937,-0.29,-0.0801,-1.21056,-0.13313,0.77498,0.62797,0.22545,0.77353,1.2086,-1.10202,-0.69993,-0.74606,-0.80301,-0.94732,1
peptide_pm_27,1.18577,1.1065,1.28388,0.87206,1.03919,-0.45267,-1.03863,-0.73569,-1.10959,-0.89392,-0.77508,-0.40999,-0.47775,-0.52824,-0.01448,-0.76213,-0.44446,-0.24814,-0.30696,-0.46627,-0.88572,-0.80503,-0.74944,-0.52847,-0.30073,-1.79156,-2.39011,-2.58766,-1.83058,-2.33398,1
peptide_pm_28,-2.06505,-1.20548,-1.27686,-1.463,-1.79097,-0.42972,-1.21854,-0.91408,-0.12564,0.55179,-1.62156,-1.4795,-1.38192,-1.32455,-1.3435,0.23304,3.31003,2.46612,1.52665,0.43313,-0.25129,-0.54477,-0.83949,-0.8334,-0.87571,-1.11703,-0.76798,-0.75451,-0.80927,-0.84022,1
peptide_pm_29,0.39508,0.52336,0.78612,0.61025,0.09629,2.74682,2.93653,2.56394,2.70785,2.63408,-0.24636,0.21311,0.12521,0.39172,-0.02315,-0.38836,1.84983,1.40446,2.42909,1.19799,2.83576,2.3455,2.10779,2.21025,2.37647,-1.28074,-1.25327,-1.24099,-1.09393,-1.20681,1
peptide_pm_30,-1.72128,-1.60014,-1.37042,-1.66516,-1.75173,-0.46593,0.56572,0.19831,-0.15472,0.47398,-1.39027,-1.40556,-1.49119,-1.43747,-1.60124,0.72371,-1.15404,-1.2878,1.09603,-0.00357,-0.48667,-0.23453,0.10172,-0.18146,0.18822,-0.73588,-0.51277,-0.55787,-0.53007,-0.50265,1
peptide_pm_31,0.69404,0.09906,-0.1776,-0.18835,-0.25167,0.90886,0.17768,0.97281,0.22141,0.57753,0.68343,0.36111,0.2078,0.42987,0.39919,-0.41849,-0.3743,-0.6628,0.78399,0.13423,0.67346,1.16499,1.12531,0.66587,0.6901,0.54562,0.64227,0.5857,0.60316,0.62491,1
peptide_pm_32,-2.26251,-2.50786,-2.18379,-2.31378,-2.47849,-0.10688,0.56881,-0.09938,0.13674,0.71201,-1.94644,-2.60468,-2.25293,-2.35939,-2.19363,-0.50612,-0.32133,-0.31999,-0.20527,0.09221,0.16273,1.05288,0.74058,0.42421,0.52719,-0.34017,-0.50421,-0.43849,-0.34512,-0.04857,1
peptide_pm_33,0.53449,0.27689,0.10964,0.53863,0.29173,0.38055,0.35561,0.08531,-0.00852,-0.17038,-0.04276,-0.11995,0.00401,-0.08384,-0.58065,-0.28764,0.12622,0.32266,-0.48267,0.52131,0.30544,0.06471,0.12224,1.11718,0.74065,-0.58221,-1.21294,-1.08959,-1.33081,-1.21397,1
peptide_pm_34,1.33556,1.32305,1.17406,1.51154,0.93566,-0.7857,-0.21878,-0.41704,-1.28075,-0.23513,0.64935,0.75036,0.96929,0.83738,0.72546,1.96984,-0.91134,-2.17532,2.27969,1.0271,-0.4993,-0.99854,-1.11543,-0.73291,-0.84665,-0.33096,-0.23949,-0.20739,-0.14661,-0.1724,1
peptide_pm_35,-0.23441,0.09663,-0.21664,-0.36836,-0.60613,2.37383,2.36807,2.46219,2.2943,1.47003,-0.72085,-0.29934,-0.23101,-0.47422,-0.95754,-0.58006,1.8746,1.29642,1.7929,1.31551,2.74402,2.22364,1.94626,2.20601,2.52264,-1.1984,-1.0583,-1.00813,-1.02756,-0.87158,1
peptide_pm_36,-1.14098,-1.18232,-1.08398,-0.62939,-0.79814,0.46417,1.05939,0.62021,0.00908,0.60152,-0.58573,-0.78381,-0.685,-0.27883,-0.47067,-0.13594,-0.25062,-0.69805,-0.34266,1.16834,0.72743,0.41918,0.56721,0.26473,-0.02508,-0.25479,-0.10198,-0.01682,0.11077,-0.07972,1
peptide_pm_37,0.24658,0.21508,-0.13173,0.18502,0.03446,0.66702,0.29537,0.2103,-0.14631,-0.03995,-0.33549,-0.31365,-0.10015,-0.0715,-0.59515,-0.20168,0.42398,0.11694,-0.27132,0.5477,0.56983,0.06421,0.30462,1.20757,0.93012,-0.43518,-1.03099,-0.94174,-1.13771,-0.98193,1
peptide_pm_38,-0.35648,-0.38236,-0.30978,-0.62289,-0.35516,1.00702,1.17215,1.2052,1.42393,-0.88878,-0.55981,-0.31562,-0.52954,-0.6705,-0.88522,0.79542,0.10496,-1.00972,0.78176,1.76718,1.46192,1.25791,1.05287,1.17126,1.22876,-1.2195,-0.73396,-0.7663,-1.01483,-1.02167,1
peptide_pm_39,0.32287,0.19459,0.08131,0.44062,0.06541,0.57767,0.56209,0.18693,0.08064,0.13998,0.68828,0.68053,0.60019,0.43427,0.43721,-0.61577,-0.49659,-0.21981,-0.55265,0.69289,0.30092,0.22738,0.40586,0.32371,0.17221,0.70331,0.90026,0.82257,0.74868,0.81965,1
peptide_pm_40,-0.83604,-1.12043,-0.56747,-0.77946,-0.83575,0.86815,1.25117,1.10233,1.17985,1.30776,-0.65141,-1.17102,-0.57511,-0.81465,-0.80596,0.04875,0.74738,0.16032,0.61658,0.54577,1.53047,1.43598,1.04133,1.0662,0.92733,-0.27229,-0.10608,0.04484,-0.07319,-0.05068,1
peptide_pm_41,-0.02229,-0.04784,-0.62871,-1.07904,-0.65983,-1.71844,-2.48008,-1.58172,-0.00252,-0.89719,-0.50771,-0.94025,-1.18666,-1.0284,-0.87075,1.89763,2.12355,0.59921,-2.31077,-1.82904,-0.80481,-0.44056,-0.54284,-0.96073,-1.09224,-1.08673,-0.77561,-0.85645,-0.9594,-0.91497,1
peptide_pm_42,-0.0625,-0.38508,-0.43591,0.03034,-0.51839,0.58877,0.58213,0.67614,-0.07459,0.01255,0.02248,-0.30188,-0.46032,-0.31638,-0.70051,-0.48545,0.62262,0.42134,0.20377,0.28479,0.71906,0.79906,1.05651,1.16056,1.32199,-0.30963,-0.12265,-0.20227,-0.26934,-0.27758,1
peptide_pm_43,1.10171,1.29684,0.80788,1.37262,1.85138,-1.92661,-2.40041,-0.87185,-1.85861,-2.67622,0.86842,0.93694,0.94259,0.92855,1.0176,2.08071,-0.15519,-0.95393,0.46087,1.43675,-1.58448,-1.93888,-1.90276,-1.68878,-1.7951,-0.22779,0.09928,0.1278,0.10466,0.04662,1
peptide_pm_44,1.2505,1.12636,0.23835,-0.33855,-0.66438,-1.35855,-1.14794,-0.52548,0.71659,0.2231,0.58996,0.36944,-0.0065,0.02167,-0.06208,1.85479,1.59775,0.52889,-1.79885,-2.05011,-0.56214,-0.55059,-0.67382,-1.00782,-0.8327,-0.48841,-0.15006,-0.38502,-0.58091,-0.69271,1
peptide_pm_45,0.75313,0.34256,0.85976,0.18742,0.64468,0.86785,0.32237,0.10984,0.54083,0.16677,0.10837,0.35602,-0.04946,0.20444,-0.34209,-1.41649,0.28307,0.30851,-1.14584,-0.50311,0.61039,0.14398,0.22871,0.20836,0.60124,-0.46354,-0.55603,-0.49713,-0.59548,-0.67368,1
peptide_pm_46,0.07173,-1.28966,-0.0872,-0.68958,-0.83459,-0.46338,0.88306,0.73676,1.3459,2.11356,-2.11006,-0.98255,-1.55125,-2.03867,-1.13925,1.06364,1.19358,0.57553,-1.17533,-2.00497,0.15743,-0.92436,-0.04426,-0.11931,-0.92536,-2.47857,-3.08143,-3.30861,-2.76945,-2.47057,1
peptide_pm_47,0.84483,0.51923,1.01996,0.34486,0.80116,0.62785,0.27435,-0.08253,0.25776,-0.1656,0.28655,0.48301,0.07919,0.31253,-0.19787,-1.52005,0.11933,0.23342,-0.96624,-0.61297,0.32328,-0.15402,-0.09828,-0.0951,0.40932,-0.19305,-0.36354,-0.26607,-0.32583,-0.45256,1
peptide_pm_48,0.27975,0.25429,0.32271,-0.10609,0.01103,0.74845,-0.15415,0.16581,0.78771,0.25263,0.02079,-0.03548,0.01102,-0.18451,-0.21182,-1.27891,0.36424,0.49961,-0.51134,-0.19056,0.40912,0.05089,-0.0632,0.0317,0.44102,-0.36746,-0.14741,-0.31555,-0.50555,-0.47694,1
peptide_pm_49,-0.16593,-0.08923,-0.23097,0.0806,0.10969,0.97795,0.86702,0.94103,0.35566,0.31262,-0.24093,-0.49115,-0.06287,0.02536,-0.49007,-0.12281,-0.09884,-0.30886,0.01514,1.03571,0.95249,0.67578,0.36855,0.70124,1.01583,-0.65852,-0.73075,-0.54345,-0.61385,-0.87972,1
peptide_pm_50,-0.32277,-0.21671,-0.29186,-0.03185,-0.0934,0.68687,0.29077,0.72634,0.27415,-0.33744,0.07263,-0.06955,0.01279,0.08257,-0.00852,0.14128,-0.55786,-0.79176,0.13553,0.60949,0.63877,0.50333,0.31552,0.56528,0.79814,-0.28314,-0.02483,0.03858,0.1093,0.00625,1
peptide_pm_51,0.09947,-0.43037,0.11998,-0.20611,-0.18737,0.95184,1.15728,0.82352,0.65366,0.60486,0.46417,0.06421,0.48994,0.49269,0.45736,-0.9019,0.02363,-0.09131,0.37619,0.33981,0.95361,1.00426,0.87667,0.71988,0.60175,0.87186,1.01566,1.12237,1.09149,1.1482,1
peptide_pm_52,1.15668,1.2156,1.01372,1.35658,1.18164,-1.06929,-0.56812,-0.74059,-1.22689,-1.46251,0.90883,1.06553,0.93494,0.90722,1.00902,1.68955,-0.13344,-2.45483,0.07679,1.51737,-0.99679,-1.17668,-0.72328,-0.60796,-1.0632,-0.087,0.18838,0.16142,0.11998,0.18917,1
peptide_pm_53,-0.39182,-0.32804,-0.39208,-0.29299,-0.16816,1.53669,1.73016,1.36517,0.99008,1.29733,-0.58102,-0.97803,-0.85498,-0.7367,-0.56485,-0.66011,0.98886,0.38627,0.91117,0.80902,1.6559,1.69618,1.87633,1.65611,1.42772,-0.8371,-1.00751,-0.95988,-1.26339,-1.02483,1
peptide_pm_54,0.0818,-0.71758,-0.95843,-0.92049,-0.02984,-2.37702,-0.40702,-0.67241,-0.71369,-2.00692,-0.5183,-0.65394,-0.61526,-0.87882,-0.74802,2.27444,-0.79191,0.50677,-2.14642,2.04504,-1.58414,-1.64784,-1.44984,-0.93733,-1.03914,-1.16288,-0.84063,-0.80687,-0.8764,-0.77731,1
peptide_pm_55,0.24465,-0.04511,-0.84439,-0.25838,-0.8677,-2.71532,-1.89497,-0.36408,-2.7177,-1.37217,-0.54575,-0.90662,-1.28445,-0.52939,-0.99847,2.06331,0.14774,-0.83611,2.67881,0.56448,-2.84517,-1.55139,-1.67016,-2.60804,-1.97058,-1.27494,-1.73093,-1.30237,-1.00126,-1.21014,1
peptide_pm_56,0.48431,0.36692,0.45093,0.01324,0.41407,0.80701,0.46037,0.14541,0.85164,0.3254,-0.03219,0.41721,-0.29081,0.16356,-0.32872,-1.47367,0.26144,0.35483,-0.96525,-0.56415,0.61747,0.03521,0.18133,0.04388,0.33148,-0.37718,-0.68569,-0.54254,-0.58385,-0.60498,1
