,Z5__1,Z5__2,Z5__3,Z5__4,Z5__5,Z5__6,Z5__7,Z5__8,Z5__9,Z5__10,Z5__11,Z5__12,Z5__13,Z5__14,Z5__15,Z5__16,Z5__17,Z5__18,Z5__19,Z5__20,Z5__21,Z5__22,Z5__23,Z5__24,Z5__25,Z5__26,Z5__27,Z5__28,Z5__29,Z5__30,Z5__31,Z5__32,Z5__33,Z5__34,Z5__35,Z5__36,Z5__37,Z5__38,Z5__39,Z5__40,Z5__41,Z5__42,Z5__43,Z5__44,Z5__45,Z5__46,Z5__47,Z5__48,Z5__49,Z5__50,Z5__51,Z5__52,Z5__53,Z5__54,Z5__55,Z5__56,Z5__57,Z5__58,Z5__59,Z5__60,Z5__61,Z5__62,Z5__63,Z5__64,Z5__65,Z5__66,Z5__67,Z5__68,Z5__69,Z5__70,Z5__71,Z5__72,Z5__73,Z5__74,Z5__75,y
peptide_pm_16,-0.25804,0.12077,-0.65939,-0.28757,1.12261,0.01363,0.05471,-0.36057,-0.30353,0.61519,-0.90811,0.0546,0.86033,-0.26524,-0.07609,1.36884,0.68033,-0.24892,-0.21531,0.67328,-0.02614,0.16026,1.03715,-0.94209,-0.20263,0.37528,-1.56507,-0.65036,0.40613,-0.61847,-0.71957,1.7663,-0.56394,-0.49701,0.89504,0.28755,-0.88641,-0.91483,0.26735,-1.39196,-0.27973,0.34353,0.51946,0.37517,-0.09331,0.29082,0.604,0.9,0.50036,0.69562,-1.16126,-1.32494,-0.60873,-1.13094,-0.1711,-0.02855,-0.61971,-0.27102,-0.58778,0.44163,-0.43382,0.03475,-0.35748,0.27331,-0.36,0.96232,0.69679,0.64471,0.18679,0.10121,-0.89885,-0.72778,-0.22352,-0.43108,-0.02462,1
peptide_pm_17,0.48981,0.127,-1.60972,-0.0064,1.03125,0.40226,1.06522,0.35376,0.0467,0.62772,1.72295,-0.3246,-0.76555,0.97391,0.4727,0.49271,0.98167,0.82332,0.23643,-0.15781,-1.36382,-0.10729,0.17675,-1.15107,-1.44875,0.05405,1.46149,1.95178,1.53906,0.82588,0.65025,0.67545,0.79402,1.03582,-0.27163,-0.44277,0.42871,1.03384,1.12099,1.55725,-0.17653,-1.48265,-1.85541,-1.93325,-2.85855,-0.94175,-0.09193,-0.34463,-0.0119,0.34043,0.85855,0.67142,0.68396,0.6072,0.57931,0.07763,-0.56863,-0.2277,-0.55132,-0.74024,-1.36089,0.40216,0.27308,-0.02198,0.06308,-0.16351,-1.11642,-0.97751,-0.85207,-1.14107,-0.32473,0.85419,0.38244,1.52866,0.85278,1
peptide_pm_18,0.05892,-1.29564,1.28076,-2.29016,0.11644,-0.18094,0.2775,0.51236,-0.01592,0.70251,-3.00717,-0.90931,0.92757,1.41161,-0.0528,1.21721,0.39686,1.40933,-0.69525,0.76252,0.43402,1.00038,-2.61879,-0.79345,-0.7106,1.45813,-0.94301,-1.55659,1.98948,0.99178,-4.02671,-0.47059,2.10079,-0.48218,-2.88574,1.48136,0.89053,0.20294,1.19422,1.23483,0.68788,-0.93404,-3.09135,-1.87481,0.71278,3.83663,-0.52993,-4.58178,-1.18694,1.25638,-2.89617,-0.47155,-0.451,-0.88835,-0.91651,-2.58617,0.48771,5.54883,2.59114,-0.80099,0.09418,0.68067,1.13299,0.77538,0.67561,-0.53594,-2.4991,-3.51531,-2.12665,-0.94319,2.11351,2.79927,0.68744,1.69282,3.75932,1
peptide_pm_19,0.70643,-1.07231,-0.47411,1.26255,0.00608,-0.57084,-0.15693,0.0793,-0.6138,-0.60882,-1.2541,-0.08071,1.88191,-0.23407,-0.51002,0.89368,-0.9846,-0.64045,-0.30321,-1.22432,0.35514,-1.11477,-0.5684,0.80513,-0.49353,-1.0765,-0.58357,0.22593,-0.00516,-1.1418,0.19622,-0.23441,0.10438,-0.55191,-0.48039,0.54487,-0.49823,0.86578,0.49492,-0.71665,-0.67773,1.26997,0.36578,0.37095,2.04669,0.27147,-0.00794,0.11229,0.43387,0.65982,-0.51664,-1.55705,-0.8731,-1.69338,-0.99108,-0.22548,1.04689,-0.23506,-1.18928,1.01171,0.3651,0.16315,1.07675,1.16831,0.17481,0.40304,1.42758,0.88971,0.83608,1.53251,-0.43398,-0.84192,-0.44638,0.87355,-1.5424,1
peptide_pm_20,0.18995,2.52729,1.54887,1.46804,0.87404,-0.61379,0.59933,1.43171,-0.22802,-0.66898,-0.85889,-1.06723,-1.26057,-0.92501,-0.51615,0.56702,0.4859,1.00516,0.00789,-0.32435,0.22387,-0.37403,-1.20529,0.41277,0.79149,-0.65513,-1.06697,-1.6626,1.67915,-0.76785,-0.16225,-1.2827,-0.91952,0.00471,-1.2195,0.04517,-0.32426,-0.60128,1.13895,-0.78764,-1.68759,1.14248,2.06035,-1.6663,1.0132,-0.04511,1.10194,1.36111,1.05519,-0.12724,-0.57394,-2.23769,-1.19821,-0.43611,-1.30718,-0.32627,-0.28719,-0.84412,-1.28647,-0.39634,-0.60705,0.19541,0.34758,0.76784,-0.56789,-0.13972,1.40771,1.76777,-0.20396,1.89344,-0.20126,-0.35869,-1.11957,2.29792,-0.04652,1
peptide_pm_21,-0.31174,-0.29234,-1.00163,0.72856,0.38989,-0.42763,-0.80562,0.54222,0.37039,-0.2251,-0.28831,1.21213,-0.60479,-1.02321,0.2176,0.44473,-1.22604,0.41807,0.55386,0.13319,0.39188,-0.4647,-0.27773,0.40979,-0.09806,-0.86739,-0.3114,-0.41009,-0.41602,0.8389,0.34767,-0.14363,0.58436,0.10206,-0.17479,0.57579,-0.17501,-0.90186,-0.5933,0.71034,-0.51264,-0.13075,-0.02667,0.2994,0.13185,-0.24024,0.05965,0.20944,0.36407,-0.03317,-0.17489,-0.05649,-0.01961,0.25726,-0.32773,0.026,0.06629,0.20039,-0.70476,-0.85012,0.12553,-0.34678,-0.82856,-1.10004,0.70267,0.1487,-0.27791,0.25238,0.58621,0.60362,-0.8467,-0.067,-0.38252,0.18828,-0.39905,1
peptide_pm_22,-0.48097,-0.18313,0.77342,-1.56399,-1.19336,0.04169,2.79389,0.23793,0.60551,-1.96991,-1.82166,-3.76328,1.57134,-1.63352,3.03094,1.29885,1.41607,0.5813,0.01165,-1.12006,-0.34954,2.99175,-1.06109,1.62999,-1.83809,1.23384,0.3653,1.06927,-0.82877,-1.65487,-3.3798,1.63172,-0.33749,2.91739,0.78527,0.45463,0.27184,0.15792,-0.49789,-0.60694,2.01544,-0.8518,0.02714,-2.52864,-1.71144,3.78272,-0.34496,0.99495,-3.78592,-2.83102,-1.59036,-1.32183,-0.75994,2.54598,0.93601,-3.59857,-0.58743,-1.59208,1.01175,2.82068,-0.92856,0.59521,0.25824,-0.13859,-0.60841,0.23638,-0.39012,-1.52442,-2.04637,-2.28137,2.80425,2.88633,4.49734,1.54886,1.16277,1
peptide_pm_23,-0.83469,-0.27212,-0.72668,0.03051,0.60394,-0.43739,-1.09862,0.43014,0.08816,-0.2416,0.53921,0.22534,-0.74076,-0.09475,0.16406,0.33424,-0.50176,0.80791,0.35238,-0.20388,-0.42357,-0.0866,0.52377,-0.33046,0.11157,0.87112,1.6292,0.42578,0.21059,0.71039,0.01964,-0.07733,-0.3085,0.69518,0.24168,0.01232,0.49973,-0.54018,-0.06531,0.29682,1.07147,0.18594,1.01086,-0.12351,-0.30441,-0.11578,-0.74824,-0.1082,-0.38541,0.26795,0.40865,0.05137,0.34174,0.5142,-0.48894,-0.75143,0.95709,0.42662,0.06683,0.07719,-0.54377,0.01814,-0.32845,-0.67443,-0.52859,0.54567,-0.65361,0.96565,0.24096,0.81208,-0.25307,-0.51348,-0.43251,0.22694,-0.72747,1
peptide_pm_24,1.66991,0.65757,-2.58481,0.00738,3.10549,0.73171,0.82304,-1.60859,0.0068,1.82502,-0.10467,1.37379,1.55375,1.1287,0.45441,1.09382,0.7725,-2.06868,-0.23566,2.11936,-1.00462,-1.19715,0.76904,-0.73064,-1.78563,-1.24871,-0.60206,-0.85732,-0.00648,-0.18283,0.20519,-0.36948,-1.03764,-1.44819,-1.14703,0.6898,-0.31863,-0.63125,0.75426,0.30365,-0.95306,0.47462,1.11315,0.51629,0.64538,0.65143,2.69389,2.7112,2.37248,2.47068,-0.76515,-2.11305,0.4896,-0.49915,-1.48192,-1.03218,-0.79739,-2.38844,-1.90613,-1.20646,0.1055,0.25767,-0.74121,0.94182,0.66643,-0.68715,0.71545,1.98194,1.18345,1.11501,-0.61223,-0.05508,0.14508,0.52157,0.15911,1
peptide_pm_25,-0.48476,-1.07089,-0.301,0.30774,-0.16534,0.12905,-1.08637,-0.21259,-0.19705,-0.38402,1.02017,-0.44636,-0.51012,0.12865,-0.13495,-0.0271,0.3544,0.50834,0.31544,-0.78519,-0.01593,-0.70807,0.14583,-0.46947,0.389,-0.4692,0.49573,0.22284,0.28149,0.51293,0.1059,-0.0756,0.56431,-1.05919,0.77349,-0.80181,0.24983,0.45191,1.16146,0.0715,0.56642,-0.17996,-0.4838,-0.58183,-0.49848,-0.17852,-1.30352,-0.90776,0.08996,-0.03927,0.01307,1.28431,0.15361,-0.09427,0.24455,-0.37075,-0.52864,0.7618,-0.18441,0.44858,-1.06626,0.09002,-0.02,0.08115,-0.00985,-0.3239,0.06923,-0.31887,-0.10912,-0.49799,0.53008,1.17817,0.19159,0.34256,-0.00125,1
peptide_pm_26,0.09887,-0.91897,-0.0734,-0.04351,-0.50605,1.61131,-0.06531,0.7909,-0.74928,1.11059,0.96657,-0.29578,-0.64246,1.76151,-0.52052,1.24217,0.15024,0.10839,-0.49406,0.1383,-0.86195,-1.10023,-1.01667,0.08273,-1.01975,-1.04101,0.11744,0.75136,-0.04209,0.31884,0.34752,0.49708,0.01721,1.55464,1.52146,-1.03783,-0.1533,-0.34846,-0.87689,-0.71038,-1.04026,-1.59428,-1.62164,-0.73826,-1.18289,-0.34121,0.2336,0.61893,0.73763,-1.05228,0.19169,-0.03356,0.83417,-0.06055,0.34624,0.06602,-1.61589,-1.06527,-0.79805,-1.11655,-1.46194,-0.02704,-0.83463,-0.65775,-0.22171,0.14772,-0.45664,0.03676,0.06196,-0.31648,0.02441,2.17365,2.01822,2.65254,2.25863,1
peptide_pm_27,-2.017,-0.1509,-0.21679,-0.98521,0.19024,-1.71442,-0.53918,0.28779,1.00084,-1.47917,-1.36044,0.58474,1.53193,-1.30385,-0.9272,-0.37226,-0.00466,0.12462,1.19341,-0.59757,-0.30397,-0.10987,-2.02511,0.51413,1.51434,-0.25144,-1.73523,-1.21443,0.46755,0.18839,-1.40142,-0.69301,0.37904,0.59216,0.11165,0.30375,-1.80042,-0.65855,0.64825,-0.89238,0.57483,1.78788,0.05785,0.86616,0.18102,1.15695,-0.98473,-2.44232,0.02629,-0.08546,-0.24529,2.6263,0.50414,-0.76122,0.87637,-0.05729,-1.29468,4.06426,0.0381,-1.45427,-0.40495,-0.78764,0.18105,0.04394,-0.54951,0.85554,0.60805,-2.05494,0.23033,-1.20875,2.79934,0.61015,0.47272,-2.19872,-4.16338,1
peptide_pm_28,-0.3312,2.02918,1.77689,1.22817,0.67008,-0.8597,0.93042,0.96688,-0.55389,-0.05563,-1.08396,-0.87567,-0.94721,-1.02079,-0.19504,0.44888,0.62628,1.03385,-0.09137,0.55874,0.54659,-0.56794,-0.55183,0.91025,0.22607,-0.48551,-1.04522,-1.58469,1.7047,-1.05136,-0.36228,-1.66778,-0.82769,0.25382,-1.11937,0.00487,-0.47526,-0.55338,1.25056,-1.05267,-1.87706,1.08977,1.94032,-1.72586,1.29841,-0.12877,1.32603,1.10409,0.59045,-0.37799,-0.6787,-2.10623,-1.37517,-0.70627,-0.74381,-0.15381,-0.44772,-0.62282,-1.19981,-1.01901,-0.6378,0.21539,0.41753,0.81234,-0.28356,-0.06364,1.33776,1.99953,0.01816,1.85011,-0.08063,-0.28985,-0.9493,2.44484,-0.20613,1
peptide_pm_29,1.85591,1.88867,0.22223,2.41662,1.60484,1.05224,1.5644,2.49651,2.15751,2.1005,2.56224,0.42591,-0.78006,1.75964,1.2773,1.00283,1.26243,1.02056,1.48847,1.67664,-2.88983,-1.7844,-1.22274,-1.64799,-1.87665,0.127,2.71197,2.03255,1.93347,1.42438,1.38753,0.84104,1.04825,1.85228,0.7883,-0.22085,1.31185,1.08582,1.08613,0.86818,0.0772,-1.44615,-2.01718,-1.11596,-0.53569,-0.71643,-0.382,-1.05845,1.01938,0.1925,1.92172,0.59616,0.45639,0.51179,0.99175,0.00756,-1.04032,-0.18812,-0.51857,-0.64516,-1.58601,0.37998,0.42017,0.33403,0.35975,0.37305,-1.12986,-0.67168,-0.37322,-0.11584,-0.38002,1.06989,0.36889,0.41236,0.88887,1
peptide_pm_30,1.12591,-1.01145,-0.30174,1.34296,-0.00434,-0.34271,-0.02956,-0.62194,0.2654,0.30236,-0.93247,0.6521,1.24956,0.04047,0.43758,1.04568,-0.92066,-1.15973,0.49979,-0.59005,0.33367,-0.81008,-0.30712,-0.40721,-0.75115,-1.00635,-0.3282,-0.87105,-0.59558,-0.41073,0.27795,-1.14389,0.03506,-0.9018,-1.18595,0.59138,-0.15376,-0.39139,-0.20781,0.04131,-0.82951,0.35009,0.92957,0.52476,1.02944,0.22197,0.23687,0.8924,0.99784,0.46817,-0.53504,-1.61709,-0.17467,-1.57397,-1.26715,-0.62086,0.61198,-0.0284,-0.91726,0.29942,0.36676,0.36249,-0.49088,0.85169,0.75059,0.06233,0.38741,1.52021,0.49624,0.79262,-0.81524,-0.33133,-0.4566,0.23042,-0.7497,1
peptide_pm_31,-0.2606,-0.14004,-1.28234,-0.32083,0.45713,-1.51934,0.96643,-0.50887,0.39137,0.42872,-0.18844,0.06664,0.50335,-1.5312,-0.3312,0.04829,-0.64515,-0.00603,1.78151,0.22374,0.33224,0.76878,-0.40293,-0.8877,0.56167,0.99594,-0.55366,0.09601,-0.2474,-0.8492,-0.06146,1.34224,0.23203,0.12021,0.8575,0.12513,-1.16206,0.40975,-1.22443,-1.54467,0.30316,0.58614,0.28024,0.95356,0.94511,-0.85382,-1.16214,-0.15228,0.0709,-0.62344,0.10541,-0.43918,0.51625,-0.72085,0.42098,0.06453,0.76521,0.29118,-0.08581,-0.06075,-0.14516,-0.59945,-0.5757,-0.75872,-0.37585,0.78315,0.45367,1.21114,-0.00603,0.66724,-1.08235,-0.61328,-0.33101,-0.51021,-0.74142,1
peptide_pm_32,-1.13173,0.0933,-0.54755,-0.49859,-0.15015,-0.52013,-3.00097,-1.1543,0.24542,-0.55951,0.21977,1.43702,0.9204,0.98098,-0.47953,-0.21742,-1.95018,-0.22771,1.3107,0.51054,0.30201,1.092,1.16328,-2.48073,0.78241,0.68967,0.90248,-0.52717,1.2072,-0.40559,-1.7519,-1.94778,-2.54153,0.08168,-1.98378,0.75253,-0.74972,-2.57489,-0.53183,-2.25115,-0.91904,-0.91794,3.04964,-1.33489,1.41646,1.008,-0.44306,1.31845,-0.4782,1.25185,-0.12694,-0.6837,1.86676,3.61017,0.91088,-1.76834,3.42143,0.24469,-1.12113,-1.57078,1.26679,0.38088,-0.8041,2.12129,0.94194,-1.63395,-3.21362,0.38277,0.23284,-1.22587,2.81574,-2.4367,-1.76967,-0.83123,4.0579,1
peptide_pm_33,0.14348,0.36221,0.43435,-0.34642,0.31898,-0.02749,0.7159,0.55718,0.04947,1.04005,0.14062,0.22393,-0.60577,0.82965,0.58439,0.5967,0.03483,0.14878,0.16155,0.70507,-1.89911,-0.68486,-1.1915,-0.90375,-0.41849,-0.15408,-0.11164,-0.03051,1.1526,0.46775,-0.12471,-0.32236,0.87017,1.45993,0.27477,-0.49717,-1.06443,-0.46033,0.29983,-0.40298,0.08841,-1.22929,-1.67321,0.08441,-1.66766,-0.29157,0.21967,-0.69999,-0.31863,0.49213,0.73004,0.50881,0.62326,-0.0189,0.09687,0.22207,-0.61084,-1.02163,-0.88044,0.23179,-1.27456,-0.78853,-0.30299,-0.15477,-0.12555,0.66635,-0.32152,-0.43678,0.26035,-0.06199,0.06061,1.16068,1.25174,1.47918,1.61352,1
peptide_pm_34,-0.00224,-1.25009,-0.44318,1.30883,-0.28822,1.34892,-0.26879,-1.5963,0.95895,0.90533,-0.99164,-0.00399,0.46904,-0.80513,-0.4709,1.89965,-0.28519,-1.0388,1.47142,0.83534,-0.96793,0.07176,0.34283,0.03229,0.5708,1.29015,-1.08674,-2.00915,0.03439,0.99796,-1.24948,0.59507,2.58048,1.09902,-0.45873,1.03754,-1.31046,-2.09449,0.16931,1.16901,0.11006,-0.9639,1.08157,0.402,-0.07677,1.01404,2.24756,1.23714,0.87001,0.92774,-1.3333,-0.46402,-0.16895,-1.35713,-0.87729,0.43446,-0.26168,-0.48751,-0.2827,-0.1813,-0.20026,-0.60748,-1.49151,0.70541,1.01118,1.01736,-0.45299,0.56307,0.60445,0.38956,-0.87279,-0.54539,-1.06845,0.25059,-0.40015,1
peptide_pm_35,1.04613,1.96192,-0.11767,0.88827,1.65346,0.18206,1.0542,2.25844,2.77181,2.69258,1.72235,0.47269,-1.24397,0.88295,1.65928,0.61068,1.12957,0.66968,1.06787,1.12572,-1.85179,-1.66804,-1.64089,-0.73049,-0.71495,0.55539,2.50872,2.5683,1.882,1.81287,1.27695,0.59367,1.55573,0.59405,0.06309,-0.23988,0.98497,1.43978,1.04554,1.24652,-0.21888,-1.46317,-0.72812,-0.6983,-0.32862,-0.91399,-0.5882,-0.95122,0.07889,0.43975,1.75086,0.29334,0.38394,0.14501,0.59506,0.24449,-0.43182,0.41019,0.16281,0.27418,-1.65828,0.20888,0.42444,0.14864,0.14421,0.49989,-0.53099,-0.15707,-0.55599,0.09657,-0.28454,0.49359,-0.26791,0.13288,0.51069,1
peptide_pm_36,-0.08103,0.45953,-0.92702,-0.1322,0.29179,-0.11106,-0.98471,-0.4205,1.26409,0.60439,0.2209,1.42368,-0.70686,-0.98186,-0.37876,0.49516,-0.91135,0.05546,0.43947,0.63662,-0.30887,0.53396,0.76539,-0.11737,-0.68893,0.33393,0.01815,0.41321,-0.31108,1.55983,0.35715,0.8783,1.0588,-0.12185,0.21436,-0.58705,-0.5989,-1.30457,-0.1538,0.6617,-0.59854,-0.57972,-0.79268,-0.43811,-1.72424,-0.44419,-0.55482,0.20448,-0.12922,0.49251,-0.21333,0.61012,-0.17917,0.90559,-1.09946,0.03445,-0.49165,-0.18869,-0.74556,-0.21183,-1.19791,-0.57818,-0.71124,-0.82784,0.59458,0.52432,0.15219,0.24409,0.40001,-0.16101,-0.57964,0.56984,0.31019,0.68859,0.41559,1
peptide_pm_37,-0.40816,0.51275,0.00197,-0.0108,0.27674,0.39208,0.69557,0.04441,-0.1238,0.91265,0.10289,-0.19367,-0.75281,0.90152,0.52935,0.88891,-0.13772,-0.70644,-0.23504,0.87024,-1.24282,-0.99684,-1.22244,-0.6,-0.68699,0.00836,-0.12911,0.14165,0.90628,0.71809,0.16269,-0.20976,0.15228,1.88309,0.74461,-0.12686,-1.11265,-0.79788,-0.26003,-0.11818,0.01777,-1.03714,-1.68496,0.5289,-1.21786,-0.29339,-0.02155,-0.61829,-0.35437,0.45533,0.75828,1.11987,-0.27929,-0.50075,-0.77145,0.54647,-0.73472,-1.03662,-0.84778,0.31154,-0.74892,-0.77257,-0.8148,-0.17654,-0.08614,0.97884,-0.04954,-0.29858,1.44981,0.32516,-0.06039,0.747,0.69533,0.62164,1.58156,1
peptide_pm_38,1.05843,0.43604,-1.9932,0.9998,2.05974,0.16261,1.03782,0.63686,1.09702,1.34192,0.29985,-0.68895,0.03671,2.12353,-0.38685,0.90083,1.04519,-0.26877,0.07257,1.2055,-0.41892,0.00426,-0.39086,-1.12552,-0.57897,0.09134,0.20855,0.22235,-0.22303,-0.41404,0.15188,-0.09269,1.34401,2.1913,0.74558,-0.1112,-0.73411,-0.24407,-0.97232,-0.245,-0.83306,-0.59325,-1.26179,-0.50282,-0.54625,-0.17699,-0.42886,0.25489,0.31183,0.33465,0.18795,1.22025,-0.71651,0.9804,-0.63476,0.07026,-0.70442,-0.32669,-0.49521,-0.38521,-1.31367,-0.65962,-0.31428,-0.7382,-0.08978,0.23385,-0.03225,-0.24004,0.27571,0.05325,-0.81156,-0.06274,0.75056,-0.47311,0.43031,1
peptide_pm_39,-0.67769,-0.08107,-0.70655,-0.15851,0.13806,-0.22017,-1.22317,0.05939,0.18371,0.59413,0.54631,0.03163,-0.25031,-0.08235,0.06088,0.27802,-0.47177,0.70169,0.75975,-0.18148,-0.19013,-0.08501,0.03986,-1.03938,0.14722,0.46448,0.82435,0.57825,-0.09348,0.76034,-0.05207,0.80857,0.02439,0.58567,0.53121,-0.24789,0.35313,-0.61829,0.11275,0.39886,1.04694,-0.66163,0.903,-0.87908,0.12882,-0.11121,-1.18022,0.1769,-0.17068,0.45559,0.2368,0.12088,0.17143,0.70895,-0.48725,-0.66309,0.70478,0.16962,0.16238,-0.48272,-0.57625,-0.00945,-0.21419,-0.21806,-0.29075,0.23502,-0.30611,-0.04318,0.19739,1.14679,-0.19386,-0.59852,-0.48218,-0.78362,-0.02811,1
peptide_pm_40,0.51631,-0.33062,1.21142,0.50754,-0.15515,-1.60775,1.08399,-0.36055,0.77489,0.61807,-0.04217,0.36661,1.22278,0.33236,0.08221,-0.59203,-0.08833,-0.58703,0.30737,0.02538,0.69479,0.90611,0.13876,0.94033,-0.26751,2.70734,-0.86272,0.2922,-0.14613,0.67769,0.73625,-1.10519,0.12003,0.53805,0.14279,2.31165,-0.65885,-0.79228,-1.58621,0.82715,-1.38494,0.69693,0.93545,0.12456,-0.11362,-0.54515,0.41986,-0.41944,0.67475,0.51963,0.90711,0.00794,-0.25733,-0.07926,0.82401,-0.08179,0.61592,0.86844,0.4442,-0.41986,0.4407,-0.52574,-0.81161,-0.78597,1.07674,-1.56529,0.61607,0.77714,-0.25224,-0.65483,-0.3556,-1.16003,-0.46985,-0.80352,0.30159,1
peptide_pm_41,-0.87453,-0.13503,0.66707,-1.51609,-1.02577,0.13874,2.65977,0.42368,0.46381,-1.75348,-1.67342,-3.48563,1.60908,-1.2436,2.70159,1.39911,1.43633,0.58477,0.03148,-0.89265,-0.23747,2.59707,-1.3522,1.04882,-1.87232,1.35599,0.30762,1.15072,-0.89369,-1.56135,-3.45329,1.77997,-0.31771,3.09139,0.60424,0.37857,0.28066,0.15974,-0.48767,-0.49238,1.73036,-1.0495,-0.09316,-2.75314,-1.72695,3.73146,-0.53077,0.97292,-3.95212,-2.65001,-1.65141,-1.33425,-0.76315,2.53276,0.7762,-3.59598,-0.264,-1.42907,1.31352,2.84009,-0.95027,0.58566,0.256,-0.15001,-0.73704,0.29669,-0.12108,-1.37649,-1.72693,-2.26115,3.06858,3.49638,4.85643,2.34508,1.21369,1
peptide_pm_42,0.29272,-0.20139,-0.14866,0.5534,-0.50641,-1.40679,0.10774,1.59199,0.50506,0.87547,0.30893,-0.4174,0.34671,-0.12409,-1.43106,-0.41015,-0.10688,0.37419,0.20942,1.26301,0.5288,0.61482,-0.3154,0.1796,-0.78115,0.44621,0.59088,0.30717,0.15627,-0.13832,0.22978,0.76151,0.80229,0.22135,0.82089,0.13192,-0.04938,0.18714,-0.05408,-0.51467,-0.72622,-1.30543,-0.37399,-0.7244,0.42765,-0.67273,-0.18929,-0.12741,-0.26114,-0.35069,-0.20969,0.51408,0.81854,0.51491,0.06175,0.13201,0.06966,-0.24584,0.6182,0.29089,-0.60987,-0.50411,-0.4029,-0.06848,-0.50769,-0.48815,-0.37225,0.69658,-0.07173,0.48518,-0.61544,0.32917,-0.46482,0.07703,-0.50675,1
peptide_pm_43,-0.16933,-0.01693,-1.81215,-0.19377,1.62903,0.44674,-1.18914,-0.05104,0.7654,-0.17048,-1.97627,-1.56698,1.15041,0.93983,-1.21468,1.79927,0.48094,-0.93171,-0.00422,1.23108,0.47083,2.2538,-0.7865,-1.8984,0.97101,1.25881,-3.10775,1.65934,-2.16662,-0.19356,-1.60938,-1.17923,-1.22685,-0.70593,1.32806,0.57362,-0.69858,0.83124,-1.25911,-0.48669,-0.69955,2.05472,-1.1378,0.90378,-1.4036,1.2517,1.85307,0.58508,1.66973,1.76398,-2.45884,-0.33132,-0.04662,-1.9121,-0.84347,-0.04992,0.27786,2.69823,1.58477,-0.22672,-0.67323,-0.21828,-0.28868,-0.18438,0.29458,0.96217,1.61327,-1.21739,-0.66589,0.05384,-0.58023,-0.5376,-0.81038,-0.47212,1.31138,1
peptide_pm_44,-0.6565,0.0188,0.7527,-1.36802,-1.34355,-0.18417,0.86674,-0.74811,-0.14889,-1.72643,-1.42468,-2.89551,1.37411,-0.9677,2.54236,1.28801,0.70563,0.28142,-0.16638,-0.91165,-0.99607,2.25951,-1.27932,0.46424,-2.15459,2.56803,1.93469,1.24068,-0.89953,-1.71651,-3.35448,0.72316,-1.06274,0.58467,-1.27591,0.86862,0.66581,0.28355,-0.5131,-1.34416,2.10689,0.25106,1.65361,0.84453,2.82724,3.01464,-1.01177,0.57209,-3.34392,-1.13836,-1.68863,-0.87039,-0.36504,2.05425,0.45945,-2.7388,0.84404,-0.54065,1.7131,1.44259,-0.87796,0.39762,0.08956,-0.32857,-0.94108,0.46881,0.11854,-0.65778,-0.52348,-0.28624,1.8606,1.33236,2.98764,0.36664,1.27131,1
peptide_pm_45,-1.79285,0.43105,0.3766,-1.0825,-0.70638,-1.38019,-0.44059,0.35381,-0.75663,-0.80124,0.43213,-0.46981,0.35667,0.33913,0.47109,-0.72421,-0.69289,0.22318,0.29373,-0.03445,-0.74204,-0.36992,0.81809,0.44373,0.73098,1.2485,1.47384,0.78481,0.38789,0.84159,-0.78791,-1.48613,-1.16888,-1.6821,-0.8294,0.16627,0.6835,0.7584,0.27582,0.8473,2.63994,3.09249,0.83412,1.99717,0.20759,1.01531,-0.99848,0.22194,0.85712,-0.23781,1.21425,-1.42273,0.59428,-0.25637,0.31608,-1.76643,0.94594,-1.52059,1.70174,-2.41183,-0.60018,-0.27345,0.14164,-0.20822,0.02944,0.3817,2.84015,-0.42388,0.74273,0.26785,2.81698,-1.65396,0.81571,-1.07836,-0.04522,1
peptide_pm_46,1.80833,1.95538,2.17071,0.80374,-0.3319,-1.0777,1.62361,-0.02513,-1.3366,-2.34872,-1.1618,-0.2051,1.02598,0.28902,-0.9639,-0.84994,1.15039,-0.31091,-1.82011,-2.71489,-0.20427,-3.866,0.29286,0.55517,0.18007,0.86163,1.69733,0.38244,-2.22979,-1.86431,-0.07616,-0.23444,-0.85441,-0.46313,-0.66913,3.05036,2.8843,1.08277,-1.53729,-1.58902,-2.14395,1.44749,0.83164,4.42749,3.94904,0.72898,0.26938,-2.88456,0.48414,1.63602,0.43719,-2.44075,-3.01733,0.19533,1.08316,0.91161,2.10888,-0.4925,-1.29066,-0.20458,1.65348,2.93328,1.37309,-1.0046,-1.08821,-2.3691,1.60327,1.24941,5.14823,4.16638,1.66277,-1.59323,0.65544,-2.50013,-2.32753,1
peptide_pm_47,-1.8842,0.70897,0.58291,-0.70851,-0.5086,-1.51965,-0.94835,-0.17477,-0.82221,-0.93333,0.28409,-0.30278,0.44008,0.28408,0.97793,-1.00704,-0.88813,0.05402,-0.23582,-0.18034,-0.73071,-0.60882,0.66969,0.26035,-0.04063,1.16973,0.98963,0.35746,0.19697,0.40369,-0.89312,-1.66128,-1.26702,-1.79227,-0.58227,0.07956,0.73425,0.88527,0.17793,1.34199,2.66216,3.20981,0.81559,1.92603,-0.25878,0.93854,-0.76038,0.18487,0.80365,-0.05295,1.15574,-1.89418,0.65886,-0.37297,0.27635,-1.74294,0.77979,-1.548,1.65669,-2.69735,-0.29174,-0.20453,0.38985,0.32217,0.10267,0.4849,2.9172,-0.31906,0.90366,0.83838,2.81661,-1.47302,0.85221,-1.04553,0.0688,1
