,QSO3_SC_A,QSO3_SC_R,QSO3_SC_N,QSO3_SC_D,QSO3_SC_C,QSO3_SC_Q,QSO3_SC_E,QSO3_SC_G,QSO3_SC_H,QSO3_SC_I,QSO3_SC_L,QSO3_SC_K,QSO3_SC_M,QSO3_SC_F,QSO3_SC_P,QSO3_SC_S,QSO3_SC_T,QSO3_SC_W,QSO3_SC_Y,QSO3_SC_V,QSO3_G_A,QSO3_G_R,QSO3_G_N,QSO3_G_D,QSO3_G_C,QSO3_G_Q,QSO3_G_E,QSO3_G_G,QSO3_G_H,QSO3_G_I,QSO3_G_L,QSO3_G_K,QSO3_G_M,QSO3_G_F,QSO3_G_P,QSO3_G_S,QSO3_G_T,QSO3_G_W,QSO3_G_Y,QSO3_G_V,QSO3_SC1,QSO3_SC2,QSO3_SC3,QSO3_G1,QSO3_G2,QSO3_G3,y
peptide_nm_437,0.55106,0.27862,-0.63027,0.75021,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,1.11815,-0.55781,-0.37213,1.85532,-0.84053,0.5538,1.24978,-0.7263,-0.53919,1.32077,0.1147,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,2.14426,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,-0.38751,-1.96931,-0.22364,0.06319,-1.96931,-0.22364,0.06319,0
peptide_nm_438,1.01892,0.6241,-0.63027,-0.68258,-0.42241,-0.57588,0.85433,-1.00122,-0.5072,0.44377,-1.13714,-1.02775,-0.48417,-0.84053,-0.73055,0.55368,-0.7263,-0.53919,-0.59176,-0.96356,1.65101,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,2.16199,-0.41009,-0.17418,2.14426,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,-0.38751,-1.15319,-2.04676,-1.76756,-1.15319,-2.04676,-1.76756,0
peptide_nm_439,-0.41015,-0.09385,-0.63027,0.24067,-0.42241,0.43431,0.80895,-0.39786,-0.5072,-0.2463,-0.76384,0.66211,1.02333,-0.07209,0.92465,1.85007,0.05883,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,-0.38751,1.53746,-0.21264,0.0371,1.53746,-0.21264,0.0371,0
peptide_nm_440,-0.86711,-0.76872,-0.63027,2.38365,-0.42241,1.66065,2.53555,-1.00122,0.90152,-0.89497,-1.13714,-0.56002,1.18487,0.01026,0.18573,0.65421,-0.7263,-0.53919,3.50113,-0.96356,-0.48659,-0.42619,-0.18714,4.31535,-0.14829,-0.22347,2.16199,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,6.57195,-0.38751,-0.24568,0.01822,0.83002,-0.24568,0.01822,0.83002,0
peptide_nm_441,-0.86711,-0.76872,3.2882,-0.68258,-0.42241,1.40921,0.78411,0.18441,-0.5072,0.37971,-0.40357,-0.19758,-0.48417,-0.84053,0.89574,0.48755,-0.7263,-0.53919,-0.59176,0.40177,-0.48659,-0.42619,4.53418,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-2.07132,-1.4018,-1.0188,-2.07132,-1.4018,-1.0188,0
peptide_nm_442,-0.86711,-0.76872,0.92359,3.63409,0.57068,0.99862,-0.61313,-0.06082,-0.5072,0.11606,-0.5553,-0.36929,4.21506,-0.84053,-0.73055,-0.82819,-0.7263,-0.53919,1.32905,-0.96356,-0.48659,-0.42619,-0.18714,4.31535,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.84714,-1.49525,0.35627,-0.84714,-1.49525,0.35627,0
peptide_pm_1,-0.86711,-0.76872,-0.63027,-0.68258,1.02998,-0.57588,-0.61313,3.12477,-0.5072,0.58366,0.13927,0.41675,-0.48417,0.0353,-0.73055,-0.06506,-0.7263,-0.53919,-0.59176,1.4121,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.40295,0.44515,0.31412,-0.40295,0.44515,0.31412,1
peptide_pm_2,-0.86711,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,0.52071,-0.37094,0.67195,1.36087,-0.48417,0.4008,-0.73055,1.33502,1.17626,0.24698,-0.59176,-0.40226,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,0.73679,-0.09562,-0.33007,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,-0.38751,1.16978,1.11943,0.07323,1.16978,1.11943,0.07323,1
peptide_pm_3,-0.86711,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,-1.13714,1.2665,-0.48417,7.50599,-0.73055,-0.82819,-0.7263,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,3.42515,-0.09562,14.24238,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.20701,0.01639,-3.80106,0.20701,0.01639,-3.80106,1
peptide_pm_4,-0.86711,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,1.96868,2.48707,-0.48417,-0.84053,-0.73055,-0.82819,-0.7263,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,1.78517,2.08097,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-1.02354,2.11802,-0.33628,-1.02354,2.11802,-0.33628,1
peptide_pm_5,0.43717,-0.76872,3.63815,-0.68258,5.03359,-0.57588,0.40172,0.72088,-0.5072,0.95647,-0.07165,-1.02775,-0.48417,-0.84053,1.6316,2.03855,1.51463,0.84977,1.16719,2.01121,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.70687,-0.2951,-0.30617,-0.70687,-0.2951,-0.30617,1
peptide_pm_6,-0.04482,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,0.62745,-0.5072,-0.31123,-0.80121,2.39341,0.87243,1.23378,-0.73055,-0.82819,-0.7263,-0.53919,-0.59176,-0.33831,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,-0.41783,-0.63248,2.08097,-0.09562,2.09867,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.18466,0.96185,-0.31621,1.18466,0.96185,-0.31621,1
peptide_pm_7,0.42013,1.13235,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,0.69839,-0.5072,1.84591,0.44022,0.75733,-0.48417,-0.84053,-0.73055,0.11487,-0.7263,0.83147,-0.59176,0.99364,1.65101,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,2.14426,0.57635,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,2.44035,-0.7175,-0.55162,0.09531,-0.7175,-0.55162,0.09531,1
peptide_pm_8,2.05059,-0.76872,-0.63027,0.05428,-0.42241,1.03662,-0.61313,0.92497,0.50831,-0.37725,0.35257,0.32096,1.92216,-0.84053,-0.73055,-0.2938,1.78021,0.2375,-0.59176,-0.96356,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,-0.41783,0.57635,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,3.61143,-0.23344,-0.12128,-0.38751,0.50668,1.23853,0.62527,0.50668,1.23853,0.62527,1
peptide_pm_9,-0.14751,-0.76872,2.50926,-0.68258,-0.42241,-0.57588,-0.61313,-0.05109,-0.5072,0.12652,1.21417,0.30265,-0.48417,0.36957,-0.73055,-0.82819,0.51007,-0.53919,-0.59176,0.13057,-0.48659,-0.42619,4.53418,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-1.56125,0.12816,-0.84415,-1.56125,0.12816,-0.84415,1
peptide_pm_10,1.19038,-0.76872,0.01103,-0.68258,-0.42241,1.37358,-0.15574,0.16313,-0.5072,-0.89497,-0.65687,1.14616,0.48555,0.64241,-0.73055,-0.82819,-0.22126,-0.53919,0.20099,0.8242,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.02526,1.35213,0.93842,1.02526,1.35213,0.93842,1
peptide_pm_11,-0.86711,-0.10223,-0.63027,2.05306,0.20683,-0.57588,0.08907,-1.00122,-0.5072,-0.89497,0.33765,-0.61054,-0.48417,-0.08164,-0.73055,0.49452,-0.7263,2.34433,-0.59176,-0.27739,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.71071,0.46164,0.15353,0.71071,0.46164,0.15353,1
peptide_pm_12,0.23271,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,0.51344,-0.37464,-0.23868,1.68358,-0.48417,0.39228,-0.73055,1.3204,0.53328,0.24143,-0.59176,-0.40622,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,-0.38751,1.11452,1.03331,0.2539,1.11452,1.03331,0.2539,1
peptide_pm_13,-0.86711,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,4.63298,3.32561,-0.48417,-0.84053,-0.73055,-0.82819,-0.7263,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,7.8293,4.76932,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-2.9597,-1.22224,1.10504,-2.9597,-1.22224,1.10504,1
peptide_pm_14,-0.86711,-0.76872,2.36091,-0.68258,5.3129,-0.57588,0.45355,2.61951,-0.5072,2.02459,-0.57712,-1.02775,-0.48417,0.31226,1.75253,3.18987,0.45153,-0.53919,1.25702,3.20593,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.83439,-0.48932,-0.40855,-0.83439,-0.48932,-0.40855,1
peptide_pm_15,0.61354,-0.22216,0.17713,0.81316,0.60985,-0.57588,-0.61313,-0.02373,-0.5072,-0.36963,0.07243,0.68325,0.73672,-0.21818,-0.73055,-0.28592,-0.09044,-0.53919,-0.59176,0.16208,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.59697,0.50378,0.33018,1.59697,0.50378,0.33018,1
peptide_pm_16,0.1624,0.24506,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,0.3581,0.44848,0.07945,-0.29611,1.19328,-0.48417,0.31381,-0.73055,-0.32528,-0.7263,-0.53919,0.33387,-0.4417,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.7766,1.22937,0.66341,0.7766,1.22937,0.66341,1
peptide_pm_17,0.63257,-0.76872,1.00564,-0.68258,-0.42241,-0.57588,-0.61313,0.97888,-0.5072,0.16944,2.53836,-0.33452,-0.48417,-0.84053,-0.73055,1.36921,0.56203,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-1.34659,-0.50764,-0.74378,-1.34659,-0.50764,-0.74378,1
peptide_pm_18,-0.86711,3.25853,-0.63027,-0.68258,1.7504,-0.57588,-0.61313,-0.48684,-0.5072,-0.89497,-1.13714,-0.66759,-0.48417,0.46972,-0.73055,-0.82819,-0.7263,0.29046,1.50954,-0.37122,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.75959,0.16481,1.23953,0.75959,0.16481,1.23953,1
peptide_pm_19,-0.40247,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,0.78655,-0.23541,0.00158,1.97932,-0.48417,1.50352,0.11095,-0.82819,-0.7263,0.45031,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,2.08097,-0.09562,2.09867,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.07414,1.21287,-1.18742,1.07414,1.21287,-1.18742,1
peptide_pm_20,2.44308,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,1.56703,3.5626,-0.48417,1.94259,-0.73055,-0.82819,-0.7263,1.22309,-0.59176,-0.96356,3.7886,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,1.78517,2.08097,-0.09562,2.09867,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-2.11808,-0.76416,-0.75181,-2.11808,-0.76416,-0.75181,1
peptide_pm_21,-0.12863,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,0.52071,-0.37094,0.0693,1.36158,-0.48417,0.40132,-0.73055,1.3357,1.17679,0.24698,-0.59176,-0.40226,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,0.73679,-0.09562,-0.33007,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,-0.38751,1.15278,1.09561,0.11338,1.15278,1.09561,0.11338,1
peptide_pm_22,-0.86711,2.8269,-0.63027,-0.68258,2.97229,-0.57588,-0.61313,-0.19762,-0.5072,-0.89497,-1.13714,-1.02775,-0.48417,1.20641,-0.73055,-0.82819,-0.7263,-0.53919,1.04962,0.88721,-0.48659,2.00174,-0.18714,-0.23173,6.74342,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-1.49111,-0.86311,1.62696,-1.49111,-0.86311,1.62696,1
peptide_pm_23,-0.1865,-0.76872,-0.63027,0.00497,0.52659,0.17642,-0.61313,1.69472,0.44036,0.07117,-0.02513,0.54532,0.63848,-0.26826,-0.73055,0.16907,0.44309,-0.53919,-0.59176,0.58871,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.6682,0.91238,1.15121,0.6682,0.91238,1.15121,1
peptide_pm_24,-0.86711,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,1.38458,1.82605,-0.48417,-0.84053,-0.73055,-0.82819,-0.7263,0.77557,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,1.78517,2.08097,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-1.18932,1.22753,-1.06296,-1.18932,1.22753,-1.06296,1
peptide_pm_25,0.78162,-0.76872,2.06755,0.15011,0.72713,-0.57588,-0.61313,0.08733,-0.5072,-0.89497,1.21994,0.4965,-0.48417,-0.14746,-0.73055,2.19171,0.6902,-0.53919,-0.59176,0.28997,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.56084,1.00216,-0.72973,1.56084,1.00216,-0.72973,1
peptide_pm_26,1.73668,-0.76872,0.78997,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,0.9532,0.98996,0.77762,-0.48417,-0.84053,-0.73055,-0.82819,-0.7263,-0.53919,-0.59176,-0.96356,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,2.14426,0.57635,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.71112,-0.38854,-0.18372,-0.71112,-0.38854,-0.18372,1
peptide_pm_27,-0.33401,0.0186,-0.63027,-0.68258,1.06444,-0.57588,-0.61313,-0.29734,-0.5072,-0.89497,-1.13714,0.45095,-0.48417,-0.84053,3.13168,0.73428,0.18964,0.5961,0.84595,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,3.60775,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.36854,0.11533,-0.21584,0.36854,0.11533,-0.21584,1
peptide_pm_28,3.25524,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.89497,0.8835,3.54558,-0.48417,1.93227,-0.73055,-0.82819,-0.7263,1.21655,-0.59176,-0.96356,3.7886,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,2.08097,-0.09562,2.09867,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-2.03944,-0.9419,-0.59122,-2.03944,-0.9419,-0.59122,1
peptide_pm_29,-0.86711,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,1.85807,-0.5072,3.71609,3.28559,-1.02775,-0.48417,-0.84053,1.23045,0.75835,-0.7263,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,2.14426,1.78517,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-2.66641,-1.54105,-2.72107,-2.66641,-1.54105,-2.72107,1
peptide_pm_30,-0.39695,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-1.00122,0.80194,-0.22756,0.39947,2.01536,-0.48417,1.53165,-0.73055,-0.82819,-0.7263,0.46208,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,2.08097,-0.09562,2.09867,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.07626,1.1634,-1.20749,1.07626,1.1634,-1.20749,1
peptide_pm_31,-0.07214,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,0.00548,1.62297,0.59978,0.79785,-0.81237,0.44229,0.82736,1.16486,-0.73055,0.33663,-0.7263,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.33343,1.02781,-0.35234,1.33343,1.02781,-0.35234,1
peptide_pm_32,2.35006,0.41917,-0.63027,0.94249,1.82039,-0.57588,-0.61313,-1.00122,1.73239,-0.89497,-0.48006,-1.02775,-0.48417,-0.84053,-0.73055,-0.82819,-0.7263,1.17372,-0.59176,-0.96356,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-1.22332,-1.2314,-0.77992,-1.22332,-1.2314,-0.77992,1
peptide_pm_33,-0.02041,-0.14349,-0.63027,-0.68258,-0.42241,2.23208,-0.61313,1.23486,-0.5072,-0.89497,1.9757,0.14655,-0.48417,-0.12861,1.56988,-0.20788,-0.7263,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.49393,0.66319,0.50281,0.49393,0.66319,0.50281,1
peptide_pm_34,-0.24068,2.00695,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,0.65319,0.36513,0.8837,-0.36946,-0.15898,-0.48417,-0.84053,-0.16316,-0.82819,-0.18803,-0.53919,0.25315,-0.0111,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,2.14426,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.07201,2.06489,-0.13955,1.07201,2.06489,-0.13955,1
peptide_pm_35,0.1776,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,1.75735,-0.5072,2.07078,2.2764,-1.02775,-0.48417,0.91628,1.1615,0.70257,-0.7263,-0.53919,-0.59176,0.62489,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,2.14426,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-2.76842,-1.36332,-2.31959,-2.76842,-1.36332,-2.31959,1
peptide_pm_36,1.00588,-0.76872,-0.63027,0.26362,-0.42241,-0.57588,-0.61313,0.23528,-0.5072,-0.89497,0.39295,0.70383,-0.48417,0.7343,-0.73055,-0.82819,-0.7263,-0.53919,-0.59176,0.46035,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.12625,0.7603,0.15754,0.12625,0.7603,0.15754,1
peptide_pm_37,0.3555,-0.16684,-0.63027,-0.68258,-0.42241,1.22597,-0.61313,0.61306,0.62756,0.26205,0.52737,0.10256,-0.48417,-0.1552,1.4837,-0.23104,-0.7263,-0.53919,-0.59176,0.27574,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.60657,0.67418,0.59315,0.60657,0.67418,0.59315,1
peptide_pm_38,0.47677,0.22353,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-0.11412,-0.5072,1.96641,-0.0393,-0.40661,-0.48417,1.41937,-0.73055,0.15625,-0.7263,-0.53919,-0.59176,-0.96356,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,2.14426,0.57635,-0.60739,-0.09562,2.09867,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.68987,-0.1137,-0.77791,-0.68987,-0.1137,-0.77791,1
peptide_pm_39,-0.26095,-0.76872,0.03079,-0.07039,0.42279,0.76414,-0.61313,1.39963,0.3365,-0.03451,0.10077,0.65331,0.51543,-0.33099,-0.73055,0.50397,-0.2057,-0.53919,-0.59176,0.4188,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.01251,1.08828,1.12109,1.01251,1.08828,1.12109,1
peptide_pm_40,0.19617,0.01656,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,1.10474,-0.5072,-0.14019,0.16585,-0.04474,-0.48417,0.05362,-0.73055,-0.82819,0.18727,2.85755,-0.59176,1.46158,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,3.80827,-0.12128,2.44035,0.61295,-0.07889,-0.21182,0.61295,-0.07889,-0.21182,1
peptide_pm_41,-0.86711,2.82758,-0.63027,-0.68258,2.97293,-0.57588,-0.61313,-0.19742,-0.5072,-0.89497,-1.13714,-1.02775,-0.48417,0.1832,-0.73055,-0.82819,-0.7263,-0.53919,2.69183,0.88768,-0.48659,2.00174,-0.18714,-0.23173,6.74342,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-1.47623,-0.89242,1.64302,-1.47623,-0.89242,1.64302,1
peptide_pm_42,0.53894,-0.76872,-0.63027,0.26424,-0.42241,-0.57588,-0.61313,0.85525,-0.5072,-0.22974,0.39433,0.70539,-0.48417,1.52391,-0.73055,1.91867,-0.7263,0.45881,-0.59176,-0.25102,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,0.73679,-0.09562,-0.33007,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,-0.38751,0.09225,0.42866,0.54698,0.09225,0.42866,0.54698,1
peptide_pm_43,-0.86711,2.1849,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,0.31919,-0.5072,-0.89497,-0.32018,0.70567,-0.48417,-0.84053,-0.73055,-0.82819,-0.7263,-0.53919,4.80181,0.55697,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,6.57195,-0.38751,0.97425,2.64023,1.78555,0.97425,2.64023,1.78555,1
