,Geary_CIDH920105.lag1,Geary_CIDH920105.lag2,Geary_CIDH920105.lag3,Geary_BHAR880101.lag1,Geary_BHAR880101.lag2,Geary_BHAR880101.lag3,Geary_CHAM820101.lag1,Geary_CHAM820101.lag2,Geary_CHAM820101.lag3,Geary_CHAM820102.lag1,Geary_CHAM820102.lag2,Geary_CHAM820102.lag3,Geary_CHOC760101.lag1,Geary_CHOC760101.lag2,Geary_CHOC760101.lag3,Geary_BIGC670101.lag1,Geary_BIGC670101.lag2,Geary_BIGC670101.lag3,Geary_CHAM810101.lag1,Geary_CHAM810101.lag2,Geary_CHAM810101.lag3,Geary_DAYM780201.lag1,Geary_DAYM780201.lag2,Geary_DAYM780201.lag3,y
peptide_pm_7,0.61007,-0.10767,-1.65822,-0.9614,-1.16523,0.35463,-0.76354,-1.63829,-1.61681,-0.15101,-0.54726,-1.0894,-1.21072,-2.10549,-1.6959,-0.55208,-1.37651,-1.51049,0.23558,-1.31618,-1.59448,2.15033,-0.5358,-0.54032,1
peptide_pm_8,-0.36898,0.1893,-0.65879,-0.94303,0.09867,-0.32102,-0.67084,0.26102,-1.75098,0.58927,-0.18416,-0.12353,-0.4276,0.21467,-1.33559,-0.61795,-0.12522,-1.26966,0.54151,-0.27321,0.21291,-1.53331,0.76095,-0.57595,1
peptide_pm_9,0.06874,1.00074,-0.44255,0.10187,1.88181,-0.31067,0.04768,1.31803,-0.17993,0.14759,1.33949,-0.50588,-0.36837,1.41183,0.23552,0.16681,1.15632,-0.32884,-0.09438,0.70831,0.40578,0.80043,-0.24984,-1.02682,1
peptide_pm_10,-0.34665,-0.67502,0.32511,0.74358,-0.7261,0.29082,-0.19629,0.7527,0.10021,-0.24999,0.04416,0.43619,-0.37602,0.68124,0.08412,-0.29043,0.54423,-0.07062,-0.77434,-1.04407,-0.91551,-0.21665,-1.0453,-0.33217,1
peptide_pm_11,0.74149,0.89058,-0.73808,0.74827,0.85801,-0.60586,1.21569,-1.10475,-0.06912,-0.1289,-0.19668,-0.87469,1.16044,-1.0944,0.01354,0.6292,-0.00831,-0.4512,0.98849,0.43233,-0.58463,0.37326,0.78425,-0.67332,1
peptide_pm_12,0.30613,1.01501,-1.35819,0.20552,0.47214,-1.45622,-0.49603,0.22603,-0.84472,0.10472,0.65869,-1.2697,-0.59855,0.20769,-0.42137,-0.59134,0.46472,-0.53602,0.15758,1.49827,-0.90323,-1.3356,0.61715,-0.54886,1
peptide_pm_13,-3.4277,-1.7706,0.11122,-3.11558,-1.72837,0.01618,-3.43092,-1.65479,0.03532,-3.43818,-1.75598,0.01914,-3.45228,-1.6712,0.03656,-3.47866,-1.66712,0.01053,-3.77538,-1.68599,0.02933,-3.40809,-1.67471,-0.10534,1
peptide_pm_14,-0.59457,-0.46773,0.79853,0.93585,-0.99117,1.33107,-0.665,-0.33178,-0.4738,1.1335,-0.73286,1.17728,-0.2187,-0.13676,-1.00274,-0.77043,0.0265,-0.82247,0.25374,-0.13342,-0.88058,-0.10098,0.35786,0.78012,1
peptide_pm_15,0.82017,0.8263,-0.60783,0.52113,1.10755,-1.39707,-0.73204,0.09711,0.7455,-0.18973,-0.90127,0.57025,-0.576,-0.27479,0.7107,-0.51284,0.045,0.73528,-1.04175,-0.64755,0.21693,-0.37695,0.79924,0.48752,1
peptide_pm_16,0.28901,0.59625,0.25879,-0.09989,1.89359,-0.77896,1.43683,-0.60258,-0.73541,0.62485,-0.45688,0.70749,1.39097,-0.70329,-0.88292,1.1599,-0.93513,-0.57296,-0.0947,-0.04536,-0.80134,-0.8594,-0.98748,0.07005,1
peptide_pm_17,-0.92952,1.36767,-0.49028,0.9265,1.9752,-1.35002,-0.27301,0.55038,-0.03753,-0.64463,1.51887,-0.16778,0.32126,0.45948,-0.31244,-0.4486,0.77603,-0.11531,-0.429,1.21914,-0.4305,-1.20768,0.57414,0.49028,1
peptide_pm_18,-0.43139,-0.18171,1.88411,-0.77169,0.77588,1.58746,1.06758,1.29537,-1.81246,-0.7666,1.56267,1.22919,1.19634,1.4219,-1.75735,1.2758,1.11162,-1.60408,0.26265,0.38274,0.16904,-0.39684,1.79605,0.67418,1
peptide_pm_19,1.06937,0.2376,-1.37792,-0.1939,0.77386,-0.77362,0.66777,0.29498,-0.37146,1.06235,0.44533,0.30596,0.74458,0.1319,-0.08485,0.70165,-0.02585,0.51097,0.57919,-1.62495,1.7606,0.20862,-0.32963,0.35042,1
peptide_pm_20,-2.56857,-1.26171,-1.77989,-3.30325,-2.73486,-2.10515,0.51565,2.42926,-2.33096,-0.65683,0.60709,-1.51588,0.07515,1.80035,-2.36471,0.29271,1.8701,-1.99592,1.91427,-0.25302,-1.0474,0.53201,1.9006,-1.64331,1
peptide_pm_21,0.2804,1.01311,-1.41494,0.2298,0.49216,-1.59307,-0.32178,0.06679,-0.75945,-0.32679,0.86869,-1.35587,-0.32742,0.08665,-0.35117,-0.41527,0.50985,-0.60665,-0.15357,1.53218,-1.24103,-1.27574,0.71494,-0.7275,1
peptide_pm_22,-1.89516,-0.77026,1.50122,-1.89993,-0.2795,1.30262,-0.2564,-2.08261,-0.09926,-1.52154,-0.39603,1.98637,0.1656,-2.17585,0.17891,0.66583,-2.48057,0.24662,1.01635,-2.1165,-0.57452,0.80226,-1.3699,1.58788,1
peptide_pm_23,0.27567,0.76574,0.20214,0.2313,1.11326,-0.79204,-1.38717,1.10925,0.8205,-0.56028,-1.031,-0.19607,-1.18161,0.64228,0.93948,-1.28211,0.79916,0.74604,-1.06208,0.18715,0.31046,-0.71248,0.11937,1.17551,1
peptide_pm_24,-0.3517,1.92482,0.04958,-0.17344,2.05262,-0.0115,0.37466,-1.64772,-1.47813,-0.31456,2.20545,-0.0167,0.14237,-0.6839,-1.76513,0.31673,-1.7223,-1.39644,-0.60597,2.13843,-1.03003,-0.0917,1.20603,-0.19952,1
peptide_pm_25,1.49745,-0.28705,0.20236,1.16971,-0.16448,-0.09589,0.00405,0.16982,-0.73169,-0.23926,-1.52583,0.42811,-0.084,0.00255,-0.61869,0.29352,0.21795,-0.84902,-0.31217,-0.58668,-0.17232,0.86992,-0.24951,0.25726,1
peptide_pm_26,0.68743,-0.78486,-0.46823,-1.18166,-1.09904,0.40542,0.49316,-0.73588,-0.5912,0.90729,0.22713,-1.50377,0.14853,-0.72242,0.01693,0.61579,-0.77337,-1.09565,0.13162,-0.27467,-1.15297,1.23368,0.00719,-2.61586,1
peptide_pm_27,0.19242,0.54674,1.73207,-0.18324,0.27204,1.51024,1.29853,0.55448,-0.39984,0.45428,-0.12124,0.69076,1.5241,0.39186,-0.58296,1.1226,0.19402,-0.61898,1.50204,-0.26035,-0.25535,-1.13092,-1.07927,0.62343,1
peptide_pm_28,-2.34535,-1.75972,-1.90136,-3.33964,-2.69167,-2.05328,0.31979,1.81954,-1.87066,-0.65113,-0.19504,-1.21248,-0.16154,1.33117,-1.83875,-0.1524,1.14126,-1.24627,1.06812,-1.19047,0.08457,-0.00483,0.97001,-0.86028,1
peptide_pm_29,0.05819,1.88951,-1.78849,0.33698,0.72441,-0.07671,-0.73586,2.12935,-0.79893,0.92754,1.54475,-1.99898,-0.89276,2.06671,-0.79178,-0.55425,2.19013,-1.07525,-0.69973,1.86934,-0.82155,1.53627,-2.09085,0.74868,1
peptide_pm_30,0.87378,0.35153,-1.24717,0.44147,-0.68267,-0.07958,-0.22916,-0.37205,-0.43295,1.16595,-0.56637,-0.51848,-0.64655,0.28228,-0.21645,-0.35665,-0.79524,0.2605,0.39828,0.19875,1.39424,0.69006,-1.15638,1.07123,1
peptide_pm_31,0.01581,0.96269,0.21471,-0.17047,0.48407,0.69183,0.43945,0.15085,1.00332,-0.30112,0.01279,0.40824,0.87469,-0.22729,0.29827,0.51782,-0.08153,0.59228,0.91529,-0.52363,-0.38445,-0.54705,-0.98222,0.83277,1
peptide_pm_32,-1.67804,-1.53219,0.07204,-1.05876,-1.77877,-0.93083,-2.59763,-1.69116,-2.14795,0.83298,0.87753,1.49731,-2.64708,-1.56785,-1.92295,-3.06562,-2.02742,-1.74856,-1.03242,-0.83967,-0.64926,-1.43437,-0.49717,0.43076,1
peptide_pm_33,-0.43066,-0.02502,-0.25745,0.07677,0.80714,-0.76402,0.01945,0.91098,-0.43839,0.26956,0.97931,1.11333,0.0287,0.89603,-0.50059,-0.30665,1.16678,-0.04685,-0.0324,0.8458,-0.53435,-1.75504,-0.40502,0.04109,1
peptide_pm_34,0.9745,-0.63576,-0.84561,0.21995,0.41059,-0.90067,0.301,0.35714,0.55429,0.47169,1.20189,-0.29815,0.3015,0.55852,0.71988,0.0401,-0.16984,1.09876,0.24842,-0.96581,0.51884,-1.99386,0.09866,-0.6739,1
peptide_pm_35,-0.14256,1.77646,-0.55774,-0.59263,0.93954,0.08554,-1.62086,1.13304,-0.64001,0.74041,1.67455,-1.51431,-1.11514,1.37423,-0.47704,-1.12266,1.9201,-0.47404,0.49215,1.73719,-0.64868,1.49976,-2.08159,0.32835,1
peptide_pm_36,-0.86207,0.45476,-0.69104,0.04108,0.27616,-1.61382,-0.15291,-0.52513,0.59927,-1.41736,-1.34716,1.48514,0.07209,-0.39122,0.81715,-0.24606,-0.37358,0.86626,-1.76575,-0.43383,0.95509,-0.07835,0.16362,0.96841,1
peptide_pm_37,-1.08348,0.0341,-0.73721,-0.76675,0.78615,-0.49285,0.53512,-0.0782,-0.26355,0.10359,1.17635,0.83456,0.54135,-0.17304,-0.16312,0.28794,0.22209,0.04829,-0.25882,0.58516,-0.57531,-0.86577,-1.15406,-0.32755,1
peptide_pm_38,-0.06713,1.80619,-1.36312,0.78603,0.0861,0.19424,-0.56991,-0.05439,1.14917,-0.57162,2.18407,-0.88652,-0.24111,0.14138,0.79446,-0.35515,0.52788,0.26148,0.74851,1.28518,-2.24849,0.7283,-0.94817,2.11154,1
peptide_pm_39,-0.13916,0.56208,0.71227,0.16506,0.66673,-0.69379,-0.91179,0.45514,0.82758,-1.11088,-0.24678,0.16811,-0.68575,0.17418,0.88717,-0.76578,0.48205,0.93003,-1.10351,0.73026,0.73276,-0.28744,1.35961,0.84836,1
peptide_pm_40,1.57997,-1.44788,-0.12723,0.01957,-1.35539,-0.52231,0.44529,-1.18669,-0.32051,1.01777,-1.49801,0.08625,0.08088,-1.20027,-0.28901,0.1647,-1.44825,-0.07997,0.89792,-1.60072,1.03138,1.08486,-0.64721,-0.4209,1
peptide_pm_41,-1.82677,-0.64098,1.68015,-1.51078,-0.06835,2.02314,-0.25873,-2.106,-0.09308,-2.18263,-1.12107,1.09153,0.1567,-2.29337,0.2145,0.65067,-2.50324,0.25095,1.01635,-2.1165,-0.57452,0.80226,-1.3699,1.58788,1
peptide_pm_42,0.26463,-0.14076,-1.02876,0.35576,0.53266,-1.20765,0.26203,0.3928,-0.67591,0.00247,0.03339,-0.38204,0.51119,0.33387,-0.27671,0.49422,0.54434,-0.23948,0.4092,0.57566,0.69428,0.6106,0.29986,-1.44804,1
peptide_pm_43,-0.39591,2.28812,0.01988,0.06032,2.9964,0.03481,2.15998,-1.36976,1.16268,0.91781,1.51333,0.82304,2.19679,-1.50261,1.45505,1.41726,-0.93465,1.37163,-0.04754,1.35378,0.30596,0.92414,0.87008,-0.28843,1
peptide_pm_44,-2.12349,-0.88178,1.42197,-2.01345,-0.36344,1.2334,-1.26082,-1.60277,0.14128,-1.95337,-0.42976,2.18248,-1.01648,-1.70468,0.31879,-0.59532,-1.75414,0.58278,-1.07075,-1.1598,0.37529,0.62991,-1.15133,1.52693,1
peptide_pm_45,-0.11083,-0.71702,1.4101,1.08977,-0.46082,1.49869,0.30252,0.20266,0.13226,0.81655,-0.56539,1.18258,0.25108,0.43325,-0.11764,0.20027,0.14458,-0.48115,0.19127,0.01523,-0.08635,1.67116,-0.50787,0.79206,1
peptide_pm_46,1.5158,-1.60551,-0.42952,2.12732,-1.74369,0.0394,0.81682,-0.69014,2.07904,2.41417,-0.45881,-0.58073,0.02303,-0.45405,2.23515,1.80383,-0.43673,1.23794,0.31229,1.15606,-0.82331,0.32976,-1.94525,0.43355,1
peptide_pm_47,0.30561,-1.18425,0.81713,0.85423,-0.5604,1.40936,0.39284,0.16177,0.19586,0.74114,-0.49773,1.17681,0.51488,0.54506,-0.12464,0.32737,0.08852,-0.33674,0.46644,-0.10797,0.1783,1.78711,-0.53904,0.71477,1
peptide_pm_48,-1.2109,-0.50603,0.87332,0.35345,-0.35993,0.92534,-0.86787,-0.48755,0.50901,0.28303,-0.93526,0.88173,-0.64173,-0.30097,0.2118,-1.01011,-0.31043,0.15986,0.31211,-0.95608,-0.64147,0.19137,0.13817,0.7855,1
peptide_pm_49,0.37047,0.17418,0.12277,-0.29113,1.12338,0.19332,-0.37029,1.49033,-0.95029,-0.41606,1.35724,0.50802,-0.28325,1.43981,-1.16317,-0.54333,1.35916,-0.85143,-0.54617,0.69925,-0.55376,-2.98281,-1.31617,0.42915,1
peptide_pm_50,0.32831,0.30099,0.1503,-0.19938,0.93489,0.10206,-0.01114,1.17211,-1.26127,-0.80073,0.49223,-0.34571,0.21857,1.15332,-1.51327,-0.19258,0.98848,-1.23131,-0.29884,0.36303,-0.83363,-2.98281,-1.31617,0.42915,1
peptide_pm_51,0.42585,0.92164,-0.1779,1.27667,-0.75279,0.47255,0.46322,0.40441,0.29284,-0.32917,-0.4532,0.82802,0.50939,0.37308,0.62518,0.64392,0.68831,0.45743,0.36557,0.40086,0.73279,-0.15608,0.58737,-0.70168,1
peptide_pm_52,0.03773,0.84557,0.89208,0.25779,1.1323,-0.47048,0.14322,-0.39323,0.33418,-0.47499,1.19716,0.14788,0.31253,-0.21515,0.41633,0.09118,-0.25171,0.75174,-0.75548,0.69219,0.85193,0.31457,0.08454,-0.67323,1
peptide_pm_53,-0.4017,1.71065,-0.13663,-1.02611,-0.35247,-0.46808,-0.05093,1.23749,-1.01051,-0.3402,0.28366,0.73668,-0.20707,0.94508,-0.93851,-0.16556,1.39215,-0.88782,-1.11851,-0.0631,-0.16632,-1.65031,-0.37802,0.07316,1
peptide_pm_54,0.77718,-0.32095,0.73616,0.14987,0.53498,0.85066,0.84251,0.22275,-0.94994,0.52542,-0.04576,1.91018,0.8553,0.43414,-0.51468,1.32736,0.12705,-0.52839,0.41784,-0.01993,0.59311,0.14524,0.89476,1.42092,1
peptide_pm_55,-0.25688,1.47093,-0.58415,-0.16493,0.6697,-0.41814,-1.30461,-0.1395,0.27949,-0.11218,-1.18239,-0.10057,-0.43597,-1.67335,-0.6749,-0.5455,-1.42724,-0.2647,0.12359,-1.68908,-0.85919,0.04995,0.87277,-1.01049,1
peptide_pm_56,0.30494,-0.92295,1.36244,0.72111,-0.37634,1.60067,0.35259,0.12032,0.10618,0.55658,-0.55175,1.21639,0.31042,0.30334,-0.03606,0.34224,0.0262,-0.32304,0.71737,-0.53622,0.74316,1.32828,-0.40733,0.82196,1
peptide_pm_57,0.66611,1.25727,-1.22796,1.12096,1.63473,-1.64394,-0.79194,-1.76076,-0.77574,1.24233,1.48176,-1.03799,-1.5426,-0.92146,0.03389,-0.58331,-1.21274,-0.29612,0.66015,1.89959,-0.97829,1.00419,1.01234,-1.88267,1
peptide_pm_58,-0.06587,-0.64091,1.59294,0.29979,0.2893,1.22005,0.41411,0.3419,0.04491,0.94785,-0.44405,1.12815,0.40006,0.51938,-0.33487,0.31522,0.1872,-0.56021,0.46738,-0.17662,0.1366,1.42387,-0.30135,0.94179,1
peptide_pm_59,0.69324,1.02973,-0.90213,0.81677,0.26345,-0.024,1.3037,-0.93613,0.02645,-0.12301,-0.41585,-0.96615,1.15352,-0.91897,0.04181,0.64874,0.37935,-0.33175,0.43481,1.10597,-0.98129,0.47419,0.42433,0.16243,1
peptide_pm_60,-1.05968,1.3675,-0.29016,0.4411,1.75004,-1.20133,0.084,0.93825,1.05018,-0.73126,1.60831,0.10477,0.71639,0.80583,0.83188,-0.27579,1.06031,0.96799,-0.78484,1.51865,0.05399,-1.2145,0.58905,0.36603,1
peptide_pm_61,0.16803,-0.20944,0.02604,-0.20864,-0.32207,-0.27478,0.231,0.91731,0.36902,-0.82638,-0.71314,-0.30858,0.36457,1.10717,0.49455,0.06331,0.76825,0.63797,-0.01301,-0.03351,0.13942,0.05163,0.64712,-0.95383,1
peptide_pm_62,0.14778,-0.24035,-0.19241,-0.66762,-0.24101,0.02473,0.70347,-1.51626,-0.13704,0.92574,-0.68532,-0.90117,0.94618,-1.29864,0.217,1.02135,-0.93517,-0.46869,-0.02675,1.57827,0.75736,-0.13876,-1.09186,-0.60511,1
peptide_pm_63,-0.46746,0.13124,0.25325,-0.03568,0.80428,0.33813,0.27097,1.80329,-0.77154,-0.47408,-0.00839,0.2764,0.33358,1.65161,-0.80354,-0.15585,1.83472,-0.94923,-0.78895,1.38899,0.09976,-0.27842,0.0084,-0.15395,1
peptide_pm_64,0.37432,1.42869,-0.69311,0.42694,1.68619,-0.69435,0.43639,0.95089,-1.54361,0.36566,1.75069,-0.68238,0.46189,1.39438,-2.10982,0.34032,0.81605,-1.4222,0.32845,2.04231,-1.95123,0.30467,1.54782,-0.62792,1
peptide_pm_65,-0.35844,0.84632,-0.4334,0.1767,1.00931,-1.30587,0.72025,0.09133,0.77003,-1.40061,-0.63797,-0.68479,1.3687,0.19808,-0.50066,0.26567,0.47915,-0.28913,-0.05868,-1.32404,-1.37769,-1.17097,0.07928,-0.29908,1
peptide_pm_66,-1.16438,-0.29137,-1.71291,-3.16262,-2.16996,-1.83756,-0.21152,1.48933,-0.65382,0.12238,1.33812,-1.07802,-0.60184,1.08346,-0.6001,-0.61628,1.1007,-0.66067,-0.79073,0.66961,-0.67667,-0.38069,1.3505,-0.78602,1
peptide_pm_67,1.92954,-0.55861,1.26118,2.06042,-0.41425,1.06329,0.90072,2.31529,-0.61553,2.05097,-0.43312,1.04914,0.34281,2.85974,-0.77575,0.95432,2.04401,-0.58549,-0.66338,2.55259,-0.17146,2.07387,0.12399,0.43692,1
peptide_pm_68,0.29547,1.81868,-0.8774,0.04449,2.14876,-0.54443,0.17913,1.6993,0.12084,-0.7839,1.87315,0.04179,0.36776,1.77094,0.41972,0.38476,1.90044,0.40361,0.06892,0.91766,0.92729,0.64707,1.68758,-1.40249,1
peptide_pm_69,-1.12178,-0.60323,-1.90117,-1.03192,-0.91447,-0.13995,-0.01344,-0.81964,-2.04777,0.10794,0.15098,-0.72921,-0.86558,-1.4346,-2.30662,0.06918,-0.32301,-2.60616,-0.42946,0.24189,-2.6604,0.97333,-0.28475,-0.73654,1
peptide_pm_70,-0.90677,-0.29313,0.0295,0.141,-0.75226,0.97095,-1.50563,-0.06335,0.48983,-0.3258,-1.19267,0.78571,-1.35442,0.06921,0.46151,-1.37348,0.07691,0.0355,-0.57181,0.17602,-0.59784,0.73148,0.61882,-0.1663,1
peptide_pm_71,1.18111,-0.97107,0.64158,1.14703,-1.02924,0.63673,-0.3549,-0.88616,-0.60639,1.24144,-0.37804,1.3712,0.02561,-0.67427,-0.46054,-0.39069,-1.03191,-0.36684,0.8733,-0.66309,1.3624,0.24109,-0.82943,-0.1196,1
peptide_pm_72,-0.6609,0.48787,0.35269,-0.61113,0.09042,1.60039,-1.74,-0.68988,-0.63167,-0.73806,-0.88442,-0.09576,-1.44811,-0.43069,-0.64689,-1.55298,-0.42532,-0.55336,-0.35516,0.2854,0.25501,-1.2983,-0.15252,1.56929,1
peptide_pm_73,-0.00793,-0.57186,-0.07036,0.5352,0.38214,-0.24519,1.21164,0.4588,0.2324,0.28202,-0.5058,-0.1117,1.03347,0.78486,-0.14509,0.6429,0.75567,-0.35076,1.1976,1.1206,-1.55083,-1.34318,-0.41348,-1.02915,1
peptide_pm_74,0.91338,-0.29838,-1.09697,0.5824,0.83296,-0.89459,1.10929,-0.73531,0.99665,-0.25212,0.42639,-1.84711,1.30726,-0.38447,0.48395,0.75299,-0.40622,0.56918,1.04718,0.28479,-0.202,-0.74606,0.29892,1.0408,1
peptide_pm_75,-0.16358,1.41009,-1.48435,-0.21327,0.20392,1.14142,0.87417,-0.69845,-0.00188,-0.38559,0.65377,-0.97626,0.73347,0.30199,-0.02732,0.69826,-1.02984,-0.39178,-0.382,1.79218,0.1933,-0.14411,-0.98043,2.59456,1
peptide_pm_76,1.15258,0.17755,1.10592,1.27231,0.41053,0.95726,-0.74927,0.13331,-0.04094,0.19339,1.53102,0.34727,-0.68678,0.3222,-0.16309,-1.02541,-0.62434,0.11946,-0.41446,-0.11283,0.0444,0.57819,0.81493,-2.09523,1
peptide_pm_77,0.26269,0.59724,-0.90598,0.02245,0.68793,-0.64865,-0.46085,-0.40082,-0.20877,0.76162,-0.72821,0.72732,-0.1756,-0.4867,-0.25995,-0.29619,-0.63891,-0.17432,-0.44313,-0.65246,0.02488,0.08625,-0.44877,-0.46657,1
peptide_pm_78,-0.71219,0.67959,1.57321,-1.26862,1.26243,1.2755,2.09073,0.15878,-0.24854,0.53957,0.7131,1.21829,2.10457,0.09889,-0.30016,1.77002,0.14252,0.24806,-0.67468,-0.10315,0.85531,0.04656,-0.04242,2.03714,1
peptide_pm_79,0.23441,1.06312,-1.17115,0.26243,0.93845,-1.30084,-0.5287,0.20806,-0.58254,0.33045,-0.00713,-0.25886,-0.20718,0.24616,-0.70373,-0.28657,0.27975,-0.72537,0.31981,-0.27152,-0.53554,-0.5543,0.00799,-0.04585,1
peptide_pm_80,-2.22229,-0.86365,1.42263,-2.04524,-0.37231,1.26897,-0.28763,-0.44471,-1.38402,-1.95479,-0.38291,2.19185,-0.01973,-0.50242,-1.29091,0.05283,-0.60482,-0.84092,-0.90657,-0.43554,-0.27351,0.69647,-0.79615,1.3929,1
peptide_pm_81,0.40105,1.11755,-0.79687,0.35122,0.53668,-1.74486,-0.4353,0.09616,0.12754,0.88362,1.26761,-1.09296,-0.79498,-0.32304,0.84318,0.25412,0.66669,0.87396,0.16407,-0.17435,-0.38665,-0.00092,-0.53569,0.36202,1
peptide_pm_82,-0.6908,1.80282,-0.05301,-0.77932,1.85027,-0.43266,-0.83938,1.10509,0.15423,0.44693,1.5156,-1.31786,-0.24196,1.13318,0.19796,-0.50582,1.8165,0.37852,0.28724,1.83854,-0.02413,-0.27357,1.47547,1.53014,1
peptide_pm_83,-0.60483,0.25134,0.80483,-0.65319,0.64236,0.34451,1.91806,-1.14546,0.64389,-0.37876,1.01925,1.13219,2.03042,-1.28376,0.7772,1.91539,-1.83033,0.98173,0.42143,-1.84077,-0.64026,-0.01466,1.50819,-0.08343,1
peptide_pm_84,-2.34535,-1.3595,-1.40793,-3.33964,-2.74563,-2.11525,0.31979,1.47007,-2.24525,-0.65113,0.07351,-0.92996,-0.16154,0.8949,-2.32304,-0.1524,0.66142,-1.77988,1.06812,-0.88085,0.44882,-0.00483,0.66883,-1.18047,1
peptide_pm_85,-0.25068,1.97148,-1.10292,0.69055,2.21699,-1.44341,1.1177,2.50809,-0.79623,0.50153,2.84991,-1.43905,1.09704,2.39189,-0.86425,0.74886,2.58852,-1.24396,-0.24228,1.58755,-0.73216,-0.08358,1.02959,-0.58207,1
peptide_pm_86,0.91244,-1.16439,0.35204,0.04658,-1.17098,0.12076,0.25608,-1.14761,0.27781,0.45507,-1.39918,0.70914,0.01395,-1.15404,0.07685,0.043,-1.4204,0.27964,0.89598,-1.59492,1.03816,0.69956,-0.67021,0.00191,1
peptide_pm_87,-0.13783,2.01604,-0.55771,-0.38715,2.41908,-0.4261,0.31102,1.76651,-0.01393,-0.10395,2.85148,-0.16778,0.60729,1.47763,0.38375,0.43553,1.84977,0.93245,0.19533,0.82242,1.19147,-0.04243,2.1674,0.65933,1
peptide_pm_88,0.07254,-0.34645,0.85974,0.41547,0.87877,0.63955,0.70439,-0.06508,0.06047,0.66754,-0.44545,0.55371,0.84089,-0.14168,-0.08121,0.74994,-0.49177,-0.08601,0.59799,-0.30639,0.19386,0.81576,0.42171,0.19127,1
peptide_pm_89,-0.26057,1.69968,-0.98188,0.7731,0.26509,-0.61133,1.15863,1.28643,-0.50399,0.57627,1.73596,-0.86173,1.21366,1.21256,-0.5316,0.99143,1.45095,-0.59698,0.87969,1.99787,-1.81833,-0.23564,0.50515,0.73421,1
peptide_pm_90,3.02485,-2.40944,1.06221,1.82907,-1.09599,1.18947,-0.48429,-0.39821,-1.84048,1.73354,-0.06556,0.92215,-0.53442,-0.61552,-1.44637,-1.35276,-0.34851,-1.93657,-0.2609,-2.68088,-0.61891,0.36768,-0.92813,0.22215,1
peptide_pm_91,-0.79709,-0.47927,-0.36038,-2.30725,-0.82969,-0.26145,0.73202,0.75953,2.6476,-1.17983,-0.42099,-0.38549,0.71944,0.93022,2.73631,0.98023,1.01444,2.5474,-0.00942,1.45679,-0.61726,0.47525,0.74153,1.33633,1
peptide_pm_92,0.55249,-0.07123,-0.24725,0.3491,0.60068,-0.18137,0.16159,-0.12951,1.36679,-0.87298,0.06957,0.37682,-0.21912,-0.26885,1.09832,0.32407,-0.10325,0.95696,0.75285,-0.00743,0.31274,-0.5963,0.71991,-0.11447,1
peptide_pm_93,1.60721,-1.28725,0.69025,0.75481,-1.2205,0.74367,0.64276,-0.78954,1.07087,1.69095,-0.81092,1.41886,0.61845,-1.01198,1.43109,1.32615,-1.42733,1.9744,1.73665,-1.23647,2.35455,0.84058,0.58165,1.09182,1
peptide_pm_94,1.04475,1.29023,-2.10977,1.25182,0.58711,-2.56134,0.47078,-0.72272,-0.72667,-1.41518,-1.19493,-0.59983,0.50147,-0.28835,0.31168,0.98967,-0.09303,-0.80847,1.34844,0.83356,-0.00021,-0.52952,-0.73016,-1.46458,1
peptide_pm_95,-0.70359,0.93599,-0.63998,-0.77779,-1.21227,0.49663,-2.16522,-1.27599,-0.51617,-0.51883,1.34665,0.30755,-1.85715,-1.26273,-0.59286,-1.72082,-1.53995,-0.0567,-1.20757,-0.59148,0.57599,-0.23693,-0.31819,0.10415,1
peptide_pm_96,-0.92843,-0.18783,0.71524,0.29533,-0.1296,0.62634,-0.48312,0.01289,0.09377,0.50432,-1.02906,0.61936,-0.14253,0.15763,-0.23791,-0.66452,0.56572,-0.27451,0.36915,0.4901,-0.98196,0.9136,0.39869,0.27002,1
peptide_pm_97,0.00567,1.64005,-0.08869,-0.17975,1.23514,-0.13723,-0.87973,-0.39479,0.0732,0.5365,0.99517,1.00274,-0.74985,-0.5526,-0.00794,-0.37389,-0.06919,-0.00329,0.72471,1.49976,-0.47069,0.12737,0.72129,0.53168,1
peptide_pm_98,0.54041,0.56478,-0.33886,0.41172,0.51432,0.15008,2.88785,-0.73876,-0.3851,0.76099,-0.20065,-0.2304,3.08088,-1.08961,-0.36086,2.76609,-1.0363,-0.6156,-0.86869,-0.08698,0.40445,0.99523,-1.3892,-0.65729,1
peptide_pm_99,-0.49854,0.43559,0.26733,0.54934,-0.16886,0.18803,-1.45302,0.53883,-1.30829,-1.40537,0.55667,-0.5856,-1.17118,0.63069,-1.09307,-1.53454,0.36353,-1.16334,-0.67293,0.78437,0.03747,-1.08475,0.52961,-0.76987,1
peptide_pm_100,1.49034,-1.57556,-0.35346,1.84846,-1.58184,0.00133,1.8387,-0.98492,0.91917,2.4141,-0.46136,-0.57957,1.12869,-0.56218,0.97933,2.31066,-0.3916,0.61099,-0.44877,0.19731,-1.36322,0.33164,-1.92471,0.45936,1
peptide_pm_101,-0.5062,0.26618,-1.29303,0.43086,0.50131,-1.01606,0.23365,0.60837,-1.03903,-0.15035,0.16505,-0.5153,0.45673,0.61621,-0.79833,0.31824,0.79848,-0.81998,-0.60914,0.51509,-0.17816,0.4882,0.06426,-0.71797,1
