,ABHPRK__1,ABHPRK__2,ABHPRK__3,ABHPRK__4,ABHPRK__5,ABHPRK__6,ABHPRK__7,ABHPRK__8,ABHPRK__9,ABHPRK__10,ABHPRK__11,ABHPRK__12,ABHPRK__13,ABHPRK__14,ABHPRK__15,ABHPRK__16,ABHPRK__17,ABHPRK__18,ABHPRK__19,ABHPRK__20,ABHPRK__21,ABHPRK__22,ABHPRK__23,ABHPRK__24,ABHPRK__25,ABHPRK__26,ABHPRK__27,ABHPRK__28,ABHPRK__29,ABHPRK__30,ABHPRK__31,ABHPRK__32,ABHPRK__33,ABHPRK__34,ABHPRK__35,ABHPRK__36,ABHPRK__37,ABHPRK__38,ABHPRK__39,ABHPRK__40,ABHPRK__41,ABHPRK__42,ABHPRK__43,ABHPRK__44,ABHPRK__45,ABHPRK__46,ABHPRK__47,ABHPRK__48,ABHPRK__49,ABHPRK__50,ABHPRK__51,ABHPRK__52,ABHPRK__53,ABHPRK__54,ABHPRK__55,ABHPRK__56,ABHPRK__57,ABHPRK__58,ABHPRK__59,ABHPRK__60,ABHPRK__61,ABHPRK__62,ABHPRK__63,ABHPRK__64,ABHPRK__65,ABHPRK__66,ABHPRK__67,ABHPRK__68,ABHPRK__69,ABHPRK__70,ABHPRK__71,ABHPRK__72,ABHPRK__73,ABHPRK__74,ABHPRK__75,ABHPRK__76,ABHPRK__77,ABHPRK__78,ABHPRK__79,ABHPRK__80,ABHPRK__81,ABHPRK__82,ABHPRK__83,ABHPRK__84,ABHPRK__85,ABHPRK__86,ABHPRK__87,ABHPRK__88,ABHPRK__89,ABHPRK__90,ABHPRK__91,ABHPRK__92,ABHPRK__93,ABHPRK__94,ABHPRK__95,ABHPRK__96,ABHPRK__97,ABHPRK__98,ABHPRK__99,ABHPRK__100,ABHPRK__101,ABHPRK__102,ABHPRK__103,ABHPRK__104,ABHPRK__105,y
peptide_nm_409,2.88519,2.66003,1.22069,4.23121,1.17796,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,0.60633,-0.57968,0.8798,2.37492,2.88519,2.70826,2.15924,2.02047,1.25319,0.0,3.28623,2.03296,-0.32283,4.14398,0.0,3.91381,7.02931,-0.18725,-0.19945,-1.39597,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.85407,-0.80433,-0.85519,-0.71736,-1.39597,-1.01644,-0.72451,-0.87193,-0.89291,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,-0.48574,0.24392,0.11069,-0.69273,-1.09453,0.0,0.04939,-0.24751,1.08161,2.79184,0.18683,0.24636,-0.61669,0.16582,1.16776,0.0,-0.45258,1.05712,1.57585,-0.39872,1.00024,1.55009,1.04587,0.8728,0.4826,1.01139,1.47773,1.62839,1.91244,1.07877,0.0,2.85754,2.50642,-0.51158,-0.42325,0.731,1.13754,0.73003,0.67816,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,2.05043,6.51552,-0.14919,3.10121,3.35555,0
peptide_nm_410,0.86073,0.1334,0.13251,0.11395,-0.2865,0.0,0.20093,0.24534,0.13822,0.18585,0.0,0.41624,1.34011,0.20062,0.55674,0.86073,0.78757,-0.03645,0.76593,-0.10828,0.0,-0.3358,-0.34174,0.98617,-0.34322,0.0,0.92499,0.75033,0.85984,1.74091,-0.19407,-0.61025,-0.19955,-0.15929,-0.56203,0.0,-0.34059,-0.54179,-0.42795,0.43377,-0.19407,-0.29804,0.43386,-0.0974,-0.3549,0.0,-0.25446,0.05566,-0.21543,-0.11499,0.0,0.72521,-0.26458,-0.29822,-0.25081,-0.57069,-0.50025,-0.37534,-0.57338,-0.90798,0.0,0.08273,-0.27472,0.42461,0.68545,-0.92589,-0.68269,-0.61669,-0.22079,-0.17446,0.0,-0.11127,0.36183,-0.39194,-0.39872,0.44067,0.32441,0.14991,-0.06947,0.15721,0.51769,-0.65657,-0.15901,-0.10892,-0.28914,0.0,0.92999,-0.08444,0.35517,0.40449,-0.52881,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,0.46798,-0.25203,0.34066,-0.13961,-0.14919,0.64613,-0.18655,0
peptide_nm_411,0.94064,-0.27412,1.39549,1.41667,-0.2865,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,-0.53423,-0.57968,-0.51852,-0.5091,0.94064,0.33027,0.4824,1.37475,-0.55338,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-0.13657,0.20966,-0.46484,-0.52199,0.10178,0.0,-0.16943,0.29215,1.01401,-0.71736,-0.13657,0.42036,0.08181,-0.87193,-0.2742,0.0,-0.54307,0.65336,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,-1.02969,-0.62855,-0.93502,-0.17059,-0.2364,0.0,-0.41735,-1.15673,-1.79276,0.208,-0.92589,-0.68269,-0.61669,-0.63015,-0.61326,0.0,-0.45258,-0.4388,-0.39194,-0.39872,0.30151,0.22053,0.10515,0.28388,-0.61326,0.22489,-0.00321,0.0971,-0.80863,-0.73634,0.0,-0.44684,-0.48466,-0.51158,-0.42325,-0.69263,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,-0.7232,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_412,4.97347,6.39441,11.8334,7.83381,7.57534,0.0,-0.37377,-0.34299,-0.398,1.4686,0.0,1.53952,0.50211,3.25694,0.78112,4.97347,6.89886,7.5466,6.41139,7.52861,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,3.05967,-0.18725,3.32384,-1.04918,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.85407,-0.80433,-0.85519,-0.71736,-1.04918,-1.01644,-0.72451,-0.87193,-0.89291,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,-1.29458,-1.14177,-0.93502,-1.11044,-0.75579,0.0,0.43126,-0.38552,-0.49929,-0.12226,-0.92589,-0.68269,-0.61669,-0.63015,-0.61326,0.0,-0.45258,-0.4388,1.37907,-0.39872,2.50986,3.3178,3.09356,3.46403,3.14135,-0.74667,-0.87435,-0.8121,-0.80863,-0.73634,0.0,1.05515,0.86845,-0.51158,1.07975,-1.23619,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,0.12095,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_413,0.16854,-0.27412,-0.26509,0.59955,-0.2865,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,0.15702,0.84017,-0.51852,1.12518,0.16854,0.41341,-0.51323,0.93733,-0.04152,0.0,0.76178,1.06824,-0.32283,0.92815,0.0,-0.22455,1.93242,-0.18725,-0.19945,-0.92678,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.85407,-0.80433,-0.85519,-0.71736,-0.92678,-0.23273,0.1322,-0.87193,-0.2742,0.0,-0.54307,-0.49359,-0.52744,0.3038,0.0,-0.21618,-0.26458,1.24019,-0.25081,-0.63773,-0.02202,-0.00369,-0.38281,-0.45093,0.0,-0.65981,-0.26261,0.29348,0.60019,-0.23862,-0.11963,-0.15449,0.2942,-0.61326,0.0,-0.45258,-0.4388,-0.39194,0.63921,1.12038,1.05151,0.81265,1.02478,0.52269,0.88212,0.07598,0.15392,0.24469,1.32079,0.0,1.55581,1.29129,0.46701,-0.42325,0.28259,0.54819,-0.37466,-0.39474,-0.39275,0.0,-0.26043,1.0768,-0.26815,-0.25203,0.41888,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_414,0.33716,-0.27412,-0.26509,0.76717,-0.2865,0.0,-0.37377,-0.34299,1.04567,-0.3016,0.0,0.28046,0.26171,-0.51852,-0.5091,0.33716,-0.58435,0.74052,1.22574,0.67509,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,5.68739,-0.2196,-0.18725,2.47825,-0.84588,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.85407,-0.80433,-0.85519,-0.08194,-0.84588,-0.09278,0.29085,-0.03782,-0.89291,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,2.37985,-0.30755,-0.48192,-0.19915,-0.24289,-0.32221,0.0,-0.03634,0.00294,0.19719,0.52176,-0.92589,-0.68269,-0.61669,-0.63015,-0.61326,0.0,-0.45258,-0.4388,-0.39194,-0.39872,0.85938,0.96248,0.91425,0.9634,0.93163,-0.74667,-0.87435,-0.8121,-0.80863,-0.73634,0.0,1.91343,1.62017,0.6552,1.86131,-1.23619,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,0.61579,-0.13961,-0.14919,2.08432,-0.18655,0
peptide_nm_415,0.94064,-0.27412,-0.26509,1.41667,-0.2865,0.0,-0.37377,-0.34299,1.94796,-0.3016,0.0,2.00035,2.09297,1.05459,1.12518,0.94064,-0.58435,0.4824,1.37475,0.47034,0.0,-0.3358,2.31234,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-0.55637,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.85407,-0.80433,1.01401,-0.71736,-0.55637,0.42036,-0.72451,-0.87193,0.34451,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,0.1126,-0.11533,0.23371,-0.64051,-0.2364,0.0,0.91619,0.46282,0.63249,0.208,-0.92589,0.34959,-0.61669,0.26532,-0.61326,0.0,-0.45258,-0.4388,-0.39194,-0.39872,0.30151,0.22053,-0.29204,-0.15781,0.2955,0.22489,-0.87435,0.0971,-0.80863,-0.73634,0.0,-0.44684,-0.48466,-0.51158,-0.42325,-0.69263,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,-0.7232,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_416,0.04316,-0.27412,-0.26509,-0.27205,-0.2865,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,-0.53423,-0.57968,-0.51852,-0.5091,0.04316,-0.58435,-0.51323,-0.56241,-0.55338,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-1.39597,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.85407,-0.80433,-0.85519,-0.71736,-1.39597,-1.01644,-0.72451,-0.87193,-0.89291,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,-1.43975,-1.14177,-0.93502,-0.35856,-1.09453,0.0,0.24942,-1.69658,-1.79276,1.25384,-0.92589,-0.68269,-0.61669,-0.63015,-0.61326,0.0,-0.45258,-0.4388,-0.39194,-0.39872,-0.3352,-1.44141,0.14126,-0.06947,-0.76472,-0.74667,-0.87435,-0.8121,-0.80863,-0.73634,0.0,-0.44684,-0.48466,-0.51158,-0.42325,-1.23619,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,-0.7232,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_417,0.57604,1.68198,-0.26509,-0.27205,-0.2865,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,0.98652,2.66569,3.35375,3.5766,0.57604,0.51319,-0.51323,-0.56241,-0.55338,0.0,2.07889,2.88107,-0.32283,2.83521,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-1.39597,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.85407,-0.80433,-0.85519,-0.71736,-1.39597,-1.01644,-0.72451,-0.87193,-0.89291,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,0.61236,0.70582,0.48415,0.0463,-0.5582,0.0,-0.95076,0.92554,1.19216,1.58067,1.26478,0.55605,1.49623,0.47196,0.6483,0.0,-0.45258,-0.4388,2.33269,2.1961,-0.40394,-0.44424,-0.60412,-0.39564,-1.52202,0.40706,1.21638,0.29193,1.70312,1.83507,0.0,1.75608,1.545,-0.51158,-0.42325,1.34574,-0.35851,1.12456,1.09081,-0.39275,0.0,-0.26043,-0.33045,3.6956,-0.25203,0.49026,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_418,-0.01774,-0.27412,-0.26509,-0.27205,-0.2865,0.0,-0.37377,3.13796,-0.398,-0.3016,0.0,1.22048,-0.57968,-0.51852,1.94232,-0.01774,-0.58435,0.89724,-0.56241,-0.55338,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-0.25651,-0.61025,-0.46484,-0.52199,0.43369,0.0,-0.85407,-0.02766,0.50423,-0.71736,-0.25651,-0.02173,0.41777,-0.87193,0.96322,0.0,-0.54307,-0.49359,-0.52744,1.78567,0.0,-0.21618,-0.26458,4.0373,-0.25081,0.03101,-1.14177,-0.10717,0.25662,-1.09453,0.0,-0.82767,-0.16701,-0.61688,-0.18418,-0.92589,-0.68269,0.61585,-0.63015,-0.61326,0.0,1.43773,-0.4388,-0.39194,2.71506,-0.53159,-0.29083,0.03895,-0.84041,-0.15888,0.57187,-0.87435,-0.8121,-0.80863,0.8065,0.0,-0.44684,-0.48466,2.24626,-0.42325,-0.4985,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,0.66361,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_419,2.35739,1.98292,-0.26509,2.18427,2.20308,0.0,2.80921,6.61891,3.0143,-0.3016,0.0,1.22048,-0.57968,1.76964,1.94232,2.35739,1.94843,2.30771,2.25528,2.51778,0.0,2.45038,-0.34174,-0.32283,3.4709,0.0,-0.22455,-0.2196,-0.18725,-0.19945,0.31322,0.52501,-0.46484,-0.52199,-0.56203,0.0,-0.85407,-0.02766,0.50423,0.8712,0.31322,1.96769,0.41777,-0.87193,-0.89291,0.0,-0.54307,1.13126,1.45806,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,-0.48574,-0.43116,0.72068,-0.42691,-0.45093,0.0,0.09555,-0.16701,0.559,-0.18418,-0.09135,-0.68269,-0.61669,-0.63015,-0.61326,0.0,-0.45258,-0.4388,-0.39194,-0.39872,1.00024,1.43504,0.60165,0.4445,0.52269,-0.74667,0.33184,0.47593,0.67559,0.8065,0.0,-0.44684,-0.48466,-0.51158,-0.42325,-0.4985,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,-0.7232,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_420,-0.80945,-0.27412,-0.26509,-0.27205,-0.2865,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,-0.53423,-0.57968,-0.51852,-0.5091,-0.80945,-0.58435,-0.51323,-0.56241,-0.55338,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-1.39597,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.85407,-0.80433,-0.85519,-0.71736,-1.39597,-1.01644,-0.72451,-0.87193,-0.89291,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,0.27815,0.11795,0.95721,0.01738,-0.41706,0.0,-0.11427,-0.82254,-0.49929,0.49699,-0.41791,0.1619,0.08762,0.08622,0.18351,0.0,-0.45258,0.91465,1.37907,1.24011,-0.909,-0.42158,-0.44335,-0.42282,-0.80457,0.05592,-0.1616,-0.8121,-0.80863,-0.73634,0.0,-0.44684,-0.48466,-0.51158,-0.42325,-0.33813,1.00154,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,0.12095,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_421,-0.01774,-0.27412,-0.26509,-0.27205,-0.2865,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,-0.53423,-0.57968,-0.51852,-0.5091,-0.01774,0.68204,0.89724,0.84643,0.9822,0.0,2.45038,-0.34174,-0.32283,3.4709,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-1.39597,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.85407,-0.80433,-0.85519,-0.71736,-1.39597,-1.01644,-0.72451,-0.87193,-0.89291,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,-2.55276,-1.14177,-0.93502,-1.11044,-1.09453,0.0,-1.75088,-1.69658,-1.79276,-1.36075,-0.92589,-0.68269,-0.61669,-0.63015,-0.61326,0.0,-0.45258,-0.4388,-0.39194,-0.39872,2.02145,3.1609,3.4151,3.01431,2.5674,3.20895,2.74423,1.76397,2.15981,2.34935,0.0,-0.44684,-0.48466,-0.51158,-0.42325,0.9769,-0.35851,-0.37466,3.11657,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,-0.7232,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_422,-0.19368,-0.27412,-0.26509,-0.27205,-0.2865,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,-0.53423,-0.57968,-0.51852,-0.5091,-0.19368,-0.58435,-0.51323,0.47074,-0.55338,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-1.39597,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.85407,-0.80433,-0.85519,-0.71736,-1.39597,-1.01644,-0.72451,-0.87193,-0.89291,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,-0.54316,0.48846,0.30676,-0.10793,-0.63482,0.0,-0.3389,0.02419,0.79417,1.16046,-0.27681,0.41031,1.23212,0.32501,-0.61326,0.0,-0.45258,-0.4388,-0.39194,-0.39872,-0.30465,-0.12163,-0.24239,-0.06947,-0.06151,0.27886,0.04803,-0.8121,0.2798,0.36569,0.0,1.49691,-0.48466,1.51083,-0.42325,-0.08866,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,1.43407,-0.13961,6.1308,-0.2037,-0.18655,0
peptide_nm_423,-0.30564,-0.27412,-0.26509,-0.27205,-0.2865,0.0,1.59665,-0.34299,-0.398,-0.3016,0.0,-0.53423,-0.57968,-0.51852,-0.5091,-0.30564,0.19961,-0.51323,0.25323,-0.55338,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,1.50447,0.09253,2.36049,0.8143,0.54432,0.0,-0.85407,-0.80433,-0.06816,-0.71736,1.50447,2.06242,3.38769,1.4109,1.68505,0.0,1.43598,1.45622,0.62206,-0.43713,0.0,6.23908,1.99544,-0.29822,3.40289,-2.22391,-1.14177,-0.93502,-1.11044,-1.09453,0.0,-1.17937,-1.23771,-1.11199,-0.7071,-0.92589,-0.68269,-0.61669,-0.63015,-0.61326,0.0,-0.45258,-0.4388,-0.39194,-0.39872,2.11429,2.1199,2.62733,2.2366,1.88583,1.77055,1.36572,0.73354,0.90994,0.1208,0.0,2.70019,0.9361,1.08506,2.74975,0.17214,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,1.92435,6.19861,4.8748,2.92727,-0.18655,0
peptide_nm_424,0.26319,0.70393,-0.26509,-0.27205,-0.2865,0.0,-0.37377,-0.34299,0.94255,3.43548,0.0,0.98652,0.98705,-0.51852,-0.5091,0.26319,-0.03558,0.07042,1.09801,1.15282,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-0.10948,-0.1183,0.18466,-0.06861,-0.56203,0.0,-0.44329,-0.16157,0.21292,1.0477,-0.10948,0.27668,0.22083,-0.0974,-0.54918,0.0,-0.54307,-0.49359,0.25258,0.38613,0.0,2.04316,-0.26458,-0.29822,-0.25081,-0.21903,-0.52591,-0.2499,-0.57338,-0.61779,0.0,0.24942,-0.11426,-0.4069,-0.05345,-0.549,-0.06332,-0.61669,-0.63015,-0.61326,0.0,-0.45258,-0.4388,0.87307,0.75453,0.14373,0.55292,0.3106,0.03149,-0.00742,-0.1512,-0.87435,-0.8121,-0.22554,0.40651,0.0,1.75608,0.49518,-0.51158,-0.42325,-0.56989,0.63886,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,0.52941,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_425,-0.22609,-0.27412,-0.26509,-0.27205,-0.2865,0.0,-0.37377,-0.34299,1.94796,-0.3016,0.0,-0.53423,-0.57968,-0.51852,-0.5091,-0.22609,0.33027,-0.51323,0.40617,-0.55338,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,3.83126,-0.18725,-0.19945,-0.13657,0.20966,-0.46484,-0.52199,-0.56203,0.0,-0.16943,0.84039,1.94861,1.40071,-0.13657,-0.29804,-0.72451,-0.87193,-0.89291,0.0,-0.54307,-0.49359,-0.52744,1.04473,0.0,-0.21618,-0.26458,-0.29822,-0.25081,0.49337,0.91111,0.23371,0.29934,-0.2364,0.0,0.24942,0.46282,-0.17593,1.77676,-0.31097,0.34959,0.25334,0.26532,-0.61326,0.0,-0.45258,-0.4388,1.82182,-0.39872,-0.07473,-0.19495,0.10515,0.28388,-1.06764,-0.74667,-0.87435,-0.8121,-0.80863,0.29222,0.0,1.38893,1.18683,-0.51158,1.48055,-0.69263,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,0.29866,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_426,1.4997,1.0016,-0.26509,1.0146,0.95829,0.0,-0.37377,1.55571,-0.398,-0.3016,0.0,0.45756,0.45294,1.8786,0.71661,1.4997,0.84722,1.02547,0.17555,0.21441,0.0,1.239,-0.34174,-0.32283,1.56384,0.0,-0.22455,-0.2196,-0.18725,-0.19945,0.59808,0.67309,1.24748,0.08252,-0.56203,0.0,0.21754,-0.38069,-0.14312,0.8712,0.59808,1.23247,2.3908,1.70984,0.03516,0.0,0.36041,0.39269,0.51258,0.67427,0.0,-0.21618,-0.26458,-0.29822,-0.25081,-1.04556,-0.74012,-0.93502,-1.11044,-1.09453,0.0,-0.70725,-0.86227,-0.56089,0.99238,0.53455,0.12518,-0.61669,-0.63015,-0.61326,0.0,-0.45258,-0.4388,-0.39194,-0.39872,1.08534,1.48506,1.36895,0.53627,-0.15888,-0.74667,0.48917,0.59303,0.74627,0.8065,0.0,-0.44684,-0.48466,-0.51158,-0.42325,0.05478,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,-0.7232,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_427,0.57604,0.67238,-0.26509,0.65966,-0.2865,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,0.93746,0.93482,0.34941,1.24191,0.57604,0.47778,0.61515,1.04076,0.54347,0.0,-0.3358,1.16224,1.25699,1.01896,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-1.14671,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.45654,-0.80433,-0.85519,-0.15002,-1.14671,-1.01644,-0.2676,-0.49802,-0.89291,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,0.38628,0.05022,-0.27274,0.70445,0.05475,0.0,0.9592,1.05665,-0.00867,0.74026,-0.19567,1.11548,-0.12367,-0.1361,1.00874,0.0,0.34013,0.50862,-0.39194,-0.39872,0.48963,0.48859,0.26403,0.46665,0.18191,0.40706,-0.36853,0.73354,0.31733,-0.18532,0.0,-0.44684,-0.48466,0.5345,0.59665,0.05478,-0.35851,0.32497,-0.39474,0.31343,0.0,1.25325,-0.33045,-0.26815,-0.25203,-0.11647,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_428,1.70962,-0.27412,2.55789,1.15003,1.0966,0.0,1.59665,1.74558,-0.398,3.43548,0.0,0.55202,0.5562,-0.51852,0.8528,1.70962,1.76752,2.8719,2.70018,2.00592,0.0,3.11375,-0.34174,2.08848,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-0.67086,-0.61025,0.47693,-0.52199,-0.56203,0.0,-0.85407,-0.80433,-0.85519,-0.71736,-0.67086,0.21511,-0.03914,-0.30122,-0.89291,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,-1.23739,-0.70187,0.0584,-0.31899,-1.09453,0.0,-0.03634,-0.77884,-0.43122,0.60019,-0.39482,-0.68269,0.12283,-0.63015,-0.61326,0.0,-0.45258,-0.4388,-0.39194,-0.39872,1.78936,2.1199,1.9521,2.2366,1.88583,0.93147,1.36572,-0.03928,0.05066,0.1208,0.0,-0.44684,-0.48466,-0.51158,-0.42325,0.17214,-0.35851,-0.37466,-0.39474,0.70575,0.0,-0.26043,-0.33045,-0.26815,-0.25203,-0.7232,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_429,-0.80945,-0.27412,-0.26509,-0.27205,-0.2865,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,-0.53423,-0.57968,-0.51852,-0.5091,-0.80945,-0.58435,-0.51323,-0.56241,-0.55338,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-0.67086,-0.61025,-0.46484,-0.52199,-0.56203,0.0,0.37828,-0.80433,-0.85519,1.55201,-0.67086,-1.01644,-0.72451,0.4835,-0.89291,0.0,-0.54307,-0.49359,-0.52744,2.73829,0.0,-0.21618,-0.26458,-0.29822,-0.25081,0.07799,0.70582,0.16878,-0.17059,-0.17511,0.0,-1.75088,-0.67687,-1.79276,-1.36075,0.13625,-0.68269,-0.61669,1.16078,-0.61326,0.0,-0.45258,-0.4388,-0.39194,-0.39872,-0.48517,-1.44141,0.41408,-0.59949,-0.54835,-0.74667,0.6937,-0.8121,-0.80863,1.46772,0.0,2.85754,-0.48466,3.28045,-0.42325,-0.29731,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,1.04184,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_430,1.96153,1.68198,1.75132,-0.27205,-0.2865,0.0,2.38481,-0.34299,-0.398,-0.3016,0.0,0.98652,1.043,1.41762,1.53375,1.96153,1.61072,0.69575,-0.56241,0.72627,0.0,-0.3358,2.88107,-0.32283,6.01365,0.0,-0.22455,-0.2196,-0.18725,-0.19945,0.09957,-0.61025,0.88055,-0.52199,-0.56203,0.0,-0.0325,-0.13861,0.29508,0.60644,0.09957,0.70772,1.23368,-0.03782,-0.11952,0.0,-0.54307,0.89914,1.1526,-0.43713,0.0,-0.21618,-0.26458,3.3703,-0.25081,-0.29196,-0.52591,-0.22543,-0.53207,-0.5582,0.0,0.64948,-0.38552,2.18713,1.58067,-0.19567,1.79478,0.43977,1.57407,-0.61326,0.0,-0.45258,1.59138,-0.39194,2.1961,0.93641,0.55292,1.3251,-0.39564,0.18191,1.56078,-0.87435,1.39596,0.44725,3.12077,0.0,1.75608,-0.48466,1.82198,-0.42325,0.70026,-0.35851,1.12456,-0.39474,1.25501,0.0,2.86784,-0.33045,-0.26815,-0.25203,0.49026,-0.13961,-0.14919,-0.2037,-0.18655,0
