,SEP_A,SEP_C,SEP_D,SEP_E,SEP_F,SEP_G,SEP_H,SEP_I,SEP_K,SEP_L,SEP_M,SEP_N,SEP_P,SEP_Q,SEP_R,SEP_S,SEP_T,SEP_V,SEP_W,SEP_Y,y
peptide_nm_229,1.28659,0.51032,0.77128,-1.7897,-0.67301,1.34979,0.57191,-1.29176,-0.68848,-1.24749,0.53568,0.72336,0.85284,0.65443,0.92323,-0.63293,-0.93262,-0.48654,0.65087,0.65328,0
peptide_nm_230,1.28659,0.51032,-1.23412,0.80409,1.02697,-0.48774,-1.96444,-1.47703,1.45213,-0.69989,0.53568,-2.48611,0.85284,0.65443,0.92323,-0.80144,-1.11429,1.22158,0.65087,-1.74532,0
peptide_nm_231,1.28659,-1.49552,-2.11945,-1.98375,-0.84176,1.34979,0.57191,-0.66185,-0.14399,0.15049,-2.37179,0.72336,0.85284,0.65443,0.92323,1.06474,-1.11429,1.22158,0.65087,-1.74532,0
peptide_nm_232,-0.95846,0.51032,-2.15969,-0.91648,-0.02302,0.31733,0.57191,-0.45805,0.55532,-0.1072,-1.09795,0.72336,-0.27159,0.65443,-0.03329,-1.0511,-0.23288,-0.90729,0.65087,0.65328,0
peptide_nm_233,-0.13794,0.51032,-1.37497,-0.81299,-0.53551,-0.95481,0.57191,-1.13119,0.11759,1.07174,0.53568,-0.4383,-0.19127,-0.506,-0.50017,1.06474,-0.7846,-1.13337,0.65087,-0.59817,0
peptide_nm_234,-0.5539,-0.89175,-0.63049,-1.28518,-0.27927,0.06536,0.57191,-0.10604,1.45213,-0.50662,0.53568,0.72336,0.85284,-0.90024,-0.9158,1.06474,-0.50874,-1.64203,0.65087,-1.02334,0
peptide_nm_235,1.28659,0.51032,-2.52187,-0.7483,1.02697,-0.12515,0.57191,-0.29749,1.45213,-0.26181,-2.99412,0.72336,-1.57672,0.65443,-0.44323,1.06474,-0.71732,-1.05801,0.65087,0.65328,0
peptide_nm_236,-1.24336,0.51032,0.77128,-1.42748,1.02697,-1.11459,-1.73541,-0.49511,0.53396,0.96867,-1.13685,-1.84571,-0.29836,-0.62501,0.92323,-0.00879,-0.2598,1.22158,0.65087,-1.52873,0
peptide_nm_237,1.28659,0.51032,0.77128,-0.7483,1.02697,-1.83977,0.57191,-1.05709,1.45213,-0.77076,0.53568,0.72336,-1.57672,-1.13084,0.92323,1.06474,-1.5449,-0.28559,0.65087,0.65328,0
peptide_nm_238,-0.41714,0.51032,-1.23412,0.80409,-1.66675,1.34979,0.57191,1.18466,-1.21696,0.15049,-2.37179,0.72336,-1.14837,0.65443,0.92323,-0.80144,0.89747,1.22158,0.65087,-1.74532,0
peptide_nm_239,0.28372,0.51032,-1.58959,0.80409,1.02697,-0.35869,-1.7863,1.18466,1.45213,-0.82874,0.53568,-0.58723,-1.00781,-2.70039,-0.07884,1.06474,-0.28671,-0.52422,0.65087,-1.57686,0
peptide_nm_240,0.32931,0.51032,0.77128,0.80409,-0.63551,0.31733,0.57191,-0.45805,-0.35751,0.36309,-2.0509,-0.52766,-0.9275,-1.32425,-1.32005,1.06474,-0.89226,-0.44886,-0.55904,-1.48059,0
peptide_nm_241,0.12988,0.51032,-1.33473,-2.59825,-0.24177,-0.57993,0.57191,1.18466,0.36848,-0.44864,0.53568,0.72336,-0.50584,0.65443,-0.23257,1.06474,-0.46837,-0.7503,0.65087,0.65328,0
peptide_nm_242,1.28659,0.51032,-0.38233,0.80409,-0.67301,1.34979,-1.73541,-0.49511,1.45213,-0.50662,-1.13685,0.72336,0.85284,-0.62501,-0.05607,-1.70645,-1.80057,-0.48654,0.65087,-2.11434,0
peptide_nm_243,-0.29748,-0.67037,-1.58959,-0.33433,-0.07302,-0.35869,0.57191,-0.53216,-0.42691,2.07674,0.53568,-0.58723,-0.32513,0.65443,-0.07884,-0.03375,-0.97299,-1.61064,0.65087,-0.75861,0
peptide_nm_244,1.28659,0.51032,-1.33473,0.80409,-0.93551,-0.57993,0.57191,1.18466,-0.93404,-0.80297,0.53568,-2.60526,0.85284,0.65443,-0.86456,1.06474,-1.21521,1.22158,0.65087,0.65328,0
peptide_nm_245,-0.33737,0.51032,-1.14022,-1.03938,1.02697,1.34979,-1.84568,1.18466,-0.76322,0.24069,-2.23565,0.72336,-1.92475,0.65443,-0.69944,1.06474,-1.02009,-0.56818,0.65087,0.65328,0
peptide_nm_246,-1.10661,0.51032,-0.7311,-1.40807,1.02697,-0.02682,0.57191,-0.9274,-0.37353,-0.97047,-2.78992,-0.94467,-0.64639,0.65443,0.92323,1.06474,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_247,-0.33737,0.51032,0.77128,0.80409,1.02697,-0.4017,0.57191,-0.57539,-0.06925,2.07674,0.53568,-1.39891,-1.05467,-1.46558,-0.69944,1.06474,-1.02009,-1.84299,-1.40166,0.65328,0
peptide_nm_248,-0.33737,0.51032,-1.14022,-1.03938,1.02697,-0.4017,-1.84568,-1.37822,-0.06925,-0.59681,-3.49977,0.72336,0.85284,0.65443,-0.69944,1.06474,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_249,-0.50261,-1.59614,-0.59025,-1.22696,1.02697,-0.57993,-2.09168,-0.06899,1.45213,-0.80297,-1.43829,0.72336,-0.50584,-0.85561,0.92323,-0.20227,0.89747,-0.7503,0.65087,0.65328,0
peptide_nm_250,-0.8502,0.51032,0.77128,-0.43136,1.02697,-0.95481,-1.0483,1.18466,-0.14399,-0.33912,0.53568,-0.69893,-1.14837,0.65443,-0.77915,1.06474,-1.11429,-1.13337,-0.72469,0.65328,0
peptide_nm_251,-0.33737,0.51032,0.77128,-1.88026,1.02697,-1.20063,0.57191,-0.57539,-0.06925,0.24069,0.53568,0.72336,0.85284,-1.46558,0.92323,-0.71407,0.89747,-1.84299,0.65087,0.65328,0
peptide_nm_252,-0.41714,0.51032,-2.77003,0.80409,1.02697,1.34979,0.57191,1.18466,1.45213,0.15049,-2.37179,0.72336,-1.14837,-2.55162,0.92323,-0.80144,-1.11429,1.22158,0.65087,0.65328,0
peptide_nm_253,1.28659,0.51032,0.77128,-2.35245,-0.75426,-1.64926,0.57191,1.18466,1.45213,-1.0671,-2.23565,0.72336,0.85284,0.65443,-0.69944,1.06474,0.89747,-0.56818,0.65087,0.65328,0
peptide_nm_254,-0.33737,-0.22761,-1.4085,-1.03938,-1.00426,-0.4017,0.57191,0.06688,0.86493,-0.01701,0.53568,-0.62447,-0.35859,0.65443,-0.42615,-0.06496,-0.32035,-1.22128,0.65087,-1.24795,0
peptide_nm_255,-0.78182,0.51032,0.77128,-0.7483,-0.47301,-0.12515,-2.50734,1.18466,0.17097,2.07674,0.53568,-1.06382,0.85284,-1.13084,-1.14354,1.06474,-0.71732,-1.05801,-1.07758,-1.27202,0
peptide_nm_256,1.28659,0.51032,-1.33473,-2.08725,-0.93551,-0.57993,0.57191,-0.75448,-0.93404,-0.80297,-2.51765,0.72336,0.85284,0.65443,0.92323,1.06474,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_257,-0.33737,-1.4016,0.77128,-1.88026,1.02697,-0.4017,0.57191,1.18466,-0.06925,0.24069,0.53568,-1.39891,-1.05467,0.65443,0.92323,-0.71407,0.89747,-0.56818,-1.40166,-1.63301,0
peptide_nm_258,1.28659,0.51032,-0.83841,-2.05491,-0.47301,-0.12515,0.57191,-0.29749,0.17097,-0.77076,0.53568,-1.06382,-0.75348,-2.04579,0.92323,1.06474,0.89747,-0.28559,-1.07758,0.65328,0
peptide_nm_259,0.30652,0.51032,-1.05303,-0.95529,1.02697,1.34979,0.57191,-1.55731,0.53396,-0.14585,-1.13685,0.72336,-1.45624,-0.62501,-0.62543,1.06474,-0.93262,-0.94497,-0.58785,-0.72652,0
peptide_nm_260,-1.16929,0.51032,-1.58959,-0.69656,1.02697,-0.81346,0.57191,-0.24808,1.45213,-0.19095,0.53568,0.72336,-0.69994,0.65443,-1.53071,-1.13224,0.89747,-0.23535,0.65087,0.65328,0
peptide_nm_261,-1.24336,-0.64354,-1.05303,-1.7897,1.02697,-0.77044,0.57191,0.12246,0.53396,-0.14585,0.53568,0.72336,0.85284,0.65443,0.92323,-0.63293,0.89747,-1.56668,0.65087,-0.72652,0
peptide_nm_262,1.28659,0.51032,-0.44269,0.80409,-1.56675,1.34979,0.57191,-1.37822,0.48592,-0.23605,-2.95523,-0.62447,-1.05467,0.65443,0.92323,-1.98107,0.89747,1.22158,0.65087,-0.79872,0
peptide_nm_263,-0.29748,-0.67037,-1.09327,-0.33433,-0.07302,-0.81346,-0.92106,-0.98916,-0.42691,-0.19095,0.53568,0.72336,0.85284,-0.65477,0.92323,-0.03375,-0.97299,0.11632,0.65087,-1.57686,0
peptide_nm_264,-0.8502,0.51032,-1.23412,-1.98375,1.02697,-0.48774,0.57191,-1.13119,0.43254,-0.33912,0.53568,0.72336,-0.42552,0.65443,-0.77915,-0.12737,-0.38763,1.22158,-0.72469,0.65328,0
peptide_nm_265,-1.26046,0.51032,0.77128,0.80409,1.02697,-0.57993,0.57191,-0.75448,-1.27568,0.05386,0.53568,0.72336,0.85284,-1.6813,0.92323,-1.72517,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_266,-0.50261,0.51032,0.77128,0.80409,1.02697,-1.39729,0.57191,1.18466,-0.22406,2.07674,-2.51765,0.72336,-1.24876,-1.6813,-0.86456,-0.89507,0.89747,-0.7503,-1.61052,0.65328,0
peptide_nm_267,1.28659,0.51032,0.77128,-1.47276,-0.42301,-0.07599,0.57191,-1.47703,1.45213,-0.19095,0.53568,0.72336,-2.03184,0.65443,0.92323,-1.62531,0.89747,-1.48504,0.65087,0.65328,0
peptide_nm_268,1.28659,0.51032,-1.74385,-2.58531,1.02697,-0.18661,0.57191,-0.35924,-0.54969,2.07674,0.53568,-2.0691,0.85284,0.65443,0.92323,-1.76262,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_269,-0.75903,0.51032,-0.44269,-0.36667,1.02697,-0.4017,0.57191,-0.57539,0.48592,-0.59681,-1.22436,-0.62447,0.85284,0.65443,-0.69944,-0.71407,-1.02009,-0.56818,0.65087,-1.63301,0
peptide_nm_270,-0.26329,0.51032,0.77128,-1.7897,1.02697,-0.32181,0.57191,-0.49511,0.00015,0.32444,0.53568,0.72336,0.85284,-1.36888,-1.3599,1.06474,-1.80057,1.22158,-1.30804,-1.52873,0
peptide_nm_271,-1.26046,0.51032,-1.33473,-1.22696,1.02697,-1.39729,0.57191,1.18466,-0.93404,2.07674,0.53568,-1.61486,0.85284,-1.6813,-0.86456,1.06474,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_272,-1.07812,0.51032,0.77128,0.80409,-1.56675,-1.90737,0.57191,1.18466,-0.06925,2.07674,0.53568,-2.36697,0.85284,0.65443,0.92323,1.06474,0.89747,1.22158,0.65087,-1.63301,0
peptide_nm_273,0.09569,-0.89175,0.77128,0.80409,1.02697,-0.63524,0.57191,-1.29176,1.45213,-1.29903,0.53568,0.72336,0.85284,-0.90024,-0.26673,1.06474,-0.50874,-0.09091,0.65087,-1.02334,0
peptide_nm_274,-0.50261,-0.8515,0.77128,-1.22696,-0.93551,-1.05928,0.57191,1.18466,0.36848,-0.44864,0.53568,0.72336,-0.50584,-0.85561,-0.23257,-1.3819,-0.46837,-0.05323,0.65087,0.65328,0
peptide_nm_275,1.28659,0.51032,-1.14022,0.80409,1.02697,-0.4017,0.57191,1.18466,1.45213,-0.59681,-3.49977,-1.39891,-1.05467,-1.46558,0.92323,1.06474,-2.38593,-0.56818,0.65087,0.65328,0
peptide_nm_276,-0.50261,0.51032,0.77128,0.80409,1.02697,1.34979,0.57191,1.18466,1.45213,-0.07499,0.53568,0.72336,0.85284,-1.6813,0.92323,1.06474,-1.21521,1.22158,0.65087,0.65328,0
peptide_nm_277,-0.40005,-0.1404,-1.214,-1.32399,-1.02926,-0.67211,-0.25092,-0.13692,0.93433,0.16982,-1.03961,0.72336,-0.57946,-1.26474,-0.2952,0.05363,-0.19251,0.20424,0.65087,-1.41642,0
peptide_nm_278,-0.26329,0.51032,0.77128,0.80409,-0.67301,-0.32181,-1.73541,1.18466,1.45213,2.07674,0.53568,0.72336,-2.33303,-1.36888,0.92323,-1.43807,-2.30519,-0.48654,0.65087,0.65328,0
peptide_nm_279,-1.39721,-0.771,-0.50976,0.80409,-0.84176,-0.95481,-1.0483,1.18466,1.45213,-0.33912,0.53568,0.72336,-2.29956,0.65443,0.92323,-0.80144,0.89747,1.22158,0.65087,-0.87894,0
peptide_nm_280,-1.45989,-1.04605,-0.78475,-0.69656,1.02697,-0.07599,0.57191,-0.24808,0.21367,-0.19095,0.53568,-1.00424,-0.69994,-1.07133,-1.08091,-0.38327,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_281,-0.99835,0.51032,-1.91824,-0.95529,1.02697,1.34979,0.57191,-0.49511,1.45213,0.32444,0.53568,0.72336,0.85284,-3.1839,-0.62543,1.06474,0.89747,-0.48654,0.65087,-1.52873,0
peptide_nm_282,-0.41714,0.51032,-1.23412,0.80409,-0.84176,-1.29896,-1.96444,-0.66185,1.45213,0.15049,-2.37179,0.72336,0.85284,0.65443,0.92323,-1.62531,-1.11429,1.22158,0.65087,0.65328,0
peptide_nm_283,1.28659,0.51032,0.77128,-1.12994,1.02697,-0.48774,-3.08417,1.18466,-0.84863,2.07674,0.53568,0.72336,0.85284,0.65443,-0.77915,-0.80144,-1.11429,-1.48504,0.65087,-1.74532,0
peptide_nm_284,1.28659,0.51032,0.77128,-1.7897,1.02697,0.06536,-2.16803,-0.10604,1.45213,-0.86095,-1.49663,-0.83297,-0.546,-1.74825,0.92323,-0.23972,-1.27577,-0.09091,-0.85432,0.65328,0
peptide_nm_285,-1.16929,0.51032,-1.23412,-1.12994,-0.84176,-0.48774,-1.96444,-0.66185,1.45213,0.15049,0.53568,-1.50316,-1.14837,0.65443,0.92323,-0.80144,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_286,0.28372,0.51032,-0.40916,-0.33433,-0.71051,1.34979,-0.92106,-0.53216,-0.03188,0.28578,-1.17574,-0.58723,0.85284,-1.41351,0.92323,-1.13224,-0.97299,-1.61064,0.65087,-0.75861,0
peptide_nm_287,-1.07812,0.51032,0.77128,0.80409,1.02697,-0.4017,0.57191,1.18466,1.45213,-0.59681,0.53568,0.72336,-2.41334,-1.46558,-1.85524,1.06474,0.89747,-0.56818,0.65087,0.65328,0
peptide_nm_288,1.28659,0.51032,-1.05303,-1.7897,-0.67301,-0.32181,-1.73541,-1.29176,1.45213,0.32444,0.53568,0.72336,-0.96766,-1.36888,0.92323,-1.43807,-0.93262,1.22158,0.65087,0.65328,0
peptide_nm_289,-0.5539,-0.89175,-2.28712,0.80409,-0.27927,-1.11459,0.57191,-0.10604,0.33645,-0.00412,-1.49663,0.72336,-0.546,-0.90024,0.92323,1.06474,0.89747,-0.80681,-0.85432,0.65328,0
peptide_nm_290,1.28659,0.51032,0.77128,-1.12994,1.02697,1.34979,-1.96444,-1.90315,-0.14399,0.15049,0.53568,-1.50316,-1.14837,-2.55162,-0.77915,1.06474,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_291,-1.70491,0.51032,0.77128,0.80409,1.02697,-1.23136,0.57191,-0.19868,0.25638,-0.12653,0.53568,0.72336,0.85284,-1.01182,0.92323,-1.55666,0.89747,-0.18511,0.65087,-1.14367,0
peptide_nm_292,-0.33737,0.51032,-1.14022,-1.88026,1.02697,1.34979,0.57191,1.18466,-0.06925,2.07674,0.53568,0.72336,-1.05467,-1.46558,-1.85524,1.06474,-1.89477,1.22158,0.65087,-1.63301,0
peptide_nm_293,-0.78182,0.51032,0.77128,-2.05491,1.02697,1.34979,0.57191,-1.05709,-0.90735,-0.26181,-1.79808,0.72336,0.85284,0.65443,0.92323,1.06474,-2.07643,1.22158,-1.07758,0.65328,0
peptide_nm_294,-0.08095,0.51032,0.77128,-0.7483,1.02697,1.34979,0.57191,1.18466,0.17097,-0.26181,0.53568,-2.56802,-2.43342,-1.13084,0.92323,-0.4332,-0.71732,-0.28559,0.65087,-1.27202,0
peptide_nm_295,-0.71914,-1.85107,-1.09327,-0.9941,1.02697,-0.81346,0.57191,-0.53216,1.45213,-0.19095,-1.17574,0.72336,0.85284,-0.65477,-0.07884,-0.67038,0.89747,-1.3406,0.65087,0.65328,0
peptide_nm_296,-0.5368,-0.5362,0.77128,-1.62153,0.05198,-1.21907,0.57191,-0.35924,0.11759,0.46617,0.53568,0.72336,0.85284,-1.20523,0.92323,-1.76262,-0.7846,0.24192,0.65087,-0.59817,0
peptide_nm_297,0.28372,0.51032,-1.96519,-0.33433,-0.07302,-0.81346,0.57191,1.18466,-0.42691,0.9429,0.53568,0.72336,0.85284,-1.41351,-0.65959,-1.13224,-0.97299,0.11632,0.65087,-2.17049,0
peptide_nm_298,-0.71914,0.51032,-1.09327,-1.47276,1.02697,-1.15761,-0.92106,-0.53216,-0.42691,2.07674,-1.17574,0.72336,-0.32513,-0.65477,-0.65959,-0.03375,-0.97299,1.22158,0.65087,-0.75861,0
peptide_nm_299,-0.50261,-2.91772,0.77128,0.80409,1.02697,-0.57993,0.57191,1.18466,1.45213,2.07674,0.53568,-1.61486,0.85284,0.65443,0.92323,-0.89507,-1.21521,-0.7503,0.65087,-2.93259,0
peptide_nm_300,-1.10661,0.51032,0.77128,-0.64481,-0.37301,1.34979,0.57191,1.18466,1.45213,-0.12653,-1.64249,-0.94467,-0.64639,-1.01182,-0.35213,-1.06983,-1.4036,-0.92613,0.65087,-1.14367,0
peptide_nm_301,-0.78182,0.51032,-0.83841,-0.7483,-1.24176,-0.12515,-1.46396,-0.29749,-0.90735,-0.77076,0.53568,0.72336,-0.75348,0.65443,0.92323,1.06474,0.89747,-0.28559,0.65087,0.65328,0
peptide_nm_302,-1.56246,0.51032,-0.90548,-0.81299,1.02697,1.34979,0.57191,-1.13119,0.11759,0.46617,0.53568,0.72336,0.85284,0.65443,-0.50017,-1.27579,0.89747,-0.34839,0.65087,-2.355,0
peptide_nm_303,-0.33737,0.51032,-1.14022,0.80409,1.02697,-0.4017,0.57191,1.18466,-0.76322,0.24069,0.53568,0.72336,-1.05467,0.65443,0.92323,-0.71407,-1.02009,-2.06278,0.65087,0.65328,0
peptide_nm_304,-0.95276,-0.0599,-1.00608,-1.11053,0.13948,-0.0637,-0.14913,-0.45188,-0.12797,0.36953,-0.29086,0.0904,-1.48971,0.02215,0.11474,-0.11489,-0.37418,-0.81309,0.65087,-0.48586,0
peptide_nm_305,-0.50261,0.51032,-1.33473,-1.22696,1.02697,-1.79061,0.57191,1.18466,1.45213,-1.21528,0.53568,0.72336,0.85284,0.65443,0.92323,1.06474,0.89747,-1.58552,0.65087,0.65328,0
peptide_nm_306,-0.66216,0.51032,0.77128,-0.64481,1.02697,-0.02682,-1.32823,-0.19868,1.45213,-0.97047,0.53568,0.72336,-1.95822,0.65443,-0.35213,1.06474,-0.60967,-0.92613,-0.96235,-1.14367,0
peptide_nm_307,1.28659,-2.48837,0.77128,0.80409,-0.93551,1.34979,0.57191,-1.57584,-0.22406,-0.80297,0.53568,0.72336,-1.24876,-1.6813,0.92323,1.06474,-1.21521,1.22158,0.65087,0.65328,0
peptide_nm_308,-1.26046,0.51032,0.77128,-1.22696,-0.93551,-0.57993,0.57191,-1.97108,1.45213,2.07674,0.53568,0.72336,0.85284,-1.6813,-0.86456,-0.89507,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_309,0.28372,0.51032,0.77128,-1.83498,-0.07302,-0.81346,-0.92106,-0.53216,-0.03188,0.28578,-1.17574,0.72336,-0.32513,-1.41351,-0.07884,-0.03375,-0.28671,-0.98893,-0.61666,0.65328,0
peptide_nm_310,0.16406,0.51032,0.77128,-0.47017,1.02697,-1.00397,-1.0992,-0.70508,0.40051,-1.00912,-1.37995,-0.74361,-0.46568,-0.81098,0.92323,-0.84513,0.89747,-1.18361,0.65087,0.65328,0
peptide_nm_311,-0.26329,0.51032,0.77128,0.80409,1.02697,-1.11459,0.57191,1.18466,-0.91802,0.96867,0.53568,-0.55745,-0.96766,-0.62501,-1.78692,1.06474,-1.80057,-0.48654,0.65087,0.65328,0
peptide_nm_312,-0.5539,0.51032,-0.63049,-1.28518,-0.99176,1.34979,0.57191,-0.10604,-0.68848,0.7303,-1.49663,-0.83297,-0.546,-0.90024,0.92323,-0.95124,0.89747,-0.80681,0.65087,-1.02334,0
peptide_nm_313,-0.33737,0.51032,-1.14022,0.80409,-2.023,-0.4017,-1.84568,1.18466,1.45213,2.07674,-2.23565,0.72336,-1.05467,0.65443,0.92323,1.06474,-1.89477,-1.38456,0.65087,0.65328,0
peptide_nm_314,1.28659,-1.4016,-1.14022,-1.03938,1.02697,-1.20063,0.57191,1.18466,-0.76322,-0.59681,0.53568,0.72336,0.85284,-1.46558,-0.69944,-0.71407,0.89747,-0.56818,0.65087,0.65328,0
peptide_nm_315,-0.50261,-0.8515,0.77128,-0.50898,-0.24177,0.10223,-1.15009,-1.23618,0.36848,2.07674,0.53568,-1.61486,-0.50584,-1.6813,0.92323,-0.89507,0.89747,-0.05323,-1.61052,-0.9752,0
peptide_nm_316,1.28659,0.51032,-0.90548,-0.81299,-0.53551,-1.72301,0.57191,1.18466,-0.54969,-0.33912,0.53568,-1.13828,-0.82041,0.65443,0.92323,-0.49562,-0.7846,1.22158,-1.1496,0.65328,0
peptide_nm_317,1.28659,0.51032,0.77128,-1.62153,1.02697,1.34979,0.57191,0.00512,1.45213,-0.95758,-1.3216,-0.69893,-2.29956,0.65443,-1.21187,1.06474,-0.38763,-1.13337,-0.72469,0.65328,0
peptide_nm_318,-0.13794,0.51032,0.77128,0.80409,-1.31676,-0.18661,0.57191,-1.13119,1.45213,-0.84162,0.53568,0.72336,-0.82041,-2.13506,-0.50017,-0.49562,-1.62564,1.22158,0.65087,0.65328,0
peptide_nm_319,-0.45703,-2.05903,0.77128,-2.0355,-0.20427,-0.53076,-1.0992,1.18466,0.40051,0.80761,0.53568,0.72336,-1.19522,-0.81098,-0.19841,-0.16482,-1.16139,-0.01555,0.65087,0.65328,0
peptide_nm_320,-0.33737,0.51032,-1.14022,-1.03938,1.02697,-1.20063,0.57191,-0.57539,-0.06925,0.24069,-2.23565,-1.39891,-1.92475,-1.46558,0.92323,1.06474,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_321,-0.26329,0.51032,0.77128,-1.7897,1.02697,-1.11459,0.57191,0.12246,0.53396,0.32444,-1.13685,-0.55745,-0.96766,-1.36888,-0.62543,-1.08855,-0.2598,0.14144,-0.58785,0.65328,0
peptide_nm_322,1.28659,0.51032,0.77128,0.80409,-0.75426,-1.64926,0.57191,1.18466,-1.15291,0.24069,0.53568,-1.39891,0.85284,0.65443,-1.85524,1.06474,-1.02009,1.22158,0.65087,0.65328,0
peptide_nm_323,-0.66216,0.51032,-1.52252,-1.40807,-1.11051,-0.02682,0.57191,1.18466,1.45213,0.63367,-1.64249,0.72336,-0.64639,-1.01182,0.92323,-1.55666,0.89747,-1.41596,0.65087,0.65328,0
peptide_nm_324,-0.08095,0.51032,-0.83841,0.80409,1.02697,-0.88106,0.57191,-1.05709,0.17097,-0.26181,0.53568,-1.06382,-0.75348,-1.13084,-1.14354,-0.4332,-1.5449,1.22158,0.65087,0.65328,0
peptide_nm_325,-1.07812,0.51032,-1.14022,-0.36667,1.02697,1.34979,-1.84568,-0.57539,-0.06925,-0.23605,0.53568,0.72336,-0.35859,0.65443,-0.69944,-0.71407,-1.02009,-0.56818,-0.65267,0.65328,0
peptide_nm_326,0.09569,0.51032,-1.91824,0.80409,1.02697,0.06536,-2.16803,-0.10604,-0.98208,0.7303,0.53568,-0.83297,0.85284,-0.90024,-0.9158,-0.23972,-0.50874,1.22158,0.65087,-1.93785,0
peptide_nm_327,0.32361,0.51032,-1.20729,-0.92942,-0.02927,0.57544,-0.86168,-0.08751,0.17631,-0.36489,0.53568,-1.05637,-1.28223,-0.6027,-0.03898,-1.06358,-0.71059,-0.46142,0.11073,-0.3575,0
peptide_nm_328,-1.4257,0.51032,-1.05303,-0.95529,1.02697,-0.32181,0.57191,1.18466,1.45213,-0.50662,-2.10924,0.72336,0.85284,-1.36888,-1.3599,1.06474,-0.93262,-0.48654,0.65087,0.65328,0
peptide_nm_329,-1.45989,0.51032,-0.78475,0.80409,1.02697,-0.07599,-1.39609,-0.24808,1.45213,-0.19095,0.53568,0.72336,-0.69994,-1.96397,-0.39768,1.06474,-2.00242,-0.23535,0.65087,0.65328,0
peptide_nm_330,-0.08095,0.51032,-0.83841,-0.7483,-0.47301,-0.5492,-1.46396,-0.7236,0.17097,0.53059,-0.92292,0.72336,-0.15111,-1.13084,0.92323,-1.2009,-1.18157,-0.28559,0.65087,-0.55003,0
peptide_nm_331,-0.03537,0.51032,-1.58959,-0.69656,-1.17301,-0.07599,0.57191,1.18466,0.21367,-0.69989,-1.72028,0.72336,0.85284,-2.55162,0.92323,1.06474,-0.66349,-0.98893,0.65087,0.65328,0
peptide_nm_332,-0.49122,-0.03306,-0.44269,0.28016,0.17698,-0.4017,-0.96347,1.18466,1.45213,-0.37133,-0.25196,0.12019,-1.23538,0.65443,-0.85317,-0.88258,-1.20176,-0.56818,-0.93354,-1.38433,0
peptide_nm_333,-0.33737,0.51032,-1.14022,-1.03938,-0.75426,-0.4017,0.57191,-0.57539,-0.06925,-0.59681,0.53568,0.72336,0.85284,0.65443,-0.69944,1.06474,-2.38593,1.22158,0.65087,0.65328,0
peptide_nm_334,-0.45703,-0.81125,0.77128,-1.67327,-0.20427,-1.00397,-2.02382,-1.52643,-0.18135,2.07674,0.53568,0.72336,0.85284,-0.81098,0.92323,-0.16482,-1.16139,-0.01555,0.65087,0.65328,0
peptide_nm_335,-0.5539,-0.89175,0.77128,-1.28518,-0.27927,-1.11459,-1.20099,1.18466,1.45213,-0.00412,0.53568,0.72336,0.85284,-1.74825,-0.9158,-0.23972,-0.50874,-0.80681,0.65087,-1.02334,0
peptide_nm_336,0.12988,0.51032,-1.33473,-1.22696,-0.24177,0.10223,-1.15009,-0.75448,-0.22406,0.76896,-2.51765,0.72336,0.85284,0.65443,-1.30866,-0.20227,0.89747,-0.7503,0.65087,-0.9752,0
peptide_nm_337,-1.23197,0.51032,0.77128,-1.54391,0.08948,-0.5492,0.57191,-1.32881,-0.19737,1.1104,0.53568,-1.06382,-0.15111,0.65443,0.06919,0.12852,-1.18157,-0.7189,0.65087,0.65328,0
peptide_nm_338,-1.03823,0.51032,-0.40916,0.80409,-0.71051,0.26816,-0.92106,1.18466,0.51261,0.28578,-1.17574,-0.58723,0.85284,-0.65477,-1.39976,-0.03375,-0.28671,-0.52422,-0.61666,-2.17049,0
peptide_nm_339,0.19825,-0.771,-0.50976,-1.12994,1.02697,0.17598,-1.96444,-1.13119,0.43254,0.84626,0.53568,-0.69893,-0.42552,-1.56972,-0.77915,-0.12737,-1.11429,-0.6561,0.65087,0.65328,0
peptide_nm_340,1.28659,0.51032,-1.05303,-0.95529,1.02697,-0.32181,0.57191,-0.49511,-0.68848,-0.50662,0.53568,-1.30211,0.85284,0.65443,-0.62543,-0.63293,-1.80057,-0.48654,0.65087,0.65328,0
peptide_nm_341,1.28659,0.51032,-2.42126,0.80409,-0.67301,-1.11459,0.57191,1.18466,0.00015,0.32444,0.53568,-1.30211,-1.83105,0.65443,0.92323,-0.63293,0.89747,-0.48654,0.65087,-1.52873,0
peptide_nm_342,-1.45989,0.51032,0.77128,-0.69656,-0.42301,1.34979,0.57191,-0.24808,1.45213,0.58213,-2.88716,0.72336,-0.69994,-1.07133,-0.39768,-0.38327,0.89747,-1.48504,0.65087,-1.20784,0
