,DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,y
peptide_nm_228,0.45319,0.33471,0.4507,0.24115,1.18635,-0.56496,-0.68558,-0.19391,-0.51434,0.61603,-1.28942,0.91723,0.97597,-0.83024,0.70234,-0.93464,-0.77851,-0.57674,0.60279,1.48263,0
peptide_nm_229,-1.08917,-0.78441,-0.63213,-0.68066,-0.41977,-0.56496,0.04715,-1.1224,-0.51434,-0.00658,-0.1908,0.32386,-0.4832,-0.06043,-0.73372,0.58047,0.16176,-0.57674,-0.56951,-0.09877,0
peptide_nm_230,-1.08917,-0.78441,0.02229,0.01723,-0.41977,-0.56496,-0.68558,-0.30353,0.64855,-0.51904,0.03497,-1.07641,-0.4832,-0.83024,-0.73372,0.29675,0.04643,-0.57674,0.78562,-1.05964,0
peptide_nm_231,-1.08917,-0.78441,-0.63213,0.34282,0.37391,-0.56496,-0.28767,-1.1224,-0.51434,0.06379,-0.20858,-0.12773,0.42382,0.2376,-0.73372,-0.93464,0.58915,-0.57674,0.11343,-1.05964,0
peptide_nm_232,0.82929,1.34752,-0.63213,-0.03223,-0.41977,-0.56496,0.60731,1.45674,-0.51434,1.30289,0.14518,1.48259,1.68186,1.94209,1.39523,-0.01329,2.88894,-0.57674,-0.56951,0.31281,0
peptide_nm_233,1.82647,0.89427,1.32738,0.57911,-0.41977,1.7004,3.05273,0.32353,-0.51434,0.49977,2.84906,1.3058,-0.4832,0.55212,1.54051,-0.93464,2.21461,-0.57674,1.46857,0.59932,0
peptide_nm_234,0.05811,1.48881,-0.63213,1.26875,1.12698,0.8256,0.37681,0.65882,-0.51434,0.96176,-0.03614,-1.07641,-0.4832,0.67894,-0.73372,-0.93464,0.51317,-0.57674,1.0303,-0.27765,0
peptide_nm_235,-1.08917,0.68024,-0.63213,-0.00338,-0.41977,-0.56496,0.52618,0.11075,-0.51434,0.77972,1.21003,-1.07641,0.18169,-0.83024,0.41038,-0.93464,0.8171,-0.57674,-0.56951,-0.25865,0
peptide_nm_236,-0.11959,-0.78441,0.90146,-0.68066,-0.41977,1.87053,0.48884,-0.05206,1.71614,1.07649,1.56201,2.58005,2.00982,-0.83024,2.18451,0.97241,1.28112,-0.57674,0.77487,-1.05964,0
peptide_nm_237,-1.08917,-0.78441,-0.63213,-0.68066,-0.41977,0.69566,1.25376,-0.52759,-0.51434,0.63439,-0.45923,-1.07641,-0.4832,-0.83024,0.3573,-0.93464,-0.07432,-0.57674,-0.56951,0.59774,0
peptide_nm_238,-0.1541,-0.78441,-0.63213,0.29198,-0.41977,-0.56496,-0.68558,-1.1224,-0.51434,-1.01927,-0.20858,-0.18374,0.59549,-0.2532,0.11562,0.29675,-0.77851,-0.57674,0.11343,-1.05964,0
peptide_nm_239,1.2744,1.22581,1.84272,0.68214,-0.41977,0.4371,-0.68558,0.57016,1.06288,-1.01927,-0.16058,-1.07641,-0.4832,-0.83024,1.34494,-0.93464,2.61894,-0.57674,0.96577,1.24835,0
peptide_nm_240,2.20602,0.23259,2.72437,-0.68066,-0.41977,0.6836,-0.68558,2.40135,-0.51434,1.2264,0.29095,0.59691,1.24116,0.65992,1.76542,-0.93464,0.99077,1.26044,1.24002,1.00457,0
peptide_nm_241,2.05593,0.69703,-0.63213,0.73297,-0.41977,-0.56496,-0.11382,1.16497,-0.51434,-1.01927,-0.35613,1.34956,-0.4832,0.78927,1.81292,-0.93464,0.83067,-0.57674,-0.56951,0.01046,0
peptide_nm_242,-1.08917,1.59932,-0.63213,1.13,-0.41977,1.23822,-0.68558,-1.1224,1.58355,2.52823,0.80115,-1.07641,1.18735,0.38218,-0.73372,0.03351,0.00301,-0.57674,0.74933,1.20402,0
peptide_nm_243,0.73612,1.47482,0.92257,1.00086,1.641,-0.56496,1.69931,2.45454,-0.51434,2.37525,-1.28942,0.44989,-0.4832,1.21793,1.1801,1.28684,0.6977,-0.57674,1.27229,-0.16525,0
peptide_nm_244,-1.08917,0.48719,-0.123,0.04333,-0.41977,-0.56496,-0.68558,-0.12621,-0.51434,-1.01927,-0.48946,-0.35877,-0.4832,0.32257,-0.73372,-0.93464,0.23231,-0.57674,-0.56951,-1.05964,0
peptide_nm_245,-0.02815,0.76557,-0.63213,0.10103,-0.41977,-0.56496,0.20554,-1.1224,0.33504,-1.01927,-0.05925,-0.36227,0.93626,-0.83024,-0.20987,-0.93464,0.49418,-0.57674,-0.56951,0.4252,0
peptide_nm_246,-0.31799,-0.78441,1.26281,0.62032,-0.41977,-0.56496,0.93826,0.67655,-0.51434,0.17852,-0.03436,0.27485,0.29315,-0.83024,1.17731,-0.93464,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_247,0.10469,0.33471,0.22718,-0.68066,-0.41977,0.1973,-0.68558,0.16717,-0.51434,-0.17179,-1.28942,5e-05,-0.4832,-0.83024,0.57662,-0.93464,0.49418,0.25465,-0.56951,-0.31089,0
peptide_nm_248,-0.10752,0.07591,-0.63213,0.60796,-0.41977,-0.56496,0.52232,0.66365,0.27151,-0.47162,-0.56412,0.32386,0.29571,-0.83024,-0.73372,-0.93464,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_249,0.60328,-0.78441,-0.63213,2.07379,0.57702,1.14578,0.44248,0.73458,0.49801,1.51859,-0.11081,-1.07641,1.15276,-0.83024,1.38126,0.53513,-0.77851,-0.57674,-0.56951,0.946,0
peptide_nm_250,0.73785,0.49279,1.67011,-0.68066,-0.41977,-0.56496,1.18679,0.10108,1.03387,-1.01927,-0.08592,0.39913,-0.4832,-0.83024,0.42016,-0.93464,0.83745,1.92962,-0.56951,-0.01645,0
peptide_nm_251,0.82239,-0.78441,-0.63213,-0.68066,-0.41977,0.25893,-0.16018,-0.32932,-0.51434,-0.14884,-0.19613,0.86297,-0.4832,-0.83024,-0.73372,0.43715,-0.77851,-0.57674,-0.56951,-0.42645,0
peptide_nm_252,0.64986,-0.78441,-0.63213,-0.34546,-0.41977,0.26295,-0.68558,-1.1224,-0.51434,-1.01927,-0.38635,-1.07641,0.1676,-0.83024,0.25532,0.29675,0.04643,-0.57674,-0.56951,-1.05964,0
peptide_nm_253,-1.08917,0.01156,-0.63213,-0.68066,-0.41977,-0.56496,-0.33402,-0.68234,-0.51434,-1.01927,-0.80411,-1.07641,0.93626,-0.12765,-0.73372,-0.93464,-0.77851,-0.57674,-0.56951,0.6943,0
peptide_nm_254,1.91791,4.44469,1.88494,2.28124,5.3282,-0.56496,2.03155,0.91028,-0.51434,2.98256,1.13714,4.71722,-0.4832,0.36188,3.04083,1.96688,1.81299,-0.57674,3.17593,1.05681,0
peptide_nm_255,0.32379,0.23819,0.53638,-0.68066,-0.41977,0.5858,0.29954,0.11075,0.59883,-1.01927,-1.28942,0.2416,-0.4832,0.36315,-0.73372,-0.93464,1.02469,1.21989,1.45512,0.05795,0
peptide_nm_256,-1.08917,-0.78441,-0.63213,0.04333,-0.41977,-0.56496,-0.1576,-0.35994,-0.51434,-0.07389,-0.48946,0.34136,0.19194,-0.2532,-0.73372,-0.93464,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_257,-0.10752,-0.78441,0.53265,-0.68066,1.04573,-0.56496,-0.20268,-0.2052,-0.51434,-1.01927,-0.30457,5e-05,-0.4832,-0.83024,0.8141,0.68577,-0.77851,0.35875,0.50599,0.03578,0
peptide_nm_258,-1.08917,-0.78441,1.23797,1.14511,-0.41977,0.53222,-0.11897,0.26227,-0.51434,0.77972,-0.1748,0.2626,-0.4832,0.36315,0.58081,-0.93464,-0.77851,0.50475,-0.56951,0.15134,0
peptide_nm_259,3.40334,0.59351,-0.63213,1.62869,-0.41977,1.29582,0.62148,-1.1224,-0.51434,0.09592,0.35851,1.20603,1.84584,-0.83024,0.91608,-0.93464,1.52264,2.05399,1.87457,0.04212,0
peptide_nm_260,0.7551,0.0983,-0.63213,0.14362,-0.41977,-0.56496,0.63822,0.07206,-0.51434,0.41717,-0.26546,-1.07641,-0.4832,-0.83024,1.50978,-0.03961,-0.77851,-0.57674,-0.56951,0.74338,0
peptide_nm_261,0.28411,-0.78441,-0.63213,0.99811,1.68318,-0.56496,0.41673,0.63141,-0.51434,1.19275,0.4545,1.27955,-0.4832,-0.83024,-0.73372,0.87442,-0.77851,-0.57674,1.58687,-0.07661,0
peptide_nm_262,-1.08917,-0.78441,1.26405,1.18495,-0.41977,-0.56496,-0.68558,-1.1224,-0.51434,0.05767,0.79227,1.05726,0.64289,0.37203,0.97614,-0.1961,-0.77851,-0.57674,1.79391,-1.05964,0
peptide_nm_263,1.89031,-0.78441,-0.63213,0.69863,2.27688,1.20205,1.1649,0.51535,2.04346,0.97553,0.24651,0.15583,-0.4832,0.84254,-0.73372,1.98004,0.73976,-0.57674,2.17571,2.61129,0
peptide_nm_264,0.06328,0.7362,-0.63213,0.57361,-0.41977,-0.56496,0.0626,0.69912,-0.51434,0.12804,0.04385,1.46859,-0.4832,-0.83024,1.64668,0.82616,1.9636,1.14148,-0.56951,-1.05964,0
peptide_nm_265,-0.1748,-0.78441,-0.63213,-0.68066,-0.41977,0.65279,-0.68558,-0.12621,-0.51434,-0.32324,0.32651,-0.72635,-0.4832,-0.83024,-0.73372,-0.33503,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_266,-0.27314,-0.12273,-0.63213,-0.68066,-0.41977,0.04458,-0.68558,-0.07463,-0.51434,-1.01927,-1.28942,0.22759,0.68132,-0.83024,0.00247,0.15489,-0.77851,0.25871,-0.56951,-0.22541,0
peptide_nm_267,-1.08917,-0.78441,-0.63213,-0.68066,-0.41977,-0.56496,-0.03398,1.46641,-0.51434,-0.43644,-0.13925,-1.07641,-0.4832,0.19194,0.00806,-0.1025,-0.77851,-0.57674,-0.56951,0.05795,0
peptide_nm_268,-1.08917,-0.78441,0.14646,0.47333,-0.41977,-0.56496,-0.30956,0.62013,-0.51434,1.13156,-1.28942,0.06656,-0.4832,-0.83024,-0.73372,0.20462,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_269,0.77235,0.69283,1.39816,0.97339,-0.41977,-0.56496,2.17191,0.6701,-0.51434,0.53496,-0.16058,1.43533,2.59656,-0.83024,-0.73372,0.64482,0.26352,-0.57674,0.97921,0.19408,0
peptide_nm_270,0.25478,-0.24583,-0.63213,-0.68066,-0.41977,0.36342,0.10638,-0.14394,-0.51434,0.3468,0.85626,0.48664,-0.4832,-0.83024,-0.73372,-0.93464,0.28659,0.47636,0.24653,-1.05964,0
peptide_nm_271,0.30827,0.25777,0.13529,-0.03086,-0.41977,0.0687,-0.00694,-0.3003,-0.51434,-1.01927,-1.28942,-0.4988,-0.4832,-0.83024,-0.73372,-0.93464,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_272,0.13229,-0.78441,-0.20744,-0.68066,-0.41977,-0.56496,-0.68558,-0.72908,-0.51434,-1.01927,-1.28942,0.56541,-0.4832,-0.14287,-0.73372,-0.93464,-0.77851,-0.57674,0.69152,-1.05964,0
peptide_nm_273,2.1974,0.66765,-0.63213,-0.68066,2.27376,0.8256,-0.68558,0.07851,-0.51434,0.3009,-0.44146,-1.07641,-0.4832,-0.83024,-0.73372,-0.93464,0.52674,-0.57674,0.76142,0.44736,0
peptide_nm_274,0.60328,1.15447,-0.63213,-0.68066,1.4332,2.12105,0.2828,0.98121,-0.51434,-1.01927,0.15941,0.68268,-0.4832,0.17165,0.82248,0.08177,0.65835,-0.57674,-0.56951,0.61674,0
peptide_nm_275,-1.08917,-0.78441,0.36129,0.08042,-0.41977,0.69164,-0.68558,0.16717,-0.51434,-1.01927,-0.62278,-1.07641,0.80815,-0.83024,0.23297,-0.93464,-0.43252,-0.57674,-0.56951,-0.0861,0
peptide_nm_276,-0.02298,-0.78441,-0.63213,-0.68066,-0.41977,0.65279,-0.68558,-1.1224,-0.51434,-1.01927,-1.06721,-1.07641,-0.4832,-0.83024,-0.73372,-0.93464,0.23231,-0.57674,-0.56951,-1.05964,0
peptide_nm_277,2.10079,1.74341,-0.63213,1.51191,5.50162,2.60199,0.93955,1.37936,5.55835,2.13814,2.05443,4.36891,2.21735,3.28006,3.58006,2.74344,3.04497,-0.57674,2.70137,4.24017,0
peptide_nm_278,0.69817,-0.78441,-0.63213,-0.68066,-0.41977,0.24821,-0.68558,0.31708,1.15265,-1.01927,-1.28942,-1.07641,-0.4832,0.04863,-0.20987,-0.1025,-0.31448,-0.57674,-0.56951,0.1735,0
peptide_nm_279,0.05811,-0.78441,-0.63213,1.86635,1.69568,-0.56496,-0.68558,0.84903,1.65537,-1.01927,-0.13392,-1.07641,-0.4832,0.54831,-0.08414,0.21047,-0.77851,-0.57674,1.25078,-1.05964,0
peptide_nm_280,0.0374,0.28575,1.14112,1.0668,0.87387,0.96091,0.43733,0.5347,-0.51434,1.16521,-0.13925,1.15002,-0.4832,-0.83024,0.8574,0.56877,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_281,-0.3456,0.30533,-0.63213,0.08042,-0.41977,-0.05321,0.86872,-1.1224,-0.51434,0.1724,0.29807,-1.07641,-0.4832,-0.83024,-0.73372,-0.93464,-0.77851,-0.57674,0.82327,-0.05286,0
peptide_nm_282,-0.21275,-0.78441,-0.63213,0.47607,-0.41977,-0.56496,-0.68558,-0.2729,0.64855,-0.24216,-0.20858,-1.07641,0.42382,-0.14287,-0.73372,0.15489,-0.04312,-0.57674,-0.56951,-1.05964,0
peptide_nm_283,-1.08917,-0.02621,-0.63213,-0.68066,-0.41977,-0.56496,0.61246,0.50246,0.0381,-1.01927,-1.28942,-0.40778,-0.4832,-0.83024,-0.73372,-0.19171,0.18211,-0.57674,0.56246,-0.5705,0
peptide_nm_284,-1.08917,-0.78441,1.50868,-0.68066,-0.41977,0.80819,0.38582,0.79583,0.73556,1.89491,-0.27258,-1.07641,1.51788,-0.83024,0.64926,0.80569,0.25945,1.34156,-0.56951,1.18661,0
peptide_nm_285,-0.27314,-0.78441,0.04091,0.29198,-0.41977,-0.56496,0.3987,-0.24872,0.32537,0.26878,-0.20858,-1.07641,-0.4832,0.44812,0.25532,-0.19171,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_286,2.10596,-0.78441,0.93126,1.8636,-0.41977,0.59384,2.30069,-1.1224,1.86944,0.56402,1.01448,0.41138,1.2719,1.18369,-0.73372,0.32893,0.73976,-0.57674,1.4726,-0.16525,0
peptide_nm_287,0.36347,0.25777,-0.63213,-0.68066,-0.41977,0.25893,-0.68558,-0.00692,-0.51434,-1.01927,-0.38635,-1.07641,-0.4832,-0.83024,0.10445,-0.93464,-0.77851,-0.57674,-0.56951,-0.15892,0
peptide_nm_288,-1.08917,-0.78441,-0.63213,0.27138,-0.41977,0.82292,0.04715,0.54759,0.56154,-0.35995,0.29807,-1.07641,-0.4832,-0.06043,0.15474,0.07738,0.85916,-0.57674,-0.56951,-1.05964,0
peptide_nm_289,0.05811,-0.78441,-0.63213,-0.13939,2.55655,0.91536,-0.68558,0.04788,-0.51434,0.80113,0.37273,0.60742,1.72541,0.48617,0.71631,-0.93464,-0.77851,1.99856,-0.56951,0.24632,0
peptide_nm_290,-1.08917,-0.07377,0.04091,-0.68066,-0.41977,0.0687,0.01238,-1.1224,0.64855,-0.02493,-0.03081,0.68793,-0.4832,-0.83024,0.11562,-0.93464,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_291,-0.31282,-0.78441,-0.63213,-0.68066,-0.41977,0.80283,-0.68558,0.52825,-0.51434,0.86538,0.29984,0.58116,-0.4832,-0.83024,-0.73372,0.76913,-0.77851,-0.57674,1.2696,0.29064,0
peptide_nm_292,-0.02815,0.25777,-0.63213,0.27,-0.41977,0.50676,0.22614,-1.1224,-0.51434,-1.01927,-1.28942,0.32386,-0.4832,-0.83024,0.06114,-0.93464,-0.2697,-0.57674,0.17527,-1.05964,0
peptide_nm_293,-0.19378,-0.78441,-0.63213,-0.68066,-0.41977,-0.56496,0.25834,-1.1224,-0.51434,0.09898,0.23229,-0.37628,0.54168,-0.83024,-0.73372,-0.93464,-0.18151,0.83866,-0.56951,-1.05964,0
peptide_nm_294,1.50903,-0.78441,0.39482,-0.68066,-0.41977,1.21544,0.52618,-1.1224,-0.51434,-1.01927,0.63227,0.57066,-0.4832,-0.83024,-0.10509,0.23533,0.8171,-0.57674,0.45894,0.59774,0
peptide_nm_295,0.36002,2.0036,-0.63213,0.48706,0.90512,1.27037,0.68586,0.73458,-0.51434,0.75218,1.91044,-1.07641,1.46279,-0.83024,-0.73372,0.71355,-0.77851,-0.57674,-0.56951,1.1502,0
peptide_nm_296,1.20539,-0.78441,-0.63213,-0.68066,3.21743,1.3628,0.11411,0.03499,-0.51434,1.12238,1.91044,0.62842,-0.4832,1.07589,-0.73372,0.02912,1.06811,-0.57674,1.92162,1.37973,0
peptide_nm_297,1.2744,0.92085,-0.63213,0.24115,-0.41977,1.17123,1.2705,1.09566,-0.51434,-1.01927,1.58156,0.25385,-0.4832,0.84254,-0.73372,0.36402,0.93785,-0.57674,0.86091,1.67258,0
peptide_nm_298,0.1668,1.64269,-0.63213,0.74122,-0.41977,1.11229,1.26148,-0.10848,2.94393,0.72771,-1.28942,2.0462,1.2719,-0.83024,1.27369,1.98004,1.16851,-0.57674,1.15264,-1.05964,0
peptide_nm_299,-0.27314,-0.78441,0.13529,-0.68066,-0.1073,-0.56496,-0.68558,0.34287,-0.51434,-1.01927,-1.28942,-1.07641,-0.4832,-0.83024,-0.73372,0.15489,-0.06347,-0.57674,-0.17964,0.37929,0
peptide_nm_300,0.12884,0.77676,0.63572,-0.68066,-0.41977,0.80283,1.07605,-1.1224,-0.51434,-1.01927,-0.21213,-1.07641,1.09511,0.25155,1.64808,1.41407,0.02744,-0.57674,1.2696,0.35555,0
peptide_nm_301,-0.21621,-0.78441,-0.63213,0.35381,-0.41977,-0.56496,1.25376,0.16717,1.32114,1.01377,0.46517,-0.21349,-0.4832,-0.18852,0.46626,-0.93464,-0.77851,-0.57674,-0.56951,0.80195,0
peptide_nm_302,-0.42496,0.20321,-0.63213,0.49531,-0.41977,-0.56496,0.25576,-1.1224,-0.51434,0.30702,0.23229,0.81571,-0.4832,-0.83024,-0.73372,-0.17416,-0.77851,-0.57674,0.95367,0.17667,0
peptide_nm_303,-0.02815,-0.78441,-0.63213,0.8415,-0.41977,-0.56496,-0.68558,0.66365,-0.51434,-1.01927,0.13274,0.16283,-0.4832,-0.83024,0.06114,0.07738,-0.00648,-0.57674,-0.56951,-0.69555,0
peptide_nm_304,0.44456,5.35678,4.18841,2.07517,6.36405,4.37167,3.08106,1.80009,5.2407,2.7944,1.802,1.98844,4.15309,3.83554,0.9063,2.21696,5.22536,-0.57674,2.91243,0.84469,0
peptide_nm_305,-0.02298,-0.78441,-0.63213,0.16834,-0.41977,-0.56496,-0.09966,-0.44215,-0.51434,-1.01927,-0.77566,-1.07641,-0.4832,-0.83024,-0.73372,-0.93464,-0.77851,-0.57674,-0.56951,-0.3473,0
peptide_nm_306,-0.1403,0.93904,-0.63213,-0.68066,-0.41977,-0.56496,0.53391,0.26872,0.72175,0.68793,-0.18902,-1.07641,-0.4832,-0.83024,0.17011,-0.93464,0.73569,0.58992,1.08676,1.20086,0
peptide_nm_307,-1.08917,-0.78441,-0.63213,-0.68066,0.2208,0.65279,-0.68558,-1.1224,-0.51434,-0.33088,-0.66722,0.0053,-0.4832,-0.04648,-0.07296,-0.93464,-0.06347,-0.57674,-0.56951,-1.05964,0
peptide_nm_308,0.03223,0.25777,-0.63213,-0.68066,-0.41977,0.14104,-0.09966,-0.12621,-0.51434,-0.50987,-1.28942,-1.07641,-0.4832,-0.23037,-0.73372,-0.2429,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_309,2.61663,2.0036,-0.63213,-0.68066,-0.41977,0.86177,1.12241,0.6701,1.86944,0.58697,0.63227,0.45164,2.72467,1.89389,1.02504,1.77383,1.28248,2.11753,-0.56951,1.10588,0
peptide_nm_310,1.94206,-0.78441,1.75455,-0.68066,-0.41977,0.84436,1.78946,-0.03272,1.37086,0.10051,0.02074,1.99894,1.57809,-0.83024,1.0404,0.32161,-0.77851,-0.57674,-0.56951,-0.01962,0
peptide_nm_311,0.68782,-0.18848,1.00452,-0.68066,-0.41977,1.58385,-0.68558,0.02531,-0.51434,-1.01927,2.70329,0.12782,-0.4832,-0.83024,0.80851,-0.93464,0.04643,-0.57674,-0.56951,1.02831,0
peptide_nm_312,0.40315,-0.78441,0.65683,1.68776,-0.41977,1.33601,0.56997,-1.1224,-0.51434,0.49518,1.0127,0.04731,1.33468,1.0277,0.80991,0.62288,-0.77851,-0.57674,0.76142,0.37296,0
peptide_nm_313,-0.13339,-0.78441,-0.63213,0.41837,-0.41977,-0.56496,-0.68558,0.66365,0.59054,-1.01927,-1.28942,-1.07641,0.40332,-0.06931,0.8141,-0.93464,-0.04312,-0.57674,-0.56951,-0.38687,0
peptide_nm_314,-1.08917,0.01156,-0.63213,0.41837,0.54109,0.25893,0.20554,-0.46472,-0.51434,-1.01927,-0.03081,-0.21524,-0.4832,-0.83024,-0.73372,0.43715,-0.77851,-0.57674,-0.56951,0.6943,0
peptide_nm_315,0.50494,-0.78441,0.56245,-0.68066,1.74568,0.7613,0.95887,1.11178,1.12365,-0.09377,-1.28942,0.7772,-0.4832,1.48172,0.69536,0.12418,-0.77851,1.53487,2.12597,1.33699,0
peptide_nm_316,-1.08917,-0.78441,0.27561,0.80441,-0.41977,-0.56496,1.12498,-0.3535,-0.51434,-1.01927,0.01363,0.65118,-0.4832,0.73094,0.98592,0.31723,0.28116,0.58045,-0.56951,-1.05964,0
peptide_nm_317,-1.08917,0.39207,1.67011,-0.68066,-0.41977,-0.56496,0.35105,-1.1224,-0.51434,2.3523,-0.19613,-1.07641,1.05924,-0.83024,-0.01429,-0.93464,1.9636,1.14148,-0.56951,-0.17475,0
peptide_nm_318,1.03459,0.20321,-0.63213,-0.68066,-0.41977,0.95287,-0.68558,0.62013,-0.51434,-0.06012,-0.54101,-1.07641,-0.4832,0.2693,0.77638,1.12158,-0.1096,-0.57674,-0.56951,-1.05964,0
peptide_nm_319,1.52283,0.88168,-0.63213,-0.68066,0.51765,2.25368,0.4927,0.26227,1.13055,-1.01927,2.12732,1.31281,-0.4832,0.54831,0.74565,1.87621,0.21468,-0.57674,-0.56951,2.27095,0
peptide_nm_320,-0.02815,-0.78441,0.05581,0.16422,-0.41977,0.69164,0.34461,-0.14233,-0.51434,-0.14884,-0.05925,0.86297,0.24575,-0.83024,0.06952,-0.93464,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_321,0.43076,0.84251,1.25288,-0.68066,-0.41977,2.30324,0.22099,-0.02627,-0.51434,1.95763,0.88293,1.58061,2.85278,-0.83024,0.9943,0.52197,2.75462,1.88095,-0.56951,2.24721,0
peptide_nm_322,-1.08917,-0.09755,0.07444,-0.68066,-0.41977,-0.56496,-0.68558,-0.4486,-0.51434,-1.01927,0.13274,-0.217,-0.4832,0.18433,-0.73372,-0.93464,-0.00648,-0.57674,-0.56951,-1.05964,0
peptide_nm_323,0.30137,-0.78441,-0.63213,0.45684,-0.41977,0.9301,0.30856,0.3203,-0.51434,-1.01927,1.42335,-1.07641,1.26934,0.27565,1.39802,-0.09226,-0.77851,-0.57674,-0.56951,0.22574,0
peptide_nm_324,0.23063,0.36129,0.82819,1.38827,-0.41977,0.50676,-0.68558,0.25744,-0.51434,-0.22533,-0.16769,0.32386,-0.4832,-0.83024,1.12282,0.44153,0.0098,-0.57674,-0.56951,-1.05964,0
peptide_nm_325,-0.05403,0.52496,-0.63213,1.77019,-0.41977,-0.56496,1.41988,-1.1224,0.64579,0.75524,1.4589,1.06601,-0.4832,-0.83024,1.39942,0.55122,0.56744,1.25909,-0.56951,0.51068,0
peptide_nm_326,1.35893,1.48881,1.73344,0.14362,-0.41977,0.8256,-0.68558,0.41219,1.10845,0.49518,0.67494,0.29411,-0.4832,-0.83024,-0.73372,0.95925,0.62986,-0.57674,0.3245,-1.05964,0
peptide_nm_327,3.23426,2.9017,2.17427,1.44322,-0.41977,4.7575,2.73208,5.2642,3.61377,3.2671,0.47584,1.63662,-0.4832,2.03086,1.16473,1.23857,2.40727,5.51747,4.11162,1.72641,0
peptide_nm_328,-0.04023,0.76557,-0.63213,0.74259,-0.41977,0.63135,0.13342,-0.14394,-0.51434,-1.01927,-0.30457,-1.07641,0.29443,-0.83024,-0.73372,-0.93464,0.16176,-0.57674,-0.56951,0.1735,0
peptide_nm_329,-0.51467,0.52916,-0.63213,0.88409,-0.41977,0.36476,-0.68558,0.28323,1.70371,0.41717,-0.30635,-1.07641,-0.4832,-0.83024,0.42295,-0.93464,0.07764,-0.57674,-0.56951,0.56767,0
peptide_nm_330,2.63388,-0.78441,-0.63213,1.08466,-0.41977,1.57045,1.43662,0.48472,1.70371,0.5732,1.84644,1.34256,1.58577,1.25218,1.60477,1.49012,0.39649,-0.57674,1.91759,1.67417,0
peptide_nm_331,0.87587,-0.78441,-0.63213,0.33732,-0.41977,0.06334,0.38067,0.28323,-0.51434,-1.01927,0.01008,0.33436,0.83377,-0.15935,-0.73372,-0.93464,0.94735,-0.57674,-0.56951,0.18775,0
peptide_nm_332,0.93108,1.2454,7.66039,2.46258,5.87972,-0.56496,8.60803,1.39548,3.79469,-1.01927,0.98248,-1.07641,5.90435,6.89068,2.22083,0.47225,2.16712,2.67179,1.86651,2.43558,0
peptide_nm_333,0.29101,0.07591,-0.63213,0.8415,-0.41977,-0.56496,0.74124,0.38962,-0.51434,0.41564,-0.20858,0.32386,-0.4832,-0.10862,-0.73372,-0.93464,-0.31041,-0.57674,-0.56951,-1.05964,0
peptide_nm_334,0.83274,-0.78441,-0.63213,-0.68066,1.88941,0.89125,0.23387,-0.03272,1.36258,-0.27734,-1.28942,2.11446,-0.4832,0.7804,-0.73372,0.71794,0.47383,-0.57674,-0.56951,1.72166,0
peptide_nm_335,0.98973,0.22979,-0.63213,-0.68066,2.55655,0.29912,0.47983,1.08276,1.12917,-1.01927,-0.00059,-1.07641,-0.4832,1.15072,-0.73372,0.58339,1.56063,-0.57674,0.72378,0.11968,0
peptide_nm_336,0.64469,0.10389,-0.63213,0.73297,-0.41977,-0.56496,0.7979,1.81621,1.57665,0.91892,0.81893,0.57416,0.54168,0.58256,-0.73372,1.99759,-0.77851,-0.57674,0.92813,0.46319,0
peptide_nm_337,0.94488,1.6231,1.55835,-0.68066,-0.41977,-0.56496,0.76055,1.16014,-0.51434,0.08674,3.75569,0.62492,-0.4832,1.20271,1.85063,2.97598,1.21057,-0.57674,-0.56951,0.94441,0
peptide_nm_338,-0.03333,0.03814,1.00576,1.8636,-0.41977,2.10497,-0.68558,2.34009,2.68843,-1.01927,0.15407,1.12727,1.15789,0.892,-0.73372,0.9066,1.17122,1.92691,0.47373,0.71172,0
peptide_nm_339,2.71324,0.75998,2.10473,1.06543,1.3832,0.89125,0.51202,0.7378,1.0104,0.42022,1.11758,2.46103,-0.4832,-0.83024,1.0418,1.36288,0.69634,-0.57674,-0.56951,0.60566,0
peptide_nm_340,-1.08917,0.10529,0.86669,0.19307,-0.41977,-0.56496,0.09608,-0.00531,-0.51434,0.1724,-0.30457,-0.10672,-0.4832,-0.83024,-0.73372,0.07885,0.28659,-0.57674,-0.56951,0.58033,0
peptide_nm_341,-1.08917,-0.78441,0.65434,-0.18884,-0.41977,-0.56496,-0.68558,-0.30353,-0.51434,-1.01927,0.29807,0.0368,-0.4832,0.7005,-0.06738,0.58047,-0.77851,-0.57674,0.28551,0.85102,0
