,PAAC_Xc1.A,PAAC_Xc1.R,PAAC_Xc1.N,PAAC_Xc1.D,PAAC_Xc1.C,PAAC_Xc1.Q,PAAC_Xc1.E,PAAC_Xc1.G,PAAC_Xc1.H,PAAC_Xc1.I,PAAC_Xc1.L,PAAC_Xc1.K,PAAC_Xc1.M,PAAC_Xc1.F,PAAC_Xc1.P,PAAC_Xc1.S,PAAC_Xc1.T,PAAC_Xc1.W,PAAC_Xc1.Y,PAAC_Xc1.V,PAAC_Xc2.lambda1,PAAC_Xc2.lambda2,PAAC_Xc2.lambda3,y
peptide_nm_439,-0.35353,0.00019,-0.63272,0.2832,-0.42851,0.55451,0.89217,-0.31972,-0.49941,-0.14921,-0.72936,0.81407,1.21085,0.071,1.11365,2.10469,0.14723,-0.59113,-0.52788,-0.93585,-0.24818,-0.5546,-0.71009,0
peptide_nm_440,-0.85632,-0.72246,-0.63272,2.20147,-0.42851,1.7068,2.44551,-0.96038,0.80634,-0.91171,-1.21276,-0.52656,1.23458,0.08383,0.22703,0.67162,-0.74592,-0.59113,3.12806,-0.93585,-1.0029,-0.82497,-0.12369,0
peptide_nm_441,-0.85632,-0.72246,1.65204,-0.65651,-0.42851,0.59626,0.16447,-0.29586,-0.49941,-0.12082,-0.71136,-0.51603,-0.51075,-0.86036,0.24811,-0.0479,-0.74592,-0.59113,-0.52788,-0.15799,-1.46307,-0.71897,-0.61028,0
peptide_nm_442,-0.85632,-0.72246,0.47207,2.17136,0.3344,0.55799,-0.61951,-0.31773,-0.49941,-0.14685,-0.72786,-0.53135,2.94313,-0.86036,-0.68437,-0.8015,-0.74592,-0.59113,0.67793,-0.93585,-0.91213,-0.8146,0.14228,0
peptide_pm_1,-0.85632,-0.72246,-0.63272,-0.65651,1.05799,-0.56687,-0.61951,2.79617,-0.49941,0.57859,0.20444,0.33449,-0.51075,0.04981,-0.68437,-0.09148,-0.74592,-0.59113,-0.52788,1.26277,-0.61465,0.01238,-0.25929,1
peptide_pm_2,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,0.73267,-0.18231,1.56171,2.02444,-0.51075,0.92148,-0.68437,1.97851,1.81718,0.70572,-0.52788,-0.21847,0.3278,0.45725,-1.00261,1
peptide_pm_3,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,-1.21276,0.25346,-0.51075,4.26441,-0.68437,-0.8015,-0.74592,-0.59113,-0.52788,-0.93585,2.09905,2.00515,-3.23763,1
peptide_pm_4,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,2.11761,2.11126,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,-0.59113,-0.52788,-0.93585,-0.24689,2.46314,0.40337,1
peptide_pm_5,0.23718,-0.72246,2.96034,-0.65651,4.53386,-0.56687,0.20243,0.433,-0.49941,0.74664,-0.16142,-0.98168,-0.51075,-0.86036,1.27088,1.56874,1.19658,0.88314,0.77932,1.5107,-1.63826,-1.42161,-1.31387,1
peptide_pm_6,0.03435,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.742,-0.49941,-0.23634,-0.7846,2.59707,1.01413,1.61444,-0.68437,-0.8015,-0.74592,-0.59113,-0.52788,-0.27161,1.07318,0.9824,0.07056,1
peptide_pm_7,0.13421,0.70121,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.30179,-0.49941,1.34157,0.21574,0.34498,-0.51075,-0.86036,-0.68437,-0.08582,-0.74592,0.7443,-0.52788,0.54159,-0.46016,-0.34707,-0.24195,1
peptide_pm_8,3.18805,-0.72246,-0.63272,0.28836,-0.42851,1.68821,-0.61951,1.61637,0.79567,-0.14502,1.21751,0.82393,2.95137,-0.86036,-0.68437,-0.07096,2.84628,0.77203,-0.52788,-0.93585,-0.67379,-0.14822,-0.97703,1
peptide_pm_9,-0.3596,-0.72246,1.54343,-0.65651,-0.42851,-0.56687,-0.61951,-0.32745,-0.49941,-0.15841,0.69749,-0.09465,-0.51075,0.05975,-0.68437,-0.8015,0.13644,-0.59113,-0.52788,-0.19497,-0.90595,0.31763,-0.71225,1
peptide_pm_10,2.41748,-0.72246,0.39177,-0.65651,-0.42851,2.56243,0.08357,0.82745,-0.49941,-0.91171,-0.31345,2.35909,1.09067,1.73865,-0.68437,-0.8015,0.08488,-0.59113,0.59029,1.85449,-0.1794,0.66348,0.14598,1
peptide_pm_11,-0.85632,-0.10025,-0.63272,1.77081,0.22634,-0.56687,0.03128,-0.96038,-0.49941,-0.91171,0.4521,-0.59514,-0.51075,-0.05844,-0.68437,0.44964,-0.74592,2.91075,-0.52788,-0.29014,1.56538,0.81865,0.63928,1
peptide_pm_12,0.56574,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,0.71491,-0.19283,0.15447,2.40434,-0.51075,0.89579,-0.68437,1.93843,0.93818,0.68702,-0.52788,-0.22882,0.37518,0.45593,-0.57361,1
peptide_pm_13,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,3.27639,1.79772,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,-0.59113,-0.52788,-0.93585,-2.306,-1.06688,0.8133,1
peptide_pm_14,-0.85632,-0.72246,1.82599,-0.65651,4.66509,-0.56687,0.22416,1.90008,-0.49941,1.6416,-0.67319,-0.98168,-0.51075,0.17923,1.32258,2.4424,0.25101,-0.59113,0.81389,2.41248,-1.88081,-1.75823,-1.65833,1
peptide_pm_15,1.04683,-0.03861,0.40952,1.122,1.01093,-0.56687,-0.61951,0.25215,-0.49941,-0.19015,0.61702,1.14248,1.11841,0.02099,-0.68437,-0.11396,0.09927,-0.59113,-0.52788,0.48349,0.41861,-0.11812,-0.04223,1
peptide_pm_16,0.44627,0.52567,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.69943,0.61289,0.40525,0.03961,1.73218,-0.51075,0.74825,-0.68437,-0.17407,-0.74592,-0.59113,0.51022,-0.28822,1.17011,1.10715,0.58582,1
peptide_pm_17,0.2025,-0.72246,0.52697,-0.65651,-0.42851,-0.56687,-0.61951,0.3888,-0.49941,-0.10883,1.84122,-0.50897,-0.51075,-0.86036,-0.68437,0.72854,0.19452,-0.59113,-0.52788,-0.93585,-1.3899,-0.80697,-1.11433,1
peptide_pm_18,-0.85632,3.23123,-0.63272,-0.65651,1.94926,-0.56687,-0.61951,-0.45964,-0.49941,-0.91171,-1.21276,-0.63079,-0.51075,0.59552,-0.68437,-0.8015,-0.74592,0.46848,1.35119,-0.34971,2.28306,0.96885,2.48713,1
peptide_pm_19,-0.40964,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,0.64487,-0.23429,0.07562,1.81022,-0.51075,1.62194,0.11433,-0.8015,-0.74592,0.61331,-0.52788,-0.93585,1.37835,1.24499,-0.63524,1
peptide_pm_20,1.23042,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,0.79352,1.81319,-0.51075,1.07237,-0.68437,-0.8015,-0.74592,0.81555,-0.52788,-0.93585,-1.4224,-0.39757,-1.05064,1
peptide_pm_21,0.10571,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,0.73282,-0.18223,0.63711,2.0248,-0.51075,0.92169,-0.68437,1.97884,1.81749,0.70588,-0.52788,-0.21839,0.2568,0.39236,-0.85917,1
peptide_pm_22,-0.85632,1.76808,-0.63272,-0.65651,2.19268,-0.56687,-0.61951,-0.40838,-0.49941,-0.91171,-1.21276,-0.98168,-0.51075,0.74456,-0.68437,-0.8015,-0.74592,-0.59113,0.50784,0.35645,-0.22188,0.32324,2.95253,1
peptide_pm_23,0.12863,-0.72246,-0.63272,0.26394,1.06141,0.53152,-0.61951,2.80482,0.76218,0.58202,0.6812,1.21698,1.17555,0.0519,-0.68437,0.6218,1.00375,-0.59113,-0.52788,1.26783,-0.43464,-0.23464,-0.21245,1
peptide_pm_24,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,0.80008,0.88766,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,0.53789,-0.52788,-0.93585,0.54657,2.58975,0.45492,1
peptide_pm_25,1.23352,-0.72246,2.80071,0.31998,1.15213,-0.56687,-0.61951,0.3711,-0.49941,-0.91171,2.30346,0.88434,-0.51075,0.10745,-0.68437,2.9734,1.11028,-0.59113,-0.52788,0.62272,-0.74692,-0.64383,-1.46131,1
peptide_pm_26,1.05988,-0.72246,0.41666,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,0.5413,0.62956,0.30155,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,-0.59113,-0.52788,-0.93585,-0.28015,-0.13612,0.43504,1
peptide_pm_27,-0.39216,-0.05534,-0.63272,-0.65651,0.97572,-0.56687,-0.61951,-0.36894,-0.49941,-0.91171,-1.21276,0.26165,-0.51075,-0.86036,2.63536,0.53994,0.0786,0.66042,0.58184,-0.93585,0.28642,0.48131,0.15535,1
peptide_pm_28,1.75212,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,0.29196,1.81321,-0.51075,1.07238,-0.68437,-0.8015,-0.74592,0.81555,-0.52788,-0.93585,-1.27769,-0.54266,-1.01581,1
peptide_pm_29,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.48803,-0.49941,1.67405,1.51939,-0.98168,-0.51075,-0.86036,0.33186,0.01978,-0.74592,-0.59113,-0.52788,-0.93585,-2.13845,-1.33232,-2.41032,1
peptide_pm_30,-0.41111,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,0.64109,-0.23653,0.49941,1.801,-0.51075,1.61374,-0.68437,-0.8015,-0.74592,0.60933,-0.52788,-0.93585,1.37478,1.20869,-0.4871,1
peptide_pm_31,0.06802,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,0.07527,1.9842,0.68455,1.191,-0.76841,0.66901,1.07178,1.70801,-0.68437,0.53421,-0.74592,-0.59113,-0.52788,-0.93585,0.59437,0.63956,-0.1995,1
peptide_pm_32,1.15686,0.00092,-0.63272,0.28416,1.09414,-0.56687,-0.61951,-0.96038,0.7899,-0.91171,-0.72887,-0.98168,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,0.76596,-0.52788,-0.93585,-0.51711,-0.32901,-0.75681,1
peptide_pm_33,0.13075,-0.01311,-0.63272,-0.65651,-0.42851,2.73539,-0.61951,1.55515,-0.49941,-0.91171,3.0578,0.34035,-0.51075,0.05386,1.96304,-0.08832,-0.74592,-0.59113,-0.52788,-0.93585,-0.34832,-0.31918,-0.26621,1
peptide_pm_34,-0.02021,2.88274,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,1.17043,0.57154,1.6243,-0.00695,0.13817,-0.51075,-0.86036,0.06314,-0.8015,-0.00329,-0.59113,0.47163,0.31127,1.61537,2.19133,-0.05562,1
peptide_pm_35,-0.29368,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.47348,-0.49941,0.79482,0.95101,-0.98168,-0.51075,0.18186,0.32166,0.01153,-0.74592,-0.59113,-0.52788,-0.09664,-2.21701,-1.27119,-2.01833,1
peptide_pm_36,0.99477,-0.72246,-0.63272,0.20842,-0.42851,-0.56687,-0.61951,0.21898,-0.49941,-0.91171,0.56696,0.67116,-0.51075,0.85412,-0.68437,-0.8015,-0.74592,-0.59113,-0.52788,0.44466,0.14388,0.53523,0.32271,1
peptide_pm_37,0.6308,-0.00999,-0.63272,-0.65651,-0.42851,1.64432,-0.61951,0.93456,0.77046,0.59182,1.17021,0.34617,-0.51075,0.05789,1.97468,-0.08518,-0.74592,-0.59113,-0.52788,0.54291,-0.43169,-0.29742,-0.35982,1
peptide_pm_38,0.05033,-0.0709,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.38274,-0.49941,1.15075,-0.34107,-0.57691,-0.51075,0.81911,-0.68437,-0.14643,-0.74592,-0.59113,-0.52788,-0.93585,0.21544,1.04418,0.28283,1
peptide_pm_39,0.12061,-0.72246,0.43728,0.25644,1.04927,1.61201,-0.61951,2.77413,0.7519,0.56985,1.13539,1.63521,1.16181,0.04447,-0.68437,1.31605,0.12178,-0.59113,-0.52788,1.24988,-0.34272,-0.21476,-0.05173,1
peptide_pm_40,0.04864,-0.07212,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.76932,-0.49941,-0.2255,0.09234,-0.17364,-0.51075,-0.02219,-0.68437,-0.8015,0.05786,3.06909,-0.52788,1.08886,1.0729,0.36516,0.32951,1
peptide_pm_41,-0.85632,1.76701,-0.63272,-0.65651,2.19155,-0.56687,-0.61951,-0.40862,-0.49941,-0.91171,-1.21276,-0.98168,-0.51075,-0.05824,-0.68437,-0.8015,-0.74592,-0.59113,1.54267,0.35589,-0.19116,0.28087,2.98671,1
peptide_pm_42,0.61724,-0.72246,-0.63272,0.26153,-0.42851,-0.56687,-0.61951,0.91728,-0.49941,-0.1668,0.67623,0.77264,-0.51075,1.86925,-0.68437,2.03765,-0.74592,0.73331,-0.52788,-0.20321,-0.35244,-0.13354,-0.3264,1
peptide_pm_43,-0.85632,8.49596,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,3.12596,-0.49941,-0.91171,1.87048,4.38724,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,-0.59113,14.80646,3.84743,1.80894,1.72831,1.49028,1
peptide_pm_44,-0.85632,2.41488,-0.63272,-0.65651,2.21302,-0.56687,-0.61951,1.26476,-0.49941,-0.91171,-0.79303,-0.98168,-0.51075,-0.05167,-0.68437,-0.8015,-0.74592,-0.59113,0.51588,0.36648,-0.21654,0.3224,2.71887,1
peptide_pm_45,-0.85632,0.02928,1.65871,-0.65651,4.31854,-0.56687,0.16676,2.37193,-0.49941,-0.11851,-0.7099,-0.98168,-0.51075,-0.86036,2.12124,0.7101,2.9705,0.81917,-0.52788,0.62441,-1.32929,-1.16896,-0.29982,1
peptide_pm_46,-0.85632,0.52923,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.25135,0.04318,-0.59288,-0.51075,-0.86036,1.65137,-0.8015,-0.74592,2.9312,-0.52788,-0.93585,1.1526,-0.22769,2.13266,1
peptide_pm_47,-0.85632,0.02548,1.64712,-0.65651,4.29452,-0.56687,0.94508,2.35507,-0.49941,-0.91171,-0.71244,-0.98168,-0.51075,-0.86036,2.10705,0.70245,2.95169,0.81203,-0.52788,0.61652,-1.08451,-1.04174,-0.51056,1
peptide_pm_48,-0.33747,-0.72246,1.64042,-0.65651,4.28064,-0.56687,0.16048,1.02304,-0.49941,0.66202,-1.21276,0.40817,-0.51075,-0.86036,1.1711,2.19756,0.17577,0.80791,0.71262,1.38585,-1.16254,-1.18621,-0.1557,1
peptide_pm_49,0.10337,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.87392,-0.49941,-0.184,1.5553,0.73213,-0.51075,-0.86036,0.17362,-0.8015,-0.74592,-0.59113,-0.52788,-0.22013,-0.16869,0.43989,-0.42391,1
peptide_pm_50,0.06712,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.80465,-0.49941,-0.21148,1.45076,1.07968,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,-0.59113,-0.52788,-0.24716,0.40726,0.93648,-0.34635,1
peptide_pm_51,2.10845,-0.72246,1.5321,3.03762,-0.42851,-0.56687,0.12332,2.18781,0.76642,2.08577,-0.73768,-0.09926,2.87318,1.8856,-0.68437,2.76869,0.13185,0.74124,-0.52788,2.74928,-0.26181,-0.22774,-0.50126,1
peptide_pm_52,-0.85632,1.71539,-0.63272,0.13602,-0.42851,-0.56687,-0.61951,0.12026,-0.49941,1.66058,0.0103,1.29005,0.9412,-0.07487,-0.68437,0.424,0.76059,-0.59113,-0.52788,-0.30337,0.56712,1.97876,0.81047,1
peptide_pm_53,0.21628,-0.72246,-0.63272,-0.65651,-0.42851,1.8254,-0.61951,-0.27701,-0.49941,1.52827,0.33411,-0.98168,-0.51075,2.11996,0.27457,0.74846,0.20676,-0.59113,-0.52788,-0.93585,-1.41826,-0.70913,-1.67555,1
peptide_pm_54,-0.85632,2.1914,-0.63272,-0.65651,2.02486,-0.56687,-0.61951,-0.44372,-0.49941,-0.91171,-1.21276,-0.2576,-0.51075,0.64181,-0.68437,-0.8015,-0.74592,0.50217,1.41094,-0.33107,2.0526,0.70909,2.17198,1
peptide_pm_55,-0.85632,-0.08791,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,-1.21276,1.38356,-0.51075,1.59308,0.10504,-0.8015,-0.74592,-0.59113,-0.52788,-0.93585,1.04152,1.84501,-0.67953,1
peptide_pm_56,-0.85632,0.03655,1.68086,-0.65651,4.36441,-0.56687,0.17436,2.40413,-0.49941,-0.91171,-0.70504,-0.98168,-0.51075,-0.86036,2.14836,-0.0384,3.94449,0.8328,-0.52788,1.42716,-1.34072,-1.21656,-0.57617,1
peptide_pm_57,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,2.68423,3.0396,-0.51075,-0.86036,0.12091,-0.8015,-0.74592,0.62323,-0.52788,-0.93585,0.61116,1.40906,-0.34034,1
peptide_pm_58,-0.85632,0.01481,0.49093,0.30221,4.22712,-0.56687,0.15162,2.30776,-0.49941,-0.13379,-0.71958,-0.98168,-0.51075,0.08984,2.06721,-0.06026,3.81013,0.79201,-0.52788,-0.17074,-1.21111,-0.89043,-0.06375,1
peptide_pm_59,-0.85632,-0.10334,-0.63272,1.75876,0.22309,-0.56687,0.02805,-0.96038,-0.49941,-0.25844,0.44383,-0.59706,-0.51075,-0.06243,-0.68437,0.44343,-0.74592,2.89337,-0.52788,-0.93585,1.58389,0.92551,0.63878,1
peptide_pm_60,0.15339,-0.72246,0.47319,-0.65651,-0.42851,-0.56687,-0.61951,-0.31708,-0.49941,-0.14607,1.69959,-0.08011,-0.51075,-0.86036,-0.68437,0.65758,0.15091,-0.59113,-0.52788,-0.93585,-0.67452,-0.21551,-0.84789,1
peptide_pm_61,1.58227,-0.72246,0.43565,-0.65651,1.04702,0.52091,0.84687,2.14697,-0.49941,1.30724,1.13181,1.63122,1.15926,0.04309,-0.68437,-0.8015,2.7196,-0.59113,-0.52788,-0.20839,-0.32718,0.02085,-0.30089,1
peptide_pm_62,-0.44757,2.80248,-0.63272,-0.65651,0.80811,-0.56687,-0.61951,-0.43954,-0.49941,-0.91171,-0.81977,-0.98168,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,1.61318,2.40389,2.11253,2.33618,0.1942,2.29542,1
peptide_pm_63,-0.85632,-0.0172,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.91538,-0.49941,-0.16755,-0.26922,-0.98168,-0.51075,-0.86036,-0.68437,1.3257,0.12574,-0.59113,-0.52788,-0.20396,0.04508,-0.75618,0.07479,1
peptide_pm_64,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,0.82548,0.91124,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,0.55213,-0.52788,-0.93585,1.27996,2.34899,-0.32616,1
peptide_pm_65,-0.42054,-0.09612,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,-0.79378,1.35296,-0.51075,0.75411,-0.68437,-0.8015,-0.74592,-0.59113,-0.52788,-0.93585,1.43514,1.69192,-0.48651,1
peptide_pm_66,6.21772,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,-1.21276,1.72535,-0.51075,2.88362,-0.68437,-0.8015,-0.74592,0.77134,-0.52788,-0.93585,-1.08438,-0.14302,-0.56732,1
peptide_pm_67,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,0.83058,-0.22261,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,1.70113,-0.52788,-0.93585,1.63736,0.74744,1.19135,1
peptide_pm_68,-0.85632,-0.10972,-0.63272,-0.65651,-0.42851,0.38396,-0.61951,-0.41715,-0.49941,-0.91171,1.24652,-0.60102,-0.51075,-0.86036,-0.68437,-0.18545,-0.74592,1.70792,-0.52788,-0.93585,0.84128,1.78944,0.6177,1
peptide_pm_69,-0.35885,0.70755,-0.63272,-0.65651,-0.42851,1.65218,-0.61951,-0.32649,-0.49941,0.59716,0.2221,-0.0933,-0.51075,-0.86036,-0.68437,-0.08264,-0.74592,0.75025,-0.52788,-0.93585,-0.79292,-0.25122,-0.18542,1
peptide_pm_70,-0.32782,-0.72246,0.52497,0.33125,4.36816,-0.56687,0.17498,1.73333,-0.49941,0.69127,-0.70464,-0.03789,-0.51075,0.11862,1.20559,2.25329,0.1929,-0.59113,1.99922,1.429,-1.46564,-1.20364,-0.49874,1
peptide_pm_71,-0.35616,-0.00358,-0.63272,-0.65651,4.11102,-0.56687,0.13239,-0.32306,-0.49941,-0.15318,-1.21276,0.35811,-0.51075,0.99264,1.10427,2.08953,1.03106,-0.59113,1.86375,-0.18982,0.05522,-1.03033,-0.25022,1
peptide_pm_72,1.70155,-0.72246,-0.63272,-0.65651,1.11919,0.57411,-0.61951,-0.30852,-0.49941,2.1916,-0.72091,0.84546,-0.51075,1.03492,0.23036,-0.06225,-0.74592,-0.59113,-0.52788,0.59024,-1.20163,-0.30759,-0.68354,1
peptide_pm_73,-0.4259,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.41193,-0.49941,-0.91171,-0.38511,-0.21304,-0.51075,0.73425,-0.68437,-0.17953,-0.74592,1.73004,-0.52788,-0.93585,1.41582,0.47268,1.37257,1
peptide_pm_74,-0.4549,1.58533,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,0.30582,-0.44089,-0.26483,-0.51075,-0.11678,-0.68437,-0.8015,-0.03285,4.82076,0.43184,-0.93585,3.35747,1.95732,-0.32711,1
peptide_pm_75,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.2688,0.00999,0.91095,-0.51075,-0.07508,-0.68437,-0.8015,-0.74592,0.55195,-0.52788,-0.93585,0.90578,2.44752,-0.07766,1
peptide_pm_76,-0.45696,3.29544,-0.63272,-0.65651,-0.42851,0.32382,-0.61951,0.05736,-0.49941,-0.91171,1.47493,-0.98168,-0.51075,-0.1206,0.0297,-0.8015,-0.74592,-0.59113,-0.52788,-0.34019,1.324,2.64228,0.95842,1
peptide_pm_77,0.85293,3.57675,1.23938,0.14215,-0.42851,-0.56687,-0.61951,-0.41588,-0.49941,-0.91171,-1.21276,-0.98168,0.95243,-0.0688,-0.68437,1.05096,0.77224,0.56108,-0.52788,0.97625,1.65206,1.29612,0.35949,1
peptide_pm_78,-0.85632,0.55625,-0.63272,-0.65651,0.91727,-0.56687,-0.61951,-0.39356,-0.49941,-0.91171,-0.78508,-0.1873,-0.51075,-0.03635,1.70179,-0.1587,0.04428,0.60832,0.53565,0.39114,0.78496,0.74666,0.66952,1
peptide_pm_79,1.57952,-0.72246,0.43445,-0.65651,-0.42851,-0.56687,0.11285,0.90193,-0.49941,-0.17289,0.1924,0.75829,-0.51075,0.9445,0.18672,-0.09752,0.98489,0.72248,-0.52788,-0.93585,-0.2279,0.23543,-0.61922,1
peptide_pm_80,-0.85632,2.90494,-0.63272,-0.65651,2.11661,-0.56687,-0.61951,0.64757,-0.49941,-0.91171,-0.80835,-0.98168,-0.51075,-0.08118,-0.68437,-0.8015,-0.74592,-0.59113,0.47779,0.31895,0.84251,1.10158,1.83653,1
peptide_pm_81,-0.85632,-0.72246,0.42555,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,2.01891,0.18068,1.17515,-0.51075,0.92945,-0.68437,-0.10339,-0.74592,-0.59113,-0.52788,-0.21526,-0.07321,0.41995,-0.71527,1
peptide_pm_82,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.35844,-0.49941,-0.1269,1.27495,-0.51961,-0.51075,0.09825,0.24094,-0.0537,-0.74592,-0.59113,-0.52788,-0.16397,-1.19235,-0.40727,-0.97611,1
peptide_pm_83,-0.85632,2.39844,-0.63272,-0.65651,2.19918,1.3703,-0.61951,-0.40701,-0.49941,-0.91171,-0.79523,-0.59391,-0.51075,-0.86036,-0.68437,-0.8015,0.02553,-0.59113,1.5487,-0.2881,1.24169,0.18061,1.63147,1
peptide_pm_84,1.74319,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,0.28681,1.80364,-0.51075,1.06577,-0.68437,-0.8015,-0.74592,0.81074,-0.52788,-0.93585,-1.28529,-0.4926,-0.94708,1
peptide_pm_85,-0.36136,-0.72246,0.4515,-0.65651,-0.42851,-0.56687,-0.61951,0.301,-0.49941,-0.16108,1.64247,-0.53973,-0.51075,-0.86036,-0.68437,0.62896,0.13332,0.74347,-0.52788,-0.93585,-0.48905,0.23986,-0.90266,1
peptide_pm_86,0.05158,-0.07,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,0.77494,-0.49941,-0.22327,0.09658,0.23431,-0.51075,-0.01946,-0.68437,-0.8015,0.06047,1.85694,-0.52788,1.09544,0.36181,0.47871,0.78188,1
peptide_pm_87,-0.85632,0.9234,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.474,-0.49941,-0.33283,-0.47878,-0.98168,-0.51075,1.26085,-0.68437,-0.24992,-0.74592,0.4381,-0.52788,-0.36651,2.14297,2.95574,0.98931,1
peptide_pm_88,-0.85632,0.01326,0.48857,1.2569,4.21735,-0.56687,0.15,2.3009,-0.49941,-0.13542,-0.72062,-0.98168,-0.51075,0.08784,2.9767,-0.8015,4.70987,0.7891,-0.52788,-0.93585,-0.98835,-0.7817,-0.33791,1
peptide_pm_89,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.28214,-0.49941,1.50996,0.83426,-0.50641,-0.51075,-0.86036,-0.68437,0.73683,0.19962,-0.59113,-0.52788,-0.93585,-1.22269,-0.3894,-1.97738,1
peptide_pm_90,-0.85632,1.58831,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,-0.43989,-0.26391,-0.51075,-0.11582,-0.68437,-0.8015,-0.74592,-0.59113,1.39404,-0.33634,4.15678,-0.9532,2.38161,1
peptide_pm_91,-0.08288,1.50084,-0.63272,-0.65651,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,-0.84095,-0.98168,-0.51075,0.57235,-0.68437,-0.8015,-0.74592,2.53712,-0.52788,-0.35904,1.02882,1.99185,2.89399,1
peptide_pm_92,0.08645,-0.04494,-0.63272,-0.65651,-0.42851,-0.56687,0.79777,3.24423,-0.49941,-0.91171,0.60009,0.70192,2.71743,0.88603,0.1585,-0.12033,0.09145,-0.59113,-0.52788,-0.23275,0.05837,-0.05555,0.53218,1
peptide_pm_93,-0.85632,-0.72246,0.35661,-0.65651,-0.42851,-0.56687,-0.61951,-0.38489,-0.49941,-0.22678,-0.77854,1.03464,-0.51075,-0.86036,-0.68437,0.50376,-0.74592,0.62666,-0.52788,1.08508,0.95175,0.75458,0.03382,1
