,AAC_A,AAC_R,AAC_N,AAC_D,AAC_C,AAC_Q,AAC_E,AAC_G,AAC_H,AAC_I,AAC_L,AAC_K,AAC_M,AAC_F,AAC_P,AAC_S,AAC_T,AAC_W,AAC_Y,AAC_V,y
peptide_nm_227,0.7445,0.17972,-0.63081,-0.65388,-0.42846,-0.57537,0.52832,-1.07829,-0.4973,0.15396,0.03091,-0.37975,4.61164,-0.78908,-0.7232,0.31317,-0.75343,0.782,1.24246,0.19931,0
peptide_nm_228,0.36812,0.67201,0.67235,1.46874,0.42918,-0.57537,-0.62828,0.61941,-0.4973,1.56494,-1.12354,-0.50898,1.49111,-0.78908,0.35543,-0.86606,-0.75343,-0.50082,0.84249,-0.07045,0
peptide_nm_229,-0.9492,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,1.68491,-1.07829,-0.4973,1.2122,1.18537,0.20175,-0.49469,0.3083,-0.7232,0.31317,0.63905,-0.50082,-0.55741,0.19931,0
peptide_nm_230,-0.9492,-0.7064,3.27868,0.93808,-0.42846,-0.57537,-0.62828,0.19498,1.76386,1.56494,0.22332,-0.96126,-0.49469,-0.78908,-0.7232,0.50971,0.87113,-0.50082,1.54244,-1.01459,0
peptide_nm_231,-0.9492,-0.7064,-0.63081,2.53004,0.85799,-0.57537,2.07045,-1.07829,-0.4973,0.33033,-0.45011,-0.28284,2.484,0.4912,-0.7232,-0.86606,0.87113,-0.50082,1.54244,-1.01459,0
peptide_nm_232,0.68609,-0.27861,-0.63081,2.63984,-0.42846,-0.57537,0.48843,-0.55142,-0.4973,0.11747,-0.28756,-0.68053,0.73787,-0.25931,-0.0537,0.84179,-0.0812,-0.50082,-0.55741,0.74347,0
peptide_nm_233,-0.20821,0.06896,0.10222,1.13708,-0.42846,0.14349,0.38374,0.83162,-0.4973,0.94764,-0.871,-0.45244,-0.49469,0.17113,-0.11647,-0.86606,0.46499,-0.50082,0.23003,1.10973,0
peptide_nm_234,0.17993,0.4751,-0.63081,0.25581,0.30666,0.52003,0.91385,-0.35071,-0.4973,-0.19879,0.03091,-0.96126,-0.49469,-0.05749,-0.7232,-0.86606,0.17489,-0.50082,0.6425,2.22247,0
peptide_nm_235,-0.9492,0.02335,-0.63081,3.84107,-0.42846,-0.57537,0.32421,-0.17951,-0.4973,-0.03279,-0.17281,-0.96126,3.71052,-0.78908,1.56096,-0.86606,0.39332,-0.50082,-0.55741,0.98477,0
peptide_nm_236,1.16792,-0.7064,1.88243,-0.65388,-0.42846,0.24618,1.10661,1.10446,1.44084,0.15396,-0.83493,-0.67051,0.78189,-0.78908,-0.02979,-0.27644,-0.05719,-0.50082,1.24246,-1.01459,0
peptide_nm_237,-0.9492,-0.7064,-0.63081,-0.65388,-0.42846,0.77777,0.32421,3.41562,-0.4973,0.8387,0.30255,-0.96126,-0.49469,-0.78908,1.56096,-0.86606,1.54007,-0.50082,-0.55741,-0.01491,0
peptide_nm_238,0.03879,-0.7064,-0.63081,0.93808,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,-0.45011,1.07401,2.484,1.77147,0.89475,0.50971,-0.75343,-0.50082,1.54244,-1.01459,0
peptide_nm_239,-0.5101,-0.24693,0.23796,1.46874,-0.42846,3.68454,-0.62828,0.05351,1.51262,-0.90428,0.37297,-0.96126,-0.49469,-0.78908,0.71498,-0.86606,-0.0314,-0.50082,1.30912,0.24427,0
peptide_nm_240,-0.54038,1.00473,0.17805,-0.65388,-0.42846,1.01108,-0.62828,-0.55142,-0.4973,0.11747,-0.56622,-0.11908,1.97044,0.27046,0.61579,-0.86606,0.59104,0.11847,1.18039,0.15745,0
peptide_nm_241,-0.4103,-0.1425,-0.63081,1.08281,-0.42846,-0.57537,4.52384,0.31074,-0.4973,-0.90428,-0.02156,-0.59121,-0.49469,-0.09074,0.15932,-0.86606,0.1327,-0.50082,-0.55741,0.53037,0
peptide_nm_242,-0.9492,-0.26334,-0.63081,0.02839,-0.42846,0.24618,-0.62828,-1.07829,1.44084,0.15396,0.03091,-0.96126,0.78189,0.3083,-0.7232,2.08201,2.03153,-0.50082,2.14239,0.19931,0
peptide_nm_243,-0.07099,-0.24693,0.23796,1.46874,0.1433,-0.57537,-0.02857,0.05351,-0.4973,0.19315,-1.12354,-0.0567,-0.49469,-0.22006,-0.00411,-0.25461,0.69063,-0.50082,0.37586,2.13255,0
peptide_nm_244,-0.9492,0.42139,3.63409,1.08281,-0.42846,-0.57537,-0.62828,0.31074,-0.4973,-0.90428,0.34576,0.51894,-0.49469,0.60759,-0.7232,-0.86606,1.01882,-0.50082,-0.55741,-1.01459,0
peptide_nm_245,-0.03721,0.24789,-0.63081,0.81562,-0.42846,-0.57537,0.61728,-1.07829,1.58993,-0.90428,-0.50191,0.29121,2.25487,-0.78908,2.26378,-0.86606,0.74617,-0.50082,-0.55741,0.29268,0
peptide_nm_246,0.92278,-0.7064,0.60376,0.35157,-0.42846,-0.57537,1.07618,-0.27412,-0.4973,0.65523,0.57776,-0.1043,3.26787,-0.78908,0.29866,-0.86606,-0.75343,-0.50082,-0.55741,-1.01459,0
peptide_nm_247,-0.03721,0.24789,1.17357,-0.65388,-0.42846,1.19413,-0.62828,0.09704,-0.4973,0.23536,-1.12354,-0.33502,-0.49469,-0.78908,0.77029,-0.86606,0.74617,0.88067,-0.55741,2.90723,0
peptide_nm_248,-0.03721,0.24789,-0.63081,0.81562,-0.42846,-0.57537,0.61728,0.09704,1.58993,1.375,0.11972,-0.33502,5.00443,-0.78908,-0.7232,-0.86606,-0.75343,-0.50082,-0.55741,-1.01459,0
peptide_nm_249,0.12861,-0.7064,-0.63081,0.21446,0.97494,0.47024,0.84375,0.31074,1.96942,-0.23086,0.34576,-0.96126,1.13005,-0.78908,0.15932,-0.11564,-0.75343,-0.50082,-0.55741,0.53037,0
peptide_nm_250,0.53279,0.32741,0.34656,-0.65388,-0.42846,-0.57537,0.0464,0.83162,0.63328,-0.90428,-0.11339,-0.28284,-0.49469,-0.78908,0.89475,-0.86606,0.87113,0.24749,-0.55741,1.10973,0
peptide_nm_251,-0.03721,-0.7064,-0.63081,-0.65388,-0.42846,1.19413,1.86285,1.27237,-0.4973,0.23536,-0.50191,-0.33502,-0.49469,-0.78908,-0.7232,0.40388,-0.75343,-0.50082,-0.55741,2.90723,0
peptide_nm_252,0.03879,-0.7064,-0.63081,5.71397,-0.42846,3.25855,-0.62828,-1.07829,-0.4973,-0.90428,-0.45011,-0.96126,2.484,-0.78908,0.89475,0.50971,0.87113,-0.50082,-0.55741,-1.01459,0
peptide_nm_253,-0.9492,0.24789,-0.63081,-0.65388,-0.42846,-0.57537,3.10842,2.4477,-0.4973,-0.90428,0.74135,-0.96126,2.25487,0.39272,-0.7232,-0.86606,-0.75343,-0.50082,-0.55741,0.29268,0
peptide_nm_254,-0.03721,0.00932,0.27138,1.183,-0.13159,-0.57537,0.61728,0.09704,-0.4973,-0.33446,-0.3465,-0.8047,-0.49469,0.68816,0.02355,-0.23109,-0.00363,-0.50082,0.89633,1.27314,0
peptide_nm_255,0.44561,0.75309,0.74901,-0.65388,-0.42846,0.77777,0.32421,-0.17951,2.69493,-0.90428,-1.12354,-0.48237,-0.49469,0.11465,-0.7232,-0.86606,0.39332,0.55562,0.92484,0.98477,0
peptide_nm_256,-0.9492,-0.7064,-0.63081,1.08281,-0.42846,-0.57537,2.31579,0.31074,-0.4973,0.44257,0.34576,0.51894,2.75479,0.60759,-0.7232,-0.86606,-0.75343,-0.50082,-0.55741,-1.01459,0
peptide_nm_257,-0.03721,-0.7064,1.17357,-0.65388,0.75903,-0.57537,1.86285,0.09704,-0.4973,-0.90428,-0.50191,-0.33502,-0.49469,-0.78908,0.77029,0.40388,-0.75343,0.88067,1.38091,0.29268,0
peptide_nm_258,-0.9492,-0.7064,0.74901,0.46986,-0.42846,2.13092,2.2292,-0.17951,-0.4973,-0.03279,0.30255,-0.48237,-0.49469,0.11465,0.41888,-0.86606,-0.75343,0.55562,-0.55741,-0.01491,0
peptide_nm_259,-0.52578,0.17972,-0.63081,0.71066,-0.42846,0.24618,0.52832,-1.07829,-0.4973,1.74132,-0.2577,-0.67051,0.78189,-0.78908,1.35702,-0.86606,0.63905,0.14059,0.34253,0.80626,0
peptide_nm_260,1.02678,1.36121,-0.63081,1.46874,-0.42846,-0.57537,0.27129,0.61941,-0.4973,-0.08121,-0.22563,-0.96126,-0.49469,-0.78908,0.35543,0.9683,-0.75343,-0.50082,-0.55741,-0.07045,0
peptide_nm_261,1.16792,-0.7064,-0.63081,0.71066,0.12288,-0.57537,1.68491,0.55878,-0.4973,-0.37516,-0.2577,-0.67051,-0.49469,-0.78908,-0.7232,0.31317,-0.75343,-0.50082,0.34253,2.02015,0
peptide_nm_262,-0.9492,-0.7064,0.27138,0.08087,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,1.375,-0.1911,-0.64814,3.62965,1.57451,0.77029,2.94375,-0.75343,-0.50082,0.41175,-1.01459,0
peptide_nm_263,-0.07099,-0.7064,-0.63081,0.7612,0.1433,0.27661,-0.02857,0.61941,0.50766,0.74187,-0.22563,-0.0567,-0.49469,-0.22006,-0.7232,-0.25461,0.69063,-0.50082,1.30912,-0.38516,0
peptide_nm_264,0.53279,0.32741,-0.63081,0.93808,-0.42846,-0.57537,2.07045,0.19498,-0.4973,0.94764,-0.11339,-0.62205,-0.49469,-0.78908,0.08578,-0.17818,0.05885,0.24749,-0.55741,-1.01459,0
peptide_nm_265,1.20642,-0.7064,-0.63081,-0.65388,-0.42846,1.51586,-0.62828,0.31074,-0.4973,0.44257,-0.38889,1.25904,-0.49469,-0.78908,-0.7232,2.13561,-0.75343,-0.50082,-0.55741,-1.01459,0
peptide_nm_266,0.12861,0.42139,-0.63081,-0.65388,-0.42846,1.51586,-0.62828,1.69976,-0.4973,-0.90428,-1.12354,-0.22116,2.75479,-0.78908,1.04184,0.63478,-0.75343,1.13186,-0.55741,0.53037,0
peptide_nm_267,-0.9492,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,1.17087,-0.22944,-0.4973,1.56494,-0.22563,-0.96126,-0.49469,0.06444,2.5127,1.88547,-0.75343,-0.50082,-0.55741,1.81783,0
peptide_nm_268,-0.9492,-0.7064,2.30131,1.73406,-0.42846,-0.57537,4.43184,-0.12334,-0.4973,0.02168,-1.12354,0.05638,-0.49469,-0.78908,-0.7232,2.22941,-0.75343,-0.50082,-0.55741,-1.01459,0
peptide_nm_269,0.41879,0.24789,0.27138,0.08087,-0.42846,-0.57537,-0.0055,0.09704,-0.4973,0.23536,0.11972,-0.64814,0.88009,-0.78908,-0.7232,0.40388,0.74617,-0.50082,1.38091,0.29268,0
peptide_nm_270,-0.10235,1.06584,-0.63081,-0.65388,-0.42846,1.06774,1.68491,0.01309,-0.4973,0.15396,-0.54631,-0.37975,-0.49469,-0.78908,-0.7232,-0.86606,2.03153,0.782,1.24246,-1.01459,0
peptide_nm_271,1.20642,0.42139,1.50164,1.08281,-0.42846,1.51586,0.84375,1.69976,-0.4973,-0.90428,-1.12354,0.51894,-0.49469,-0.78908,-0.7232,-0.86606,-0.75343,-0.50082,-0.55741,-1.01459,0
peptide_nm_272,0.87478,-0.7064,2.97795,-0.65388,-0.42846,-0.57537,-0.62828,4.79836,-0.4973,-0.90428,-1.12354,-0.33502,-0.49469,1.57451,-0.7232,-0.86606,-0.75343,-0.50082,1.38091,-1.01459,0
peptide_nm_273,-0.38464,-0.11565,-0.63081,-0.65388,0.30666,0.52003,-0.62828,0.37688,-0.4973,1.2122,2.33982,-0.96126,-0.49469,-0.78908,-0.7232,-0.86606,0.17489,-0.50082,0.6425,-0.20532,0
peptide_nm_274,0.12861,-0.1425,-0.63081,-0.65388,0.27324,0.47024,0.84375,1.00525,-0.4973,-0.90428,-0.02156,-0.59121,-0.49469,0.60759,0.15932,1.38519,0.1327,-0.50082,-0.55741,-0.24211,0
peptide_nm_275,-0.9492,-0.7064,1.17357,0.81562,-0.42846,1.19413,-0.62828,0.09704,-0.4973,-0.90428,0.11972,-0.96126,5.00443,-0.78908,0.77029,-0.86606,3.74536,-0.50082,-0.55741,0.29268,0
peptide_nm_276,0.12861,-0.7064,-0.63081,-0.65388,-0.42846,1.51586,-0.62828,-1.07829,-0.4973,-0.90428,4.75368,-0.96126,-0.49469,-0.78908,-0.7232,-0.86606,1.01882,-0.50082,-0.55741,-1.01459,0
peptide_nm_277,0.02259,-0.09628,-0.63081,0.91198,-0.17539,0.93305,0.96441,0.42459,-0.05248,-0.17566,-0.46115,-0.8278,0.67726,0.72207,0.23166,-0.32477,-0.11426,-0.50082,1.09493,-0.45739,0
peptide_nm_278,-0.10235,-0.7064,-0.63081,-0.65388,-0.42846,1.06774,-0.62828,0.01309,1.44084,-0.90428,-1.12354,-0.96126,-0.49469,0.3083,3.43724,1.4924,3.42402,-0.50082,-0.55741,0.19931,0
peptide_nm_279,1.52078,-0.7064,-0.63081,0.1421,0.21477,-0.57537,-0.62828,0.83162,0.63328,-0.90428,-0.11339,-0.96126,-0.49469,0.4912,3.32167,0.50971,-0.75343,-0.50082,0.49251,-1.01459,0
peptide_nm_280,1.68544,0.67201,0.67235,0.40743,0.42918,0.7026,0.27129,-0.22944,-0.4973,-0.08121,-0.22563,-0.50898,-0.49469,-0.78908,0.35543,0.05112,-0.75343,-0.50082,-0.55741,-1.01459,0
peptide_nm_281,0.7445,0.17972,-0.63081,2.0752,-0.42846,5.99706,0.52832,-1.07829,-0.4973,0.15396,-0.54631,-0.96126,-0.49469,-0.78908,-0.7232,-0.86606,-0.75343,-0.50082,1.24246,0.19931,0
peptide_nm_282,0.03879,-0.7064,-0.63081,0.93808,-0.42846,-0.57537,-0.62828,1.46826,1.76386,0.33033,-0.45011,-0.96126,2.484,0.4912,-0.7232,1.88547,0.87113,-0.50082,-0.55741,-1.01459,0
peptide_nm_283,-0.9492,0.32741,-0.63081,-0.65388,-0.42846,-0.57537,0.72108,0.19498,4.02503,-0.90428,-1.12354,0.39559,-0.49469,-0.78908,-0.7232,0.50971,0.87113,-0.50082,1.54244,1.81783,0
peptide_nm_284,-0.9492,-0.7064,0.48619,-0.65388,-0.42846,1.61544,1.68491,-0.35071,2.08689,-0.19879,0.41573,-0.96126,1.20742,-0.78908,0.20134,-0.07991,1.10321,0.35439,-0.55741,-0.20532,0
peptide_nm_285,1.02678,-0.7064,1.32393,0.93808,-0.42846,-0.57537,0.72108,0.19498,1.76386,0.33033,-0.45011,-0.96126,-0.49469,0.4912,0.89475,0.50971,-0.75343,-0.50082,-0.55741,-1.01459,0
peptide_nm_286,-0.5101,-0.7064,0.23796,0.05366,-0.42846,1.12859,-0.02857,-1.07829,0.50766,0.19315,-0.52494,-0.35822,0.82917,0.34895,-0.7232,0.9683,0.69063,-0.50082,0.37586,2.13255,0
peptide_nm_287,0.87478,2.15645,-0.63081,-0.65388,-0.42846,1.19413,-0.62828,0.09704,-0.4973,-0.90428,0.11972,-0.96126,-0.49469,-0.78908,3.75728,-0.86606,-0.75343,-0.50082,-0.55741,0.29268,0
peptide_nm_288,-0.9492,-0.7064,-0.63081,0.71066,-0.42846,1.06774,1.68491,0.01309,1.44084,1.2122,-0.54631,-0.96126,-0.49469,0.3083,0.66361,1.4924,0.63905,-0.50082,-0.55741,-1.01459,0
peptide_nm_289,0.17993,-0.7064,-0.63081,2.98489,0.30666,0.52003,-0.62828,1.10446,-0.4973,-0.19879,-0.35391,-0.57359,1.20742,-0.05749,0.20134,-0.86606,-0.75343,0.35439,-0.55741,0.60394,0
peptide_nm_290,-0.9492,0.32741,1.32393,-0.65388,-0.42846,3.25855,0.72108,-1.07829,1.76386,2.79956,-0.45011,-0.28284,-0.49469,-0.78908,0.89475,-0.86606,-0.75343,-0.50082,-0.55741,-1.01459,0
peptide_nm_291,2.79477,-0.7064,-0.63081,-0.65388,-0.42846,0.63534,-0.62828,1.33423,-0.4973,-0.12453,-0.27289,-0.53278,-0.49469,-0.78908,-0.7232,1.74065,-0.75343,-0.50082,0.76881,-0.12014,0
peptide_nm_292,-0.03721,2.15645,-0.63081,0.81562,-0.42846,1.19413,1.86285,-1.07829,-0.4973,-0.90428,-1.12354,-0.33502,-0.49469,-0.78908,0.77029,-0.86606,2.24576,-0.50082,1.38091,-1.01459,0
peptide_nm_293,0.44561,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,2.2292,-1.07829,-0.4973,0.8387,-0.17281,0.4754,1.60792,-0.78908,-0.7232,-0.86606,2.68682,0.55562,-0.55741,-1.01459,0
peptide_nm_294,-0.2518,-0.7064,3.50865,-0.65388,-0.42846,0.77777,0.32421,-1.07829,-0.4973,-0.90428,-0.17281,-0.48237,-0.49469,-0.78908,3.84513,0.10507,0.39332,-0.50082,0.92484,-0.01491,0
peptide_nm_295,0.36812,-0.24693,-0.63081,0.7612,1.28681,0.27661,0.57115,0.61941,-0.4973,0.19315,-0.22563,-0.96126,0.82917,-0.78908,-0.7232,0.35684,-0.75343,-0.50082,-0.55741,1.50312,0
peptide_nm_296,0.16229,-0.7064,-0.63081,-0.65388,0.05396,0.86235,1.39576,1.3091,-0.4973,0.02168,-0.61847,-0.45244,-0.49469,-0.30897,-0.7232,2.22941,0.46499,-0.50082,0.23003,-0.48351,0
peptide_nm_297,-0.5101,0.21254,-0.63081,2.17628,-0.42846,1.12859,-0.02857,0.61941,-0.4973,-0.90428,-0.82424,-0.0567,-0.49469,-0.22006,-0.7232,0.9683,0.69063,-0.50082,2.24239,-0.38516,0
peptide_nm_298,0.36812,0.21254,-0.63081,0.7612,-0.42846,0.27661,1.17087,1.18531,0.50766,0.19315,-1.12354,-0.0567,0.82917,-0.78908,-0.00411,-0.25461,0.69063,-0.50082,0.37586,-1.01459,0
peptide_nm_299,0.12861,-0.7064,1.50164,-0.65388,3.78174,-0.57537,-0.62828,0.31074,-0.4973,-0.90428,-1.12354,-0.96126,-0.49469,-0.78908,-0.7232,0.63478,1.01882,-0.50082,4.02407,0.53037,0
peptide_nm_300,0.92278,-0.05347,0.60376,-0.65388,-0.42846,0.63534,0.22395,-1.07829,-0.4973,-0.90428,-0.27289,-0.96126,1.38659,0.01952,0.29866,0.87175,1.29865,-0.50082,0.76881,0.77431,0
peptide_nm_301,0.44561,-0.7064,-0.63081,0.46986,-0.42846,-0.57537,0.32421,-0.17951,1.09881,-0.03279,0.30255,0.4754,-0.49469,1.01837,0.41888,-0.86606,-0.75343,-0.50082,-0.55741,-0.01491,0
peptide_nm_302,2.01477,0.06896,-0.63081,0.54009,-0.42846,-0.57537,0.38374,-1.07829,-0.4973,0.94764,-0.61847,-0.45244,-0.49469,-0.78908,-0.7232,1.19759,-0.75343,-0.50082,2.59236,0.04757,0
peptide_nm_303,-0.03721,-0.7064,-0.63081,0.81562,-0.42846,-0.57537,-0.62828,0.09704,-0.4973,-0.90428,-0.50191,0.29121,-0.49469,-0.78908,0.77029,0.40388,0.74617,-0.50082,-0.55741,4.2145,0
peptide_nm_304,0.67489,-0.36651,-0.30948,0.65458,-0.21699,-0.26026,0.7026,-0.24107,-0.12561,0.11047,-0.57004,-0.29213,-0.00504,-0.36816,1.40451,-0.1876,0.04773,-0.50082,0.13295,0.61503,0
peptide_nm_305,0.12861,-0.7064,-0.63081,1.08281,-0.42846,-0.57537,0.84375,3.08879,-0.4973,-0.90428,1.08042,-0.96126,-0.49469,-0.78908,-0.7232,-0.86606,-0.75343,-0.50082,-0.55741,2.07533,0
peptide_nm_306,0.29879,-0.05347,-0.63081,-0.65388,-0.42846,-0.57537,0.22395,-0.27412,0.9308,-0.12453,0.57776,-0.96126,-0.49469,-0.78908,2.34239,-0.86606,0.27261,0.44441,0.76881,0.77431,0
peptide_nm_307,-0.9492,-0.7064,-0.63081,-0.65388,2.37834,1.51586,-0.62828,-1.07829,-0.4973,1.78942,0.34576,-0.22116,-0.49469,0.60759,1.04184,-0.86606,1.01882,-0.50082,-0.55741,-1.01459,0
peptide_nm_308,1.20642,0.42139,-0.63081,-0.65388,-0.42846,1.51586,0.84375,0.31074,-0.4973,3.13627,-1.12354,-0.96126,-0.49469,0.60759,-0.7232,0.63478,-0.75343,-0.50082,-0.55741,-1.01459,0
peptide_nm_309,-0.5101,-0.24693,-0.63081,-0.65388,-0.42846,1.12859,1.77059,0.61941,0.50766,0.19315,-0.52494,-0.35822,0.82917,-0.22006,-0.00411,-0.25461,-0.0314,0.16434,-0.55741,0.87369,0
peptide_nm_310,-0.43373,-0.7064,0.38906,-0.65388,-0.42846,0.42478,0.07573,0.91466,0.68243,0.38401,0.63324,-0.6073,1.05941,-0.78908,0.12095,0.56952,-0.75343,-0.50082,-0.55741,1.20209,0
peptide_nm_311,-0.10235,1.95196,0.20694,-0.65388,-0.42846,0.24618,-0.62828,1.10446,-0.4973,-0.90428,-0.83493,0.49251,-0.49469,-0.78908,0.66361,-0.86606,2.03153,-0.50082,-0.55741,0.19931,0
peptide_nm_312,0.17993,-0.7064,0.48619,0.25581,-0.42846,0.52003,0.91385,-1.07829,-0.4973,-0.19879,-0.73872,0.20175,1.20742,0.6741,0.20134,0.70624,-0.75343,-0.50082,0.6425,0.60394,0
peptide_nm_313,-0.03721,-0.7064,-0.63081,0.81562,-0.42846,-0.57537,-0.62828,0.09704,1.58993,-0.90428,-1.12354,-0.96126,2.25487,2.7563,0.77029,-0.86606,2.24576,-0.50082,-0.55741,1.59996,0
peptide_nm_314,-0.9492,0.24789,-0.63081,0.81562,0.75903,1.19413,0.61728,1.27237,-0.4973,-0.90428,0.11972,0.29121,-0.49469,-0.78908,-0.7232,0.40388,-0.75343,-0.50082,-0.55741,0.29268,0
peptide_nm_315,0.12861,-0.7064,1.50164,-0.65388,0.27324,1.51586,0.10773,-0.38378,0.73606,1.11599,-1.12354,-0.59121,-0.49469,-0.09074,0.15932,0.63478,-0.75343,1.13186,0.58796,-0.24211,0
peptide_nm_316,-0.9492,-0.7064,0.83525,0.54009,-0.42846,-0.57537,0.38374,2.74153,-0.4973,-0.90428,-0.11339,0.05638,-0.49469,0.17113,0.49026,0.16577,0.46499,0.62164,-0.55741,-1.01459,0
peptide_nm_317,-0.9492,0.84431,0.34656,-0.65388,-0.42846,-0.57537,1.39576,-1.07829,-0.4973,-0.28697,0.56004,-0.96126,0.99466,-0.78908,3.32167,-0.86606,0.05885,0.24749,-0.55741,1.10973,0
peptide_nm_318,-0.20821,0.06896,-0.63081,-0.65388,-0.42846,2.30007,-0.62828,-0.12334,-0.4973,0.94764,0.39168,-0.96126,-0.49469,1.13134,0.49026,0.16577,1.68341,-0.50082,-0.55741,-1.01459,0
peptide_nm_319,0.08175,-0.16702,-0.63081,-0.65388,1.58512,0.42478,2.18778,0.25034,0.68243,-0.90428,-0.77219,-0.6073,-0.49469,-0.12111,0.9651,-0.14827,0.94177,-0.50082,-0.55741,-0.2757,0
peptide_nm_320,-0.03721,-0.7064,1.17357,0.81562,-0.42846,1.19413,0.61728,1.27237,-0.4973,0.23536,-0.50191,-0.33502,2.25487,-0.78908,2.26378,-0.86606,-0.75343,-0.50082,-0.55741,-1.01459,0
peptide_nm_321,-0.10235,0.17972,0.20694,-0.65388,-0.42846,1.06774,1.68491,1.10446,-0.4973,-0.37516,-0.54631,-0.67051,0.78189,-0.78908,0.66361,0.90278,-0.05719,0.14059,-0.55741,-0.40764,0
peptide_nm_322,-0.9492,2.15645,1.17357,-0.65388,-0.42846,-0.57537,-0.62828,2.4477,-0.4973,-0.90428,-0.50191,0.91745,-0.49469,0.39272,-0.7232,-0.86606,0.74617,-0.50082,-0.55741,-1.01459,0
peptide_nm_323,0.29879,-0.7064,-0.63081,1.35702,-0.42846,0.63534,1.07618,-0.27412,-0.4973,-0.90428,-0.69822,-0.96126,1.38659,0.82811,0.29866,1.74065,-0.75343,-0.50082,-0.55741,1.66876,0
peptide_nm_324,-0.2518,0.75309,0.74901,0.46986,-0.42846,0.77777,-0.62828,0.71927,-0.4973,0.8387,-0.17281,-0.48237,-0.49469,-0.78908,0.41888,0.10507,1.54007,-0.50082,-0.55741,-1.01459,0
peptide_nm_325,0.87478,0.24789,-0.63081,0.81562,-0.42846,-0.57537,-0.0055,-1.07829,1.58993,0.23536,-0.1911,-0.33502,-0.49469,-0.78908,0.02355,0.40388,0.74617,0.18992,-0.55741,0.29268,0
peptide_nm_326,-0.38464,0.4751,0.48619,2.0752,-0.42846,0.52003,-0.62828,-0.35071,2.08689,-0.19879,-0.73872,0.58942,-0.49469,-0.78908,-0.7232,-0.07991,0.17489,-0.50082,1.84242,-1.01459,0
peptide_nm_327,-0.53563,-0.27364,0.73296,0.90106,-0.42846,0.22707,0.50142,-0.72296,0.44923,-0.2152,-0.0899,-0.48794,-0.49469,-0.25315,1.08288,0.86165,0.37999,-0.29199,0.02859,0.17108,0
peptide_nm_328,1.59135,1.06584,-0.63081,0.71066,-0.42846,1.06774,0.52832,0.01309,-0.4973,-0.90428,0.03091,-0.96126,2.05848,-0.78908,-0.7232,-0.86606,0.63905,-0.50082,-0.55741,0.19931,0
peptide_nm_329,1.68544,-0.01719,-0.63081,0.40743,-0.42846,1.98057,-0.62828,-0.22944,1.01014,-0.08121,-0.22563,-0.96126,-0.49469,-0.78908,0.35543,-0.86606,2.49569,-0.50082,-0.55741,-0.07045,0
peptide_nm_330,-0.2518,-0.7064,-0.63081,0.46986,-0.42846,0.77777,0.32421,0.26988,1.09881,0.40296,-0.64818,-0.48237,0.55661,0.11465,-0.15216,1.0762,0.9667,-0.50082,0.18371,-0.01491,0
peptide_nm_331,-0.29054,-0.7064,-0.63081,1.46874,-0.42846,3.25855,0.27129,-0.22944,-0.4973,-0.90428,0.22332,-0.50898,1.49111,0.91796,-0.7232,-0.86606,0.32961,-0.50082,-0.55741,0.87369,0
peptide_nm_332,0.11479,0.40693,-0.33008,0.08087,-0.23054,-0.57537,-0.42069,0.09704,0.54631,-0.90428,-0.08749,-0.96126,-0.03643,-0.39514,1.01921,0.61554,0.9961,0.42017,1.05786,0.29268,0
peptide_nm_333,-0.03721,0.24789,-0.63081,0.81562,-0.42846,-0.57537,0.61728,0.09704,-0.4973,0.23536,0.11972,-0.33502,-0.49469,0.39272,-0.7232,-0.86606,3.74536,-0.50082,-0.55741,-1.01459,0
peptide_nm_334,0.08175,-0.7064,-0.63081,-0.65388,0.24273,0.42478,1.48377,0.91466,1.86217,1.6723,-1.12354,-0.25334,-0.49469,-0.12111,-0.7232,-0.14827,0.94177,-0.50082,-0.55741,-0.2757,0
peptide_nm_335,0.17993,0.4751,-0.63081,-0.65388,0.30666,1.61544,0.91385,1.10446,0.79479,-0.90428,-0.35391,-0.96126,-0.49469,-0.05749,-0.7232,-0.07991,0.17489,-0.50082,0.6425,0.60394,0
peptide_nm_336,-0.4103,0.98529,-0.63081,1.08281,-0.42846,-0.57537,0.84375,-0.38378,0.73606,0.44257,-0.75622,-0.22116,2.75479,-0.09074,-0.7232,-0.11564,-0.75343,-0.50082,0.58796,0.53037,0
peptide_nm_337,1.14302,-0.34152,0.74901,-0.65388,-0.42846,-0.57537,1.2767,0.26988,-0.4973,1.27445,-0.88586,-0.24293,-0.49469,-0.33721,-0.15216,-0.38049,0.9667,-0.50082,-0.55741,0.48493,0
peptide_nm_338,0.80723,1.13148,0.23796,0.05366,-0.42846,0.27661,-0.62828,-0.51239,0.50766,-0.90428,-0.52494,-0.65974,0.82917,0.34895,-0.7232,-0.25461,-0.0314,0.16434,2.24239,0.24427,0
peptide_nm_339,-0.45521,0.32741,0.34656,0.1421,0.21477,1.34159,0.72108,-0.44165,1.76386,0.94764,-0.78683,-0.62205,-0.49469,-0.78908,0.08578,-0.17818,0.87113,-0.50082,-0.55741,0.40162,0
