,DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,y
NP00714,8.15,0.0,11.05,3.53,0.0,10.38,11.9,0.0,0.0,17.24,7.17,12.95,0.0,0.0,0.0,5.17,0.0,0.0,15.62,0.0,1
NP07718,9.94,11.9,0.0,0.0,5.58,0.0,0.0,0.0,0.0,0.0,5.36,0.0,19.05,0.0,0.0,6.45,11.05,0.0,0.0,12.95,1
NP02640,5.42,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,0.0,6.18,0.0,4.1,3.27,0.0,0.0,0.0,0.0,0.0,1
NP08455,0.0,6.07,12.07,5.54,0.0,0.0,7.79,5.54,0.0,6.93,0.0,0.0,0.0,4.58,0.0,4.75,0.0,0.0,0.0,0.0,1
NP08580,6.07,0.0,7.07,9.87,0.0,0.0,0.0,4.46,0.0,7.73,7.73,0.0,0.0,8.79,0.0,2.75,0.0,0.0,0.0,0.0,1
NP09912,23.64,14.26,25.9,22.92,0.0,15.62,9.97,36.12,0.0,13.31,13.97,11.46,19.62,0.0,33.33,23.95,36.12,0.0,0.0,0.0,1
NP10736,7.79,0.0,0.0,3.58,0.0,0.0,4.31,6.36,0.0,10.36,0.0,8.0,0.0,0.0,0.0,12.07,6.36,0.0,0.0,4.77,1
NP08878,0.0,8.42,0.0,0.0,0.0,0.0,0.0,5.3,0.0,5.08,5.08,0.0,0.0,0.0,7.08,2.9,0.0,0.0,0.0,6.18,1
NP06311,4.64,0.0,13.07,0.0,5.79,0.0,0.0,5.69,6.67,6.53,0.0,7.79,0.0,0.0,0.0,9.87,0.0,4.21,0.0,0.0,1
NP07012,2.64,5.56,0.0,0.0,0.0,13.29,0.0,5.6,0.0,0.0,4.4,0.0,0.0,9.41,8.59,0.0,0.0,0.0,15.06,13.29,1
NP08430,0.0,7.06,12.31,6.27,0.0,0.0,8.56,6.53,0.0,7.81,0.0,13.07,0.0,4.36,0.0,9.56,0.0,0.0,0.0,6.0,1
NP10370,9.09,4.73,5.27,0.0,0.0,5.3,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,7.45,4.73,0.0,0.0,6.18,7.45,1
NP02602,0.0,8.93,0.0,10.36,0.0,6.36,0.0,0.0,0.0,0.0,6.36,5.08,0.0,0.0,6.92,12.07,2.73,0.0,0.0,0.0,1
NP02971,5.08,3.27,0.0,0.0,0.0,0.0,6.08,10.08,0.0,0.0,0.0,0.0,3.27,8.42,8.42,4.73,0.0,0.0,0.0,6.08,1
NP02108,8.97,21.07,25.26,12.77,0.0,21.45,10.13,7.86,38.12,0.0,0.0,22.69,0.0,0.0,14.88,11.41,15.02,17.22,0.0,10.32,1
NP06879,5.18,6.06,17.05,13.68,0.0,8.63,0.0,0.0,11.16,15.26,8.95,17.05,11.16,0.0,8.17,6.72,6.39,0.0,0.0,0.0,1
NP01248,24.96,30.07,27.18,11.94,13.16,26.11,10.48,26.39,45.4,52.99,26.57,12.84,35.53,16.41,45.36,27.46,28.68,0.0,51.29,21.69,1
NP11334,34.62,15.04,34.96,61.58,18.1,17.84,36.31,34.19,25.87,23.71,33.6,14.05,0.0,20.26,22.34,15.2,10.2,24.43,21.77,15.28,1
NP04384,19.17,13.51,0.0,20.73,0.0,21.45,17.02,11.22,40.02,10.29,12.0,14.47,0.0,31.45,35.27,5.66,30.02,0.0,14.68,28.68,1
NP05921,0.0,7.07,0.0,5.21,0.0,11.33,8.93,13.07,0.0,0.0,6.92,0.0,4.75,0.0,0.0,11.33,0.0,0.0,0.0,0.0,1
NP02026,13.25,0.0,0.0,17.51,0.0,16.41,10.33,7.41,26.76,0.0,16.67,19.74,34.91,46.46,19.87,13.18,21.32,0.0,0.0,23.96,1
NP04052,3.88,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,6.95,3.89,18.23,0.0,0.0,10.19,0.0,0.0,0.0,5.65,1
NP10757,0.0,0.0,6.18,4.73,0.0,9.09,4.55,6.18,0.0,0.0,7.45,0.0,9.09,4.5,5.1,0.0,0.0,0.0,0.0,0.0,1
NP00032,11.64,31.98,21.99,15.01,0.0,38.35,12.18,23.57,46.24,47.53,14.81,9.34,20.89,47.25,31.34,27.49,18.53,43.58,30.34,23.11,1
NP06350,0.0,7.73,0.0,0.0,0.0,6.53,2.25,0.0,0.0,5.36,0.0,4.64,0.0,0.0,13.07,8.93,7.5,0.0,0.0,0.0,1
NP04300,9.97,24.08,0.0,17.47,0.0,18.38,7.88,10.21,25.69,22.92,14.08,18.97,0.0,10.4,0.0,15.26,18.81,25.3,17.51,13.81,1
NP07879,6.58,18.23,0.0,13.61,0.0,15.03,0.0,11.7,0.0,0.0,9.45,0.0,0.0,22.32,11.5,5.04,0.0,0.0,0.0,16.28,1
NP07628,7.79,9.43,20.66,7.9,0.0,15.16,15.41,18.53,19.74,9.87,10.7,15.16,24.78,30.03,18.48,16.91,0.0,0.0,10.9,21.91,1
NP10725,0.0,0.0,11.39,6.12,5.06,0.0,0.0,6.47,0.0,0.0,14.28,9.39,16.06,10.28,4.94,10.69,0.0,0.0,0.0,11.39,1
NP04981,14.77,17.68,25.42,0.0,10.03,23.81,9.63,8.48,15.77,14.58,7.96,0.0,27.16,19.1,25.42,16.83,23.81,0.0,11.37,9.03,1
NP07459,7.07,0.0,6.53,7.07,0.0,0.0,0.0,4.64,0.0,11.33,4.07,6.67,0.0,0.0,8.67,6.62,0.0,0.0,10.36,0.0,1
NP04344,12.76,0.0,18.65,17.68,0.0,0.0,5.42,19.63,29.03,16.97,10.5,11.11,0.0,16.84,29.03,0.0,14.69,19.74,12.83,16.84,1
NP00953,0.0,4.21,5.5,8.67,0.0,0.0,9.87,11.33,0.0,0.0,6.07,7.73,0.0,9.87,6.53,0.0,0.0,0.0,5.79,13.07,1
NP06977,7.17,11.16,9.47,4.59,0.0,5.06,15.06,6.72,12.32,0.0,0.0,0.0,0.0,12.32,0.0,8.72,0.0,0.0,0.0,0.0,1
NP01426,16.06,9.39,9.41,0.0,0.0,0.0,14.28,6.12,0.0,4.56,8.06,0.0,6.94,0.0,8.72,8.12,12.72,0.0,0.0,10.28,1
NP04701,9.59,33.56,33.18,25.87,10.6,34.27,10.35,18.72,0.0,13.19,27.55,16.6,27.67,18.81,17.69,14.87,0.0,30.4,47.82,0.0,1
NP07826,3.5,2.44,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,9.09,4.73,0.0,0.0,0.0,0.0,7.45,1
NP06985,7.19,26.41,0.0,13.74,0.0,5.88,15.78,7.96,19.53,0.0,15.78,0.0,0.0,16.28,0.0,20.07,30.03,0.0,0.0,0.0,1
NP05220,0.0,12.71,0.0,0.0,7.33,22.04,11.05,11.21,0.0,0.0,9.23,11.04,18.54,20.21,7.13,15.91,0.0,0.0,8.1,0.0,1
NP08261,10.08,0.0,6.15,0.0,0.0,0.0,0.0,4.92,6.15,0.0,8.0,0.0,6.92,3.75,6.92,0.0,0.0,0.0,0.0,4.42,1
NP07074,5.6,7.07,10.81,5.2,0.0,0.0,0.0,11.33,0.0,8.56,7.31,0.0,9.56,12.31,0.0,14.06,9.56,0.0,7.06,0.0,1
NP02467,8.0,7.08,0.0,0.0,0.0,6.92,6.92,4.42,0.0,0.0,4.55,5.69,6.15,0.0,0.0,9.38,0.0,0.0,0.0,0.0,1
NP04788,10.38,12.95,9.9,10.38,5.5,0.0,14.19,19.05,19.05,17.24,11.9,0.0,0.0,15.62,9.62,0.0,7.26,0.0,0.0,6.21,1
NP06026,3.09,9.87,0.0,4.93,0.0,0.0,6.67,7.07,11.33,0.0,8.67,0.0,0.0,4.36,0.0,0.0,11.33,0.0,0.0,0.0,1
NP07663,18.4,14.56,15.94,9.64,0.0,14.97,17.69,22.23,30.36,0.0,10.74,0.0,0.0,17.14,16.79,0.0,19.03,0.0,8.91,9.82,1
NP05437,15.12,12.81,14.58,10.81,0.0,0.0,8.09,12.81,0.0,0.0,7.05,13.19,0.0,0.0,0.0,9.21,16.15,0.0,0.0,19.93,1
NP07412,7.53,6.65,9.65,0.0,0.0,7.05,19.05,8.65,8.55,11.05,0.0,0.0,0.0,0.0,0.0,9.62,0.0,0.0,10.38,13.05,1
NP11344,29.45,19.38,36.28,17.53,17.08,14.11,22.11,30.28,0.0,12.65,23.89,18.21,0.0,17.71,21.62,14.3,12.45,47.54,21.2,17.76,1
NP03637,4.44,8.12,0.0,0.0,0.0,12.72,8.72,12.72,0.0,0.0,0.0,8.28,7.06,7.53,6.24,16.06,0.0,6.71,0.0,0.0,1
NP04728,0.0,9.9,0.0,6.95,5.5,0.0,12.95,18.05,0.0,0.0,8.63,0.0,0.0,10.38,9.62,14.19,9.62,0.0,15.62,8.32,1
NP07812,0.0,11.75,10.38,15.62,0.0,0.0,8.15,8.05,0.0,0.0,9.62,9.52,0.0,11.05,14.19,2.8,0.0,0.0,19.05,0.0,1
NP05024,16.88,13.58,17.58,14.35,6.87,12.8,0.0,9.36,13.52,0.0,7.83,0.0,0.0,0.0,22.19,24.04,7.38,0.0,0.0,15.27,1
NP01709,9.09,5.3,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,7.45,0.0,2.9,2.89,0.0,4.55,0.0,0.0,0.0,1
NP11285,27.74,25.99,33.39,29.49,20.35,24.26,24.89,79.01,32.0,11.57,18.71,13.74,0.0,33.68,20.5,17.64,16.7,47.48,40.2,15.88,1
NP07339,8.42,5.08,0.0,7.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,5.08,4.18,10.08,6.18,0.0,5.42,7.08,1
NP11277,0.0,23.67,0.0,0.0,0.0,49.02,0.0,2.64,25.14,0.0,0.0,0.0,0.0,0.0,11.56,0.0,0.0,9.67,6.65,0.0,1
NP07899,0.0,0.0,6.36,6.93,0.0,11.08,0.0,8.42,0.0,0.0,0.0,0.0,4.31,6.36,0.0,5.69,6.07,0.0,0.0,7.79,1
NP07409,17.26,12.59,6.4,11.88,0.0,14.58,0.0,0.0,0.0,13.7,7.71,12.52,14.37,25.04,11.28,11.58,0.0,0.0,12.81,16.15,1
NP07545,0.0,8.68,14.43,11.59,0.0,0.0,7.68,14.17,0.0,9.59,7.93,0.0,13.03,0.0,10.89,8.04,7.32,28.03,0.0,0.0,1
NP06924,7.65,2.77,10.47,0.0,0.0,0.0,0.0,8.56,0.0,7.65,9.41,0.0,5.81,0.0,0.0,9.41,10.47,0.0,15.06,8.59,1
NP07075,0.0,5.08,0.0,3.82,0.0,10.08,0.0,10.08,0.0,5.42,0.0,0.0,6.08,8.42,8.42,4.0,0.0,0.0,6.08,0.0,1
NP02817,7.11,6.18,4.55,5.27,0.0,0.0,0.0,9.09,0.0,0.0,5.27,0.0,0.0,4.1,4.73,0.0,0.0,0.0,0.0,0.0,1
NP02939,6.15,0.0,6.92,9.38,0.0,0.0,11.08,3.27,0.0,0.0,0.0,8.0,6.92,4.42,5.69,0.0,6.15,0.0,0.0,0.0,1
NP01022,9.5,19.39,21.53,3.88,0.0,20.34,17.7,10.43,0.0,23.09,15.16,0.0,18.48,0.0,29.15,15.1,0.0,0.0,0.0,13.41,1
NP06306,11.54,0.0,12.04,5.48,0.0,5.9,15.44,18.0,0.0,0.0,16.64,16.64,0.0,21.2,10.88,0.0,11.6,6.35,11.84,19.52,1
NP06666,4.83,6.06,0.0,14.65,0.0,0.0,0.0,14.65,0.0,0.0,4.06,7.68,0.0,0.0,15.26,6.72,0.0,0.0,0.0,0.0,1
NP06871,11.08,6.92,0.0,7.08,0.0,0.0,5.69,3.82,0.0,6.15,9.38,0.0,0.0,4.92,0.0,5.69,0.0,0.0,0.0,0.0,1
NP08549,24.13,15.09,23.08,16.82,0.0,17.47,14.87,33.77,21.8,33.36,8.86,19.57,37.44,78.47,31.73,29.91,32.2,53.51,70.06,14.31,1
NP06244,14.74,8.74,13.46,14.44,0.0,0.0,0.0,9.11,0.0,0.0,7.29,26.04,19.46,0.0,9.56,4.05,22.46,0.0,13.19,0.0,1
NP01990,14.62,5.88,0.0,10.27,0.0,25.17,22.39,11.78,0.0,0.0,12.81,14.14,14.62,10.04,12.22,11.25,13.79,0.0,15.24,0.0,1
NP01191,6.92,0.0,0.0,0.0,0.0,0.0,6.15,8.42,0.0,4.08,0.0,8.0,0.0,8.42,6.92,5.69,6.15,0.0,5.69,0.0,1
NP01499,30.62,17.52,64.79,32.89,9.6,33.44,0.0,13.34,30.71,31.58,29.04,23.19,20.1,36.48,20.23,17.66,16.47,26.31,0.0,21.35,1
NP02442,20.66,12.45,0.0,15.1,21.91,22.32,14.83,15.41,15.16,13.61,8.61,16.91,15.78,0.0,5.54,18.83,15.55,0.0,0.0,0.0,1
NP05191,12.75,10.61,0.0,20.89,9.18,14.62,10.68,9.54,0.0,8.15,10.46,16.0,15.18,0.0,0.0,19.78,23.45,20.75,0.0,9.61,1
NP01742,0.0,0.0,0.0,6.18,0.0,0.0,0.0,2.62,5.27,9.09,0.0,0.0,0.0,3.3,0.0,0.0,5.27,0.0,4.73,0.0,1
NP06910,0.0,11.6,12.96,7.38,0.0,0.0,7.83,11.38,0.0,0.0,0.0,0.0,10.8,7.38,13.58,15.44,17.58,0.0,12.24,13.68,1
NP06710,0.0,11.44,11.88,16.03,11.44,24.74,0.0,6.57,0.0,12.36,16.15,25.03,0.0,17.97,13.23,14.73,0.0,0.0,0.0,13.56,1
NP04686,0.0,7.07,0.0,0.0,0.0,0.0,8.79,8.93,0.0,0.0,6.53,9.87,0.0,0.0,4.36,2.92,0.0,0.0,7.73,13.07,1
NP07666,12.72,15.26,0.0,10.21,0.0,0.0,7.05,6.95,11.05,9.65,7.89,0.0,0.0,0.0,9.79,9.65,12.05,9.05,0.0,0.0,1
NP10291,14.11,8.88,14.62,13.79,12.75,17.26,25.17,23.45,0.0,0.0,0.0,18.18,13.52,14.3,9.85,12.0,19.1,16.9,0.0,0.0,1
NP08767,0.0,7.45,0.0,0.0,0.0,0.0,0.0,2.67,0.0,4.55,4.73,0.0,0.0,5.27,2.9,6.5,0.0,0.0,0.0,0.0,1
NP07348,6.18,0.0,0.0,0.0,0.0,0.0,6.18,5.27,9.09,0.0,9.09,0.0,0.0,0.0,5.27,2.44,4.55,0.0,4.73,0.0,1
NP07474,4.4,9.31,0.0,5.18,0.0,7.31,0.0,11.39,0.0,0.0,5.53,0.0,0.0,0.0,0.0,9.39,11.39,0.0,0.0,10.28,1
NP06622,0.0,7.33,16.59,10.05,11.9,0.0,0.0,3.53,0.0,10.59,5.16,10.23,0.0,11.86,0.0,11.52,0.0,18.23,0.0,0.0,1
NP04635,21.33,19.27,17.17,41.29,32.92,17.33,10.81,36.38,30.62,30.89,9.52,42.55,44.74,32.2,17.52,11.54,32.08,43.2,33.97,14.86,1
NP10080,0.0,10.36,0.0,12.07,0.0,0.0,0.0,0.0,4.15,6.93,6.92,0.0,0.0,6.07,6.07,12.07,0.0,0.0,5.69,5.54,1
NP03078,11.08,5.75,5.54,5.69,0.0,6.92,6.15,9.38,6.15,8.0,0.0,5.69,0.0,7.08,0.0,0.0,0.0,0.0,0.0,0.0,1
NP02599,9.56,0.0,8.59,4.0,0.0,0.0,7.53,0.0,11.76,0.0,8.19,0.0,0.0,15.06,7.65,12.31,8.0,0.0,7.31,0.0,1
NP06785,12.91,35.03,14.92,0.0,0.0,17.66,6.91,12.31,0.0,0.0,10.8,0.0,18.03,0.0,7.59,9.56,0.0,21.89,0.0,17.54,1
NP01571,8.1,6.18,0.0,0.0,0.0,0.0,0.0,5.27,0.0,7.45,0.0,0.0,0.0,2.9,2.89,0.0,4.55,0.0,0.0,0.0,1
NP01568,4.55,0.0,0.0,0.0,0.0,5.3,0.0,5.27,6.18,0.0,0.0,0.0,9.09,7.45,6.18,0.0,3.3,4.73,0.0,0.0,1
NP05802,14.54,13.81,22.42,13.91,0.0,0.0,16.11,16.22,0.0,21.98,11.43,17.52,28.64,29.73,22.84,17.16,30.71,0.0,18.07,29.47,1
NP08617,5.42,9.38,0.0,0.0,0.0,0.0,0.0,4.91,0.0,0.0,5.54,0.0,0.0,6.92,8.0,6.15,6.92,0.0,5.69,11.08,1
NP04231,18.18,0.0,13.11,6.27,0.0,20.89,5.68,19.46,0.0,0.0,5.54,0.0,18.18,0.0,11.78,10.56,12.52,0.0,0.0,21.48,1
NP04884,0.0,0.0,14.65,0.0,5.5,11.05,7.68,9.65,0.0,17.24,11.9,10.38,9.9,0.0,0.0,9.62,0.0,0.0,9.45,8.05,1
NP02940,7.45,6.18,0.0,0.0,0.0,0.0,6.18,4.1,0.0,0.0,0.0,0.0,5.27,3.3,5.27,9.09,4.73,0.0,0.0,0.0,1
NP01777,20.71,0.0,12.84,15.16,20.97,10.13,0.0,12.5,15.78,21.91,10.57,15.16,0.0,13.81,17.68,23.68,5.32,0.0,16.28,14.77,1
NP05394,6.36,0.0,6.07,7.79,0.0,0.0,6.08,8.0,0.0,7.85,0.0,6.93,0.0,7.79,8.93,6.07,0.0,0.0,0.0,0.0,1
NP02547,22.67,35.13,18.97,15.03,17.64,0.0,23.64,18.53,12.34,13.35,10.43,24.72,27.18,17.29,16.92,30.31,19.33,18.56,13.08,12.92,1
NP07926,10.87,43.46,13.05,14.17,0.0,21.81,13.71,14.58,31.81,24.5,16.11,13.35,22.84,31.5,29.05,28.74,27.26,0.0,12.87,0.0,1
NP07909,12.91,16.38,9.84,16.38,0.0,9.91,15.78,11.88,26.74,0.0,11.29,0.0,0.0,22.5,10.09,17.78,21.32,0.0,10.97,17.94,1
NP09535,9.03,28.16,0.0,0.0,0.0,6.61,9.11,6.89,0.0,0.0,18.65,0.0,0.0,23.28,11.5,17.23,0.0,16.28,0.0,8.9,1
NP00792,7.33,0.0,9.87,7.06,0.0,4.4,7.81,0.0,0.0,14.06,10.81,7.31,9.56,0.0,0.0,8.56,6.67,0.0,0.0,12.31,1
NP01299,6.53,7.79,0.0,4.07,0.0,0.0,4.21,0.0,0.0,0.0,5.36,0.0,0.0,0.0,6.67,3.27,0.0,0.0,0.0,0.0,1
NP11401,17.53,33.55,49.4,33.18,19.63,16.59,40.93,36.49,0.0,16.59,15.24,9.78,52.23,27.81,13.82,19.27,19.41,46.28,28.68,23.4,1
NP06352,35.57,25.32,18.13,14.93,44.04,35.18,46.73,13.19,41.29,12.78,11.4,12.71,57.57,40.88,0.0,45.4,17.16,30.12,34.73,17.57,1
NP03786,27.24,12.91,31.12,16.28,0.0,0.0,10.75,21.19,29.05,19.53,17.48,21.88,26.57,19.33,18.66,13.91,29.36,0.0,0.0,0.0,1
NP06901,0.0,0.0,0.0,8.59,0.0,7.53,13.07,0.0,8.06,0.0,7.31,7.65,0.0,6.27,6.19,0.0,0.0,0.0,0.0,7.31,1
NP11047,0.0,0.0,0.0,0.0,0.0,9.09,9.09,5.27,0.0,0.0,7.45,5.27,0.0,6.18,3.3,4.73,0.0,4.1,0.0,0.0,1
NP09986,0.0,9.38,0.0,11.08,0.0,0.0,0.0,11.08,3.75,6.15,7.08,0.0,0.0,5.69,5.54,0.0,0.0,9.38,6.92,8.0,1
NP08988,19.62,16.46,0.0,24.39,0.0,37.12,14.72,9.14,19.12,15.53,20.02,13.64,33.61,22.32,12.56,14.75,30.49,26.54,18.12,19.56,1
NP09933,15.12,10.72,13.79,22.41,0.0,23.07,15.89,20.73,15.53,9.79,14.39,19.71,10.27,23.46,32.62,29.52,24.39,0.0,0.0,39.02,1
NP06304,0.0,0.0,0.0,2.42,0.0,11.33,4.77,6.53,0.0,4.93,6.07,7.07,0.0,0.0,11.33,0.0,0.0,0.0,0.0,0.0,1
NP07275,0.0,0.0,5.69,7.79,0.0,0.0,6.92,0.0,0.0,8.93,6.08,0.0,0.0,0.0,6.07,0.0,5.08,0.0,8.93,10.36,1
NP01865,0.0,0.0,3.5,0.0,2.9,0.0,0.0,4.73,0.0,0.0,0.0,0.0,0.0,7.45,9.09,4.1,0.0,0.0,3.3,0.0,1
NP06569,0.0,0.0,0.0,0.0,0.0,9.09,0.0,3.5,0.0,6.18,6.18,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,1
NP02884,5.42,0.0,0.0,8.42,0.0,0.0,5.27,6.08,5.08,0.0,5.3,0.0,0.0,0.0,0.0,10.08,0.0,0.0,5.08,7.08,1
NP00963,25.04,9.35,12.81,13.19,0.0,8.81,0.0,9.62,15.88,0.0,7.76,12.59,13.7,21.48,8.96,6.0,0.0,0.0,13.42,23.19,1
NP07179,0.0,6.08,4.1,0.0,0.0,0.0,3.45,0.0,0.0,0.0,5.42,0.0,5.08,0.0,0.0,10.08,0.0,0.0,4.1,0.0,1
NP09336,0.0,10.36,12.07,0.0,0.0,0.0,7.79,2.18,0.0,0.0,12.07,0.0,6.07,6.93,8.93,5.69,0.0,6.36,0.0,0.0,1
NP10752,0.0,6.5,0.0,0.0,0.0,4.1,0.0,6.18,0.0,0.0,7.45,0.0,9.09,4.5,5.1,0.0,0.0,0.0,0.0,0.0,1
NP04715,10.59,10.15,0.0,15.19,8.81,22.19,13.42,11.11,10.59,0.0,9.41,0.0,13.89,0.0,22.46,0.0,8.67,18.18,15.18,15.78,1
NP09439,0.0,14.28,8.28,9.41,0.0,0.0,6.47,0.0,0.0,0.0,13.29,8.59,0.0,5.65,12.72,12.72,11.39,0.0,11.39,5.53,1
NP01359,17.21,15.4,10.21,16.42,15.59,43.28,18.96,27.39,0.0,14.58,22.31,19.52,52.17,19.33,0.0,38.17,34.22,21.17,26.81,47.76,1
NP07224,0.0,7.21,0.0,24.18,0.0,0.0,17.04,12.81,14.74,13.19,23.19,0.0,0.0,16.04,7.04,5.84,10.3,0.0,15.18,13.46,1
NP07167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,17.05,0.0,11.16,12.32,0.0,12.61,3.31,0.0,1
NP05478,0.0,0.0,0.0,0.0,0.0,0.0,7.83,7.17,0.0,15.26,3.19,0.0,0.0,0.0,11.16,2.62,12.32,0.0,0.0,15.26,1
NP04711,9.19,7.88,0.0,15.19,8.81,22.19,19.46,11.11,10.59,0.0,8.88,0.0,0.0,0.0,22.46,0.0,8.67,18.18,15.18,15.78,1
NP09658,7.65,13.29,0.0,11.76,0.0,8.0,0.0,4.53,0.0,0.0,15.06,7.53,8.0,9.41,11.76,8.67,10.47,8.59,0.0,0.0,1
NP02007,11.52,7.91,16.64,12.8,0.0,13.52,8.14,8.52,0.0,0.0,10.88,0.0,0.0,0.0,7.39,10.79,0.0,21.2,18.0,7.71,1
NP04352,13.61,0.0,11.91,11.43,0.0,31.03,16.48,25.76,31.03,9.35,9.23,7.1,15.52,11.59,0.0,20.42,15.43,19.39,0.0,27.39,1
NP05470,10.91,14.91,26.0,9.97,0.0,8.67,12.79,0.0,0.0,14.97,6.77,8.67,18.69,0.0,0.0,32.14,0.0,0.0,19.36,17.36,1
NP01290,4.67,10.81,0.0,0.0,0.0,0.0,4.36,4.67,0.0,0.0,8.4,0.0,0.0,0.0,8.56,3.75,0.0,0.0,0.0,0.0,1
NP02074,10.05,8.95,0.0,0.0,0.0,0.0,6.72,12.7,14.0,0.0,16.09,0.0,0.0,0.0,10.87,7.35,0.0,0.0,6.48,0.0,1
NP01735,5.27,9.09,0.0,6.18,0.0,0.0,0.0,3.33,0.0,9.09,7.45,0.0,0.0,4.73,0.0,0.0,5.27,0.0,4.73,0.0,1
NP11305,15.49,33.51,48.09,36.46,19.59,22.82,29.6,0.0,56.91,14.96,31.17,11.13,54.12,26.85,19.82,19.49,15.79,48.07,35.25,13.29,1
NP07495,16.54,15.89,23.16,14.98,0.0,20.7,14.44,23.19,23.19,23.33,11.75,22.89,0.0,23.57,18.93,7.22,13.02,0.0,21.07,28.64,1
NP10593,21.83,19.46,26.97,24.66,0.0,11.74,20.64,34.06,0.0,0.0,7.25,23.47,63.34,24.3,17.73,24.96,28.72,69.48,60.81,49.34,1
NP03840,4.0,0.0,0.0,0.0,0.0,24.04,0.0,4.14,14.37,12.81,4.05,8.24,0.0,18.52,21.48,19.93,0.0,0.0,0.0,0.0,1
NP00002,0.0,0.0,0.0,3.82,0.0,0.0,5.42,0.0,6.92,0.0,0.0,6.92,0.0,6.15,5.75,5.42,0.0,0.0,0.0,9.38,1
NP10305,12.47,13.89,21.89,0.0,20.14,13.43,17.73,8.8,0.0,0.0,15.38,15.26,0.0,22.91,15.47,18.8,28.11,25.3,0.0,25.3,1
NP10274,24.18,12.07,9.26,0.0,13.19,17.04,10.89,10.74,0.0,0.0,16.04,8.42,0.0,14.3,15.18,17.84,11.48,17.04,16.04,13.46,1
NP05164,31.3,27.32,40.82,11.89,8.28,24.53,20.2,27.55,24.1,12.8,17.72,25.51,33.62,30.86,39.22,17.4,23.06,0.0,0.0,26.82,1
NP07609,9.58,12.12,19.37,13.44,0.0,30.36,15.37,22.03,20.14,21.66,10.74,28.69,0.0,34.03,16.79,12.23,27.14,0.0,13.56,18.69,1
NP11303,23.44,17.14,20.68,32.6,31.9,12.85,34.29,58.26,0.0,16.99,18.97,11.58,0.0,32.02,14.77,31.33,10.34,48.82,28.86,23.61,1
NP09756,10.3,16.74,17.21,19.32,0.0,26.74,30.15,7.42,16.74,16.38,7.3,21.58,0.0,0.0,19.82,4.15,23.79,0.0,0.0,0.0,1
NP02692,7.45,6.18,4.55,7.45,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,4.73,5.56,4.73,0.0,0.0,0.0,5.27,1
NP02701,9.56,12.31,6.53,4.67,0.0,0.0,6.0,10.81,7.06,0.0,5.6,0.0,0.0,9.87,12.31,14.06,0.0,0.0,0.0,0.0,1
NP04768,0.0,0.0,0.0,10.25,5.76,9.25,6.39,18.05,0.0,0.0,8.72,0.0,0.0,0.0,0.0,9.05,7.89,0.0,7.89,15.26,1
NP09527,9.38,9.38,0.0,0.0,0.0,8.0,0.0,3.58,0.0,0.0,5.54,0.0,0.0,6.15,3.45,11.08,0.0,5.69,0.0,11.08,1
NP08706,7.45,7.45,9.09,0.0,0.0,0.0,0.0,5.3,0.0,4.55,4.73,0.0,6.18,0.0,4.73,6.18,0.0,0.0,0.0,5.27,1
NP08540,8.97,28.16,17.78,13.09,0.0,0.0,9.35,10.97,15.76,17.7,8.14,0.0,0.0,0.0,16.06,6.07,19.53,24.24,16.48,18.48,1
NP00936,0.0,0.0,0.0,0.0,0.0,14.06,7.06,6.0,0.0,0.0,8.67,4.53,7.81,10.81,7.31,6.27,0.0,0.0,4.4,12.31,1
NP05697,10.76,5.54,15.16,0.0,13.86,9.74,24.43,15.41,13.74,0.0,9.63,0.0,0.0,0.0,0.0,16.32,18.65,0.0,14.0,24.78,1
NP00648,0.0,3.5,0.0,6.18,0.0,0.0,9.09,7.45,4.73,0.0,9.09,0.0,5.27,4.1,0.0,5.27,0.0,0.0,0.0,0.0,1
NP11033,0.0,7.73,0.0,10.81,0.0,14.06,8.56,9.56,12.31,0.0,0.0,0.0,7.81,7.06,5.2,4.67,14.06,7.31,0.0,12.31,1
NP06167,0.0,0.0,11.76,6.94,0.0,8.28,0.0,8.28,0.0,0.0,12.72,14.28,0.0,0.0,6.47,5.56,4.69,10.28,8.72,0.0,1
NP08769,6.15,9.38,11.08,0.0,0.0,0.0,0.0,4.91,0.0,0.0,5.54,0.0,0.0,4.92,8.0,6.15,6.92,0.0,0.0,11.08,1
NP04403,7.21,15.62,34.35,18.8,0.0,17.74,27.62,9.43,20.38,37.27,6.74,18.81,0.0,0.0,42.27,12.62,0.0,0.0,30.6,12.36,1
