,formula_C,formula_H,formula_N,formula_O,formula_S,y
Neg_2699,192,325,57,73,2,0
Neg_147,371,560,100,111,6,0
Neg_1376,233,377,63,70,3,0
Neg_2589,306,491,85,100,3,0
Neg_2501,210,340,68,68,0,0
Neg_288,237,371,63,69,1,0
Neg_982,498,773,131,150,2,0
Neg_511,294,470,86,86,1,0
Neg_1308,244,373,57,78,2,0
Neg_125,194,299,51,51,3,0
Neg_564,498,831,151,119,4,0
Neg_2039,426,680,120,120,5,0
Neg_1237,115,184,32,30,1,0
Neg_749,285,471,91,81,6,0
Neg_189,323,555,99,98,1,0
Neg_2815,90,137,23,34,1,0
Neg_2573,126,207,37,35,1,0
Neg_911,270,441,101,77,1,0
Neg_2225,434,648,116,122,5,0
Neg_591,154,246,42,50,0,0
Neg_428,316,527,87,88,7,0
Neg_739,361,556,84,104,4,0
Neg_449,71,128,20,27,0,0
Neg_1358,502,744,116,141,5,0
Neg_707,232,373,75,72,3,0
Neg_1196,421,675,113,138,0,0
Neg_1113,388,601,81,102,5,0
Neg_1437,392,647,109,127,0,0
Neg_996,146,238,44,46,1,0
Neg_2480,79,135,25,26,1,0
Neg_2324,70,118,18,22,0,0
Neg_2391,161,235,39,53,3,0
Neg_1084,416,641,119,128,7,0
Neg_1194,293,478,94,95,0,0
Neg_908,211,347,55,71,3,0
Neg_638,465,714,130,166,0,0
Neg_2741,147,243,39,45,0,0
Neg_1368,377,544,98,111,4,0
Neg_1005,169,268,40,53,2,0
Neg_2790,130,210,32,43,0,0
Neg_1572,199,314,60,69,0,0
Neg_1734,421,680,122,135,4,0
Neg_435,467,718,130,143,5,0
Neg_409,85,125,21,36,0,0
Neg_436,133,190,28,32,2,0
Neg_1409,456,706,128,138,6,0
Neg_1603,136,208,38,37,0,0
Neg_2900,97,156,26,33,0,0
Neg_469,280,465,85,93,1,0
Neg_395,206,299,55,59,3,0
Neg_2006,203,342,78,66,0,0
Neg_2138,370,551,103,115,4,0
Neg_1534,68,107,21,22,0,0
Neg_726,235,375,79,71,5,0
Neg_2658,298,459,77,94,0,0
Neg_885,473,757,155,137,10,0
Neg_1364,337,531,105,110,0,0
Neg_2867,346,530,94,115,1,0
Neg_1869,401,634,106,128,2,0
Neg_429,185,266,50,79,0,0
Neg_1518,224,349,57,59,2,0
Neg_2431,376,584,104,107,6,0
Neg_788,79,116,20,24,1,0
Neg_2574,440,721,127,119,4,0
Neg_1548,282,467,87,87,3,0
Neg_1959,341,563,101,130,5,0
Neg_1124,370,603,103,110,2,0
Neg_1324,479,782,134,134,10,0
Neg_1533,81,104,18,18,1,0
Neg_2429,165,276,44,49,1,0
Neg_2123,276,422,74,74,2,0
Neg_384,111,194,34,29,3,0
Neg_2551,224,378,74,74,0,0
Neg_380,460,747,131,129,3,0
Neg_1697,84,147,23,24,1,0
Neg_2382,125,184,30,40,1,0
Neg_193,158,255,45,54,0,0
Neg_392,279,437,83,92,2,0
Neg_1136,361,599,105,111,12,0
Neg_2371,171,282,50,54,0,0
Neg_910,474,759,149,134,9,0
Neg_656,384,575,105,113,2,0
Neg_718,389,652,166,121,0,0
Neg_400,323,547,107,117,1,0
Neg_742,66,96,16,15,0,0
Neg_1273,459,735,135,147,4,0
Neg_2830,165,230,36,51,1,0
Neg_567,482,773,125,124,3,0
Neg_588,334,541,91,96,4,0
Neg_183,488,758,118,117,10,0
Neg_2770,468,718,134,166,0,0
Neg_864,88,156,24,21,2,0
Neg_2883,95,151,27,30,0,0
Neg_2689,127,189,39,37,3,0
Neg_1381,387,628,104,115,2,0
Neg_829,143,205,31,31,2,0
Neg_2495,147,230,44,50,4,0
Neg_1148,359,554,78,81,2,0
Neg_819,83,136,26,23,0,0
Neg_2683,99,146,26,23,0,0
Neg_1304,336,524,92,105,6,0
Neg_932,350,527,101,97,0,0
Neg_2003,426,688,146,123,9,0
Neg_1512,265,433,77,82,1,0
Neg_789,369,606,96,84,3,0
Neg_1705,479,754,128,139,2,0
Neg_360,416,596,102,116,2,0
Neg_2473,395,644,114,108,0,0
Neg_1567,308,466,80,96,2,0
Neg_2582,147,225,43,44,0,0
Neg_980,147,244,40,49,1,0
Neg_2740,330,502,76,86,7,0
Neg_1041,175,271,43,55,6,0
Neg_2713,293,454,70,71,5,0
Neg_593,240,389,67,75,3,0
Neg_1882,229,362,64,71,2,0
Neg_2760,320,541,101,86,2,0
Neg_1296,177,259,55,45,2,0
Neg_784,201,300,54,58,1,0
Neg_2205,119,211,33,39,1,0
Neg_981,143,226,38,34,7,0
Neg_115,297,462,84,86,1,0
Neg_499,319,499,75,95,3,0
Neg_877,442,680,118,117,2,0
Neg_594,236,353,59,85,0,0
Neg_596,373,608,108,107,3,0
Neg_156,132,219,35,40,1,0
Neg_1199,211,350,58,69,3,0
Neg_1091,211,290,50,45,2,0
Neg_2380,277,446,84,95,4,0
Neg_1193,394,615,111,118,5,0
Neg_2038,461,774,134,150,2,0
Neg_796,342,517,91,86,0,0
Neg_583,431,700,128,135,3,0
Neg_1399,337,523,95,96,4,0
Neg_773,157,246,50,55,1,0
Neg_2320,215,343,69,76,2,0
Neg_2170,328,505,79,84,3,0
Neg_1443,280,447,81,82,1,0
Neg_1969,286,467,79,90,1,0
Neg_1220,374,584,120,104,6,0
Neg_1111,244,381,63,72,2,0
Neg_2065,480,706,102,174,0,0
Neg_1451,267,410,68,74,2,0
Neg_1328,265,421,75,78,2,0
Neg_140,348,529,91,98,2,0
Neg_258,210,327,61,63,1,0
Neg_175,341,552,106,88,4,0
Neg_2922,107,177,35,28,2,0
Neg_577,366,556,102,110,4,0
Neg_1641,227,369,63,63,0,0
Neg_758,234,394,80,79,1,0
Neg_2195,362,560,100,129,2,0
Neg_157,177,278,46,61,1,0
Neg_2325,466,709,105,120,8,0
Neg_181,451,717,131,125,3,0
Neg_2641,368,594,100,113,5,0
Neg_1505,371,563,105,141,3,0
Neg_2608,324,500,86,84,2,0
Neg_2181,456,743,137,129,5,0
Neg_2798,436,669,113,154,4,0
Neg_924,119,196,40,31,2,0
Neg_1138,237,372,62,89,4,0
Neg_2880,85,138,26,29,2,0
Neg_2670,68,114,24,27,0,0
Neg_925,361,564,100,112,5,0
Neg_230,174,253,45,45,1,0
Neg_2071,106,169,29,32,2,0
Neg_2650,125,211,35,42,1,0
Neg_841,275,444,78,78,0,0
Neg_2054,248,374,62,65,1,0
Neg_146,380,565,91,145,3,0
Neg_162,363,610,120,112,2,0
Neg_990,334,540,92,107,0,0
Neg_2024,191,307,45,68,0,0
Neg_155,225,374,60,59,2,0
Neg_1412,355,551,91,122,1,0
Neg_619,164,269,49,49,0,0
Neg_154,511,778,148,150,2,0
Neg_264,329,515,99,92,5,0
Neg_457,320,539,103,101,5,0
Neg_1529,328,523,95,88,3,0
Neg_1725,77,126,20,38,0,0
Neg_582,166,275,47,38,2,0
Neg_2293,243,403,71,86,0,0
Neg_2023,262,371,67,76,1,0
Neg_1192,243,387,79,74,2,0
Neg_1702,141,218,36,47,3,0
Neg_989,389,587,107,121,4,0
Neg_856,405,629,109,119,3,0
Neg_2460,204,346,64,63,3,0
Neg_1967,483,746,124,144,5,0
Neg_1584,142,234,46,51,0,0
Neg_909,231,313,55,53,0,0
Neg_517,488,728,118,119,3,0
Neg_2302,363,607,101,106,5,0
Neg_1633,133,223,35,36,1,0
Neg_2563,90,142,20,27,1,0
Neg_2911,437,684,122,134,4,0
Neg_1261,82,146,28,21,0,0
Neg_2493,242,371,61,70,0,0
Neg_1707,267,403,73,76,0,0
Neg_2035,416,608,100,97,4,0
Neg_2507,339,505,79,89,5,0
Neg_2843,253,391,71,84,3,0
Neg_2279,432,671,111,124,6,0
Neg_633,191,291,47,54,2,0
Neg_1442,107,178,26,39,1,0
Neg_1910,272,418,88,74,1,0
Neg_2307,393,663,123,107,5,0
Neg_1627,268,438,78,74,4,0
Neg_1043,175,271,43,53,1,0
Neg_851,219,324,58,65,1,0
Neg_1342,427,670,132,121,3,0
Neg_507,129,211,35,39,4,0
Neg_2892,500,839,143,137,1,0
Neg_887,236,377,73,89,0,0
Neg_2177,379,628,112,115,0,0
Neg_2875,182,296,70,69,0,0
Neg_187,396,646,106,113,8,0
Neg_731,252,420,66,79,5,0
Neg_2878,309,468,82,96,2,0
Neg_1195,330,535,97,108,2,0
Neg_2134,285,458,74,80,7,0
Neg_209,480,774,124,139,4,0
Neg_2339,395,598,126,135,2,0
Neg_1950,389,629,123,148,1,0
Neg_1521,213,329,53,57,4,0
Neg_2328,134,207,37,38,2,0
Neg_504,415,670,110,129,4,0
Neg_1415,329,497,97,93,5,0
Neg_1244,394,636,112,119,5,0
Neg_2317,57,89,17,21,0,0
Neg_1759,221,346,54,67,3,0
Neg_1105,175,266,44,66,9,0
Neg_1599,306,450,78,81,1,0
Neg_349,256,412,78,80,4,0
Neg_2091,116,174,34,38,1,0
Neg_2417,320,500,94,86,5,0
Neg_100,151,248,40,42,0,0
Neg_2420,98,170,28,29,1,0
Neg_1970,271,438,72,87,2,0
Neg_893,319,496,72,73,7,0
Neg_2534,204,330,56,68,0,0
Neg_481,211,366,56,58,3,0
Neg_1894,306,503,99,106,2,0
Neg_627,459,797,133,140,4,0
Neg_2523,419,666,126,124,9,0
Neg_1173,138,186,24,26,2,0
Neg_2625,190,287,55,55,0,0
Neg_2452,278,414,78,84,3,0
Neg_754,246,382,72,75,1,0
Neg_2294,378,621,95,124,6,0
Neg_2466,284,439,73,78,4,0
Neg_1017,356,589,109,106,2,0
Neg_539,345,539,103,108,1,0
Neg_2199,341,530,102,111,9,0
Neg_1739,75,117,21,32,6,0
Neg_1318,234,369,63,74,0,0
Neg_2842,424,649,111,126,5,0
Neg_1817,350,556,104,117,5,0
Neg_1427,356,525,95,101,2,0
Neg_60,469,733,121,139,1,0
Neg_1202,439,679,115,121,3,0
Neg_1417,233,384,70,74,2,0
Neg_1392,98,138,28,35,3,0
Neg_1245,100,173,33,21,3,0
Neg_1621,52,83,13,20,1,0
Neg_2101,482,774,138,149,3,0
Neg_1662,283,448,84,106,3,0
Neg_967,317,498,104,95,4,0
Neg_1576,356,567,103,115,3,0
Neg_1044,294,471,75,82,3,0
Neg_2674,345,545,103,105,3,0
Neg_81,310,476,90,98,5,0
Neg_1408,493,807,135,156,1,0
Neg_1528,122,190,38,39,0,0
Neg_2218,465,720,118,119,4,0
Neg_913,364,546,92,96,6,0
Neg_1553,317,505,95,91,1,0
Neg_1203,69,121,21,22,2,0
Neg_2776,126,205,37,37,2,0
Neg_2133,220,330,70,53,2,0
Neg_1961,179,284,50,62,4,0
Neg_1895,95,138,24,24,1,0
Neg_2043,343,548,96,108,3,0
Neg_334,455,729,141,144,1,0
Neg_2174,236,381,75,80,2,0
Neg_1792,291,472,104,97,3,0
Neg_1052,259,350,50,66,2,0
Neg_1327,260,440,98,83,1,0
Neg_2663,195,304,42,61,0,0
Neg_644,455,733,117,140,4,0
Neg_2092,291,457,99,97,0,0
Neg_559,159,255,41,57,0,0
Neg_487,514,860,170,133,6,0
Neg_2018,207,315,45,59,2,0
Neg_1474,408,711,129,114,4,0
Neg_1264,287,461,75,93,2,0
Neg_884,99,169,33,29,0,0
Neg_1191,350,570,100,106,4,0
Neg_1852,370,602,118,114,3,0
Neg_786,365,573,103,105,3,0
Neg_1686,168,281,45,53,0,0
Neg_2755,418,685,111,118,6,0
Neg_2143,330,561,95,101,3,0
Neg_2619,204,316,60,49,0,0
Neg_1600,224,390,72,63,1,0
Neg_725,281,440,88,77,3,0
Neg_70,249,396,66,82,5,0
Neg_2340,197,316,48,65,4,0
Neg_1366,78,137,31,27,0,0
Neg_458,297,464,84,95,2,0
Neg_744,259,419,69,83,4,0
Neg_2839,314,509,97,108,3,0
Neg_575,118,185,33,31,2,0
Neg_1839,158,239,39,36,2,0
Neg_2678,487,788,142,142,6,0
Neg_1204,419,686,112,124,3,0
Neg_2351,141,224,40,43,0,0
Neg_2899,154,240,38,62,1,0
Neg_2474,537,777,115,145,6,0
Neg_1760,304,458,72,72,5,0
Neg_369,142,214,42,44,1,0
Neg_2710,383,565,99,110,2,0
Neg_2852,402,619,103,126,3,0
Neg_1373,402,665,115,104,4,0
Neg_2807,276,451,81,100,2,0
Neg_543,202,332,64,63,12,0
Neg_1453,335,495,89,99,4,0
Neg_860,86,135,23,26,0,0
Neg_223,174,285,53,56,3,0
Neg_1842,290,469,75,85,2,0
Neg_1769,105,177,31,26,1,0
Neg_2295,263,437,81,75,1,0
Neg_1598,255,397,69,82,3,0
Neg_642,361,561,95,116,4,0
Neg_2592,320,521,85,88,3,0
Neg_2426,418,644,118,111,5,0
Neg_1004,346,574,114,117,0,0
Neg_2066,61,111,15,18,0,0
Neg_1482,135,228,42,42,0,0
Neg_111,495,778,120,133,3,0
Neg_2546,300,437,77,84,1,0
Neg_2168,387,602,102,132,2,0
Neg_1605,208,339,67,71,1,0
Neg_2512,222,362,62,65,4,0
Neg_93,57,90,16,26,1,0
Neg_772,448,736,122,141,1,0
Neg_206,355,519,87,94,8,0
Neg_723,176,269,53,60,1,0
Neg_1946,202,333,63,68,0,0
Neg_2284,99,152,28,29,2,0
Neg_2267,334,558,88,115,2,0
Neg_778,501,805,159,134,6,0
Neg_87,374,570,104,91,3,0
Neg_2746,71,128,20,21,0,0
Neg_1171,87,148,24,23,3,0
Neg_1671,438,710,122,135,4,0
Neg_2416,105,173,29,33,1,0
Neg_1935,295,478,100,97,1,0
Neg_2891,479,742,118,145,2,0
Neg_1354,460,767,163,137,2,0
Neg_763,147,231,39,49,1,0
Neg_1222,152,260,42,43,2,0
Neg_371,343,543,103,115,1,0
Neg_1955,81,134,22,29,1,0
Neg_2848,369,606,112,96,7,0
Neg_2766,352,559,95,108,4,0
Neg_2233,308,517,99,84,1,0
Neg_1833,313,527,89,102,4,0
Neg_1123,259,405,71,83,5,0
Neg_2809,245,372,80,72,10,0
Neg_2194,319,526,106,106,2,0
Neg_2144,339,486,80,94,3,0
Neg_27,502,806,136,145,6,0
Neg_2559,172,270,50,43,1,0
Neg_2373,237,348,74,79,0,0
Neg_2161,365,616,102,125,6,0
Neg_1954,421,696,128,122,6,0
Neg_23,449,705,117,130,0,0
Neg_1075,377,598,112,94,5,0
Neg_2385,296,479,109,96,3,0
Neg_1821,374,609,103,113,0,0
Neg_2256,264,419,69,78,3,0
Neg_2171,242,383,69,74,6,0
Neg_921,252,377,59,66,4,0
Neg_832,51,83,13,15,0,0
Neg_552,470,780,132,133,0,0
Neg_1002,255,410,86,73,2,0
Neg_123,308,509,83,94,6,0
Neg_204,362,582,94,130,2,0
Neg_375,225,341,53,52,0,0
Neg_372,163,275,45,56,6,0
Neg_1287,287,422,68,104,1,0
Neg_2125,150,204,32,50,1,0
Neg_74,412,695,131,129,2,0
Neg_871,380,591,95,107,3,0
Neg_694,447,702,126,166,4,0
Neg_824,480,801,147,147,6,0
Neg_2063,175,284,46,47,0,0
Neg_1031,214,334,48,63,1,0
Neg_332,456,711,105,124,8,0
Neg_1165,160,266,42,51,0,0
Neg_2186,134,211,31,35,0,0
Neg_1986,300,483,85,105,3,0
Neg_2394,217,357,61,61,3,0
Neg_1379,186,298,48,57,2,0
Neg_2522,412,664,134,116,4,0
Neg_1899,139,233,37,47,0,0
Neg_1322,320,476,76,120,2,0
Neg_2414,376,595,105,98,3,0
Neg_26,199,307,51,48,2,0
Neg_1284,483,730,118,136,6,0
Neg_820,236,375,65,76,4,0
Neg_863,417,686,140,131,2,0
Neg_268,471,771,115,115,6,0
Neg_2153,188,305,67,60,0,0
Neg_63,350,552,88,110,2,0
Neg_687,222,350,68,77,1,0
Neg_1297,473,778,124,130,7,0
Neg_1556,347,477,73,87,2,0
Neg_2455,443,703,119,131,5,0
Neg_1016,359,544,98,109,3,0
Neg_366,440,685,117,128,3,0
Neg_641,130,194,40,40,0,0
Neg_2874,264,395,69,80,0,0
Neg_948,245,357,57,69,2,0
Neg_2780,278,443,77,80,3,0
Neg_760,365,591,99,103,2,0
Neg_1782,311,493,79,96,2,0
Neg_2735,370,613,107,128,1,0
Neg_705,437,687,133,127,6,0
Neg_764,322,519,87,107,3,0
Neg_1582,64,109,21,25,0,0
Neg_1061,344,515,93,100,2,0
Neg_2183,300,458,74,91,1,0
Neg_1543,84,137,23,41,2,0
Neg_1964,279,461,85,86,2,0
Neg_1330,89,140,26,31,1,0
Neg_2411,414,630,116,126,3,0
Neg_25,296,441,63,68,3,0
Neg_1463,483,746,108,126,8,0
Neg_1738,83,134,24,22,0,0
Neg_2261,278,455,75,94,1,0
Neg_1416,143,230,38,37,0,0
Neg_2389,461,723,117,145,1,0
Neg_2905,92,137,19,29,0,0
Neg_1488,384,602,102,132,5,0
Neg_180,434,714,122,128,6,0
Neg_557,454,724,118,143,2,0
Neg_1595,343,545,103,104,1,0
Neg_1103,151,253,47,35,4,0
Neg_510,373,577,113,118,1,0
Neg_2472,226,369,65,67,3,0
Neg_122,195,306,46,54,2,0
Neg_2290,305,479,81,94,3,0
Neg_2696,419,701,113,133,3,0
Neg_1289,97,156,24,34,0,0
Neg_1936,425,690,128,129,2,0
Neg_2265,231,390,74,73,1,0
Neg_2555,298,476,82,92,3,0
Neg_1580,228,368,66,63,3,0
Neg_2082,126,185,27,28,2,0
Neg_1591,296,463,91,90,2,0
Neg_1470,335,542,88,96,5,0
Neg_1509,345,557,89,90,3,0
Neg_77,95,156,26,29,1,0
Neg_1247,472,726,120,149,4,0
Neg_2122,296,500,80,87,3,0
Neg_1953,465,746,132,129,10,0
Neg_2894,478,761,129,156,4,0
Neg_1260,406,647,107,122,4,0
Neg_2719,138,202,34,45,2,0
Neg_2111,379,600,100,111,4,0
Neg_1531,241,385,65,69,0,0
Neg_1519,451,718,140,126,1,0
Neg_2540,100,156,26,27,2,0
Neg_2113,175,254,32,43,0,0
Neg_1965,318,532,100,101,2,0
Neg_48,479,770,132,159,0,0
Neg_625,398,620,104,119,4,0
Neg_2721,262,429,87,80,2,0
Neg_2716,266,434,76,87,1,0
Neg_1116,380,574,90,94,6,0
Neg_2714,323,494,86,100,1,0
Neg_729,268,442,74,87,4,0
Neg_770,52,82,14,15,1,0
Neg_1441,238,406,72,75,2,0
Neg_1629,391,607,103,112,2,0
Neg_65,134,222,38,47,1,0
Neg_2121,113,181,29,34,1,0
Neg_271,274,415,73,86,2,0
Neg_2572,379,602,128,134,4,0
Neg_2089,250,360,66,90,1,0
Neg_655,447,699,113,117,3,0
Neg_806,131,196,28,49,0,0
Neg_1034,262,419,77,78,7,0
Neg_2211,340,512,96,108,1,0
Neg_393,252,406,70,76,1,0
Neg_2684,384,624,108,128,5,0
Neg_2028,180,287,43,67,2,0
Neg_1695,309,475,83,98,1,0
Neg_1024,79,121,29,22,1,0
Neg_881,235,393,71,73,3,0
Neg_2862,323,515,89,103,1,0
Neg_632,100,160,28,29,2,0
Neg_665,294,432,78,87,2,0
Neg_1699,417,675,109,131,3,0
Neg_1752,315,476,102,95,2,0
Neg_1536,375,584,104,118,4,0
Neg_1132,368,599,99,121,5,0
Neg_692,266,408,70,78,3,0
Neg_2046,387,638,112,122,2,0
Neg_866,286,438,82,99,4,0
Neg_719,210,354,68,57,5,0
Neg_2407,132,225,47,43,1,0
Neg_668,449,720,126,132,6,0
Neg_2488,313,496,92,83,0,0
Neg_359,263,400,62,57,5,0
Neg_1168,209,302,44,45,5,0
Neg_578,469,736,124,147,1,0
Neg_2655,253,377,67,80,2,0
Neg_1419,103,167,37,28,0,0
Neg_426,68,108,22,32,0,0
Neg_1644,100,168,30,32,1,0
Neg_643,117,169,29,41,1,0
Neg_1902,222,357,57,78,1,0
Neg_385,75,119,17,20,1,0
Neg_2361,369,565,93,102,5,0
Neg_907,547,843,143,152,0,0
Neg_399,457,745,123,143,3,0
Neg_1577,349,543,95,102,3,0
Neg_2127,406,636,122,112,2,0
Neg_73,478,724,116,139,1,0
Neg_2598,462,727,123,137,4,0
Neg_516,195,316,60,76,0,0
Neg_1466,135,219,35,49,2,0
Neg_672,300,487,83,82,1,0
Neg_630,440,734,118,143,7,0
Neg_39,225,349,63,69,0,0
Neg_2465,298,471,81,89,4,0
Neg_2722,411,652,112,142,0,0
Neg_2105,107,168,30,33,0,0
Neg_1077,97,148,24,36,0,0
Neg_2550,441,700,136,123,8,0
Neg_1756,127,203,33,43,2,0
Neg_172,154,243,43,50,1,0
Neg_1428,328,484,84,97,4,0
Neg_797,283,439,79,100,6,0
Neg_2239,260,392,78,83,7,0
Neg_1268,187,308,58,60,1,0
Neg_112,375,604,110,131,2,0
Neg_2432,196,323,57,83,0,0
Neg_1624,193,303,55,51,1,0
Neg_1571,136,199,31,40,1,0
Neg_753,133,225,45,48,0,0
Neg_1875,111,172,28,36,1,0
Neg_2353,84,123,23,27,0,0
Neg_1805,287,459,81,100,2,0
Neg_1530,452,743,139,129,1,0
Neg_357,408,628,116,126,4,0
Neg_695,472,734,116,132,1,0
Neg_551,240,380,60,73,0,0
Neg_2897,205,318,62,61,0,0
Neg_438,489,771,125,124,8,0
Neg_858,325,539,93,102,4,0
Neg_1072,285,458,86,87,1,0
Neg_698,158,239,45,69,3,0
Neg_2433,130,216,36,45,1,0
Neg_186,234,378,64,68,4,0
Neg_1915,476,786,136,147,7,0
Neg_2470,218,354,62,66,5,0
Neg_1547,149,219,41,46,1,0
Neg_313,472,736,140,133,5,0
Neg_1232,315,482,82,100,4,0
Neg_2015,360,550,94,120,1,0
Neg_1413,362,590,106,100,2,0
Neg_1495,255,406,76,72,1,0
Neg_2297,111,181,37,34,4,0
Neg_416,186,263,45,58,0,0
Neg_1252,277,441,65,102,1,0
Neg_1013,364,575,113,109,3,0
Neg_1631,65,111,19,20,1,0
Neg_874,509,808,132,128,10,0
Neg_1984,119,191,33,42,2,0
Neg_1431,185,325,55,52,0,0
Neg_505,62,109,23,17,0,0
Neg_2401,459,738,126,157,3,0
Neg_2119,437,725,127,127,3,0
Neg_1685,340,497,81,86,2,0
Neg_2727,437,706,112,136,2,0
Neg_1640,414,650,104,116,4,0
Neg_1134,208,344,60,70,0,0
Neg_799,433,669,111,130,8,0
Neg_790,276,417,75,77,0,0
Neg_2135,475,788,140,152,3,0
Neg_2208,489,744,122,133,4,0
Neg_1475,209,350,56,71,0,0
Neg_1085,413,629,107,117,5,0
Neg_1713,364,548,94,94,0,0
Neg_309,208,311,53,68,0,0
Neg_1162,154,252,48,46,2,0
Neg_2075,183,270,38,47,2,0
Neg_1698,250,438,66,67,2,0
Neg_518,62,104,14,15,3,0
Neg_1163,429,688,114,133,5,0
Neg_1359,286,462,80,84,3,0
Neg_1119,355,578,102,94,0,0
Neg_2643,393,591,87,101,6,0
Neg_277,441,720,124,140,0,0
Neg_1587,330,516,100,112,0,0
Neg_2585,480,788,138,147,2,0
Neg_1060,84,138,20,24,0,0
Neg_330,231,352,60,77,2,0
Neg_1369,424,660,108,129,7,0
Neg_2785,221,340,56,70,2,0
Neg_2535,323,525,107,100,4,0
Neg_1564,347,551,99,120,13,0
Neg_2036,321,498,92,111,9,0
Neg_1200,329,548,94,97,3,0
Neg_1709,407,580,152,97,2,0
Neg_1329,337,507,83,114,3,0
Neg_32,302,468,108,93,0,0
Neg_776,191,287,47,52,2,0
Neg_437,253,396,58,70,2,0
Neg_2653,351,548,104,106,3,0
Neg_95,304,478,88,89,2,0
Neg_1757,287,432,100,84,0,0
Neg_780,218,354,56,60,1,0
Neg_1804,363,561,99,121,3,0
Neg_1545,234,353,67,77,1,0
Neg_2797,356,613,149,115,0,0
Neg_430,202,317,47,51,2,0
Neg_1573,201,295,57,60,0,0
Neg_1378,473,762,124,142,6,0
Neg_473,377,607,111,100,4,0
Neg_649,346,575,105,134,4,0
Neg_524,426,650,106,129,3,0
Neg_1517,315,506,104,100,1,0
Neg_880,201,325,63,56,2,0
Neg_1693,369,598,114,111,6,0
Neg_1092,385,577,89,108,7,0
Neg_1226,461,743,151,127,7,0
Neg_246,207,308,52,68,1,0
Neg_442,433,666,100,113,5,0
Neg_2422,175,275,51,56,2,0
Neg_2661,473,732,122,147,0,0
Neg_2189,309,481,83,95,6,0
Neg_673,326,518,92,103,0,0
Neg_2244,453,665,115,119,10,0
Neg_613,333,517,103,126,0,0
Neg_1133,187,291,57,54,1,0
Neg_1919,155,247,45,52,2,0
Neg_1393,118,200,40,36,2,0
Neg_1980,176,308,62,55,4,0
Neg_195,345,577,121,106,0,0
Neg_2354,415,688,116,143,2,0
Neg_2388,237,358,66,74,1,0
Neg_1181,112,167,27,29,0,0
Neg_1550,149,237,41,50,4,0
Neg_2158,396,610,96,109,6,0
Neg_2197,379,588,106,115,3,0
Neg_2274,454,707,123,134,2,0
Neg_2679,328,547,113,107,0,0
Neg_1439,450,713,119,108,4,0
Neg_2281,389,640,112,111,9,0
Neg_2841,130,193,31,32,1,0
Neg_2266,275,420,66,85,1,0
Neg_571,355,560,114,123,2,0
Neg_1009,262,423,75,78,2,0
Neg_1655,229,357,65,64,4,0
Neg_1487,97,146,28,26,2,0
Neg_28,466,731,133,166,0,0
Neg_2509,309,494,88,97,3,0
Neg_2175,190,296,62,46,3,0
Neg_2232,432,707,123,134,3,0
Neg_201,63,107,23,15,0,0
Neg_1333,385,624,116,118,6,0
Neg_2778,171,254,48,52,4,0
Neg_1704,306,476,86,83,1,0
Neg_2156,197,316,52,55,1,0
Neg_1706,188,288,52,56,3,0
Neg_143,371,629,107,112,3,0
Neg_2595,179,295,45,55,4,0
Neg_166,359,555,97,105,1,0
Neg_2209,149,231,41,43,2,0
Neg_1608,422,662,110,103,4,0
Neg_1581,435,734,128,139,1,0
Neg_1609,448,716,122,144,6,0
Neg_865,314,478,72,86,4,0
Neg_666,403,661,111,126,0,0
Neg_1267,131,208,38,39,3,0
Neg_639,265,403,69,73,1,0
Neg_1590,346,530,80,81,2,0
Neg_1701,103,148,28,35,0,0
Neg_1093,231,383,79,74,0,0
Neg_752,318,494,82,88,3,0
Neg_1210,153,225,41,46,1,0
Neg_2603,373,616,106,126,2,0
Neg_463,104,180,36,33,1,0
Neg_972,346,554,92,95,3,0
Neg_1224,65,103,15,12,0,0
Neg_1027,440,660,128,135,13,0
Neg_2430,267,428,84,90,5,0
Neg_282,484,766,112,113,4,0
Neg_421,327,544,94,106,2,0
Neg_986,420,682,130,111,4,0
Neg_1349,405,635,111,135,9,0
Neg_495,137,204,32,33,1,0
Neg_2223,128,199,31,37,0,0
Neg_2245,189,320,48,46,3,0
Neg_522,459,716,122,147,1,0
Neg_490,471,748,150,131,4,0
Neg_153,463,748,138,142,7,0
Neg_1916,210,339,55,68,2,0
Neg_2569,447,734,132,154,1,0
Neg_1724,174,278,44,51,2,0
Neg_220,163,253,47,46,0,0
Neg_573,44,75,15,18,0,0
Neg_2008,469,765,127,131,6,0
Neg_2076,244,400,66,66,3,0
Neg_1440,270,416,76,87,0,0
Neg_1258,433,697,115,131,10,0
Neg_2009,194,332,60,71,1,0
Neg_486,183,299,51,60,2,0
Neg_555,416,662,120,147,3,0
Neg_232,58,103,21,19,0,0
Neg_1407,303,474,76,86,1,0
Neg_637,109,157,31,35,1,0
Neg_2372,105,170,24,32,1,0
Neg_338,474,745,153,137,8,0
Neg_192,372,561,99,108,2,0
Neg_1926,269,427,75,94,1,0
Neg_1337,293,472,84,93,4,0
Neg_2531,252,373,65,84,1,0
Neg_765,385,580,114,119,2,0
Neg_98,148,208,32,41,1,0
Neg_2026,458,695,133,136,6,0
Neg_1650,466,702,122,144,2,0
Neg_386,353,572,108,110,12,0
Neg_14,430,687,111,123,2,0
Neg_1660,272,404,62,102,4,0
Neg_2005,166,267,45,59,1,0
Neg_2292,258,413,77,84,4,0
Neg_117,274,443,81,76,6,0
Neg_424,192,300,62,65,1,0
Neg_2444,442,757,163,134,1,0
