,SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y,y
peptide_nm_271,-0.447,0.0,-0.314,-0.314,0.0,-0.447,0.0,0.0,-0.447,0.0,0.0,-0.314,0.0,-0.314,-0.314,0.0,0.0,0.0,0.0,0.0,0
peptide_nm_272,-0.415,0.0,0.0,0.0,-0.415,-0.53,0.0,0.0,-0.285,0.0,0.0,-0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,0
peptide_nm_273,-0.209,-0.209,0.0,0.0,0.0,-0.323,0.0,-0.401,0.0,-0.524,0.0,0.0,0.0,-0.209,-0.209,0.0,-0.209,-0.209,0.0,-0.209,0
peptide_nm_274,-0.314,-0.203,0.0,-0.314,-0.314,-0.392,0.0,0.0,-0.203,-0.392,0.0,0.0,-0.203,-0.203,-0.203,-0.392,-0.203,-0.203,0.0,0.0,0
peptide_nm_275,0.0,0.0,-0.285,0.0,0.0,-0.285,0.0,0.0,0.0,-0.415,-0.415,-0.285,-0.285,-0.285,0.0,0.0,-0.488,-0.285,0.0,0.0,0
peptide_nm_276,-0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.334,0.0,0.0,0.0,-0.314,0.0,0.0,-0.314,0.0,0.0,0.0,0
peptide_nm_277,-0.296,-0.097,-0.296,-0.329,-0.329,-0.329,-0.097,-0.214,-0.097,-0.296,-0.162,0.0,-0.214,-0.258,-0.214,-0.162,-0.162,-0.162,0.0,-0.258,0
peptide_nm_278,-0.272,0.0,0.0,0.0,-0.272,-0.272,-0.272,0.0,0.0,0.0,0.0,0.0,-0.476,-0.272,0.0,-0.401,-0.476,-0.272,0.0,0.0,0
peptide_nm_279,-0.471,-0.191,-0.191,0.0,-0.299,-0.375,-0.191,0.0,0.0,-0.375,0.0,0.0,-0.471,0.0,0.0,-0.299,0.0,0.0,0.0,-0.191,0
peptide_nm_280,-0.482,-0.232,-0.232,-0.232,0.0,-0.232,0.0,-0.232,-0.232,-0.352,0.0,-0.232,-0.232,-0.232,-0.352,-0.232,0.0,0.0,0.0,0.0,0
peptide_nm_281,-0.401,0.0,-0.401,-0.272,0.0,0.0,0.0,-0.272,0.0,-0.272,0.0,0.0,0.0,-0.516,-0.272,0.0,0.0,-0.272,0.0,-0.272,0
peptide_nm_282,-0.299,0.0,-0.299,0.0,-0.299,-0.431,-0.299,-0.299,0.0,-0.299,-0.299,0.0,0.0,0.0,0.0,-0.431,-0.299,0.0,0.0,0.0,0
peptide_nm_283,0.0,0.0,0.0,-0.299,0.0,-0.299,-0.431,0.0,-0.431,0.0,0.0,0.0,0.0,0.0,-0.299,-0.299,-0.299,-0.431,0.0,-0.299,0
peptide_nm_284,0.0,0.0,0.0,-0.401,0.0,-0.209,-0.323,-0.209,0.0,-0.456,-0.209,-0.209,-0.209,-0.323,0.0,-0.209,-0.323,-0.209,-0.209,0.0,0
peptide_nm_285,-0.431,0.0,-0.299,-0.299,-0.299,-0.299,-0.299,-0.299,0.0,-0.299,0.0,-0.299,-0.299,0.0,0.0,-0.299,0.0,0.0,0.0,0.0,0
peptide_nm_286,-0.176,0.0,-0.176,-0.176,-0.278,0.0,-0.176,-0.278,-0.278,-0.278,-0.176,-0.176,0.0,-0.278,0.0,-0.352,-0.278,-0.451,0.0,-0.176,0
peptide_nm_287,-0.415,0.0,0.0,0.0,0.0,-0.285,0.0,0.0,0.0,-0.415,0.0,0.0,-0.488,-0.285,-0.488,0.0,0.0,-0.285,0.0,0.0,0
peptide_nm_288,0.0,0.0,-0.272,-0.401,-0.272,-0.272,-0.272,-0.401,0.0,-0.272,0.0,0.0,-0.272,-0.272,0.0,-0.401,-0.272,0.0,0.0,0.0,0
peptide_nm_289,-0.323,-0.209,-0.456,0.0,-0.209,-0.401,0.0,-0.209,-0.209,-0.323,-0.209,0.0,-0.209,-0.209,0.0,0.0,0.0,-0.323,-0.209,0.0,0
peptide_nm_290,0.0,0.0,0.0,-0.299,0.0,0.0,-0.299,-0.5,-0.299,-0.299,0.0,-0.299,-0.299,-0.431,-0.299,0.0,0.0,0.0,0.0,0.0,0
peptide_nm_291,-0.525,0.0,0.0,0.0,0.0,-0.42,0.0,-0.224,-0.224,-0.342,0.0,0.0,0.0,-0.224,0.0,-0.42,0.0,-0.224,0.0,-0.224,0
peptide_nm_292,-0.285,0.0,-0.285,-0.415,0.0,0.0,0.0,0.0,-0.285,0.0,0.0,0.0,-0.285,-0.285,-0.488,0.0,-0.415,0.0,0.0,-0.285,0
peptide_nm_293,-0.363,0.0,0.0,-0.442,0.0,0.0,0.0,-0.363,-0.442,-0.363,-0.24,0.0,0.0,0.0,0.0,0.0,-0.442,0.0,-0.24,0.0,0
peptide_nm_294,-0.24,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,-0.24,-0.363,0.0,-0.442,-0.491,-0.24,0.0,-0.24,-0.24,-0.24,0.0,-0.24,0
peptide_nm_295,-0.352,-0.352,-0.278,-0.278,0.0,-0.352,0.0,-0.278,0.0,-0.352,-0.176,0.0,0.0,-0.176,-0.176,-0.278,0.0,-0.408,0.0,0.0,0
peptide_nm_296,-0.32,-0.156,0.0,-0.375,-0.156,-0.418,0.0,-0.25,-0.25,-0.25,0.0,0.0,0.0,-0.25,0.0,-0.453,-0.25,-0.156,0.0,-0.156,0
peptide_nm_297,-0.176,0.0,-0.408,-0.176,-0.176,-0.352,0.0,0.0,-0.352,-0.176,0.0,0.0,0.0,-0.278,-0.278,-0.352,-0.278,-0.176,0.0,-0.352,0
peptide_nm_298,-0.352,0.0,-0.278,-0.352,0.0,-0.408,-0.176,-0.278,-0.352,0.0,-0.176,0.0,-0.176,-0.176,-0.278,-0.176,-0.278,0.0,0.0,-0.176,0
peptide_nm_299,-0.314,-0.511,0.0,0.0,0.0,-0.314,0.0,0.0,0.0,0.0,0.0,-0.314,0.0,0.0,0.0,-0.314,-0.314,-0.314,0.0,-0.447,0
peptide_nm_300,-0.42,0.0,0.0,-0.224,-0.224,0.0,0.0,0.0,0.0,-0.342,-0.224,-0.224,-0.224,-0.224,-0.224,-0.342,-0.342,-0.342,0.0,-0.224,0
peptide_nm_301,-0.363,0.0,-0.24,-0.24,-0.363,-0.24,-0.24,-0.24,-0.442,-0.442,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,-0.24,0.0,0.0,0
peptide_nm_302,-0.5,0.0,-0.25,-0.25,0.0,0.0,0.0,-0.375,-0.25,-0.25,0.0,0.0,0.0,0.0,-0.25,-0.375,0.0,-0.25,0.0,-0.375,0
peptide_nm_303,-0.285,0.0,-0.285,0.0,0.0,-0.285,0.0,0.0,-0.415,-0.285,0.0,0.0,-0.285,0.0,0.0,-0.285,-0.285,-0.523,0.0,0.0,0
peptide_nm_304,-0.393,-0.085,-0.265,-0.296,-0.142,-0.23,-0.085,-0.265,-0.296,-0.265,-0.085,-0.085,-0.35,-0.085,-0.142,-0.189,-0.189,-0.324,0.0,-0.142,0
peptide_nm_305,-0.314,0.0,-0.314,-0.314,0.0,-0.511,0.0,0.0,0.0,-0.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.447,0.0,0.0,0
peptide_nm_306,-0.342,0.0,0.0,-0.224,0.0,-0.224,-0.224,-0.224,0.0,-0.473,0.0,0.0,-0.42,0.0,-0.224,0.0,-0.224,-0.342,-0.224,-0.224,0
peptide_nm_307,0.0,-0.447,0.0,0.0,-0.314,0.0,0.0,-0.447,-0.314,-0.447,0.0,0.0,-0.314,-0.314,0.0,0.0,-0.314,0.0,0.0,0.0,0
peptide_nm_308,-0.447,0.0,0.0,-0.314,-0.314,-0.314,0.0,-0.511,0.0,0.0,0.0,0.0,0.0,-0.314,-0.314,-0.314,0.0,0.0,0.0,0.0,0
peptide_nm_309,-0.176,0.0,0.0,-0.408,-0.176,-0.352,-0.176,-0.278,-0.278,-0.278,-0.176,0.0,-0.176,-0.278,-0.176,-0.176,-0.176,-0.352,-0.176,0.0,0
peptide_nm_310,-0.197,0.0,0.0,-0.197,0.0,-0.383,-0.197,-0.306,-0.197,-0.479,-0.197,-0.197,-0.197,-0.197,0.0,-0.306,0.0,-0.383,0.0,0.0,0
peptide_nm_311,-0.272,0.0,0.0,0.0,0.0,-0.401,0.0,0.0,-0.444,-0.172,0.0,-0.172,-0.272,-0.172,-0.476,0.0,-0.401,-0.272,0.0,0.0,0
peptide_nm_312,-0.323,0.0,-0.209,-0.323,-0.323,0.0,0.0,-0.209,-0.401,-0.209,-0.209,-0.209,-0.209,-0.209,0.0,-0.323,0.0,-0.323,0.0,-0.209,0
peptide_nm_313,-0.285,0.0,-0.285,0.0,-0.488,-0.285,-0.285,0.0,0.0,0.0,-0.285,0.0,-0.285,0.0,0.0,0.0,-0.415,-0.415,0.0,0.0,0
peptide_nm_314,0.0,-0.285,-0.285,-0.285,0.0,-0.415,0.0,0.0,-0.415,-0.415,0.0,0.0,0.0,-0.285,-0.285,-0.285,0.0,-0.285,0.0,0.0,0
peptide_nm_315,-0.314,-0.203,0.0,-0.203,-0.203,-0.203,-0.203,-0.392,-0.203,0.0,0.0,-0.314,-0.203,-0.314,0.0,-0.314,0.0,-0.203,-0.314,-0.203,0
peptide_nm_316,0.0,0.0,-0.25,-0.25,-0.25,-0.5,0.0,0.0,-0.375,-0.375,0.0,-0.25,-0.25,0.0,0.0,-0.25,-0.25,0.0,-0.25,0.0,0
peptide_nm_317,0.0,0.0,0.0,-0.375,0.0,0.0,0.0,-0.191,0.0,-0.471,-0.191,-0.191,-0.471,0.0,-0.375,0.0,-0.191,-0.375,-0.191,0.0,0
peptide_nm_318,-0.25,0.0,0.0,0.0,-0.375,-0.25,0.0,-0.375,0.0,-0.453,0.0,0.0,-0.25,-0.375,-0.25,-0.25,-0.375,0.0,0.0,0.0,0
peptide_nm_319,-0.306,-0.383,0.0,-0.439,-0.197,-0.306,-0.197,0.0,-0.197,-0.197,0.0,0.0,-0.306,-0.197,-0.197,-0.197,-0.306,-0.197,0.0,0.0,0
peptide_nm_320,-0.285,0.0,-0.285,-0.285,0.0,-0.415,0.0,-0.285,-0.285,-0.285,-0.285,-0.285,-0.415,-0.285,0.0,0.0,0.0,0.0,0.0,0.0,0
peptide_nm_321,-0.272,0.0,0.0,-0.401,0.0,-0.401,0.0,-0.172,-0.172,-0.272,-0.172,-0.172,-0.272,-0.272,-0.272,-0.345,-0.172,-0.172,-0.172,0.0,0
peptide_nm_322,0.0,0.0,0.0,0.0,-0.285,-0.488,0.0,0.0,-0.488,-0.285,0.0,-0.285,0.0,0.0,-0.488,0.0,-0.285,0.0,0.0,0.0,0
peptide_nm_323,-0.342,0.0,-0.342,-0.342,-0.342,-0.224,0.0,0.0,0.0,-0.224,-0.224,0.0,-0.224,-0.224,0.0,-0.42,0.0,-0.42,0.0,0.0,0
peptide_nm_324,-0.24,0.0,-0.24,0.0,0.0,-0.363,0.0,-0.363,-0.24,-0.363,0.0,-0.24,-0.24,-0.24,-0.363,-0.24,-0.363,0.0,0.0,0.0,0
peptide_nm_325,-0.415,0.0,-0.285,-0.181,0.0,0.0,-0.285,-0.285,-0.285,-0.359,0.0,0.0,-0.181,0.0,-0.285,-0.285,-0.285,-0.285,-0.181,0.0,0
peptide_nm_326,-0.209,0.0,-0.401,0.0,0.0,-0.209,-0.323,-0.209,-0.456,-0.209,0.0,-0.209,0.0,-0.209,-0.323,-0.209,-0.209,0.0,0.0,-0.323,0
peptide_nm_327,-0.169,0.0,-0.295,-0.268,-0.169,-0.126,-0.169,-0.206,-0.239,-0.379,0.0,-0.239,-0.319,-0.169,-0.169,-0.341,-0.239,-0.268,-0.075,-0.126,0
peptide_nm_328,-0.476,0.0,-0.272,-0.272,0.0,-0.272,0.0,0.0,0.0,-0.401,-0.272,0.0,0.0,-0.272,-0.401,0.0,-0.272,-0.272,0.0,0.0,0
peptide_nm_329,-0.482,0.0,-0.232,0.0,0.0,-0.232,-0.232,-0.232,0.0,-0.352,0.0,0.0,-0.232,-0.352,-0.232,0.0,-0.431,-0.232,0.0,0.0,0
peptide_nm_330,-0.24,0.0,-0.24,-0.24,-0.24,-0.309,-0.24,-0.309,-0.24,-0.24,-0.15,0.0,-0.15,-0.24,0.0,-0.363,-0.309,-0.24,0.0,-0.15,0
peptide_nm_331,-0.232,0.0,-0.352,-0.232,-0.352,-0.232,0.0,0.0,-0.232,-0.431,-0.232,0.0,0.0,-0.431,0.0,0.0,-0.232,-0.352,0.0,0.0,0
peptide_nm_332,-0.312,-0.081,-0.181,-0.081,-0.136,-0.285,-0.181,0.0,0.0,-0.38,-0.081,-0.081,-0.312,0.0,-0.312,-0.312,-0.312,-0.285,-0.22,-0.254,0
peptide_nm_333,-0.285,0.0,-0.285,-0.285,-0.285,-0.285,0.0,-0.285,-0.285,-0.415,0.0,0.0,0.0,0.0,-0.285,0.0,-0.488,0.0,0.0,0.0,0
peptide_nm_334,-0.306,-0.197,0.0,-0.383,-0.197,-0.383,-0.306,-0.439,-0.306,0.0,0.0,0.0,0.0,-0.197,0.0,-0.197,-0.306,-0.197,0.0,0.0,0
peptide_nm_335,-0.323,-0.209,0.0,-0.323,-0.209,-0.401,-0.209,0.0,0.0,-0.323,0.0,0.0,0.0,-0.323,-0.323,-0.209,-0.209,-0.323,0.0,-0.209,0
peptide_nm_336,-0.203,0.0,-0.314,-0.314,-0.203,-0.203,-0.203,-0.314,-0.314,-0.203,-0.314,0.0,0.0,0.0,-0.392,-0.203,0.0,-0.314,0.0,-0.203,0
peptide_nm_337,-0.442,0.0,0.0,-0.363,-0.15,-0.309,0.0,-0.407,-0.309,-0.15,0.0,-0.24,-0.15,0.0,-0.15,-0.15,-0.309,-0.309,0.0,0.0,0
peptide_nm_338,-0.408,0.0,-0.176,0.0,-0.278,-0.176,-0.176,0.0,-0.176,-0.278,-0.176,-0.176,0.0,-0.176,-0.408,-0.176,-0.176,-0.278,-0.176,-0.352,0
peptide_nm_339,-0.191,-0.191,-0.191,-0.299,0.0,-0.191,-0.299,-0.375,-0.191,-0.191,0.0,-0.191,-0.191,-0.299,-0.299,-0.191,-0.299,-0.299,0.0,0.0,0
peptide_nm_340,0.0,0.0,-0.272,-0.272,0.0,-0.272,0.0,-0.272,-0.401,-0.401,0.0,-0.272,0.0,0.0,-0.272,-0.272,-0.401,-0.272,0.0,0.0,0
peptide_nm_341,0.0,0.0,-0.476,0.0,-0.272,-0.401,0.0,0.0,-0.272,-0.272,0.0,-0.272,-0.401,0.0,0.0,-0.272,0.0,-0.272,0.0,-0.272,0
peptide_nm_342,-0.482,0.0,0.0,-0.232,-0.232,0.0,0.0,-0.232,0.0,-0.232,-0.352,0.0,-0.232,-0.232,-0.232,-0.232,0.0,-0.431,0.0,-0.232,0
peptide_nm_343,-0.299,0.0,-0.191,-0.191,-0.191,-0.191,0.0,-0.299,-0.191,-0.191,0.0,-0.299,0.0,0.0,-0.375,-0.299,-0.299,-0.299,0.0,-0.375,0
peptide_nm_344,-0.224,0.0,-0.342,-0.342,-0.342,0.0,0.0,-0.42,-0.224,-0.342,-0.224,0.0,0.0,-0.342,-0.342,0.0,0.0,-0.224,0.0,0.0,0
peptide_nm_345,-0.471,0.0,-0.191,-0.191,-0.191,-0.191,-0.191,-0.299,-0.299,-0.375,0.0,-0.299,0.0,0.0,-0.191,0.0,-0.375,0.0,-0.191,0.0,0
peptide_nm_346,-0.447,0.0,0.0,-0.314,0.0,0.0,0.0,-0.447,0.0,-0.314,-0.314,0.0,0.0,0.0,0.0,-0.447,0.0,-0.314,0.0,-0.314,0
peptide_nm_347,-0.272,-0.272,-0.272,-0.272,0.0,-0.401,0.0,-0.272,-0.272,0.0,0.0,0.0,-0.401,-0.272,0.0,-0.272,-0.272,-0.272,0.0,0.0,0
peptide_nm_348,-0.52,0.0,-0.176,-0.408,0.0,0.0,-0.176,0.0,-0.176,0.0,0.0,0.0,-0.278,-0.176,-0.408,-0.278,0.0,-0.176,0.0,-0.278,0
peptide_nm_349,-0.24,0.0,-0.24,-0.442,-0.24,0.0,0.0,-0.363,-0.442,-0.363,0.0,0.0,0.0,0.0,-0.24,-0.363,0.0,-0.24,0.0,0.0,0
peptide_nm_350,-0.156,0.0,-0.25,0.0,-0.156,-0.418,-0.156,0.0,-0.156,-0.25,-0.156,-0.375,-0.156,0.0,-0.375,-0.32,-0.156,-0.25,0.0,-0.32,0
peptide_nm_351,-0.224,-0.224,-0.224,-0.224,-0.342,-0.224,0.0,-0.224,-0.224,0.0,0.0,0.0,-0.224,-0.224,0.0,-0.42,0.0,-0.342,-0.224,-0.342,0
peptide_nm_352,-0.345,0.0,-0.172,-0.444,0.0,-0.172,0.0,-0.272,-0.272,-0.345,0.0,-0.345,-0.272,0.0,-0.345,0.0,0.0,-0.172,-0.172,-0.172,0
peptide_nm_353,-0.255,0.0,0.0,-0.255,0.0,-0.255,-0.16,-0.425,-0.16,-0.381,0.0,-0.326,-0.326,-0.16,-0.16,-0.16,0.0,-0.326,0.0,-0.255,0
peptide_nm_354,-0.342,0.0,0.0,-0.342,-0.224,-0.224,0.0,-0.42,0.0,-0.525,0.0,0.0,-0.224,0.0,0.0,-0.224,0.0,-0.224,0.0,-0.224,0
peptide_nm_355,-0.352,0.0,-0.176,-0.278,-0.176,-0.176,-0.176,-0.176,-0.278,-0.352,-0.176,-0.278,0.0,-0.176,-0.176,-0.408,-0.278,0.0,-0.176,0.0,0
peptide_nm_356,-0.453,0.0,0.0,-0.25,-0.375,-0.25,0.0,0.0,-0.25,-0.25,0.0,0.0,-0.375,0.0,-0.25,0.0,0.0,-0.5,0.0,0.0,0
peptide_nm_357,-0.408,0.0,-0.176,-0.278,-0.176,-0.352,0.0,-0.176,-0.352,-0.352,0.0,0.0,-0.176,-0.278,0.0,-0.278,-0.278,-0.176,-0.176,0.0,0
peptide_nm_358,-0.491,0.0,0.0,-0.24,0.0,0.0,-0.363,0.0,-0.363,-0.24,0.0,0.0,-0.24,-0.24,0.0,-0.363,-0.24,-0.24,0.0,-0.24,0
peptide_nm_359,0.0,0.0,-0.299,-0.5,0.0,-0.299,0.0,0.0,0.0,-0.5,0.0,0.0,-0.299,0.0,-0.299,-0.299,-0.299,0.0,0.0,0.0,0
peptide_nm_360,-0.314,0.0,0.0,0.0,-0.314,0.0,0.0,0.0,-0.314,-0.314,0.0,0.0,0.0,-0.447,-0.314,-0.447,-0.314,-0.314,0.0,0.0,0
peptide_nm_361,0.0,0.0,0.0,-0.299,-0.431,0.0,0.0,0.0,0.0,-0.299,0.0,-0.5,0.0,0.0,0.0,-0.299,-0.299,-0.431,0.0,-0.299,0
peptide_nm_362,-0.495,0.0,-0.168,-0.168,-0.168,-0.168,0.0,-0.168,0.0,-0.47,0.0,0.0,-0.266,-0.168,-0.339,-0.168,-0.168,-0.266,-0.168,0.0,0
peptide_nm_363,0.0,0.0,-0.342,-0.507,-0.342,-0.42,0.0,-0.224,0.0,-0.224,-0.224,0.0,-0.342,0.0,0.0,0.0,-0.224,0.0,0.0,-0.224,0
peptide_nm_364,-0.431,0.0,-0.513,-0.232,-0.352,-0.232,0.0,-0.232,-0.232,0.0,0.0,-0.232,0.0,0.0,0.0,0.0,0.0,-0.352,0.0,-0.232,0
peptide_nm_365,-0.168,0.0,-0.168,-0.266,-0.339,-0.266,-0.168,-0.266,-0.437,-0.339,0.0,-0.339,-0.168,-0.266,0.0,-0.266,-0.168,0.0,0.0,0.0,0
peptide_nm_366,-0.511,0.0,-0.203,0.0,-0.314,-0.314,0.0,-0.203,0.0,-0.392,0.0,0.0,0.0,0.0,-0.314,-0.203,0.0,-0.392,0.0,-0.203,0
peptide_nm_367,-0.363,0.0,-0.363,-0.363,0.0,-0.24,-0.24,0.0,-0.24,-0.442,-0.24,0.0,-0.24,-0.24,0.0,-0.24,0.0,0.0,-0.24,0.0,0
peptide_nm_368,0.0,0.0,-0.447,0.0,-0.314,0.0,0.0,0.0,-0.314,-0.447,0.0,0.0,0.0,-0.511,-0.314,0.0,-0.314,0.0,0.0,0.0,0
peptide_nm_369,-0.363,0.0,-0.363,0.0,-0.24,-0.24,0.0,0.0,-0.24,-0.442,0.0,0.0,-0.24,-0.24,-0.363,-0.24,-0.24,-0.24,0.0,0.0,0
peptide_nm_370,-0.181,0.0,-0.181,0.0,0.0,-0.285,0.0,-0.181,0.0,-0.488,0.0,-0.285,-0.285,0.0,-0.415,-0.415,-0.181,-0.181,0.0,-0.181,0
peptide_nm_371,-0.375,0.0,0.0,0.0,-0.25,-0.453,0.0,-0.375,-0.25,-0.375,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25,-0.453,0.0,0.0,0
peptide_nm_372,-0.232,0.0,-0.352,0.0,0.0,0.0,0.0,0.0,-0.352,-0.528,0.0,0.0,0.0,-0.352,-0.232,-0.232,0.0,-0.352,0.0,-0.232,0
peptide_nm_373,-0.203,0.0,-0.392,0.0,0.0,-0.314,0.0,0.0,-0.203,-0.486,0.0,-0.203,0.0,-0.203,-0.203,-0.314,-0.203,-0.314,0.0,-0.314,0
peptide_nm_374,-0.476,0.0,0.0,-0.172,-0.172,-0.401,-0.172,-0.272,-0.172,-0.172,-0.172,0.0,0.0,-0.345,-0.345,-0.172,-0.172,-0.272,0.0,0.0,0
peptide_nm_375,-0.26,-0.122,-0.26,-0.122,-0.122,-0.26,-0.122,-0.26,0.0,-0.26,-0.122,-0.2,-0.2,0.0,-0.388,-0.31,0.0,-0.443,-0.122,-0.2,0
peptide_nm_376,-0.285,-0.285,0.0,0.0,-0.285,-0.285,0.0,-0.285,0.0,-0.415,-0.285,0.0,0.0,0.0,0.0,0.0,-0.285,-0.523,0.0,0.0,0
peptide_nm_377,-0.197,0.0,-0.306,0.0,0.0,-0.197,0.0,-0.306,-0.383,-0.383,-0.197,-0.197,0.0,-0.197,-0.306,-0.383,-0.197,0.0,-0.197,-0.197,0
peptide_nm_378,-0.278,-0.176,-0.176,-0.352,-0.352,-0.451,0.0,0.0,0.0,-0.352,0.0,-0.176,0.0,-0.176,-0.176,-0.278,-0.278,-0.176,0.0,-0.176,0
peptide_nm_379,-0.299,-0.299,0.0,-0.299,0.0,-0.431,-0.299,0.0,0.0,-0.299,0.0,0.0,-0.299,0.0,-0.299,0.0,-0.299,-0.431,0.0,0.0,0
peptide_nm_380,-0.172,-0.172,-0.345,-0.345,-0.401,-0.345,-0.172,-0.172,-0.345,-0.345,0.0,0.0,-0.172,0.0,0.0,-0.172,-0.172,0.0,-0.172,-0.172,0
peptide_nm_381,-0.272,0.0,0.0,-0.272,0.0,-0.272,0.0,0.0,-0.272,-0.476,0.0,0.0,0.0,-0.272,0.0,0.0,-0.476,-0.401,-0.272,0.0,0
peptide_nm_382,-0.431,0.0,-0.431,-0.232,0.0,-0.352,0.0,-0.232,-0.232,0.0,0.0,0.0,0.0,0.0,-0.482,0.0,-0.352,-0.232,0.0,0.0,0
peptide_nm_383,0.0,0.0,-0.285,-0.285,0.0,-0.415,-0.285,-0.285,0.0,-0.488,0.0,0.0,-0.285,-0.285,0.0,0.0,-0.285,-0.285,0.0,0.0,0
peptide_nm_384,-0.272,0.0,0.0,0.0,-0.401,-0.272,-0.272,0.0,0.0,-0.401,-0.272,-0.401,-0.272,0.0,-0.272,0.0,0.0,-0.272,0.0,-0.272,0
peptide_nm_385,-0.486,0.0,-0.203,-0.392,0.0,-0.314,0.0,0.0,-0.203,-0.392,-0.203,-0.203,0.0,0.0,-0.447,-0.203,0.0,0.0,0.0,0.0,0
peptide_nm_386,0.0,0.0,0.0,0.0,0.0,-0.299,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.299,-0.5,-0.299,0.0,0.0,0.0,0
peptide_nm_387,-0.42,0.0,-0.224,-0.342,0.0,-0.224,-0.224,-0.224,0.0,-0.42,0.0,-0.224,0.0,-0.224,0.0,0.0,0.0,-0.473,-0.224,0.0,0
peptide_nm_388,-0.375,0.0,0.0,-0.25,0.0,-0.25,-0.375,-0.25,0.0,-0.25,-0.25,-0.375,0.0,-0.25,0.0,-0.25,-0.25,-0.25,-0.25,0.0,0
peptide_nm_389,-0.168,-0.168,-0.266,-0.168,-0.168,-0.394,-0.168,-0.168,-0.168,-0.394,-0.266,0.0,-0.168,-0.168,-0.168,-0.168,-0.168,-0.266,0.0,-0.339,0
peptide_nm_390,-0.401,0.0,-0.272,-0.272,0.0,-0.272,0.0,-0.272,-0.401,-0.272,0.0,0.0,0.0,0.0,-0.272,-0.272,0.0,-0.401,-0.272,0.0,0
peptide_nm_391,-0.488,0.0,0.0,0.0,-0.285,-0.457,0.0,-0.457,0.0,-0.285,0.0,0.0,0.0,0.0,0.0,0.0,-0.359,-0.285,-0.181,0.0,0
peptide_nm_392,-0.209,0.0,0.0,0.0,0.0,-0.209,-0.209,0.0,0.0,0.0,0.0,-0.401,-0.401,-0.209,-0.323,-0.53,-0.209,0.0,0.0,0.0,0
peptide_nm_393,0.0,-0.415,-0.285,0.0,0.0,0.0,-0.285,0.0,0.0,-0.488,0.0,0.0,0.0,0.0,-0.488,-0.415,-0.285,0.0,0.0,0.0,0
peptide_nm_394,0.0,0.0,-0.375,-0.191,0.0,-0.191,0.0,-0.431,-0.375,-0.191,-0.191,-0.191,-0.191,0.0,-0.299,0.0,-0.191,-0.375,-0.191,-0.191,0
peptide_nm_395,-0.224,0.0,-0.224,-0.224,0.0,-0.224,-0.224,-0.342,-0.224,-0.224,0.0,0.0,-0.473,0.0,0.0,0.0,-0.342,-0.42,0.0,-0.224,0
peptide_nm_396,0.0,0.0,0.0,-0.285,0.0,-0.488,0.0,-0.415,-0.285,-0.285,0.0,0.0,-0.285,0.0,-0.285,0.0,0.0,-0.415,0.0,-0.285,0
peptide_nm_397,-0.299,0.0,0.0,-0.299,-0.299,-0.5,0.0,0.0,0.0,-0.299,0.0,0.0,0.0,0.0,-0.299,-0.431,-0.299,-0.299,0.0,0.0,0
peptide_nm_398,-0.526,0.0,-0.172,-0.272,0.0,0.0,0.0,-0.172,-0.272,-0.272,0.0,0.0,-0.272,-0.172,0.0,-0.345,0.0,-0.401,0.0,-0.172,0
peptide_nm_399,-0.323,0.0,-0.401,-0.209,-0.323,-0.401,0.0,0.0,-0.323,-0.209,0.0,-0.209,-0.323,0.0,0.0,0.0,0.0,-0.323,0.0,-0.323,0
peptide_nm_400,-0.224,0.0,-0.42,-0.224,-0.224,-0.224,-0.224,-0.42,0.0,-0.42,0.0,-0.224,-0.224,0.0,0.0,-0.224,-0.224,-0.224,0.0,0.0,0
peptide_nm_401,-0.272,-0.272,-0.172,-0.272,-0.172,-0.272,-0.272,0.0,0.0,-0.476,0.0,-0.172,-0.172,-0.345,0.0,-0.272,-0.272,-0.172,0.0,0.0,0
peptide_nm_402,-0.306,0.0,-0.197,-0.306,-0.306,0.0,0.0,-0.197,-0.306,-0.306,0.0,-0.197,-0.197,-0.383,-0.383,0.0,-0.197,-0.306,0.0,0.0,0
peptide_nm_403,-0.285,0.0,-0.181,-0.181,-0.181,-0.359,-0.181,-0.181,0.0,-0.415,-0.181,-0.181,-0.285,0.0,-0.415,0.0,-0.181,-0.359,0.0,0.0,0
peptide_nm_404,-0.314,-0.203,-0.203,0.0,0.0,-0.392,0.0,-0.203,0.0,-0.314,-0.392,0.0,-0.314,0.0,0.0,-0.314,-0.203,-0.392,0.0,-0.203,0
peptide_nm_405,0.0,0.0,-0.323,0.0,-0.323,-0.209,-0.209,-0.401,0.0,-0.209,0.0,-0.323,-0.323,-0.209,-0.209,-0.209,0.0,-0.456,0.0,0.0,0
