,QSO3_SC_A,QSO3_SC_R,QSO3_SC_N,QSO3_SC_D,QSO3_SC_C,QSO3_SC_Q,QSO3_SC_E,QSO3_SC_G,QSO3_SC_H,QSO3_SC_I,QSO3_SC_L,QSO3_SC_K,QSO3_SC_M,QSO3_SC_F,QSO3_SC_P,QSO3_SC_S,QSO3_SC_T,QSO3_SC_W,QSO3_SC_Y,QSO3_SC_V,QSO3_G_A,QSO3_G_R,QSO3_G_N,QSO3_G_D,QSO3_G_C,QSO3_G_Q,QSO3_G_E,QSO3_G_G,QSO3_G_H,QSO3_G_I,QSO3_G_L,QSO3_G_K,QSO3_G_M,QSO3_G_F,QSO3_G_P,QSO3_G_S,QSO3_G_T,QSO3_G_W,QSO3_G_Y,QSO3_G_V,QSO3_SC1,QSO3_SC2,QSO3_SC3,QSO3_G1,QSO3_G2,QSO3_G3,y
peptide_nm_431,0.4411,0.0,0.4411,0.0,0.0,0.0,0.0,0.8822,0.0,0.4411,1.3233,0.4411,0.4411,0.4411,0.4411,1.7644,0.0,0.4411,0.0,1.7644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.2197,0.1611,0.1782,0.2197,0.1611,0.1782,0
peptide_nm_432,1.1878,0.0,0.3959,0.7919,0.3959,0.3959,0.0,0.0,0.3959,0.0,0.7919,0.0,0.0,0.0,0.3959,0.0,0.7919,0.0,0.7919,1.1878,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2019,0.2131,0.189,0.2019,0.2131,0.189,0
peptide_nm_433,0.0,0.4533,0.0,0.0,0.0,0.0,0.9065,0.4533,0.0,0.0,0.4533,0.9065,0.0,0.0,0.4533,1.813,0.9065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0002,0.0001,0.0,0.0,0.0,0.2215,0.2199,0.1054,0.2215,0.2199,0.1054,0
peptide_nm_434,0.4043,0.4043,0.2021,0.4043,0.2021,0.0,0.2021,0.4043,0.2021,0.4043,0.2021,0.8086,0.2021,0.4043,0.2021,0.8086,0.6064,0.0,0.4043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2624,0.2679,0.2676,0.2624,0.2679,0.2676,0
peptide_nm_435,0.5805,1.4511,0.2902,0.0,0.0,0.0,0.2902,0.2902,0.2902,0.2902,0.5805,0.0,0.0,0.0,0.2902,0.8707,0.5805,0.0,0.0,0.2902,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2604,0.2202,0.2292,0.2604,0.2202,0.2292,0
peptide_nm_436,0.4005,0.0,0.4005,0.0,0.4005,0.0,0.0,0.0,1.2015,0.0,0.801,0.4005,0.0,0.0,0.801,0.4005,0.0,0.4005,0.801,0.4005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2015,0.1818,0.2162,0.2015,0.1818,0.2162,0
peptide_nm_437,0.9239,0.462,0.0,0.462,0.0,0.0,0.0,0.0,0.0,0.9239,0.462,0.462,0.462,0.0,0.462,0.9239,0.0,0.0,0.462,0.462,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1281,0.2174,0.1925,0.1281,0.2174,0.1925,0
peptide_nm_438,1.2287,0.6144,0.0,0.0,0.0,0.0,0.6144,0.0,0.0,0.6144,0.0,0.0,0.0,0.0,0.0,0.6144,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1665,0.1179,0.1013,0.1665,0.1179,0.1013,0
peptide_nm_439,0.2977,0.2977,0.0,0.2977,0.0,0.2977,0.5954,0.2977,0.0,0.2977,0.2977,1.1908,0.2977,0.2977,0.5954,1.1908,0.2977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2931,0.218,0.1912,0.2931,0.218,0.1912,0
peptide_nm_440,0.0,0.0,0.0,0.9887,0.0,0.6591,1.3183,0.0,0.3296,0.0,0.0,0.3296,0.3296,0.3296,0.3296,0.6591,0.0,0.0,0.9887,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.2092,0.2306,0.2307,0.2092,0.2306,0.2307,0
peptide_nm_441,0.0,0.0,1.1701,0.0,0.0,0.585,0.585,0.585,0.0,0.585,0.585,0.585,0.0,0.0,0.585,0.585,0.0,0.0,0.0,0.585,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1233,0.1531,0.1386,0.1233,0.1531,0.1386,0
peptide_nm_442,0.0,0.0,0.464,1.3919,0.464,0.464,0.0,0.464,0.0,0.464,0.464,0.464,0.928,0.0,0.0,0.0,0.0,0.0,0.464,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1809,0.148,0.2071,0.1809,0.148,0.2071,0
peptide_pm_1,0.0,0.0,0.0,0.0,0.6786,0.0,0.0,2.0358,0.0,0.6786,1.0179,1.0179,0.0,0.3393,0.0,0.3393,0.0,0.0,0.0,1.0179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2018,0.2539,0.205,0.2018,0.2539,0.205,1
peptide_pm_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2405,0.2405,1.4427,1.6832,0.0,0.4809,0.0,0.9618,0.7214,0.2405,0.0,0.2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2758,0.2907,0.193,0.2758,0.2907,0.193,1
peptide_pm_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6167,0.0,3.2335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.2305,0.2305,0.0,0.2305,0.2305,0.0,1
peptide_pm_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4768,2.4768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1726,0.3452,0.1726,0.1726,0.3452,0.1726,1
peptide_pm_5,0.8497,0.0,1.2746,0.0,2.5492,0.0,0.4249,0.8497,0.0,0.8497,0.8497,0.0,0.0,0.0,0.8497,1.2746,0.8497,0.4249,0.4249,1.2746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.2135,0.1741,0.1875,0.2135,0.1741,1
peptide_pm_6,0.5357,0.0,0.0,0.0,0.0,0.0,0.0,0.8036,0.0,0.2679,0.2679,2.4108,0.2679,0.8036,0.0,0.0,0.0,0.0,0.0,0.2679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0002,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.2765,0.2821,0.1736,0.2765,0.2821,0.1736,1
peptide_pm_7,0.8386,0.8386,0.0,0.0,0.0,0.0,0.0,0.8386,0.0,1.2579,1.2579,1.2579,0.0,0.0,0.0,0.4193,0.0,0.4193,0.0,0.8386,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.187,0.1995,0.1941,0.187,0.1995,0.1941,1
peptide_pm_8,1.9008,0.0,0.0,0.2376,0.0,0.4752,0.0,0.9504,0.2376,0.2376,1.188,0.9504,0.4752,0.0,0.0,0.2376,0.9504,0.2376,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.2446,0.2972,0.2205,0.2446,0.2972,0.2205,1
peptide_pm_9,0.4688,0.0,0.9375,0.0,0.0,0.0,0.0,0.4688,0.0,0.4688,1.8751,0.9375,0.0,0.4688,0.0,0.0,0.4688,0.0,0.0,0.4688,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1473,0.2366,0.1473,0.1473,0.2366,0.1473,1
peptide_pm_10,1.3404,0.0,0.1915,0.0,0.0,0.5745,0.1915,0.5745,0.0,0.0,0.383,1.5319,0.1915,0.5745,0.0,0.0,0.1915,0.0,0.1915,0.766,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0.3034,0.2361,0.269,0.3034,0.2361,1
peptide_pm_11,0.0,0.294,0.0,0.8821,0.294,0.0,0.294,0.0,0.0,0.0,1.1761,0.294,0.0,0.294,0.0,0.5881,0.0,0.8821,0.0,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2542,0.2548,0.197,0.2542,0.2548,0.197,1
peptide_pm_12,0.7165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2388,0.2388,0.7165,1.9106,0.0,0.4776,0.0,0.9553,0.4776,0.2388,0.0,0.2388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2732,0.286,0.202,0.2732,0.286,0.202,1
peptide_pm_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6015,3.0677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0815,0.1629,0.2444,0.0815,0.1629,0.2444,1
peptide_pm_14,0.0,0.0,0.8932,0.0,2.6797,0.0,0.4466,1.7865,0.0,1.3399,0.4466,0.0,0.0,0.4466,0.8932,1.7865,0.4466,0.0,0.4466,1.7865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1815,0.2029,0.169,0.1815,0.2029,0.169,1
peptide_pm_15,0.9646,0.2411,0.2411,0.4823,0.4823,0.0,0.0,0.4823,0.0,0.2411,0.9646,1.2057,0.2411,0.2411,0.0,0.2411,0.2411,0.0,0.0,0.4823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2959,0.2571,0.2058,0.2959,0.2571,0.2058,1
peptide_pm_16,0.6707,0.4472,0.0,0.0,0.0,0.0,0.0,0.6707,0.2236,0.4472,0.6707,1.5651,0.0,0.4472,0.0,0.2236,0.0,0.0,0.2236,0.2236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2573,0.2967,0.2224,0.2573,0.2967,0.2224,1
peptide_pm_17,0.977,0.0,0.4885,0.0,0.0,0.0,0.0,0.977,0.0,0.4885,2.9311,0.4885,0.0,0.0,0.0,0.977,0.4885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1574,0.2019,0.1523,0.1574,0.2019,0.1523,1
peptide_pm_18,0.0,1.7765,0.0,0.0,1.0152,0.0,0.0,0.2538,0.0,0.0,0.0,0.2538,0.0,0.5076,0.0,0.0,0.0,0.2538,0.5076,0.2538,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2565,0.2386,0.2511,0.2565,0.2386,0.2511,1
peptide_pm_19,0.3027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3027,0.3027,0.9081,2.119,0.0,0.9081,0.3027,0.0,0.0,0.3027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.2713,0.2958,0.1302,0.2713,0.2958,0.1302,1
peptide_pm_20,2.1565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1565,3.2347,0.0,1.0782,0.0,0.0,0.0,0.5391,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.1211,0.1879,0.1519,0.1211,0.1879,0.1519,1
peptide_pm_21,0.4811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2405,0.2405,0.9621,1.6837,0.0,0.4811,0.0,0.9621,0.7216,0.2405,0.0,0.2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.275,0.2894,0.195,0.275,0.2894,0.195,1
peptide_pm_22,0.0,1.5861,0.0,0.0,1.5861,0.0,0.0,0.3965,0.0,0.0,0.0,0.0,0.0,0.793,0.0,0.0,0.0,0.0,0.3965,0.793,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1506,0.1825,0.2704,0.1506,0.1825,0.2704,1
peptide_pm_23,0.4434,0.0,0.0,0.2217,0.4434,0.2217,0.0,1.3302,0.2217,0.4434,0.8868,1.1085,0.2217,0.2217,0.0,0.4434,0.4434,0.0,0.0,0.6651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2522,0.2794,0.2467,0.2522,0.2794,0.2467,1
peptide_pm_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.011,2.011,0.0,0.0,0.0,0.0,0.0,0.4022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1648,0.2966,0.1364,0.1648,0.2966,0.1364,1
peptide_pm_25,1.0741,0.0,0.8056,0.2685,0.5371,0.0,0.0,0.5371,0.0,0.0,1.8797,1.0741,0.0,0.2685,0.0,1.3427,0.5371,0.0,0.0,0.5371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2942,0.2843,0.153,0.2942,0.2843,0.153,1
peptide_pm_26,1.6963,0.0,0.4241,0.0,0.0,0.0,0.0,0.0,0.0,0.8482,1.6963,1.2722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1873,0.2084,0.1802,0.1873,0.2084,0.1802,1
peptide_pm_27,0.3473,0.3473,0.0,0.0,0.6947,0.0,0.0,0.3473,0.0,0.0,0.0,1.042,0.0,0.0,1.3893,0.6947,0.3473,0.3473,0.3473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.2381,0.2359,0.1786,0.2381,0.2359,0.1786,1
peptide_pm_28,2.6856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6114,3.2227,0.0,1.0742,0.0,0.0,0.0,0.5371,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.1248,0.1782,0.1599,0.1248,0.1782,0.1599,1
peptide_pm_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4108,0.0,2.1162,3.527,0.0,0.0,0.0,0.7054,0.7054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0953,0.1455,0.0538,0.0953,0.1455,0.0538,1
peptide_pm_30,0.3063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3063,0.3063,1.2254,2.1444,0.0,0.919,0.0,0.0,0.0,0.3063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.2714,0.2931,0.1292,0.2714,0.2931,0.1292,1
peptide_pm_31,0.5179,0.0,0.0,0.0,0.0,0.0,0.259,1.2948,0.259,0.7769,0.259,1.0359,0.259,0.7769,0.0,0.5179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2835,0.2857,0.1718,0.2835,0.2857,0.1718,1
peptide_pm_32,2.0959,0.524,0.0,0.524,1.0479,0.0,0.0,0.0,0.524,0.0,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.524,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1632,0.1624,0.1505,0.1632,0.1624,0.1505,1
peptide_pm_33,0.5516,0.2758,0.0,0.0,0.0,0.8275,0.0,1.1033,0.0,0.0,2.4824,0.8275,0.0,0.2758,0.8275,0.2758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.2658,0.2144,0.244,0.2658,0.2144,1
peptide_pm_34,0.4081,1.2244,0.0,0.0,0.0,0.0,0.0,0.8163,0.2041,0.8163,0.6122,0.6122,0.0,0.0,0.2041,0.0,0.2041,0.0,0.2041,0.4081,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2712,0.3423,0.1824,0.2712,0.3423,0.1824,1
peptide_pm_35,0.6806,0.0,0.0,0.0,0.0,0.0,0.0,1.3611,0.0,1.3611,2.7222,0.0,0.0,0.6806,0.6806,0.6806,0.0,0.0,0.0,0.6806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0905,0.1552,0.0738,0.0905,0.1552,0.0738,1
peptide_pm_36,1.2202,0.0,0.0,0.3051,0.0,0.0,0.0,0.6101,0.0,0.0,1.2202,1.2202,0.0,0.6101,0.0,0.0,0.0,0.0,0.0,0.6101,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2267,0.2711,0.1972,0.2267,0.2711,0.1972,1
peptide_pm_37,0.7965,0.2655,0.0,0.0,0.0,0.531,0.0,0.7965,0.2655,0.531,1.3274,0.7965,0.0,0.2655,0.7965,0.2655,0.0,0.0,0.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2493,0.2664,0.2189,0.2493,0.2664,0.2189,1
peptide_pm_38,0.8755,0.4377,0.0,0.0,0.0,0.0,0.0,0.4377,0.0,1.3132,0.8755,0.4377,0.0,0.8755,0.0,0.4377,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.1883,0.2234,0.1506,0.1883,0.2234,0.1506,1
peptide_pm_39,0.3949,0.0,0.1974,0.1974,0.3949,0.3949,0.0,1.1846,0.1974,0.3949,0.9872,1.1846,0.1974,0.1974,0.0,0.5923,0.1974,0.0,0.0,0.5923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2684,0.289,0.2452,0.2684,0.289,0.2452,1
peptide_pm_40,0.6927,0.3464,0.0,0.0,0.0,0.0,0.0,1.0391,0.0,0.3464,1.0391,0.6927,0.0,0.3464,0.0,0.0,0.3464,1.0391,0.0,1.0391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.2496,0.2253,0.1788,0.2496,0.2253,0.1788,1
peptide_pm_41,0.0,1.5864,0.0,0.0,1.5864,0.0,0.0,0.3966,0.0,0.0,0.0,0.0,0.0,0.3966,0.0,0.0,0.0,0.0,0.7932,0.7932,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1513,0.1809,0.2712,0.1513,0.1809,0.2712,1
peptide_pm_42,0.916,0.0,0.0,0.3053,0.0,0.0,0.0,0.916,0.0,0.3053,1.2213,1.2213,0.0,0.916,0.0,1.2213,0.0,0.3053,0.0,0.3053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2251,0.253,0.2166,0.2251,0.253,0.2166,1
peptide_pm_43,0.0,1.3029,0.0,0.0,0.0,0.0,0.0,0.6515,0.0,0.0,0.6515,1.2215,0.0,0.0,0.0,0.0,0.0,0.0,1.3029,0.6515,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.2666,0.3737,0.2783,0.2666,0.3737,0.2783,1
peptide_pm_44,0.0,1.6718,0.0,0.0,1.3374,0.0,0.0,1.3374,0.0,0.0,0.3344,0.0,0.0,0.3344,0.0,0.0,0.0,0.0,0.3344,0.6687,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1689,0.2029,0.2938,0.1689,0.2029,0.2938,1
peptide_pm_45,0.0,0.3621,0.7242,0.0,2.1727,0.0,0.3621,1.8106,0.0,0.3621,0.3621,0.0,0.0,0.0,1.0863,0.7242,1.4485,0.3621,0.0,0.7242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2148,0.2093,0.2138,0.2148,0.2093,0.2138,1
peptide_pm_46,0.0,0.8673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4337,1.301,0.4337,0.0,0.0,1.301,0.0,0.0,1.301,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.1906,0.17,0.2057,0.1906,0.17,0.2057,1
peptide_pm_47,0.0,0.345,0.6901,0.0,2.0703,0.0,0.6901,1.7252,0.0,0.0,0.345,0.0,0.0,0.0,1.0351,0.6901,1.3802,0.345,0.0,0.6901,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.2226,0.1944,0.238,0.2226,0.1944,1
peptide_pm_48,0.3056,0.0,0.6113,0.0,1.8338,0.0,0.3056,0.9169,0.0,0.6113,0.0,0.9169,0.0,0.0,0.6113,1.2225,0.3056,0.3056,0.3056,0.9169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2285,0.2163,0.2495,0.2285,0.2163,0.2495,1
peptide_pm_49,0.693,0.0,0.0,0.0,0.0,0.0,0.0,1.0395,0.0,0.3465,2.0791,1.386,0.0,0.0,0.3465,0.0,0.0,0.0,0.0,0.3465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2114,0.2733,0.1688,0.2114,0.2733,0.1688,1
peptide_pm_50,0.631,0.0,0.0,0.0,0.0,0.0,0.0,0.9465,0.0,0.3155,1.893,1.5775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2358,0.292,0.1567,0.2358,0.292,0.1567,1
peptide_pm_51,1.1422,0.0,0.3807,0.7614,0.0,0.0,0.1904,0.9518,0.1904,0.7614,0.1904,0.3807,0.3807,0.5711,0.0,0.9518,0.1904,0.1904,0.0,0.9518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2661,0.292,0.2515,0.2661,0.292,0.2515,1
peptide_pm_52,0.0,0.796,0.0,0.199,0.0,0.0,0.0,0.398,0.0,0.796,0.597,1.194,0.199,0.199,0.0,0.398,0.398,0.0,0.0,0.199,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2258,0.3371,0.2381,0.2258,0.3371,0.2381,1
