,DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,y
peptide_nm_305,6.18,0.0,0.0,6.18,0.0,0.0,4.55,4.22,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0
peptide_nm_306,5.5,12.32,0.0,0.0,0.0,0.0,9.47,8.63,8.95,11.16,6.19,0.0,0.0,0.0,6.47,0.0,11.16,8.63,12.32,14.28,0
peptide_nm_307,0.0,0.0,0.0,0.0,4.1,9.09,0.0,0.0,0.0,4.5,3.5,6.18,0.0,6.18,4.73,0.0,5.27,0.0,0.0,0.0,0
peptide_nm_308,6.5,7.45,0.0,0.0,0.0,5.27,4.55,6.18,0.0,3.33,0.0,0.0,0.0,4.73,0.0,4.73,0.0,0.0,0.0,0.0,0
peptide_nm_309,21.48,19.93,0.0,0.0,0.0,10.65,14.04,11.12,17.26,10.5,10.81,8.73,25.04,21.48,12.59,18.52,15.19,19.93,0.0,13.68,0
peptide_nm_310,17.57,0.0,19.22,0.0,0.0,10.52,19.22,6.76,13.65,7.32,7.37,17.57,16.09,0.0,12.7,8.59,0.0,0.0,0.0,6.57,0
peptide_nm_311,10.3,4.26,13.18,0.0,0.0,16.04,0.0,7.12,0.0,0.0,22.46,6.88,0.0,0.0,11.04,0.0,6.08,0.0,0.0,13.19,0
peptide_nm_312,8.65,0.0,10.38,17.24,0.0,14.19,9.75,0.0,0.0,9.9,12.95,6.42,14.19,14.65,11.05,10.65,0.0,0.0,9.9,9.05,0
peptide_nm_313,5.54,0.0,0.0,8.0,0.0,0.0,0.0,11.08,8.0,0.0,0.0,0.0,6.92,6.0,11.08,0.0,5.42,0.0,0.0,4.25,0
peptide_nm_314,0.0,5.69,0.0,8.0,6.15,6.15,6.92,4.08,0.0,0.0,7.08,4.92,0.0,0.0,0.0,9.38,0.0,0.0,0.0,11.08,0
peptide_nm_315,9.24,0.0,9.62,0.0,13.86,9.9,12.77,13.86,11.86,6.05,0.0,10.59,0.0,18.23,10.23,7.24,0.0,15.62,20.05,15.14,0
peptide_nm_316,0.0,0.0,7.31,10.81,0.0,0.0,14.06,4.77,0.0,0.0,7.33,9.87,0.0,12.31,12.31,8.56,7.81,8.56,0.0,0.0,0
peptide_nm_317,0.0,8.41,18.54,0.0,0.0,0.0,8.05,0.0,0.0,22.04,6.15,0.0,12.04,0.0,5.15,0.0,20.21,12.71,0.0,5.59,0
peptide_nm_318,12.31,7.06,0.0,0.0,0.0,11.33,0.0,10.81,0.0,6.27,4.21,0.0,0.0,8.67,10.81,14.06,4.93,0.0,0.0,0.0,0
peptide_nm_319,15.14,11.91,0.0,0.0,6.0,21.04,9.15,8.59,11.91,0.0,19.22,13.65,0.0,10.87,10.59,19.22,7.32,0.0,0.0,21.04,0
peptide_nm_320,6.15,0.0,5.54,6.15,0.0,9.38,8.0,6.08,0.0,5.69,6.92,11.08,5.69,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0
peptide_nm_321,8.81,11.63,15.18,0.0,0.0,21.41,7.04,6.8,0.0,19.46,12.22,15.18,26.04,0.0,12.37,9.96,26.04,18.18,0.0,20.89,0
peptide_nm_322,0.0,4.91,5.69,0.0,0.0,0.0,0.0,4.18,0.0,0.0,8.0,4.91,0.0,8.0,0.0,0.0,5.69,0.0,0.0,0.0,0
peptide_nm_323,8.06,0.0,0.0,8.28,0.0,11.16,7.72,8.95,0.0,0.0,15.26,0.0,13.68,8.72,15.26,5.76,0.0,0.0,0.0,8.12,0
peptide_nm_324,7.65,8.19,11.76,15.06,0.0,8.0,0.0,8.56,0.0,5.19,6.31,8.0,0.0,0.0,13.29,9.41,5.81,0.0,0.0,0.0,0
peptide_nm_325,6.0,9.36,0.0,17.84,0.0,0.0,16.35,0.0,8.4,11.6,15.46,12.24,0.0,0.0,15.27,10.16,9.92,13.58,0.0,9.92,0
peptide_nm_326,14.19,16.25,19.05,6.0,0.0,10.38,0.0,9.52,11.75,9.9,11.05,7.83,0.0,0.0,0.0,12.95,10.38,0.0,6.65,0.0,0
peptide_nm_327,25.06,26.35,22.6,15.46,0.0,39.73,26.54,39.62,29.89,28.02,9.93,15.5,0.0,22.56,13.59,14.86,23.48,45.08,34.82,17.6,0
peptide_nm_328,6.08,11.08,0.0,10.36,0.0,8.93,6.36,6.07,0.0,0.0,5.54,0.0,6.07,0.0,0.0,0.0,6.93,0.0,0.0,7.79,0
peptide_nm_329,3.33,9.39,0.0,11.39,0.0,6.94,0.0,8.72,16.06,9.39,5.53,0.0,0.0,0.0,8.28,0.0,6.31,0.0,0.0,10.28,0
peptide_nm_330,21.58,0.0,0.0,12.85,0.0,15.94,16.48,9.97,16.06,10.41,17.64,13.82,16.15,16.42,16.74,16.58,8.66,0.0,18.5,17.27,0
peptide_nm_331,11.39,0.0,0.0,7.41,0.0,4.69,8.28,8.72,0.0,0.0,7.31,8.06,10.28,5.29,0.0,0.0,12.72,0.0,0.0,7.88,0
peptide_nm_332,11.71,14.51,66.78,22.88,40.32,0.0,72.17,15.62,31.2,0.0,12.78,0.0,49.86,60.88,21.15,9.62,21.71,24.03,18.12,22.08,0
peptide_nm_333,8.0,6.15,0.0,11.08,0.0,0.0,11.08,9.38,0.0,9.38,6.08,8.0,0.0,5.69,0.0,0.0,3.45,0.0,0.0,0.0,0
peptide_nm_334,11.14,0.0,0.0,0.0,14.78,10.87,7.14,6.76,13.59,4.85,0.0,18.23,0.0,12.7,0.0,11.3,9.23,0.0,0.0,17.57,0
peptide_nm_335,12.05,7.25,0.0,0.0,19.05,6.45,9.05,13.68,11.9,0.0,7.25,0.0,0.0,15.62,0.0,10.38,17.24,0.0,9.62,7.45,0
peptide_nm_336,10.05,6.35,0.0,10.29,0.0,0.0,11.52,18.23,15.14,12.67,11.86,9.43,8.0,11.14,0.0,20.05,0.0,0.0,11.14,9.62,0
peptide_nm_337,11.79,17.21,17.64,0.0,0.0,0.0,11.23,14.16,0.0,7.23,28.38,9.72,0.0,16.03,18.5,26.74,14.66,0.0,0.0,12.66,0
peptide_nm_338,6.12,5.88,13.19,18.52,0.0,19.93,0.0,21.48,23.19,0.0,8.12,12.59,12.81,13.58,0.0,12.59,14.37,18.52,7.76,11.19,0
peptide_nm_339,22.04,11.04,22.04,12.71,11.54,10.87,9.3,11.54,11.04,9.41,13.54,20.21,0.0,0.0,12.71,15.71,10.87,0.0,0.0,10.52,0
peptide_nm_340,0.0,6.36,12.07,6.36,0.0,0.0,6.07,6.93,0.0,7.79,5.54,5.54,0.0,0.0,0.0,6.93,7.85,0.0,0.0,10.36,0
peptide_nm_341,0.0,0.0,10.36,3.58,0.0,0.0,0.0,5.08,0.0,0.0,8.93,6.36,0.0,12.07,4.77,10.36,0.0,0.0,6.36,12.07,0
peptide_nm_342,4.67,16.06,0.0,0.0,0.0,9.39,12.72,0.0,0.0,10.28,8.06,0.0,5.76,14.28,10.28,8.06,0.0,0.0,8.28,8.19,0
peptide_nm_343,10.7,8.59,17.57,14.54,0.0,0.0,12.04,13.54,0.0,13.13,11.04,20.21,0.0,22.04,0.0,10.87,8.87,0.0,8.14,7.39,0
peptide_nm_344,15.26,8.28,0.0,8.72,0.0,10.28,10.28,0.0,0.0,6.94,6.5,15.26,9.47,11.39,0.0,0.0,0.0,0.0,0.0,10.21,0
peptide_nm_345,6.35,12.04,7.57,12.71,0.0,0.0,12.71,15.71,18.54,10.87,7.41,13.13,0.0,17.04,0.0,0.0,6.77,11.04,0.0,0.0,0
peptide_nm_346,4.5,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,5.1,6.18,0.0,6.18,0.0,0.0,4.1,0.0,0.0,5.27,9.09,0
peptide_nm_347,6.36,0.0,0.0,6.07,10.36,7.79,8.93,4.77,0.0,12.07,0.0,8.93,0.0,0.0,5.69,7.79,6.93,0.0,0.0,6.93,0
peptide_nm_348,4.45,7.54,0.0,19.93,0.0,19.93,4.96,0.0,21.48,0.0,0.0,17.26,0.0,0.0,13.88,12.5,0.0,0.0,16.35,17.26,0
peptide_nm_349,10.47,13.29,0.0,10.47,0.0,0.0,3.6,0.0,0.0,8.06,7.06,7.73,0.0,7.65,0.0,6.31,0.0,0.0,0.0,8.59,0
peptide_nm_350,16.91,8.69,11.1,11.68,0.0,0.0,0.0,13.61,17.66,0.0,11.68,17.66,26.41,30.03,15.16,12.1,16.28,0.0,14.23,14.77,0
peptide_nm_351,10.21,0.0,0.0,9.47,8.63,15.26,13.68,11.16,0.0,13.68,0.0,8.95,0.0,7.28,11.16,7.88,0.0,9.47,10.28,6.5,0
peptide_nm_352,7.35,9.81,17.27,13.46,0.0,0.0,11.04,26.04,0.0,10.22,7.35,16.96,0.0,0.0,16.15,0.0,0.0,24.18,19.46,13.89,0
peptide_nm_353,11.03,15.55,11.38,0.0,0.0,27.16,17.77,9.77,16.84,6.74,10.25,14.58,0.0,0.0,9.72,19.74,0.0,0.0,10.7,8.21,0
peptide_nm_354,6.06,0.0,0.0,0.0,0.0,0.0,9.39,17.05,0.0,4.59,6.21,0.0,0.0,11.16,11.16,15.26,0.0,0.0,13.68,12.32,0
peptide_nm_355,12.32,12.59,9.88,21.48,0.0,12.59,24.04,13.7,25.04,13.7,8.0,8.35,15.19,21.48,0.0,6.38,8.42,14.37,0.0,0.0,0
peptide_nm_356,6.36,10.81,0.0,0.0,0.0,0.0,9.56,8.56,0.0,0.0,12.31,8.56,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.62,0
peptide_nm_357,6.29,0.0,0.0,23.19,0.0,18.81,14.88,6.48,0.0,14.37,8.72,6.96,0.0,12.81,12.52,20.42,12.04,25.04,0.0,13.19,0
peptide_nm_358,8.93,0.0,0.0,0.0,0.0,7.65,8.0,0.0,8.06,0.0,9.41,5.06,0.0,0.0,8.0,8.19,7.53,0.0,10.47,11.76,0
peptide_nm_359,0.0,8.42,0.0,5.08,0.0,0.0,4.5,5.08,0.0,0.0,2.5,0.0,0.0,0.0,6.08,5.42,10.08,0.0,0.0,0.0,0
peptide_nm_360,4.73,7.45,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,6.18,5.27,0.0,9.09,0.0,4.5,4.55,0.0,0.0,7.45,0
peptide_nm_361,0.0,0.0,3.3,0.0,0.0,0.0,5.08,0.0,0.0,0.0,8.42,0.0,0.0,4.91,0.0,5.42,10.08,0.0,7.08,6.0,0
peptide_nm_362,4.61,23.19,0.0,19.1,0.0,20.41,23.45,20.41,0.0,21.86,6.54,0.0,0.0,19.1,11.46,13.79,15.24,15.24,0.0,14.46,0
peptide_nm_363,0.0,0.0,0.0,9.39,0.0,0.0,4.4,11.76,0.0,12.32,10.21,0.0,11.16,7.61,7.83,0.0,12.32,0.0,17.05,0.0,0
peptide_nm_364,9.31,0.0,14.28,4.5,0.0,0.0,10.28,10.28,0.0,11.39,0.0,14.28,0.0,5.76,0.0,0.0,0.0,0.0,16.06,5.53,0
peptide_nm_365,19.1,0.0,7.26,16.0,0.0,19.25,16.04,12.11,17.93,12.18,8.81,5.36,0.0,8.67,15.24,13.89,16.0,0.0,0.0,0.0,0
peptide_nm_366,4.24,8.38,0.0,11.14,0.0,0.0,0.0,7.9,0.0,12.77,4.95,0.0,0.0,15.52,0.0,16.59,0.0,0.0,16.59,8.15,0
peptide_nm_367,6.69,0.0,0.0,10.81,0.0,8.59,5.56,11.76,15.06,0.0,3.87,8.0,7.65,0.0,13.29,9.41,0.0,8.59,0.0,0.0,0
peptide_nm_368,0.0,6.18,0.0,2.9,0.0,5.56,0.0,0.0,0.0,0.0,5.3,4.73,0.0,4.55,0.0,0.0,9.09,0.0,0.0,0.0,0
peptide_nm_369,5.56,4.81,0.0,9.31,0.0,15.06,0.0,10.47,0.0,0.0,6.53,8.0,0.0,8.59,10.47,7.65,15.06,0.0,0.0,13.29,0
peptide_nm_370,18.96,7.91,8.24,20.5,0.0,0.0,0.0,8.4,0.0,17.58,4.1,0.0,0.0,0.0,19.44,7.04,18.96,0.0,13.58,20.5,0
peptide_nm_371,5.73,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,6.27,7.33,10.81,0.0,14.06,0.0,7.81,7.06,0.0,0.0,8.93,0
peptide_nm_372,12.72,14.28,0.0,5.53,0.0,8.59,0.0,0.0,0.0,0.0,5.08,5.29,0.0,0.0,0.0,12.72,0.0,0.0,10.28,6.24,0
peptide_nm_373,11.86,15.14,10.59,7.45,0.0,18.23,0.0,8.29,0.0,0.0,6.17,18.23,0.0,0.0,0.0,9.43,10.05,0.0,8.29,6.95,0
peptide_nm_374,5.83,7.96,0.0,0.0,0.0,8.27,19.46,6.88,15.18,13.19,14.46,17.04,22.46,15.18,0.0,16.04,17.04,0.0,0.0,12.59,0
peptide_nm_375,25.72,8.12,18.66,22.93,41.11,0.0,41.11,22.6,23.11,12.19,18.84,0.0,29.02,21.91,18.57,12.4,0.0,35.91,16.66,9.45,0
peptide_nm_376,8.0,0.0,0.0,0.0,6.15,0.0,0.0,6.92,0.0,9.38,7.08,0.0,11.08,9.38,0.0,0.0,5.69,0.0,0.0,4.5,0
peptide_nm_377,12.7,10.23,16.09,12.23,0.0,10.61,0.0,11.91,0.0,7.32,7.33,9.43,11.91,0.0,0.0,8.95,21.04,17.57,19.22,0.0,0
peptide_nm_378,13.88,15.19,21.48,13.19,13.7,18.52,13.68,5.74,0.0,0.0,5.84,0.0,0.0,5.92,0.0,10.81,11.27,0.0,25.04,23.19,0
peptide_nm_379,6.08,7.08,0.0,0.0,5.42,0.0,8.42,6.18,7.08,0.0,8.42,0.0,0.0,0.0,5.08,0.0,10.08,0.0,0.0,3.82,0
peptide_nm_380,17.04,0.0,0.0,12.04,26.04,0.0,12.96,10.73,13.18,18.18,10.73,10.12,0.0,5.44,20.89,26.04,13.18,15.18,13.46,0.0,0
peptide_nm_381,6.07,0.0,0.0,0.0,0.0,12.07,10.36,6.36,0.0,0.0,4.08,6.36,0.0,0.0,0.0,0.0,5.75,6.93,0.0,9.38,0
peptide_nm_382,6.31,4.4,0.0,4.44,0.0,0.0,14.28,8.12,0.0,8.72,0.0,8.06,0.0,0.0,0.0,0.0,6.12,0.0,0.0,9.39,0
peptide_nm_383,0.0,0.0,0.0,8.0,0.0,8.0,6.92,5.42,6.15,5.69,2.73,0.0,0.0,0.0,11.08,0.0,5.54,0.0,0.0,9.38,0
peptide_nm_384,8.93,7.79,6.92,0.0,0.0,0.0,0.0,6.93,7.79,0.0,5.54,0.0,12.07,4.77,6.07,0.0,0.0,0.0,6.36,10.36,0
peptide_nm_385,6.28,4.32,10.59,11.14,0.0,0.0,8.25,11.33,0.0,0.0,10.45,10.23,12.77,0.0,0.0,13.86,0.0,0.0,0.0,0.0,0
peptide_nm_386,0.0,8.42,2.9,0.0,0.0,0.0,0.0,7.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,10.08,0.0,0.0,0.0,0
peptide_nm_387,4.82,0.0,9.47,11.16,0.0,15.26,10.28,8.53,17.05,8.95,6.71,0.0,0.0,0.0,0.0,0.0,0.0,10.21,0.0,3.69,0
peptide_nm_388,6.27,0.0,9.87,0.0,0.0,10.81,8.56,7.31,7.33,9.56,7.81,0.0,8.56,0.0,0.0,12.31,7.06,7.06,0.0,14.06,0
peptide_nm_389,21.86,13.59,0.0,14.46,19.1,16.9,23.45,9.35,16.0,20.41,14.42,13.52,13.89,20.41,14.14,13.79,27.03,0.0,10.44,10.68,0
peptide_nm_390,4.77,8.93,0.0,6.36,0.0,0.0,6.07,6.93,0.0,6.93,12.07,4.77,0.0,0.0,0.0,12.07,0.0,8.93,0.0,4.15,0
peptide_nm_391,4.67,0.0,0.0,0.0,0.0,0.0,0.0,10.86,0.0,5.95,8.4,0.0,0.0,8.72,0.0,0.0,13.96,24.04,0.0,9.92,0
peptide_nm_392,19.05,12.05,8.32,0.0,0.0,12.95,0.0,9.52,10.38,0.0,0.0,0.0,0.0,0.0,6.95,3.36,11.05,0.0,0.0,0.0,0
peptide_nm_393,0.0,3.27,0.0,5.69,3.75,0.0,0.0,0.0,5.54,0.0,3.82,0.0,0.0,0.0,0.0,7.08,6.15,0.0,0.0,0.0,0
peptide_nm_394,0.0,10.87,20.21,5.05,0.0,0.0,18.54,18.54,0.0,6.67,11.54,9.95,13.54,0.0,11.21,0.0,14.54,11.54,22.04,7.86,0
peptide_nm_395,10.21,0.0,0.0,15.26,0.0,0.0,10.21,8.53,17.05,7.61,12.32,13.68,0.0,0.0,5.44,0.0,8.72,0.0,11.16,4.12,0
peptide_nm_396,0.0,5.69,0.0,0.0,0.0,0.0,6.92,4.73,0.0,4.08,5.69,8.0,0.0,0.0,6.92,0.0,0.0,0.0,6.15,10.08,0
peptide_nm_397,6.08,7.08,0.0,0.0,0.0,0.0,8.42,3.9,0.0,0.0,7.08,0.0,0.0,10.08,0.0,3.82,5.42,0.0,0.0,10.08,0
peptide_nm_398,3.15,0.0,0.0,20.89,0.0,13.04,11.11,0.0,0.0,16.04,14.44,8.81,0.0,0.0,9.26,11.27,0.0,0.0,13.89,12.4,0
peptide_nm_399,9.65,0.0,15.62,5.58,0.0,0.0,19.05,6.63,0.0,0.0,10.38,8.65,0.0,6.25,6.95,0.0,0.0,0.0,8.55,13.25,0
peptide_nm_400,10.21,0.0,10.21,7.88,0.0,0.0,13.68,8.95,15.26,6.0,5.06,0.0,0.0,17.05,9.47,12.32,15.26,0.0,0.0,8.63,0
peptide_nm_401,19.78,0.0,14.46,24.18,19.93,10.81,17.26,10.22,10.15,0.0,5.57,0.0,0.0,13.89,13.18,10.0,16.15,0.0,0.0,15.18,0
peptide_nm_402,16.59,7.9,10.87,21.04,0.0,6.48,10.23,0.0,0.0,19.22,8.95,9.23,0.0,8.59,12.7,0.0,13.65,0.0,0.0,10.05,0
peptide_nm_403,10.56,8.17,17.58,22.19,0.0,0.0,12.19,8.62,16.35,12.96,11.74,0.0,17.58,15.27,11.12,0.0,14.35,0.0,0.0,7.54,0
peptide_nm_404,9.62,0.0,0.0,20.05,10.59,0.0,0.0,6.05,0.0,18.23,11.52,0.0,5.95,0.0,7.33,14.19,16.59,0.0,12.77,5.85,0
peptide_nm_405,0.0,19.05,6.45,11.05,0.0,9.9,0.0,10.38,10.38,6.11,11.05,0.0,0.0,11.05,7.45,9.52,0.0,0.0,0.0,11.17,0
peptide_nm_406,7.53,5.56,5.2,0.0,8.19,0.0,4.81,0.0,0.0,0.0,0.0,0.0,0.0,10.81,8.59,10.47,7.65,0.0,0.0,6.69,0
peptide_nm_407,6.15,0.0,3.25,6.07,0.0,0.0,0.0,10.36,5.54,0.0,5.54,0.0,0.0,4.15,0.0,0.0,0.0,0.0,0.0,12.07,0
peptide_nm_408,4.58,0.0,0.0,9.47,0.0,0.0,6.39,0.0,0.0,13.68,11.16,13.68,0.0,8.95,7.72,0.0,0.0,0.0,0.0,9.94,0
peptide_nm_409,0.0,0.0,11.9,8.21,0.0,0.0,11.17,0.0,10.25,0.0,7.65,0.0,0.0,6.45,10.74,9.62,14.19,0.0,0.0,9.25,0
peptide_nm_410,37.84,8.68,30.79,23.07,35.62,0.0,12.63,17.5,31.94,16.99,12.98,27.58,17.41,0.0,31.64,19.18,28.59,0.0,28.51,29.15,0
peptide_nm_411,5.07,17.05,0.0,11.16,0.0,0.0,7.83,10.21,0.0,8.63,12.32,10.28,0.0,0.0,0.0,0.0,12.61,0.0,13.68,8.72,0
peptide_nm_412,0.0,0.0,16.09,5.61,0.0,0.0,3.94,0.0,0.0,10.57,13.65,21.04,0.0,0.0,17.57,9.05,10.52,0.0,0.0,0.0,0
peptide_nm_413,9.47,16.74,19.32,15.21,0.0,9.74,26.74,0.0,32.03,8.78,9.22,22.5,0.0,20.26,22.48,19.23,10.28,21.32,13.88,18.5,0
peptide_nm_414,15.32,0.0,8.75,7.93,0.0,8.42,0.0,0.0,0.0,7.88,12.32,8.89,0.0,0.0,11.32,12.0,9.61,0.0,0.0,0.0,0
peptide_nm_415,7.61,0.0,0.0,9.83,0.0,9.39,10.21,12.32,0.0,0.0,4.94,7.61,5.61,0.0,0.0,0.0,8.53,0.0,8.95,12.32,0
peptide_nm_416,2.0,0.0,8.0,11.08,0.0,5.69,0.0,9.38,0.0,9.38,6.15,0.0,0.0,0.0,0.0,6.15,8.0,0.0,0.0,0.0,0
peptide_nm_417,12.31,0.0,8.56,9.56,0.0,0.0,10.81,10.81,0.0,6.36,0.0,0.0,0.0,3.21,7.81,7.06,7.31,0.0,12.31,7.81,0
peptide_nm_418,4.77,4.77,7.79,0.0,0.0,0.0,6.93,10.36,0.0,6.36,6.36,0.0,12.07,0.0,6.93,0.0,0.0,0.0,7.79,8.0,0
peptide_nm_419,5.54,4.92,0.0,9.38,0.0,0.0,5.54,0.0,0.0,0.0,8.93,0.0,7.79,6.07,0.0,6.93,0.0,0.0,0.0,6.36,0
peptide_nm_420,12.95,0.0,11.3,0.0,0.0,0.0,0.0,5.71,0.0,7.86,0.0,0.0,10.59,10.61,13.65,11.33,8.95,0.0,10.87,6.75,0
peptide_nm_421,6.92,0.0,6.36,7.79,10.36,7.79,0.0,0.0,10.36,0.0,0.0,0.0,0.0,0.0,0.0,4.15,5.69,0.0,4.31,0.0,0
peptide_nm_422,13.29,0.0,16.06,0.0,12.72,0.0,10.28,11.39,9.39,10.28,5.29,0.0,8.72,8.28,11.65,7.53,8.12,0.0,0.0,0.0,0
peptide_nm_423,10.23,7.25,0.0,10.05,0.0,18.23,0.0,11.14,9.43,15.14,0.0,5.28,0.0,0.0,13.05,6.45,0.0,0.0,20.05,0.0,0
peptide_nm_424,20.21,11.31,29.03,16.84,0.0,0.0,9.63,9.77,0.0,14.17,8.21,11.77,21.37,15.55,13.17,14.52,9.72,0.0,16.13,22.7,0
peptide_nm_425,13.68,7.72,8.63,9.47,0.0,8.53,0.0,17.05,0.0,15.26,5.61,11.16,13.68,0.0,11.16,8.17,0.0,8.63,0.0,7.41,0
peptide_nm_426,6.1,19.22,15.71,0.0,0.0,0.0,4.45,12.71,0.0,0.0,22.04,6.48,0.0,5.23,0.0,11.21,17.04,0.0,0.0,12.04,0
peptide_nm_427,16.28,16.91,10.26,12.17,0.0,26.41,20.66,30.03,15.16,17.68,3.96,0.0,0.0,0.0,23.28,12.1,14.77,13.61,28.16,15.1,0
peptide_nm_428,0.0,0.0,6.38,0.0,0.0,18.23,3.72,7.45,18.23,11.86,9.24,14.0,0.0,12.77,0.0,9.9,10.05,0.0,12.77,0.0,0
peptide_nm_429,0.0,4.73,9.09,0.0,0.0,2.9,0.0,3.3,0.0,0.0,9.09,0.0,0.0,0.0,5.27,0.0,0.0,6.18,0.0,3.5,0
peptide_nm_430,0.0,9.73,0.0,9.87,0.0,0.0,6.53,7.06,9.56,0.0,8.56,7.81,4.67,7.31,10.81,0.0,0.0,0.0,7.06,14.06,0
peptide_nm_431,9.62,0.0,17.24,0.0,0.0,0.0,0.0,8.45,0.0,11.05,6.42,9.62,9.52,11.9,19.05,3.83,0.0,9.9,0.0,6.61,0
peptide_nm_432,10.24,0.0,8.95,6.94,15.26,10.21,0.0,0.0,9.47,0.0,8.72,0.0,0.0,0.0,8.63,0.0,5.83,0.0,6.06,5.65,0
peptide_nm_433,0.0,10.36,0.0,0.0,0.0,0.0,3.85,6.07,0.0,0.0,8.93,4.77,0.0,0.0,10.36,7.45,3.85,0.0,0.0,0.0,0
peptide_nm_434,15.1,13.61,19.53,14.0,26.41,0.0,28.16,14.58,24.78,19.16,18.53,6.97,23.28,23.68,15.16,8.48,10.77,0.0,10.13,0.0,0
peptide_nm_435,13.25,7.53,19.05,0.0,0.0,0.0,15.62,9.62,11.05,9.52,9.75,0.0,0.0,0.0,9.9,6.42,14.65,0.0,0.0,11.9,0
peptide_nm_436,12.31,0.0,12.31,0.0,7.06,0.0,0.0,0.0,6.93,0.0,8.4,8.56,0.0,0.0,7.33,9.56,0.0,14.06,6.27,7.06,0
peptide_nm_437,5.54,12.07,0.0,8.93,0.0,0.0,0.0,0.0,0.0,6.92,6.93,7.79,6.36,0.0,10.36,5.69,0.0,0.0,7.79,8.93,0
peptide_nm_438,2.0,2.83,0.0,0.0,0.0,0.0,4.17,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0
peptide_nm_439,11.86,18.23,0.0,18.23,0.0,20.05,9.52,15.14,0.0,13.86,16.59,5.16,10.23,15.14,8.29,3.68,11.86,0.0,0.0,0.0,0
peptide_nm_440,0.0,0.0,0.0,4.94,0.0,12.61,4.94,0.0,11.16,0.0,0.0,17.05,12.32,8.63,9.47,11.39,0.0,0.0,5.53,0.0,0
peptide_nm_441,0.0,0.0,4.1,0.0,0.0,5.27,7.45,5.27,0.0,7.45,9.09,6.18,0.0,0.0,4.73,6.18,0.0,0.0,0.0,4.73,0
peptide_nm_442,0.0,0.0,6.15,4.73,6.92,11.08,0.0,5.69,0.0,5.54,9.38,6.15,7.08,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0
peptide_pm_1,0.0,0.0,0.0,0.0,11.05,0.0,0.0,2.94,0.0,11.75,4.84,6.42,0.0,15.62,0.0,14.19,0.0,0.0,0.0,5.79,1
peptide_pm_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.58,20.5,3.81,4.15,0.0,12.56,0.0,9.3,5.96,22.19,0.0,12.5,1
peptide_pm_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_5,13.03,0.0,16.39,0.0,4.64,0.0,24.43,12.41,0.0,15.52,13.52,0.0,0.0,0.0,16.0,10.25,13.45,18.83,21.37,7.39,1
peptide_pm_6,6.25,0.0,0.0,0.0,0.0,0.0,0.0,7.68,0.0,17.24,11.9,2.15,15.62,4.53,0.0,0.0,0.0,0.0,0.0,12.95,1
peptide_pm_7,6.39,14.28,0.0,0.0,0.0,0.0,0.0,14.28,0.0,6.0,5.53,6.0,0.0,0.0,0.0,9.47,0.0,10.21,0.0,7.83,1
peptide_pm_8,8.15,0.0,0.0,21.32,0.0,27.39,0.0,7.1,16.15,23.79,7.23,10.45,15.21,0.0,0.0,25.21,9.48,28.38,0.0,0.0,1
peptide_pm_9,6.93,0.0,5.54,0.0,0.0,0.0,0.0,7.79,0.0,10.36,2.55,8.0,0.0,10.36,0.0,0.0,6.93,0.0,0.0,6.07,1
peptide_pm_10,5.03,0.0,26.17,0.0,0.0,13.27,33.03,16.42,0.0,0.0,20.62,3.61,31.14,22.42,0.0,0.0,16.74,0.0,22.23,9.34,1
peptide_pm_11,0.0,11.39,0.0,4.56,8.28,0.0,8.72,0.0,0.0,0.0,2.8,16.06,0.0,14.28,0.0,10.47,0.0,6.19,0.0,9.39,1
peptide_pm_12,7.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.58,20.5,6.62,3.68,0.0,12.56,0.0,9.3,7.92,22.19,0.0,12.5,1
peptide_pm_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_14,0.0,0.0,20.41,0.0,3.84,0.0,20.03,8.67,0.0,9.18,26.17,0.0,0.0,16.03,13.52,8.96,14.03,0.0,24.43,6.15,1
